LICENSEE,DBANAME,STREET NUMBER,STREET,CITY,STATE,ZIPCODE,PHONE NUMBER,PRIMARY LICENSE,SECONDARY LICENSE,PRIMARY TYPE,SECONDARY TYPE,COUNTY,DISTRICT,SUBDIST,LATLNG,Missouri Counties,School Districts,Counties
OLIVERS GOURMET COMPANY,STARRS,1135,S BIG BEND,RICHMOND HEIGHTS,MO,631171635,3147812345,63254,0,RBD,    ,ST. LOUIS CO.,3,00,"(38.631822, -90.319648)",51,226,2210
"BOMMARITO WINES & SPIRITS, INC.",BOMMARITO WINES & SPIRITS,2465,CENTERLINE INDUSTRIAL DR.,ST LOUIS,MO,630433307,3149618996,63265,0,LWS,    ,ST. LOUIS CO.,3,00,,,,
MB ARCO INC.,DOMENICO'S ITALIAN RESTAURANT AND LOUNGE,3702,W TRUMAN BLVD  #225,JEFFERSON CITY,MO,65109,5738935454,63341,0,RBD,    ,COLE,2,00,"(38.589149, -92.255524)",58,465,2702
QUIK TRIP CORPORATION,QUIK TRIP #611,850,MCNUTT STREET,HERCULANEUM,MO,630481512,6369317569,63357,72266,OPL,SOP ,JEFFERSON,3,00,"(38.2542231, -90.4004982)",62,285,1967
TREFETHEN VINEYARDS WINERY INC.,TREFETHEN VINEYARDS,1160,OAK KNOLL AVE,NAPA,CA,945581303,7072557700,63400,0,22S,    ,OUT OF STATE,7,00,"(38.3606693, -122.3319371)",,,1172
BENEVOLENT PROTECTIVE ORDER OF ELKS,LODGE 656,401,HARVESTER ROAD,CHILLICOTHE,MO,646013202,6606465350,63403,63404,RBDE,SBD ,LIVINGSTON,1,00,,,,
CATERING ST. LOUIS INC.,CATERING ST. LOUIS,2141,59TH STREET,ST. LOUIS,MO,63110,3149617588,63425,207972,RBD,RDC1,ST. LOUIS CITY,3,00,"(38.6161046, -90.2849942)",54,200,2223
DESMET JESUIT HIGH SCHOOL,DESMET JESUIT HIGH SCHOOL,233,N NEW BALLAS RD,ST LOUIS,MO,631417530,3145673500,63501,63503,RBD,SBD ,ST. LOUIS CO.,3,00,"(38.660579, -90.44564)",51,208,2210
COYOTES ADOBE CAFE AND BAR INC.,COYOTES ADOBE CAFE AND BAR,1742,S GLENSTONE,SPRINGFIELD,MO,65804,4178897120,63584,64345,RBD,SBD ,GREENE,5,00,,,,
"NAUSS, JERRY L. & KATHLEEN M.",PIER II,25,LONE OAK PT.,SUNRISE BEACH,MO,650795153,5733744649,63807,0,OPL,    ,CAMDEN,2,00,,,,
"NAUSS, JERRY L. & KATHLEEN M.",PIER II,25,LONE OAK PT.,SUNRISE BEACH,MO,650795153,5733744649,63807,0,OPL,    ,CAMDEN,2,00,,,,
HOME SERVICE OIL COMPANY,EXPRESS MART WEST,1621,MARRIOTT,BARNHART,MO,630121400,6364675044,63849,204477,OPL,OPT ,JEFFERSON,3,00,"(38.3466669, -90.39821099999999)",62,265,1967
HOME SERVICE OIL COMPANY,EXPRESS MART WEST,1621,MARRIOTT,BARNHART,MO,630121400,6364675044,63849,70701,OPL,SOP ,JEFFERSON,3,00,"(38.3466669, -90.39821099999999)",62,265,1967
MFA PETROLEUM COMPANY,BREAK TIME #3095,701,S MAGUIRE,WARRENSBURG,MO,64093,5734420171,63888,73495,OPL,SOP ,JOHNSON,1,00,"(38.7546603, -93.73605669999999)",49,185,526
FAST N FRIENDLY EVANS ROAD INC.,FAST N FRIENDLY,3249,E. EVANS ROAD,SPRINGFIELD,MO,65810,4178829522,63891,73151,OPL,SOP ,GREENE,5,00,,,,
"MAGOC, CAROLYN J.",C.T. MAGOCS,8100,HILDESHEIM AVE,ST LOUIS,MO,631235807,3143539829,64030,211780,RBD,SBD ,ST. LOUIS CO.,3,00,"(38.556236, -90.29484099999999)",51,238,2210
ELLIOTT OIL COMPANY,LANCASTER AMOCO FOOD SHOP,,HWY 63 SOUTH,LANCASTER,MO,63548,6604573293,64090,71412,OPL,SOP ,SCHUYLER,2,00,,,,
P & A ENTERPRISES INC.,TP'S OFFICE,110,S ELSON STREET,KIRKSVILLE,MO,63501,6606659678,64161,0,RBD,    ,ADAIR,2,00,,,,
MFA PETROLEUM COMPANY,BREAK TIME #3089,100,E. HWY 40,SWEET SPRINGS,MO,653519778,5734420171,64183,71624,OPL,SOP ,SALINE,2,00,,,,
QUIK TRIP CORPORATION,QUIK TRIP #628,2791,DUNN ROAD,ST LOUIS,MO,631364628,3143555644,64230,71737,OPL,SOP ,ST. LOUIS CO.,3,00,"(38.7719427, -90.2674179)",51,181,2210
QUIK TRIP CORPORATION,QUIK TRIP #618,1069,JEFFCO BLVD,ARNOLD,MO,630101428,6362961277,64314,72268,OPL,SOP ,JEFFERSON,3,00,"(38.4434709, -90.3745843)",62,255,1967
PIKE COUNTY FAIR ASSOCIATION INC.,PIKE COUNTY FAIR ASSOCIATION,5924,HWY 54,BOWLING GREEN,MO,63334,5733243992,64370,0,COL,    ,PIKE,2,00,,,,
FARACI INC.,FARACI'S PIZZA,15430,MANCHESTER ROAD,ELLISVILLE,MO,630113029,3145242675,64446,0,RBD,    ,ST. LOUIS CO.,3,00,,,,
CUNETTO HOUSE OF PASTA INC.,CUNETTO HOUSE OF PASTA,5453,MAGNOLIA AVE,ST LOUIS,MO,63139,3147811135,64692,182540,RBD,SBD ,ST. LOUIS CITY,3,00,"(38.6102611, -90.280344)",54,200,2223
QUIK TRIP CORPORATION,QUIK TRIP #622,11829,LACKLAND ROAD,MARYLAND HEIGHTS,MO,631464205,3149914408,64789,71864,OPL,SOP ,ST. LOUIS CO.,3,00,"(38.698436, -90.435588)",51,208,2210
M & S LIQUORS INC.,M & S LIQUORS,402,SONDEREN STREET,O'FALLON,MO,633662631,6362727585,64819,72665,OPL,SOP ,ST. CHARLES,3,00,"(38.8058819, -90.69475790000001)",48,173,2177
JESS & JIM'S STEAKHOUSE INC.,JESS & JIM STEAKHOUSE,517,E 135TH STREET,KANSAS CITY,MO,641451415,8169419499,64918,64919,RBD,SBD ,JACKSON,1,00,"(38.8822989, -94.5891967)",43,178,525
MADISONS CAFE INC.,MADISONS CAFE,216,MADISON,JEFFERSON CITY,MO,651013230,5736342988,65080,0,RBD,    ,COLE,2,00,,,,
HIREN INC.,GOOD TIME PACKAGE LIQUOR,9916,HALLS FERRY ROAD,ST LOUIS,MO,63136,3148671166,65156,72568,OPL,SOP ,ST. LOUIS CO.,3,00,"(38.7472668, -90.2533433)",51,203,2210
"FRANKLIN, JOANN",FRANKLIN FLOATS,,HWY 21,LESTERVILLE,MO,636548841,5736372205,65217,0,5OP,    ,REYNOLDS,4,00,,,,
ZORBA'S STEAK HOUSE INC.,PLAYERS RESTAURANT LOUNGE,627,E RUSSELL ROAD,WARRENSBURG,MO,640939605,6607472115,65381,65382,RBDR,SBD ,JOHNSON,1,00,"(38.7735678, -93.7207648)",49,185,526
S. BECKER INC.,S. BECKER,,HWY 5 SOUTH,CAMDENTON,MO,650208827,5733466307,65689,74367,OPL,SOP ,CAMDEN,2,00,,,,
FOREST LAKE TENNIS CLUB INC.,FOREST LAKE TENNIS CLUB,1012,WOODSMILL ROAD NORTH,CHESTERFIELD,MO,63017,3148782722,65757,65758,5BDW,5SBD,ST. LOUIS CO.,3,00,,,,
FRATERNAL ORDER OF EAGLES #4286,AERIE 4286 COUNTRYSIDE,29354,HWY H,LINCOLN,MO,653382771,6606684647,65916,66112,RBDE,SBD ,BENTON,5,00,,,,
C & G PACKAGE STORE INC.,CARL'S #2,740,S ASH,BUFFALO,MO,65622,4173452151,65926,72607,OPL,SOP ,DALLAS,5,00,,,,
CODY QUICK STOP INC.,CODY'S QUICK STOP,405,E MILL STREET,LIBERTY,MO,640681826,8167924412,65941,74256,OPL,SOP ,CLAY,1,00,"(39.244553, -94.41636799999999)",36,3,2701
SALEEMS INC.,SALINAS MEXICAN RESTAURANT,20,CLARKSON CENTRE,CHESTERFIELD,MO,630177274,6365309010,65953,232256,RBD,SBD ,ST. LOUIS CO.,3,00,"(38.6280477, -90.57871159999999)",51,219,2210
GLADSTONE BOWL INC.,GLADSTONE BOWL,300,NW 72ND STREET,GLADSTONE,MO,641181822,8164362695,65983,65984,RBD,SBD ,CLAY,1,00,,,,
MALDEN COUNTRY CLUB,MALDEN COUNTRY CLUB,,INDUSTRIAL & ARNOLD DRIVE,MALDEN,MO,63863,5732769991,66091,66094,RBDE,SBD ,DUNKLIN,4,00,,,,
OLD TOWN PROPERTIES INC.,ELMER'S OLD TOWN TAVERN,#8,MAIN STREET,ST PETERS,MO,633763918,6363979592,66140,0,RBD,    ,ST. CHARLES,3,00,"(38.80213699999999, -90.62760399999999)",48,173,2177
COLUMBIAN ASSOCIATION OF ST. CLAIR INC.,KNIGHTS OF COLUMBUS,204,S COMMERCIAL,ST CLAIR,MO,630771308,6366294110,66148,0,RBD,    ,FRANKLIN,2,00,,,,
QUIK TRIP CORPORATION,QUIK TRIP #612,6805,N HANLEY ROAD,BERKELEY,MO,631341015,3145228082,66159,71861,OPL,SOP ,ST. LOUIS CO.,3,00,"(38.7636342, -90.3376595)",51,191,2210
M & M PETROLEUM INC.,ST. ROBERT CENEX,,HWY I-44 & Y,ST ROBERT,MO,65584,4174914171,66191,72815,OPL,SOP ,PULASKI,5,00,,,,
PINE RIDGE WINERY LLC,PINE RIDGE WINERY,5901,SILVERADO TRAIL,NAPA,CA,945589417,7072600922,66330,0,22S,    ,OUT OF STATE,7,00,"(38.4053712, -122.3322907)",,,1172
ROCK PORT GOLF & COUNTRY CLUB,ROCK PORT COUNTRY CLUB,101,COUNTRY CLUB DRIVE,ROCK PORT,MO,64482,6607442590,66347,66348,RBDE,SBD ,ATCHISON,1,00,,,,
"HYDE, JOYCE A.",HYDE AWAY CATFISH IN,,HWY VV,BROSELEY,MO,639329178,5737859200,66377,105487,5BDW,5SBD,BUTLER,4,00,,,,
VETERANS OF FOREIGN WARS,OVERLAND-ST. ANN MEMORIAL POST #3944,10815,MIDLAND AVE BLDG A &B,ST LOUIS,MO,631141841,3144270391,66435,66436,RBD,SBD ,ST. LOUIS CO.,3,00,,,,
CALIFORNIA C & R INC.,CALIFORNIA C & R,1021,"BUCHANAN, STE. 14",CALIFORNIA,MO,65018,5737962333,66456,71350,OPL,SOP ,MONITEAU,2,00,,,,
CALIFORNIA C & R INC.,CALIFORNIA C & R,1021,"BUCHANAN, STE. 14",CALIFORNIA,MO,65018,5737962333,66456,190608,OPL,OPT ,MONITEAU,2,00,,,,
GIER OIL COMPANY INC.,I-44 EAGLE STOP,1439,S JEFFERSON,LEBANON,MO,65536,5733926150,66861,70892,OPL,SOP ,LACLEDE,5,00,"(37.66510239999999, -92.64952369999999)",79,495,2008
KERMIT LYNCH WINE MERCHANT,KERMIT LYNCH WINE,1605,SAN PABLO AVE,BERKELEY,CA,947021317,5105241686,66956,0,22S,    ,OUT OF STATE,7,00,"(37.87493389999999, -122.2937537)",,,1141
VIAS IMPORTS LTD.,VIAS IMPORTS,875,6TH AVENUE SUITE 1500,NEW YORK,NY,100013565,2126290200,67068,0,LS,    ,OUT OF STATE,7,00,,,,
HESS COLLECTION WINERY,HESS COLLECTION,4411,REDWOOD ROAD,NAPA,CA,945589708,7072551144,67069,0,22S,    ,OUT OF STATE,7,00,"(38.34064499999999, -122.395228)",,,1172
VETERANS OF FOREIGN WARS 5327,POST 5327,1414,HWY Z,WENTZVILLE,MO,633854505,6366391648,67106,67107,RBD,SBD ,ST. CHARLES,3,00,"(38.795435, -90.852189)",48,184,2177
B & B SERVICE CENTER INC.,B & B QUICK STOP,116,S. SERVICE ROAD,SULLIVAN,MO,630801569,5734688052,67128,188242,OPL,OPT ,FRANKLIN,2,00,,,,
B & B SERVICE CENTER INC.,B & B QUICK STOP,116,S. SERVICE ROAD,SULLIVAN,MO,630801569,5734688052,67128,71660,OPL,SOP ,FRANKLIN,2,00,,,,
BILL'S IMPERIAL INC.,FAS-TRIP #104,5860,HWY 100,WASHINGTON,MO,63090,6362393444,67276,74356,OPL,SOP ,FRANKLIN,2,00,,,,
VETERANS OF FOREIGN WARS 5717,POST 5717,301,W WASHINGTON,KEARNEY,MO,64060,8166356003,67372,67373,RBDE,SBD ,CLAY,1,00,,,,
EPSILON RESTAURANT GROUP INC.,WEBERS FRONT ROW NEIGHBORHOOD PUB & GRIL,8165,BIG BEND,WEBSTER GROVES,MO,631193204,3149614500,67760,68812,RBD,SBD ,ST. LOUIS CO.,3,00,,,,
TABLE ROCK AMERICAN LEGION POST 637,TABLE ROCK AMERICAN LEGION POST 637,6,WOODLAND AVE,KIMBERLING CITY,MO,656860081,4177394108,67833,181822,RBD,SBD ,STONE,5,00,"(36.6390453, -93.41961599999999)",105,516,2216
COUNTRY CLUB OF ST. ALBANS INC.,COUNTRY CLUB OF ST. ALBANS,101,ST ALBANS ROAD,ST ALBANS,MO,630731204,6364583060,67891,67892,RBDE,SBD ,FRANKLIN,2,00,,,,
BENEVOLENT PROTECTIVE ORDER OF ELKS 2777,LODGE 2777 CHRISTIAN COUNTY ELKS,2400,"N. 18TH STREET, PO BOX 1399",OZARK,MO,657211399,4175814190,68061,68062,RBDE,SBD ,CHRISTIAN,5,00,,,,
12154 ROCK ROAD INC.,HOTSHOTS SPORTS BAR & CAFE,12154,ST CHARLES ROCK ROAD,BRIDGETON,MO,630442601,3142911606,68092,68093,RBD,SBD ,ST. LOUIS CO.,3,00,"(38.7493808, -90.42609859999999)",51,204,2210
QUIK TRIP CORPORATION,QUIK TRIP #629,4450,MERAMEC BOTTOM ROAD,ST. LOUIS,MO,63129,3148452598,68094,71475,OPL,SOP ,ST. LOUIS CO.,3,00,"(38.46103, -90.372832)",51,248,2210
FRATERNAL ORDER OF EAGLES 4279,TRI-LAKES LODGE 4279,3310,E 380 ROAD,EL DORADO SPRINGS,MO,647444540,4178763245,68111,68112,RBDE,SBD ,CEDAR,5,00,,,,
AYDT OIL COMPANY,FASTRAK #1,11142,BIG BEND BLVD,KIRKWOOD,MO,63122,3148219399,68125,72552,OPL,SOP ,ST. LOUIS CO.,3,00,,,,
"HINES, PATRICIA A.",GATEWAY LOUNGE,4201,N PRAIRIE AVE,ST LOUIS,MO,631071723,3143718855,68128,0,RBD,    ,ST. LOUIS CITY,3,00,"(38.6685977, -90.21709440000001)",54,200,2223
CHRISMAN LP GAS INC.,4 WAY QUICK SHOP,,HWY 61 & 162,PORTAGEVILLE,MO,63873,5733792202,68147,73216,OPL,SOP ,NEW MADRID,4,00,,,,
OLIVE CAFE CHINESE RESTAURANT INC.,TOKYO SUSHI RESTAURANT,3729,SOUTH LINDBERGH SUITE 102,SUNSET HILLS,MO,63127,3149845050,68200,0,RBD,    ,ST. LOUIS CO.,3,00,,,,
DILLON STORES DIVISION INC.,GERBES SUPER MARKET #118,2101,SCHOTTHILLS WOODS DRIVE,JEFFERSON CITY,MO,65101,4178911900,68213,136183,OPL,OPT ,COLE,2,00,"(38.548378, -92.147482)",58,465,2702
DILLON STORES DIVISION INC.,GERBES SUPER MARKET #118,2101,SCHOTTHILLS WOODS DRIVE,JEFFERSON CITY,MO,65101,4178911900,68213,71516,OPL,SOP ,COLE,2,00,"(38.548378, -92.147482)",58,465,2702
MARTIN & BAYLEY INC.,HUCKS CONVENIENCE FOOD #139,823,E MALONE,SIKESTON,MO,638013205,5734716299,68220,224115,OPL,OPT ,SCOTT,4,00,"(36.8789851, -89.5788773)",96,497,2213
MARTIN & BAYLEY INC.,HUCKS CONVENIENCE FOOD #139,823,E MALONE,SIKESTON,MO,638013205,5734716299,68220,73565,OPL,SOP ,SCOTT,4,00,"(36.8789851, -89.5788773)",96,497,2213
SHELRIK INC.,TUCKER'S PLACE WEST,14282,MANCHESTER ROAD,MANCHESTER,MO,630114508,6362270966,68269,68949,RBD,SBD ,ST. LOUIS CO.,3,00,,,,
FREY VINEYARDS LTD.,FREY VINEYARDS,14000,TOMKI ROAD,REDWOOD VALLEY,CA,954706135,7074855177,68293,0,22S,    ,OUT OF STATE,7,00,"(39.336425, -123.229244)",,,1168
MARTIN & BAYLEY INC.,HUCKS CONVENIENCE FOOD 267,328,S MAIN STREET,O'FALLON,MO,633662868,6362723957,68441,223549,OPL,OPT ,ST. CHARLES,3,00,"(38.8072919, -90.699567)",48,173,2177
MARTIN & BAYLEY INC.,HUCKS CONVENIENCE FOOD 267,328,S MAIN STREET,O'FALLON,MO,633662868,6362723957,68441,73111,OPL,SOP ,ST. CHARLES,3,00,"(38.8072919, -90.699567)",48,173,2177
KNIGHTS OF COLUMBUS COUNCIL 6365,COUNCIL 6365,547,W. HWY 54,CAMDENTON,MO,650200206,5733460010,68444,68851,RBDE,SBD ,CAMDEN,2,00,,,,
STEFFES RESTAURANT MANAGEMENT INC.,LAS CHILI'S,6210,RAYTOWN TRAFFICWAY,RAYTOWN,MO,641333847,8163566330,68490,0,RBD,    ,JACKSON,1,00,"(39.0100736, -94.4642071)",43,163,525
"HALE, LEONA M.",LEONA'S MINI MART,,HWY Y & J JUNCTION,AMSTERDAM,MO,64723,6602673636,68517,77729,OPL,SOP ,BATES,5,00,,,,
KNIGHTS OF COLUMBUS 5936,COUNCIL 5936,16283,NORTH STATE HIGHWAY 21,CADET,MO,63630,5734384010,68532,68533,RBDE,SBD ,WASHINGTON,4,00,,,,
HOME SERVICE OIL COMPANY,EXPRESS MART HILLSBORO,900,PEACH TREE PLAZA,HILLSBORO,MO,630505014,6364675044,68540,70696,OPL,SOP ,JEFFERSON,3,00,,,,
HOME SERVICE OIL COMPANY,EXPRESS MART HILLSBORO,900,PEACH TREE PLAZA,HILLSBORO,MO,630505014,6364675044,68540,204994,OPL,OPT ,JEFFERSON,3,00,,,,
J.D.C. RESTAURANTS INC.,C.J. MUGGS BAR & GRILL,200,S CENTRAL,CLAYTON,MO,631053506,3147271908,68658,84079,RBD,SBD ,ST. LOUIS CO.,3,00,"(38.6474367, -90.3384689)",51,223,2210
RAPID ROBERTS INC.,RAPID ROBERTS 113,5308,STATE HWY 54,OSAGE BEACH,MO,650653025,5733482490,68708,71405,OPL,SOP ,CAMDEN,2,00,,,,
VETERANS OF FOREIGN WARS,"POST 4223, LEMAY VETERANS",215,MILITARY ROAD,LEMAY,MO,631251227,3146310576,68752,70164,RBD,SBD ,ST. LOUIS CO.,3,00,"(38.542497, -90.27353099999999)",51,244,2210
NTO OKURE INC.,JENNINGS CONVENIENCE STORE,9311,LEWIS & CLARK BLVD,JENNINGS,MO,631365101,3148696966,68770,72682,OPL,SOP ,ST. LOUIS CO.,3,00,,,,
MARTIN & BAYLEY INC.,HUCK'S CONVENIENCE FOOD #270,10170,MANCHESTER ROAD,KIRKWOOD,MO,631221526,3148211114,68771,73452,OPL,SOP ,ST. LOUIS CO.,3,00,"(38.600826, -90.3934529)",51,229,2210
MARTIN & BAYLEY INC.,HUCK'S CONVENIENCE FOOD #270,10170,MANCHESTER ROAD,KIRKWOOD,MO,631221526,3148211114,68771,224117,OPL,OPT ,ST. LOUIS CO.,3,00,"(38.600826, -90.3934529)",51,229,2210
J.D.C. RESTAURANTS INC.,C.J. MUGGS BAR & GRILL,101,W LOCKWOOD,WEBSTER GROVES,MO,631192915,3149631976,68797,75215,RBD,SBD ,ST. LOUIS CO.,3,00,"(38.5931994, -90.3596709)",51,228,2210
VETERANS OF FOREIGN WARS,GENERAL GEORGE C. MARSHALL MEM POST 2184,6327,LEMAY FERRY ROAD,ST LOUIS,MO,631292807,3144168877,68883,80000,RBD,SBD ,ST. LOUIS CO.,3,00,"(38.4605651, -90.36370699999999)",51,248,2210
VETERANS OF FOREIGN WARS,CLARENCE E. DOOLEY MEMORIAL POST 6947,1008,VETERANS DRIVE,"BISMARCK,",MO,636249998,5737341146,68886,0,COL,    ,ST. FRANCOIS,4,00,,,,
FRATERNAL ORDER OF EAGLES #4262,AERIE #4262,6293,N 23RD ROAD,OZARK,MO,657215854,4175813306,68921,68922,RBDE,SBD ,CHRISTIAN,5,00,"(37.0782944, -93.2334716)",101,421,515
HAPPY VALLEY ENTERPRISES INC.,DAS STEIN HAUS,1436,SOUTHRIDGE DRIVE,JEFFERSON CITY,MO,65109,5736343869,69087,69088,RBD,SBD ,COLE,2,00,"(38.562239, -92.189227)",58,465,2702
QUIK TRIP CORPORATION,QUIK TRIP #623,3889,MEXICO ROAD,ST. CHARLES,MO,633033042,6369392665,69167,71719,OPL,SOP ,ST. CHARLES,3,00,"(38.790565, -90.56526099999999)",48,195,2177
QUIK-TRIP CORPORATION,QUIK-TRIP #233,501,E NORTH AVENUE,BELTON,MO,640122188,8163222300,69176,72638,OPL,SOP ,CASS,1,00,"(38.813731, -94.525199)",52,188,2697
BILLIE & BOB INC.,Y LIQUOR,1742,W JESSE JAMES ROAD,EXCELSIOR SPRINGS,MO,640241652,8166376900,69211,93227,OPL,OPT ,CLAY,1,00,"(39.337601, -94.25138799999999)",36,123,2701
BILLIE & BOB INC.,Y LIQUOR,1742,W JESSE JAMES ROAD,EXCELSIOR SPRINGS,MO,640241652,8166376900,69211,73584,OPL,SOP ,CLAY,1,00,"(39.337601, -94.25138799999999)",36,123,2701
CODDINGTON ENTERPRISES INC.,RHONDA'S,10526,PAGE AVENUE,ST LOUIS,MO,631321202,3144230633,69287,212609,RBD,SBD ,ST. LOUIS CO.,3,00,,,,
GAROZZO'S INC.,GAROZZO'S RISTORANTE,526,HARRISON STREET,KANSAS CITY,MO,64106,8162212455,69299,69300,RBD,SBD ,JACKSON,1,00,"(39.1093081, -94.5720132)",43,151,525
HUZZAH VALLEY STABLES INC.,,,HWY 8,STEELVILLE,MO,65565,5737868412,69503,71658,OPL,SOP ,CRAWFORD,4,00,,,,
RAPID ROBERTS INC.,RAPID ROBERTS 102,1278,US HWY 60 EAST,REPUBLIC,MO,657381248,4177329226,69597,79392,OPL,SOP ,GREENE,5,00,,,,
BENTON CTY POST 217 AMERICAN LEGION INC.,POST 217,32739,HIGHWAY MM,WARSAW,MO,653554925,6604386928,69598,69599,RBDE,SBD ,BENTON,5,00,,,,
SIERRA NEVADA BREWING COMPANY INC.,,1075,E 20TH STREET,CHICO,CA,959286722,5308933520,69613,0,22S,    ,OUT OF STATE,7,00,"(39.7241924, -121.815356)",,,1183
IMPERIAL CATERING COMPANY INC.,HEART OF ST. CHARLES,1115,S. MAIN ST.,ST. CHARLES,MO,633013522,6369478270,69654,75059,RBD,SBD ,ST. CHARLES,3,00,,,,
CHECK RECOVERY SPECIALISTS INC.,SMOKES FOR LESS,1240,CLEARVIEW ROAD,UNION,MO,630843107,5734863508,69905,0,5OP,    ,FRANKLIN,2,00,,,,
SEDALIA SHRINE CLUB,,1375,ELM HILLS ROAD,SEDALIA,MO,653018530,6608261551,69914,69915,RBDE,SBD ,PETTIS,2,00,,,,
WHITMAN & SONS INC.,CONVENIENCE STORE PLUS,7043,W. STATE HIGHWAY EE,SPRINGFIELD,MO,65802,4178658880,69981,72860,OPL,SOP ,GREENE,5,00,"(37.242597, -93.429462)",93,494,1960
B B D GROCERY INC.,"STORE, THE",6624,RAYTOWN ROAD,RAYTOWN,MO,641335240,8163568900,69986,0,5OP,    ,JACKSON,1,00,"(39.002403, -94.46423899999999)",43,163,525
J & B PUB INC.,CADDYSHACK PUB,700,E 3RD STREET,KANSAS CITY,MO,641061031,8164214742,70113,202533,RBD,SBD ,JACKSON,1,00,"(39.1114564, -94.5761417)",43,151,525
J & B PUB INC.,CADDYSHACK PUB,700,E 3RD STREET,KANSAS CITY,MO,641061031,8164214742,70113,79544,RBD,EXTH,JACKSON,1,00,"(39.1114564, -94.5761417)",43,151,525
FISH'S QUICK STOP INC.,FISH'S QUICK STOP,12973,HWY 21,DESOTO,MO,630201078,6365862266,70204,72204,OPL,SOP ,JEFFERSON,3,00,"(38.1431929, -90.5803224)",62,295,1967
MFA PETROLEUM COMPANY,BREAK TIME #3083,808,E BROADWAY,SEDALIA,MO,65301,5734420171,70498,71665,OPL,SOP ,PETTIS,2,00,"(38.7035572, -93.2177289)",50,201,535
MFA PETROLEUM COMPANY,BREAK TIME #3084,318,W BROADWAY,SEDALIA,MO,65301,5734420171,70499,71666,OPL,SOP ,PETTIS,2,00,,,,
THEODOSIA MARINA RESORT INC.,THEODOSIA MARINA RESORT,,HWY 160,THEODOSIA,MO,65761,4172734444,70518,70519,5BDW,5SBD,OZARK,5,00,,,,
CLUB 609 INC.,CLUB 609,609,MAIN STREET,JOPLIN,MO,64801,4176236090,71246,0,RBD,    ,JASPER,5,00,,,,
WALLIS OIL COMPANY INC.,ST. JAMES MOBIL #140,,HWY I-44 & 68 JUNCTION,ST JAMES,MO,65559,5738852277,71257,70893,OPL,SOP ,PHELPS,5,00,,,,
WALLIS OIL COMPANY INC.,ST. JAMES MOBIL #140,,HWY I-44 & 68 JUNCTION,ST JAMES,MO,65559,5738852277,71257,224691,OPL,OPT ,PHELPS,5,00,,,,
POGOLINOS OF FESTUS INC.,POGOLINOS PIZZA PLACE,29,E MAIN STREET,FESTUS,MO,630281901,6369376600,71473,0,5BDW,    ,JEFFERSON,3,00,"(38.2198442, -90.3895536)",62,285,1967
MARTIN & BAYLEY INC.,HUCKS CONVENIENCE FOOD #271,353,S KINGSHIGHWAY,CAPE GIRARDEAU,MO,637035709,5733345209,72547,76712,OPL,SOP ,CAPE GIRARDEAU,4,00,,,,
"HUDDLESTON, ROGER D.",ONE NITE STAND,2800-,04 OHIO AVE.,ST. LOUIS,MO,631181516,3147760996,72553,0,RBD,    ,ST. LOUIS CITY,3,00,"(38.6035853, -90.2254868)",54,200,2223
ST. LOUIS ZOOLOGICAL PARK,ST. LOUIS ZOO,ONE,GOVERNMENT DR (FOREST PARK),ST. LOUIS,MO,631101332,3147810900,72726,74526,RBD,SBD ,ST. LOUIS CITY,3,00,"(38.6365465, -90.2915689)",54,200,2223
AMERICAN LEGION 499,STANLEY PACK POST 499,499,HWY 7 SOUTH,BLUE SPRINGS,MO,640143054,8162294990,74837,90370,RBD,SBD ,JACKSON,1,00,"(39.01418, -94.27286269999999)",43,157,525
SCHNUCK MARKETS INC.,SCHNUCK FOOD & DRUGS #702,19,S KINGSHIGHWAY,CAPE GIRARDEAU,MO,63701,5733349191,74881,83493,OPL,OPT ,CAPE GIRARDEAU,4,00,,,,
SCHNUCK MARKETS INC.,SCHNUCK FOOD & DRUGS #702,19,S KINGSHIGHWAY,CAPE GIRARDEAU,MO,63701,5733349191,74881,74965,OPL,SOP ,CAPE GIRARDEAU,4,00,,,,
MFA PETROLEUM COMPANY,BREAK TIME #3028,110A,E. NIFONG BLVD,COLUMBIA,MO,652033709,5734420171,74991,74992,OPL,SOP ,BOONE,2,00,,,,
SERRA'S PIZZERIA INC.,SERRA'S PIZZERIA & DONUT SHOP,12218,MCKELVEY ROAD,MARYLAND HEIGHTS,MO,630431211,3147390881,75062,75063,RBD,SBD ,ST. LOUIS CO.,3,00,,,,
FRATERNAL ORDER OF EAGLES 3667,AERIE 3667 GOLDEN VALLEY,723,N 3RD STREET,CLINTON,MO,647351521,6608855811,75180,75181,RBDE,SBD ,HENRY,5,00,,,,
MR. BIG SHOTS INC.,MR. BIG SHOTS,1811,FREDERICK AVE,ST JOSEPH,MO,645011532,8162326633,75407,212474,RBD,SBD ,BUCHANAN,1,00,"(39.773648, -94.838393)",25,77,2692
LELAND VENTURES INC.,TEN PIN ALLEYS,306,S 6TH STREET,HANNIBAL,MO,634014335,5732218381,75560,75561,RBD,SBD ,MARION,2,00,,,,
CHURCH OF EPIPHANY,CHURCH OF EPIPHANY,6596,SMILEY AVE,ST LOUIS,MO,631392425,3147818684,75564,75565,5BDW,5SBD,ST. LOUIS CITY,3,00,,,,
