"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","expense_type"
"2013","Prov. Public Schools","Non Departmental-General Fund (101-000)","DEPARTMENTAL REVENUE (43000)","REIMBURSE SCHOOL DEPARTMENT (43020)","1500000","1500000","General (101)","Tax Supported","REVENUE"
"2013","Prov. Public Schools","Non Departmental-General Fund (101-000)","GRANTS IN AID-SCHOOL FUND (42600)","STATE OF R.I. EDUCATION AID (42602)","197064418.31","197844345","General (101)","Tax Supported","REVENUE"
"2013","Prov. Public Schools","Non Departmental-General Fund (101-000)","GRANTS IN AID-SCHOOL FUND (42600)","STATE OF RI MEDICAID REIMBURSEMENT (42680)","4250000.40","4250000","General (101)","Tax Supported","REVENUE"
"2013","Prov. Public Schools","Non Departmental-General Fund (101-000)","TUITION REVENUE (48700)","TUITION REVENUE (48705)","585000","585000","General (101)","Tax Supported","REVENUE"
"2013","Public Property & Purchasing","Public Property (101-1801)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Property & Purchasing","Public Property (101-1801)","OTHER REVENUES (48200)","MOTOR VEHICLE REPAIR (48219)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Property & Purchasing","Public Property (101-1801)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Property & Purchasing","Public Property (101-1801)","RENTAL INCOME (45200)","RENTAL INCOME (45200)","128000.04","128000","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Commissioner of Public Safety (101-301)","DEPARTMENTAL REVENUE (43000)","VIN VERIFICATION (43100)","60000","60000","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Communications (101-304)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","628002","628002","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Communications (101-304)","FEDERAL GRANTS (42100)","FEDERAL GRANTS (42100)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Communications (101-304)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","9300","9300","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Communications (101-304)","MISCELLANEOUS RECEIPTS (48000)","TELEPHONE (48005)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Communications (101-304)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","FEDERAL GRANTS (42100)","FEDERAL GRANTS (42100)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","OTHER REVENUES (48200)","CIVIL DEFENSE REIMBURSEMENT (48205)","183000","183000","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","FIRE DEPARTMENT INSPECTIONS (43145)","100000","261356","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","PLAN REVIEW FEES (43121)","400000","400000","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","RESCUE BILLINGS REVENUE (43122)","99999.96","100000","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Fire (101-303)","FEDERAL GRANTS (42100)","FEDERAL GRANTS (42100)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Fire (101-303)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Fire (101-303)","OTHER REVENUES (48200)","MOTOR VEHICLE REPAIR (48219)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Fire (101-303)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","BUREAU OF CRIME INDENTIFICATION (43112)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","FALSE POLICE ALARM BILLINGS REVENUE (43662)","8525","8525","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","OFFICER COURT FEES (43111)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","POLICE - RED LIGHT CAMERAS (43850)","399999.96","400000","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","POLICE PHOTO COPY (43114)","7500","7500","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Police (101-302)","FEDERAL GRANTS (42100)","FEDERAL GRANTS (42100)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Police (101-302)","FINES & FORFEITURES (44000)","FINES & PENALTIES (% STATE SUMMONS) (44030)","225000","225000","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Police (101-302)","INSURANCE CHARGES (46200)","MISCELLANEOUS REVENUE (46230)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Police (101-302)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Public Safety","Police (101-302)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Tangible Taxes","Gen Fund‚ Tangible Tax (101-000)","TAX REVENUES (41000)","TANGIBLE TAX REVENUE (41100)","0","36000267.54","General (101)","Tax Supported","REVENUE"
"2014","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","AUCTIONEERS RETURN (43040)","0","0","General (101)","Tax Supported","REVENUE"
"2014","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","0","0","General (101)","Tax Supported","REVENUE"
"2014","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","DRAFT COPIES (43046)","0","0","General (101)","Tax Supported","REVENUE"
"2014","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","FISHING LICENSES (43049)","0","0","General (101)","Tax Supported","REVENUE"
"2014","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","NOTARY FEES (43044)","0","0","General (101)","Tax Supported","REVENUE"
"2014","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","REGISTRATIONS - DBAS (43042)","0","0","General (101)","Tax Supported","REVENUE"
"2014","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","TROUT LICENSES (43050)","0","0","General (101)","Tax Supported","REVENUE"
"2014","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","ZONING BOOKS AND MAPS (43043)","0","0","General (101)","Tax Supported","REVENUE"
"2014","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","ZONING CHANGES (43054)","0","0","General (101)","Tax Supported","REVENUE"
"2014","City Council","City Clerk (101-103)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","City Council","City Clerk (101-103)","OTHER REVENUES (48200)","LOBBYING REGISTRATION FEES (48390)","0","0","General (101)","Tax Supported","REVENUE"
"2014","City Council","City Council Members (101-102)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","City Council","Treasury (101-209)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","66","66","General (101)","Tax Supported","REVENUE"
"2014","City Council","Treasury (101-209)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","162","162","General (101)","Tax Supported","REVENUE"
"2014","City Courts","Housing Court (101-110)","DEPARTMENTAL REVENUE (43000)","COURT COSTS (43070)","20000","20000","General (101)","Tax Supported","REVENUE"
"2014","City Courts","Housing Court (101-110)","FINES & FORFEITURES (44000)","FINES & FORFEITS (44000)","5000","5000","General (101)","Tax Supported","REVENUE"
"2014","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","ADDITIONAL PERCENTAGE (43068)","82800","82800","General (101)","Tax Supported","REVENUE"
"2014","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","ADVERTISING REVENUE (43061)","24996","24996","General (101)","Tax Supported","REVENUE"
"2014","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","AFFIDAVIT OF COMPLETED ADMIN. (43069)","4380","4380","General (101)","Tax Supported","REVENUE"
"2014","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","CERTIFICATE OF APPOINTMENT (43066)","3184","3184","General (101)","Tax Supported","REVENUE"
"2014","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","3348","3348","General (101)","Tax Supported","REVENUE"
"2014","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","NAME CHANGE FEES (43062)","3204","3204","General (101)","Tax Supported","REVENUE"
"2014","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","PETITION FOR ADMINISTRATION (43064)","6696","6696","General (101)","Tax Supported","REVENUE"
"2014","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","PETITION FOR GUARDIANSHIP (43065)","3360","3360","General (101)","Tax Supported","REVENUE"
"2014","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","PROBATE COURT FEES (43060)","4404","4404","General (101)","Tax Supported","REVENUE"
"2014","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","PROBATE OF WILL (43067)","33000","33000","General (101)","Tax Supported","REVENUE"
"2014","City Courts","Probate Court (101-107)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","ABANDONED PROPERTIES REVENUE (43178)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","BLDG/INSP-BOARDING LIEN REVENUE (43901)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","BUILDING INSPECTOR MISCELLANEOUS (43170)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","ELECTRICAL (43173)","800000.04","800000.04","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","INSPECTION VIOLATIONS (43177)","20000.04","20000.04","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","MECHANICAL (43174)","656000.04","656000.04","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","44.04","44.04","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","PLUMBING DRAIN GAS (43172)","225000","225000","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","STATE FEES - ADA (43175)","270000","270000","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","STATE FEES - RADON (43176)","1905","1905","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","STRUCTURE ZONING (43171)","2582000.04","2582000.04","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Administration (101-401)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","24000","24000","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Administration (101-401)","MISCELLANEOUS RECEIPTS (48000)","SALES - CREDIT CARDS (48032)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Building Board (101-407)","DEPARTMENTAL REVENUE (43000)","BUILDING APPLICATION FEES (43185)","6000","6000","General (101)","Tax Supported","REVENUE"
"2014","Department of Inspections & Standards","Zoning Board of Review (101-406)","DEPARTMENTAL REVENUE (43000)","ZONING APPLICATION FEES & HOUSING (43180)","56004","56004","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Environmental Control (101-506)","DEPARTMENTAL REVENUE (43000)","GARBAGE RECEPTACLES (43196)","2000","2000","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Highway (101-508)","DEPARTMENTAL REVENUE (43000)","CURBWORK (43215)","9000","9000","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Highway (101-508)","DEPARTMENTAL REVENUE (43000)","DUMPSTER FEES (43210)","31000","31000","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Highway (101-508)","DEPARTMENTAL REVENUE (43000)","PERMITS REVENUE (43230)","130000","130000","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Highway (101-508)","DEPARTMENTAL REVENUE (43000)","SIDEWALK CONTRACTORS (43220)","8700","8700","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Highway (101-508)","DEPARTMENTAL REVENUE (43000)","SIDEWLK STNDS; NEWS STNDS; ETC. (43225)","7300","7300","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Highway (101-508)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Highway (101-508)","STATE GRANTS (42200)","STATE GRANT (42200)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Public Works Administration (101-501)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Sewer Construction (101-511)","DEPARTMENTAL REVENUE (43000)","SEWER CONSTR & MAINT. DRAIN FEES (43240)","9200","9200","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Traffic Engineering (101-305)","DEPARTMENTAL REVENUE (43000)","PARKING CALE METERS (43166)","225000","225000","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Traffic Engineering (101-305)","DEPARTMENTAL REVENUE (43000)","PARKING METER CASH RETURNS (43160)","2175000","2175000","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Traffic Engineering (101-305)","DEPARTMENTAL REVENUE (43000)","PARKING METER REVENUE - PROVPASS (43165)","12000","12000","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Traffic Engineering (101-305)","DEPARTMENTAL REVENUE (43000)","PARKING PERMITS (43155)","165600","165600","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Traffic Engineering (101-305)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","75000","75000","General (101)","Tax Supported","REVENUE"
"2014","Department of Public Works","Traffic Engineering (101-305)","OTHER REVENUES (48200)","DETAIL SALARY REVENUE (48350)","160000","160000","General (101)","Tax Supported","REVENUE"
"2014","Entity Revenue","Non-Departmental‚ Entity Revenue (101-000)","Orgs‚ RI‚ and Fed. pay/reimburse  (42000)","ADDITIONAL STATE OF RI AID (42007)","3465960","3465960","General (101)","Tax Supported","REVENUE"
"2014","Entity Revenue","Non-Departmental‚ Entity Revenue (101-000)","Orgs‚ RI‚ and Fed. pay/reimburse  (42000)","DISTRESSED CITY REVENUE (42009)","6562344","6562344","General (101)","Tax Supported","REVENUE"
"2014","Entity Revenue","Non-Departmental‚ Entity Revenue (101-000)","Orgs‚ RI‚ and Fed. pay/reimburse  (42000)","MEALS & BEVERAGES TAX (42015)","4701747","4701747","General (101)","Tax Supported","REVENUE"
"2014","Entity Revenue","Non-Departmental‚ Entity Revenue (101-000)","Orgs‚ RI‚ and Fed. pay/reimburse  (42000)","PAYMENT IN LIEU OF TAXES (42002)","22845902.03","22845902.03","General (101)","Tax Supported","REVENUE"
"2014","Entity Revenue","Non-Departmental‚ Entity Revenue (101-000)","Orgs‚ RI‚ and Fed. pay/reimburse  (42000)","REIMB BLUE CROSS  PROVIDERS (42025)","750000","750000","General (101)","Tax Supported","REVENUE"
