"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","11354.07","11354.07","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","TOURISM","FINANCE","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","1000","1000","HOTEL/MOTEL TAX FUND","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","SUPPORT SERVICES","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","79580.51","79580.51","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","INTERFUND PAYMENTS FOR SERVICES","250900","250900","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","18700","18700","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","CARE & CUSTODY OF PRISONERS","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","20000","20000","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","PUBLIC SERVICES","ADMINISTRATION","MENTAL AND PHYSICAL HEALTH","INTERGOVERNMENTAL/INTERFUND","220000","220000","GENERAL","TAX SUPPORTED FUNDS","INTERGOVERNMENTAL","OPERATING EXPENSES"
"2015","CULTURAL ARTS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","17000","17000","GENERAL","TAX SUPPORTED FUNDS","OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","OTHER SERVICES & CHARGES","5000","5000","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","SUPPLIES","96000","96000","GENERAL","TAX SUPPORTED FUNDS","INVENTORY","OPERATING EXPENSES"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","SUPPLIES","36000","36000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","TAXES","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","OTHER SERVICES & CHARGES","800000","800000","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","6200","6200","GENERAL","TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","SYSTEMS","IT","INTERNAL SERVICE","PERSONNEL BENEFITS","345040.45","345040.45","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","INTERFUND PAYMENTS FOR SERVICES","136300","136300","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","31700","31700","GENERAL","TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","INTERFUND PAYMENTS FOR SERVICES","412110","412110","SEWER","NON-TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","INTERFUND PAYMENTS FOR SERVICES","200","200","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","3750","3750","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","INTERFUND PAYMENTS FOR SERVICES","487714.85","487714.85","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","INTERFUND OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","CIVIL SERVICE COMMISSION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","500","500","GENERAL","TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","CITY CLERK","CITY ATTORNEY","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","19850","19850","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","141300","141300","GENERAL","TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","CEMETERY OPERATIONS","PARKS","CEMETERY","SUPPLIES","75000","75000","CEMETERY","NON-TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","SYSTEMS","IT","INTERNAL SERVICE","OTHER SERVICES & CHARGES","153297","153297","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","HISTORICAL MUSEUM","PARKS","CULTURE AND RECREATION","SUPPLIES","2500","2500","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","145000","145000","GENERAL","TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INCREASE IN FIXED ASSETS","PERSONNEL BENEFITS","50929.8","50929.8","SEWER","NON-TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","INTERFUND PAYMENTS FOR SERVICES","9800","9800","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","18045.75","18045.75","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","SALARIES & WAGES","41000","41000","GENERAL","TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","SECURITY OF PERSONS AND PROPERTY","INTERFUND PAYMENTS FOR SERVICES","5200","5200","GENERAL","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","SECURITY OF PERSONS AND PROPERTY","INTERFUND PAYMENTS FOR SERVICES","35200","35200","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","OPERATIONS","FINANCE","AIRPORT","SUPPLIES","7000","7000","AIRPORT","NON-TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2012","ADMIN GENERAL COST","FINANCE","SOLID WASTE","PERSONNEL BENEFITS","15900","15900","SOLID WASTE","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","INTERFUND PAYMENTS FOR SERVICES","8600","8600","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","OTHER SERVICES & CHARGES","500","500","SEWER","NON-TAX SUPPORTED FUNDS","OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","SALARIES & WAGES","26000","26000","WATER","NON-TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","INTERFUND PAYMENTS FOR SERVICES","16200","16200","ARTERIAL STREET","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","SPECIAL EVENTS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","1000","1000","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","OPERATIONS","FINANCE","SOLID WASTE","INTERGOVERNMENTAL/INTERFUND","417200","417200","SOLID WASTE","NON-TAX SUPPORTED FUNDS","INTERGOVERNMENTAL","OPERATING EXPENSES"
"2015","SPECIAL EVENTS","PARKS","CULTURE AND RECREATION","SALARIES & WAGES","100607.04","100607.04","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","CAPITAL OUTLAY","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","10000","10000","MUNICIPAL PARK CONSTRUCTION","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","16150","16150","GENERAL","TAX SUPPORTED FUNDS","OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","ANIMAL CONTROL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","PHYSICAL ENVIRONMENT","OTHER SERVICES & CHARGES","40000","40000","GENERAL","TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","PERSONNEL BENEFITS","52806.03","52806.03","FACILITIES","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","11000","11000","GENERAL","TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
"2015","SUPPORT SERVICES","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","4502.74","4502.74","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","15500","15500","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","OTHER SERVICES & CHARGES","2000","2000","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","CULTURAL ARTS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","1000","1000","GENERAL","TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","SUPPLIES","4200","4200","BUSINESS IMPROVEMENT AREA","NON-TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","OPERATIONS","FINANCE","SOLID WASTE","INTERFUND PAYMENTS FOR SERVICES","1000","1000","SOLID WASTE","NON-TAX SUPPORTED FUNDS","INTERFUND SUPPLIES","OPERATING EXPENSES"
"2015","PUBLIC SERVICES","ADMINISTRATION","MENTAL AND PHYSICAL HEALTH","PERSONNEL BENEFITS","961.78","961.78","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","SUPPORT SERVICES","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","8500","8500","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","FINANCE","CAPITAL OUTLAY","CAPITAL OUTLAY","223000","223000","CAPITAL IMPROVEMENT PROJECTS","TAX SUPPORTED FUNDS","CAPITAL OUTLAY","OPERATING EXPENSES"
"2015","BUDGET, ACCT & AUDITING","FINANCE","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","18142","18142","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","9600","9600","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","3550","3550","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","DEBT SERVICE INTEREST","FINANCE","DEBT SERVICE INTEREST PAYMENT","DEBT SERVICE INTEREST","1160917","1160917","2010A&B ANNEX","NON-TAX SUPPORTED FUNDS","DEBT SERVICE INTEREST","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","INTERFUND PAYMENTS FOR SERVICES","40600","40600","SEWER","NON-TAX SUPPORTED FUNDS","INTERFUND SUPPLIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","SUPPLIES","9000","9000","GENERAL","TAX SUPPORTED FUNDS","MERCHANDISE FOR RESALE","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","SUPPLIES","189000","189000","WATER","NON-TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","SPECIAL UNITS","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","5428.4","5428.4","GENERAL","TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","95014.89","95014.89","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","OTHER SERVICES & CHARGES","2000","2000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","SPECIAL EVENTS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","6600","6600","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","OTHER SERVICES & CHARGES","387440","387440","FACILITIES","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","SPECIAL UNITS","POLICE","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","597226.6","597226.6","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","CEMETERY OPERATIONS","PARKS","CEMETERY","PERSONNEL BENEFITS","2500","2500","CEMETERY","NON-TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","PENSION SERVICES","NON DEPARTMENTAL","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","137500","137500","GENERAL","TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","BUDGET, ACCT & AUDITING","FINANCE","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","2200","2200","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","30000","30000","BUSINESS IMPROVEMENT AREA","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","LEGISLATIVE SERVICES","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","35000","35000","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","7800","7800","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","PERSONNEL BENEFITS","376349.18","376349.18","WATER","NON-TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","116501.36","116501.36","GENERAL","TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","PUBLIC SERVICES","ADMINISTRATION","MENTAL AND PHYSICAL HEALTH","SALARIES & WAGES","12176.92","12176.92","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","SALARIES & WAGES","25000","25000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","INTERFUND PAYMENTS FOR SERVICES","3500","3500","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","CEMETERY OPERATIONS","PARKS","CEMETERY","OTHER SERVICES & CHARGES","400","400","CEMETERY","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","INTERFUND PAYMENTS FOR SERVICES","70191","70191","GENERAL","TAX SUPPORTED FUNDS","INTERFUND SUPPLIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","NON DEPARTMENTAL","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","64700","64700","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","FIRE RELIEF/PENSION","NON DEPARTMENTAL","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","70000","70000","GENERAL","TAX SUPPORTED FUNDS","ON BEHALF PMTS FIREMEN'S PENSION FD","OPERATING EXPENSES"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","PERSONNEL BENEFITS","6000","6000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","SALARIES & WAGES","19000","19000","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","PERSONNEL BENEFITS","43836.75","43836.75","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","NON DEPARTMENTAL","TRANSPORTATION","OTHER SERVICES & CHARGES","40000","40000","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","PERSONNEL BENEFITS","280612.72","280612.72","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","OTHER SERVICES & CHARGES","9000","9000","WATER","NON-TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","CULTURAL ARTS","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","31557.48","31557.48","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","OTHER SERVICES & CHARGES","551500","551500","FACILITIES","NON-TAX SUPPORTED FUNDS","UTILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","566700.86","566700.86","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","35000","35000","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","7000","7000","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","SYSTEMS","IT","INTERNAL SERVICE","PERSONNEL BENEFITS","103252.98","103252.98","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","ADMINISTRATION","NON DEPARTMENTAL","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","50000","50000","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","PERSONNEL BENEFITS","32965.95","32965.95","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","SALARIES & WAGES","132472.14","132472.14","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","PROSECUTION/CRIMINAL","CITY ATTORNEY","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","89868.48","89868.48","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","BUDGET, ACCT & AUDITING","FINANCE","GENERAL GOVERNMENTAL","SALARIES & WAGES","3000","3000","GENERAL","TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
"2015","PENSION SERVICES","NON DEPARTMENTAL","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","1400","1400","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","8321.45","8321.45","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","HISTORICAL MUSEUM","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","1200","1200","GENERAL","TAX SUPPORTED FUNDS","UTILITIES","OPERATING EXPENSES"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","INTERFUND PAYMENTS FOR SERVICES","41010","41010","GENERAL","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","INTERGOVERNMENTAL/INTERFUND","200000","200000","GENERAL","TAX SUPPORTED FUNDS","INTERGOVERNMENTAL","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","PERSONNEL BENEFITS","76271.82","76271.82","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","SCHOOL ADMINISTRATION FEES","FINANCE","TRANSFERS-OUT","INTERGOVERNMENTAL/INTERFUND","113380","113380","MITIGATION FEES","NON-TAX SUPPORTED FUNDS","OPERATING TRANSFERS OUT","OPERATING EXPENSES"
"2015","CITY CLERK","CITY ATTORNEY","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","26386.66","26386.66","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","INTERFUND PAYMENTS FOR SERVICES","4900","4900","SEWER","NON-TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","40900.64","40900.64","GENERAL","TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","ADMINISTRATION","PARKS","CEMETERY","SALARIES & WAGES","600","600","CEMETERY","NON-TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","DEBT SERVICE PRINCIPAL","FINANCE","DEBT SERVICE PRINCIPAL PAYMENT","DEBT SERVICE PRINCIPAL","249251","249251","2006 A & T GOLF - CEMETERY","NON-TAX SUPPORTED FUNDS","DEBT SERVICE PRINCIPAL","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","PERSONNEL BENEFITS","56469.64","56469.64","SEWER","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","54702.36","54702.36","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","5053.01","5053.01","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","89860.87","89860.87","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","TAXES","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","OTHER SERVICES & CHARGES","1550000","1550000","WATER","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","14888.77","14888.77","ARTERIAL STREET PRESERVATION","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","SALARIES & WAGES","58000","58000","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
