"pais","idpilar","titulopilar","idcomponente","titulocomponente","idindicador","tituloindicador","idrequisito","t_tulorequisito","respuestarequisito","porcentaje","dias","promedio","titulosector","a_o_texto","a_o_fechayhora","id_paisrequisito"
"Ecuador","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","9","GESTIÓN PRESUPUESTARIA Y FINANCIERA","1","Existe un marco legal para la gestión presupuestaria y financiera","3","Regulación de la clasificación contable.","El requisito se cumple parcialmente, es decir, se definen normas y responsabilidades relacionadas al ordenamiento de la contabilidad de las instituciones públicas, pero estas no son plenamente consistentes con los estándares internacionales.",,,,,"2013","2013-01-01T00:00:00.000","Ecuador3913"
"Jamaica","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","6","Definición de estrategias y programas para lograr los objetivos.","El requisito se cumple en su totalidad, es decir, el plan sectorial de mediano plazo cuenta con estrategias que se aplicarán durante el período de gestión para lograr los objetivos. Además, estas estrategias se concretan en programas y proyectos.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Jamaica41626"
"Chile","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","1","Existe un marco legal que regula el sistema presupuestario","1","Existencia de una Ley  (o decreto) y su respectivo reglamento.","El requisito se cumple en su totalidad, es decir, está en vigencia una ley (o decreto) y su respectivo reglamento que regula el ciclo presupuestario.",,,,,"2013","2013-01-01T00:00:00.000","Chile2411"
"Honduras","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","1","Existe una cartera de los bienes y servicios que produce el sector","3","Inclusión de costos de producción y de las unidades responsables de la producción de los bienes y servicios.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Honduras41913"
"Argentina","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","9","GESTIÓN PRESUPUESTARIA Y FINANCIERA","1","Existe un marco legal para la gestión presupuestaria y financiera","1","Definición de aspectos acerca de los documentos presupuestarios.","El requisito se cumple en su totalidad, es decir, el marco legal vigente define los elementos que deben estar incluidos en los documentos en todo el ciclo presupuestario, establece las fechas límites para su presentación y los mecanismos de ejecución en caso de incumplimiento.",,,,,"2013","2013-01-01T00:00:00.000","Argentina3911"
"Honduras","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","4","Existencia de líneas de base para medir el progreso de las metas sectoriales.","El requisito se cumple parcialmente, es decir, la visión de largo plazo cuenta con líneas de base para la medición del cumplimiento y definición de metas. Sin embargo, las líneas de base no incluyen la fuente primaria ni secundaria de información, o no todos los objetivos cuentan con líneas de base.",,,,"Salud","2013","2013-01-01T00:00:00.000","Honduras41614"
"Brasil","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","4","Inclusión de información sobre la cobertura de los bienes y servicios producidos.","El requisito se cumple en su totalidad, es decir, el sistema de información incluye estadísticas sobre la cobertura de más del 8% de los  bienes y servicios sectoriales(por ejemplo: número de estudiantes atendidos, número de pacientes atendidos en los pabellones hospitalarios, número de personas que reciben raciones alimenticias).",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Brasil42014"
"Paraguay","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","1","Existencia de un plan sectorial de mediano plazo.","El requisito no se cumple.",,,,"Educación","2013","2013-01-01T00:00:00.000","Paraguay41621"
"Jamaica","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","22","SEGUIMIENTO DE LA GESTIÓN DEL GOBIERNO","5","Existen criterios y procedimientos institucionalizados para incorporar la información del sistema de seguimiento en la gestión del gobierno","2","Uso de la información del sistema de seguimiento para la toma de decisiones presupuestarias.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Jamaica52252"
"Colombia","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","7","Los planes de mediano plazo nacional y sectoriales se encuentran articulados","2","Capacitación para la articulación de los planes de mediano plazo nacional y sectoriales.",,,,,,"2013","2013-01-01T00:00:00.000","Colombia1172"
"Guatemala","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","18","GESTIÓN SECTORIAL PARA LAS ADQUISICIONES Y COMPRAS PÚBLICAS","2","La gestión sectorial de compras públicas se realiza a través de licitaciones","1","Porcentaje del valor de las compras sectoriales realizado a través de licitación pública.",,"0.17",,,"Educación","2013","2013-01-01T00:00:00.000","Guatemala41821"
"Colombia","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","1","Existe un marco legal que regula el sistema de planificación","2","Obligatoriedad de la planificación para el total de la administración","El requisito se cumple en su totalidad, es decir, el marco legal o reglamentario que regula el sistema de planificación establece la obligatoriedad de la planificación para todas las instituciones del gobierno central",,,,,"2013","2013-01-01T00:00:00.000","Colombia1112"
"Panamá","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","5","El gobierno cuenta con un plan de gobierno de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas.","2","Análisis de la situación y de los problemas de la población.","El requisito se cumple parcialmente, es decir, el plan de gobierno de mediano plazo cuenta con un análisis de la situación y de los problemas de la población, pero no se presenta sustento para justificarlo.",,,,,"2013","2013-01-01T00:00:00.000","Panamá1152"
"Chile","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","9","GESTIÓN PRESUPUESTARIA Y FINANCIERA","2","Flexibilidad para la gestión presupuestaria","2","Porcentaje del presupuesto pre asignado por ley.",,"0",,,,"2013","2013-01-01T00:00:00.000","Chile3922"
"México","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","5","Existen criterios y procedimientos institucionalizados para incorporar los resultados de las evaluaciones en la gestión del gobierno","1","Uso de la información de las evaluaciones para el diseño de los planes del gobierno.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","México52351"
"México","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","1","Existe una cartera de los bienes y servicios que produce el sector","3","Inclusión de costos de producción y de las unidades responsables de la producción de los bienes y servicios.","El requisito se cumple parcialmente, es decir, únicamente las metas producción detallan las unidades responsables, o los costos de producción, pero no ambos.",,,,"Educación","2013","2013-01-01T00:00:00.000","México41913"
"Trin. & Tob.","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","2","PLANIFICACIÓN OPERATIVA Y VINCULACIÓN AL PRESUPUESTO","2","Existe armonización/vinculación entre la planificación y los programas del presupuesto","3","Proceso de armonización entre presupuesto y planificación.","El requisito se cumple parcialmente, es decir, existe un espacio de diálogo en el que la oficina de presupuesto y la oficina de planificación discuten los vínculos entre la planificación y el presupuesto, pero no existen actas, ni minutas de lo discutido.",,,,,"2013","2013-01-01T00:00:00.000","Trin. & Tob.1223"
"Belice","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","3","Los niveles de jefatura y/o gerentes públicos del sector firman contratos de gestión con las autoridades del gobierno","1","Uso de contratos de gestión para gerentes públicos o directivos.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Belice41931"
"Jamaica","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","5","El gobierno cuenta con un plan de gobierno de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas.","5","Existencia de líneas de base para medir el progreso.","El requisito se cumple parcialmente, es decir, el plan de gobierno de mediano plazo cuenta con líneas de base para la medición del cumplimiento y definición de metas. Sin embargo, las líneas de base no incluyen la fuente primaria ni secundaria de información.",,,,,"2013","2013-01-01T00:00:00.000","Jamaica1155"
"Paraguay","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","5","Existen criterios y procedimientos institucionalizados para incorporar los resultados de las evaluaciones en la gestión del gobierno","2","Uso de la información de las evaluaciones para la toma de decisiones presupuestarias.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Paraguay52352"
"Barbados","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","4","Los objetivos del plan sectorial se articulan en programas operativos.","1","Definición programática de los objetivos de la planificación de mediano plazo.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Barbados41641"
"Argentina","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","5","FORMULACIÓN DE LA PERSPECTIVA PRESUPUESTARIA DE MEDIANO PLAZO","1","Existen reglas de responsabilidad fiscal","2","Inclusión de reglas de ajuste del gasto público respecto al PIB.","El requisito se cumple parcialmente, es decir, las reglas de responsabilidad fiscal incluyen mecanismos de ajuste del gasto público a cambios en el PIB, pero estos mecanismos no se han respetado a cabalidad durante los últimos tres años, y/o no están ajustados a los ciclos económicos.",,,,,"2013","2013-01-01T00:00:00.000","Argentina2512"
"Argentina","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","2","Existe una entidad o unidad del gobierno a cargo del sistema de evaluación de la gestión","3","Capacitación a las entidades o unidades ejecutoras.","El requisito se cumple parcialmente, es decir, se ofrece capacitación y asesoría con frecuencia menor que anual (por ejemplo, cada dos años) a las entidades o unidades ejecutoras del gasto acerca de las funciones, metodologías y procedimientos de las evaluaciones.",,,,,"2013","2013-01-01T00:00:00.000","Argentina52323"
"Belice","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","9","GESTIÓN PRESUPUESTARIA Y FINANCIERA","4","La clasificación de gastos del presupuesto se realiza de acuerdo a las dimensiones económica, funcional y programática","3","Clasificación por programas.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Belice3943"
"Guatemala","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","4","Existen mecanismos que incentivan la obtención de resultados institucionales a nivel sectorial","2","Utilización de incentivos monetarios colectivos.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Guatemala41942"
"Trin. & Tob.","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","5","FORMULACIÓN DE LA PERSPECTIVA PRESUPUESTARIA DE MEDIANO PLAZO","1","Existen reglas de responsabilidad fiscal","2","Inclusión de reglas de ajuste del gasto público respecto al PIB.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Trin. & Tob.2512"
"Bahamas","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","4","El presupuesto de gasto del gobierno central se estructura con base en programas","2","Presupuesto de gasto sectorial estructurado con base en programas.",,,,,,"2013","2013-01-01T00:00:00.000","Bahamas2442"
"Jamaica","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","4","Inclusión de información sobre la cobertura de los bienes y servicios producidos.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Jamaica42014"
"Rep. Domin.","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","6","EVALUACIÓN DE LA EFECTIVIDAD DEL GASTO","1","Existe información de desempeño para evaluar los resultados del gasto del gobierno","2","Existencia de un sistema de seguimiento mediante indicadores de desempeño.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Rep. Domin.2612"
"Chile","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","13","SISTEMA DE ADQUISICIONES Y CONTRATACIONES PÚBLICAS","2","Existe un sistema electrónico de adquisiciones y contrataciones públicas","3","Disponibilidad de una base de datos de proveedores y de bienes y servicios.","El requisito se cumple en su totalidad, es decir, el sistema electrónico de adquisiciones y contrataciones incluye una base de datos con información de los proveedores del Estado y de los bienes y servicios que adquiere el Estado.",,,,,"2013","2013-01-01T00:00:00.000","Chile31323"
"Brasil","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","8","RENDICIÓN DE CUENTAS PRESUPUESTARIAS A LA CIUDADANÍA","1","La información sobre el presupuesto está a disposición de la ciudadanía","1","Publicación expedita y clara de la propuesta presupuestaria.","El requisito se cumple parcialmente, es decir, la propuesta presupuestaria se hace pública, pero no al mismo tiempo que  se la presenta al Poder Legislativo (o fuera de las fechas establecidas por la Ley, siempre y cuando estas fechas sean antes de la aprobación presupuestaria), y/o no incluye vínculos entre los montos presupuestados y las metas y objetivos establecidos en el plan nacional, y/o no va acompañada de esquemas, resúmenes y guías que faciliten la lectura y análisis por parte del público.",,,,,"2013","2013-01-01T00:00:00.000","Brasil2811"
"Trin. & Tob.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","7","Articulación con la visión sectorial de largo plazo.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Trin. & Tob.41627"
