Permit Number,Permit Type,Issued,Address,City,State,Zipcode,Applicant,Contractor License Number,License Type,Fees,Value of Work,Plans Submitted,SBL,Land Use,Inspector,Expiration Date,Description of Work,Location,Latitude,Longitude,Council District,Police District,Census Tract,Census Block Group,Census Block,Neighborhood,Police Districts,Tracts,Council Districts,Zip Codes,Block Groups,Blocks,Local Historic Districts,Neighborhoods,Neighborhoods ,Tax Districts
ELEC17-9429869,ELECTRICAL,04/07/2017,33 GATES CIR,BUFFALO,NY,14222,BRADY ELECTRIC INC,MEL11-501367,MASTER ELECTRICIAN,125.00,4400.00,0,0897900005005100,331,CHARLES   MOORE,10/07/2017,Kitchen and Bathroom Renovations for Apartment 10G,"(42.92036200580984, -78.86810411546028)",42.92036200580984,-78.86810411546028,DELAWARE,District D,169,1,1000,Elmwood Bidwell,5,50,7,12,185,888,10,33,27,5
ELEC17-9437682,ELECTRICAL,09/01/2017,321 NORTHAMPTON,BUFFALO,NY,14208,SIMON ELECTRIC CO INC,MEL11-210490,MASTER ELECTRICIAN,125.00,700.00,0,1005700003034000,281,CHARLES   MOORE,03/01/2018,Replace outside riser service onlyESO# 24806886   Phone 597-2994,"(42.907418817455046, -78.85521654841007)",42.907418817455046,-78.85521654841007,ELLICOTT,District B,168.01,1,1005,Masten Park,1,25,4,22,160,409,,30,16,5
ELEC17-9440163,ELECTRICAL,10/09/2017,726 EXCHANGE,BUFFALO,NY,14210,WITTBURN ENTERPRISES  INC.,MEL11-192793,MASTER ELECTRICIAN,125.00,1500.00,0,1222600002011000,464,CHARLES   MOORE,04/09/2018,suite 522A installing 6 outlets and 2 data drops,"(42.874641869406524, -78.85003881268223)",42.874641869406524,-78.85003881268223,FILLMORE,District A,164,2,2027,Ellicott,4,31,5,19,146,389,,51,14,13
ELEC17-9438476,ELECTRICAL,09/21/2017,185 ELLICOTT,BUFFALO,NY,14203,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,125.00,900.00,0,1111300018001000,841,CHARLES   MOORE,03/21/2018,<P>Add one 30 amp /208 volt twist lock outlet on dedicated circuit.</P><P>aka 181 Ellicott tim hortons</P>,"(42.883634350514775, -78.87260572931646)",42.883634350514775,-78.87260572931646,ELLICOTT,District B,165,1,1048,Central,1,77,4,14,31,1064,,15,4,13
ELEC17-9443148,ELECTRICAL,11/29/2017,218 MASSACHUSETTS,BUFFALO,NY,14213,MICHAEL GULINO ELECTRIC CORP,MEL11-551576,MASTER ELECTRICIAN,100.00,400.00,0,0995000003029000,210,CHARLES   MOORE,05/29/2018,Hardwired Smoke / co,"(42.91023368524159, -78.89298603860304)",42.91023368524159,-78.89298603860304,NIAGARA,District B,69.01,3,3008,West Side,1,41,3,2,233,1176,,40,29,4
ELEC17-9441554,ELECTRICAL,10/18/2017,25 STRAUSS,BUFFALO,NY,14212,MICHAEL J MURPHY,MEL11-551521,MASTER ELECTRICIAN,125.00,2000.00,0,1113600002033000,210,CHARLES   MOORE,04/18/2018,two family service upgrade  esr 2512  0649,"(42.893349029682646, -78.84113533314043)",42.893349029682646,-78.84113533314043,FILLMORE,District C,166,1,1001,Broadway Fillmore,3,26,5,8,55,2083,,16,23,10
ELEC17-9437754,ELECTRICAL,09/05/2017,573 WASHINGTON,BUFFALO,NY,14203,MATTHEW SMITH,MEL13-10025808,MASTER ELECTRICIAN,125.00,50000.00,0,1113800005002000,620,CHARLES   MOORE,03/05/2018,Façade lighting.  Underground trenching required.  120V Lighting.,"(42.8899727677313, -78.87182692612254)",42.8899727677313,-78.87182692612254,ELLICOTT,District B,165,2,2014,Central,1,77,4,14,31,428,,15,4,9
ELEC17-9431712,ELECTRICAL,05/01/2017,46 HAZELWOOD,BUFFALO,NY,14215,ARNOLD PAOLINI,MEL13-10025831,MASTER ELECTRICIAN,100.00,1500.00,0,0908200002026000,220,CHARLES   MOORE,11/01/2017,install new 150 amp service 2 meters,"(42.92034780805681, -78.80595763726336)",42.92034780805681,-78.80595763726336,LOVEJOY,District E,37,1,1000,Schiller Park,2,15,2,11,173,1589,,53,12,8
ELEC17-9437241,ELECTRICAL,08/23/2017,347 GOODYEAR,BUFFALO,NY,14211,COMMUNITY ELECTRIC,MEL11-195028,MASTER ELECTRICIAN,100.00,200.00,0,1016300004045000,220,CHARLES   MOORE,02/23/2018,<P>ESR 9315104181 LOWER    </P><P>9335104178 UPPER</P>,"(42.90556817705208, -78.82208379651226)",42.90556817705208,-78.82208379651226,FILLMORE,District C,29,3,3005,Genesee-Moselle,3,23,5,4,65,1637,,29,1,8
ELEC17-9437003,ELECTRICAL,08/17/2017,209 CARMEL,BUFFALO,NY,14214,LORETO COLAIACOVO,MEL11-192903,MASTER ELECTRICIAN,75.00,1.00,0,0794500001021000,210,CHARLES   MOORE,02/17/2018,SUMP PUMP LINE HARDWIRE SMOKE CO,"(42.95286084295804, -78.83759443459672)",42.95286084295804,-78.83759443459672,UNIVERSITY,District D,45,3,3000,Central Park,5,64,8,18,240,2159,,37,24,7
ELEC17-9429724,ELECTRICAL,04/04/2017,20 TUXEDO,BUFFALO,NY,14207,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-552373,MASTER ELECTRICIAN,150.00,3100.00,0,0776800008013000,281,CHARLES   MOORE,10/04/2017,New 3-meter 200 amp service esr #23726247,"(42.947421718291636, -78.88646583856257)",42.947421718291636,-78.88646583856257,NORTH,District D,56,3,3008,West Hertel,5,57,1,10,56,1843,,18,3,1
ELEC17-9437715,ELECTRICAL,09/06/2017,1766 BAILEY,BUFFALO,NY,14211,TIMOTHY   GALLAGHER,MEL11-551531,MASTER ELECTRICIAN,100.00,1000.00,0,1017200004016000,210,CHARLES   MOORE,03/06/2018,Complete 100 amp ser ice and all grounding per NEC.,"(42.90256421269837, -78.81390097116021)",42.90256421269837,-78.81390097116021,LOVEJOY,District C,28.02,1,1016,Genesee-Moselle,3,66,2,4,174,3008,,7,1,11
ELEC17-9428225,ELECTRICAL,03/21/2017,111 PORTER,BUFFALO,NY,14201,M & M ELECTRIC CONSTUCTION CO,MEL11-561026,MASTER ELECTRICIAN,125.00,900.00,0,,,CHARLES   MOORE,09/21/2017,Energy efficient lighting through National Grid lighting program,"(42.89912964747526, -78.89633015542255)",42.89912964747526,-78.89633015542255,ELLICOTT,District B,70,2,2018,West Side,1,69,4,15,47,1017,10,40,29,4
ELEC17-9428290,ELECTRICAL,04/03/2017,48 ELMER,BUFFALO,NY,14215,SIMON ELECTRIC CO INC,MEL11-210490,MASTER ELECTRICIAN,75.00,225.00,0,0903200011007000,210,CHARLES   MOORE,10/03/2017,Reset meter on singe family homeEMO# 21524-99184   Phone 935-0050,"(42.93704808963394, -78.81953968082674)",42.93704808963394,-78.81953968082674,MASTEN,District E,42,5,5006,Kensington-Bailey,2,39,9,11,20,2195,,43,13,7
ELEC17-9441670,ELECTRICAL,10/20/2017,938 NIAGARA,BUFFALO,NY,14213,DENNIS FIEGL,MEL11-147310,MASTER ELECTRICIAN,100.00,200.00,0,0995700001005000,220,CHARLES   MOORE,04/20/2018,"Owner did some repairs to the first floor, I checked out and corrected any electrical problems. Owner wants inspection, so that he can rent it out.","(42.90862099886098, -78.89915714123025)",42.90862099886098,-78.89915714123025,NIAGARA,District B,70,1,1007,West Side,1,69,3,2,256,1321,,40,29,4
ELEC17-9442300,ELECTRICAL,11/06/2017,39 WOOD,BUFFALO,NY,14211,AFFORDABLE ELECTRIC SERVICES,MEL13-10025839,MASTER ELECTRICIAN,100.00,500.00,0,1017300005025000,210,CHARLES   MOORE,05/06/2018,Meter inspection Acct. # 5015107146,"(42.90268310596391, -78.80940472300972)",42.90268310596391,-78.80940472300972,LOVEJOY,District C,30,2,2007,Genesee-Moselle,3,11,2,4,199,3107,,53,1,11
ELEC17-9437048,ELECTRICAL,08/18/2017,111 GREAT ARROW,BUFFALO,NY,14207,FREY ELECTRIC CONSTRUCTION INC,MEL11-210504,MASTER ELECTRICIAN,2650.00,600000.00,0,0787800001006000,330,CHARLES   MOORE,02/18/2018,NEW 3 STORY ELEMENTARY SCHOOL,"(42.94200248710077, -78.87173827040166)",42.94200248710077,-78.87173827040166,NORTH,District D,54,2,2000,Parkside,5,36,1,5,41,2370,,9,28,2
ELEC17-9438585,ELECTRICAL,09/25/2017,117 MERCER,BUFFALO,NY,14214,IN HIS HANDS ELECTRIC,MEL13-10025823,MASTER ELECTRICIAN,125.00,1.00,0,0902200002002000,220,CHARLES   MOORE,03/25/2018,SERVICE UPGRADE FOR 60AMP TO 150 AMP 2 METER SVC,"(42.94171373741891, -78.83056328182066)",42.94171373741891,-78.83056328182066,MASTEN,District E,45,2,2009,Central Park,2,64,9,18,118,411,,37,24,7
ELEC17-9429843,ELECTRICAL,09/12/2017,1492 DELAVAN EAST,BUFFALO,NY,14215,TIMOTHY   GALLAGHER,MEL11-551531,MASTER ELECTRICIAN,100.00,300.00,0,0907500003027000,312,CHARLES   MOORE,03/12/2018,Power on meter release,"(42.92281952426895, -78.80153027121916)",42.92281952426895,-78.80153027121916,UNIVERSITY,District E,41,4,4000,Kenfield,2,75,8,11,40,2245,,31,15,7
ELEC17-9435275,ELECTRICAL,08/01/2017,598 FERRY EAST,BUFFALO,NY,14211,GREER ELECTRIC INC,MEL11-192896,MASTER ELECTRICIAN,100.00,200.00,0,1003600005054000,220,CHARLES   MOORE,02/01/2018,"meter release upper # 21551-02240, lower # 21351-02137","(42.914709468441906, -78.84209027678541)",42.914709468441906,-78.84209027678541,MASTEN,District E,34,3,3006,Delavan Grider,2,47,9,4,161,2925,,19,7,6
ELEC17-9429744,ELECTRICAL,04/05/2017,1169 LOVEJOY,BUFFALO,NY,14206,CIR ELECTRICAL CONSTRUCTION CO,MEL11-210565,MASTER ELECTRICIAN,125.00,1.00,0,1125000005001000,545,CHARLES   MOORE,10/05/2017,Repair + add pool EQ bonding.,"(42.889701133166575, -78.80475656003894)",42.889701133166575,-78.80475656003894,LOVEJOY,District C,23,2,2000,Lovejoy,3,3,2,17,34,3294,,23,8,11
ELEC17-9437848,ELECTRICAL,09/07/2017,25 NICHOLSON,BUFFALO,NY,14214,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,100.00,1750.00,0,0793700003016000,210,CHARLES   MOORE,03/07/2018,New 100 amp single family service ESR # 24899157,"(42.95683515888823, -78.83160877912621)",42.95683515888823,-78.83160877912621,UNIVERSITY,District E,46.01,1,1001,University Heights,2,73,8,18,254,2007,,54,30,7
ELEC17-9442958,ELECTRICAL,11/21/2017,2200 ELMWOOD,BUFFALO,NY,14216,MELTON ELECTRIC,MEL11-551596,MASTER ELECTRICIAN,125.00,1.00,0,0783700006008100,452,CHARLES   MOORE,05/21/2018,Install 220v outlet.,"(42.95704373208926, -78.87842404809494)",42.95704373208926,-78.87842404809494,NORTH,District D,56,1,1006,West Hertel,5,57,1,5,270,43,,18,3,2
ELEC17-9442650,ELECTRICAL,11/15/2017,256 WOODSIDE,BUFFALO,NY,14220,HUBER ELECTRIC INC,MEL13-10025817,MASTER ELECTRICIAN,100.00,2380.00,0,1335700005019000,210,CHARLES   MOORE,05/15/2018,ESR 25362366- Update 100 amp service,"(42.842578373423876, -78.82514697106701)",42.842578373423876,-78.82514697106701,SOUTH,District A,1.10,2,2002,Hopkins-Tifft,4,79,6,9,208,825,,2,10,14
ELEC17-9429756,ELECTRICAL,04/05/2017,191 SHIRLEY,BUFFALO,NY,14215,MELTON ELECTRIC,MEL11-551596,MASTER ELECTRICIAN,75.00,1.00,0,0798000002006000,220,CHARLES   MOORE,10/05/2017,Meter release.,"(42.94438907780785, -78.81683920634056)",42.94438907780785,-78.81683920634056,UNIVERSITY,District E,47.01,1,1004,University Heights,2,56,8,11,117,2259,,43,30,7
ELEC17-9434632,ELECTRICAL,07/18/2017,236 BIRD,BUFFALO,NY,14213,TJR ELECTRIC,MEL13-10025822,MASTER ELECTRICIAN,125.00,2500.00,0,0886700003046000,281,CHARLES   MOORE,01/18/2018,UPGRADE 2 SVCS SAME ADDRESS 24-541-977,"(42.925926385890044, -78.89039888888915)",42.925926385890044,-78.89039888888915,NIAGARA,District D,171,2,2004,Upper West Side,5,27,3,2,176,260,,27,26,3
ELEC17-9430214,ELECTRICAL,04/18/2017,255 FILLMORE,BUFFALO,NY,14206,RIES ELECTRICAL CONSTRUCTION,MEL11-210581,MASTER ELECTRICIAN,100.00,2000.00,0,1117600003014000,220,CHARLES   MOORE,10/18/2017,150A 2 METER SERVICE,"(42.88013020776639, -78.83913719185547)",42.88013020776639,-78.83913719185547,FILLMORE,District C,17,1,1012,Broadway Fillmore,3,42,5,17,63,1240,,34,23,11
ELEC17-9426840,ELECTRICAL,02/08/2017,2 DONALDSON,BUFFALO,NY,14208,MR. ROBERT M HERNANDEZ,MEL11-551591,MASTER ELECTRICIAN,75.00,500.00,0,1002600002060000,220,CHARLES   MOORE,08/08/2017,Tie in 2nd floor electrical panel to first floor electrical panel. Have 2nd floor meter removed by national grid.ESR # 23544014,"(42.918573498814794, -78.85205660824101)",42.918573498814794,-78.85205660824101,MASTEN,District E,33.01,4,4000,Hamlin Park,2,59,9,22,52,1217,3,26,31,6
ELEC17-9438789,ELECTRICAL,09/28/2017,666 RILEY,BUFFALO,NY,14211,AFFORDABLE ELECTRIC SERVICES,MEL13-10025839,MASTER ELECTRICIAN,100.00,500.00,0,1005200004047000,210,CHARLES   MOORE,03/28/2018,Meter inspection Acct. # 0635092143,"(42.90936017749406, -78.8419236219678)",42.90936017749406,-78.8419236219678,ELLICOTT,District C,35.02,2,2007,MLK Park,3,4,4,4,230,3051,,47,35,6
ELEC17-9432722,ELECTRICAL,05/26/2017,253 PENNSYLVANIA,BUFFALO,NY,14201,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-552373,MASTER ELECTRICIAN,100.00,2100.00,0,0998400003002000,220,CHARLES   MOORE,11/26/2017,New 150 amp service ESR # 23823423,"(42.89943564077795, -78.88648038592339)",42.89943564077795,-78.88648038592339,ELLICOTT,District B,71.03,1,1001,Lower West Side,1,55,4,15,159,21,,13,11,4
ELEC17-9444613,ELECTRICAL,12/12/2017,1 NEWTON,BUFFALO,NY,14212,AFFORDABLE ELECTRIC SERVICES,MEL13-10025839,MASTER ELECTRICIAN,125.00,1500.00,0,1123700006001100,220,CHARLES   MOORE,06/12/2018,"200 amp, service replacement ESR - 25508180","(42.89091430952398, -78.83244070286192)",42.89091430952398,-78.83244070286192,FILLMORE,District C,16.01,1,1002,Broadway Fillmore,3,34,5,8,264,1337,,16,23,11
ELEC17-9426336,ELECTRICAL,01/23/2017,224 PERSHING,BUFFALO,NY,14208,MICHAEL J MURPHY,MEL11-551521,MASTER ELECTRICIAN,75.00,200.00,0,1005800006017000,281,CHARLES   MOORE,07/23/2017,Restore power to lower apartment  National Grid Account Number 7910  1061 12,"(42.90661245265975, -78.85148713172399)",42.90661245265975,-78.85148713172399,ELLICOTT,District C,33.02,4,4001,Masten Park,3,65,4,22,195,91,,39,16,6
ELEC17-9442358,ELECTRICAL,11/07/2017,92 WILBURY,BUFFALO,NY,14216,SIMON ELECTRIC CO INC,MEL11-210490,MASTER ELECTRICIAN,100.00,2150.00,0,0786200004005000,210,CHARLES   MOORE,05/07/2018,100amp w/1 meterESR# 25282907  PHone 495-0733,"(42.948654898514434, -78.870554490709)",42.948654898514434,-78.870554490709,NORTH,District D,50,1,1004,North Park,5,70,1,5,94,879,,5,25,2
ELEC17-9437927,ELECTRICAL,09/08/2017,23 GIBSON,BUFFALO,NY,14206,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,125.00,900.00,0,1116000005028000,220,CHARLES   MOORE,03/08/2018,Replace damaged meter channel esr # 24909207,"(42.88614844245541, -78.83799787770208)",42.88614844245541,-78.83799787770208,FILLMORE,District C,16.02,1,1031,Broadway Fillmore,3,34,5,17,33,2466,,16,23,10
ELEC17-9433671,ELECTRICAL,06/24/2017,220 MAURICE,BUFFALO,NY,14210,CHRISTOPHER   RICE,MEL13-10025807,MASTER ELECTRICIAN,75.00,500.00,0,1223600004010000,210,CHARLES   MOORE,12/24/2017,replaced main panel.  ESR: 243 512 69,"(42.87050823955687, -78.83691044060134)",42.87050823955687,-78.83691044060134,FILLMORE,District A,163,1,1022,Seneca Babcock,4,68,5,19,241,1869,,34,21,14
ELEC17-9444636,ELECTRICAL,12/13/2017,33 MILITARY,BUFFALO,NY,14207,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,100.00,300.00,0,0883500003030000,210,CHARLES   MOORE,06/13/2018,Changed meter channel - meter turn on inspection Acct # 2794908251,"(42.93769156514883, -78.8929399370824)",42.93769156514883,-78.8929399370824,NORTH,District D,55,3,3003,Grant-Amherst,5,78,1,10,220,933,,38,17,1
ELEC17-9434405,ELECTRICAL,07/10/2017,333 HAMPSHIRE,BUFFALO,NY,14213,AFFORDABLE ELECTRIC SERVICES,MEL13-10025839,MASTER ELECTRICIAN,100.00,1500.00,0,0994300003006000,220,CHARLES   MOORE,01/10/2018,"150 amp, 2 meter service replacement ESR - 24499921","(42.91411462275177, -78.88969276501916)",42.91411462275177,-78.88969276501916,NIAGARA,District B,69.01,1,1000,West Side,1,41,3,2,119,271,,40,29,4
ELEC17-9442169,ELECTRICAL,11/02/2017,545 NIAGARA,BUFFALO,NY,14201,ABEDE DACOSTA,10036364,MASTER ELECTRICIAN,100.00,250.00,0,0998300006022000,220,CHARLES   MOORE,05/02/2018,Inspection to restore power to lower unit Acct number 0260023425,"(42.89869199604552, -78.88963402505591)",42.89869199604552,-78.88963402505591,NIAGARA,District B,69.04,1,1004,West Side,1,17,3,15,25,1813,,40,29,4
ELEC17-9444423,ELECTRICAL,12/06/2017,172 PRIES,BUFFALO,NY,14220,RIES ELECTRICAL CONSTRUCTION,MEL11-210581,MASTER ELECTRICIAN,100.00,1.00,0,1333000004043000,210,CHARLES   MOORE,06/06/2018,PANEL CHANGE,"(42.85043064791985, -78.82807576061171)",42.85043064791985,-78.82807576061171,SOUTH,District A,2,2,2003,Hopkins-Tifft,4,1,6,9,253,2839,,48,10,14
ELEC17-9438359,ELECTRICAL,09/20/2017,564 NIAGARA,BUFFALO,NY,14201,GORDON & ZOERB ELECTRIC,MEL11-561123,MASTER ELECTRICIAN,330.00,1.00,0,0998300007024000,465,CHARLES   MOORE,03/20/2018,"DEMO/REWIRE RECEPTECLES, SWITCHES AND LIGHTS","(42.89908975467141, -78.8901886371269)",42.89908975467141,-78.8901886371269,ELLICOTT,District B,70,2,2015,West Side,1,69,4,15,47,1133,,40,29,4
ELEC17-9440123,ELECTRICAL,10/06/2017,162 ELMWOOD,BUFFALO,NY,14201,SIMON ELECTRIC CO INC,MEL11-210490,MASTER ELECTRICIAN,100.00,300.00,0,1006900004024000,483,CHARLES   MOORE,04/06/2018,Reset meterEMO# 26400-26153    Phone 870-4808,"(42.889596871903514, -78.87882241634978)",42.889596871903514,-78.87882241634978,FILLMORE,District B,71.02,2,2007,Lower West Side,1,48,5,15,162,217,7,45,11,4
ELEC16-9425239,ELECTRICAL,01/12/2017,373 LEROY,BUFFALO,NY,14214,TIMOTHY   GALLAGHER,MEL11-551531,MASTER ELECTRICIAN,175.00,1200.00,0,0904500003033000,281,CHARLES   MOORE,07/12/2017,Complete two family service and all grounding per NEC.,"(42.932711003188146, -78.83170353484728)",42.932711003188146,-78.83170353484728,MASTEN,District E,40.03,2,2006,Fillmore-Leroy,2,19,9,18,151,1407,,8,6,7
ELEC17-9444941,ELECTRICAL,12/21/2017,894 JEFFERSON,BUFFALO,NY,14204,JM&R ELECTRICAL & AC,MEL13-10025811,MASTER ELECTRICIAN,103.00,2000.00,0,1008100007011000,620,CHARLES   MOORE,06/21/2018,Electrical connections for solar panel installation,"(42.89939979403357, -78.85404055707357)",42.89939979403357,-78.85404055707357,ELLICOTT,District B,31,2,2005,Fruit Belt,1,35,4,16,281,1565,,55,32,9
ELEC17-9434422,ELECTRICAL,07/11/2017,330 HERKIMER,BUFFALO,NY,14213,AFFORDABLE ELECTRIC SERVICES,MEL13-10025839,MASTER ELECTRICIAN,100.00,1100.00,0,0888200004018000,220,CHARLES   MOORE,01/11/2018,"150 amp, 2 meter service replacement ESR - 24505428","(42.92176688702147, -78.8927070098038)",42.92176688702147,-78.8927070098038,NIAGARA,District D,171,4,4005,Upper West Side,5,27,3,2,46,1206,,27,26,3
ELEC17-9434854,ELECTRICAL,07/21/2017,72 BAXTER,BUFFALO,NY,14207,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,100.00,2800.00,0,0773200001013000,220,CHARLES   MOORE,01/21/2018,New 2-family service esr#24547251,"(42.958238790308165, -78.90710591889786)",42.958238790308165,-78.90710591889786,NORTH,District D,58.01,3,3002,Riverside,5,12,1,10,200,171,,50,18,1
ELEC17-9433053,ELECTRICAL,06/16/2017,290 KENMORE,BUFFALO,NY,14214,SIMON ELECTRIC CO INC,MEL11-210490,MASTER ELECTRICIAN,125.00,4800.00,0,0793800002001000,484,CHARLES   MOORE,12/16/2017,ACTUAL ADDRESS IS 300 KENMORE200amp 1 meterESO#  23958175   Phone 817-3590,"(42.95800655890877, -78.82871870989054)",42.95800655890877,-78.82871870989054,UNIVERSITY,District E,46.01,4,4007,University Heights,2,73,8,18,217,2098,,54,30,7
ELEC17-9433732,ELECTRICAL,06/22/2017,386 ESSER,BUFFALO,NY,14207,RICHARD DERRAH,MEL11-192790,MASTER ELECTRICIAN,75.00,300.00,0,0773400001012000,210,CHARLES   MOORE,12/22/2017,Meter Reset - Acct# 3898740169,"(42.96023814910815, -78.89767998678539)",42.96023814910815,-78.89767998678539,NORTH,District D,58.01,1,1015,Riverside,5,12,1,10,225,200,,50,18,1
ELEC17-9427725,ELECTRICAL,03/06/2017,402 WYOMING,BUFFALO,NY,14215,MELTON ELECTRIC,MEL11-551596,MASTER ELECTRICIAN,75.00,1.00,0,0906200003023000,210,CHARLES   MOORE,09/06/2017,100 amp service change due to fire damage ESO- 23700043.,"(42.925627423108246, -78.82436243667104)",42.925627423108246,-78.82436243667104,MASTEN,District E,170,2,2011,Delavan Grider,2,16,9,11,285,1577,,19,7,7
ELEC17-9442046,ELECTRICAL,10/30/2017,98 BRAYTON,BUFFALO,NY,14213,AFFORDABLE ELECTRIC SERVICES,MEL13-10025839,MASTER ELECTRICIAN,125.00,1500.00,0,0994400010016000,220,CHARLES   MOORE,04/30/2018,"150 amp, 2 meter service replacement ESR - 25250062","(42.911794080975504, -78.88644622656707)",42.911794080975504,-78.88644622656707,NIAGARA,District B,69.01,1,1003,Elmwood Bryant,1,41,3,2,119,2577,,40,5,4
ELEC17-9442504,ELECTRICAL,11/13/2017,29 WILBURY,BUFFALO,NY,14216,ABEDE DACOSTA,10036364,MASTER ELECTRICIAN,100.00,1900.00,0,0786200003030000,210,CHARLES   MOORE,05/13/2018,100 amp service upgrade Esr 25294032,"(42.94877103543398, -78.86928284271013)",42.94877103543398,-78.86928284271013,NORTH,District D,50,1,1003,North Park,5,70,1,5,94,375,,5,25,2
ELEC17-9432975,ELECTRICAL,06/02/2017,326 PLYMOUTH,BUFFALO,NY,14213,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,125.00,15000.00,0,0996700003001000,449,CHARLES   MOORE,12/02/2017,Install a new 300 amp 3-phase 480 volt service. ESR # 22548571,"(42.906414163460184, -78.89021996754225)",42.906414163460184,-78.89021996754225,NIAGARA,District B,69.04,2,2001,West Side,1,17,3,2,201,1825,,40,29,4
ELEC17-9433402,ELECTRICAL,06/15/2017,112 ALTRURIA,BUFFALO,NY,14220,HDE ELECTRIC INC,MEL11-551615,MASTER ELECTRICIAN,150.00,1.00,0,1334600006022000,210,CHARLES   MOORE,12/15/2017,REPLACE METER SE CABLE AND UPDATE GROUNDING PANEL TO STAY AS IS,"(42.843462459784845, -78.82908373086882)",42.843462459784845,-78.82908373086882,SOUTH,District A,1.10,2,2001,Hopkins-Tifft,4,79,6,9,208,579,,2,10,14
ELEC17-9443196,ELECTRICAL,11/29/2017,305 VOORHEES,BUFFALO,NY,14216,MR ANTHONY FANTI,MEL11-197488,MASTER ELECTRICIAN,100.00,2800.00,0,0786800002033000,210,CHARLES   MOORE,05/29/2018,service change  esr  25362326,"(42.9489356639986, -78.84131623868225)",42.9489356639986,-78.84131623868225,UNIVERSITY,District D,45,6,6004,Central Park,5,64,8,5,107,2794,,37,24,2
ELEC17-9430148,ELECTRICAL,04/17/2017,62 CLYDE,BUFFALO,NY,14215,M & M ELECTRIC CONSTUCTION CO,MEL11-561026,MASTER ELECTRICIAN,125.00,785.00,0,0903900001004000,710,CHARLES   MOORE,10/17/2017,Energy efficient lighting through National Grid lighting program,"(42.9348017573593, -78.82378762770017)",42.9348017573593,-78.82378762770017,MASTEN,District E,39.01,1,1000,Fillmore-Leroy,2,45,9,11,30,2461,,8,6,7
ELEC17-9428417,ELECTRICAL,03/28/2017,78 CENTRAL,BUFFALO,NY,14206,MOORE ELECTRICAL & ELECTRONIC,MEL11-210528,MASTER ELECTRICIAN,75.00,1.00,0,1125600001002000,220,CHARLES   MOORE,09/28/2017,"Install new one hundred Ampere, overhead , residential electrical service.","(42.887004622967474, -78.81543211301491)",42.887004622967474,-78.81543211301491,LOVEJOY,District C,23,4,4004,Lovejoy,3,3,2,17,171,129,,23,8,11
ELEC17-9431912,ELECTRICAL,05/04/2017,615 CRESCENT,BUFFALO,NY,14214,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,100.00,1500.00,0,0788200005035000,220,CHARLES   MOORE,11/04/2017,"Relocate 2 meters to the outside, upgraded grounding to code. Acct # 80349-02182 & 89549-02106","(42.94278847395123, -78.84973261462754)",42.94278847395123,-78.84973261462754,DELAWARE,District D,52.01,1,1001,Parkside,5,38,7,18,189,209,,21,28,2
ELEC17-9443208,ELECTRICAL,11/30/2017,88 DONALDSON,BUFFALO,NY,14208,AFFORDABLE ELECTRIC SERVICES,MEL13-10025839,MASTER ELECTRICIAN,100.00,500.00,0,1002600002036000,210,CHARLES   MOORE,05/30/2018,Meter inspection Acct. # 8270111118,"(42.91854260776983, -78.84887407683163)",42.91854260776983,-78.84887407683163,MASTEN,District E,33.01,4,4000,Hamlin Park,2,59,9,22,52,1217,3,26,31,6
