"nombre_punto_de_recolecci","direcci_n_punto_de_recolecci","ciudad","departamento","pa_s","categoria_residuo","tipo_residuo","nombre_residuo","ubicacion","horario","nombre_programa_posconsumo","persona_contacto","correo_electr_nico"
"COLEGIO CUNDINAMARCA IED","Cl. 62a Sur, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.5700646, -74.1493256)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Tienda Salud. P Morales","Pueblo Nuevo, Córdoba, Colombia","Pueblo Nuevo","Córdoba","Colombia","Pilas","De todo tipo","Pilas","(8.5017094004758, -75.507409)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Ardillantas","Calle 15 # 4A - 25,Funza,Cundinamarca","Funza","Cundinamarca","Colombia","Llantas","Para vehículos de carga","Llantas","(4.570868, -74.297333)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"SUPERMERCADO","Cl. 18 #9-2 a 9-92, Soacha, Cundinamarca, Colombia","Soacha","Cundinamarca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.5853614515288, -74.215530665359)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"SUPERMERCADO GUADALUPE- COMFANDI","Cra. 56 #10-2, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(3.4061295098834, -76.539339715869)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"Supermercados Yepes","Sabaneta, Antioquia, Colombia","Sabaneta","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.1508790122616, -75.616809271164)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Energiteca Ibagué","Cra. 5 #23-1 a 23-65, Ibagué, Tolima, Colombia","Ibagué","Tolima","Colombia","Baterías plomo ácido","Para carros","Baterías plomo ácido","(4.4406970696598, -75.228739749074)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Mac Johnson Controls Colombia SAS","Luis Fernando Londoño","carolina.alvarez.serrano@jci.com"
"Universal","Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas","(10.983464599507, -74.787669395093)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Solo Rines y Llantas","Cl. 8 #23-51 a 23-71, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para carros","Llantas","(4.6049754930328, -74.091653874886)","LUN,MAR,MIE,JUE,VIE,SAB 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Promotora Medica Las Americas","Dg. 75b #2a-80, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2154488, -75.597253)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"ALCALDIA MUNICIPAL DE CARTAGO","Cl. 8 #4-73, Cartago, Valle del Cauca, Colombia","Cartago","Valle del Cauca","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(4.7478319037344, -75.909468301852)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"Corporación Autónoma Regional de Cundinamarca CAR - Mosquera","Cl. 7 #11-40, Mosquera, Cundinamarca, Colombia","Mosquera","Cundinamarca","Colombia","Computadores","O perisféricos","Computadores Portátiles O impresoras O perisféricos","(4.6920715, -74.1804828)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 15:00:00","Corporación Ecocomputo","Edgar Erazo","logistica@ecocomputo.com"
"CARULLA PONTEVEDRA","Cl. 98a #71-86, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6988479384547, -74.08176830318)","SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Colegio Divino Salvador","Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2371421979274, -75.548514250262)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"TIENDA MIXTA","Cra. 23 #12-3, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(3.4358894, -76.5294691)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Autos Sura","Kr 19 #137-21, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para carros","Llantas","(4.721833, -74.04667)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Mercados fama n°2","Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2886158873633, -75.545608824854)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Energiteca Cali Granada","Av. 8 Nte. #17 Norte-1 a 17 Norte-69, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Baterías plomo ácido","Para carros","Baterías plomo ácido","(3.460879989456, -76.532203225201)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Mac Johnson Controls Colombia SAS","Luis Fernando Londoño","carolina.alvarez.serrano@jci.com"
"BARRIO SAN JAVIER","San Javier, Medellín, Medellin, Antioquia, Colombia","Medellin","Antioquia","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(6.2556509, -75.6186265)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"Dansal","Cl. 52 #3-19, Puerto Berrío, Antioquia, Colombia","Puerto Berrío","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.4896441, -74.4006335)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"CESAR CONTRERAS","Cl. 165 #13c-5, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.7432885, -74.0338981)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"UNIVERSIDAD DE LA SALLE - SEDE CHAPINERO","Cra. 5 #59a-44, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6448831, -74.0603101)","SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"MEDICAMENTOS POS CALI","#5BN-146, Calle 64N, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(3.4925014, -76.5226267)","LUN,MAR,MIE,JUE,VIE,SAB 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Reclusión mujeres de Bucaramanga","Bucaramanga, Santander, Colombia","Bucaramanga","Santander","Colombia","Pilas","De todo tipo","Pilas","(7.114025000004, -73.108322218649)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Metro Telefono","Cl. 48 #65-52, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2533822, -75.5828376)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"D´Mario Alineaciones","Carrera 24 # 2 - 17,Bogota","indefinido","indefinido","Colombia","Llantas","Para carros","Llantas","(4.570868, -74.297333)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"FERRETERIA LLAVES TOBAR","Cra. 79 #35, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6369243, -74.1460148)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"FERRETERIA","Villarrica, Tolima, Colombia","Villarrica","Tolima","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(3.936661, -74.600817)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Corpotaxis DC","Av Calle 9 # 50 - 15, Bogotá","indefinido","indefinido","Colombia","Llantas","Para camionetas","Llantas","(4.570868, -74.297333)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"COMFAMILIARES ALOJAMIENTO CABAÑAS","Pensilvania, Caldas, Colombia","Pensilvania","Caldas","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(5.38211, -75.161426)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Variedades y papelería","Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2919257715953, -75.57835760318)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"COMPUCOPIAS","Cl. 23 #17c-47, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(3.4406756, -76.5195838)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Almacen La Llanta","Carrera 23 # 7 - 52, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para camionetas","Llantas","(4.6041898, -74.0915326)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"DROGUERÍA IFC","Cra. 43 #50-5, Villavicencio, Meta, Colombia","Villavicencio","Meta","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.1630545, -73.6518655)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Alcaldía Municipal Pijao","# a 11-61,, Cra. 4 #1131, Pijao, Quindío, Colombia","Quindío","Quindío","Colombia","Bombillas","Fluorescentes de todo tipo","Residuos de iluminación con mercurio","(4.333905, -75.7037218)","JUE,VIE 09:00:00 a 16:00:00","Lúmina","Indira Forero","coordinacion@lumina.com.co"
"TIENDA MIXTA","Cl. 3 Oe. #51-15, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(3.4176395, -76.5564349)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"DIRECCIÓN DE SANIDAD FUERZA AEREA","Ak. 14 #66-24, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.6532658, -74.0637503)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"GERDAU DIACO","Kr 19, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.673531, -74.056288)","LUN,MAR,MIE,JUE,VIE,SAB 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"ANDES I","Cra. 69b #25-70, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.658544, -74.1087942)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"ÉXITO FONTIBON","Exito Fontibón, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6721491830233, -74.153294765945)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"SOLSTICIO PARQUE RESIDENCIAL - ETAPA 7","Cra. 123 #14b-8, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6820479, -74.1664833)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"SEDE ADMINISTRATIVA AGUAS DE MANIZALES","Av. Kevin Ángel, Manizales, Caldas, Colombia","Manizales","Caldas","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(5.0633586394533, -75.485536123248)","LUN,MAR,MIE,JUE,VIE,SAB 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Supermercado Máximo","Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.294154252201, -75.542909783037)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"D1 VILLA ALSACIA","Cra. 71f #12-81, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6441085, -74.1299272)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"PROFAMILIAR SUCURSAL No. 2","Cra. 14 #21-14, Armenia, Quindío, Colombia","Armenia","Quindío","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.5324514, -75.6735881)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"VIVIR IPS LTDA","Cra. 10a #25-46Sur, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.572176032594, -74.09808919269)","LUN,MAR,MIE,JUE,VIE 07:00:00 a 17:00:00","Corporación Punto Azul","Daniela Duarte","coordinacion@puntoazul.com.co"
"Automotores san Jorge S.A.","Calle 13 # 38 - 91, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para vehículos de carga","Llantas","(4.620743769977, -74.099430158978)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"ALCALDÍA DE BUCARAMANGA","Cra. 11 #34-52, Bucaramanga, Santander, Colombia","Bucaramanga","Santander","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(7.1177456, -73.1299228)","MIE,JUE 09:00:00 a 16:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"DISTRIBUIDORA LATERIN","Icononzo, Tolima, Colombia","Icononzo","Tolima","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.17645, -74.531723)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"COLSUBSIDIO DROG  CC  MOLINOS - MEDELLIN","Cra. 82 #30aa-29 a 30aa-101, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(6.2331487964722, -75.604186460852)","LUN,MAR,MIE,JUE,VIE,SAB 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"ISABEL  ROZO","Cra. 23 #2b-37, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.5984224, -74.0940913)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"EDIFICIO BULEVAR TEQUENDAMA","Cl. 26c #13-97, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6149051515822, -74.071732309787)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Tienda el bentiadero","Cl. 20ff #82-5, Bello, Antioquia, Colombia","Bello","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.3147084, -75.5881029)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Multicar Texaco","Calle 33 Sur # 43 - 33, Envigado, Antioquia, Colombia","Envigado","Antioquia","Colombia","Llantas","Para carros","Llantas","(6.1736074698313, -75.586416426845)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"COLSUBSIDIO FONTIBÓN","Cl. 17 #114-12, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.68205, -74.1542998)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"CAFAM  ALHAMBRA CARULLA","Cl. 114a #45-78, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.6985184, -74.0569571)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"IMPORTACIONES Y ASESORIAS TROPI S.A.S","Cr. Cali - Yumbo #15-103 a 15-507, Yumbo, La Cartufa, Yumbo, Valle del Cauca, Colombia","Yumbo","Valle del Cauca","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(3.5692035080258, -76.48470935582)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"Tellantas S.A.S. C.C. Santa Ana","Cl. 110 #9-4, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para buses","Llantas","(4.6907498, -74.038242)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"OLÍMPICA RICAURTE","Cl. 10 #27-56, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.608668, -74.0929168)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Energiteca Granada","Avenida 8 Norte # 17 N 43 , Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Llantas","Para camionetas","Llantas","(3.4608846280727, -76.53219010839)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Energiteca Popayán","Cra. 9 Nte. #2-16 a 2-88, Popayán, Cauca, Colombia","Popayán","Cauca","Colombia","Baterías plomo ácido","Para carros","Baterías plomo ácido","(2.4468167747535, -76.606776471164)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Mac Johnson Controls Colombia SAS","Luis Fernando Londoño","carolina.alvarez.serrano@jci.com"
"CORPAUL","Autopista Medellín-Bogotá #46-1 a 46-403, Guarne, Antioquia, Colombia","Guarne","Antioquia","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(6.2765061452709, -75.443332455295)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Ferreelectricos Pinto","Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas","(4.61917711973, -74.072802857147)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"DISTRIMERCAR EL PARAISO","Cl. 58c Sur #86b-35, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6212505, -74.1860301)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"DROGUERÍA �?XITO CAFAM CHIPICHAPE","Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(3.4516467, -76.5319854)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"WENDY JR","Cl. 61c #10a-25, Soledad, Atlántico, Colombia","Soledad","Atlántico","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(10.9031021, -74.7978576)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"CENTRO COMERCIAL EL TESORO","Centro Comercial El Tesoro, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(6.1964893438947, -75.559202557672)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Universidad Militar Sede Administrativa","Ak. 11, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas","(4.6840276687704, -74.042585352718)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Servi 170 S.A.S.","Cl. 170 #68, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para camiones","Llantas","(4.7597028246912, -74.063849493918)","LUN,MAR,MIE,JUE,VIE,SAB 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Tu Llanta Com.","Calle 116 # 70 C 49, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para camiones","Llantas","(4.6998897698765, -74.07092329574)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
