"pais","numerodeplantasautorizadas","especies","razonsocial","productos","vigencia","observaciones"
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","23.0","Leche y Productos Lácteos","L12 - BUFALABELLA SAS - DIBUFALA SAS (EL ROSAL - CUNDINAMARCA)","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","23.0","Leche y Productos Lácteos","L13 - COLOMBIANA DE QUESOS SOCIEDAD POR ACCIONES SIMPLIFICADAS - PRMV SAS (MEDELLÍN ANTIOQUIA)","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","23.0","Leche y Productos Lácteos","L14 - COOPERATIVA DE PRODUCTOS LACTEOS DE NARIÑO LTDA - COLACTEOS. GUACHUCAL (PUPIALES NARIÑO)","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","23.0","Leche y Productos Lácteos","L15 - ALPINA PRODUCTOS ALIMENTICIOS SA - ALPINA COLOMBIA SA (SOPÓ CUNDINAMARCA)","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","23.0","Leche y Productos Lácteos","L16 - ALPINA PRODUCTOS ALIMENTICIOS SA - ALPINA COLOMBIA SA (FACATATIVA CUNDINAMARCA)","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","23.0","Leche y Productos Lácteos","L17 - COOPERATIVA COLANTA - COLANTA (MEDELLÍN ANTIOQUIA)","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","23.0","Leche y Productos Lácteos","L18 - COOPERATIVA COLANTA - COLANTA (SAN PEDRO DE LOS MILAGROS ANTIOQUIA)","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","23.0","Leche y Productos Lácteos","L19 - COOPERATIVA COLANTA - COLANTA (PLANETA RICA CÓRDOBA)","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","23.0","Leche y Productos Lácteos","L20 - BOUBALOS SAS (PLANETA RICA - CÓRDOBA)","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","23.0","Leche y Productos Lácteos","L21 - EL POMAR SA (CAJICÁ CUNDINAMARCA)","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","23.0","Leche y Productos Lácteos","L23 - FRESKALECHE SAS (AGUACHICA CESAR)","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","23.0","Leche y Productos Lácteos","L24 - PASTEURIZADORA LA MEJOR SA - (CÚCUTA NORTE DE SANTANDER)","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","4.0","Productos de la Pesca","001-15 - EXPORT PEZ S.A.S.","Pescado congelado (excepto acuicultura); Filete de pescado (incluyendo carne de pescado, carne picada) fresco, refrigerado o congelado (excepto acuicultura)","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","4.0","Productos de la Pesca","0023-91 - C.I OCEANOS S.A.","Pescado congelado (excepto acuicultura); Filete de pescado (incluyendo carne de pescado, carne picada) fresco, refrigerado o congelado (excepto acuicultura)","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","4.0","Productos de la Pesca","0023-92 - SEATECH INTERNATIONAL INC.","Pescado preparado o enlatado (excepto acuicultura)","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Económica Euroasiática (Rusia, Bielorrusia, Kazajistán, Kirguistán, Armenia)","4.0","Productos de la Pesca","0012-00 - Grupo Alimentario del Atlántico S.A. - GRALCO S.A.","Pescado preparado o enlatado (excepto acuicultura)","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Unión Europea","4.0","Bovina (Gelatina)","G03 - GELCO S.A.S. - GELCO","Gelatina de Piel de Bovino","No Aplica","El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima."
"Unión Europea","4.0","Bovina (Gelatina)","0001-00 - PRODUCTORA DE GELATINAS S.A. – PROGEL","Cápsulas Duras de Gelatina Vacía","No Aplica","El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima."
"Unión Europea","4.0","Bovina (Gelatina)","2014010802 - C.I. FARMACAPSULAS S.A.","Cápsulas Duras de Gelatina Vacía","No Aplica","El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima."
"Unión Europea","4.0","Bovina (Gelatina)","2014010813 - C.I. FARMACAPSULAS S.A.","Cápsulas Duras de Gelatina Vacía","No Aplica","El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima."
"Unión Europea","32.0","Productos de la Pesca","001-04 - C.I. PROCESADORA SAN FRANCISCO S.A.S","Colas de Camarón Blanco (Litopenaeus Occidentalis), Camarón Pink (Farfantepenaeus Brevirostris), Camarón Coliflor Entero (Solenocera Agassizi), Camarón Chocolate (Farfantepenaneus Califormiensis), Camarón Titi (Xiphopenaeus Riveti), Pescado Dorado (Coryphaena Hippurus), Lenguado (Solea Solea), Pargo Lunarejo (Lutjanus Guttatus)","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario de la UE. El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima - debe contar con certificacion HACCP Invima vigente."
"Unión Europea","32.0","Productos de la Pesca","001-05 - COMERCIALIZADORA INTERNACIONAL (C.I.) PISCÍCOLA NEW YORK S.A","Tilapia Entera o En Filete (oreochromis Sp)","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario de la UE. El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima - debe contar con certificacion HACCP Invima vigente."
"Unión Europea","32.0","Productos de la Pesca","001-09 - C.I. NATURMEGA S.A.","Ácidos Grasos Omega 3 en Forma de Triglicéridos, Etil Ester y Ácidos Grasos Libres a Partir de Aceite de Pescado, Especialmente Anchoveta (Engraulis Ringens)","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario de la UE. El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima - debe contar con certificacion HACCP Invima vigente."
"Unión Europea","32.0","Productos de la Pesca","001-15 - EXPORT PEZ S.A.S.","Pescado Entero o Fileteado Fresco y Congelado, Tilapia Roja (Oreochromis Sp), Tilapia Plateada (Oreochromis Niloticus), Cachama Blanca (Piaractus Brachypomus), Yamú (Brycon Siebenthalae)","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario de la UE. El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima - debe contar con certificacion HACCP Invima vigente."
"Unión Europea","32.0","Productos de la Pesca","001-17 - C.I. PISCÍCOLA BOTERO S.A.","Pescado Entero Fresco y Filete Fresco de Tilapia (Oreochromis Niloticus)","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario de la UE. El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima - debe contar con certificacion HACCP Invima vigente."
"Unión Europea","32.0","Productos de la Pesca","0011-94 - PISCIFACTORIA EL DIVISO LTDA.","Trucha Entera Congelada, Trucha Deshuesada Congelada, Mariposa Congelada y en Filete (Oncorhynchus Mykiss)","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario de la UE. El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima - debe contar con certificacion HACCP Invima vigente."
"Unión Europea","32.0","Productos de la Pesca","0012-00 - GRUPO ALIMENTARIO DEL ATLÁNTICO S.A. GRALCO S.A.","Lomos de Atún Precocido y Congelado Empacados al Vacío y Conservas de Atún, de las Especies: Thunnus Albacares, Katsuwonus Pelamis, Thunnus Obesus o Thunnus Alalunga","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario de la UE. El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima - debe contar con certificacion HACCP Invima vigente."
"Unión Europea","32.0","Productos de la Pesca","001-2020 - PESQUERA MAR ADENTRO LTDA.","Camaron entero (blanco (litopenaeus occidentalis), coliflor (solenocera agassizi), pink (farfantepenaeus brevirostris))","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario de la UE. El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima - debe contar con certificacion HACCP Invima vigente."
"Unión Europea","32.0","Productos de la Pesca","002-12 - AGROPESQUERA INDUSTRIAL BAHIA CUPICA LTDA. SOCIEDAD COMERCIALIZADORA INTERNACIONAL S.C.I.","Camaron Entero (Blanco (Litopenaeus Occidentalis), Coliflor (Solenocera Agassizi), Pink (Farfantepenaeus Brevirostris))","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario de la UE. El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima - debe contar con certificacion HACCP Invima vigente."
"Unión Europea","32.0","Productos de la Pesca","002-15 - TROUTCO S.A.S.","Trucha Entera Congelada, Trucha Deshuesada Congelada, Mariposa Congelada y en Filete (Oncorhynchus Mykiss)","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario de la UE. El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima - debe contar con certificacion HACCP Invima vigente."
"Unión Europea","32.0","Productos de la Pesca","002-2020 - PISCÍCOLA DE OCCIDENTE","Trucha Entera Congelada, Trucha Deshuesada Congelada, Mariposa Congelada y en Filete (Oncorhynchus Mykiss)","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario de la UE. El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima - debe contar con certificacion HACCP Invima vigente."
"Unión Europea","32.0","Productos de la Pesca","0023-91 - OCEANOS S.A.","Camarón de Cultivo Crudo y Cocido (Litopenaeus Vannamei), Camarón de Mar (Penaeus Brasiliensis) y Langosta (Panulirus Argus)","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario de la UE. El establecimiento que desee ser incluido en la lista de la UE debe solicitarlo al Invima - debe contar con certificacion HACCP Invima vigente."
