"uid","name","description","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","commoncore_publisher","informacindedatos_fechaemisinddmmaaaa","commoncore_contactname","commoncore_language","commoncore_contactemail","commoncore_license","commoncore_issued","informacindelaentidad_sector","commoncore_references","informacindelaentidad_nombredelaentidad","commoncore_publicaccesslevel","commoncore_bureaucode","commoncore_describedby","commoncore_updatefrequency","informacindedatos_urlnormativa","informacindelaentidad_departamento","informacindelaentidad_autor","informacindelaentidad_orden","commoncore_programcode","commoncore_lastupdate","commoncore_homepage","commoncore_uniqueidentifier","informacindelaentidad_reaodependecia","informacindedatos_fechaemisinaaaammdd","informacindelaentidad_reaodependencia","informacindelaentidad_municipio","commoncore_geographiccoverage","informacindedatos_frecuenciadeactualizacin","informacindedatos_idioma","commoncore_theme","informacindedatos_coberturageogrfica","informacindedatos_urldocumentacin"
"5fmt-nmbp","Escuela Municipal de Artes y Oficios instituto municipal de cultura y turismo Bucaramanga - 2021","Caracterización de la población beneficiaria y participante de la Escuela de artes y oficios desagregado por disciplinas,  curso de vida, EPS y rol del estudiante","AlcaldiaBGA","8id2-t5aq","published","public","approved","official","dataset","Cultura","área,estudiante,programa,eps,curso de vida,caracterización","https://www.datos.gov.co/d/5fmt-nmbp","https://www.datos.gov.co/resource/5fmt-nmbp.json","2019-02-06T22:03:29.000","2021-05-19T21:39:50.000","www.datos.gov.co","false","1085","227","1828","20","sistemas@imcut.gov.co","Creative Commons Attribution 4.0 International","Instituto Municipal de Cultura y Turismo - escuela municipal de artes y oficios","https://creativecommons.org/licenses/by/4.0/",,,,,,,,,,,"Cultura",,"Alcaldía Municipal de Bucaramanga",,,,,"https://herramientas.datos.gov.co/es/terms-and-conditions-es","Santander",,"Territorial",,,,,,"2019-01-21"," Instituto Municipal de Cultura y Turismo - escuela municipal de artes y oficios","Bucaramanga",,"Semestral","Español",,"Municipal","https://app.powerbi.com/view?r=eyJrIjoiMTQyOGY5YWUtNjJjMi00OWU0LTkyYjYtYjFiZWNlMDI3M2YwIiwidCI6IjEwMzQ3NGZjLTYwYmYtNGRiYy1iZjViLTZlMzE3ZmU5MDFlYiIsImMiOjR9"
"g8hy-gwg8","Instituciones Educativas Municipio de Envigado","Ubicación e información de cada uno de las instituciones educativas del Municipio de Envigado","Municipio de Envigado","kp8q-gf3h","published","public","approved","official","dataset","Educación","colegios,educacion,coordenadas,envigado","https://www.datos.gov.co/d/g8hy-gwg8","https://www.datos.gov.co/resource/g8hy-gwg8.json","2018-08-03T18:37:38.000","2022-09-09T15:06:19.000","www.datos.gov.co","false","908","267","82","26","leonardo.aguas@envigado.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Alcaldía de Envigado","http://www.envigado-antioquia.gov.co",,,,,,,,,,,"Función Pública",,"Alcaldía Municipal de Envigado",,,,,,"Antioquia",,"Territorial",,,,,,"2018-08-03","Secretaría de Educación","Envigado",,"Anual","Español",,"Municipal",
"i5am-yknc","Participantes Juegos Deportivos Campesinos Veredales","Deportistas de las diferentes veredas que participaron de los Juegos Deportivos Campesinos Veredales en el municipio de Uramita en el 2019.","Alcaldia_San_Jeronimo","wn62-z9uc","published","public","approved","official","dataset","Deporte y Recreación",,"https://www.datos.gov.co/d/i5am-yknc","https://www.datos.gov.co/resource/i5am-yknc.json","2019-08-26T22:57:45.000","2019-08-26T23:07:22.000","www.datos.gov.co","false","182","58","66","21","deportes@sanjeronimo-antioquia.gov.co","Creative Commons Attribution 4.0 International","Secretaría de Educación municipal","http://www.indeportesantioquia.gov.co/simi/",,,,,,,,,,,"Deporte y recreación",,"Alcaldía Municipal de San Jerónimo",,,,,,"Antioquia",,"Territorial",,,,,,"26/08/2019","Recreación de deportes","San Jerónimo",,"Anual","Español",,"Departamental",
"d6b4-yi6k","UCundinamarca- Registro de Activos de la Información- Gestión Formación y Aprendizaje","Contiene registro de Activos de Información de la Universidad de Cundinamarca de la Gestión Formación y Aprendizaje","Ucundinamarca","q6ff-cz7f","published","public","approved","official","dataset","Educación",,"https://www.datos.gov.co/d/d6b4-yi6k","https://www.datos.gov.co/resource/d6b4-yi6k.json","2021-03-16T18:31:30.000","2021-03-16T18:33:55.000","www.datos.gov.co","false","120","11","4885","15","planeacion@ucundinamarca.edu.co",,,"https://www.datos.gov.co/d/d6b4-yi6k",,,,,,,,,,,"Educación",,"Universidad de Cundinamarca",,,,,,"Cundinamarca",,"Territorial",,,,,,"2020-11-15","Dirección de Sistemas y Tecnologia ","Fusagasugá",,"Anual","Español",,"Departamental",
"dwva-mu8m","Activos de información","Activos de información de la Gobernación del Meta","Gobernación del Meta","3bdw-63kw","published","public","approved","official","dataset","Función pública","activos,activos de información,informacion","https://www.datos.gov.co/d/dwva-mu8m","https://www.datos.gov.co/resource/dwva-mu8m.json","2019-08-29T15:52:34.000","2022-05-11T22:06:26.000","www.datos.gov.co","false","127","19","526","13","gobiernodigital@meta.gov.co","Public Domain","Gobernacion del","https://www.datos.gov.co/d/dwva-mu8m",,,,,,,,,,,"Planeación",,"Gobernación del Meta",,,,,,"Meta",,"Territorial",,,,,,"2022-05-11","Direccion de planeaci","Villavicencio",,"Trienio","Español",,"Departamental",
"39gw-ueii","Viviendas de Interés Social Urbanas Iniciadas","El indicador mide el número de Viviendas de Interés Social urbanas que inician construcción en un periodo determinado. La VIS urbana se entiende como aquella unidad habitacional cuyo valor comercial no supera el establecido legalmente a la fecha.","Carlos Fernando Rueda Gallardo","3xqk-ksuy","published","public","approved","official","dataset","Vivienda, Ciudad y Territorio","viviendas","https://www.datos.gov.co/d/39gw-ueii","https://www.datos.gov.co/resource/39gw-ueii.json","2021-10-11T13:34:18.000","2021-11-25T22:36:31.000","www.datos.gov.co","false","135","25","56","3","carueda@dnp.gov.co",,"Departamento Nacional de Planeación","https://www.datos.gov.co/d/39gw-ueii",,,,,,,,,,,"Planeación",,"Departamento Nacional de Planeación",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-10-11","Subdirección de Vivienda y Desarrollo Urbano","Bogotá D.C.",,"Trimestral","Español",,"Nacional",
"f24b-p924","Créditos de consumo otorgados","Registro Creditos de consumo otorgados","ALCALDÍA DE MEDELLÍN","x6fv-8vwk","published","public","approved","official","href","Hacienda y Crédito Público","credito","https://www.datos.gov.co/d/f24b-p924",,"2020-10-02T15:26:45.000","2020-10-02T15:26:45.000","www.datos.gov.co","false","106","0",,,"gobierno.digital@medellin.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Secretaría Desarrollo Económico",,,,,,,,,,,,"Hacienda y Crédito Público",,"Alcaldía Municipal de Medellín",,,,,,"Antioquia",,"Territorial",,,,,,"2020-04-28","Secretaría Desarrollo Económico","Medellín",,"Mensual","Español",,"Municipal",
"mt2s-mb8c","La Dorada Conecta, base de datos preliminar.","El presente conjunto de datos contiene la información de geo referencia de los Puntos de Acceso Wifi (PAW) actuales y proyectados del area urbana y rural del Municipio de la Dorada.","Alcaldía Municipal de La Dorada - Caldas","i4cz-zenx","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación","municipio la dorada,zonas wifi,zona wifi gratuita,wifi gratis","https://www.datos.gov.co/d/mt2s-mb8c","https://www.datos.gov.co/resource/mt2s-mb8c.json","2021-12-16T22:14:26.000","2022-08-23T23:03:42.000","www.datos.gov.co","false","106","21","82","7","sistemas@ladorada-caldas.gov.co","Public Domain","Alcaldia Municipal de La Dorada","http://www.ladorada-caldas.gov.co/",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Alcaldía Municipal de La Dorada",,,,,,"Caldas",,"Territorial",,,,,,"2021-12-16","División de Sistemas","La Dorada",,"Semestral","Español",,"Municipal",
"89vu-u8ik","Registro de enajenadores de vivienda Barranquilla","Datos de las constructoras e inmobiliarias registradas en la Secretaría de Control Urbano y Espacio Público de Barranquilla otorgándole su permiso para ejercer su actividad de enajenación.","AlcaldiaBarranquilla","6ar2-ee2d","published","public","approved","official","dataset","Vivienda, Ciudad y Territorio","entidad,enajenador,barranquilla,vivienda","https://www.datos.gov.co/d/89vu-u8ik","https://www.datos.gov.co/resource/89vu-u8ik.json","2021-07-19T22:28:48.000","2022-05-31T20:37:10.000","www.datos.gov.co","false","198","22","593","5","sistemas@barranquilla.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Alcaldia Distrital de Barranquilla","https://www.datos.gov.co/d/89vu-u8ik",,,,,,,,,,,"Vivienda Ciudad y Territorio",,"Alcaldía Distrital de Barranquilla, Distrito Especial, Industrial y Portuario",,,,,,"Atlántico",,"Territorial",,,,,,"2020-07-02","Secretaría de Control Urbano y Espacio Público","Barranquilla",,"Trimestral","Español",,"Municipal",
"t8zf-293a","Proyecto Avenida Simón Bolívar - SETP Valledupar.","Construcción y rehabilitación de la malla vial y espacio público, renovación y optimización de las redes de acueducto y alcantarillado sanitario, y construcción del colector de aguas lluvias de la avenida simón bolívar entre las glorietas del terminal y la ceiba; incluye la optimización del canal de aguas lluvias de la calle 44 desde la glorieta del terminal hasta el rio Guatapurí y sus obras complementarias para la puesta en marcha del sistema estratégico de transporte público colectivo de la ciudad de Valledupar.","Sistema Integrado de Transporte de Valledupar - SIVA","tm9i-c2hh","published","public","approved","official","dataset","Transporte","siva,sistema integrado de transporte de valledupar,proyectos siva","https://www.datos.gov.co/d/t8zf-293a","https://www.datos.gov.co/resource/t8zf-293a.json","2022-06-06T03:33:14.000","2022-06-06T03:39:34.000","www.datos.gov.co","false","27","4","1","12","sistemastics@siva.gov.co","Creative Commons Attribution 4.0 International","Sistema Integrado de Transporte de Valledupar","https://siva.gov.co/proyectos-ejecutados/",,,,,,,,,,,"Transporte",,"Sistema Integrado de Transporte de Valledupar",,,,,,"Cesar",,"Territorial",,,,,,"2022-06-03","Área de Infraestructura","Valledupar",,"Anual","Español",,"Municipal","https://siva.gov.co/proyectos-ejecutados"
"twp5-fnc4","Plan de Gasto Publico 2018","Este conjunto de datos contiene el Plan de Gasto Publico 2018","Municipio de Marinilla","3byh-eavd","published","public","approved","official","dataset","Hacienda y Crédito Público","plan,gasto","https://www.datos.gov.co/d/twp5-fnc4","https://www.datos.gov.co/resource/twp5-fnc4.json","2018-08-29T20:50:58.000","2019-07-10T15:53:30.000","www.datos.gov.co","false","511","107","789","29","gobiernoenlinea@marinilla-antioquia.gov.co","Creative Commons Attribution 4.0 International","Secretaria Hacienda municipio de Marinilla","https://www.datos.gov.co/d/twp5-fnc4",,,,,,,,,,,"Hacienda y Crédito Público",,"Alcaldía Municipal de Marinilla",,,,,,"Antioquia",,"Territorial",,,,,,"2018-08-29","Secretaria de Hacienda","Marinilla",,"Anual","Español",,"Municipal",
"ivuy-xix4","Evaluación de Tierras para el cultivo tecnificado de plátano (Musa paradisiaca), variedad Dominico - Hartón, en el departamento del Quindío. Escala 1:25.000. Diciembre 2019.","El mapa es el producto resultante de la validación y aplicación de la metodología de evaluación de tierras con fines agropecuarios a escala 1:25.000 en el departamento del Quindío, en el marco del convenio interadministrativo No. 275 de 2016, suscrito entre la Gobernación del Quindío y la UPRA. El proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. El mapa de aptitud, es una herramienta que permite identificar posibles núcleos de desarrollo, orientar políticas del sector agropecuario y de la planificación rural del departamento.

Categorías:

Aptitud alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo del cultivo tecnificado de plátano (Musa paradisiaca), variedad Dominico - Hartón.","UPRA","mskn-mcjt","published","public","approved","official","dataset","Agricultura y Desarrollo Rural","zonificación,upra,sostenibilidad,productividad,planificación,aptitud,plátano","https://www.datos.gov.co/d/ivuy-xix4","https://www.datos.gov.co/resource/ivuy-xix4.json","2020-11-28T21:00:47.000","2020-11-28T21:08:31.000","www.datos.gov.co","false","181","24","3638","9","atencionalusuario@upra.gov.co","Creative Commons 1.0 Universal (Public Domain Dedication)","Unidad de Planificación Rural Agropecuaria - UPRA","https://www.upra.gov.co/",,,,,,,,,,,"Agricultura y Desarrollo Rural",,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-12-01","Dirección de uso eficiente del suelo y adecuación de tierras","Bogotá D.C.",,"Trienio","Español",,"Departamental","https://sipra.upra.gov.co; https://catalogometadatos.upra.gov.co:8443/uprageonet/srv/spa/catalog.search#/metadata/be0f22a8-817d-422a-b813-0247e88b7443"
"qqhc-59bx","Atenciones 2016","Registro de atenciones realizadas en las diferentes sedes de la Personeria de Medellin en lo corrido del 2016","Datos Abiertos Personeria de Medellin","9gep-skrq","published","public","approved","official","dataset","Organismos de Control",,"https://www.datos.gov.co/d/qqhc-59bx","https://www.datos.gov.co/resource/qqhc-59bx.json","2019-08-22T19:19:39.000","2019-08-22T19:30:15.000","www.datos.gov.co","false","128","19","78648","17",,,"Individual","https://www.datos.gov.co/d/qqhc-59bx",,,,,,,,,,,"Organismos de control y vigilancia",,"Personería Municipal de Medellín",,,,,,"Antioquia",,"Territorial",,,,,,"2019-08-22","Oficina de Planeacion","Medellín",,"No aplica","Español",,"Municipal",
"s65h-7665","Muertes por accidentes de transporte. Colombia, años 2016 a 2019","Contiene información prevalente de las muertes por accidentes de transporte ocurridas en el territorio nacional Colombiano en el periodo de tiempo comprendido entre los años 2016 y 2019, de los cuales tiene conocimiento y son registrados por el Instituto Nacional de Medicina Legal y Ciencias Forenses.","Instituto Nacional de Medicina Legal y Ciencias Forenses","yqq2-9fsj","published","public","approved","official","dataset","Justicia y Derecho","medicina legal,accidente de transporte,lesiones fatales","https://www.datos.gov.co/d/s65h-7665","https://www.datos.gov.co/resource/s65h-7665.json","2021-03-11T21:30:30.000","2021-03-11T22:12:59.000","www.datos.gov.co","false","976","229","27805","10",,"Creative Commons Attribution 4.0 International","Instituto Nacional de Medicina Legal y Ciencias Forenses","https://www.medicinalegal.gov.co",,,,,,,,,,,"Justicia y del Derecho",,"Instituto Nacional de Medicina Legal y Ciencias Forenses",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-02-25","Grupo Centro de Referencia Nacional sobre Violencia","Bogotá D.C.",,"Anual","Español",,"Nacional","https://www.medicinalegal.gov.co/cifras-estadisticas/forensis"
"9xrr-i6kz","Encuesta de Carga Financiera y Educación Financiera de los Hogares - IEFIC","Microdatos anonimizados de la Encuesta de Carga Financiera y Educación Financiera de los Hogares desde el año 2010, estos proporcionan información estratégica de variables financieras, de consumo y que hacen las personas normalmente para cubrir los déficit financieros, a quien recurren y si conocen las condiciones de negociación al momento de tomar un crédito, cuánto pagan a capital, interés, valor de la cuota y valor total de la deuda.","Departamento Administrativo Nacional de Estadística","afgg-dcq2","published","public","approved","official","href","Estadísticas Nacionales","compañía de financiamiento comercial (cfc),cheque,comisión,títulos valor,títulos de tesorería (tes),titularización,tasa interna de retorno – tir,tasa de interés,swap,seguros provisionales,riesgo,revaluación,reserva legal,rentabilidad,rendimiento,provisiones,privatización,prima,préstamo,patrimonio,pasivos,pagaré,mora,monto,mercado de capitales,liquidez,inversión,interés,inflación,índice,indicadores de endeudamiento,impuesto,honorario,forwards,fondos mutuos de inversión,fondo de pensiones voluntarias,fondo de pensiones obligatorias,fiduciaria,fiducia,endeudamiento,dividendo,devaluación,descuento,derivados,derecho de suscripción,depreciación,democratización del capital,cupón,crédito,corretaje,corporaciones financieras,conversión de una deuda,comisión por retiros parciales,activo,amortización,bono,capital,capitalización","https://www.datos.gov.co/d/9xrr-i6kz",,"2016-07-14T15:41:34.000","2016-07-14T15:41:34.000","www.datos.gov.co","false","1864","1",,,"contacto@dane.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Departamento Administrativo Nacional de Estadística","http://microdatos.dane.gov.co/index.php/catalog/MICRODATOS/about_collection/9/1",,,,,"2018-05-11",,,,,,"Estadísticas",,"Departamento Administrativo Nacional de Estadística",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-08-13","DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA","Bogotá D.C.",,"Anual","Español",,"Nacional","http://microdatos.dane.gov.co/index.php/catalog/MICRODATOS/about_collection/9/1"
"t5sw-amxr","Accidentalidad Municipio de  Envigado","Condición de las victimas de accidentes de tránsito en el Municipio de Envigado","Municipio de Envigado","kp8q-gf3h","published","public","approved","official","dataset","Transporte","transporte,envigado,accidentalidad,tránsito,movilidad","https://www.datos.gov.co/d/t5sw-amxr","https://www.datos.gov.co/resource/t5sw-amxr.json","2018-07-18T17:24:50.000","2022-01-14T15:23:15.000","www.datos.gov.co","false","3167","1462","37005","21","leonardo.aguas@envigado.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Alcaldía de Envigado","http://www.envigado-antioquia.gov.co",,,,,,,,,,,"Función Pública",,"Alcaldía Municipal de Envigado",,,,,,"Antioquia",,"Territorial",,,,,,"2018-07-18","Secretaría de Movilidad","Envigado",,"Semestral","Español",,"Municipal",
