"n_expediente","tiposervicio","a_o","asuntoexpediente","municipio","vereda","coordenada_x","coordenada_y","estado"
"OOAF-0014/17","Autorizaciones Aprovechamiento Forestal Único o Persistente","2017","SOLICITUD APROVECHAMIENTO FORESTAL ÚNICO","SOGAMOSO","MORCA",,,"Notificación realizada"
"OOAF-0015/00","Aprovechamiento Forestal Comercial","2000","FINCA EL ENCANTO","Sin Información","TOCOGUA","NULL","NULL","Archivo Definitivo"
"OOAF-0015/01","Aprovechamiento Forestal Comercial","2001","Finca san jorge y san jose","Sin Información","TIRGA","NULL","NULL","Archivo Definitivo"
"OOAF-0015/02","Aprovechamiento Forestal Comercial","2002","FINCA BUENA VISTA","Sin Información","QUEBRADA GRANDE","NULL","NULL","Archivo Definitivo"
"OOAF-0015/04","Aprovechamiento Forestal Comercial","2004","LA DONA","Sin Información","CENTRO","NULL","NULL","Archivo Definitivo"
"OOAF-0015/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Plantado","PESCA","LLANO GRANDE","NULL","NULL","Archivo Definitivo"
"OOAF-0015/08","Aprovechamiento Forestal Comercial","2008","PERMISO BOSQUE NATURAL","PUERTO BOYACA","CALDERON",,,"Archivo Definitivo"
"OOAF-0015/09","Aprovechamiento Forestal Comercial","2009","FORESTAL BOSQUE NATIVO","PAUNA","QUEBRADA SECA","1004610.00","1126349.00","Archivo Definitivo"
"OOAF-0015/10","Aprovechamiento Forestal Comercial","2010","PERMISO MENOR","TUNUNGUA","SANTA ROSA","1014999.00","1125562.00","Archivo Definitivo"
"OOAF-0015/11","Aprovechamiento Forestal Doméstico","2011","APROVECHAMIENTO FORESTAL","PAUNA","IBAMA",,,"Archivo Definitivo"
"OOAF-0015/12","Aprovechamiento Forestal Comercial","2012","TALA DE ARBOLES","OTANCHE","SAN JOSE DE NAZARETH",,,"Archivo Definitivo"
"OOAF-0015/13","Aprovechamiento Forestal Comercial","2012","TALA Y PODA DE ARBOLES","PAUNA","MANOTE",,,"Archivo Definitivo"
"OOAF-0015/95","Aprovechamiento Forestal Comercial","1995","APROBECHAMIENTO FORESTAL","GAMEZA","ZONA URBANA",,,"Archivo Definitivo"
"OOAF-0015/98","Aprovechamiento Forestal Comercial","1998","RINCON","SOTAQUIRA","MORAL",,,"Archivo Definitivo"
"OOAF-0016/00","Aprovechamiento Forestal Comercial","2000","FINCA SAN LUIS","Sin Información","CANOCAS","NULL","NULL","Archivo Definitivo"
"OOAF-0016/01","Aprovechamiento Forestal Comercial","2001","Finca el bosque","Sin Información","PANTANITOS","NULL","NULL","Archivo Definitivo"
"OOAF-0016/02","Aprovechamiento Forestal Comercial","2002","FINCA LOTE RURAL","Sin Información","SAN ONOFRE","NULL","NULL","Archivo Definitivo"
"OOAF-0016/03","Aprovechamiento Forestal Comercial","2003","HACIENDA LA PINATADA","Sin Información","CALDERON","NULL","NULL","Archivo Definitivo"
"OOAF-0016/04","Aprovechamiento Forestal Comercial","2004","BOCATOMA","Sin Información","SEGUNDA CHORRERA","NULL","NULL","Archivo Definitivo"
"OOAF-0016/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Plantado","SIACHOQUE","TIRGA","NULL","NULL","Archivo Definitivo"
"OOAF-0016/07","Aprovechamiento Forestal Comercial","2007","Bosque natural","Sin Información","CHIZO CENTRO","1121108","1003268","Archivo Definitivo"
"OOAF-0016/09","Aprovechamiento Forestal Comercial","2009","PERMISO MENOR","SAN PABLO DE BORBUR","CHIZO CENTRO",,,"Archivo Definitivo"
"OOAF-0016/10","Aprovechamiento Forestal Comercial","2010","FORESTAL VARIAS ESPECIES","MARIPI","SANTA ROSA","999473.00","1108686.00","Archivo Definitivo"
"OOAF-0016/11","Aprovechamiento Forestal Doméstico","2011","APROVECHAMIENTO FORESTAL","OTANCHE","CURUBITA",,,"Archivo Definitivo"
"OOAF-0016/12","Aprovechamiento Forestal Doméstico","2012","TALA DE ARBOLES","TOTA","ZONA URBANA",,,"Para Generar Acto Administrativo"
"OOAF-0016/13","Aprovechamiento Forestal Comercial","2013","ENTRESACA ARBOLES","PAUNA","BOQUIPI",,,"Archivo Definitivo"
"OOAF-0016/97","Aprovechamiento Forestal Comercial","1997","EL CEDRO","COMBITA","SAN ONOFRE",,,"Archivo Definitivo"
"OOAF-0017/00","Aprovechamiento Forestal Comercial","2000","FINCA LA VEGA","Sin Información","SAN PEDRO","NULL","NULL","Archivo Definitivo"
"OOAF-0017/01","Aprovechamiento Forestal Comercial","2001","Finca Juan Antonio","Sin Información","SEGUNDA CHORRERA","NULL","NULL","Archivo Definitivo"
"OOAF-0017/02","Aprovechamiento Forestal Comercial","2002","CERTIFICACION TRASFORMACION DE MADERA","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0017/03","Aprovechamiento Forestal Comercial","2003","FINCA SAN JOSE","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0017/04","Aprovechamiento Forestal Comercial","2004","RANCHO GRANDE","Sin Información","CANOCAS","NULL","NULL","Archivo Definitivo"
"OOAF-0017/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Natural","MARIPI","CARRERA","NULL","NULL","Archivo Definitivo"
"OOAF-0017/07","Aprovechamiento Forestal Comercial","2007","FORESTAL BOSQUE NATURAL","OTANCHE","CURUBITA","988463.00","1133098.00","Archivo Definitivo"
"OOAF-0017/09","Aprovechamiento Forestal Comercial","2009","PERMISO MENOR","SAN PABLO DE BORBUR","ZONA URBANA",,,"Archivo Definitivo"
"OOAF-0017/10","Aprovechamiento Forestal Comercial","2010","PERMISO MENOR","ZETAQUIRA","ESPERANZA",,,"Archivo Definitivo"
"OOAF-0017/11","Aprovechamiento Forestal Doméstico","2011","APROVECHAMIENTO FORESTAL","OTANCHE","CENTRO",,,"Archivo Definitivo"
"OOAF-0017/12","Aprovechamiento Forestal Comercial","2012","TALA DE ARBOLES","MOTAVITA","SALVIAL",,,"Archivo Definitivo"
"OOAF-0017/13","Aprovechamiento Forestal Doméstico","2013","NARANJO. GUAMO. POMARROSO. MANGO. MOPO E HIGUERON","SANTANA","SAN ISIDRO",,,"Archivo Definitivo"
"OOAF-0017/94","Aprovechamiento Forestal Comercial","1994","FORESTAL","CUCAITA","CENTRO",,,"Archivo Definitivo"
"OOAF-0018/00","Aprovechamiento Forestal Comercial","2000","FINCA EL CEREZO","Sin Información","CHORRITO","NULL","NULL","Archivo Definitivo"
"OOAF-0018/01","Aprovechamiento Forestal Comercial","2001","Finca los alcazares","Sin Información","EL ROBLE","NULL","NULL","Archivo Definitivo"
"OOAF-0018/02","Aprovechamiento Forestal Comercial","2002","FINCA SAN JOSE","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0018/03","Aprovechamiento Forestal Comercial","2003","KIBUCO","Sin Información","PARAMO","NULL","NULL","Archivo Definitivo"
"OOAF-0018/04","Aprovechamiento Forestal Comercial","2004","PERMISO MENOR","Sin Información","CARRERA","NULL","NULL","Archivo Definitivo"
"OOAF-0018/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Plantado","TUNJA","BARON","NULL","NULL","Archivo Definitivo"
