"dm_institucion_cod_institucion","nombre","ccb_nit_inst","orden","suborden","nivel_institucion","clasificacion_organica","sector","naturaleza_juridica","tipo_institucion","idmunicipio","municipio","iddepartamento","departamento","direccion","fax","email","ccb_telefono","ccb_pagina_web","longitud","latitud","estado_ins","nombre_representante","cargo_representante"
"1490","CONCEJO DE CHINU","812003936","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","182","CHINÚ","23","Córdoba","Casa de la Cultura 2 Piso","NULL","concejo@chinu-cordoba.gov.co","7751939","NO DISPONIBLE","-75.401527","9.105964","Activa","NULL","NULL"
"0886","CORPORACION AUTONOMA REGIONAL DE SANTANDER","804000292","Nacional","No Aplica","No Aplica","Entes autónomos","Ambiente y Desarrollo Sostenible","Órganos autónomos","Régimen Autónomo","679","SAN GIL","68","Santander","Carrera 12 No. 9-06","(57)7 7235668","mpqj@hotmail.com,
Contactenos@cas.gov.co","(57)7 7240762","http://www.cas.gov.co","-73.13412","6.554824","Activa","NULL","NULL"
"5945","PERSONERÍA DE SANTA ANA","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","707","SANTA ANA","47","Magdalena","Calle 2 No. 5 - 56","NULL","NULL","(5) 6837004","NO DISPONIBLE","-74.570544","9.322961","Activa","NULL","NULL"
"1450","CENTRO DE SALUD SAN GABRIEL ARCÁNGEL - VILLAGARZÓN","846001620","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","885","VILLAGARZÓN","86","Putumayo","villagarzon","091-984287089","esehvilla2004@yahoo.es","4284585","NO DISPONIBLE","-76.617431","1.028507","Activa","NULL","NULL"
"2809","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE PADUA DE SIMITI","900196366","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","744","SIMITÍ","13","Bolívar","calle del hospital No 10-16","095-5699321","hospitalsanantoniodepadua@hotmail.com","095-5697193","NO DISPONIBLE","-73.946404","7.957151","Activa","NULL","NULL"
"3720","EMPRESA DE SERVICIOS PUBLICOS SAN PABLO - NARIÑO","900068939","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","693","SAN PABLO","52","Nariño","Calle 2ª con Carrera 1ª Centro de Desarrollo Comunitario","092-7285223","emsanpablo@yahoo.es","7285223","NO DISPONIBLE","-77.012855","1.669165","Activa","NULL","NULL"
"4417","GOBERNACIÓN DE RISARALDA","891480085-7","Territorial","Departamental","Central","Ejecutiva","No Aplica","Gobernación","Adscripción","001","PEREIRA","66","Risaralda","Calle 19 No. 13-17","096-3398301","gobernador@risaralda.gov.co","3398300 Ext 364 - 200 - 202 - 276","http://www.risaralda.gov.co","-75.690601","4.808717","Activa","NULL","NULL"
"0286","ALCALDÍA DE CÓRDOBA QUINDÍO","890001061","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","212","CÓRDOBA","63","Quindio","Carrera 10 Calle 14 esquina Alcaldia Municipal","096-7545099","alcaldia@cordoba-quindio.gov.co","7545099 - 7545190- 7545394","http://www.cordoba-quindio.gov.co","-75.687434","4.392095","Activa","NULL","NULL"
"5525","PERSONERÍA DE UBATE","899999281","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","843","VILLA DE SAN DIEGO DE UBATE","25","Cundinamarca","CRA 7 No. 6-51","091-8553820","deyagape@hotmail.com","855-3302, CEL 3202359154","http://www.alcaldiadeubate.gov.co","-73.815439","5.309822","Activa","NULL","NULL"
"8247","EMPRESA DE SERVICIO DE ASEO DE ARGELIA S.A..","NULL","Territorial","Municipal","Descentralizado","Ejecutiva","NULL","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","054","ARGELIA","76","Valle del Cauca","VACIA","NULL","NULL","000","NO DISPONIBLE","-76.1212903546463","4.72709613634352","Activa","NULL","NULL"
"5468","PERSONERÍA DE SANTA ROSA DE VITERBO","800039213","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","693","SANTA ROSA DE VITERBO","15","Boyacá","CALLE 8 No. 4-15","098-7860345","starosaviterbo@gmail.com","0987-860050","http://starosaviterbo.gov.co","-72.982728","5.87379","Activa","NULL","NULL"
"1819","CONCEJO DE GACHANTIVA","800020045","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","293","GACHANTIVÁ","15","Boyacá","Carrera 5 No 4 -27. Palacio Municipal Centro","7427439","contactenos@concejo-gachantiva-boyaca.gov.co  / alcaldia@gachantiva-boyaca.gov.co","7427439","http://concejo-gachantiva-boyaca.gov.co","-73.54938","5.752134","Activa","NULL","NULL"
"8482","AGENCIA CATASTRAL DE CUNDINAMARCA","901421041-7","Territorial","Departamental","Central","Ejecutiva","NULL","Unidad Administrativa Especial con Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","CALLE 26 No 51 53, BOGOTA","3102419948","eduardo.contreras@cundinamarca.gov.co","7490000","http://www.cundinamarca.gov.co/Home/inicio.gob","-74.072092","4.710989","Activa","NULL","NULL"
"3348","HOSPITAL DE EL PASO - HERNANDO QUINTERO BLANCO - EL PASO","824000440","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","250","EL PASO","20","Cesar","carrera 6 número 3-70 el paso cesar","095-5530155","hhqb@telecom.com.co","5530155","NO DISPONIBLE","-73.74643","9.661436","Activa","NULL","NULL"
"0563","ALCALDÍA DE EL TABLÓN - NARIÑO","800099080","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","258","EL TABLÓN DE GÓMEZ","52","Nariño","PALACIO MUNICIPAL EL TABLÓN DE GÓMEZ","092-7229038","alcaldia@eltablondegomez-narino.gov.co","7264800","http://eltablondegomez-narino.gov.co","-77.097224","1.427619","Activa","NULL","NULL"
"5309","PERSONERÍA DE MARGARITA","806007928","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","440","MARGARITA","13","Bolívar","CALLE PRINCIPAL PALACIO MUNICIPAL","NULL","ximena@hotmail.com","3124222984","NO DISPONIBLE","-74.280513","9.166368","Activa","NULL","NULL"
"1051","ALCALDÍA DE SAN LUIS - ANTIOQUIA","890984376","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","660","SAN LUIS","05","Antioquia","Carera 18 Nº 17-08","054-8348319","alcaldia@sanluis-antioquia.gov.co","(4) 8348115","http://www.sanluis-antioquia.gov.co","-74.995071","6.042454","Activa","NULL","NULL"
"4952","PERSONERÍA DE ARROYOHONDO","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","062","ARROYOHONDO","13","Bolívar","VACIA","NULL","NULL","VACIA","NO DISPONIBLE","-75.019121","10.256929","Activa","NULL","NULL"
"1526","CONCEJO DE APARTADO","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","045","APARTADÓ","05","Antioquia","Cra 100 No. 103A - 02","(57)(4)8280175","contactenos@apartado-antioquia.gov.co","(57)(4)8280457","NO DISPONIBLE","-76.624692","7.882761","Activa","NULL","NULL"
"5927","PERSONERÍA DE SAN MATEO","891857821","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","673","SAN MATEO","15","Boyacá","CARRERA 4 No. 3-41 PISO 2","098-7894176","samuma123@yahoo.com.mx","7894122","http://www.sanmateo-boyaca.gov.co","-72.554634","6.402013","Activa","NULL","NULL"
"0796","ALCALDÍA DE MUZO","800077808","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","480","MUZO","15","Boyacá","calle 3 N° 8-03","098-7256276","municipiodemuzo@yahoo.es","3105625078","http://muzo-boyaca.gov.co","-74.103016","5.531629","Activa","NULL","NULL"
"1137","ALCALDÍA DE SOPETRÁN","890981080","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","761","SOPETRÁN","05","Antioquia","Carrera 10 No. 10 -42","094-8541416","contactenos@sopetran-antioquia.gov.co","8541560 ext. 107","http://www.sopetran-antioquia.gov.co","-75.743398","6.501534","Activa","NULL","NULL"
"6175","TERMINAL DE TRANSPORTES DE HONDA S. A.","800149152","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Sociedad de Economía Mixta","Vinculación","349","HONDA","73","Tolima","Local 10 Avenida Soto camero","098-9999999","lucla6@hotmail.com","098-2515647,9892513125,","NO DISPONIBLE","-74.737081","5.205118","Activa","NULL","NULL"
"4482","INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD SERVICIOS MÉDICOS ASISTENCIALES DEL CHOCÓ - SEMACH","891680032","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Institución prestadora de servicios de salid","Adscripción","001","QUIBDÓ","27","Chocó","Carrera 4  22 - 25 la Yesquita","094-9999999","lotchoco@col2.telecom.com.co","094-9999999","NO DISPONIBLE","-76.649812","5.695633","Activa","NULL","NULL"
"2171","CONCEJO DE GRAMALOTE","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","313","GRAMALOTE","54","Norte de Santander","Avenida 5 No. 14-87 Barrio Centro San José de Cúcuta","5727200","contactenos@gramalote-nortedesantander.gov.co","5727200","http://www.gramalote-nortedesantander.gov.co/","-72.796795","7.887786","Activa","NULL","NULL"
"5855","PERSONERÍA DE REMOLINO","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","605","REMOLINO","47","Magdalena","VACIA","NULL","NULL","3135253152","NO DISPONIBLE","-74.716383","10.701732","Activa","NULL","NULL"
"6232","UNIVERSIDAD DE LA GUAJIRA","892115029","Territorial","Departamental","No Aplica","Entes autónomos","No Aplica","Ente Universitario Autónomo","No Aplica","001","RIOHACHA","44","La Guajira","Km. 5 Salida Maicao","095-273856","planeacion@uniguajira.edu.co","7282729 - Ext 212","http://www.uniguajira.edu.co","-72.916784","11.538415","Activa","NULL","NULL"
"2576","CONCEJO DE TUMACO","NULL","Territorial","Distrital","No Aplica","Corporaciones administrativas","No Aplica","Concejo Distrital","No Aplica","835","TUMACO","52","Nariño","Calle 11 con Carrera 9 Esquina - Segundo piso - Edificio Alcaldía Municipal","NULL","concejotumaco2012.2013@gmail.com","3183907074","http://www.tumaco-narino.gov.co/concejo.shtml","-78.791265","1.787434","Activa","NULL","NULL"
"8019","PARQUES NACIONALES NATURALES DE COLOMBIA","830016624-7","Nacional","No Aplica","Central","Ejecutiva","Ambiente y Desarrollo Sostenible","Unidad Administrativa Especial sin Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Calle 74 Nro. 11-81","(57 1) 353 2400  Ext 228","atencion.usuario@parquesnacionales.gov.co","3532400 ext 3011 o 3012","http://www.parquesnacionales.gov.co","-74.072092","4.710989","Activa","MOLANO PEREZ, PEDRO ORLANDO","Gerente, Presidente O Director General O Nacional De Entidad Descentralizada Ó D"
"1747","CONCEJO DE CANDELARIA","900318343","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","130","CANDELARIA","76","Valle del Cauca","Carrera 8 No 8 - 55 Candelaria Valle","(2) 2646703","NULL","(2) 2646344 Ext 113 - 264 62 09","http://concejo.candelaria-valle.gov.co/","-76.348857","3.414112","Activa","NULL","NULL"
"2964","CENTRO DE SALUD DEL MUNICIPIO DE SUTAMARCHÁN","820003876","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","776","SUTAMARCHÁN","15","Boyacá","Cra 3 No. 2-02 Sutamarchan Boyacá","098-7251479","esesantoeccehomo@yahoo.com","8-7251479","NO DISPONIBLE","-73.620936","5.620003","Activa","NULL","NULL"
"1988","CONCEJO DE SAN GIL","800.099.824-1","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","679","SAN GIL","68","Santander","Calle 12 No. 9-51 Frente al Parque Principal","7245655","concejo@sangil.gov.co
contactenos@sangil.gov.co","7243400","http://www.sangil-santander.gov.co","-73.13412","6.554824","Activa","NULL","NULL"
"5521","PERSONERÍA DE TUNUNGUA","800099639","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","832","TUNUNGUÁ","15","Boyacá","Calle 2 No. 2-15","7265931","personeriatunungua@yahoo.es","7267383","http://www.tunungua-boyaca.gov.co/Personeria.shtml","-73.93341","5.730498","Activa","NULL","NULL"
"3838","EMPRESAS PÚBLICAS MUNICIPALES DE TIERRALTA","800195828","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","807","TIERRALTA","23","Córdoba","Calle 12 Numero 22-40, Barrio 19 de marzo","NULL","eeppmmt@hotmail.com","7685328","NO DISPONIBLE","-76.062313","8.171571","Activa","NULL","NULL"
"0803","ALCALDÍA DE NEIRA","890801135","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","486","NEIRA","17","Caldas","Carrera 10, calle 10 esquina","096-8587389","alcaldia@neira-caldas.gov.co","8587242","http://neira-caldas.gov.co","-75.520356","5.166841","Activa","NULL","NULL"
"3844","E.S.P. EVAS ENVIAMBIENTALES S.A. EN LIQUIDACIÓN","811046698","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","266","ENVIGADO","05","Antioquia","CRA 43 A 46 A SUR 39 PISO 2 ENVIGADO","094-4032005","gabrielam@evas.com.co","094-4032005","NO DISPONIBLE","-75.587364","6.169611","Activa","NULL","NULL"
"1148","ALCALDÍA DE SUAZA","891180191","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","770","SUAZA","41","Huila","Calle 7 No 7 -03","098-8370287","alcaldia@suaza-huila.gov.co
municipiosuaza@yahoo.es","832 40 36","http://www.suaza-huila.gov.co","-75.794971","1.97688","Activa","NULL","NULL"
"5202","AGENCIA NACIONAL DE INFRAESTRUCTURA.","830125996-9","Nacional","No Aplica","Descentralizado","Ejecutiva","Transporte","Agencia Estatal de Naturaleza Especial","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Calle 24A No. 59-42 Edificio T3 Torre 4 Piso 2","NULL","contactenos@ani.gov.co","4848860","http://www.ani.gov.co","-74.072092","4.710989","Activa","GUTIERREZ TORRES, MANUEL FELIPE","Presidente De Agencia"
"2054","CONCEJO DE TITIRIBI","890980781","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","809","TITIRIBÍ","05","Antioquia","Cra. 20 No. 20-28","8482760","concejo@titiribi-antioquia.gov.co","8482760","http://www.titiribi-antioquia.gov.co/concejo.shtml","-75.79341","6.06259","Activa","NULL","NULL"
"2293","CONCEJO DE MONTEBELLO","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","467","MONTEBELLO","05","Antioquia","Centro Administrativo Municipal - calle 20 Nro. 19-51","NULL","concejo@montebello-antioquia.gov.co","8480560","http://www.montebello-antioquia.gov.co/concejo.shtml","-75.52395","5.946487","Activa","NULL","NULL"
"0314","INSTITUTO NACIONAL PARA SORDOS","899999001-7","Nacional","No Aplica","Descentralizado","Ejecutiva","Educación","Establecimiento Público","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrera 89A # 64C - 30","2509127","contacto@insor.gov.co","(57-1) 4391221","http://www.insor.gov.co","-74.072092","4.710989","Activa","NULL","NULL"
"3989","EMPRESA DE SERVICIOS PUBLICOS  PUERTO SALGAR","832004274","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","572","PUERTO SALGAR","25","Cundinamarca","Calle 12 No.4-22 Barrio Alto Buenos Aires","091-8398110","empusa1@telecom.com.co","6-8398110","NO DISPONIBLE","-74.652693","5.467414","Activa","NULL","NULL"
"5531","PERSONERÍA DE VERGARA","899999448","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","862","VERGARA","25","Cundinamarca","carrera 5 No. 2-18","091-8459050","alcaldia@vergara-cundinamarca.gov.co","918459160","http://www.vergara-cundinamarca.gov.co","-74.344953","5.118232","Activa","NULL","NULL"
"0731","ALCALDÍA DE LOS PATIOS","800044113-5","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","405","LOS PATIOS","54","Norte de Santander","Calle 35 N 3-80 Barrio Doce de Octubre","097-5829959 EXT 200","alcaldia@lospatios-nortedesantander.gov.co","57- 5829959 EXT 201","http://www.lospatios-nortedesantander.gov.co","-72.504392","7.833199","Activa","NULL","NULL"
"0284","EMPRESA NACIONAL PROMOTORA DEL DESARROLLO TERRITORIAL","899999316","Nacional","No Aplica","Descentralizado","Ejecutiva","Planeación","Empresas Industriales y Comerciales del Estado","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Calle 26 No. 13 - 19","5949925","fonade@fonade.gov.co","5940407","http://www.fonade.gov.co","-74.072092","4.710989","Activa","NULL","Gerente, Presidente O Director General O Nacional De Entidad Descentralizada Ó D"
"1406","CASA DE LA CULTURA HUMBERTO HERNANDEZ SANCHEZ DE COVEÑAS","900232996","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","221","COVEÑAS","70","Sucre","Cra. 4 No. 1-10 Urbanización Alikante, Coveñas (Sucre)","NULL","marylopez1806@yahoo.es","3004527044","NO DISPONIBLE","-75.681642","9.402597","Activa","NULL","NULL"
"5043","PERSONERÍA DE COLON","800018650","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","219","COLÓN","86","Putumayo","calle 3 # 7-95 barrio las Palmas","094-4251825","colon219@yahoo.es","3207262434","http://www.colon-putumayo.gov.co","-76.973557","1.18974","Activa","NULL","NULL"
"0350","ALCALDÍA DE CIRCASIA","890001044","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","190","CIRCASIA","63","Quindio","cra 14 No.6-37","092-967584183","alcaldia@circasia-quindio.gov.co","7584183","http://www.circasia-quindio.gov.co","-75.635595","4.616094","Activa","NULL","NULL"
"0603","ALCALDÍA DE GAMARRA","800096595","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","295","GAMARRA","20","Cesar","5626207 _ 5626206","075-5626176","alcaldia@gamarra-cesar.gov.co","5626207 _ 5626206","http://gamarra-cesar.gov.co","-73.743937","8.319316","Activa","NULL","NULL"
