"resource_id","resource_name","resource_url","description","archived","format","type","runtime","subject_areas","authoring_organization","intended_audiences","record_modified","resource_revised"
"L002565112","NIH Grants Policy Statement: 8.2.2 NIH Public Access Policy","https://grants.nih.gov/grants/policy/nihgps/html5/section_8/8.2.2_nih_public_access_policy.htm","The NIH Public Access Policy.","false","HTML","Page",,"Public Access","External Organization","User","2021-11-18T00:00:00.000","2021-04-05T00:00:00.000"
"L001766112","NIH Investigators FAQs","https://www.ncbi.nlm.nih.gov/pmc/about/nihpreprints-faq/#nihinvestfaqs","Overview of NIH guidance on sharing preprints, how to add to My Bibliography, and applicability of NIH Public Access Policy.","false","HTML","Page",,"Preprints","National Library of Medicine","User","2020-09-10T00:00:00.000","2020-06-28T00:00:00.000"
"L003234112","NIH Manuscript Submission (NIHMS) system","https://lor.nnlm.gov/op/op.Download_Share.php?documentid=4241","Facilitates the submission of peer-reviewed manuscripts for inclusion in PubMed Central (PMC) in support of the NIH Public Access Policy. This brief guide to the NIHMS system is designed to quickly orient people who do outreach and training about the resource: Who uses it, for what, and how. The guide also includes teaching examples and alternative resources.","false","PDF","Pamphlet",,"NIH Manuscript System","National Library of Medicine","Trainer","2022-08-17T00:00:00.000","2022-08-12T00:00:00.000"
"L002884112","NIH Manuscript Submission (NIHMS): Deposit and Initial Approval","https://www.youtube.com/watch?v=UwIrhRTj8-M","This video provides a detailed demonstration of the NIH Manuscript Submission (NIHMS) process, including how to associate funding, upload required files, and approve the submission for conversion to PMC-ready documents.","false","MP4 Video","YouTube Video","6","NIH Manuscript System; Public Access","Training Team, NCBI","User","2022-03-14T00:00:00.000","2022-01-27T00:00:00.000"
"L00230080","NIH Manuscript Submission System Slide Show Help","https://www.nihms.nih.gov/help/tutorials/","Help and FAQ for NIH-funded researchers on using the NIH Manuscript Submission System.","false","HTML","Tutorial",,"NIH Manuscript System","Training Team, NCBI","User","2020-10-02T00:00:00.000","2020-01-01T00:00:00.000"
"L001762112","NIH Preprint Pilot","https://www.ncbi.nlm.nih.gov/pmc/about/nihpreprints/","Summary of pilot scope, timeline, and implementation.","false","HTML","Page",,"Preprints","National Library of Medicine","User","2022-05-25T00:00:00.000","2022-05-04T00:00:00.000"
"L002261112","NIH Preprint Pilot Update","https://www.nlm.nih.gov/pubs/techbull/ma21/ma21_pmc_preprint_pilot_update.html","NIH Preprint Pilot Update, posted in the NLM Technical Bulletin","false","HTML","Page",,,"Office of Engagement and Training",,"2021-07-26T00:00:00.000","2021-04-26T00:00:00.000"
"L002541112","NIH Preprint Pilot: A Librarian's Toolkit","https://learn.nlm.nih.gov/documentation/training-packets/T000141112/","The NIH Preprint Pilot Librarian Toolkit has a variety of resources for librarians and other health professionals to learn about the role, access, and use of preprints. The toolkit includes an overview of the preprint pilot project, information for NIH investigators, preprint educational materials, journal preprint policies, and preprint peer review tools.","false","HTML","Directory",,"Preprints","Office of Engagement and Training","Trainer","2021-11-15T00:00:00.000","2021-12-08T00:00:00.000"
"L002563112","NIH Public Access Compliance Monitor User Guide","https://www.ncbi.nlm.nih.gov/pmc/utils/pacm/static/pacm-user-guide.pdf","The NIH Public Access Compliance Monitor (PACM) provides an institution with the current compliance status of all journal articles that are associated with the institution and fall under the NIH Public Access Policy. This database is provided as a service to our awardees to help them track compliance, should they wish to use it. It is not a formal reporting or monitoring tool for NIH.","false","PDF","Pamphlet",,"My NCBI; NIH Manuscript System; PubMed Central; Public Access","National Library of Medicine","User","2021-11-18T00:00:00.000","2019-04-08T00:00:00.000"
"L002882112","NIH Public Access Policy Compliance Wizard","https://publicaccess.nih.gov/determine-applicability.htm","This wizard walks researchers through the steps of determining policy applicability, identifying the PMC submission method, and reporting the publication to NIH.","false","HTML","Help Page or FAQ",,"Public Access","External Organization","User","2022-03-14T00:00:00.000","2016-03-25T00:00:00.000"
"L002881112","NIH Public Access Policy Details","https://publicaccess.nih.gov/policy.htm","Guidance for interpreting the NIH Public Access policy (e.g., defines direct support, addresses specific award types, etc.)","false","HTML","Page",,"Public Access","External Organization","User","2022-03-14T00:00:00.000","2021-05-25T00:00:00.000"
"L002561112","NIH Public Access Policy: When and How to Comply","https://publicaccess.nih.gov/","To advance science and improve human health, NIH makes the peer-reviewed articles it funds publicly available on PubMed Central. The NIH public access policy requires scientists to submit final peer-reviewed journal manuscripts that arise from NIH funds to PubMed Central immediately upon acceptance for publication.","false","HTML","Help Page or FAQ",,"My NCBI; PubMed Central; SciENcv; Public Access","External Organization","User","2021-11-18T00:00:00.000","2021-05-25T00:00:00.000"
"L002564112","NIH Public Access and PMC","https://www.ncbi.nlm.nih.gov/labs/pmc/about/public-access-info/","Answers to your questions about public access and PubMed Central, including: How are NIH-funded articles submitted to PMC? What is the relationship between PMCID, NIHMSID, and PMID? How can I monitor the compliance status of an article? How do I associate funding information with an article already in PubMed?","false","HTML","Help Page or FAQ",,"My NCBI; NIH Manuscript System; PubMed Central; Public Access","National Library of Medicine","User","2022-06-15T00:00:00.000","2022-05-20T00:00:00.000"
"L003049112","NLM Curation at Scale Workshop - Poster Session","https://www.youtube.com/watch?v=QJWCzb-7b7E","Poster Session (Chair: Rezarta Islamaj, NLM)","false","MP4 Video","YouTube Video","60","Genetics and Molecular Biology; Other","National Library of Medicine","User; Trainer; Developer","2022-05-13T00:00:00.000","2022-05-06T00:00:00.000"
"L003048112","NLM Curation at Scale Workshop - Session 1","https://www.youtube.com/watch?v=aEEut4kjPWQ","Session 1: Projects funded by NLM/NIH Extramural Program (Chair: Yanli Wang, NLM)","false","MP4 Video","YouTube Video","100","Genetics and Molecular Biology; Other","National Library of Medicine","User; Trainer; Developer","2022-05-13T00:00:00.000","2022-05-06T00:00:00.000"
"L003047112","NLM Curation at Scale Workshop - Session 2","https://www.youtube.com/watch?v=40DTDJXEQH4","Session 2: Curation in the Ecosystem of Science and Scholarship (Chair: Mike Huerta, NLM)","false","MP4 Video","YouTube Video","90","Genetics and Molecular Biology; Other","National Library of Medicine","User; Trainer; Developer","2022-05-13T00:00:00.000","2022-05-06T00:00:00.000"
"L003045112","NLM Curation at Scale Workshop - Session 3","https://www.youtube.com/watch?v=nz5I8-Coi_E","Session 3: (Semi-)automated Curation Tools and Systems (Chair: Lynette Hirschman, MITRE)","false","MP4 Video","YouTube Video","95","Genetics and Molecular Biology; Other","National Library of Medicine","User; Trainer; Developer","2022-05-13T00:00:00.000","2022-05-06T00:00:00.000"
"L003046112","NLM Curation at Scale Workshop - Session 4","https://www.youtube.com/watch?v=TPLOKkkKd9w","Session 4: Putting Automation into Curation Workflow (Chair: Kim Pruitt, NLM)","false","MP4 Video","YouTube Video","92","Genetics and Molecular Biology; Other","National Library of Medicine","User; Trainer; Developer","2022-05-13T00:00:00.000","2022-05-06T00:00:00.000"
"L003044112","NLM Curation at Scale Workshop - Session 5","https://www.youtube.com/watch?v=9P8Kjptoi0Y","Session 5: Towards Automated Curation of Model Organisms (Chair: Kimberly Van Auken, Caltech)","false","MP4 Video","YouTube Video","87","Genetics and Molecular Biology; Other","National Library of Medicine","User; Trainer; Developer","2022-05-13T00:00:00.000","2022-05-06T00:00:00.000"
"L003043112","NLM Curation at Scale Workshop - Session 6","https://www.youtube.com/watch?v=SoIGb12h_fQ","Session 6: Gene/Variant Curation in Precision Medicine (Chair:Cathy Wu, University of Delaware)","false","MP4 Video","YouTube Video","94","Genetics and Molecular Biology; Other","National Library of Medicine","User; Trainer; Developer","2022-05-13T00:00:00.000","2022-05-06T00:00:00.000"
"L003042112","NLM Curation at Scale Workshop - Session 7","https://www.youtube.com/watch?v=vS6iJmuEKlE","Session 7: Adapting Data Curation @NLM (Chair: Susan Schmidt, NLM)","false","MP4 Video","YouTube Video","77","Genetics and Molecular Biology; Other","National Library of Medicine","User; Trainer; Developer","2022-05-13T00:00:00.000","2022-05-06T00:00:00.000"
