"name","description","feature","year","classification","latitude","longitude","location"
"Henry Singer Park","Henry Singer (1911-1980) was one of Edmonton's leading personalities. Singer, the son of a clothing merchant, was born in Saskatchewan. After a number of years in the music business and a short stint at his father's store, Singer opened a men's clothing store in Edmonton. He served with the Royal Canadian Air Force in WWII (he was the first man in the Force's entertainment unit), returning to his clothing business after the war.  Singer was involved in the revival of the Edmonton Eskimos football team, served on its board of directors, and was a colour commentator on radio broadcasts. For his efforts, Singer was inducted into Edmonton's Sports Hall of Fame in 1981. He served as president of the B'nai B'rith and the Better Business Bureau; headed the United Way campaign; was instrumental in establishing a games competition for the handicapped in Edmonton; was one of the originators of the Klondike Days theme; and wrote the children's book Little Johnnie Greenhorn. The Henry Singer Park is within Rampart Industrial and has an area of 56.8 ha.","Park","1989",,"53.611125","-113.5728549","POINT (-113.5728549 53.611125)"
"Wolf Ridge Way","Developers originally planned to build a bridge across Wolf Willow Ravine to connect the Westridge and Oleskiw neighbourhoods. The bridge was never built and the road remaining in Oleskiw was renamed Wolf Ridge Way. See Wolf Willow Ravine.","Road","1986",,"53.4994427","-113.5993428","POINT (-113.5993428 53.4994427)"
"Terwillegar Vista","See Terwillegar Heights.","Road","1999",,"53.4476712","-113.5829576","POINT (-113.5829576 53.4476712)"
"Bailey Court","Percy Simpson Bailey (1883-1975) was a teacher with the Edmonton Public School Board from 1909 to 1946, and was active in many local organizations. Bailey was born in New Brunswick, gained a BA degree from Mount Allison University, and then taught in his native province and in Saskatchewan before arriving in Edmonton in 1909. His teaching career in Edmonton spanned 37 years, including 11 years as principal of the Edmonton Technical School. Bailey had many other interests. He served as director of the Edmonton Exhibition Association, was past master of the Unity Masonic Lodge, and president of the Edmonton Schoolmen's Club. He was also secretary of the United Empire Loyalists Association, on the vestry of the All Saints Cathedral, a member of the Alpine Club of Canada and of the Mayfair Golf and Country Club.","Road","2001","Commemorative (local)","53.41884","-113.509847","POINT (-113.509847 53.41884)"
"Lansdowne","This neighbourhood in the Douglas subdivision honours Sir Henry Charles Keith Petty-fitzmaurice (1845-1927), fifth Marquess of Lansdowne, sixth Earl of Kerry and Governor General of Canada from 1883 to 1888.","Neighbourhood","1962",,"53.4878937","-113.5455291","POINT (-113.5455291 53.4878937)"
"Ermineskin","Chief Ermineskin of Hobbema was the Cree chief who headed the group located in the Ermineskin Indian Reserve No. 138, established in the 1880s, just south of Wetaskiwin at Bear Hills. The members of the group were among those who signed Treaty No. 6. This neighbourhood follows the Aboriginal naming theme of the Kaskitayo area in which it is located.","Neighbourhood","1975",,"53.4574816","-113.5060584","POINT (-113.5060584 53.4574816)"
"Groat Ravine Bridge","Work began on this bridge, originally known as the Iron Bridge, in 1910. See Groat Bridge and Groat Ravine.","Bridge","CU",,"53.5394151","-113.5623238","POINT (-113.5623238 53.5394151)"
"Hollingsworth Bend","Clare Millar Hollingsworth (1908-2002) was an educational leader whose career spanned over 40 years. Born and raised in Edmonton, he received his education at the University of Alberta and the University of Toronto. Hollingsworth's teaching career began in rural Alberta schools, but he soon moved into the Edmonton Public School system. Over the years he taught University of Alberta summer school courses, served with the Department of Education Curriculum Committee on Business Education and was a member of the Advisory Committee on Secretarial Science at the Northern Alberta Institute of Technology. At the end of his teaching career, he received several honours in recognition of his outstanding contributions to business education. Hollingsworth was also prominent in the field of sport. From 1936 to 1940 he coached the famous Edmonton Commercial Graduates basketball team. He served as Secretary Treasurer for the Canadian Wheelchair Games, was an original member of the Commonwealth Organizing Committee and served as official timekeeper for the Canadian Football League and Junior Football. For his efforts, he was inducted into the Edmonton and the Alberta Sports Halls of Fame and the Canadian Basketball Hall of Fame.","Road","2001",,"53.4590366","-113.5548588","POINT (-113.5548588 53.4590366)"
"Whitemud Ravine","See Whitemud Creek.","Ravine","CU",,"53.4826055","-113.55234","POINT (-113.55234 53.4826055)"
"Breckenridge Bay","See Breckenridge Greens.","Road","1992","Commemorative (local)","53.514367","-113.687776","POINT (-113.687776 53.514367)"
"Warwick Crescent","See Warwick.","Road","1978",,"53.6268232","-113.5384122","POINT (-113.5384122 53.6268232)"
"Bowness Wynd","Ernest W. Bowness (b. 1879) was an engineer who became manager of the Edmonton Electric Light and Power Company in the late 1910s, and was active in Edmonton's business community. Born in PEI, Bowness served in the South African War from 1899 to 1901. He then attended McGill University, receiving a BSc in 1905. After a period teaching in the United States, Bowness came west to make surveys and reports on the Bow River. He was involved in many other projects in western Canada and the US, including a period as an efficiency engineer for the City of Edmonton in 1913. Bowness continued to participate in a variety of engineering projects, including being president of the Edmonton-based Empire Engineering Company, and was identified with the civil and electrical branches of the Professional Engineers of Alberta. He was active in the community as a member of the Edmonton Board of Trade, the Edmonton Club, and the Edmonton Golf and Country Club.","Road","2002","Commemorative (local)","53.417518","-113.5062755","POINT (-113.5062755 53.417518)"
"Edinboro Road","This name appeared on the original registered plan of Windsor Park (c. 1912). At some point, however, the name fell into disuse. In 1932 residents of Windsor Park petitioned to have 93 Avenue formally changed to Edinboro Road because they had seen the name on early maps. The name's origin is not recorded but may be a derivation of Edinburgh, the capital of Scotland.","Road","CU",,"53.5299949","-113.5329497","POINT (-113.5329497 53.5299949)"
"Clover Bar Bridge","Work on the Clover Bar Bridge started in 1951 but was halted a year later because of a shortage of steel. Construction resumed months later and the superstructure was completed in March 1953. This bridge was informally known as the Beverly Bridge, a name later officially given to its twin. The Clover Bar Bridge carries westbound traffic on the Yellowhead Trail. See Clover Bar area.","Bridge","1966",,"53.5725914","-113.3738429","POINT (-113.3738429 53.5725914)"
"Wagner Road","William P. Wagner (1899-1986) was a veteran of both world wars, an educator and superintendent of the Edmonton Public School Board. Wagner began his teaching career in 1916 and left teaching during WWI to serve in the Royal Flying Corps. After the war, he was the principal of schools in the towns of Mannville, Provost and Viking. In 1929 Wagner took a teaching position at Strathcona High School. During the 1930s he took university courses while also teaching night school. In 1942 Wagner enlisted in the Canadian Army and served for four years. He returned to Edmonton and worked for the Edmonton Public School Board for the next 18 years, becoming superintendent in 1955. He retired in 1964. Originally named Davies Road by the Names Advisory Committee, this road was renamed Wagner Road because it was adjacent to the  W.P. Wagner Industrial Trade School (now called the W.P. Wagner High School). The roadway at 86 Street and 58 Avenue to Wagner Road was renamed Davies Road.","Road","1966",,"53.4997945","-113.4488403","POINT (-113.4488403 53.4997945)"
"Blacklock Way","Thomas M. Blacklock worked as a teacher in Alberta for 43 years. Blacklock was born in Utah and came to Edmonton in 1912. He received his BA degree from the University of Alberta and began teaching in 1925. After joining the Edmonton Public School system in 1930, he taught at Parkdale, Oliver and Queens Avenue schools. Blacklock was later appointed vice-principal of King Edward School and principal of Queen Alexandra, Norwood and Strathearn schools. He retired in 1968. Blacklock Way is in the Blackburne neighbourhood.","Road","1991","Commemorative (local)","53.4329183","-113.5060107","POINT (-113.5060107 53.4329183)"
"Connaught Drive","This road, which has existed since around 1912, was probably named after His Royal Highness Arthur William Patrick Albert, 1st Duke of Connaught and Strathearn (1850-1942). The third son of Queen Victoria and Prince Albert, he was governor general of Canada from 1911 to 1916 and was the first member of the royal family to be appointed to the position. He was considered to have taken the post seriously, sometimes disagreeing with the government and causing tension between himself and Minister of Militia Sam Hughes and Prime Minister Robert Borden. He visited Edmonton in 1912, when he officially opened the Legislature Building.","Road","CU",,"53.5455576","-113.543943","POINT (-113.543943 53.5455576)"
"Steinhauer","Henry Bird Steinhauer (d. 1884), an Ojibway, was one of the first missionaries to live in Alberta. Rev. Steinhauer was born and educated in Upper Canada and came west to the Hudson's Bay territories as a Methodist missionary in 1840. He established a mission at Lac La Biche in 1850, but finding little success there, moved his mission to Whitefish Lake in 1858. Steinhauer remained at Whitefish Lake until his death in 1884.","Neighbourhood","1974",,"53.4647326","-113.5055825","POINT (-113.5055825 53.4647326)"
