"companyname","address1","address2","city","state","zipcode","website","contact1","phone1","fax1","email1","contracttitle","mwbecertified","vetservdisabled","delawarevendor","contracturl","expiredate","geocoded_location","awarded_vendor","count"
"Grassbusters Landscaping Company Inc","935 Rahway Drive",,"Newark","DE","19711",,"Richard A. Crouse","302-292-1166",,,"TOWN OF HARTLY SIDEWALK IMPROVEMENTS PHASE II","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5502","2023-05-31T00:00:00.000","935 Rahway Drive
Newark, DE 19711
(39.681195, -75.779856)","Y","1"
"McClafferty Printing Company","1600 N. Scott Street",,"Wilmington","DE","19806","www.mcclaffertyprinting.com","Michael Parson","302-652-8112","302-652-2295","mparson@mcclaffertyprinting.com","Print Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","1600 N. Scott Street
Wilmington, DE 19806
(39.758117, -75.563964)","Y","1"
"NPC, Inc.","13710 Dunnings Highway","P.O. Box 373","Claysburg","PA","16625","www.npcweb.com","Daniel Dainty","814-239-8787","814-239-0029","dan.dainty@npcweb.com","Print Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","13710 Dunnings Highway
Claysburg, PA 16625
(40.312871, -78.447376)","Y","1"
"AMER, Inc.","1010 N. Union St.",,"Wilmington","DE","19805","https://www.sirspeedy.com/wilmingtonde530/","Dan Nestor","302-654-2498","302-654-0852","print@sirspeedywilm.com","Print Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","1010 N. Union St.
Wilmington, DE 19805
(39.754833, -75.569193)","Y","1"
"CCL Secure","6109 Corporate Pkwy.",,"Browns Summit","NC","27214","Banknote.com","Michelle Finn","336-375-1134","336-375-3150","mfinn@cclind.com","Print Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","6109 Corporate Pkwy.
Browns Summit, NC 27214
(36.170437, -79.733531)","Y","1"
"Rydin Decals","700 Phoenix Lake Ave.",,"Streamwood","IL","60107",,"Laura Mowers","(800) 448-1991, Ext. 456","(630) 483-9281","lmowers@rydin.com","Print Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","700 Phoenix Lake Ave.
Streamwood, IL 60107
(42.015923, -88.151176)","Y","1"
"Union Press, Inc.","1723 W. 8th Street",,"Wilmington","DE","19805","https://unionpress.carlsoncraft.com/","Chrissy Grimes","302-652-0496","302-652-2252","chrissy@unionpress.com","Print Services","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","1723 W. 8th Street
Wilmington, DE 19805
(39.751088, -75.568073)","Y","1"
"WorkForce Software","38705 Seven Mile Road","Suite 300","Livonia","MI","48152","http://www.workforcesoftware.com/","Rocky Husaynu - Account Relationship Manager","734-742-7452",,"RHusaynu@workforcesoftware.com","Time and Attendance Management Solution","N","N","N","http://mmp.delaware.gov/Contracts/Details/4111","2023-05-31T00:00:00.000","38705 Seven Mile Road
Livonia, MI 48152
(42.424921, -83.429933)","Y","1"
"Aztec Copies, LLC","3636 Silverside Road",,"Wilmington","DE","19810","www.aztecde.com","Jeffrey Durham","302-478-1969","302-478-1983","jdurham@aztecde.com","Print Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","3636 Silverside Road
Wilmington, DE 19810
(39.809067, -75.547913)","Y","1"
"JD SIgn Company, LLC","411 E. Railroad Ave.",,"Felton","DE","19943","delawaresign.com","Jaosn Dean","302-505-1894","866-432-2502","info@delawaresign.com","Print Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","411 E. Railroad Ave.
Felton, DE 19943
(39.012088, -75.575769)","Y","1"
"KM Printing, LLC","11195 Dolfield Blvd.",,"Owings Mills","MD","21117","www.strategicfactory.com","Scott Stein","443-548-3500","443-738-9800","scotts@strategicfactory.com","Print Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","11195 Dolfield Blvd.
Owings Mills, MD 21117
(39.418341, -76.809075)","Y","1"
"Taylor Corporation dba Taylor Print Impressions","1725 Breakenridge Parkway","Suite 500","Duluth","GA","30096","www.taylor.com","Jon Clewer","443-764-9200","800-470-4296","jclewer@curtis1000.com","Print Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","1725 Breakenridge Parkway
Duluth, GA 30096
(33.956999, -84.105501)","Y","1"
"Vanguard Direct, Inc.","519 Eighth Avenue","23rd Floor","New York","NY","10018","www.hellovanguard.com","John Incollingo","267-468-0211","267-468-0219","jfi@hellovanguard.com","Print Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","519 Eighth Avenue
New York, NY 10018
(40.753263, -73.992695)","Y","1"
"South Jersey Printing","404 Wildflower Ct",,"Mullica Hill","NJ","08062",,"Carmen Tavano","609-617-6152",,"cjtavano@southjerseyprinting.com","Print Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","404 Wildflower Ct
Mullica Hill, NJ 08062
(39.734445, -75.232272)","Y","1"
"Ancar Enterprise, LLC","3411 Silverside Rd #103",,"Wilmington","DE","19801","alphagraphics.com","Atul Chugh","302-477-1884","302-482-4522","achugh@alphagraphics.com","Print Services","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","3411 Silverside Rd #103
Wilmington, DE 19801
(39.808728, -75.541424)","Y","1"
"Reprographics Center, Inc.","298 Churchmans Road",,"New Castle","DE","19720","www.rciplot.com","Mike Janis","302-328-5019","302-328-5067","mike.janis@rciplot.com","Print Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","298 Churchmans Road
New Castle, DE 19720
(39.673275, -75.620161)","Y","1"
"RR Donnelley","2 Braxton Way","Suite 111","Glen Mills","PA","19342","www.rrd.com","Andrew McFillin","484-840-7242","484-841-1015","andrew.mcfillin@rrd.com","Print Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","2 Braxton Way
Glen Mills, PA 19342
(39.876512, -75.51836)","Y","1"
"William N. Cann, Inc.","One Meco Circle",,"Wilmington","DE","19804","Cannprinting.com","Jerry Price","302-995-0820","302-995-0824","jerryprice@cannprinting.com","Print Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000",,"Y","1"
"Associates International Inc","100 Rogers Road",,"Wilmington","DE","19801","www.associatesinternational.com","Jim Ford","302-981-4337","302-656-4890","jford@associatesinternational.com","Print Services","N","Y","Y","http://mmp.delaware.gov/Contracts/Details/3272","2023-05-31T00:00:00.000","100 Rogers Road
Wilmington, DE 19801
(39.71818, -75.554252)","Y","1"
"Broder Bros. Co.  DBA Alphabroder","6 Neshaminy Interplex Dr.",,"Feasterville-Trevose","PA","19053","www.alphabroder.com","Dana Imbesi","267-414-1855",,"dimbesi@alphabroder.com","Apparel Blanks","N","N","N","http://mmp.delaware.gov/Contracts/Details/4559","2023-05-31T00:00:00.000","6 Neshaminy Interplex Dr.
Feasterville-Trevose, PA 19053
(40.122614, -74.979663)","Y","1"
"Uniform Manufacturing","2401 W. Behrend Dr., L69",,"Phoenix","AZ","85027","www.umidirect.com","Susan Polo","800-222-1474 x107",,"susan@umidirect.com","Apparel Blanks","N","N","N","http://mmp.delaware.gov/Contracts/Details/4559","2023-05-31T00:00:00.000","2401 W. Behrend Dr., L69
Phoenix, AZ 85027
(33.665698, -112.110811)","Y","1"
"Atlantic Coast Cotton","14251 John Marshall Hwy",,"Gainesville","VA","20155","www.orderacc.com","Robin Cunningham","800-262-5660",,"robinc@accinfo.com","Apparel Blanks","N","N","N","http://mmp.delaware.gov/Contracts/Details/4559","2023-05-31T00:00:00.000","14251 John Marshall Hwy
Gainesville, VA 20155
(38.800262, -77.616751)","Y","1"
"SwiftReach Networks, LLC   DBA  Rave Wireless","14 Industrial Avenue - Suite 4",,"Mahwah","NJ","07430","www.ravemobilesafety.com","Karen Kaminski","774-280-0613","917-591-9105","kkaminski@ravemobilesafety.com","Delaware Emergency Notification System","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4546","2023-05-31T00:00:00.000","14 Industrial Avenue - Suite 4
Mahwah, NJ 07430
(41.079461, -74.144138)","Y","1"
"Pearce & Moretto, Inc.","1060 Industrial Road",,"Middletown","DE","19709",,"Josh Marryott","302-326-0707","302-326-0789",,"Fairview Campus New Middle and High School - Bid Pak A - Pre-Bulk Grading","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3189","2023-06-01T00:00:00.000","1060 Industrial Road
Middletown, DE 19709
(39.435573, -75.721385)","Y","1"
"JJID Inc","100 Julian Lane",,"Bear","DE","19701","jjid.com","No Primary Contact Listed","000-000-0000",,,"SCOUR COUNTERMEASURES, OPEN END (FY22-FY24)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5042","2023-06-01T00:00:00.000","100 Julian Lane
Bear, DE 19701
(39.597335, -75.66363)","Y","1"
"The Whiting Turner Contracting Company","131 Continental Drive Suite 404",,"Newark","DE","19713",,"Joshua Fanelli","302-292-0676",,"joshua.fanelli@whiting-turner.com","Construction Management Services - Appoquinimink School District","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5112","2023-06-03T00:00:00.000","131 Continental Drive Suite 404
Newark, DE 19713
(39.687063, -75.660067)","Y","1"
"CXT, Inc.","606 N Pines Road","Suite 202","Spokane Valley","WA","99206","www.cxtinc.com","Gregg Zentarsky","412-398-4286","509-928-8270","gzentarsky@lbfoster.com","Pre-Engineered / Prefabricated Buildings and Structures","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4440","2023-06-05T00:00:00.000","606 N Pines Road
Spokane Valley, WA 99206
(47.662769, -117.239759)","Y","1"
"Gessler Construction Co, Inc.","565 E. Saint Andrews Drive",,"Media","PA","19063",,"Frances Gessler","610-565-6750",,"gesslerconstruction@comcast.net","DTCC George Campus Pavement Improvements","N","N","N","http://mmp.delaware.gov/Contracts/Details/20","2023-06-08T00:00:00.000","565 E. Saint Andrews Drive
Media, PA 19063
(39.888667, -75.426209)","Y","1"
"Gessler Construction Co, Inc.","565 E. Saint Andrews Drive",,"Media","PA","19063",,"Frances Gessler","610-565-6750",,"gesslerconstruction@comcast.net","DTCC Terry Campus Pavement Improvements","N","N","N","http://mmp.delaware.gov/Contracts/Details/234","2023-06-08T00:00:00.000","565 E. Saint Andrews Drive
Media, PA 19063
(39.888667, -75.426209)","Y","1"
"Compliance Consultants, Inc.","319 E. Macdade Blvd",,"Folsome","PA","19033","http://ccicomply.net/","Scott Boroi","2154-255-5571",,"sboroi@ccicomply.net","Workplace Safety Site Inspections","N","N","N","http://mmp.delaware.gov/Contracts/Details/451","2023-06-10T00:00:00.000","319 E. Macdade Blvd
Folsome, PA 19033
(39.888479, -75.327683)","Y","1"
"Sussex Environmental","24 Ancient Oak Drive",,"Lewes","DE","19958","https://www.sussexenvironmental.com/","Susan White","302-228-1708",,"Susan.White@mchsi.com","Workplace Safety Site Inspections","N","N","Y","http://mmp.delaware.gov/Contracts/Details/451","2023-06-10T00:00:00.000","24 Ancient Oak Drive
Lewes, DE 19958
(38.691436, -75.19207)","Y","1"
"TekSolv, Inc.","30 Executive Drive","Suite 5","Newark","DE","19702","https://www.teksolv.com/","Erik Bish","717-540-8111 , Ext. 205",,"ebish@teksolv.com","Workplace Safety Site Inspections","N","N","Y","http://mmp.delaware.gov/Contracts/Details/451","2023-06-10T00:00:00.000","30 Executive Drive
Newark, DE 19702
(39.619214, -75.746056)","Y","1"
"Tetra Tech Inc","240 Continental Drive","Suite 200","Newark","DE","19713","https://www.tetratech.com","Leila Hamroun","000-000-0000",,"Leila.Hamroun@tetratech.com","Statewide Major Capital Projects","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5424","2023-06-13T00:00:00.000","240 Continental Drive
Newark, DE 19713
(39.686284, -75.660651)","Y","1"
"RG Architects LLC","200 West Main Street",,"Middletown","DE","19709",,"Gerald Rozanski","000-000-0000",,"jerry@rgarchitects.net","Statewide Major Capital Projects","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5424","2023-06-13T00:00:00.000","200 West Main Street
Middletown, DE 19709
(39.449487, -75.720163)","Y","1"
"Verdantas LLC","5400 Limestone Road",,"Wilmington","DE","19808",,"James Taylor Jr","302-239-6634",,,"Statewide Major Capital Projects","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5424","2023-06-13T00:00:00.000","5400 Limestone Road
Wilmington, DE 19808
(39.746197, -75.69984)","Y","1"
"Tevebaugh Associates Inc","2 Mill Road","Suite 210","Wilmington","DE","19806",,"William Lenihan","302-984-1400",,,"Statewide Major Capital Projects","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5424","2023-06-13T00:00:00.000","2 Mill Road
Wilmington, DE 19806
(39.763227, -75.557985)","Y","1"
"Seven Isles Capital Contracting LLC DBA DeAngelo Contracting Services LLC","100 North Conahan Drive",,"Hazelton","PA","18201","www.deangelocontractingservices.com",,,,,"STREET SWEEPING, NORTH DISTRICT, FY 22-23","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5655","2023-06-13T00:00:00.000","100 North Conahan Drive
Hazelton, PA 18201
(40.937197, -75.981074)","Y","1"
"Becker Morgan Group Inc","309 South Governors Avenue",,"Dover","DE","19904",,"Brad Hastings","302-734-7950","302-734-7950",,"Statewide Major Capital Projects","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5424","2023-06-13T00:00:00.000","309 South Governors Avenue
Dover, DE 19904
(39.156288, -75.526485)","Y","1"
"Century Engineering LLC","550 Bay Road",,"Dover","DE","19901","www.centuryeng.com","Alex Schmidt","302-734-9188",,"aschmidt@centuryeng.com","Statewide Major Capital Projects","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5424","2023-06-13T00:00:00.000","550 Bay Road
Dover, DE 19901
(39.155394, -75.508499)","Y","1"
"Studio JAED","2500 Wrangle Hill Road","Fox Run Office Plaza, Suite 110","Bear","DE","19701","www.studiojaed.com","Phillip Conte","000-000-0000","302-832-1423","contep@studiojaed.com","Statewide Major Capital Projects","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5424","2023-06-13T00:00:00.000","2500 Wrangle Hill Road
Bear, DE 19701
(39.603121, -75.71502)","Y","1"
"Buck Simpers Architect + Associates Inc (BSA+A Inc)","954 Justison Street",,"Wilmington","DE","19801","www.simpers.com","R.W. Buck Simpers","302-658-9300",,,"Statewide Major Capital Projects","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5424","2023-06-13T00:00:00.000","954 Justison Street
Wilmington, DE 19801
(39.732021, -75.562133)","Y","1"
"Cooperson Associates","1504 N. French Street",,"Wilmington","DE","19801","www.coopersonassoc.com","Jay Cooperson","302-655-1105","302-655-1139","jcooperson@coopersonassoc.com","Statewide Major Capital Projects","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5424","2023-06-13T00:00:00.000","1504 N. French Street
Wilmington, DE 19801
(39.749053, -75.543177)","Y","1"
"DEDC LLC","315 South Chapel Street",,"Newark","DE","19711","www.dedc-eng.com","Howard Krinsky","000-000-0000","302-738-7175","hkrinsky@dedc-eng.com","Statewide Major Capital Projects","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5424","2023-06-13T00:00:00.000","315 South Chapel Street
Newark, DE 19711
(39.673726, -75.742758)","Y","1"
"Bernardon, LLC","123 Justison Street","Suite 101","Wilmington","DE","19801","www.bernardon.com","William E. Holloway","302-622-9950","302-622-9554","Architects@bernardon.com","Statewide Major Capital Projects","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5424","2023-06-13T00:00:00.000",,"Y","1"
"Fayda Engineering & Energy Solutions LLC","801 West Newport Pike",,"Wilmington","DE","19804",,"Edward Fayda","000-000-0000",,"efayda@faydaees.com","Statewide Major Capital Projects","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5424","2023-06-13T00:00:00.000","801 West Newport Pike
Wilmington, DE 19804
(39.714107, -75.61768)","Y","1"
"Synerfac, Inc.","100 W. Commons Blvd.","Suite 100","New Castle","DE","19720","https://www.synerfac.com/","Gregory Porter","302-324-9400",,"gporter@synerfac.com","Temporary Project Representatives","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4650","2023-06-15T00:00:00.000","100 W. Commons Blvd.
New Castle, DE 19720
(39.687898, -75.606838)","Y","1"
"Diskriter, Inc","2840 Library Rd.","Suite 300","Pittsburgh","PA","15234","http://diskriterinc.com/","Laveena Yadav","800-242-1622",,"business.coordinator@diskriter.com","Temporary Project Representatives","Y","N","N","http://mmp.delaware.gov/Contracts/Details/4650","2023-06-15T00:00:00.000","2840 Library Rd.
Pittsburgh, PA 15234
(40.376693, -80.004546)","Y","1"
"KCI Technologies","1352 Marrows Rd.","Suite 100","Newark","DE","19711",,"Bruce Thompson","302-731-7807",,"bruce.thompson@kci.com","Environmental and Water Quality Monitoring Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4132","2023-06-19T00:00:00.000","1352 Marrows Rd.
Newark, DE 19711
(39.682743, -75.731685)","Y","1"
"Pennoni Associates, Inc.","121 Continental Drive","Suite 207","Newark","DE","19713","www.pennoni.com","Jennifer Laning","302-521-3023",,"jlaning@pennoni.com","Bridge Safety Inspection Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4502","2023-06-26T00:00:00.000","121 Continental Drive
Newark, DE 19713
(39.686852, -75.660378)","Y","1"
"Snap On Industrial","2801 80th Street",,"Kenosha","WI","53140",,"Samuel Levandowski","570-904-0065",,"Samuel.Z.Levandowski@snapon.com","DTCC Vehicle Scanners","Y","Y","N","http://mmp.delaware.gov/Contracts/Details/5634","2023-06-26T00:00:00.000","2801 80th Street
Kenosha, WI 53140
(42.558757, -87.842984)","Y","1"
"Joseph T Richardson Inc","5 East Center Street","PO Box 269","Harrington","DE","19952",,"John Dunbar","302-398-8101",,"john@jtrmech.net","Warren-Franklin Hall HVAC Renovation","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5694","2023-06-27T00:00:00.000","5 East Center Street
Harrington, DE 19952
(38.928383, -75.577421)","Y","1"
"Marjano LLC DBA Signarama","995A South Chapel Street",,"Newark","DE","19713",,"No Primary Contact Listed","000-000-0000",,,"COMMUNITY TRANSPORTATION FUND, COMMUNITY ENTRANCE SIGNS, 2021-2023","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5120","2023-06-29T00:00:00.000","995A South Chapel Street
Newark, DE 19713
(39.649736, -75.732396)","Y","1"
