"permitnumber","projectname","owneroperator","project_location","datereceived","projecttype","delegateagency","permitstatuscode","latitude","longitude","estimatedarea","constructcounty","geocoded_location"
"5275","DARLEY GREEN BLOCKS A3 J & n","DARLEYCAP, LLC.","INTERSECTION OF PHILADELPHIA PIKE AND MANOR AVENUE NORTH","2016-09-08T00:00:00.000","Residential","New Castle County Department of Land Use","Active","39.804722","-75.461389","6.70",,"(39.804722, -75.461389)"
"2199","Center for the Creative Arts","Center for the Creative Arts","410 Upper Snuff Mill Row","2006-10-17T00:00:00.000","Other","New Castle County Department of Land Use","Closed","39.810556","-75.671944","3.80","New Castle","(39.810556, -75.671944)"
"4091","BR 2-203A OVER ISAAC BRANCH - CONTRACT # T200907201","Delaware Department of Transportation","TODDS MILL ROAD","2012-10-17T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.123889","-75.588611","0.40","Kent","(39.123889, -75.588611)"
"6557","Cannon Road/Inland Bays Road Drainage Improvements - Sussex County Proj. S22-05","Sussex County Engineering Department","Inland Bays Rd & Cannon Rd","2021-10-11T09:30:00.000","County","Sussex Conservation District","Active","38.635640","-75.219734","119.90","Sussex","(38.63564, -75.219734)"
"1984","1550 Matassino Road","Quarles Petroleum Inc","1550 Matassino Road","2006-04-19T00:00:00.000","Other","New Castle County Department of Land Use","Closed","39.690800",,"1.70","New Castle",
"4834","SUSSEX COUNTY PIPE REPLACEMENTS FEDERAL 2012","DEPARTMENT OF TRANSPORATION","POLLY BRANCH ROAD","2015-04-17T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","38.469444","-75.218889","6.00","Sussex","(38.469444, -75.218889)"
"0020","Bear Congregation Johovas Witness Kingdom Hall","Johovas Witness",,"2001-09-17T00:00:00.000","Other","New Castle County Department of Land Use","Closed","39.583333","-75.687500",,"New Castle","(39.583333, -75.6875)"
"0226","Marsh Harbor","Robino, Paul","Sussex County Road 273","2002-03-22T00:00:00.000","Residential","Sussex Conservation District","Closed","38.733333","-75.104167","20.30","Sussex","(38.733333, -75.104167)"
"5107","NEW CASTLE INDUSTRIAL TRACK TRAIL PHASE 3","DELAWARE DEPARTMENT OF TRANSPORATION","JOHN F KENNEDY MEMORIAL HWY","2016-03-10T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.721667","-75.569444","2.00","New Castle","(39.721667, -75.569444)"
"4383","THE VILLAGES AT FIVE POINTS","OLD TOWNE POINTE","SAVANNAH ROAD AND RD 269","2013-09-20T00:00:00.000","Residential","Sussex Conservation District","Closed","38.753889","-75.168056","150.00","Sussex","(38.753889, -75.168056)"
"5966","Alderleaf Meadows","Caleb Millsboro, LLC","NE of intersection Hickory Hill Rd and Radish Rd","2019-04-12T09:48:00.000","Residential","Sussex Conservation District","Active","38.580626","-75.297765","40.90","Sussex","(38.580626, -75.297765)"
"0756","Courthouse Area Improvements","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Market Street","2003-07-09T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.740278","-75.550000","0.80","New Castle","(39.740278, -75.55)"
"6014","Duck Creek Business Campus Lots 27-29","KRM Development Corporation","Atkinson Way","2019-06-21T08:17:00.000","Commercial","Kent Conservation District","Active","39.314215","-75.605589","12.90","New Castle","(39.314215, -75.605589)"
"6538","Isaacs Subdivision","Revocable Trust Agreement of Clydia Isaacs Dated August 22, 1991","404 Wiggins Mill Road","2021-09-20T10:19:00.000","Residential","New Castle County Department of Land Use","Closed","39.407323","-75.712542","8.00","New Castle","(39.407323, -75.712542)"
"0646","Southampton Addition","Harris, Robert","Rd 368 and Rd 361","2003-04-07T00:00:00.000","Residential","Kent Conservation District","Closed","38.516667","-75.083333","3.70","Kent","(38.516667, -75.083333)"
"2032","Tractor Supply Company","WARREN PRICE, WARREN PRICE","EAST SIDE OF US RT 13 ACROSS FROM CAMDEN WALMART","2006-06-12T00:00:00.000","Commercial","Kent Conservation District","Closed","39.101389","-75.541944","3.50","Kent","(39.101389, -75.541944)"
"1142","Dover Haslet Armory","DE DAS - Facilities Management","Northeast corner of William Penn Street and Legislative Avenue","2004-04-30T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.155556","-75.520556","1.90","Kent","(39.155556, -75.520556)"
"6696","Sussex County Family Court","State of Delaware - Division of Facilities Management","100 E Market Street","2022-04-06T08:35:00.000","State","DE DNREC - Watershed Stewardship","Active","38.690242","-75.383732","3.00","Sussex","(38.690242, -75.383732)"
"2119","Magnolia Estates","Magnolia Investors of Wilmington","South State Street & Ponderosa Drive","2006-08-11T00:00:00.000","Residential","Kent Conservation District","Closed","39.092880","-75.492590","65.80",,"(39.09288, -75.49259)"
"6273","Freindship Hall","RH Orr, LLC","3465 Central Avenue","2020-09-10T09:14:00.000","Residential","Sussex Conservation District","Closed","38.516180","-75.117232","26.30","Sussex","(38.51618, -75.117232)"
"1237","Port Contractors, Inc. Lot G Warehouse","Port Contractors","341 Pigeon Point Road","2004-07-09T00:00:00.000","Industrial","New Castle County Department of Land Use","Closed","39.712500","-75.537500","8.00","New Castle","(39.7125, -75.5375)"
"4264","OLD STATE ROAD SELF STORAGE","LIBORIO HIDDEN BROOK LLC","345 OLD STATE ROAD","2013-05-15T00:00:00.000","Comm/Residential","New Castle County Department of Land Use","Active","39.966667","-75.966667","3.66",,"(39.966667, -75.966667)"
"2383","Cannon Feed MIll","Allens Hatchery, Inc","Wesley Church Road","2007-03-19T00:00:00.000","Other","Sussex Conservation District","Closed","38.700000","-75.600000","20.10","Sussex","(38.7, -75.6)"
"1497","Printpack, Inc.","Printpack","River Road","2005-02-18T00:00:00.000","Industrial","New Castle County Department of Land Use","Closed","39.650000","-75.600000","9.20","New Castle","(39.65, -75.6)"
"6220","Beach Community Car Wash","JIIS Management, Inc.","35162 Atlantic Avenue","2020-06-04T13:36:00.000","Commercial","Sussex Conservation District","Closed","38.549630","-75.124057","1.32","Sussex","(38.54963, -75.124057)"
"4422","DOVER TOWN CENTER (DOVER WALMART REDEVELOPMENT)","ONIX-DOVER LLC","1574 NORTH DUPONT HWY","2013-11-07T00:00:00.000","Commercial","Kent Conservation District","Closed","39.195278","-75.551667","10.40","Kent","(39.195278, -75.551667)"
"0042","Fairview Elementary School","Capital School District","Corner Of Pear Street And Walker Road","2001-10-03T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.183056","-75.533056","2.59","Kent","(39.183056, -75.533056)"
"2083","Pump Station 4 Force Main Replacement","City of Lewes","INTERSECTION OF GILLS NECK ROAD AND BUSINESS RT 9","2006-07-14T00:00:00.000","Municipal","Sussex Conservation District","Closed","38.780556","-75.137500","0.20","Sussex","(38.780556, -75.1375)"
"5807","ROYAL FARMS STORE NO 337","TWO FARMS INC","INTERSECTION OF US 113 AND CEMETERY ROAD","2018-08-21T00:00:00.000","Commercial","Sussex Conservation District","Active","38.462500","-75.234722","7.90",,"(38.4625, -75.234722)"
"1221","Soul Station Pentecostal Church","Wayne Foster","135 Northwood Street","2004-06-28T00:00:00.000","Other","Sussex Conservation District","Closed","38.716667","-75.101944","1.30","New Castle","(38.716667, -75.101944)"
"4132","GOODWIN","GOODWIN, GREG","BETHEL ROAD WEST OF RT 13A","2012-12-20T00:00:00.000","Other","Sussex Conservation District","Closed","38.582400","-75.589200","9.80","Sussex","(38.5824, -75.5892)"
"1704","Plantation Lakes - Phase I - Sections I, J ANDK and Golf Course","Lencraft, LLC.","South of DE Rte 20 West of US Rte 113 East of Godwin School Road","2005-08-11T00:00:00.000","Residential","Sussex Conservation District","Active","38.988611","-75.490278","97.06",,"(38.988611, -75.490278)"
"0281","Otis Smith Laboratory New Addition","University of Delaware","Pilottown Road - U of D Marine Studies Campus","2002-05-17T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.784167","-75.160556","0.90","Sussex","(38.784167, -75.160556)"
"0569","Wyndam","Wyndam Properties, LLC","On Sussex County Road 288A, 700' west of DE Route 24 Int.","2003-02-05T00:00:00.000","Residential","Sussex Conservation District","Closed","38.678056","-75.189444","11.80","Sussex","(38.678056, -75.189444)"
"1775","Beacon Meadows","Moore-Grant Properties LLC","West of Millsboro, North of Rt 24 Sout of Rt 20, Lakeview Road","2005-10-18T00:00:00.000","Residential","Sussex Conservation District","Closed","38.571111","-75.342500","16.69","Sussex","(38.571111, -75.3425)"
"5660","US 9 AND SR5 INTERSECTION IMPROVEMENTS","DEPARTMENT OF TRANSPORTATION","HARBESON ROAD","2018-01-16T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","38.725000","-75.285556","4.60","Sussex","(38.725, -75.285556)"
"4128","KENT COUNTY 911 CENTER - PARKING EXPANSION","KENT COUNTY LEVY COURT","911 PUBLIC SAFETY BOULEVARD","2012-12-19T00:00:00.000","County","Kent Conservation District","Closed","39.150278","-75.511944","2.25","Kent","(39.150278, -75.511944)"
"6726","250 Edwards Avenue","510 Carroll Associates, LLC","250 Edwards Avenue","2022-05-11T13:03:00.000","Industrial","New Castle County Department of Land Use","Active","39.650000","-75.597000","0.30","New Castle","(39.65, -75.597)"
"4533","BR2-112B OVER SAULSBURY CREEK-T201107208","DELAWARE DEPT OF TRANSPORTATION","BURRSVILLE ROAD","2014-02-18T00:00:00.000","State","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","38.843056","-75.694722","0.70","Kent","(38.843056, -75.694722)"
"5466","PEPPER CREEK TAX DITCH MAINTENANCE DIPOUT","PEPPER CREEK TAX DITCH","PRONG 16","2017-04-18T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.529691","-75.272002","7.02","Sussex","(38.529691, -75.272002)"
"3412","Delaware City Sediment & Stormwater Mgmt Design, Closure of Ind. Waste landfill","Motiva Enterprises","Delaware City","2010-04-19T00:00:00.000","Industrial","DE DNREC - Watershed Stewardship","Closed","39.594722","-75.640556","30.00","New Castle","(39.594722, -75.640556)"
"5539","SOPHIA'S LANDING","LIBORIO 6, LLC.","WEST OF MARKET STREET AND SOUTH OF ST AGNUS STREET","2017-08-09T00:00:00.000","Residential","Kent Conservation District","Active","39.002185","-75.470527","86.40",,"(39.002185, -75.470527)"
"0920","Orchard Hill Subdivision","Croll/Wood Development, LLC","Elks Lodge Road","2003-10-20T00:00:00.000","Residential","Sussex Conservation District","Active","38.891667","-75.408333","85.20",,"(38.891667, -75.408333)"
"2072","South Bethany Town Hall","South Bethany (Town of)","EVERGREEN ROAD","2006-07-11T00:00:00.000","Municipal","Sussex Conservation District","Closed","38.882500","-75.111667","0.90","Sussex","(38.8825, -75.111667)"
"3774","BEASLEY EXPANSION UNIT 2","DELAWARE MUNICIPAL ELECTRIC CORPORATION","SMYRNA INDUSTRIAL PARK","2011-08-11T00:00:00.000","Utility","Kent Conservation District","Closed","39.279167","-75.623889","4.54","Kent","(39.279167, -75.623889)"
"4985","THOMAS PHILLIPS POULTRY PLAN","PHILLIPS, THOMAS","20952 SHELL STATION ROAD","2015-10-02T00:00:00.000","Ag Structures","Sussex Conservation District","Active","38.473350","-75.385455","5.00",,"(38.47335, -75.385455)"
"6387","2021 Mt. Zion Tax Ditch Dipout","Mt. Zion Tax Ditch","Discount Land Road","2021-02-11T08:59:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.590470","-75.568655","11.70","Sussex","(38.59047, -75.568655)"
"3674","Hartly Tax Ditch Maintenance Dipout","Hartly Tax Ditch","Confluence of the Main Channel and Prong 1","2011-03-24T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.000000","-75.421200","55.80","Kent","(39.0, -75.4212)"
"3892","MCGINNIS POULTRY CONSERVATION PLAN","MCGINNIS, RICHARD J","W SIDE OF RT 113","2012-01-06T00:00:00.000","Other","Sussex Conservation District","Closed","38.532400","-75.253600","14.00","Sussex","(38.5324, -75.2536)"
"4344","PERDUE PARKING LOT EXPANSION","PERDUE FOODS PP/DE/MILFORD INDIRECT","RTE 11 AND MAIN STRE RT 44","2013-08-08T00:00:00.000","Industrial","Kent Conservation District","Closed","38.551500","-75.251600","1.80","Kent","(38.5515, -75.2516)"
"1475","Southern View Subdivision","Southern View Homes, LLC","Sunnyside Road","2005-02-09T00:00:00.000","Residential","Kent Conservation District","Closed","39.274167","-75.070000","43.00",,"(39.274167, -75.07)"
"1924","Glasgow Regional Park","New Castle County","NE corner of Routes 40 and 896, west of Route 72","2006-03-03T00:00:00.000","County","New Castle County Department of Land Use","Closed","39.606000","-75.740300","105.80","New Castle","(39.606, -75.7403)"
"2953","WILSON FARM","Wilson Farm Associates","Casho Mill Road","2008-09-02T00:00:00.000","Residential","City Of Newark","Closed","39.673056","-75.774444","15.10",,"(39.673056, -75.774444)"
"4805","CHERRINGTON","CHESWOLD FARMS LLP","CENTRAL CHURCH ROAD","2015-03-03T00:00:00.000","Residential","Kent Conservation District","Closed","39.190000","-75.580000","73.30","Kent","(39.19, -75.58)"
"2171","Milton Elementary School Addition","Cape Henlopen School District","512 Federal Street","2006-08-15T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.771667","-75.314722","0.50","Sussex","(38.771667, -75.314722)"
"6276","Bishop's Landing Phase 4 - Add On","Dove Barrington Development, LLC","East side of Roxana Rd and North side of Burbage R","2020-09-11T09:24:00.000","Residential","Sussex Conservation District","Active","38.544288","-75.130699","19.34","Sussex","(38.544288, -75.130699)"
"2043","The Estates at Double Run Creek","Delaware Homes DR LLC","SOPHERS ROW","2006-06-16T00:00:00.000","Residential","Kent Conservation District","Closed","39.088889","-75.811389","126.80",,"(39.088889, -75.811389)"
"0550","Homewood Suites","Homewood Suites/BPG Hotel Partners X","Adjacent to Embassy Suites Hotel, N.W. of intersection of DEL RT 4 & 896","2003-01-21T00:00:00.000","Commercial","City Of Newark","Closed","39.659444","-75.754167","1.00","New Castle","(39.659444, -75.754167)"
"1145","Herring Wood","Gulfstream Development, Inc","Armory Road","2004-05-03T00:00:00.000","DelDOT","Sussex Conservation District","Closed","38.550000","-75.200000","24.00","Sussex","(38.55, -75.2)"
"0455","Woodfield Subdivision - Phase 4","Topsail Enterprises, Inc","North Murderkill Hundred, West of Peachtree Run, North of Irish Hill Rd.","2002-10-09T00:00:00.000","Residential","Kent Conservation District","Closed","39.054167","-75.533333","71.80","Kent","(39.054167, -75.533333)"
"2379","KDS Middletown","Kohl's Department Stores, Inc","SWQ US Route 301 and Bunker Hill Road","2007-03-15T00:00:00.000","Commercial","Middletown (Town Of)","Closed","39.446389","-75.732222","2.20","New Castle","(39.446389, -75.732222)"
"5295","GOLDEN TAX DITCH MAINTENANCE DIPOUT","GOLDEN TAX DITCH","PRONG 1","2016-09-27T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","39.085000","-75.678500","9.46","Kent","(39.085, -75.6785)"
"1562","Congressional Village","Robino - Congressional Village, LLC","1810-1880 Cedar Lane Road","2005-04-06T00:00:00.000","Residential","Middletown (Town Of)","Closed","39.466667","-75.716667","8.80","New Castle","(39.466667, -75.716667)"
"1630","Pencader Corporate Center","Mattel Corporation","Pencader Corporate Center - De Route 896","2005-06-16T00:00:00.000","Industrial","New Castle County Department of Land Use","Closed","39.615278","-75.751667","10.90","New Castle","(39.615278, -75.751667)"
"2109","Cypress Landing","TULL-RAMEY","S SCR 20 W SCR 481","2006-08-01T00:00:00.000","Residential","Sussex Conservation District","Active","38.636667","-75.597222","10.20",,"(38.636667, -75.597222)"
"4833","T200412202 SR 1 LITTLE HEAVEN GRADE SEPERATED INTERSECTION","DEPARTMENT OF TRANSPORATION","BAY ROAD","2015-04-17T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Active","39.041944","-75.456944","160.00",,"(39.041944, -75.456944)"
"2809","De Army National Guard - Army Aviation Support Facility",,"301 Ferguson Road","2008-04-01T00:00:00.000","Federal","DE DNREC - Watershed Stewardship","Closed","39.682500","-75.615833","12.40",,"(39.6825, -75.615833)"
"2955","American Legion Post 25","American Legion Post 25","St. Georges Hundred","2008-09-09T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.488590","-75.648870","2.00","New Castle","(39.48859, -75.64887)"
"0676","Property of Centurian Plaza LLC","Centurian Plaza","900' on Route 4 west of Del. Rt 7","2003-04-30T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.700000","-75.683333","7.20","New Castle","(39.7, -75.683333)"
