"fiscal_year","fiscal_month","check_date","org","org_desc","object","object_desc","fund","fund_desc","payee","amount","payment_id","check_status","check_number","inv_number","char_code","char_code_desc","payment_type","vendor_no","goal_category"
"2020","1","2019-10-31T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","MISC VENDOR","21.98","291427","CLEARED",,"291427",,"BALANCE SHEET ACCOUNT","PRINT","999996",
"2019","12","2019-09-17T00:00:00.000","114000","FACILITY MAINTENANCE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","36.35","286300","CLEARED",,"828 3818794","61","SUPPLIES","EFT","4917",
"2016","4","2016-01-12T00:00:00.000","404515","STREET & ALLEY REPAIR","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","118.87","111352","CLEARED",,"828 3344567","61","SUPPLIES","EFT","4917",
"2019","7","2019-05-14T00:00:00.000","201000","FIRE OPERATIONS","6283","UNIFORM CLEANING","100","GENERAL","KAMM INVESTMENT LLC","1917.97","269507","CLEARED",,"2019-5","62","CONTRACTUAL SERVICES","PRINT","5987",
"2020","12","2020-09-03T00:00:00.000","12007020","CAPITAL PROJECTS-FIRE","8920","CONTRACTUAL SERVICES","1200","CAPITAL PROJECTS RESERVE FUNDS","EMERGENCY SERVICES CONSULTING INTERNATIONAL","754","331083","CLEARED",,"19-489","62","CONTRACTUAL SERVICES","PRINT","9580",
"2019","9","2019-07-02T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","NATIONAL WHOLESALE SUPPLY, INC.","60.52","276486","CLEARED",,"S2763718.001","62","CONTRACTUAL SERVICES","PRINT","3223",
"2017","2","2016-11-17T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","DEFENDER SUPPLY LLC","318","150810","CLEARED",,"14460",,"BALANCE SHEET ACCOUNT","PRINT","954",
"2019","8","2019-06-04T00:00:00.000","254000","ANIMAL SERVICES","6200","PROFESSIONAL SERVICES","100","GENERAL","TOWN EAST ANIMAL HOSPITAL","340","272431","CLEARED",,"11027","62","CONTRACTUAL SERVICES","PRINT","4799",
"2020","12","2020-09-17T00:00:00.000","250000","HOUSING & COMMUNITY SRVS ADMIN","6232","MEMBERSHIPS/DUES/SUBS","100","GENERAL","CHARTER COMMUNICATIONS HOLDINGS, LLC","17.2","333021","CLEARED",,"0892526090720","62","CONTRACTUAL SERVICES","PRINT","8237",
"2018","9","2018-06-14T00:00:00.000","202000","EMERGENCY MEDICAL SERVICE","6120","AMBULANCE SUPPLIES","100","GENERAL","BOUND TREE MEDICAL LLC","166.43","226008","CLEARED",,"82889651","61","SUPPLIES","PRINT","5715",
"2018","10","2018-07-12T00:00:00.000","608671","TOWN EAST POOL","6080","OTHER PERSONAL SERVICES","100","GENERAL","SAVANNAH ERVIN","110.25","229394","CLEARED",,"07022018","60","PERSONAL SERVICES","PRINT","1182",
"2019","11","2019-08-15T00:00:00.000","20327040","2017 C.O. CAP PROJ PUB WKS","8940","MAJOR CAPITAL OUTLAY","2032","2017 C.O. CAPITAL PROJECTS","TEXAS STERLING CONSTRUCTION CO.","147108.39","281968","CLEARED",,"2017-0008 Est. 27","64","CAPITAL OUTLAY-MAJOR","PRINT","8356",
"2018","8","2018-05-29T00:00:00.000","2607020","OTHER GRANTS FIRE","8940","MAJOR CAPITAL OUTLAY","260","OTHER GRANTS","BOUND TREE MEDICAL LLC","169.17","223337","CLEARED",,"82790321","64","CAPITAL OUTLAY-MAJOR","PRINT","5715",
"2021","7","2021-04-08T00:00:00.000","217350","STATE POLICE CONFISCATED TRUST","6104","CLOTHING/UNIFORM EXPENSE","240","CONFISCATED DRUG-STATE","GT DISTRIBUTORS, INC.","417.94","358725","CLEARED",,"INV0832799","61","SUPPLIES","EFT","1425",
"2016","10","2016-07-12T00:00:00.000","410531","WATER PRODUCTION","6104","CLOTHING/UNIFORM EXPENSE","4000","WATER SEWER OPERATING","UNIFIRST HOLDINGS,INC.","22.99","135523","CLEARED",,"8283406185","61","SUPPLIES","EFT","4917",
"2018","8","2018-05-17T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","6215","PRINTING AND BINDING SERVICES","5500","AIRPORT OPERATING","ENCON SYSTEMS, INC","34.87","222152","CLEARED",,"76011","62","CONTRACTUAL SERVICES","PRINT","1152",
"2019","4","2019-01-15T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","BLUE TARP FINANCIAL","7.9","253561","CLEARED",,"40050383-1","62","CONTRACTUAL SERVICES","PRINT","5700",
"2017","11","2017-08-31T00:00:00.000","201000","FIRE OPERATIONS","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","7.5","188985","CLEARED",,"8283545260","61","SUPPLIES","EFT","4917",
"2018","6","2018-03-15T00:00:00.000","114000","FACILITY MAINTENANCE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","26.75","214433","CLEARED",,"828 3620772","61","SUPPLIES","EFT","4917",
"2016","7","2016-04-21T00:00:00.000","211000","POLICE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","RED THE UNIFORM TAILOR INC","3808.7","126128","CLEARED",,"00c33637","61","SUPPLIES","PRINT","6224",
"2018","9","2018-06-14T00:00:00.000","701000","RESERVE APPROPRIATION","6208","LEGAL SERVICES/COURT COSTS","100","GENERAL","BRACEWELL LLP","5414","226099","CLEARED",,"21824185","62","CONTRACTUAL SERVICES","PRINT","8983",
"2020","9","2020-06-25T00:00:00.000","12007011","CAPITAL PROJECTS-ADMIN","8910","SUPPLIES","1200","CAPITAL PROJECTS RESERVE FUNDS","NT INFECTIOUS DISEASE CONSULTANTS, PA","278","321211","CLEARED",,"K Brooks","61","SUPPLIES","PRINT","3303",
"2021","8","2021-05-25T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","40.48","363857","CLEARED",,"018375647","61","SUPPLIES","EFT","9245",
"2020","6","2020-03-24T00:00:00.000","212000","POLICE CRIMINAL INVESTIGATION","6100","COMPUTER SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","59.78","310774","CLEARED",,"3442923135","61","SUPPLIES","EFT","4343",
"2019","10","2019-07-30T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","MIDWEST MOTOR SUPPLY CO. INC.","654.75","279278","CLEARED",,"7275812",,"BALANCE SHEET ACCOUNT","PRINT","2970",
"2019","4","2019-01-10T00:00:00.000","605627","RUTHERFORD COMM CENTER","6233","ELECTRICITY","100","GENERAL","GEXA ENERGY LP","895.65","252831","CLEARED",,"26912708-4","62","CONTRACTUAL SERVICES","PRINT","6276",
"2020","6","2020-03-31T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","SOUTHERN TIRE MART, LLC","1563.35","310980","CLEARED",,"4000111610",,"BALANCE SHEET ACCOUNT","EFT","4256",
"2021","2","2020-11-24T00:00:00.000","502000","LIBRARY CENTRAL","6234","GAS","100","GENERAL","ATMOS ENERGY CORPORATION","384.74","340785","CLEARED",,"10/22-11/19/20 300 E","62","CONTRACTUAL SERVICES","EFT","3133",
"2017","8","2017-05-30T00:00:00.000","211000","POLICE OPERATIONS","6108","SMALL TOOLS AND EQUIP","100","GENERAL","RL COLLINSON","15.16","175995","CLEARED",,"042717-7Next Day Air","61","SUPPLIES","PRINT","587",
"2019","8","2019-05-21T00:00:00.000","114000","FACILITY MAINTENANCE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","30.35","270396","CLEARED",,"828 3774593","61","SUPPLIES","EFT","4917",
"2016","5","2016-02-25T00:00:00.000","2107060","4B CAPITAL PARD","8920","CONTRACTUAL SERVICES","210","QUALITY OF LIFE CORP (4B)","PHILLIPS LAWN SPRINKLER CO., INC.","5479","118605","CLEARED",,"16-0059E","62","CONTRACTUAL SERVICES","EFT","3508",
"2019","4","2019-01-15T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","THE BERRY COMPANIES, INC","18.5","253458","CLEARED",,"28152780","61","SUPPLIES","PRINT","5386",
"2019","2","2018-11-20T00:00:00.000","153218","UTILITY BILLING","6104","CLOTHING/UNIFORM EXPENSE","4000","WATER SEWER OPERATING","UNIFIRST HOLDINGS,INC.","4","247304","CLEARED",,"8283705469","61","SUPPLIES","EFT","4917",
"2019","6","2019-03-19T00:00:00.000","411000","CHILLER PLANT OPERATIONS","6274","MAINTENANCE OF BUILDINGS","4000","WATER SEWER OPERATING","BERGER ENGINEERING  COMPANY","776.75","261793","CLEARED",,"M37098","62","CONTRACTUAL SERVICES","EFT","5383",
"2018","4","2018-01-23T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","AUTONATION FORT WORTH MOTORS","91.78","206313","CLEARED",,"4854551","61","SUPPLIES","PRINT","4641",
"2019","10","2019-07-11T00:00:00.000","161000","PC NETWORK SUPPORT","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","53.35","277466","CLEARED",,"3417578519","61","SUPPLIES","EFT","4343",
"2019","8","2019-05-28T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","3812.62","270943","CLEARED",,"270943",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2021","8","2021-05-04T00:00:00.000","201000","FIRE OPERATIONS","6241","EQUIPMENT SERVICES CHARGE","100","GENERAL","METRO FIRE APPARATUS SPECIALISTS","267.01","361983","CLEARED",,"169921-1","62","CONTRACTUAL SERVICES","EFT","2932",
"2017","8","2017-05-09T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","MIDWAY AUTO SUPPLY","744","173769","CLEARED",,"44465-22",,"BALANCE SHEET ACCOUNT","PRINT","2966",
"2021","2","2020-11-19T00:00:00.000","114000","FACILITY MAINTENANCE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","10.1","340553","CLEARED",,"828 3940557","61","SUPPLIES","EFT","4917",
"2016","5","2016-02-18T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","LANDMARK EQUIPMENT","214.26","118397","CLEARED",,"148565","61","SUPPLIES","PRINT","2474",
"2016","1","2015-10-20T00:00:00.000","120000","CITY SECRETARY","6232","MEMBERSHIPS/DUES/SUBS","100","GENERAL","TMCCP","100","101990","CLEARED",,"Keely","62","CONTRACTUAL SERVICES","PRINT","4613",
"2018","2","2017-11-21T00:00:00.000","410531","WATER PRODUCTION","6277","MAINTENANCE OF INFRASTRUCTURE","4000","WATER SEWER OPERATING","HD SUPPLY FACILITIES MAINTENANCE","821.88","198780","CLEARED",,"415703","62","CONTRACTUAL SERVICES","PRINT","1973",
"2018","4","2018-01-18T00:00:00.000","2805225","COM SRVS CONTRIBUTION/DONATION","8910","SUPPLIES","280","CONTRIBUTIONS AND DONATIONS","CENTRAL NETWORK RETAIL GROUP","97.98","206170","CLEARED",,"40056027-43014","61","SUPPLIES","PRINT","330",
"2021","7","2021-04-22T00:00:00.000","602610","GOLF COURSE","6140","GOLF PRO SHOP MERCHANDISE","5600","GOLF COURSE","BRIDGESTONE GOLF, INC","175.72","360295","CLEARED",,"1002978518","61","SUPPLIES","PRINT","31",
"2016","3","2016-01-07T00:00:00.000","20167060","2009 C.O. CAP PROJ PARD","8940","MAJOR CAPITAL OUTLAY","2016","2009 C.O. CAPITAL PROJECTS","NOUVEAU CONSTRUCTION","399.65","110578","CLEARED",,"22522C-6","64","CAPITAL OUTLAY-MAJOR","EFT","6293",
"2019","10","2019-08-06T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","GENUINE PARTS CO.","56.14","280865","CLEARED",,"4044-378390",,"BALANCE SHEET ACCOUNT","EFT","3165",
"2018","6","2018-04-03T00:00:00.000","405000","EQUIPMENT SERVICES","6278","MAINTENANCE OF MOTOR VEHICLES","100","GENERAL","TFM ENTERPRISES, INC.","200","216496","CLEARED",,"29715","62","CONTRACTUAL SERVICES","EFT","3086",
"2018","12","2018-09-11T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","6101","OFFICE SUPPLIES","5500","AIRPORT OPERATING","PROSTAR SERVICE INC","59","238004","CLEARED",,"1854320","61","SUPPLIES","EFT","3670",
"2020","10","2020-07-07T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","MISC VENDOR","46.27","323456","CLEARED",,"323456",,"BALANCE SHEET ACCOUNT","PRINT","999996",
"2021","8","2021-06-01T00:00:00.000","601000","PARK SERVICES","6273","MAINTENANCE OF LAND","100","GENERAL","FLORATECH INC.","1415","364541","CLEARED",,"24841","62","CONTRACTUAL SERVICES","PRINT","10505",
"2016","9","2016-06-23T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","6254","STOP LOSS COVERAGE FEE","6000","GROUP MEDICAL INSURANCE","STEALTH BENEFIT SOLUTIONS","26518.31","133240","CLEARED",,"July 2016","62","CONTRACTUAL SERVICES","PRINT","7464",
"2020","12","2020-09-22T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","GENUINE PARTS CO.","8.2","333492","CLEARED",,"4044-467349",,"BALANCE SHEET ACCOUNT","EFT","3165",
"2019","9","2019-06-27T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","TX KENWORTH CO","1080","275443","CLEARED",,"T00665600499670",,"BALANCE SHEET ACCOUNT","PRINT","4588",
"2019","1","2018-10-25T00:00:00.000","410534","WASTEWATER COLLECTION","6104","CLOTHING/UNIFORM EXPENSE","4000","WATER SEWER OPERATING","UNIFIRST HOLDINGS,INC.","75.32","244051","CLEARED",,"8283702844","61","SUPPLIES","EFT","4917",
"2017","9","2017-06-20T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","178764","CLEARED",,"JP0615170004","62","CONTRACTUAL SERVICES","STALE DATED","999994",
"2021","11","2021-08-23T00:00:00.000","153218","UTILITY BILLING","6290","OTHER CONTRACTUAL SERVICES","4000","WATER SEWER OPERATING","UTILITY REFUND","100","376890","CLEARED",,"Account 101686","62","CONTRACTUAL SERVICES","PRINT","999993",
"2016","6","2016-03-08T00:00:00.000","214000","POLICE TECHNICAL SERVICES","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","RED THE UNIFORM TAILOR INC","135.4","120710","CLEARED",,"00C32612","61","SUPPLIES","PRINT","6224",
"2018","12","2018-10-23T00:00:00.000","211000","POLICE OPERATIONS","6200","PROFESSIONAL SERVICES","100","GENERAL","TOWN EAST - GALLOWAY ANIMAL CLINIC","331.93","243081","CLEARED",,"297402","62","CONTRACTUAL SERVICES","PRINT","4800",
"2017","4","2017-01-24T00:00:00.000","607000","ATHLETICS PROGRAMS","6080","OTHER PERSONAL SERVICES","100","GENERAL","MARINA LYNN AGUILAR","54","158736","CLEARED",,"01172017","60","PERSONAL SERVICES","PRINT","8179",
"2017","9","2017-07-06T00:00:00.000","152203","CENTRAL COPY","6276","MAINT OF FURNITURE & FIXTURES","100","GENERAL","KONICA MINOLTA BUSINESS SOLUTIONS","32.4","179220","CLEARED",,"245665871","62","CONTRACTUAL SERVICES","EFT","2433",
"2019","9","2019-06-27T00:00:00.000","502000","LIBRARY CENTRAL","6156","AUDIOVISUAL SUPPLIES","100","GENERAL","BAKER & TAYLOR","7.19","275575","CLEARED",,"T04866530","61","SUPPLIES","EFT","4387",
"2020","5","2020-02-11T00:00:00.000","410532","METER SERVICES","6104","CLOTHING/UNIFORM EXPENSE","4000","WATER SEWER OPERATING","REFRIGIWEAR, INC.","977.86","305133","CLEARED",,"1142911","61","SUPPLIES","PRINT","9727",
"2021","3","2020-12-29T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","6284","EMPLOYEE WELLNESS PROGRAM","6000","GROUP MEDICAL INSURANCE","CHARTER COMMUNICATIONS HOLDINGS, LLC","69.28","345759","CLEARED",,"1600712121920","62","CONTRACTUAL SERVICES","PRINT","8237",
"2017","1","2016-11-01T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","JUROR PAYMENTS","6","148432","CLEARED",,"10272016-16","62","CONTRACTUAL SERVICES","PRINT","999999",
"2016","9","2016-06-16T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","GENUINE PARTS CO.","-15.91","132592","CLEARED",,"089633",,"BALANCE SHEET ACCOUNT","EFT","3165",
"2017","5","2017-02-23T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","49.19","162683","CLEARED",,"162683",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2021","9","2021-06-24T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","WESTERN BRW PAPER CO, INC","976.1","367585","CLEARED",,"20040865301",,"BALANCE SHEET ACCOUNT","PRINT","5140",
"2016","3","2015-12-10T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","AMERICAN TIRE DISTRIBUTORS, INC","-331.32","107625","CLEARED",,"S067644593","61","SUPPLIES","PRINT","1641",
"2020","5","2020-02-20T00:00:00.000","114000","FACILITY MAINTENANCE","6080","OTHER PERSONAL SERVICES","100","GENERAL","EXPRESS SERVICES, INC.","1073.6","305722","CLEARED",,"23588633","60","PERSONAL SERVICES","PRINT","7822",
"2020","12","2020-09-15T00:00:00.000","405000","EQUIPMENT SERVICES","6163","DIESEL FUEL","100","GENERAL","U.S. VENTURE, INC.","671.45","332104","CLEARED",,"202002449799","61","SUPPLIES","PRINT","9931",
"2018","6","2018-03-13T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","SW INTERNATL TRUCKS INC.","37.12","213471","CLEARED",,"D593525","61","SUPPLIES","PRINT","4270",
"2017","6","2017-03-14T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","72.05","165835","CLEARED",,"165835",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2017","8","2017-06-01T00:00:00.000","211000","POLICE OPERATIONS","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","172.66","176215","CLEARED",,"3340260404","61","SUPPLIES","EFT","4343",
"2020","11","2020-08-11T00:00:00.000","217350","STATE POLICE CONFISCATED TRUST","6208","LEGAL SERVICES/COURT COSTS","240","CONFISCATED DRUG-STATE","DALLAS COUNTY","290","327874","CLEARED",,"DC-20-01639","62","CONTRACTUAL SERVICES","PRINT","814",
"2019","11","2019-09-12T00:00:00.000","164000","TELECOMMUNICATIONS","6235","TELEPHONE SERVICE","100","GENERAL","DEPT OF INFO RESOURCE","345.11","284004","CLEARED",,"19070625N","62","CONTRACTUAL SERVICES","PRINT","976",
"2018","8","2018-05-31T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","AUTONATION FORT WORTH MOTORS","189.81","223160","CLEARED",,"4885626","61","SUPPLIES","PRINT","4641",
"2016","10","2016-07-21T00:00:00.000","153218","UTILITY BILLING","6104","CLOTHING/UNIFORM EXPENSE","4000","WATER SEWER OPERATING","UNIFIRST HOLDINGS,INC.","3.52","136601","CLEARED",,"8283403847","61","SUPPLIES","EFT","4917",
"2020","1","2019-10-30T00:00:00.000","100","GENERAL","2074","A/P TRUANCY PREVENTION","100","GENERAL","COMPTROLLER PUBLIC ACCTS","9599.48","292629","CLEARED",,"2019Q3-StCrimFees",,"BALANCE SHEET ACCOUNT","WIRE","612",
"2019","2","2018-12-04T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","BERGER ENGINEERING  COMPANY","5362.1","249054","CLEARED",,"S28743","62","CONTRACTUAL SERVICES","EFT","5383",
"2016","4","2016-01-05T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","BERGER ENGINEERING  COMPANY","444.9","110707","CLEARED",,"S22671","62","CONTRACTUAL SERVICES","EFT","5383",
"2016","10","2016-07-19T00:00:00.000","607000","ATHLETICS PROGRAMS","6081","ATHLETIC OFFICIALS","100","GENERAL","ANGELA L. SAYLES","60","136517","CLEARED",,"07172016","60","PERSONAL SERVICES","PRINT","7361",
"2017","1","2016-10-11T00:00:00.000","605626","WESTLAKE HOUSE","4635","RESERVATIONS","100","GENERAL","PARKS AND REC REFUND","100","146522","CLEARED",,"813319","46","CHARGES FOR SERVICE","PRINT","999992",
"2016","3","2015-12-10T00:00:00.000","605629","DAY CAMP","6233","ELECTRICITY","100","GENERAL","GEXA ENERGY LP","146.79","107810","CLEARED",,"20166681-4","62","CONTRACTUAL SERVICES","PRINT","6276",
"2021","7","2021-04-13T00:00:00.000","100","GENERAL","1105","INVENTORY - GASOLINE","100","GENERAL","U.S. VENTURE, INC.","21530.98","358366","CLEARED",,"202102760957",,"BALANCE SHEET ACCOUNT","PRINT","9931",
"2021","6","2021-03-18T00:00:00.000","201000","FIRE OPERATIONS","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","7.5","355573","CLEARED",,"828 3965040","61","SUPPLIES","EFT","4917",
"2018","9","2018-06-08T00:00:00.000","605626","WESTLAKE HOUSE","6233","ELECTRICITY","100","GENERAL","GEXA ENERGY LP","360.11","225165","CLEARED",,"25569004-4","62","CONTRACTUAL SERVICES","PRINT","6276",
"2019","1","2018-10-30T00:00:00.000","201000","FIRE OPERATIONS","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","7.5","244036","CLEARED",,"8283702835","61","SUPPLIES","EFT","4917",
"2020","9","2020-06-25T00:00:00.000","211000","POLICE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","CYNTHIA E. LEWIS","16.56","321764","CLEARED",,"36103","61","SUPPLIES","EFT","2563",
"2017","9","2017-06-29T00:00:00.000","604000","RECREATION SERVICES ADMIN","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","8.42","179974","CLEARED",,"8283517951","61","SUPPLIES","EFT","4917",
"2020","5","2020-02-20T00:00:00.000","20347020","2018 C.O. CAP PROJ FIRE","8940","MAJOR CAPITAL OUTLAY","2034","2018 C.O. CAPITAL PROJECTS","BROWN REYNOLDS WATFORD ARCHITECTS, INC.","9600","306315","CLEARED",,"220-01088","64","CAPITAL OUTLAY-MAJOR","EFT","7084",
"2021","1","2020-10-06T00:00:00.000","400000","PUBLIC WORKS ADMIN","6232","MEMBERSHIPS/DUES/SUBS","100","GENERAL","EMPLOYEE EXPENSE","315","335874","CLEARED",,"335874","62","CONTRACTUAL SERVICES","PRINT","999998",
"2018","1","2017-10-31T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","GENUINE PARTS CO.","4.72","195730","CLEARED",,"4044-232838","61","SUPPLIES","EFT","3165",
"2018","12","2018-09-13T00:00:00.000","601000","PARK SERVICES","6242","VEHICLE PARTS CHARGES","100","GENERAL","MIDWAY AUTO SUPPLY","4.4","237892","CLEARED",,"36082-13","62","CONTRACTUAL SERVICES","PRINT","2966",
"2017","7","2017-04-18T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","GENUINE PARTS CO.","11.45","170129","CLEARED",,"179181","61","SUPPLIES","EFT","3165",
