"fisc_period","fisc_year","region","office","town","ttl_cps_acept_m","ttl_cps_subs_m","ttl_allegat_m","ttl_allegat_subs_m","ttl_phys_abuse_m","ttl_educ_neglect_m","ttl_emot_neglect_m","ttl_high_risk_m","ttl_medi_neglect_m","ttl_at_risk_m","ttl_phys_neglect_m","ttl_sex_abuse_m","ttl_hmntr_m","ttl_em_ab_m","ttl_moral_neglect_m","subs_phys_abuse_m","subs_educ_neglect_m","subs_emot_neglect_m","subs_high_risk_m","subs_medi_neglect_m","subs_at_risk_m","subs_phys_neglect_m","subs_sex_abuse_m","sub_hmntr_m","sub_em_ab_m","sub_moral_neglect_m","children_subs","rate_phys_abuse_m","rate_educ_neglect_m","rate_emot_neglect_m","rate_high_risk_m","rate_medi_neglect_m","rate_at_risk_m","rate_phys_neglect_m","rate_sex_abuse_m","rate_hmntr_m","rate_em_ab_m","rate_moral_neglect_m"
"07/01/2017 - 06/30/2018","2018","REGION 6","NEW BRITAIN","CANTON","27","<= 10","45","<= 10","<= 10","-","<= 10","-","<= 10","-","29","<= 10","-","<= 10","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","0 - 9 %","-","0 - 9 %","-","9 - 19 %","0 - 9 %","-","0 - 9 %","-"
"07/01/2017 - 06/30/2018","2018","REGION 6","NEW BRITAIN","FARMINGTON","90","11","175","18","23","14","22","-","<= 10","-","106","<= 10","-","<= 10","-","<= 10","<= 10","<= 10","-","-","-","<= 10","<= 10","-","-","-","14","12 - 22 %","20 - 30 %","4 - 14 %","-","0 - 9 %","-","8 - 18 %","24 - 34 %","-","0 - 9 %","-"
"07/01/2017 - 06/30/2018","2018","REGION 6","NEW BRITAIN","NEW BRITAIN","1175","219","2647","520","289","125","439","-","52","-","1612","60","<= 10","39","23","26","17","117","-","<= 10","-","314","27","<= 10","<= 10","<= 10","306","9%","14%","27%","-","12 - 22 %","-","19%","45%","12 - 22 %","7 - 17 %","34 - 44 %"
"07/01/2017 - 06/30/2018","2018","REGION 6","NEW BRITAIN","NEWINGTON","174","30","368","55","34","18","67","-","<= 10","-","222","<= 10","<= 10","14","-","<= 10","-","14","-","-","-","32","<= 10","-","<= 10","-","37","17 - 27 %","-","21%","-","0 - 9 %","-","14%","12 - 22 %","0 - 9 %","13 - 23 %","0%"
"07/01/2017 - 06/30/2018","2018","REGION 6","NEW BRITAIN","PLAINVILLE","131","16","279","36","28","<= 10","42","-","<= 10","-","177","<= 10","-","<= 10","<= 10","<= 10","<= 10","<= 10","-","-","-","23","<= 10","-","-","-","22","10 - 20 %","24 - 34 %","9 - 19 %","-","0 - 9 %","-","13%","66 - 76 %","-","0 - 9 %","0 - 9 %"
"07/01/2017 - 06/30/2018","2018","REGION 6","NEW BRITAIN","PLYMOUTH","85","14","202","29","15","18","46","-","<= 10","-","117","<= 10","-","<= 10","-","-","<= 10","<= 10","-","<= 10","-","18","<= 10","-","-","-","19","-","10 - 20 %","14 - 24 %","-","49 - 59 %","-","15%","32 - 42 %","-","0 - 9 %","-"
"07/01/2017 - 06/30/2018","2018","REGION 6","NEW BRITAIN","ROCKY HILL","68","16","148","34","20","<= 10","22","-","<= 10","-","94","<= 10","-","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","19","<= 10","-","-","-","19","9 - 19 %","19 - 29 %","40 - 50 %","-","49 - 59 %","-","20%","49 - 59 %","-","0 - 9 %","-"
"07/01/2017 - 06/30/2018","2018","REGION 6","NEW BRITAIN","SIMSBURY","79","<= 10","187","19","24","<= 10","20","-","<= 10","-","123","<= 10","-","<= 10","-","<= 10","-","<= 10","-","-","-","14","<= 10","-","-","-","13","12 - 22 %","0 - 9 %","4 - 14 %","-","0 - 9 %","-","11%","24 - 34 %","-","0 - 9 %","-"
"07/01/2017 - 06/30/2018","2018","REGION 6","NEW BRITAIN","SOUTHINGTON","235","30","486","67","59","17","120","-","<= 10","-","267","<= 10","<= 10","<= 10","<= 10","<= 10","<= 10","15","-","<= 10","-","44","<= 10","-","-","<= 10","36","2 - 12 %","11 - 21 %","13%","-","32 - 42 %","-","16%","13 - 23 %","0 - 9 %","0 - 9 %","49 - 59 %"
"07/01/2017 - 06/30/2018","2018","REGION 6","NEW BRITAIN","WETHERSFIELD","112","16","263","40","44","21","35","-","<= 10","-","140","<= 10","-","<= 10","<= 10","<= 10","<= 10","<= 10","-","-","-","27","<= 10","-","-","-","27","4 - 14 %","18 - 28 %","13 - 23 %","-","0 - 9 %","-","19%","21 - 31 %","-","0 - 9 %","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","ALL","NULL","Statewide","31905","5960","77565","17440","7818","3220","12245","-","1615","-","48901","1900","139","1224","503","630","847","3383","-","408","-","11359","502","14","164","133","8402","8%","26%","28%","-","25%","-","23%","26%","10%","13%","26%"
"07/01/2016 - 06/30/2017","2017","OTHER","NULL","OTHER","226","34","475","57","45","15","29","-","<= 10","-","355","18","-","<= 10","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","39","<= 10","-","-","-","37","8 - 18 %","46 - 56 %","6 - 16 %","-","16 - 26 %","-","11%","21 - 31 %","-","0 - 9 %","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","OTHER","NULL","Out Of State","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07/01/2016 - 06/30/2017","2017","REGION 1","BRIDGEPORT","BRIDGEPORT","2157","475","4806","1071","526","258","621","-","131","-","3003","135","<= 10","75","51","55","83","115","-","42","-","715","28","-","<= 10","23","691","10%","32%","19%","-","32%","-","24%","21%","0 - 9 %","12 - 22 %","45%"
"07/01/2016 - 06/30/2017","2017","REGION 1","BRIDGEPORT","EASTON","16","<= 10","34","-","<= 10","<= 10","<= 10","-","-","-","21","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","0 - 9 %","-","-","-","-","0 - 9 %","-","-","-"
"07/01/2016 - 06/30/2017","2017","REGION 1","BRIDGEPORT","FAIRFIELD","168","27","347","48","39","<= 10","63","-","12","-","210","<= 10","-","<= 10","-","<= 10","<= 10","11","-","<= 10","-","28","<= 10","-","<= 10","-","31","2 - 12 %","21 - 31 %","17%","-","24 - 34 %","-","13%","28 - 38 %","-","13 - 23 %","0%"
"07/01/2016 - 06/30/2017","2017","REGION 1","BRIDGEPORT","MONROE","71","11","144","28","18","<= 10","16","-","<= 10","-","94","<= 10","-","<= 10","<= 10","-","<= 10","<= 10","-","-","-","16","-","-","-","<= 10","15","-","28 - 38 %","49 - 59 %","-","0 - 9 %","-","17%","0 - 9 %","-","0 - 9 %","66 - 76 %"
"07/01/2016 - 06/30/2017","2017","REGION 1","BRIDGEPORT","STRATFORD","346","62","711","134","97","47","81","-","16","-","438","18","<= 10","12","<= 10","<= 10","11","22","-","<= 10","-","86","<= 10","-","<= 10","-","87","5 - 15 %","23%","27%","-","30 - 40 %","-","20%","16 - 26 %","0 - 9 %","7 - 17 %","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","REGION 1","BRIDGEPORT","TRUMBULL","106","18","260","35","38","11","44","-","<= 10","-","148","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","-","-","28","<= 10","-","-","-","23","4 - 14 %","-","8 - 18 %","-","0 - 9 %","-","19%","24 - 34 %","-","0 - 9 %","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","REGION 1","NORWALK","DARIEN","48","<= 10","109","19","18","<= 10","14","-","<= 10","-","60","-","-","14","-","<= 10","-","<= 10","-","<= 10","-","15","-","-","-","-","<= 10","5 - 15 %","0 - 9 %","13 - 23 %","-","49 - 59 %","-","25%","-","-","-","-"
"07/01/2016 - 06/30/2017","2017","REGION 1","NORWALK","GREENWICH","200","28","444","76","64","21","93","-","11","-","232","14","-","<= 10","<= 10","<= 10","<= 10","24","-","-","-","40","<= 10","-","<= 10","-","44","4 - 14 %","18 - 28 %","26%","-","-","-","17%","13 - 23 %","-","42 - 52 %","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","REGION 1","NORWALK","NEW CANAAN","49","<= 10","123","16","14","<= 10","19","-","-","-","80","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","11","-","0 - 9 %","36 - 46 %","-","-","-","9 - 19 %","0 - 9 %","-","0 - 9 %","99 - 109 %"
"07/01/2016 - 06/30/2017","2017","REGION 1","NORWALK","NORWALK","647","132","1400","317","157","41","238","-","32","-","853","44","<= 10","18","15","13","11","67","-","11","-","206","<= 10","-","<= 10","<= 10","188","8%","27%","28%","-","34%","-","24%","8 - 18 %","0 - 9 %","10 - 20 %","19 - 29 %"
"07/01/2016 - 06/30/2017","2017","REGION 1","NORWALK","STAMFORD","951","165","1860","296","275","59","269","-","44","-","1102","65","<= 10","32","<= 10","20","12","56","-","11","-","185","<= 10","-","<= 10","<= 10","199","7%","20%","21%","-","25%","-","17%","14 - 24 %","0 - 9 %","2 - 12 %","10 - 20 %"
"07/01/2016 - 06/30/2017","2017","REGION 1","NORWALK","WESTON","21","<= 10","39","<= 10","<= 10","-","<= 10","-","<= 10","-","20","<= 10","-","-","-","<= 10","-","-","-","-","-","<= 10","-","-","-","-","<= 10","24 - 34 %","-","0 - 9 %","-","0 - 9 %","-","29 - 39 %","0 - 9 %","-","-","-"
"07/01/2016 - 06/30/2017","2017","REGION 1","NORWALK","WESTPORT","73","<= 10","174","18","12","<= 10","43","-","<= 10","-","101","<= 10","-","<= 10","<= 10","-","<= 10","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","-","32 - 42 %","13 - 23 %","-","0 - 9 %","-","9 - 19 %","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","REGION 1","NORWALK","WILTON","55","<= 10","130","15","<= 10","<= 10","42","-","<= 10","-","67","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","12","0 - 9 %","0 - 9 %","20 - 30 %","-","0 - 9 %","-","8 - 18 %","0 - 9 %","-","0 - 9 %","-"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","ANSONIA","250","74","631","204","67","29","105","-","15","-","379","11","<= 10","20","<= 10","16","14","41","-","<= 10","-","121","<= 10","-","<= 10","<= 10","103","24%","48%","39%","-","19 - 29 %","-","32%","17 - 27 %","0 - 9 %","29 - 39 %","24 - 34 %"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","BETHANY","13","<= 10","16","-","<= 10","<= 10","-","-","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","-","-","-","-","0 - 9 %","-","-","-","-"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","BRANFORD","145","34","335","60","27","<= 10","77","-","<= 10","-","214","<= 10","-","<= 10","<= 10","-","<= 10","15","-","-","-","39","<= 10","-","<= 10","<= 10","41","-","49 - 59 %","19%","-","0 - 9 %","-","18%","19 - 29 %","-","32 - 42 %","49 - 59 %"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","DERBY","144","33","443","96","51","20","55","-","<= 10","-","305","<= 10","-","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","79","<= 10","-","<= 10","-","48","5 - 15 %","9 - 19 %","15 - 25 %","-","32 - 42 %","-","26%","19 - 29 %","-","24 - 34 %","0%"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","EAST HAVEN","285","70","698","183","64","14","107","-","12","-","472","17","<= 10","<= 10","<= 10","<= 10","<= 10","33","-","<= 10","-","128","<= 10","-","-","<= 10","97","5 - 15 %","35 - 45 %","31%","-","66 - 76 %","-","27%","23 - 33 %","0 - 9 %","0 - 9 %","49 - 59 %"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","HAMDEN","359","80","772","154","91","41","108","-","17","-","474","22","<= 10","16","<= 10","<= 10","18","16","-","<= 10","-","104","<= 10","-","-","-","109","9 - 19 %","44%","15%","-","23 - 33 %","-","22%","13 - 23 %","0 - 9 %","-","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","MILFORD","260","54","614","130","60","38","91","-","<= 10","-","390","12","<= 10","<= 10","<= 10","<= 10","<= 10","23","-","<= 10","-","89","<= 10","-","<= 10","<= 10","71","1 - 11 %","25 - 35 %","25%","-","39 - 49 %","-","23%","7 - 17 %","0 - 9 %","12 - 22 %","24 - 34 %"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","NORTH BRANFORD","44","12","116","37","15","11","25","-","<= 10","-","60","<= 10","-","<= 10","<= 10","<= 10","<= 10","12","-","-","-","17","-","-","-","<= 10","16","26 - 36 %","26 - 36 %","48%","-","0 - 9 %","-","28%","0 - 9 %","-","0 - 9 %","49 - 59 %"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","NORTH HAVEN","92","19","207","34","20","12","37","-","<= 10","-","129","<= 10","-","<= 10","<= 10","-","<= 10","<= 10","-","-","-","21","<= 10","-","-","-","21","-","24 - 34 %","21 - 31 %","-","0 - 9 %","-","16%","99 - 109 %","-","0 - 9 %","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","ORANGE","31","<= 10","56","<= 10","<= 10","11","<= 10","-","-","-","28","-","-","-","-","<= 10","<= 10","-","-","-","-","<= 10","-","-","-","-","<= 10","9 - 19 %","8 - 18 %","0 - 9 %","-","-","-","17 - 27 %","-","-","-","-"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","SEYMOUR","98","27","234","66","25","26","35","-","<= 10","-","135","<= 10","-","<= 10","<= 10","<= 10","19","<= 10","-","<= 10","-","32","<= 10","-","-","-","38","3 - 13 %","73%","28 - 38 %","-","19 - 29 %","-","24%","59 - 69 %","-","0 - 9 %","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","SHELTON","255","60","584","144","61","36","94","-","23","-","342","14","<= 10","<= 10","<= 10","<= 10","18","26","-","<= 10","-","84","-","-","-","<= 10","89","6 - 16 %","50%","28%","-","42 - 52 %","-","25%","-","0 - 9 %","0 - 9 %","32 - 42 %"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","WEST HAVEN","568","136","1313","296","109","63","204","-","22","-","856","31","<= 10","13","14","12","25","57","-","<= 10","-","185","<= 10","-","<= 10","<= 10","185","11%","40%","28%","-","13 - 23 %","-","22%","25 - 35 %","0 - 9 %","30 - 40 %","13 - 23 %"
"07/01/2016 - 06/30/2017","2017","REGION 2","MILFORD","WOODBRIDGE","39","<= 10","80","16","<= 10","-","<= 10","-","<= 10","-","53","<= 10","-","-","-","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","0 - 9 %","-","59 - 69 %","-","0 - 9 %","-","14 - 24 %","32 - 42 %","-","-","-"
"07/01/2016 - 06/30/2017","2017","REGION 2","NEW HAVEN","NEW HAVEN","2398","580","5973","1468","556","169","986","-","126","-","3928","117","11","58","22","61","70","260","-","61","-","968","29","-","11","<= 10","825","11%","41%","26%","-","48%","-","25%","25%","-","19%","35 - 45 %"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","CHESTER","15","<= 10","29","<= 10","<= 10","<= 10","<= 10","-","-","-","19","<= 10","-","<= 10","-","-","<= 10","-","-","-","-","-","-","-","-","-","<= 10","0 - 9 %","32 - 42 %","0 - 9 %","-","-","-","-","0 - 9 %","-","0 - 9 %","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","CLINTON","57","<= 10","129","<= 10","18","<= 10","21","-","-","-","84","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","5 - 15 %","0 - 9 %","4 - 14 %","-","-","-","4 - 14 %","66 - 76 %","-","0 - 9 %","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","CROMWELL","57","<= 10","144","14","22","<= 10","32","-","-","-","85","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","12","-","-","-","-","12","-","0 - 9 %","5 - 15 %","-","-","-","14%","0 - 9 %","-","0 - 9 %","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","DEEP RIVER","17","<= 10","33","<= 10","<= 10","-","<= 10","-","-","-","19","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","-","-","-","-","-","<= 10","0 - 9 %","-","42 - 52 %","-","-","-","-","0 - 9 %","-","0 - 9 %","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","DURHAM","29","<= 10","57","19","<= 10","-","<= 10","-","-","-","40","<= 10","-","-","-","<= 10","-","<= 10","-","-","-","14","-","-","-","-","<= 10","24 - 34 %","-","49 - 59 %","-","-","-","35%","0 - 9 %","-","-","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","EAST HADDAM","39","<= 10","80","<= 10","<= 10","-","13","-","<= 10","-","51","<= 10","-","<= 10","-","-","-","<= 10","-","<= 10","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","7 - 17 %","-","66 - 76 %","-","5 - 15 %","0 - 9 %","-","0 - 9 %","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","EAST HAMPTON","75","13","178","29","12","11","22","-","<= 10","-","121","<= 10","-","<= 10","-","<= 10","<= 10","<= 10","-","-","-","17","<= 10","-","-","-","16","7 - 17 %","35 - 45 %","22 - 32 %","-","0 - 9 %","-","14%","49 - 59 %","-","0 - 9 %","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","ESSEX","21","<= 10","51","<= 10","<= 10","<= 10","<= 10","-","-","-","39","<= 10","-","-","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","24 - 34 %","-","-","-","7 - 17 %","0 - 9 %","-","-","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","GUILFORD","71","18","156","40","17","-","29","-","<= 10","-","99","<= 10","-","<= 10","-","<= 10","-","16","-","-","-","23","-","-","-","-","25","5 - 15 %","-","55%","-","0 - 9 %","-","23%","0 - 9 %","-","0 - 9 %","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","HADDAM","25","<= 10","63","17","<= 10","<= 10","16","-","<= 10","-","40","-","-","-","-","<= 10","-","<= 10","-","-","-","11","-","-","-","-","<= 10","32 - 42 %","0 - 9 %","30 - 40 %","-","0 - 9 %","-","28%","-","-","-","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","KILLINGWORTH","16","<= 10","50","16","<= 10","-","17","-","-","-","27","-","-","<= 10","-","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","39 - 49 %","-","40 - 50 %","-","-","-","25 - 35 %","-","-","0 - 9 %","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","LYME","<= 10","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","0 - 9 %","-","49 - 59 %","-","-","-","99 - 109 %","99 - 109 %","-","-","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","MADISON","48","<= 10","111","21","12","<= 10","25","-","<= 10","-","64","<= 10","<= 10","<= 10","-","-","<= 10","<= 10","-","-","-","<= 10","<= 10","-","-","-","12","-","99 - 109 %","27 - 37 %","-","0 - 9 %","-","13 - 23 %","99 - 109 %","0 - 9 %","0 - 9 %","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","MIDDLEFIELD","16","<= 10","40","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","28","<= 10","-","<= 10","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","0 - 9 %","-","0 - 9 %","-","17 - 27 %","0 - 9 %","-","0 - 9 %","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","MIDDLETOWN","536","88","1214","221","102","38","202","-","19","-","789","38","<= 10","21","<= 10","<= 10","<= 10","40","-","<= 10","-","151","11","-","<= 10","-","122","3 - 13 %","20 - 30 %","20%","-","20 - 30 %","-","19%","29%","0 - 9 %","13 - 23 %","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","OLD LYME","23","<= 10","52","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","35","<= 10","-","<= 10","-","-","-","-","-","-","-","<= 10","<= 10","-","-","-","<= 10","0 - 9 %","0 - 9 %","0 - 9 %","-","0 - 9 %","-","16 - 26 %","49 - 59 %","-","0 - 9 %","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","OLD SAYBROOK","59","<= 10","142","14","<= 10","<= 10","22","-","<= 10","-","98","<= 10","-","<= 10","-","<= 10","<= 10","<= 10","-","-","-","<= 10","-","-","<= 10","-","<= 10","10 - 20 %","66 - 76 %","13 - 23 %","-","0 - 9 %","-","6 - 16 %","0 - 9 %","-","24 - 34 %","0%"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","PORTLAND","47","<= 10","94","<= 10","<= 10","-","<= 10","-","-","-","77","<= 10","-","<= 10","-","-","-","-","-","-","-","<= 10","-","-","<= 10","-","<= 10","0 - 9 %","-","0 - 9 %","-","-","-","5 - 15 %","0 - 9 %","-","32 - 42 %","0%"
"07/01/2016 - 06/30/2017","2017","REGION 3","MIDDLETOWN","WESTBROOK","31","<= 10","64","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","44","<= 10","-","-","<= 10","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","49 - 59 %","-","0 - 9 %","-","10 - 20 %","0 - 9 %","-","-","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","REGION 3","NORWICH","BOZRAH","12","<= 10","39","12","<= 10","<= 10","11","-","-","-","21","<= 10","-","-","-","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","0 - 9 %","0 - 9 %","35 - 45 %","-","-","-","18 - 28 %","99 - 109 %","-","-","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","NORWICH","COLCHESTER","83","16","206","52","18","<= 10","30","-","<= 10","-","142","<= 10","-","<= 10","-","-","<= 10","<= 10","-","-","-","39","-","-","-","-","18","-","43 - 53 %","29 - 39 %","-","0 - 9 %","-","27%","0 - 9 %","-","0 - 9 %","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","NORWICH","EAST LYME","94","24","317","145","14","<= 10","60","-","<= 10","-","215","13","-","<= 10","<= 10","<= 10","-","35","-","<= 10","-","102","<= 10","-","-","<= 10","40","6 - 16 %","0 - 9 %","58%","-","79 - 89 %","-","47%","7 - 17 %","-","0 - 9 %","99 - 109 %"
"07/01/2016 - 06/30/2017","2017","REGION 3","NORWICH","FRANKLIN","<= 10","<= 10","<= 10","<= 10","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","<= 10","<= 10","-","-","0 - 9 %","-","-","-","0 - 9 %","0 - 9 %","-","-","99 - 109 %"
"07/01/2016 - 06/30/2017","2017","REGION 3","NORWICH","GRISWOLD","143","33","576","234","35","12","133","-","<= 10","-","371","<= 10","<= 10","<= 10","<= 10","<= 10","<= 10","67","-","-","-","156","<= 10","-","<= 10","-","45","8 - 18 %","16 - 26 %","50%","-","0 - 9 %","-","42%","37 - 47 %","0 - 9 %","29 - 39 %","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","REGION 3","NORWICH","GROTON","368","75","1094","313","87","26","173","-","<= 10","-","748","30","<= 10","11","<= 10","<= 10","<= 10","65","-","<= 10","-","226","<= 10","-","<= 10","<= 10","101","1 - 11 %","22 - 32 %","38%","-","9 - 19 %","-","30%","26 - 36 %","0 - 9 %","17 - 27 %","37 - 47 %"
"07/01/2016 - 06/30/2017","2017","REGION 3","NORWICH","LEBANON","58","<= 10","129","19","19","<= 10","13","-","<= 10","-","82","<= 10","-","<= 10","-","<= 10","-","<= 10","-","-","-","12","-","-","<= 10","-","<= 10","20 - 30 %","0 - 9 %","14 - 24 %","-","0 - 9 %","-","15%","0 - 9 %","-","49 - 59 %","0%"
"07/01/2016 - 06/30/2017","2017","REGION 3","NORWICH","LEDYARD","116","22","367","141","31","<= 10","70","-","<= 10","-","252","<= 10","-","<= 10","<= 10","<= 10","<= 10","46","-","<= 10","-","88","<= 10","-","<= 10","-","36","2 - 12 %","24 - 34 %","66%","-","99 - 109 %","-","35%","66 - 76 %","-","24 - 34 %","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","REGION 3","NORWICH","LISBON","27","<= 10","60","14","<= 10","<= 10","<= 10","-","<= 10","-","32","<= 10","-","<= 10","-","<= 10","<= 10","-","-","-","-","<= 10","<= 10","-","-","-","<= 10","21 - 31 %","66 - 76 %","0 - 9 %","-","0 - 9 %","-","12 - 22 %","66 - 76 %","-","0 - 9 %","-"
"07/01/2016 - 06/30/2017","2017","REGION 3","NORWICH","MONTVILLE","168","43","479","173","35","20","57","-","15","-","331","<= 10","-","13","<= 10","<= 10","<= 10","24","-","<= 10","-","131","<= 10","-","<= 10","-","63","10 - 20 %","24 - 34 %","42%","-","39 - 49 %","-","40%","39 - 49 %","-","7 - 17 %","0 - 9 %"
"07/01/2016 - 06/30/2017","2017","REGION 3","NORWICH","NEW LONDON","486","99","1297","400","131","43","162","-","50","-","869","24","-","<= 10","<= 10","11","11","50","-","16","-","306","<= 10","-","-","<= 10","145","8%","26%","31%","-","32%","-","35%","3 - 13 %","-","0 - 9 %","49 - 59 %"
"07/01/2016 - 06/30/2017","2017","REGION 3","NORWICH","NORTH STONINGTON","21","<= 10","60","11","<= 10","-","11","-","-","-","43","-","-","<= 10","<= 10","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","44 - 54 %","-","-","-","13 - 23 %","-","-","0 - 9 %","0 - 9 %"
