"loanrange","loanamount","businessname","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsreported","dateapproved","lender","cd"
"c $1-2 million",,"HIGH WATCH RECOVERY CENTER INC.","62 Carter Road PO Box 607","KENT","CT","06757","624310","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","107","2020-04-08T00:00:00.000","Union Savings Bank","CT-05"
"c $1-2 million",,"INDIAN MOUNTAIN SCHOOL, INC","211 Indain Mountain Road","LAKEVILLE","CT","06039","611110","Corporation","Unanswered","Unanswered","Unanswered",,"127","2020-04-09T00:00:00.000","The National Iron Bank","CT-05"
"c $1-2 million",,"THE SOUTHEASTERN COUNCIL ON ALCOHOLISM AND DRUG DEPENDENCE,","37 Camp moowen road","LEBANON","CT","06249","623220","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","176","2020-04-28T00:00:00.000","Chelsea Groton Bank","CT-02"
"c $1-2 million",,"EMPRISE CORPORATION","7 Lorenz Parkway, PO Box 129","LEDYARD","CT","06339","541330","Corporation","Unanswered","Male Owned","Non-Veteran",,"98","2020-04-07T00:00:00.000","Dime Bank","CT-02"
"c $1-2 million",,"FORMAN SCHOOL, INC. THE","12 NORFOLK RD","LITCHFIELD","CT","06759","611699","Corporation","Unanswered","Unanswered","Unanswered",,"123","2020-04-08T00:00:00.000","Litchfield Bancorp","CT-05"
"c $1-2 million",,"CONNECTICUT JUNIOR REPUBLIC ASSOCIATION, INC.","550 GOSHEN RD","LITCHFIELD","CT","06759","623990","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","127","2020-04-10T00:00:00.000","Union Savings Bank","CT-05"
"c $1-2 million",,"VISTA LIFE INNOVATIONS INC","107 Bradley Road","MADISON","CT","06443","624110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","178","2020-04-11T00:00:00.000","KeyBank National Association","CT-02"
"c $1-2 million",,"GROVE SCHOOL, INC.","175 Copse Road","MADISON","CT","06443","611110","Corporation","Unanswered","Unanswered","Unanswered",,"141","2020-04-27T00:00:00.000","Essex Savings Bank","CT-02"
"c $1-2 million",,"COLUMBIA DENTAL PC","483 Middle Turnpike West STE 309","Manchester","CT","06040","621210","Professional Association","Unanswered","Male Owned","Unanswered",,"40","2020-04-15T00:00:00.000","Nutmeg State Financial CU","CT-01"
"c $1-2 million",,"RETINA CONSULTANTS, P.C.","191 Main Street","Manchester","CT","06040","621111","Subchapter S Corporation","Hispanic","Male Owned","Non-Veteran",,"100","2020-04-27T00:00:00.000","Savings Bank of Danbury","CT-01"
"c $1-2 million",,"RED DEER CAPITAL","945 Main Street, Suite 210","Manchester","CT","06040","551112","Corporation","Unanswered","Unanswered","Unanswered",,"156","2020-05-18T00:00:00.000","Liberty Bank","CT-01"
"c $1-2 million",,"PARAMOUNT MACHINE COMPANY, INC.","138 Sanrico Dr","Manchester","CT","06042","332710","Corporation","Unanswered","Unanswered","Unanswered",,"93","2020-05-03T00:00:00.000","Bank of America, National Association","CT-01"
"c $1-2 million",,"HYDROFERA LLC","340 Progress Dr","Manchester","CT","06042","326150","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"86","2020-05-03T00:00:00.000","Bank of America, National Association","CT-01"
"c $1-2 million",,"ACMT, INC.","369 PROGRESS DR","MANCHESTER","CT","06042","334511","Corporation","White","Male Owned","Non-Veteran",,"120","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"TALENT IT SERVICES INC","776 N MAIN ST","MANCHESTER","CT","06042","541519","Corporation","Unanswered","Unanswered","Unanswered",,"68","2020-04-09T00:00:00.000","First United Bank and Trust Company","CT-01"
"c $1-2 million",,"SPARTAN AEROSPACE LLC","41 Progress Drive","MANCHESTER","CT","06042","336412","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"108","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"TRINITY HILL CARE CENTER LLC","341 BIDWELL ST","MANCHESTER","CT","06040","623311","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"129","2020-04-28T00:00:00.000","Independent Bank","CT-01"
"c $1-2 million",,"SECURECARE OPTIONS LLC","341 BIDWELL STREET","MANCHESTER","CT","06040","531190","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"96","2020-04-28T00:00:00.000","Independent Bank","CT-01"
"c $1-2 million",,"BIDWELL CARE CENTER, LLC","341 BIDWELL ST","MANCHESTER","CT","06040","623311","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"113","2020-04-28T00:00:00.000","Independent Bank","CT-01"
"c $1-2 million",,"WINTONBURY CARE CENTER LLC","3410 BIDWELL","MANCHESTER","CT","06040","623311","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"133","2020-04-28T00:00:00.000","Independent Bank","CT-01"
"c $1-2 million",,"PHOENIX ENVIRONMENTAL LABORATORIES, INC.","587 EAST MIDDLE TPKE","MANCHESTER","CT","06040","541380","Corporation","Unanswered","Unanswered","Unanswered",,"139","2020-04-08T00:00:00.000","Windsor Federal Savings & Loan Association","CT-01"
"c $1-2 million",,"ARBORS OF HOP BROOK, LP","403 WEST CENTER ST","MANCHESTER","CT","06040","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"189","2020-04-04T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"WESTSIDE CARE CENTER, LLC","341 BIDWELL ST","MANCHESTER","CT","06040","623311","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"116","2020-04-28T00:00:00.000","Independent Bank","CT-01"
"c $1-2 million",,"MERIDEN CARE CENTER, LLC","341 Bidwell Street","MANCHESTER","CT","06040","623311","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-28T00:00:00.000","Independent Bank","CT-01"
"c $1-2 million",,"UNIVERSAL HEALTHCARE HOLDINGS, LLC","341 BIDWELL ST","MANCHESTER","CT","06040","623311","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"143","2020-04-28T00:00:00.000","Independent Bank","CT-01"
"c $1-2 million",,"MANCHESTER CT SNF LLC","565 Vernon Street","MANCHESTER","CT","06042","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"202","2020-04-27T00:00:00.000","Berkshire Bank","CT-01"
"c $1-2 million",,"LYNCH MOTORS INC","179 TOLLAND TPKE","MANCHESTER","CT","06042","441120","Corporation","Unanswered","Unanswered","Unanswered",,"141","2020-04-08T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"KETTLE BROOK CARE CENTER, LLC","341 Bidwell Street","MANCHESTER","CT","06040","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-28T00:00:00.000","Independent Bank","CT-01"
"c $1-2 million",,"JOURNEY FOUND INC","60 HILLIARD ST","MANCHESTER","CT","06042","813219","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","285","2020-04-10T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"J & L MACHINE CO INC","62 BATSON DR","MANCHESTER","CT","06042","333318","Corporation","Unanswered","Unanswered","Unanswered",,"65","2020-04-30T00:00:00.000","Bank of America, National Association","CT-01"
"c $1-2 million",,"FIRST HARTFORD CORPORATION","149 COLONIAL RD","MANCHESTER","CT","06042","531390","Corporation","Unanswered","Unanswered","Unanswered",,"160","2020-04-09T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"EMPIRE INDUSTRIES INC","180 OLCOTT ST","MANCHESTER","CT","06040","331210","Corporation","Unanswered","Unanswered","Unanswered",,"97","2020-04-14T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"EAST CATHOLIC HIGH SCHOOL","115 NEW STATE RD","MANCHESTER","CT","06042","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","82","2020-04-08T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"CUSTOM ELECTRIC, INC","52 Main st","MANCHESTER","CT","06042","238210","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"124","2020-04-07T00:00:00.000","Windsor Federal Savings & Loan Association","CT-01"
"c $1-2 million",,"MELIORA ACADEMY INC.","470 Murdock Ave 1","Meriden","CT","06450","611110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-05-03T00:00:00.000","Citizens Bank, National Association","CT-05"
"c $1-2 million",,"LYON & BILLARD CO","38 Gypsy Ln.","Meriden","CT","06450","444110","Corporation","Unanswered","Unanswered","Unanswered",,"85","2020-04-30T00:00:00.000","Webster Bank, National Association","CT-05"
"c $1-2 million",,"MERIDEN-NEW BRITAIN-BERLIN YMCA INC","110 West MAIN ST","MERIDEN","CT","06451","813410","Professional Association","Unanswered","Unanswered","Unanswered",,"261","2020-04-07T00:00:00.000","The Guilford Savings Bank","CT-05"
"c $1-2 million",,"MIDSTATE ARC, INC","200 RESEARCH PKWY","MERIDEN","CT","06450","623990","Non-Profit Organization","Unanswered","Unanswered","Non-Veteran","true","180","2020-04-05T00:00:00.000","Ion Bank","CT-05"
"c $1-2 million",,"JACI CARROLL STAFFING SERVICES","751 STRAITS TPKE","MIDDLEBURY","CT","06762","561311","Corporation","Unanswered","Male Owned","Non-Veteran",,"286","2020-04-13T00:00:00.000","Webster Bank, National Association","CT-05"
"c $1-2 million",,"COUNTY LINE BUICK NISSAN INC","2191 STRAITS TPKE","MIDDLEBURY","CT","06762","441110","Corporation","Unanswered","Female Owned","Non-Veteran",,"54","2020-04-03T00:00:00.000","Ion Bank","CT-05"
"c $1-2 million",,"ACRANOM MASONARY INC","80 INDUSTRIAL PARK ACCESS ROAD","MIDDLEFIELD","CT","06455","238140","Corporation","Unanswered","Unanswered","Unanswered",,"40","2020-04-27T00:00:00.000","TD Bank, National Association","CT-03"
"c $1-2 million",,"XAVIER HIGH SCHOOL CORPORATION OF MIDDLETOWN","181 Randolph Road","Middletown","CT","06457","611710","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true",,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-03"
"c $1-2 million",,"AI ENGINEERS INC","919 Middle St","Middletown","CT","06457","541330","Corporation","Unanswered","Male Owned","Unanswered",,"195","2020-04-30T00:00:00.000","Bank of America, National Association","CT-03"
"c $1-2 million",,"LYMAN PRODUCTS CORPORATION","475 Smith Street","Middletown","CT","06457","333517","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-03"
"c $1-2 million",,"GREENSKIES CLEAN ENERGY LLC","180 Johnson St","Middletown","CT","06457","221114","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-04-14T00:00:00.000","Live Oak Banking Company","CT-03"
"c $1-2 million",,"GILEAD COMMUNITY SERVICES. INC.","P.O. Box 1000 222 Main Street Extension","Middletown","CT","06457","623220","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","255","2020-04-27T00:00:00.000","Liberty Bank","CT-03"
"c $1-2 million",,"XSE GROUP INC","35 PHIL MACK DR","MIDDLETOWN","CT","06457","424120","Corporation","Unanswered","Male Owned","Non-Veteran",,"109","2020-04-16T00:00:00.000","Bank of America, National Association","CT-03"
"c $1-2 million",,"CAPASSO ENTERPRISES, INC.","251 MIDDLE ST","MIDDLETOWN","CT","06457","238140","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"90","2020-04-07T00:00:00.000","Ion Bank","CT-03"
"c $1-2 million",,"BOURDON FORGE CO., INC.","99 TUTTLE RD","MIDDLETOWN","CT","06457","811310","Corporation","Unanswered","Male Owned","Non-Veteran",,"96","2020-04-15T00:00:00.000","Bank of America, National Association","CT-03"
"c $1-2 million",,"ANESTHESIOLOGISTS OF MIDDLETOWN, P.C.","145 SOUTH MAIN ST","MIDDLETOWN","CT","06457","621112","Corporation","Unanswered","Unanswered","Unanswered",,"44","2020-04-09T00:00:00.000","Liberty Bank","CT-03"
"c $1-2 million",,"ORTHOPEDIC ASSOCIATES OF MIDDLETOWN, PC","512 SAYBROOK RD","MIDDLETOWN","CT","06457","621493","Corporation","Unanswered","Unanswered","Unanswered",,"72","2020-04-09T00:00:00.000","Liberty Bank","CT-03"
"c $1-2 million",,"NEWTECH INSTALLATION USA INC.","444 Smith street","MIDDLETOWN","CT","06457","238350","Corporation","Unanswered","Unanswered","Unanswered",,"19","2020-04-15T00:00:00.000","TD Bank, National Association","CT-03"
"c $1-2 million",,"AEROSPACE TECHNIQUES, INC","1100 COUNTRY CLUB RD","MIDDLETOWN","CT","06457","334511","Corporation","Unanswered","Unanswered","Unanswered",,"77","2020-06-22T00:00:00.000","People's United Bank, National Association","CT-03"
"c $1-2 million",,"THE PROFESSIONALS, LLC","19 Tuttle Place","MIDDLETOWN","CT","06457","561621","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"55","2020-04-06T00:00:00.000","Eastern Bank","CT-03"
"c $1-2 million",,"THE HOMEAIDES,LLC","517 Centerpoint Drive","MIDDLETOWN","CT","06457","621610","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-13T00:00:00.000","Citizens Bank, National Association","CT-03"
"c $1-2 million",,"MAZENE, INC.","160 BROAD STREET","MIDDLETOWN","CT","06457","541612","Corporation","Unanswered","Unanswered","Unanswered",,"189","2020-04-28T00:00:00.000","Webster Bank, National Association","CT-03"
"c $1-2 million",,"MARC COMMUNITY RESOURCES, LTD.","124 WASHINGTON ST","MIDDLETOWN","CT","06457","623210","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","134","2020-04-09T00:00:00.000","People's United Bank, National Association","CT-03"
"c $1-2 million",,"MACK FIRE PROTECTION, LLC","15 INDUSTRIAL PARK PL","MIDDLETOWN","CT","06457","238220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-03"
"c $1-2 million",,"FERAZZOLI IMPORTS OF NEW ENGLAND, INC.","234 MIDDLE ST","MIDDLETOWN","CT","06457","444190","Corporation","White","Female Owned","Non-Veteran",,"136","2020-04-09T00:00:00.000","KeyBank National Association","CT-03"
"c $1-2 million",,"EDGE TECHNOLOGY SERVICES, INC.","100 ROSCOMMON DR STE 120","MIDDLETOWN","CT","06457","541511","Corporation","Unanswered","Unanswered","Unanswered",,"81","2020-04-10T00:00:00.000","TD Bank, National Association","CT-03"
"c $1-2 million",,"CHANGE INCORPORATED","1251 South MAIN ST","MIDDLETOWN","CT","06457","624310","Corporation","Black or African American","Male Owned","Non-Veteran",,"300","2020-04-15T00:00:00.000","Liberty Bank","CT-03"
"c $1-2 million",,"CONNECTICUT LEGAL SERVICES INC","62 WASHINGTON ST","MIDDLETOWN","CT","06457","541110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","74","2020-04-29T00:00:00.000","Webster Bank, National Association","CT-03"
"c $1-2 million",,"COMPRECARE HEALTH LLC","213 Court St 6th Fl","MIDDLETOWN","CT","06457","621999","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"105","2020-04-10T00:00:00.000","Berkshire Bank","CT-03"
"c $1-2 million",,"CARTER MARIO PC","158 Cherry Street","Milford","CT","06460","541110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-03"
"c $1-2 million",,"B &AMP; G PIPING CO","92 Erna Ave","Milford","CT","06461","238220","Corporation","Unanswered","Unanswered","Unanswered",,"39","2020-05-03T00:00:00.000","Bank of America, National Association","CT-03"
"c $1-2 million",,"COLONIAL MOTORS INC","470 Boston Post Rd","MILFORD","CT","06460","441110","Corporation","Unanswered","Unanswered","Unanswered",,"126","2020-04-06T00:00:00.000","Newtown Savings Bank","CT-03"
"c $1-2 million",,"CARRUBBA, INCORPORATED","70 RESEARCH DR","MILFORD","CT","06460","325998","Corporation","Unanswered","Unanswered","Unanswered",,"78","2020-05-01T00:00:00.000","Bank of America, National Association","CT-03"
"c $1-2 million",,"BISMARCK CONSTRUCTION COMPANY INCORPORATED","100 Bridgeport Avenue","MILFORD","CT","06460","236220","Corporation","White","Male Owned","Unanswered",,"42","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-03"
"c $1-2 million",,"SENIOR PHILANTHROPY OF MILFORD O, LLC","245 ORANGE AVE","MILFORD","CT","06461","621399","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"164","2020-04-12T00:00:00.000","Republic Bank & Trust Company","CT-03"
"c $1-2 million",,"SENIOR PHILANTHROPY OF MILFORD B, LLC","2028 Bridgeport Avenue","MILFORD","CT","06460","623312","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"129","2020-04-12T00:00:00.000","Republic Bank & Trust Company","CT-03"
"c $1-2 million",,"PRECISION METAL PRODUCTS INC","307 Pepes Farm Rd","MILFORD","CT","06460","339999","Corporation","Unanswered","Unanswered","Unanswered",,"115","2020-04-27T00:00:00.000","Bank of America, National Association","CT-03"
"c $1-2 million",,"AQUINAS CONSULTING","601 BOSTON POST ROAD,","MILFORD","CT","06460","541611","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"70","2020-05-03T00:00:00.000","Bank of America, National Association","CT-03"
"c $1-2 million",,"LINK-IN BENEFITS, LLC","185 Plains Road Suite 202W","MILFORD","CT","06461","624190","Limited  Liability Company(LLC)","Unanswered","Male Owned","Veteran",,"180","2020-04-12T00:00:00.000","TD Bank, National Association","CT-03"
"c $1-2 million",,"A&A DRYWALL AND ACOUSTICS INC","360 NEW HAVEN AVE","MILFORD","CT","06460","238310","Corporation","Unanswered","Unanswered","Unanswered",,"31","2020-05-03T00:00:00.000","Bank of America, National Association","CT-03"
"c $1-2 million",,"JJ MOTOR COMPANY","566 BRIDGEPORT AVE","MILFORD","CT","06460","441228","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"107","2020-05-03T00:00:00.000","KeyBank National Association","CT-03"
"c $1-2 million",,"INNOVATIVE DISPLAY & DESIGN, INC.","75 CASCADE BLVD","MILFORD","CT","06460","541850","Corporation","Unanswered","Male Owned","Non-Veteran",,"101","2020-04-15T00:00:00.000","Connecticut Community Bank, National Association","CT-03"
"c $1-2 million",,"FCP GROTON, LLC.","155 HILL STREET","MILFORD","CT","06460","441310","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"131","2020-04-16T00:00:00.000","Webster Bank, National Association","CT-03"
