"fiscal_year","company_name","company_address","municipality","state","zip_code","business_industry","naics_code","woman_minority_veteran_international_export","contract_execution_date","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","funding_source","statutory_reference","job_obligation_status","penalty_if_applicable","forgiveness_earned_if_applicable","status","count"
"2014","Emerging Markets Investment Advisory, LLC","38 Weston Road","Weston","CT","06883","Environmental, Recycling","562910/423930","No","2013-08-21T00:00:00.000","50000","150000","200000","250000","50000","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 2% to 3% and $50,000","OOB","Active","1"
"2018","Emirhan, LLC dba Alpha Delta Pizza","371 Elm Street","New Haven","CT","06511","Food","722513","No","2018-03-19T00:00:00.000","61200","292000","353200","414400","61200","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Empire Industries, Inc.","180 Olcott Street","Manchester","CT","06040","Plumbing & Heating Equipment & Supplies","423720","No","2012-12-21T00:00:00.000","100000","0","100000","203000","103000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$3,000","n/a","Compliance Complete","1"
"2014","Endodontic Associates of Greater Waterbury, Inc.","1389 West Main Street, Suite 208","Waterbury","CT","06708","Dentistry","621210","Yes Woman","2013-12-06T00:00:00.000","20000","230000","250000","624000","374000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Energy Independence, Inc. dba Spray Foam Nation","20 Atwood Avenue","West Haven","CT","06516","Marketing Consulting Services","541613","No","2012-07-23T00:00:00.000","100000","250000","350000","450000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a","Active","1"
"2012","Enermore, LLC","9 Clemens Court","Rocky Hill","CT","06067","Wholesale","424210",,"2012-04-18T00:00:00.000","100000","150000","250000","1700000","1450000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2012","Enfield Printing Company dba Minuteman Press","54 Hazard Avenue","Enfield","CT","06082","Manufacturing","323113","No","2012-02-23T00:00:00.000","100000","0","100000","249500","149500","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2016","Enfield Testing and Balancing, Inc.","110 Broad Brook Road","Enfield","CT","06082","Professional Scientific & Test Services","541990","No","2016-01-13T00:00:00.000","40000","0","40000","90000","50000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Engage 121, Inc aka ENR Services, Inc.","20 Glover Avenue","Norwalk","CT","06850","Other Management Consulting Services","541618","No","2013-04-03T00:00:00.000","88000","237500","325500","825500","500000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Engineered Component Products, LLC dba Industrial Automation","35 Forshaw Avenue","Plainville","CT","06062","Metalworking","332110","No","2013-10-18T00:00:00.000","20000","202000","222000","242000","20000","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 2% to 3% and $3,333","n/a","Compliance Complete","1"
"2016","Enhance A Colour Corp.","43 Beaver Brook Road","Danbury","CT","06810","Trade Show and Event Production","323100","Yes Woman","2015-12-18T00:00:00.000","100000","100000","200000","326115","126115","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2015","Envee Salon of Riverbend, LLC dba Envee Salon and Spa","1049 Queen Street","Southington","CT","06489","Beauty Salon","236220","Yes Woman","2015-02-18T00:00:00.000","30000","0","30000","73021","43021","Small Business Express Program","CGS Sec. 32-7g","Not Met","$16,000","n/a","Active","1"
"2013","Environmental Energy Services, Inc.","5 Turnberry Lane","Sandy Hook","CT","06482","Environmental Remediation","213112","No","2012-11-26T00:00:00.000","100000","0","100000","400000","300000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$3,000","n/a","Compliance Complete","1"
"2013","Environmental Office Solutions, Inc.","130 Prestige Park Road","East Hartford","CT","06108","Wholesale School Supplies","424120","No","2012-10-22T00:00:00.000","90085","0","90085","277370","187285","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Environmental Security, Inc. dba Shred-It Connecticut","29 Diana Court","Cheshire","CT","06410","Onsite Document Destruction","561990","No","2014-04-07T00:00:00.000","55000","170000","225000","280000","55000","Small Business Express Program","CGS Sec. 32-7g","Loan & grant repaid","n/a","n/a",,"1"
"2016","Environmental Services, Inc.","90 Brookfield Street","South Windsor","CT","06074","Environmental Oil & Clean Up Spill and Remediation","562910","No","2015-12-15T00:00:00.000","100000","0","100000","200500","100500","Small Business Express Program","CGS Sec. 32-7g","Not Met","$   7,408","n/a","Active","1"
"2014","E-Path Learning, Inc.","300 State Street, Suite 400","New London","CT","06320","Information Technology","541990","No","2013-10-23T00:00:00.000","50000","50000","100000","979017","879017","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Epic Salon & Spa, LLC","1678 Ellington Road","South Windsor","CT","06074","Beauty Salon","812112","No","2017-02-03T00:00:00.000","32200","0","32200","64400","32200","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Out of Business- not written off","1"
"2015","ESCO Advisors, LLC","100 Mill Plain Road, 1st Floor","Danbury","CT","06811","Energy Retail Supply Software","518210","No","2014-09-26T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Etter Engineering Co, Inc.","210 Century Drive","Bristol","CT","06010","Industrial Process Heating Equipment","333994","No","2013-07-02T00:00:00.000","75000","0","75000","169013","94013","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Euphoria Event Solutions, LLC","102 Skitchewaug Street","Windsor","CT","06095","Luxury Tent Rentals","899999","No","2013-03-27T00:00:00.000","35880","27000","62880","109049","46169","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 2% to 3%","n/a","Compliance Complete","1"
"2014","Euro Performance Cars, Inc. dba Valenti Fiat","77 Leibert Road","Hartford","CT","06120","Automobile dealers, new only or new and used","441110","No","2014-05-15T00:00:00.000","75000","0","75000","405000","330000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Evergreen Energy, LLC","373 Wedgewood Road","Southington","CT","06489","All Other Support Services","561990","No","2012-12-19T00:00:00.000","20000","0","20000","40000","20000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2018","Evince Communications, LLC","1 Selleck Street","Norwalk","CT","06855","Educational Marketing","541613","Yes Woman","2018-04-03T00:00:00.000","30000","25600","55600","220900","165300","Small Business Express Program","CGS Sec. 32-7g",,"n/a","n/a","Active","1"
"2018","Evine, LLC dba Value RX Pharmacy","54 Tuttle Place","Middletown","CT","06457","Pharmacy Services","446110","No","2017-12-20T00:00:00.000","100000","300000","400000","2465230","2065230","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2016","Excel Partners, Inc.","1177 Summer Street","Stamford","CT","06905","Staffing Services","561320","No","2015-08-11T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$   10,000","n/a","Active","1"
"2014","Excel Technologies, Inc.","99 Phoenix Avenue, P.O. Box 1258","Enfield","CT","06082","Aerospace, medical device and fuel cell industry","333314","No","2014-02-26T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$5,263","n/a","Active","1"
"2013","Executive 2000 Transportation, LLC","11 Alcap Ridge, Suite D","Cromwell","CT","06416","Taxi Service","485310","No","2013-04-05T00:00:00.000","50000","50000","100000","164000","64000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Executive Caterers, LTD dba Tuscany Grill","600 Middlesex Plaza","Middletown","CT","06457","Full Service Restaurant","722511","Yes Woman","2013-08-29T00:00:00.000","91000","0","91000","182000","91000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Expense Consulting, LLC","811 Blue Hills Avenue","Bloomfield","CT","06002","Administrative Management","541611","No","2013-06-13T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 2% to 3%","n/a","Active","1"
"2012","Express Countertops, Kitchens & Flooring, LLC","3080 Main Street","Hartford","CT","06120","Manufacturing","331710","No","2012-03-15T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","Express Wireless, Inc. dba Express","175 West Road","Ellington","CT","06029","Wireless Retailer","811211","Yes Woman","2015-07-31T00:00:00.000","100000","259891","359891","586491","226600","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2020","Eye Physicians & Surgeons PC","202 Cherry Street","Milford","CT","06460","Medical Opthalmolgist","804299","Yes Minority","2019-11-12T00:00:00.000","0","300000","300000","303000","3000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a",,"1"
"2019","EZ Welding, LLC","47 Saint Clair Avenue","New Britain","CT","06052","Welding Repair Services","811310","No","2019-06-04T00:00:00.000","45000",,"45000","255000","210000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2015","Facility Services, Inc. dba Servicemaster of Greater Bridgeport","110 Seymour Street","Stratford","CT","06615","Facility Services","561720","Yes Woman","2014-09-25T00:00:00.000","0","155000","155000","155000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 2% to 3%","n/a","Compliance Complete","1"
"2013","Fairchild Auto-Mated Parts, Inc.","10 White Street","Winsted","CT","06098","Precision Contract Aerospace & HVAC Machining","332721/332710","No","2013-04-03T00:00:00.000","75000","255500","330500","430500","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 2% to 3%","n/a","Active","1"
"2014","Fairfax Data Systems, Inc.","30 Bridge Street, Suite 300","New Milford","CT","06776","IT Consulting","541511","No","2014-02-26T00:00:00.000","100000","0","100000","211500","111500","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2013","Fairfield Colony, LLC","1520 Post Road","Fairfield","CT","06824","Full Service Restaurant","722511","No","2013-04-01T00:00:00.000","50000","200000","250000","1200000","950000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Fairfield Theatre Company, Inc.","70 Sanford Street","Fairfield","CT","06825","Theatre","711110","No","2015-03-26T00:00:00.000","50000","300000","350000","1400000","1050000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Faith Asset Management, LLC","50 Founders Plaza, Suite 200","East Hartford","CT","06018","Offices of Real Estate Agents & Brokers.","531210","Yes Woman/Minority","2013-10-23T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2012","Fancy Feet Professional Pet Grooming, LLC","593c Talcottville Road","Vernon","CT","06066","Pet Grooming Service","812910","No","2012-06-21T00:00:00.000","0","50000","50000","70100","20100","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2017","Farmington River Holdings, LLC dba Earmark","1125 Dixwell Avenue","Hamden","CT","06514","Radio Communication","334220","No","2017-02-15T00:00:00.000","0","59500","59500","59500","0","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2013","Farrell Treatment Center, Inc.","586 Main Street","New Britain","CT","06051","Alcoholism Treatment Center","623220","No","2012-11-30T00:00:00.000","50000","0","50000","103000","53000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Fascia's Chocolates, Inc.","2066 Thomaston Avenue","Waterbury","CT","06704","Confectionery Manufacturing","445292","Yes Woman","2013-06-13T00:00:00.000","50000","0","50000","1211470","1161470","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Fat Gaucho Wines, LLC","900 Chapel Street, 6th Floor","New Haven","CT","06510","Beverage Wholesaler","424820","No","2013-07-31T00:00:00.000","40000","0","40000","80000","40000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","FDMM Associates, LLC","185 West Main Street","New Britain","CT","06052","Administrative and General Management","541611","No","2012-10-16T00:00:00.000","100000","236000","336000","436000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 2% to 3%","n/a","Active","1"
"2012","Ferazzoli Imports of New England, Inc.","234 Middle Street","Middletown","CT","06457","Brick, Stone and Related Construction Materials","423320","No","2012-05-02T00:00:00.000","100000","0","100000","405000","305000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2014","Ferrara & Importa, Inc.","517 New Haven Avenue","Milford","CT","06460","Restaurant/Pizzeria","722110","No","2014-03-06T00:00:00.000","45000","80000","125000","220000","95000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","FibreDust, LLC","30 New Lane","Cromwell","CT","06416","Garden/Agricultural Allied Supplier","424500","Yes Minority","2016-09-06T00:00:00.000","100000","300000","400000","592207","192207","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2013","Fichman, Richard A. MD, P.C. dba Fichman Eye Center","178 Hartford Road","Manchester","CT","06040","Ophthalmology","540555","No","2012-08-01T00:00:00.000","100000","0","100000","1998401","1898401","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2016","Fidelco Guide Dog Foundation, Inc.","103 Vision Way","Bloomfield","CT","06002","Other Social Advocacy Organizations","813319","No","2015-07-27T00:00:00.000","100000","300000","400000","524800","124800","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
