"company","file_no","opened","closed","coverage","subcoverage","reason","subreason","disposition","conclusion","recovery","status"
"UnitedHealthcare Insurance Company","7042739","2022-02-07T00:00:00.000","2022-02-24T00:00:00.000","Group","Dental","Claim Handling","Denial of Claim","Claim Settled","Claim Paid","0.00","Closed"
"UnitedHealthcare Insurance Company","7016140","2018-07-16T00:00:00.000","2018-07-18T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7016200","2018-08-22T00:00:00.000","2018-09-05T00:00:00.000","Group","Medicare Select(Policies or Certs)","Underwriting","Refusal to Insure",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7016200","2018-08-22T00:00:00.000","2018-09-05T00:00:00.000","Group","Medicare Select(Policies or Certs)","Underwriting","Refusal to Insure",,"Policy Issued","0.00","Closed"
"UnitedHealthcare Insurance Company","7017120","2018-07-31T00:00:00.000","2019-01-15T00:00:00.000","Group","Medicare Select(Policies or Certs)","Marketing & Sales","High Pressure Tactics","No Action Requested/Required","Justified","0.00","Closed"
"UnitedHealthcare Insurance Company","7017120","2018-07-31T00:00:00.000","2019-01-15T00:00:00.000","Group","Medicare Select(Policies or Certs)","Marketing & Sales","High Pressure Tactics","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7017136","2018-08-16T00:00:00.000","2018-09-05T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7017136","2018-08-16T00:00:00.000","2018-09-05T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Coverage Granted","0.00","Closed"
"UnitedHealthcare Insurance Company","7018115","2019-10-11T00:00:00.000","2019-11-13T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Marketing & Sales","Duplication of Coverage","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7017109","2018-07-30T00:00:00.000","2018-08-22T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7017109","2018-07-30T00:00:00.000","2018-08-22T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer",,"Corrective Action","0.00","Closed"
"UnitedHealthcare Insurance Company","7017111","2018-07-30T00:00:00.000","2018-08-06T00:00:00.000","Group","Health Only","Claim Handling","Coordination of Benefits",,"Furnished Information","153.00","Closed"
"UnitedHealthcare Insurance Company","7017111","2018-07-30T00:00:00.000","2018-08-06T00:00:00.000","Group","Health Only","Claim Handling","Coordination of Benefits",,"Corrective Action","153.00","Closed"
"UnitedHealthcare Insurance Company","7016264","2018-04-10T00:00:00.000","2018-05-11T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Insufficient Information","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7017046","2018-06-20T00:00:00.000","2019-05-06T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Compromised Settlement/Resolution","Furnished Information","11559.00","Closed"
"UnitedHealthcare Insurance Company","7016290","2018-06-08T00:00:00.000","2018-06-26T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7017033","2018-06-20T00:00:00.000","2018-06-26T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Claim Settled","Furnished Information","159.36","Closed"
"UnitedHealthcare Insurance Company","7017230","2018-06-25T00:00:00.000","2018-07-10T00:00:00.000","Group","Medicare Select(Policies or Certs)","Marketing & Sales","Duplication of Coverage","Insufficient Information","No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7032013","2018-05-22T00:00:00.000","2018-06-01T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032016","2018-05-24T00:00:00.000","2018-05-24T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032018","2018-05-30T00:00:00.000","2018-07-10T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032159","2018-09-13T00:00:00.000","2018-11-13T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7031817","2017-12-12T00:00:00.000","2018-01-29T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7031818","2017-12-12T00:00:00.000","2018-01-30T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032164","2018-09-24T00:00:00.000","2018-09-27T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033156","2021-10-18T00:00:00.000","2021-12-10T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033173","2021-10-27T00:00:00.000","2022-01-04T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7031855","2018-01-11T00:00:00.000","2018-01-25T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033175","2021-11-01T00:00:00.000","2021-12-09T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033226","2021-05-18T00:00:00.000","2021-05-20T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032211","2019-01-11T00:00:00.000","2019-01-18T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032228","2019-02-06T00:00:00.000","2019-02-20T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032233","2019-02-13T00:00:00.000","2019-02-13T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7031885","2018-02-14T00:00:00.000","2018-02-14T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032189","2018-10-15T00:00:00.000","2018-12-03T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7031906","2018-02-20T00:00:00.000","2018-02-23T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7022162","2019-03-22T00:00:00.000","2019-04-01T00:00:00.000","Group","Health Only",,,,"Justified","2080.01","Closed"
"UnitedHealthcare Insurance Company","7022162","2019-03-22T00:00:00.000","2019-04-01T00:00:00.000","Group","Health Only",,,,"Claim Paid With Interest","2080.01","Closed"
"UnitedHealthcare Insurance Company","7031936","2018-03-20T00:00:00.000","2018-04-06T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033235","2020-12-15T00:00:00.000","2021-01-28T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033243","2020-12-29T00:00:00.000","2021-01-20T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033245","2020-12-30T00:00:00.000","2021-01-05T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033265","2021-01-28T00:00:00.000","2021-04-15T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033273","2021-01-29T00:00:00.000","2021-04-15T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033277","2021-02-04T00:00:00.000","2021-02-17T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033281","2021-02-08T00:00:00.000","2021-03-31T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032260","2019-03-06T00:00:00.000","2019-03-22T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032261","2019-03-06T00:00:00.000","2019-04-16T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032316","2019-04-25T00:00:00.000","2019-05-01T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032321","2019-05-02T00:00:00.000","2019-05-02T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032324","2019-05-06T00:00:00.000","2019-05-07T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7031968","2018-04-12T00:00:00.000","2018-06-08T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7031994","2018-05-09T00:00:00.000","2018-05-14T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032586","2020-02-18T00:00:00.000","2020-02-26T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032530","2018-09-05T00:00:00.000","2018-09-28T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032550","2019-12-27T00:00:00.000","2020-02-14T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032567","2020-01-22T00:00:00.000","2020-02-19T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032575","2020-01-28T00:00:00.000","2020-01-31T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032505","2018-08-09T00:00:00.000","2018-08-13T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032355","2019-05-31T00:00:00.000","2019-06-06T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032338","2019-05-15T00:00:00.000","2019-07-18T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032388","2019-06-25T00:00:00.000","2019-08-06T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032390","2019-06-27T00:00:00.000","2019-07-15T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032397","2019-07-03T00:00:00.000","2019-07-16T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032399","2019-07-08T00:00:00.000","2019-09-05T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032410","2019-07-24T00:00:00.000","2019-07-25T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032415","2019-07-25T00:00:00.000","2019-07-30T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032591","2020-02-25T00:00:00.000","2020-03-30T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032636","2020-04-03T00:00:00.000","2020-05-21T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032646","2020-04-20T00:00:00.000","2020-04-23T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032444","2018-11-30T00:00:00.000","2019-01-02T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032462","2018-12-17T00:00:00.000","2019-01-08T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032469","2018-12-26T00:00:00.000","2019-01-17T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032498","2018-07-27T00:00:00.000","2018-09-14T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032693","2020-06-09T00:00:00.000","2020-07-31T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032698","2020-06-11T00:00:00.000","2020-07-06T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032699","2020-06-11T00:00:00.000","2020-08-17T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032721","2020-07-07T00:00:00.000","2020-07-23T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032732","2020-07-21T00:00:00.000","2020-07-22T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032746","2020-08-11T00:00:00.000","2020-09-29T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032706","2020-06-18T00:00:00.000","2020-06-22T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032750","2020-08-12T00:00:00.000","2020-08-14T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032503","2018-08-03T00:00:00.000","2018-08-24T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7008195","2018-01-25T00:00:00.000","2018-04-18T00:00:00.000","A & H",,"Claim Handling","Claim Procedure","Claim Settled","Furnished Information","17553.09","Closed"
"UnitedHealthcare Insurance Company","7032929","2019-10-22T00:00:00.000","2019-10-24T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032766","2020-08-25T00:00:00.000","2020-09-09T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032770","2020-08-26T00:00:00.000","2020-10-13T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032788","2020-09-16T00:00:00.000","2020-11-04T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032794","2020-09-21T00:00:00.000","2020-10-13T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032812","2020-10-08T00:00:00.000","2020-10-27T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032816","2020-10-16T00:00:00.000","2020-12-11T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032819","2020-10-16T00:00:00.000","2020-11-10T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032827","2020-10-20T00:00:00.000","2020-11-02T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032946","2019-11-12T00:00:00.000","2019-11-27T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032951","2019-11-15T00:00:00.000","2020-01-07T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032800","2020-09-24T00:00:00.000","2020-09-29T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032806","2020-10-01T00:00:00.000","2020-10-07T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033039","2021-06-10T00:00:00.000","2021-07-23T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033046","2021-06-17T00:00:00.000","2021-06-22T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033052","2021-06-28T00:00:00.000","2021-07-13T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033073","2021-08-02T00:00:00.000","2021-09-07T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032829","2020-10-22T00:00:00.000","2020-11-25T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032836","2020-11-05T00:00:00.000","2020-11-10T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032842","2020-11-10T00:00:00.000","2020-12-09T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032857","2020-12-03T00:00:00.000","2020-12-21T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032869","2019-08-06T00:00:00.000","2019-08-14T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032882","2019-08-26T00:00:00.000","2019-09-05T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033018","2021-03-16T00:00:00.000","2021-04-15T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032896","2019-09-13T00:00:00.000","2019-09-27T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7032899","2019-09-16T00:00:00.000","2019-09-19T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033081","2021-08-06T00:00:00.000","2021-08-25T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033088","2021-08-11T00:00:00.000","2021-08-17T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7033102","2021-08-27T00:00:00.000","2021-09-14T00:00:00.000",,,,,,,"0.00","Closed"
