"the_geom","crossing","railroad","rrdiv","rrsubdiv","highway","street","typexing","posxing","effdate","edate","reason","citycd","ttstn","milepost","prvcat","prvind","prvsign","latitude","longitud","llsource","stcyfips","inv_link","acc_link","objectid","statecode","countycode","type","init","whistban","rrcont","polcont","ttstnnam","xpurpose","operatingrailroadcode","operatingrailroadtype","daythru","nghtthru","maintrk","sidingtrk","yardtrk","transittrk","industrytrk","othrtrk","wdcode","revisiondate","lastupdated","crossingclosed","aadt","aadtyear","statename","stateab","countyname","cityname"
"POINT (-94.523499999925 37.080300000445)","669442F","MNA","southern region","webb city","county road","CONNOR","3","1","211113","999999","14","291454100","576890","0546.20","12",,,"37.08029","-94.523466","1","2929097","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=669442F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=669442F","15818","29","29097","0","1","0","8008003490","8008003490","JOPLIN","1","MNA","Primary","2","2","1","0","0","0","0","1","3","2021-11-13T00:00:00.000Z","2021-11-13T11:23:20.000Z","2","000280","1988","MISSOURI","MO","JASPER","JOPLIN"
"POINT (-82.665899999585 36.635700000355)","715075B","NS","BLUE RIDGE","APPALACHIA","pvt","PRIVATE ROAD","3","1","220205","999999","14","511691060","269675","0033.660","12",,,"36.635692","-82.665941","2","5151169","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=715075B","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=715075B","75058","51","51169","0","1","0","8009464744","8009464744","GATE CITY","1","NS","Primary","3","2","1","1","0","0","0","0","1","2022-02-05T00:00:00.000Z","2022-02-05T22:33:26.000Z","2",,"1970","VIRGINIA","VA","SCOTT","GATE CITY"
"POINT (-85.1480000001 33.727099999865)","719249J","NS","COASTAL","CEDARTOWN","CS 717","MCPHERSON STREET","3","1","220528","999999","14","131430690","456770","0324.210","12",,,"33.7271241","-85.1480398","1","1313143","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=719249J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=719249J","52390","13","13143","0","1","0","8009464744","8009464744","BREMEN","1","NS","Primary","1","0","1","0","0","0","0","0","8","2022-05-28T00:00:00.000Z","2022-05-28T07:54:43.000Z","2","1260","2017","GEORGIA","GA","HARALSON","BREMEN"
"POINT (-94.855700000355 48.744700000005)","001706B","CN","MANITOBA","SPRAGUE","PVT","PRIVATE","2","1","200129","999999","14","270770410","502030","0013.690","12","2",,"48.744737","-94.855738","1","2727077","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=001706B","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=001706B","177612","27","27077","0","1","0","8888885909","8004659239","BAUDETTE","1","CN","Primary","12","12","1","0","0","0","0","0",,"2020-01-29T00:00:00.000Z","2020-01-29T15:10:00.000Z","2","1","1976","MINNESOTA","MN","LAKE OF THE WOODS","BAUDETTE"
"POINT (-116.9760000002 32.805899999785)","916353V","SDTI","#N\A","#N\A","Street","Petree St","3","1","220223","999999","22","060731080",,"0017.65","14",,,"32.80585","-116.975706","1","066073","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=916353V","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=916353V","149768","6","6073","0","2",,"6195954960","6195954960","ArnelE","1","SDTI","Primary","96","56","0","0","0","2","1",,"8","2022-02-23T00:00:00.000Z","2022-02-23T20:11:21.000Z","2","1000","1992","CALIFORNIA","CA","SAN DIEGO","EL CAJON"
"POINT (-117.15900000005 32.71679999992)","911682C","MTDB",,,"NA","6TH AV","3","1","180614","999999","14","060733260","889000","0000.55","13",,,"32.7167612","-117.159253","1","066073","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=911682C","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=911682C","48356","6","6073","0","2","0",,,"SAN DIEGO","1","MTDB","Primary","80","40","2",,,,,"0","6","2018-06-14T00:00:00.000Z","2018-06-14T08:25:00.000Z","2","7000","1995","CALIFORNIA","CA","SAN DIEGO","SAN DIEGO"
"POINT (-97.156899999835 34.172700000205)","022420R","BNSF","RED RIVER","ADMORE-UNIROYAL","US 70","E B LANE","3","1","210803","999999","14","400190210","629660","0001.856","13",,,"34.1727483","-97.1569","1","4040019","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=022420R","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=022420R","19338","40","40019","0","1","0","8173521549","8008325452","ARDMORE","1","BNSF","Primary","0","0","0","0","1","0","0","1","7","2021-08-03T00:00:00.000Z","2021-08-03T12:49:49.000Z","2","007100","1986","OKLAHOMA","OK","CARTER","ARDMORE"
"POINT (-95.098100000115 45.48700000035)","697447P","SOO","EAST","PAYNESVILLE","CR 194","COUNTY RD 194","3","1","190626","999999","14","271450850",,"0102.820","11",,,"45.48702","-95.098104","1","2727145","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=697447P","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=697447P","158221","27","27145","0","1",,"8007169132","8007169132","BROOTEN","1","SOO","Primary","10","10","1","0","0","0","0",,"8","2019-06-26T00:00:00.000Z","2019-06-26T17:17:00.000Z","2","110","2011","MINNESOTA","MN","STEARNS","BROOTEN"
"POINT (-82.650100000315 34.50339999981)","633881M","PICK","BLUERIDGE","BELTON","PVT","PRIVATE RD.","2","1","100101","999999","14","450070040","443650","0557.69","14","1",,"34.503439","-82.650133",,"4545007","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=633881M","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=633881M","67867","45","45007","0","2","0",,,"ANDERSON","1","PICK","Primary","0","0","0",,,,,"0","1","2010-01-01T00:00:00.000Z","2015-03-07T13:12:19.000Z","2",,"1996","SOUTH CAROLINA","SC","ANDERSON","ANDERSON"
"POINT (-72.517500000125 42.66640000026)","052728R","BM","BOSTON & MAINE","VS 42-1 MAP 45","Town Rd","GILL RD/N CROSS RD","3","1","190712","999999","14","250110099","146224","0044.370","12",,,"42.6664472","-72.517475","1","2525011","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=052728R","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=052728R","152554","25","25011","0","1","0","9786631124","8009559208","E NORTHFIELD","1","BM","Primary","6","0","1","0","0","0","0","0","8","2019-07-12T00:00:00.000Z","2019-07-12T13:01:00.000Z","2","000510","2001","MASSACHUSETTS","MA","FRANKLIN","BERNARDSTON"
"POINT (-87.68879999972 34.33279999982)","727045T","NS","GULF","NA/WEST END","CR 10","BATES LANDING RD","3","1","220502","999999","14","010592450","473471","0034.980","13",,,"34.3327578","-87.6887629","1","011059","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=727045T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=727045T","159147","1","1059","0","1","0","8009464744","8009464744","PHIL CAMPBELL","1","NS","Primary","1","2","1","0","0","0","0","0","7","2022-05-02T00:00:00.000Z","2022-05-02T14:28:08.000Z","2","640","2011","ALABAMA","AL","FRANKLIN","PHIL CAMPBELL"
"POINT (-117.88899999985 34.98440000036)","967451B","BNSF","CALIFORNIA","MOJAVE","PRIVATE","N BASE RD","2","1","200904","999999","14","060291077",,"0798.604","11","1",,"34.9844291","-117.888737","1","066029","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=967451B","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=967451B","9578","6","6029","0","1",,"8173521549","8008325452",,"1","BNSF","Primary","11","11","0","0","0","0","1",,,"2020-09-04T00:00:00.000Z","2020-09-04T06:38:57.000Z","2",,,"CALIFORNIA","CA","KERN","EDWARDS AFB"
"POINT (-96.096100000315 36.13359999984)","979378P","SS","sand springs","baker lead","none","private - baker hughes","2","1","220726","999999","15","401434170",,"0005.90","14","2",,"36.133591","-96.096089","1","4040143","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=979378P","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=979378P","6721","40","40143","0","1",,"9182458625","8005339416","sand springs","1","SS","Primary","0","0","0","0","1","0","0",,,"2022-07-26T00:00:00.000Z","2022-07-26T17:55:11.000Z","2",,,"OKLAHOMA","OK","TULSA","SAND SPRINGS"
"POINT (-80.245700000055 33.79039999976)","633089F","CSX","CAROLINAS","LANE","PRIVATE","PRIVATE ROAD","2","1","201002","999999","14","450270027","445750","0371.840","16","1",,"33.790433","-80.245656","1","4545027","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=633089F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=633089F","28282","45","45027","0","1","0","9043663051","8002320144","MANNING","1","CSX","Primary","0","0","1","0","0","0","0","0",,"2020-10-02T00:00:00.000Z","2020-10-02T13:50:56.000Z","2",,"1970","SOUTH CAROLINA","SC","CLARENDON","ALCOLU"
"POINT (-97.482700000105 35.6599999997)","012064V","BNSF","RED RIVER","RED ROCK","ls","West THATCHER STreet","3","1","201222","999999","14","401091480","626132","0369.686","12",,,"35.6600272","-97.482661","1","4040109","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=012064V","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=012064V","207953","40","40109","0","4","1","8173521549","8008325452","EDMOND","1","BNSF","Primary","10","10","1","1","0","0","0","1","8","2020-12-22T00:00:00.000Z","2020-12-31T14:53:29.000Z","2","926","2020","OKLAHOMA","OK","OKLAHOMA","EDMOND"
"POINT (-85.024099999815 35.484300000145)","841943F","NS","GULF","CNO&TP SOUTH","LS","IOWA ST","3","1","220501","999999","14","471430590","428180","0300.520","13",,,"35.48434","-85.02414","1","4747143","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=841943F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=841943F","68164","47","47143","0","1","0","8009464744","8009464744","DAYTON","1","NS","Primary","10","11","1","1","0","0","0","1","8","2022-05-01T00:00:00.000Z","2022-05-01T17:12:05.000Z","2","002309","2006","TENNESSEE","TN","RHEA","DAYTON"
"POINT (-87.700699999905 34.75839999966)","957495Y","NS","GULF","MEMPHIS WEST","PRIVATE","PVT IND XING","2","1","210319","999999","14","010332780",,"0002.240","14","2",,"34.7584296","-87.7006527","1","011033","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=957495Y","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=957495Y","164430","1","1033","0","1",,"8009464744","8009464744",,"1","NS","Primary","0","0","0","0","0","0","1",,,"2021-03-19T00:00:00.000Z","2021-03-19T06:51:28.000Z","2",,,"ALABAMA","AL","COLBERT","SHEFFIELD"
"POINT (-84.772899999835 39.13360000014)","152469H","CSX","LOUISVILLE","INDIANA","PRIVATE","PRIVATE ROAD","2","1","201020","999999","14","390615920","359848","0016.840","14","2",,"39.133564","-84.772872","1","3939061","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=152469H","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=152469H","27194","39","39061","0","1","0","9043663051","8002320144","FINNEY","1","CSX","Primary","2","3","1","0","0","0","0","0",,"2020-10-20T00:00:00.000Z","2020-10-20T14:00:42.000Z","2",,"1970","OHIO","OH","HAMILTON","NORTH BEND"
"POINT (-119.6739999997 36.42319999988)","029925W","TVRR","WESTERN","VISALIA","PRIVATE","PRIVATE ROAD","2","1","760621","999999","15","060192990","878739","0048.40","14","2",,"36.423222","-119.673882",,"066019","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=029925W","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=029925W","14865","6","6019","0","1","0",,,"REEDLEY","1","TVRR","Primary","0","0","0",,,,,"0","1","1976-06-21T00:00:00.000Z","2015-03-07T13:12:19.000Z","2",,"1976","CALIFORNIA","CA","FRESNO","REEDLEY"
"POINT (-96.509100000065 33.64840000026)","795205N","TNER","southern region","sherman north","county road","PRIVATE CROSSING","2","1","200526","999999","14","481816350","663130","0149.52","16","2",,"33.648422","-96.509109","2","4848181","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=795205N","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=795205N","207177","48","48181","0","1","0","8008003490","8008003490","SHERMAN","1","TNER","Primary","2","0","1","0","0","0","0","0",,"2020-05-26T00:00:00.000Z","2020-05-26T20:15:37.000Z","2",,"1970","TEXAS","TX","GRAYSON","SHERMAN"
"POINT (-76.922100000215 34.88020000023)","948133N","NS","PIEDMONT","ECBU","pvt","CONCRETE BATCH PLANT","2","1","201120","999999","14","370492078",,"0076.329","14","2",,"34.880242","-76.922135","1","3737049","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=948133N","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=948133N","100773","37","37049","0","1",,"8009464744","8009464744",,"1","NS","Primary","0","0","0","0","0","0","1",,,"2020-11-20T00:00:00.000Z","2020-11-20T08:47:23.000Z","2",,,"NORTH CAROLINA","NC","CRAVEN","HAVELOCK"
"POINT (-75.77540000001 39.336899999935)","532087M","MDDE","#N\A","#N\A","CO 4","BRADFORD JOHNSON ROAD","3","1","190102","999999","20","240290692","234125","0006.10","11",,,"39.3368635","-75.7754388","1","2424029","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=532087M","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=532087M","6984","24","24029","0","1","0","4107545735","4107781241","GOLTS","1","MDDE","Primary","2","0","1","0","0","0","0","0","3","2019-01-02T00:00:00.000Z","2019-01-02T11:26:00.000Z","2","000125","1989","MARYLAND","MD","KENT","GOLTS"
"POINT (-85.355099999765 42.22919999968)","283498E","GTW","MICHIGAN","SOUTH BEND","COUNTY","42ND ST","3","1","220714","999999","14","260770990","319241","0163.860","11",,,"42.2292","-85.35509","1","2626077","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=283498E","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=283498E","226861","26","26077","0","1","0","8888885909","8004659239","CLIMAX","1","GTW","Primary","9","7","2","0","0","0","0","0","8","2022-07-14T00:00:00.000Z","2022-07-14T17:08:54.000Z","2","000717","2008","MICHIGAN","MI","KALAMAZOO","CLIMAX"
"POINT (-90.3180000002 45.06260000009)","699470R","FOXY","LAKES","MEDFORD","AVE","STETSON AVE","3","1","220427","999999","21","551194600","326777","0311.130","11",,,"45.06256","-90.31801","2","5555119","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=699470R","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=699470R","102221","55","55119","0","1","0","8888885909","8004659239",,"1","FOXY","Primary","0","0","1","0","0","0","0","0","3","2022-04-27T00:00:00.000Z","2022-04-27T15:19:21.000Z","2","000045","1980","WISCONSIN","WI","TAYLOR","STETSONVILLE"
"POINT (-94.11360000014 33.265700000255)","794532V","UP","MID AMERICA","LITTLE ROCK SUB","CO 3678","CR 3678","3","1","201114","999999","14","480671963","661416","0012.610","12",,,"33.2656784","-94.1136256","1","4848067","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=794532V","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=794532V","164884","48","48067","0","1","0","4025443721","8008488715",,"1","UP","Primary","14","13","1","0","0","0","0","0","8","2020-11-14T00:00:00.000Z","2020-11-14T10:03:21.000Z","2","225","1998","TEXAS","TX","CASS","DOMINO"
"POINT (-101.8719999997 34.792700000405)","017198L","BNSF","RED RIVER","PLAINVIEW","CR-418","W CO RD","3","1","210803","999999","14","484373020","674185","0584.890","11",,,"34.7927472","-101.87181","1","4848381","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=017198L","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=017198L","13404","48","48381","0","1","0","8173521549","8008325452","OGG","1","BNSF","Primary","4","4","1","0","0","0","0","0","3","2021-08-03T00:00:00.000Z","2021-08-03T12:17:23.000Z","2","000020","2010","TEXAS","TX","RANDALL","HAPPY"
"POINT (-82.83839999996 38.57699999995)","227312N","CSX","SOUTHERN WEST","NORTHERN","KY-2","WASHINGTON","3","1","210820","999999","14","210891350","281162","0532.390","12",,,"38.5769643","-82.8384286","1","2121089","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=227312N","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=227312N","102637","21","21089","0","2","0","9043663051","8002320144","GREENUP","1","CSX","Primary","8","7","2","0","0","0","0","1","8","2021-08-20T00:00:00.000Z","2021-08-20T08:17:00.000Z","2","933","2016","KENTUCKY","KY","GREENUP","GREENUP"
"POINT (-98.452300000045 40.34959999994)","070713Y","BNSF","POWDER RIVER","LESTER","CR 50","COUNTY ROAD","3","1","200903","999999","14","311810610","558624","0017.900","11",,,"40.3496244","-98.452265","1","3131181","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=070713Y","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=070713Y","195920","31","31181","0","1","0","8173521549","8008325452","BLUE HILL","1","BNSF","Primary","2","2","1","0","0","0","0","0","3","2020-09-03T00:00:00.000Z","2020-09-03T14:59:33.000Z","2","000040","1993","NEBRASKA","NE","WEBSTER","BLUE HILL"
"POINT (-98.488300000045 47.183899999685)","691960F","SOO","EAST","CARRINGTON","CITY ST","95th Ave SE","3","1","200407","999999","14","380033380","514937","0316.580","11",,,"47.183879","-98.488347","1","3838093","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=691960F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=691960F","114961","38","38093","0","1","0","8007169132","8007169132","WIMBLEDON","1","SOO","Primary","5","6","1","0","0","0","0","0","3","2020-04-07T00:00:00.000Z","2020-04-07T17:21:00.000Z","2","25","1988","NORTH DAKOTA","ND","STUTSMAN","WIMBLEDON"
