"license_number","license_type","establishment","street_address","city_town","province","postal_code","location"
"006041","Eating Establishment","Fry Daddy's","109 Gerrish ST","Windsor","NS","B0N 2T0","109 Gerrish ST
Windsor, NS B0N 2T0
(44.994354, -64.137001)"
"003576","Eating Establishment","Old Warehouse Cafe, The","4 Havelock ST","Amherst","NS","B4H 2A3","4 Havelock ST
Amherst, NS B4H 2A3
(45.834325, -64.211919)"
"005442","Lounge","The Carleton","1685 Argyle ST","Halifax","NS","B3J 2B5","1685 Argyle ST
Halifax, NS B3J 2B5
(44.646805, -63.574684)"
"006452","Eating Establishment","Aspotogan Ridge Golf Course","376 Parkwood DR","Mill Cove","NS","B0J 1T0","376 Parkwood DR
Mill Cove, NS B0J 1T0
(44.588858, -64.08772)"
"005638","Eating Establishment","Baton Rouge Restaurant","1877 Hollis ST","Halifax","NS","B3J 1W5","1877 Hollis ST
Halifax, NS B3J 1W5
(44.650044, -63.574091)"
"005024","Special Premises","S.V. Amoeba","1340 Big Baddeck RD","Baddeck","NS","B0E 1B0","1340 Big Baddeck RD
Baddeck, NS B0E 1B0
(46.152025, -60.774614)"
"003036","Lounge","Timberlea Lounge","1820 St. Margaret's Bay RD","Timberlea","NS","B3T 1K8","1820 St. Margaret's Bay RD
Timberlea, NS B3T 1K8
(44.645618, -63.712448)"
"005972","Eating Establishment","Baby Panda Asian Cuisine","467 King ST","Windsor","NS","B0N 2T0","467 King ST
Windsor, NS B0N 2T0
(44.99147, -64.131963)"
"005600","Eating Establishment","Fresh, Happy Healthy Sushi Restaurant","75 Peakview WA","Halifax","NS","B3M 0G2","75 Peakview WA
Halifax, NS B3M 0G2
(44.698811, -63.686133)"
"003977","Eating Establishment","Dooly's Dining Room (Sydney)","65 Pitt ST","Sydney","NS","B1P 5X6","65 Pitt ST
Sydney, NS B1P 5X6
(46.139319, -60.194257)"
"002016","Eating Establishment","The Wooden Monkey Dining Room","88 Alderney DR","Dartmouth","NS","B2Y 3Z6","88 Alderney DR
Dartmouth, NS B2Y 3Z6
(44.664577, -63.568717)"
"006153","Eating Establishment","Exit5ive Pub and Restaurant","4120 Highway #1","Garlands Crossing","NS","B0N 2T0","4120 Highway #1
Garlands Crossing, NS B0N 2T0
(44.975842, -64.111517)"
"006813","Eating Establishment","The Wayside Cafe and Gallery","8729 Hwy 2","Great Village","NS","B0M 1L0","8729 Hwy 2
Great Village, NS B0M 1L0
(45.592368, -64.253314)"
"006418","Eating Establishment","Coburg Social Bar and Cafe","6085 Coburg RD","Halifax","NS","B3H 1Z3","6085 Coburg RD
Halifax, NS B3H 1Z3
(44.639511, -63.589098)"
"006520","Eating Establishment","Warmth By Design Inc (Barbecue Heaven)","16 Hub Center DR","Upper Onslow","NS",,"16 Hub Center DR
Upper Onslow, NS 
(45.381414, -63.319021)"
"006774","Eating Establishment","Terra Rossa Trattoria","117 Front ST","Wolfville","NS","B4P 1A5","117 Front ST
Wolfville, NS B4P 1A5
(45.092219, -64.361825)"
"004219","Eating Establishment","Antonio's Pasta & Grill","9066 Highway #1","Digby","NS","B0V 1A0",
"006586","Special Premises","DesBrisay Museum","130 Jubilee RD","Bridgewater","NS","B4V 2A7","130 Jubilee RD
Bridgewater, NS B4V 2A7
(44.367652, -64.511943)"
"001158","Lounge","Sam's Lounge (Stellarton)","255 Foord ST","Stellarton","NS","B0K 1S0","255 Foord ST
Stellarton, NS B0K 1S0
(45.559031, -62.659911)"
"001967","Lounge","Gio Lounge","1725 Market ST","Halifax","NS","B3J 3N9","1725 Market ST
Halifax, NS B3J 3N9
(44.647237, -63.57632)"
"006786","Eating Establishment","Hunts Point Market & cafe","6756 Hwy #3","Hunts Point","NS","B0T 1G0","6756 Hwy #3
Hunts Point, NS B0T 1G0
(43.953908, -64.769316)"
"006670","Eating Establishment","Mo & Jules Catering and Eatery Inc.","813 Bedford Hwy.","Bedford","NS","B4A 1A4","813 Bedford Hwy.
Bedford, NS B4A 1A4
(44.709602, -63.668881)"
"006456","Eating Establishment","Morris East Pizzeria","1984 Vernon ST","Halifax","NS","B3H 0B9","1984 Vernon ST
Halifax, NS B3H 0B9
(44.64603, -63.593103)"
"005374","Special Premises","Passchendale Golf Club & Driving Range","185 Dominion ST","Glace Bay","NS","B1A 3N2","185 Dominion ST
Glace Bay, NS B1A 3N2
(46.181456, -59.984149)"
"006104","Lounge","Fat Tony's Bar & Grill","9 Water ST","Pictou","NS","B0K1HO","9 Water ST
Pictou, NS B0K1HO
(45.676092, -62.709329)"
"006375","Eating Establishment","The Farmers Daughter","9393 Hwy 105","Whycocomagh","NS","B0E 3M0","9393 Hwy 105
Whycocomagh, NS B0E 3M0
(45.974818, -61.12669)"
"006103","Eating Establishment","Fat Tony's Bar & Grill","9 Water ST","Pictou","NS","B0K1HO","9 Water ST
Pictou, NS B0K1HO
(45.676092, -62.709329)"
"003622","Eating Establishment","Seaport Social","1181 Hollis ST","Halifax","NS","B3H 2P6","1181 Hollis ST
Halifax, NS B3H 2P6
(44.64019, -63.569037)"
"004107","Lounge","Dooly's Lounge (Burnside)","121 Ilsley AV","Dartmouth","NS","B3B 1T1","121 Ilsley AV
Dartmouth, NS B3B 1T1
(44.697398, -63.584856)"
"001173","Special Premises","Springhill Centennial Golf Club","2770 Pleasant Valley","Springhill","NS","B0M 1X0","2770 Pleasant Valley
Springhill, NS B0M 1X0
(45.682323, -63.921445)"
"002328","Lounge","Le Gabriel Lounge","15424 Cabot Trail","Cheticamp","NS","B0E 1H0","15424 Cabot Trail
Cheticamp, NS B0E 1H0
(46.636098, -61.007937)"
"006111","Special Premises","North Queens Fire Multi-Purpose Centre","9793 Highway#8","Caledonia","NS","B0T 1B0","9793 Highway#8
Caledonia, NS B0T 1B0
(44.37593, -65.028276)"
"006264","Eating Establishment","Rack & Cue Snooker Club Limited","334 Stewart ST","New Glasgow","NS","B2H 2R4","334 Stewart ST
New Glasgow, NS B2H 2R4
(45.584456, -62.646686)"
"006831","Lounge","The Brixton","115 Commercial ST","Glace Bay","NS","B1A 3C1","115 Commercial ST
Glace Bay, NS B1A 3C1
(46.196643, -59.956822)"
"005838","Eating Establishment","Envie -  A Vegan Kitchen","5775 Charles ST","Halifax","NS","B3K 1K7","5775 Charles ST
Halifax, NS B3K 1K7
(44.654263, -63.592465)"
"005814","Eating Establishment","Hotel Alt Halifax Stanfield Dining Room","40 Silver Dart DR","Enfield","NS","B0N 1Y0","40 Silver Dart DR
Enfield, NS B0N 1Y0
(44.885922, -63.515656)"
"000968","Eating Establishment","Swiss Chalet  Restaurant, Halifax (Kempt Rd.)","3434 Kempt RD","Halifax","NS","B3K 4S7","3434 Kempt RD
Halifax, NS B3K 4S7
(44.662364, -63.612153)"
"005583","Eating Establishment","27 South Restaurant","527 Highway 10","Bridgewater","NS","B4V 2W6","527 Highway 10
Bridgewater, NS B4V 2W6
(44.400395, -64.538686)"
"005328","Eating Establishment","Boston Pizza EE, New Minas","9278 Commercial ST","New Minas","NS","B4N 3E9","9278 Commercial ST
New Minas, NS B4N 3E9
(45.068611, -64.442586)"
"001969","Special Premises","Harbour Queen I","1751 Lower Water ST","Halifax","NS","B3J 1S5","1751 Lower Water ST
Halifax, NS B3J 1S5
(44.648574, -63.571938)"
"004122","Eating Establishment","Reilly's Restaurant","313 Prince Albert RD","Dartmouth","NS","B2Y 1N3","313 Prince Albert RD
Dartmouth, NS B2Y 1N3
(44.679453, -63.550092)"
"005803","Lounge","The Cabot Public House Lounge","10 Beach RD","Inverness","NS","B0E 1N0","10 Beach RD
Inverness, NS B0E 1N0
(46.015421, -61.558427)"
"006338","Beverage Room","Lunn's Mill Beer Company Ltd.","515 Hwy 201","Lawrencetown","NS","B0S 1M0","515 Hwy 201
Lawrencetown, NS B0S 1M0
(44.873401, -65.165877)"
"001485","Military","Canadian Forces Base - 14 Wing Greenwood",,"Greenwood","NS","B0P 1N0","
Greenwood, NS B0P 1N0
(45.041857, -64.644093)"
"001098","Club","Rocky Bay Irish Club","751 Rocky Bay RD","D'Escousse","NS","B0E 1K0","751 Rocky Bay RD
D'Escousse, NS B0E 1K0
(45.554657, -60.952112)"
"001330","Special Premises","King's Theatre","209 St. George ST","Annapolis Royal","NS","B0S 1A0","209 St. George ST
Annapolis Royal, NS B0S 1A0
(44.745236, -65.519178)"
"005655","Eating Establishment","The Stone Soup Cafe & Catering","41 Water ST","Pictou","NS","B0K 1H0","41 Water ST
Pictou, NS B0K 1H0
(45.676086, -62.710709)"
