"objectid","filenum","occurred_d","occurred_tm","current_ba","offsex","offrace","hire_dt","off_injure","offcondtyp","off_hospit","service_ty","uofnum","forcetype","uof_reason","cycles_num","forceeffec","citnum","citrace","citsex","cit_injure","citcondtyp","cit_arrest","cit_infl_a","citcharget","arc_street","ra","beat","sector","division","dist_name"
"560","UF2014-1545","2014-10-18T00:00:00.000","6:35","7741","Male","White","1999-03-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20859, 20860"," Joint Locks, Take Down - Arm","Arrest","NULL"," Yes, Yes","35972","Black","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Public Intoxication","8850 N STEMMONS FWY","3078","522","520","NORTHWEST","D6"
"561","UF2014-1457","2014-10-17T00:00:00.000","23:45","10235","Male","Hispanic","2010-08-18T00:00:00.000","Yes"," Fracture, Redness/Swelling","Yes","Arrest"," 20884, 20885"," Verbal Command, Take Down - Body","Arrest","NULL"," No, Yes","35987","Black","Male","No"," No injuries noted or visible","Yes","Unknown"," Disorderly Conduct","1200 JB JACKSON JR BLVD","2097","343","340","SOUTHEAST","D7"
"562","UF2014-1621","2014-10-17T00:00:00.000","0:15","9854","Male","Hispanic","2009-06-10T00:00:00.000","No"," No injuries noted or visible","No","Crowd Control","20808"," Take Down - Body","Danger to self or others","NULL"," Yes","35953","Black","Male","No"," Laceration/Cut","Yes","None detected"," Disorderly Conduct","1300 ROBERT B CULLUM BLVD","2112","343","340","SOUTHEAST","D7"
"563","UF2014-1375","2014-10-17T00:00:00.000","22:30","7652","Male","White","1998-07-10T00:00:00.000","Yes"," Sprain/Strain","No","Call for Cover"," 20768, 20769"," Verbal Command, Weapon display at Person","Other","NULL"," No, Yes","35924","Hispanic","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," Crim Trespass/Bldg/Prop","13352 MAHAM RD","1022","644","640","NORTH CENTRAL","D11"
"564","UF2014-1868","2014-10-17T00:00:00.000","14:00","9869","Female","Black","2009-06-10T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 20821, 20822"," Verbal Command, BD - Grabbed","Active Aggression","NULL"," No, Yes","35965","Hispanic","Female","No"," No injuries noted or visible","No","Unknown"," No Arrest","1500 ALGONQUIN DR","1256","328","320","SOUTHEAST","D5"
"565","UF2014-1380","2014-10-17T00:00:00.000","16:05","10181","Female","Black","2010-06-09T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity","20861"," Verbal Command","Danger to self or others","NULL"," No","35974","Black","Male","No"," No injuries noted or visible","No","Unknown"," No Arrest","1600 FUN WAY","2098","115","110","CENTRAL","D7"
"566","UF2014-1380","2014-10-17T00:00:00.000","20:00","4799","Female","White","1982-12-02T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity","20862"," Verbal Command","Danger to self or others","NULL"," No","35974","Black","Male","No"," No injuries noted or visible","No","Unknown"," No Arrest","1600 FUN WAY","2098","115","110","CENTRAL","D7"
"567","UF2014-1381","2014-10-17T00:00:00.000","20:00","4960","Male","White","1983-10-12T00:00:00.000","No"," No injuries noted or visible","No","Crowd Control"," 20866, 20867"," Held Suspect Down, Take Down - Head","Active Aggression","NULL"," Yes, Yes"," 35973, 35976","Black","Female","No"," No injuries noted or visible","No","Unknown"," No Arrest","1600 FUN WAY","2098","115","110","CENTRAL","D7"
"568","UF2014-1383","2014-10-17T00:00:00.000","21:30","7384","Male","Black","1996-03-22T00:00:00.000","No"," No injuries noted or visible","No","Crowd Control","20879"," Take Down - Arm","Active Aggression","NULL"," Yes","35979","Black","Male","No"," No injuries noted or visible","No","Unknown"," No Arrest","1600 FUN WAY","2098","115","110","CENTRAL","D7"
"569","UF2014-1704","2014-10-17T00:00:00.000","8:00","8288","Male","White","2002-07-19T00:00:00.000","No"," No injuries noted or visible","No","Service Call","20809"," Handcuffing Take Down","Danger to self or others","NULL"," Yes","35957","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," Warrant/Hold","2100 E LEDBETTER DR","4326","735","730","SOUTH CENTRAL","D8"
"570","UF2014-1704","2014-10-17T00:00:00.000","23:05","10655","Male","Black","2013-09-25T00:00:00.000","No"," No injuries noted or visible","No","Service Call","20810"," BD - Grabbed","Arrest","NULL"," Yes","35957","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," Warrant/Hold","2100 E LEDBETTER DR","4326","735","730","SOUTH CENTRAL","D8"
"571","UF2014-1429","2014-10-17T00:00:00.000","15:00","9096","Male","White","2007-04-04T00:00:00.000","No"," No injuries noted or visible","No","Arrest","20794"," Take Down - Arm","Arrest","NULL"," Yes","35927","Hispanic","Female","No"," No injuries noted or visible","Yes","Alchohol"," Public Intoxication","238 W DAVIS ST","4119","413","410","SOUTHWEST","D1"
"572","UF2014-1456","2014-10-17T00:00:00.000","16:45","7068","Male","Hispanic","1994-07-05T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment"," 20882, 20883"," Held Suspect Down, Hand Controlled Escort","Arrest","NULL"," Yes, Yes","35986","Black","Male","Yes"," Abrasion/Scrape","Yes","None detected"," Other Misdemeanor Arrest","2500 VICTORY AVE","6065","131","130","CENTRAL","D2"
"573","UF2014-1456","2014-10-17T00:00:00.000","23:45","10083","Male","Black","2010-01-20T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment"," 20920, 20921, 20922"," Held Suspect Down, Joint Locks, Verbal Command","Arrest","NULL"," Yes, Yes, No","35986","Black","Male","No"," Abrasion/Scrape","Yes","Unknown"," Other Misdemeanor Arrest","2500 VICTORY AVE","6065","131","130","CENTRAL","D2"
"574","UF2014-1547","2014-10-17T00:00:00.000","17:00","10083","Male","Black","2010-01-20T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 20915, 20916, 20917, 20918, 20919"," BD - Pushed, Pressure Points, Verbal Command, Held Suspect Down, Handcuffing Take Down","Arrest","NULL"," Yes, Yes, No, Yes, Yes","26148","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Evading Arrest, Warrant/Hold, Other Felony Arrest","2838 ROYAL LN","3026","535","530","NORTHWEST","D6"
"575","UF2014-1379","2014-10-17T00:00:00.000","22:30","7585","Male","Black","1997-12-03T00:00:00.000","No"," No injuries noted or visible","No","Arrest","20807"," Take Down - Arm","Arrest","NULL"," Yes","35948","Black","Male","Yes"," Abrasion/Scrape","Yes","Unknown"," Resisting Search and Transport","3155 W WHEATLAND RD","4381","745","740","SOUTH CENTRAL","D8"
"576","UF2014-1382","2014-10-17T00:00:00.000","22:00","10427","Male","Black","2012-06-20T00:00:00.000","No"," No injuries noted or visible","No","Other ( In Narrative)"," 20872, 20873, 20874"," Hand Controlled Escort, Handcuffing Take Down, Take Down - Body","Danger to self or others","NULL"," Yes, Yes, Yes","35978","Black","Male","No"," No injuries noted or visible","No","None detected"," No Arrest","3500 GRAND AVE","2098","115","110","CENTRAL","D7"
"577","UF2014-1383","2014-10-17T00:00:00.000","20:30","9911","Male","White","2009-07-08T00:00:00.000","No"," No injuries noted or visible","No","Crowd Control","20877"," Take Down - Arm","Other","NULL"," Yes","35979","Black","Male","Yes"," Non-Visible Injury/Pain","No","Unknown"," No Arrest","3500 GRAND AVE","2098","115","110","CENTRAL","D7"
"578","UF2014-1524","2014-10-17T00:00:00.000","13:55","6528","Male","White","1990-09-24T00:00:00.000","No"," No injuries noted or visible","No","Crowd Control"," 21011, 21012"," Verbal Command, Hand Controlled Escort","Other","NULL"," No, Yes","36019","Black","Male","No"," No injuries noted or visible","No","Unknown"," No Arrest","3500 MARTIN LUTHER KING JR BLVD","2098","115","110","CENTRAL","D7"
"579","UF2014-1442","2014-10-17T00:00:00.000","8:45","9441","Male","Hispanic","2008-04-02T00:00:00.000","No"," No injuries noted or visible","No","Service Call","20814"," Weapon display at Person","Weapon Display","NULL"," No","35961","Black","Male","No"," No injuries noted or visible","Yes","FD-Suspect w/ Gun"," Other Misdemeanor Arrest","5103 LIVE OAK ST","1184","145","140","CENTRAL","D2"
"580","UF2014-1744","2014-10-17T00:00:00.000","20:00","10449","Female","Black","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest","21061"," Taser","Active Aggression","1"," Yes","35950","White","Male","Yes"," Taser Burn Marks","Yes","Mentally unstable"," APOWW","518 BONDSTONE DR","1112","234","230","NORTHEAST","D9"
"581","UF2014-1531","2014-10-16T00:00:00.000","20:15","10057","Male","Hispanic","2009-11-11T00:00:00.000","Yes"," Abrasion/Scrape","No","Arrest"," 20734, 20735"," Feet/Leg/Knee Strike, Hand/Arm/Elbow Strike","Active Aggression","NULL"," Yes, Yes","35913","Black","Male","Yes"," Abrasion/Scrape","Yes","Unknown Drugs"," Evading Arrest, Crim Trespass/gun/CCHL, Warrant/Hold","11300 AMANDA LN","9610","231","230","NORTHEAST","D9"
"582","UF2014-1531","2014-10-16T00:00:00.000","1:40","9352","Male","Asian","2008-01-09T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20736, 20737"," Feet/Leg/Knee Strike, Feet/Leg/Knee Strike","Active Aggression","NULL"," Yes, Yes","35913","Black","Male","Yes"," Abrasion/Scrape","Yes","Unknown"," Crim Trespass/gun/CCHL, Evading Arrest, Warrant/Hold","11330 AMANDA LN","9610","231","230","NORTHEAST","D9"
"583","UF2014-1565","2014-10-16T00:00:00.000","19:30","9933","Male","White","2009-08-19T00:00:00.000","No"," No injuries noted or visible","No","Crime in Progress"," 21578, 21579"," Weapon display at Person, Weapon display at Person","Danger to self or others","NULL"," Yes, Yes"," 36178, 35924","Hispanic","Female","No"," No injuries noted or visible","Yes","Marijuana"," Drug Possession - Felony, Drug Possession - Misdemeanor","13352 MAHAM RD","1022","644","640","NORTH CENTRAL","D11"
"584","UF2014-1565","2014-10-16T00:00:00.000","23:30","9933","Male","White","2009-08-19T00:00:00.000","No"," No injuries noted or visible","No","Crime in Progress"," 21578, 21579"," Weapon display at Person, Weapon display at Person","Danger to self or others","NULL"," Yes, Yes"," 36178, 35924","Hispanic","Male","No"," No injuries noted or visible","Yes","Marijuana"," Crim Trespass/Bldg/Prop","13352 MAHAM RD","1022","644","640","NORTH CENTRAL","D11"
"585","UF2014-1730","2014-10-16T00:00:00.000","23:30","10464","Male","Black","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Service Call","20881"," BD - Pushed","Danger to self or others","NULL"," Yes","35981","Black","Male","No"," Injured prior to contact, Laceration/Cut","No","Alchohol and unknown drugs"," No Arrest","1400 IOWA AVE","4182","714","710","SOUTH CENTRAL","D4"
"586","UF2014-1452","2014-10-16T00:00:00.000","16:30","9711","Male","White","2009-01-07T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20753, 20754"," Taser, Verbal Command","Danger to self or others","6"," Yes, No","25739","Hispanic","Male","Yes"," Puncture","Yes","FD-Suspect w/ Other Weapon"," APOWW","1534 JOAN DR","1251","332","330","SOUTHEAST","D5"
"587","UF2014-1452","2014-10-16T00:00:00.000","21:24","7425","Female","Black","1996-07-24T00:00:00.000","Yes"," Abrasion/Scrape, Bruise","No","Service Call"," 20755, 20756, 20757, 20758, 20759, 20760"," Feet/Leg/Knee Strike, Take Down - Group, BD - Pushed, Held Suspect Down, Verbal Command, Hand/Arm/Elbow Strike","Barricaded Person","NULL"," No, No, No, No, No, No","25739","Hispanic","Male","Yes"," Bloody Nose, Abrasion/Scrape","Yes","FD-Suspect w/ Other Weapon"," APOWW","1534 JOAN DR","1251","332","330","SOUTHEAST","D5"
"588","UF2014-1452","2014-10-16T00:00:00.000","19:52","10251","Male","White","2010-09-29T00:00:00.000","Yes"," Bite","No","Arrest"," 20763, 20764, 20765, 21938"," Taser, Hand/Arm/Elbow Strike, Held Suspect Down, Verbal Command","Active Aggression","1"," Yes, Yes, Yes, No","25739","Hispanic","Male","Yes"," Bloody Nose, Puncture","Yes","FD-Suspect w/ Other Weapon"," APOWW","1534 JOAN DR","1251","332","330","SOUTHEAST","D5"
"589","UF2014-1432","2014-10-16T00:00:00.000","0:20","9228","Male","White","2007-09-05T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20717, 20718, 20719, 20720"," BD - Grabbed, Take Down - Arm, Held Suspect Down, Held Suspect Down","Arrest","NULL"," Yes, Yes, Yes, Yes","16510","Black","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," APOWW","1800 N LAMAR ST","2048","132","130","CENTRAL","D14"
"590","UF2014-1432","2014-10-16T00:00:00.000","0:40","9059","Male","White","2008-06-16T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 20722, 20723"," Verbal Command, BD - Grabbed","Danger to self or others","NULL"," No, Yes","16510","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","1800 N LAMAR ST","2048","132","130","CENTRAL","D14"
"591","UF2014-1432","2014-10-16T00:00:00.000","0:30","8100","Male","White","2001-09-28T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 20724, 20726, 20727"," Verbal Command, Take Down - Head, BD - Grabbed","Danger to self or others","NULL"," No, Yes, Yes","16510","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","1800 N LAMAR ST","2048","132","130","CENTRAL","D14"
"592","UF2014-1432","2014-10-16T00:00:00.000","0:30","5991","Male","White","1989-04-12T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 20930, 20931"," Hand Controlled Escort, Take Down - Body","Danger to self or others","NULL"," No, Yes","36043","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","1800 N LAMAR ST","2048","132","130","CENTRAL","D14"
"593","UF2014-1395","2014-10-16T00:00:00.000","11:30","10515","Female","White","2013-04-10T00:00:00.000","No"," No injuries noted or visible","No","Arrest","20766"," Pressure Points","Arrest","NULL"," Yes","35923","Black","Male","No"," No injuries noted or visible","Yes","Unknown"," Theft","2225 W LEDBETTER DR","4261","455","450","SOUTHWEST","D4"
"594","UF2014-1395","2014-10-16T00:00:00.000","21:00","8623","Male","Hispanic","2005-03-11T00:00:00.000","No"," No injuries noted or visible","No","Arrest","21065"," Pressure Points","Arrest","NULL"," No","35923","Black","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Theft","2225 W LEDBETTER DR","4261","455","450","SOUTHWEST","D4"
"595","UF2014-1619","2014-10-16T00:00:00.000","12:45","10647","Male","White","2013-09-25T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 20750, 20751, 20752"," Verbal Command, Take Down - Arm, Held Suspect Down","Arrest","NULL"," No, Yes, Yes","35919","White","Male","No"," Injury Not Related to Force","Yes","None detected"," Warrant/Hold, Resisting Arrest","2800 RUIDOSA AVE","1130","227","220","NORTHEAST","D9"
"596","UF2014-1708","2014-10-16T00:00:00.000","22:30","10123","Male","White","2010-03-03T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20960, 22036, 22037"," Hand Controlled Escort, Take Down - Arm, Take Down - Arm","Arrest","NULL"," Yes, No, Yes","36058","Hispanic","Male","Yes"," Abrasion/Scrape","Yes","Alchohol"," Public Intoxication, Resisting Arrest","3027 W NORTHWEST HWY","4553","537","530","NORTHWEST","D2"
"597","UF2014-1875","2014-10-16T00:00:00.000","1:00","9584","Male","Black","2008-08-20T00:00:00.000","Yes"," SORE","No","Service Call"," 20744, 20748, 20749"," Verbal Command, BD - Grabbed, Hand/Arm/Elbow Strike","Active Aggression","NULL"," No, No, Yes","35918","Hispanic","Male","No"," Abrasion/Scrape, Redness/Swelling","Yes","Unknown"," Resisting Arrest, Assault/Public Servant","623 W CLARENDON DR","4140","417","410","SOUTHWEST","D1"
"598","UF2014-1411","2014-10-16T00:00:00.000","11:15","8525","Male","White","2004-07-30T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20761, 20762"," Verbal Command, Weapon display at Person","Weapon Display","NULL"," No, Yes","35921","Black","Male","No"," No injuries noted or visible","Yes","Marijuana"," Evading Arrest, Warrant/Hold, Drug Possession - Misdemeanor","7575 CHAUCER PL","4360","744","740","SOUTH CENTRAL","D8"
"599","UF2014-1441","2014-10-16T00:00:00.000","8:45","10407","Male","Hispanic","2012-06-20T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment"," 20800, 20801"," Take Down - Arm, Held Suspect Down","Active Aggression","NULL"," Yes, Yes","35936","Black","Male","Yes"," Abrasion/Scrape","Yes","Unknown"," Assault/Public Servant","7630 ARAPAHO RD","1007","624","620","NORTH CENTRAL","D11"
"600","UF2014-1441","2014-10-16T00:00:00.000","17:43","9371","Female","Black","2008-02-06T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment","20802"," Held Suspect Down","Active Aggression","NULL"," Yes","35935","Black","Male","No"," No injuries noted or visible","Yes","Unknown"," Assault/Public Servant","7630 ARAPAHO RD","1007","624","620","NORTH CENTRAL","D11"
"601","UF2014-1410","2014-10-16T00:00:00.000","0:10","5395","Male","White","1986-04-30T00:00:00.000","No"," No injuries noted or visible","No","Warrant Execution"," 20732, 20733"," Take Down - Body, Held Suspect Down","Arrest","NULL"," Yes, Yes","35909","Black","Male","Yes"," Abrasion/Scrape","Yes","FD-Unknown if Armed"," Warrant/Hold, Drug Possession - Misdemeanor","7780 MCCALLUM BLVD","6009","623","620","NORTH CENTRAL","D12"
"602","UF2014-1372","2014-10-15T00:00:00.000","1:00","8894","Male","White","2006-08-11T00:00:00.000","No"," No injuries noted or visible","No","Arrest","20702"," Joint Locks","Danger to self or others","NULL"," Yes","35889","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," Assault/FV","111 COMMERCE ST","2403","424","420","SOUTHWEST","D6"
