"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo","temperament"
"K22-150417","A671486","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488553","In Public Home",,"Cat",,"Unknown","Domestic Longhair","Unknown","2022-08-27T00:00:00.000","Date Found","4400 block of  45TH AVENUE NORTHEAST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488553","Image Copyright HLP Inc. 2022","<p/>",
"K22-149744","A670460","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482100","In Public Home",,"Dog","Over 1 year<p/>","Male","Australian Shepherd","Unknown","2022-08-14T00:00:00.000","Date Found","19TH  AVE S AND S 232ND STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482100","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Found Near: 19th ave s and s 232nd street, Seattle WA  98198<p/>Found Date: 2022-08-14<p/>",
"K22-149692","A670394","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481643","In Public Home",,"Dog","Over 1 year<p/>","Male","American Pit Bull Terrier","White","2022-07-31T00:00:00.000","Date Found","N/A N/A",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481643","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Found Near: N/a, Kent WA  98030<p/>Found Date: 2022-07-31<p/>",
"K22-149514","A670076","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2479746","In Public Home",,"Dog","Over 1 year<p/>","Female","West Highland White Terrier","White","2022-08-06T00:00:00.000","Date Found","NE  188TH ST/BOTHELL-EVERETT",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2479746","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Found Near: NE 188th St/Bothell-Everett, Bothell WA  98011<p/>Found Date: 2022-08-06<p/>",
"K22-149851","A670639","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483292","LOST","Bucky","Dog","Over 1 year<p/>","Male","Yorkshire Terrier","Unknown","2022-08-17T00:00:00.000","Date Lost","10700 block of  SE 208TH ST","KENT","WA","98031","KENT","47.416565","-122.198052","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483292","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 10700 SE 208th St, Kent, WA 98031, Kent WA  98031<p/>Lost Date: 2022-08-17<p/>",
"K22-149684","A670385","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481601","LOST","Bella","Dog","Over 1 year<p/>","Female","Labrador Retriever","Brown","2022-08-13T00:00:00.000","Date Lost","146TH  AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481601","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 146th Ave se, Renton WA  98058<p/>Lost Date: 2022-08-13<p/>",
"K22-149698","A670402","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481663","LOST","Bella","Dog","Over 1 year<p/>","Female","Labrador Retriever","Brown","2022-08-13T00:00:00.000","Date Lost","146TH  AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481663","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 146th Ave se, Renton WA  98058<p/>Lost Date: 2022-08-13<p/>",
"K22-149843","A670627","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483135","LOST","Cleo","Dog","Over 1 year<p/>","Female","Scottish Terrier","Black","2022-08-17T00:00:00.000","Date Lost","156TH  AVE CT E AND DAFFODIL ACT E",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483135","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 156th Ave Ct E and Daffodil act E, Sumner WA  98390<p/>Lost Date: 2022-08-17<p/>",
"K22-149704","A670409","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481685","LOST","Bella","Dog","Over 1 year<p/>","Unknown","Labrador Retriever","Brown","2022-08-13T00:00:00.000","Date Lost","18100 block of  146TH AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481685","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 18135 146th Ave se, Renton WA  98058<p/>Lost Date: 2022-08-13<p/>",
"K22-150622","A671835","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2493179","LOST","Lucy","Cat","Over 1 year<p/>","Female","Russian Blue","Unknown","2022-09-04T00:00:00.000","Date Lost","18600 block of  BLUEBERRY LN SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2493179","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 18621 blueberry ln se, Monroe WA  98272<p/>Lost Date: 2022-09-04<p/>",
"K22-149982","A670851","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485176","LOST","Roscoe","Dog","Over 1 year<p/>","Male","German Shepherd","Unknown","2022-08-21T00:00:00.000","Date Lost","200 block of  AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485176","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 208 ave se, Maple Valley WA  98038<p/>Lost Date: 2022-08-22<p/>",
"K22-149614","A670245","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480769","LOST","Sophie Appel","Dog","Over 1 year<p/>","Female","Dachshund - Long-Haired","Black","2022-08-08T00:00:00.000","Date Lost","21600 block of  DES MEMORIAL DR & 116TH STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480769","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 21610 Des memorial Dr & 116th street, Seattle WA  98108<p/>Lost Date: 2022-08-08<p/>",
"K22-149708","A670419","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481877","LOST","Sophie","Dog","Over 1 year<p/>","Male","Dachshund","Black","2022-08-08T00:00:00.000","Date Lost","21600 block of  DES MEMORIAL DR & 116TH STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481877","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 21610 Des memorial Dr & 116th street, Seattle WA  98168<p/>Lost Date: 2022-08-08<p/>",
"K22-149707","A670418","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481876","LOST","Sophie","Dog","Over 1 year<p/>","Male","Dachshund","Black","2022-08-08T00:00:00.000","Date Lost","21600 block of  DES MEMORIAL DR & 116TH STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481876","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 21610 Des memorial Dr & 116th street, Seattle WA  98168<p/>Lost Date: 2022-08-08<p/>",
"K22-149271","A669676","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477641","LOST","Bussya","Cat","Over 1 year<p/>","Female","Domestic Mediumhair","Unknown","2022-08-02T00:00:00.000","Date Lost","22900 block of  NE 46TH ST","REDMOND","WA","98053","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477641","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 22911 NE 46th St., Redmond WA  98053<p/>Lost Date: 2022-08-02<p/>",
"K22-150209","A671355","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2487774","LOST","Zoey","Dog","Over 1 year<p/>","Female","Boston Terrier","Brown","2022-08-26T00:00:00.000","Date Lost","259TH  ST AND 168TH PL",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2487774","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 259th st and 168th pl, Kent WA  98042<p/>Lost Date: 2022-08-26<p/>",
"K22-150848","A672268","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2495310","LOST","Mr","Dog","Over 1 year<p/>","Male","Pit Bull","Black","2022-09-10T00:00:00.000","Date Lost","2600 block of  S 309TH ST","FEDERAL WAY","WA","98003","FEDERAL WAY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2495310","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 2602 s 309th st federal way wa, Federal Way WA  98003<p/>Lost Date: 2022-09-10<p/>",
"K22-150472","A671587","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2489096","LOST","Bori","Dog","Over 1 year<p/>","Female","Italian Greyhound","Unknown","2022-08-29T00:00:00.000","Date Lost","31300 block of  2ND AVE SW",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2489096","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 31323 2nd ave sw, Federal Way WA  98023<p/>Lost Date: 2022-08-29<p/>",
"K22-150858","A672304","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2495444","LOST","Benny","Cat","Over 1 year<p/>","Male","Domestic Mediumhair","Unknown","2022-09-10T00:00:00.000","Date Lost","5100 block of  20TH AVE S","SEATTLE",,"98108","SEATTLE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2495444","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: 5131 20th Ave S, Seattle WA  98108<p/>Lost Date: 2022-09-10<p/>",
"K22-150810","A672156","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2494827","LOST","Zeus","Dog","Over 1 year<p/>","Male","Chihuahua - Smooth Coated","Unknown","2022-09-09T00:00:00.000","Date Lost","CEDAR  RIVER TRAIL",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2494827","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: Cedar river trail , Maple Valley WA  98038<p/>Lost Date: 2022-09-09<p/>",
"K22-150841","A672249","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2495245","LOST","Zeus","Dog","Over 1 year<p/>","Male","Chihuahua - Smooth Coated","Unknown","2022-09-09T00:00:00.000","Date Lost","MAPLE  VALLEY HWY",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2495245","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: Maple valley hwy, Maple Valley WA  98038<p/>Lost Date: 2022-09-09<p/>",
"K22-150002","A670888","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485538","LOST","Stella","Dog","Over 1 year<p/>","Female","Pit Bull","Black","2022-08-22T00:00:00.000","Date Lost","NE  12TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485538","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: Ne 12th st, Bellevue WA  98005<p/>Lost Date: 2022-08-22<p/>",
"K22-149257","A669666","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477554","LOST","Tessi","Cat","Over 1 year<p/>","Female","British Shorthair","Unknown","2022-08-03T00:00:00.000","Date Lost","NE  154 ST AND MINK ROAD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477554","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost:  NE 154 ST and Mink Road, Woodinville WA  98077<p/>Lost Date: 2022-08-03<p/>",
"K22-150089","A671162","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486455","LOST","Axel","Cat","Over 1 year<p/>","Male","Domestic Shorthair","Unknown","2022-08-17T00:00:00.000","Date Lost","NE  164TH STREET AND 70TH AVE NE","KE",,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486455","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: NE 164th Street and 70th Ave NE, Kenmore, Kenmore WA  98028<p/>Lost Date: 2022-08-17<p/>",
"K22-149539","A670118","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480013","LOST","Ivy Perkins","Cat","Over 1 year<p/>","Female","Domestic Longhair","Black","2022-08-08T00:00:00.000","Date Lost","SE  271ST STREET AND 218TH AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480013","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: SE 271st Street and 218th Ave SE, Maple Valley WA  98038<p/>Lost Date: 2022-08-08<p/>",
"K22-149955","A670806","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2484773","LOST","Louie","Cat","Over 1 year<p/>","Male","Domestic Shorthair","Black","2022-08-19T00:00:00.000","Date Lost","SW  200TH & MARINE VIEW DRIVE SW",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2484773","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: Sw 200th & marine view drive SW, Seattle WA  98166<p/>Lost Date: 2022-08-19<p/>",
"K22-150064","A671131","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486269","LOST","Tank","Cat","Over 1 year<p/>","Male","American Shorthair","Brown","2022-08-21T00:00:00.000","Date Lost","W  SHOREWOOD AVE & 88TH",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486269","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Location Lost: W Shorewood Ave & 88th, Mercer Island WA  98040<p/>Lost Date: 2022-08-21<p/>",
"K22-150152","A671240","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486987","LOST","Hanako","Cat","Under 1 year<p/>","Female","Domestic Shorthair","White","2022-08-25T00:00:00.000","Date Lost","177TH  STREET 140TH STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486987","Image Copyright HLP Inc. 2022","<p/>Age: Under 1 year<p/>Location Lost: 177th street 140th street, Renton WA  98058<p/>Lost Date: 2022-08-25<p/>",
"K22-150153","A671241","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486988","LOST","Hanako","Cat","Under 1 year<p/>","Female","Domestic Shorthair","White","2022-08-25T00:00:00.000","Date Lost","177TH  STREET 140TH STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486988","Image Copyright HLP Inc. 2022","<p/>Age: Under 1 year<p/>Location Lost: 177th street 140th street, Renton WA  98058<p/>Lost Date: 2022-08-25<p/>",
"K22-150407","A671474","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488506","LOST","Woody","Dog","Under 1 year<p/>","Male","Havanese","Unknown","2022-08-29T00:00:00.000","Date Lost","38000 block of  292ND AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488506","Image Copyright HLP Inc. 2022","<p/>Age: Under 1 year<p/>Location Lost: 38011 292nd Ave SE, Enumclaw WA  98022<p/>Lost Date: 2022-08-29<p/>",
"K22-149834","A670615","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482990","In Public Home",,,"Unknown<p/>","Unknown",,"Unknown","2022-08-15T00:00:00.000","Date Found","105TH  AVE SE & SE 219TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482990","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: 105th AVE SE & SE 219th ST, Kent WA  98031<p/>Found Date: 2022-08-15<p/>",
