"name","type","website","location","city","hours","comments","how_to_help_this_business","availability","meta_row_index","meta_row_id"
"Smoothie King","Restaurant/Bar",,"2860 East Harmony Rd","Fort Collins",,"call in or order on the app",,"DoorDash","399","118896ea6db51d57097b99fe5db07936e7505727"
"Snooze an A.M Eatery","Restaurant/Bar","https://www.snoozeeatery.com/branches/1708/snooze-ft-collins/","144 W Mountain Ave","Fort Collins",,,,"DoorDash","400","6916254d7f74ff9f44017886b397868cc5972a4d"
"TCBY","Restaurant/Bar","tcby.com/troutman","100 W Troutman Pkwy","Fort Collins",,"Contact us at 970-223-4851. We are open and making adjustments to serve you. UPDATE: Now offering curbside pick up and delivery. HOURS: Our Store Hours will be 11 A.M. - 8 P.M. and may be adjusted in the coming weeks. HOW TO SUPPORT US: Help keep TCBY and other locally owned businesses alive during this uncertain time by ordering take out, ordering through delivery services or buying gift cards. Orders can be placed for pick up by calling us at our Greeley location at 970-673-8193, and at our Fort Collins location at 970-223-4851. Our menu can be located on our Facebook page, Instagram, as well as third party delivery service sites including Grub Hub and Door Dash. We are hopeful that this time will pass and we support efforts to stop COVID-19 by doing our part now. All of us here at TCBY thank you for your continued support for your local businesses and will continue to serve you as always!",,"DoorDash","401","262b561956c71f22d0a8163631beb89586a0e3fb"
"Thai Station","Restaurant/Bar","https://www.thaistationfortcollins.com/","626 S College Ave","Fort Collins","Mon-Fri 11am-2pm & 4-9pm, Sat/Sun 12-9pm","Pickup and delivery (970) 797-2707",,"DoorDash","402","4254154bac5d7e5c6278937fd5621c34c067b5fd"
"The Taco Stop","Restaurant/Bar","www.thetacostopfoco.com","6324 S College Ave","Fort Collins","11-7 everyday",,"Please like and share our posts on social media @thetacostopfoco.","DoorDash","403","0f67ebe2c4f4fe48f025acb6125f99fc3e9da382"
"The Wok and Roll","Restaurant/Bar","thewokandrollfood.com","1700 s college ave unit D","Fort Collins","Mon-Sun 11-8",,"Just don't forget about us. We have a drive through as well. We opened a second location on 120 s mason Nov 2019 and have had to close it for now so we are trying to cover both expenses out of one location.","DoorDash","404","e3c4c0eec234ab8aca0c2f2697bfb19402ef79cf"
"Tilted Barrel Brew Pub","Restaurant/Bar","http://www.tiltedbarrelbrewpub.com","110 E 29th St","Loveland","Sun-Thurs: 11 AM - 9 PM. Fri-Sat: 11am-12am","Pickup and delivery 970-619-8950",,"DoorDash","405","b4f0edec03c5801eeb8843a85e8050fad23d19cc"
"Urban egg","Restaurant/Bar","https://www.urbaneggeatery.com/","230 S College Ave","Fort Collins","Mon-Fri 8am-1pm, Sat-Sun 8:55am-1pm",,,"DoorDash","406","9ef1e93fedb72747de30c16fc246497b927ec8d7"
"Bawarchi Biryanis","Restaurant/Bar","https://www.bawarchifortcollins.com","1611 S College Ave #100","Fort Collins",,,,"Postmates","407","5808a90fdabb6d850c69cf3d8419c1b3b2bec050"
"Cafe Bluebird","Restaurant/Bar","https://www.cafebluebird.com/","524 W Laurel St","Fort Collins","Thursday - Tuesday 8AM - 1PM","Buy gift certificates over the phone or in person",,"Postmates","408","00273c300deefa863dc154353f0580e72658fe41"
"Cafe Mexicali","Restaurant/Bar","https://www.cafemexicali.com/","2925 S College Ave","Fort Collins",,,,"Postmates","409","f6e3927468e3f6407947c162c29492b51a205c4d"
"Chesters Chicken","Restaurant/Bar","www.chesters.com","4541 Shields St","Fort Collins",,,,"Postmates","410","dc2a8f963c2d25cc566f9a1b531bffb9135ab20a"
"Chipotle","Restaurant/Bar","https://www.chipotle.com/","2120 E Harmony Rd","Fort Collins",,,,"Postmates","411","54214181b868017a85d57d65d4c78f13487b1905"
"Comet Chicken","Restaurant/Bar","http://cometchicken.com/","126 W Mountain Ave","Fort Collins","Reopening May 8th @11am-9pm","Contact us at 970-689-3464. Dine-In, Takeout, and Delivery, Hours of operation are 11 a.m.-9 p.m., seven days a week. The menu features chicken tender baskets, sandwiches (original, Nashville hot, buffalo), house salad, fries, side salad, and brownies. Guests may pick up their favorites through carryout, newly instituted curbside pickup, or delivery from NoCo NOSH, and GrubHub. Comet Chicken has also launched online ordering to accommodate contactless ordering and payment.",,"Postmates","412","ae0369d45a88cb45f2f516d7be5cdbd787160c5b"
"Dae Gee","Restaurant/Bar","https://www.daegee.com/","120 W Olive St Unit 101","Fort Collins","Call for hours (970) 893-4917",,,"Postmates","413","452e650b1cceb8286e66d012da1727a39f6d6bb2"
"Dickey's Barbecue Pit","Restaurant/Bar","www.dickeys.com/","2721 S College Ave. #2","Fort Collins","11:00am to 8:30pm",,"https://www.facebook.com/dickeysbarbecuepit/","Postmates","414","c104a191eceef998a1c3c2e4b57e9a7209d84ed3"
"Dickey's Barbecue Pit","Restaurant/Bar","www.dickeys.com/","104 E 29th Street Unit 2","Loveland","Daily 11:00am to 8:30pm",,"https://www.facebook.com/dickeysbarbecuepit/","Postmates","415","0f5e95915828347a0d685af474236cb387e88cbd"
"Doug's Day Diner","Restaurant/Bar","http://fortcollins.dougsdaydiner.com/","2842 Council Tree Ave","Fort Collins","7am-1:30pm","(970) 377-2660",,"Postmates","416","6b37b8c4b7199e4da1393c4df6f9f998ce0d113c"
"Five Guys Burgers and Fries","Restaurant/Bar","www.fiveguys.com","1335 W Elizabeth #100","Fort Collins",,,,"Postmates","417","05f5997a36b17fdf18b5147927a385994be53899"
"Five Guys Burgers and Fries","Restaurant/Bar","www.fiveguys.com","2860 E Harmony Rd","Fort Collins",,,,"Postmates","418","c650a898dd51ac0157cc861d9d42cd60ad14228b"
"Garbanzo Mediterranean Fresh","Restaurant/Bar","www.eatgarbanzo.com","100 W Troutman Pkwy STE 120","Fort Collins","11am-8pm",,"How to help this business:","Postmates","419","933a08108d242f33e4bfeb89d5f37c9bc63fe9d8"
"Los Tarascos","Restaurant/Bar","lostarascos.com","622 S College Ave","Fort Collins","Mon-Fri 3pm-8pm, Sat-Sun 12pm-8pm","Offering margaritas w/ takeout",,"Postmates","420","2b3a192144135583afa3b010b0f2e991c27de939"
"Pickle Barrel, The","Restaurant/Bar","http://picklebarrelfc.com/","122 W Laurel St","Fort Collins","10am-7pm",,,"Postmates","421","4585e5255a9da133dceaee1349e86b23a8a238c5"
"Raising Cane's","Restaurant/Bar","https://www.raisingcanes.com/our-menu","2108 S College Ave","Fort Collins",,,,"Postmates","422","682af18e1c93b9c086a4341afc335314077ebb7a"
"Red Lobster","Restaurant/Bar","www.redlobster.com","3301 S College Ave","Fort Collins",,,,"Postmates","423","40c162c9fe0d879cc4bc87877706831cff965f33"
"Red Robin","Restaurant/Bar","https://www.redrobin.com/","701 E. Harmony Road","Fort Collins",,"Pickup Inside Hours:Open today 11am-8:45pm  Curbside Hours:11am-8:45pm  Delivery Hours:11am-8:30pm",,"Postmates","424","297f2e40c5de98c7abfe35e69f546676841a6cb2"
"STAR OF INDIA","Restaurant/Bar","www.starofindiaftcollins.com/","2900 HARVARD STREET, STE B","Fort Collins","WED-MON 4PM-9PM; CLOSED ON TUEDAY","PLEASE RATE US & LIKE US ON SOCIAL MEDIA, WE OFFER TEAM SERVED ALL YOU CAN EAT LUNCH BUFFET!, WE ARE OPEN FOR DINE IN INSIDE, OUR PATIO IS OPEN! COME IN!","https://www.facebook.com/starftco/","Postmates","425","0565a4cd8b833ea78e4aeb0efecef0d67d330c88"
"Silvermine Subs","Restaurant/Bar","https://www.silverminesubs.com/our-menu/","1281 E Magnolia St","Fort Collins",,"1$ delivery charge!",,"Postmates","426","ab12ec2bd7e0959699693d81ffe64eec10dd960c"
"Silvermine Subs","Restaurant/Bar","https://www.silverminesubs.com/our-menu/","4619 S Mason St","Fort Collins",,"1$ delivery charge!",,"Postmates","427","2ec7ce4d303d04cccca5f7aed8a8d3475b2e57ea"
"Smashburger","Restaurant/Bar","https://smashburger.com/locations/us/co/fort-collins/2550-e-harmony-rd/","2550 E Harmony Rd","Fort Collins",,,,"Postmates","428","4fcee18c25ba50b613495064bc3f33d9759453eb"
"Taco Bell","Restaurant/Bar",,,"Fort Collins",,,,"Postmates","429","d265a3b095809e705cd321a011044d675995d70e"
"Tropical Smoothie Cafe","Restaurant/Bar",,"700 S College Ave","Fort Collins",,"Contact us at 970-825-5111. Open for Dine in, Carry out, Curbside pick-up, and Non-contact Delivery. Carryout orders can be placed at the cafe, by phone or using Tropical Rewards App. Please use Grubhub,Noconosh, Doordash, Ubereats or postmates for delivery services. Our hours: M-F: 7 am to 9 pm; Sat: 8 am to 9 pm; Sun: 9 am to 9 pm.",,"Postmates","430","a61a5bb23ce73bf184a5bcdeca09e8cb96268af7"
"Uno Mas Taqueria","Restaurant/Bar",,"120 W. Olive St.","Fort Collins",,"Contact us at 970-286-2957. Now open for DINE IN! SUN to THU 11am to 8pm, FRI & SAT 11am to 9pm. Delivery through Noco Nosh and Grubhub and Carry out available. In addition to regular menu items, we have a family meal which includes 20 tortillas, 3 meats or veggie ( sorry no seafood), trio of salsas, full guacamole and chips for $60. To go margs! 1 liter for $40. Individual margs for $5.",,"Postmates","431","90b05112f8f7054f50d9b84a8b250447b84b33e7"
"Bann Thai","Restaurant/Bar","www.bannthairestaurant.net","2721 Council Tree Ave","Fort Collins","Mon-Sat: 11am-9pm. Sun: 12pm-9pm","970-377-1282. Offering takeouts and delivery with no fees with a min. of $15",,"GrubHub","432","d09f440e502e6fb5ad448686d408902820e03ec2"
"Bawarchi Biryanis","Restaurant/Bar","https://www.bawarchifortcollins.com","1611 S College Ave #100","Fort Collins",,,,"GrubHub","433","4d10fb6eabf195ac1286fc2e8baf59c48581a948"
"Beau Jo's Fort Collins","Restaurant/Bar","www.beaujos.com/pizza-locations/ft-collins/","205 North College Avenue","Fort Collins","11am-9:30pm","Contact us at 970-498-8898. Indoor dining available. Open for take out and delivery","How to help this business:","GrubHub","434","adb05f9b11a278039dee9c79bdc2e49a3e05104b"
"Butterfly Cafe","Restaurant/Bar","Butterflycafefortcollins.com","212 Laporte Ave","Fort Collins","Monday-Friday: 7am - 3pm, Saturday 8am - 4pm","Thank you for supporting us!","Leave us a good review on google or Yelp, post on social media, tell people! :)","GrubHub","435","ddf235c8aa21a83bc158f45118a9bd3654562ba8"
"Cafe Bluebird","Restaurant/Bar","https://www.cafebluebird.com/","524 W Laurel St","Fort Collins","Thursday - Tuesday 8AM - 1PM","Buy gift certificates over the phone or in person",,"GrubHub","436","b46f0fc6635fa12d1ed8752cf5290a4e09a61c82"
"Comet Chicken","Restaurant/Bar","http://cometchicken.com/","126 W Mountain Ave","Fort Collins","Reopening May 8th @11am-9pm","Contact us at 970-689-3464. Dine-In, Takeout, and Delivery, Hours of operation are 11 a.m.-9 p.m., seven days a week. The menu features chicken tender baskets, sandwiches (original, Nashville hot, buffalo), house salad, fries, side salad, and brownies. Guests may pick up their favorites through carryout, newly instituted curbside pickup, or delivery from NoCo NOSH, and GrubHub. Comet Chicken has also launched online ordering to accommodate contactless ordering and payment.",,"GrubHub","437","83f4496a0793ce45f716d4da8f44ea48597d48cd"
"Dickey's Barbecue Pit","Restaurant/Bar","www.dickeys.com/","2721 S College Ave. #2","Fort Collins","11:00am to 8:30pm",,"https://www.facebook.com/dickeysbarbecuepit/","GrubHub","438","61178c257fd8a194c27e0d8468f56edebaafeaff"
"Dickey's Barbecue Pit","Restaurant/Bar","www.dickeys.com/","104 E 29th Street Unit 2","Loveland","Daily 11:00am to 8:30pm",,"https://www.facebook.com/dickeysbarbecuepit/","GrubHub","439","bb8e09ccbfdfddeafcf8ae3bff9ab8bd07e3b6c9"
"Dunkin Donuts Baskin Robbins","Restaurant/Bar",,"2801 S. College Ave","Fort Collins","5am-9pm",,"Sign up/Use our app Dunkin' to earn points and speed up service Gift Cards are always available for purchase We love to be involved in the community and connect with other businesses to make partnerships.","GrubHub","440","7be218ce79b2e33cba67d75afab72719b22931cc"
"Elevated Sandwiches","Restaurant/Bar","elevatedsandwiches.com/","1612 N College Ave","Fort Collins","Tuesday-Friday 11am to 7pm Sat-Monday 11am to 5pm","Contact us at 970-286-2548. Patio is open 11am - close. Offering take out, and curbside pick up. We suggest calling in your order. Find us on Noco Nosh for delivery options.","Support Local, Find us and like us on Social Media. @elevated.sandwiches https://www.instagram.com/elevated.sandwiches/;  https://www.facebook.com/elevatedsandwiches Thank you for supporting local!","GrubHub","441","7711a59bbca2224bcfd4e2347b2d036dd290f2bd"
"Firehouse Subs","Restaurant/Bar","www.firehousesubs.com","2120 E Harmony Rd","Fort Collins",,,,"GrubHub","442","be45f5b132092bc06bcb6e548590827813446e1b"
"Firehouse Subs","Restaurant/Bar","www.firehousesubs.com","1856 N College Ave","Fort Collins",,,,"GrubHub","443","a9758ff2df4314cc34f86d4ae7a69b542a100ab5"
"Five Guys Burgers and Fries","Restaurant/Bar","www.fiveguys.com","1335 W Elizabeth #100","Fort Collins",,,,"GrubHub","444","18cdcd16eda9360b0748fdfdddc2cb10636bb0b2"
"Five Guys Burgers and Fries","Restaurant/Bar","www.fiveguys.com","2860 E Harmony Rd","Fort Collins",,,,"GrubHub","445","b7844bd9ad4d37327540559acfec96762199f52a"
"Garbanzo Mediterranean Fresh","Restaurant/Bar","www.eatgarbanzo.com","100 W Troutman Pkwy STE 120","Fort Collins","11am-8pm",,"How to help this business:","GrubHub","446","20c804b2ef252120ffba44f4a459991cb4beb13f"
"Jason's Deli","Restaurant/Bar","Jasonsdeli.com","1538 E Harmony Road","Fort Collins",,"Contact us at 970-204-9203. Offering dine-in, curbside pickup, and delivery. If you'd rather have your meal delivered, or you have a big event planned, contact us at 970-204-9203. You can also create a group order online, so you can ensure each person receives exactly what they want.",,"GrubHub","447","f3d673ebdcdfe47f96583fe5d8799cb7a811738d"
"Lu Lu Asian Bistro","Restaurant/Bar","http://lulufc.com/","117 S College Ave","Fort Collins","Mon-Thurs: 11am -9:30pm, Fri & Sat: 11am-10pm, Sun & Holidays: Noon - 9:30pm",,,"GrubHub","448","6557704f57331131dfdfedfe2e53f7b8dd47c9bf"
"Moe's Original Bar-B-Que Ft. Collins","Restaurant/Bar","https://www.facebook.com/moesbbqftcollins/","181 N. College Ave","Fort Collins","11am-8pm","Contact us at 970-482-7675. We'll be open for dine in daily 11am-8pm. Call in takeout and online delivery with grubhub, doordash, and NocoNosh is still available as well!",,"GrubHub","449","2cd4b78cb34486ca96b2066c11e1f9ef286d3015"
"Noodles and Company","Restaurant/Bar","https://www.noodles.com/","3519 S College Ave","Fort Collins",,,,"GrubHub","450","0ac8508b84de5ce50c5bc3cb15fef47070357ef7"
"Panino's","Restaurant/Bar","https://fortcollinspaninos.com/","310 W Prospect Rd","Fort Collins","Mon-Fri 11am-8pm, Sat/Sun 3-8pm","(970) 498-8292 Free roll of TP with every Order",,"GrubHub","451","d2ff034ea14ad55e88cfe2e3e62e016b7a9ebccc"
"Plant to the Plate","Restaurant/Bar","www.planttotheplate.com","822 S. College Ave","Fort Collins","T 11-9 W-S 11-1am S 12-11","Contact us at 970-482-2109. We are open downstairs and upstairs patio. Wear your mask!","Support and telling friends.","GrubHub","452","89198134cfffd283dd23c2c607919f86d4bdd21f"
"Red Lobster","Restaurant/Bar","www.redlobster.com","3301 S College Ave","Fort Collins",,,,"GrubHub","453","05675a32394d29e9085bfeacfe1989c02baffb48"
"Red Robin","Restaurant/Bar","https://www.redrobin.com/","701 E. Harmony Road","Fort Collins",,"Pickup Inside Hours:Open today 11am-8:45pm  Curbside Hours:11am-8:45pm  Delivery Hours:11am-8:30pm",,"GrubHub","454","1eec1b54bf2924b9b6353c74aa14ff6bdf626f07"
"Rio Fort Collins","Restaurant/Bar","riograndemexican.com/locations/fort-collins/?utm_source=Yext&utm_medium=Local_Listings&utm_campaign=Fort_Collins","143 W. Mountain Avenue","Fort Collins","11AM - 8PM","Contact us at 970-224-5428. Delicious TexMex and Margaritas - located in the heart of Old Town Fort Collins. Now open for limited dine-in and outdoor service, as well as food and margs takeout. Whether you're coming in to unwind and dine with us, to have a drink on our lovely patio, bringing food home for the family, or just grabbing some margs for a fun night at home, the Fort Collins Rio is a safe and delicious escape. Open Daily for Dine-In and Takeout: 11am - 9pm / Sun - Thurs 11am - 10pm / Fri - Sat","How to help this business:","GrubHub","455","d313c2e8f9407cca5b8cf1ef6a9a9fc4f5b6adc7"
"STAR OF INDIA","Restaurant/Bar","www.starofindiaftcollins.com/","2900 HARVARD STREET, STE B","Fort Collins","WED-MON 4PM-9PM; CLOSED ON TUEDAY","PLEASE RATE US & LIKE US ON SOCIAL MEDIA, WE OFFER TEAM SERVED ALL YOU CAN EAT LUNCH BUFFET!, WE ARE OPEN FOR DINE IN INSIDE, OUR PATIO IS OPEN! COME IN!","https://www.facebook.com/starftco/","GrubHub","456","df00cd3d72334e647c343580338bffa74d0fb5c7"
"Saigon Grill III","Restaurant/Bar","https://saigongrill3.com/","1120 S College Ave","Fort Collins","Tues-Sun 11am-9pm","(970) 482-5545",,"GrubHub","457","a5a31c121389a8bb95e233da4a2fe45780c7fb26"
"Simply Thai","Restaurant/Bar","http://www.simplythaifc.com","2531 S Shields St #2m","Fort Collins","Possibly reopened?","Thai / Asian",,"GrubHub","458","f86f9d050422cd6734b9c4130af5f5da891fdbaf"
