"county","priority_area_order","priority_area","focus_area_order","focus_area","partner","partner_information","partner_main_address","phone_number","email"
"Cayuga","1","Promote a Healthy and Safe Environment","2","Water Quality","Cayuga County Health Department","Drinking Water Enhancement","8 Dill Street, Auburn, NY 13021","(315) 253-1560","eoconnor@cayugacounty.us"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Heights Hill Mental Health Services South Beach Psychiatric Center CAB, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","25 Flatbush Ave 3rd Fl Brooklyn, NY 11217","(718) 852-5212","christianhuygen@rainbowheights.org"
"Tompkins","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Cancer Resource Center of the Finger Lakes","Community-Based Breast Cancer Support and Wellness Services","612 West State St.  Ithaca, NY 14850","607-277-0960","bob@crcfl.net"
"Albany","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Albany Medical Center, Inc.","Comprehensive Care Centers for Eating Disorders","43 New Scotland Ave. MC-34  Albany, NY 12208","518-262-6008","verdilv@mail.amc.edu"
"Clinton","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Albany Medical Center, Inc.","Comprehensive Care Centers for Eating Disorders","43 New Scotland Ave. MC-34  Albany, NY 12208","518-262-6008","verdilv@mail.amc.edu"
"Clinton","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-3001","Richard.Hershberger@roswellPark.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY Downstate Medical Center","Prevention Services for Women","Research Foundation of SUNY, PO Box 9 Albany, NY 12201","(518)434-7190","robert.mason@rfsuny.org"
"Schenectady","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Sullivan","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Seneca","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Expanded Syringe Access Program","259 Monroe Ave Suite 100 Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"Genesee","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Breast Cancer Coalition of Rochester, Inc.","Community-Based Breast Cancer Support and Wellness Services","1048 University Ave.  Rochester, NY 14607","585-473-8177","holly@bccr.org"
"Genesee","4","Promote Healthy Women, Infants, and Children","2","Child Health","Genesee County Department of Health","Children with Special Health Care Needs Program","3837 West Main Street Road Batavia NY 14020","(585) 344-2580","kbrice@co.genesee.ny.us"
"Clinton","4","Promote Healthy Women, Infants, and Children","2","Child Health","Clinton County Health Department","Early Intervention Program","133 Margaret Street, Plattsburgh, New York 12901","(518) 565-4840","JReidDPH@co.clinton.ny.us"
"Orleans","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Breast Cancer Network of Western New York, Inc.","Community-Based Breast Cancer Support and Wellness Services","3297 Walden Ave.  Depew, NY 14043","716-359-1811","rob@bcnwny.org"
"Monroe","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY","Health and Human Services for LGBT Individuals, Families and Communities","PO Box 6000 Binghamton, NY  13902","(607)777-6136","pparker@binghamton.edu"
"Clinton","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Westchester","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Expanded Syringe Access Program","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Service Center of Lower Manhattan, Inc.","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","64 West 35th St 3rd Fl, New York, NY 10001","(212) 645-0875","sharen@ascnyc.org"
"Oswego","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","Expanded Syringe Access Program","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
"Columbia","1","Promote a Healthy and Safe Environment","3","Built Environment","Columbia County","Lead Poisoning Prevention Program","325 Columbia Street, Hudson, NY 12534","(518) 828-3358","james.rich@columbiacountyny.com"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Make the Road New York","Health & Human Svcs for LGBT Individuals, Families and Communities","301 Grove St Brooklyn, NY 11237","(718) 418-7690","deborah.axt@maketheroadny.org"
"Columbia","1","Promote a Healthy and Safe Environment","4","Injuries, Violence And Occupational Health","Mental Health Association of Columbia-Greene Counties, Inc.","Rape Crisis & Sexual Violence Prevention","713 Union Street, Hudson, NY 12534","(518) 828-4619","jbaumann@mhacg.org"
"Nassau","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Long Island Crisis Center, Inc.","STD Testing and Awareness","2740 Martin Ave Bellmore , NY 11710","(516)826-0244","lleonard@longislandcrisiscenter.org"
"New York","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","New York University School of Medicine","Prostate Cancer Research 2","1 Park Ave 6 Fl  New York, NY 10016","212-263-8822","GrantsOffice@nyumc.org"
"Madison","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Franklin","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Clinton","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Yates","4","Promote Healthy Women, Infants, and Children","2","Child Health","Yates County Department of Health","Children with Special Health Care Needs Program","417 Liberty Street,Suite 2120,Penn Yan,NY14527-1124","(315) 536-5160","ssimmons@yatescounty.org"
"Westchester","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Gilda's Club Westchester, Inc.","Community-Based Breast Cancer Support and Wellness Services","80 Maple Ave.  White Plains, NY 10601","914-644-8844","Mlang@gildasclubwestchester.org"
"St. Lawrence","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Schoharie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Capital District Gay & Lesbian Community Council, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","322 Hudson Ave Albany, NY 12210","(518) 462-6138","mharvey@capitalpridecenter.org"
"Montgomery","4","Promote Healthy Women, Infants, and Children","2","Child Health","Montgomery County Department of Health","Children with Special Health Care Needs Program","PO Box 1500 20 Park Street,Fonda,NY,12068-1500","(518) 853-3531","astuart@co.montgomery.ny.us"
"Suffolk","4","Promote Healthy Women, Infants, and Children","2","Child Health","Suffolk County Department of Health","Children with Special Health Care Needs Program","50 Laser Court, Hauppauge, New York 11788","(631) 853-2327","barbara.falkman@suffolkcountyny.gov"
"Rockland","4","Promote Healthy Women, Infants, and Children","2","Child Health","Rockland County Department of Health","Children with Special Health Care Needs Program","50 Sanatorium Road, Building D,PO Box 350,Pomona,NY10970","(845) 364-2626","donoghum@co.rockland.ny.us"
"Schenectady","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Catholic Charities AIDS Services","Harm Reduction/Syringe Exchange","100 Slingerland St Albany , NY 12202","(518) 449-3581","stephaniel@ccalbany.org"
"Chenango","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Southern Tier AIDS Program, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","22 Riverside Drive, Binghamton, NY  13905","(607) 798-1706","jbarry@stapinc.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Safe Horizon, Inc.","Harm Reduction/Syringe Exchange","2 Lafayette St 3rd Fl New York , NY 10007","(212) 577-7705","ariel.zwang@safehorizon.org"
"Sullivan","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Albany Medical Center, Inc.","Comprehensive Care Centers for Eating Disorders","43 New Scotland Ave. MC-34  Albany, NY 12208","518-262-6008","verdilv@mail.amc.edu"
"Queens","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","New York Presbyterian Hospital","Comprehensive Care Centers for Eating Disorders","1051 Riverside Dr. Unit 98  New York, NY 10032","646-774-8085","kas9171@nyp.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","The Osborne Association, Inc.","Criminal Justice Services Upon Release","809 Westchester Ave Bronx , NY 10455","(718)707-2600","egaynes@osborneny.org"
"Schenectady","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Broome","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Jefferson","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Rockland","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Urban League of Westchester County, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","61 Mitchell Pl White Plains , NY 10601","(914) 428-6300","limacss@aol.com"
"Rensselaer","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Orleans","4","Promote Healthy Women, Infants, and Children","2","Child Health","Orleans County Department of Health","Children with Special Health Care Needs Program","14012 Route 31 West,Albion,NY14411","(585) 589-2777","linda.garrison@orleansny.com"
"Onondaga","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Cortland","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
