School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location,Counties
NYC DOE,K250,Kings,Public School,129,No,0,0,0,129,Yes,,129,0,No,Yes,05/11/2018,http://schools.nyc.gov/schools/K250,K250,,Brooklyn,NY,11206,04/03/2019,04/03/2019,40 706708,"108 MONTROSE AVENUE
Brooklyn, NY 11206
(40.70706966400007, -73.94544597699996)",
NYC DOE,K251,Kings,Public School,60,No,0,0,0,60,Yes,,60,0,No,Yes,05/29/2018,http://schools.nyc.gov/schools/K251,K251,,Brooklyn,NY,11234,04/03/2019,04/03/2019,40 63195,"1037 EAST 54 STREET
Brooklyn, NY 11234
(40.63127661900006, -73.92428172599995)",
NYC DOE,K252,Kings,Public School,103,No,0,0,0,103,Yes,,103,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/K588,"K588,K608",,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 657712,"1084 LENOX ROAD
Brooklyn, NY 11212
(40.65812479400006, -73.92037725299997)",
NYC DOE,K253,Kings,Public School,108,No,0,0,0,108,Yes,,108,0,No,Yes,11/15/2018,http://schools.nyc.gov/schools/K253,K253,,Brooklyn,NY,11235,04/03/2019,04/03/2019,40 580237,"601 OCEANVIEW AVENUE
Brooklyn, NY 11235
(40.58006400000005, -73.96169849999995)",
NYC DOE,K254,Kings,Public School,128,No,0,0,0,128,Yes,,128,0,No,Yes,12/07/2018,http://schools.nyc.gov/schools/K254,K254,,Brooklyn,NY,11235,04/03/2019,04/03/2019,40 591103,"1801 AVENUE Y
Brooklyn, NY 11235
(40.59090000000003, -73.95148799999998)",
NYC DOE,K255,Kings,Public School,157,No,0,0,0,157,Yes,,157,0,No,Yes,11/14/2017,http://schools.nyc.gov/schools/K255,K255,,Brooklyn,NY,11229,04/03/2019,04/03/2019,40 604461,"1866 EAST 17 STREET
Brooklyn, NY 11229
(40.60465768900008, -73.95559218199998)",
NYC DOE,K256,Kings,Public School,140,No,0,0,0,140,Yes,,140,0,No,Yes,08/29/2018,http://schools.nyc.gov/schools/K256,"K256,K702",,Brooklyn,NY,11216,04/03/2019,04/03/2019,40 690595,"114 KOSCIUSZKO STREET
Brooklyn, NY 11216
(40.690760417000035, -73.94983280699995)",
NYC DOE,K257,Kings,Public School,137,No,0,0,0,137,Yes,,137,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/K257,K257,,Brooklyn,NY,11206,04/03/2019,04/03/2019,40 702759,"60 COOK STREET
Brooklyn, NY 11206
(40.702444134000075, -73.94139766399996)",
NYC DOE,K258,Kings,Public School,90,No,0,0,0,90,Yes,,90,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/K140,"K140,K517",,Brooklyn,NY,11216,04/03/2019,04/03/2019,40 68192,"141 MACON STREET
Brooklyn, NY 11216
(40.68156246700005, -73.94557495799995)",
NYC DOE,K259,Kings,Public School,104,No,0,0,0,104,Yes,,104,0,No,Yes,06/12/2018,http://schools.nyc.gov/schools/K259,K259,,Brooklyn,NY,11228,04/03/2019,04/03/2019,40 626089,"7305 FT HAMILTON PARKWAY
Brooklyn, NY 11228
(40.626569233000055, -74.01529020099997)",
NYC DOE,K260,Kings,Public School,108,No,0,0,0,108,Yes,,108,0,No,Yes,06/27/2018,http://schools.nyc.gov/schools/k325,K325,,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 653368,"875 WILLIAMS AVENUE
Brooklyn, NY 11207
(40.653850985000076, -73.89472886899995)",
NYC DOE,K261,Kings,Public School,126,No,0,0,0,126,Yes,,126,0,No,Yes,01/28/2018,http://schools.nyc.gov/schools/K261,"K261,K369",,Brooklyn,NY,11201,04/03/2019,04/03/2019,40 687218,"314 PACIFIC STREET
Brooklyn, NY 11201
(40.68737564200006, -73.98811599899994)",
NYC DOE,K262,Kings,Public School,126,No,0,0,0,126,Yes,,126,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/K262,"K262,K406",,Brooklyn,NY,11233,04/03/2019,04/03/2019,40 682949,"500 MACON STREET
Brooklyn, NY 11233
(40.683346062000055, -73.92970556399996)",
NYC DOE,K263,Kings,Public School,117,No,0,0,0,117,Yes,,117,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/K323,"K323,K671,K396",,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 666187,"210 CHESTER STREET
Brooklyn, NY 11212
(40.66630709200007, -73.91085950999997)",
NYC DOE,K264,Kings,Public School,120,No,0,0,0,120,Yes,,120,0,No,Yes,07/10/2018,http://schools.nyc.gov/schools/K264,"K264,K231",,Brooklyn,NY,11209,04/03/2019,04/03/2019,40 621025,"371 89th Street
Brooklyn, NY 11209
(40.62086723300007, -74.02969760199994)",
NYC DOE,K265,Kings,Public School,91,No,0,0,0,91,Yes,,91,0,No,Yes,09/10/2017,http://schools.nyc.gov/schools/k265,"K265,K369,K752",,Brooklyn,NY,11205,04/03/2019,04/03/2019,40 697177,"101 PARK AVENUE
Brooklyn, NY 11205
(40.697010000000034, -73.97604899999999)",
NYC DOE,K268,Kings,Public School,134,No,0,0,0,134,Yes,,134,0,No,Yes,03/27/2018,http://schools.nyc.gov/schools/K268,K268,,Brooklyn,NY,11203,04/03/2019,04/03/2019,40 657421,"133 EAST 53 STREET
Brooklyn, NY 11203
(40.65729560900007, -73.92801599699999)",
NYC DOE,K269,Kings,Public School,155,No,0,0,0,155,Yes,,155,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/K269,K361,,Brooklyn,NY,11210,04/03/2019,04/03/2019,40 637625,"1957 NOSTRAND AVENUE
Brooklyn, NY 11210
(40.63762800000006, -73.94742899999994)",
NYC DOE,K270,Kings,Public School,106,No,0,0,0,106,Yes,,106,0,No,Yes,04/17/2018,http://schools.nyc.gov/schools/k270,"K270,K702",,Brooklyn,NY,11205,04/03/2019,04/03/2019,40 691275,"241 EMERSON PLACE
Brooklyn, NY 11205
(40.69110600000005, -73.96159049999994)",
NYC DOE,K271,Kings,Public School,122,No,0,0,0,122,Yes,,122,0,No,Yes,02/22/2019,http://schools.nyc.gov/schools/K522,"K522,K644,K777",,Brooklyn,NY,11233,04/03/2019,04/03/2019,40 678124,"1137 HERKIMER STREET
Brooklyn, NY 11233
(40.677815388000056, -73.91573770599996)",
NYC DOE,K272,Kings,Public School,106,No,0,0,0,106,Yes,,106,0,No,Yes,06/12/2018,http://schools.nyc.gov/schools/K272,K272,,Brooklyn,NY,11236,04/03/2019,04/03/2019,40 635542,"101-24 SEAVIEW AVENUE
Brooklyn, NY 11236
(40.626514962000044, -73.90082989199993)",
NYC DOE,K273,Kings,Public School,60,No,0,0,0,60,Yes,,60,0,No,Yes,05/16/2018,http://schools.nyc.gov/schools/K273,K273,,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 6585,"923 JEROME STREET
Brooklyn, NY 11207
(40.65831900000006, -73.87895699999996)",
NYC DOE,K274,Kings,Public School,130,No,0,0,0,130,Yes,,130,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/k274,K274,,Brooklyn,NY,11221,04/03/2019,04/03/2019,40 694179,"800 BUSHWICK AVENUE
Brooklyn, NY 11221
(40.694769085000075, -73.92768319799995)",
NYC DOE,K275,Kings,Public School,113,No,0,0,0,113,Yes,,113,0,No,Yes,11/28/2018,http://schools.nyc.gov/schools/K518,"K518,K643,K647,K711",,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 655644,"985 ROCKAWAY AVENUE
Brooklyn, NY 11212
(40.65568120300003, -73.90713943799994)",
NYC DOE,K276,Kings,Public School,122,No,0,0,0,122,Yes,,122,0,No,Yes,02/09/2018,http://schools.nyc.gov/schools/K276,K276,,Brooklyn,NY,11236,04/03/2019,04/03/2019,40 634005,"1070 EAST 83 STREET
Brooklyn, NY 11236
(40.633908811000026, -73.90776158799997)",
NYC DOE,K277,Kings,Public School,67,No,0,0,0,67,Yes,,67,0,No,Yes,03/01/2018,http://schools.nyc.gov/schools/K277,K277,,Brooklyn,NY,11229,04/03/2019,04/03/2019,40 595798,"2529 GERRITSEN AVENUE
Brooklyn, NY 11229
(40.595632280000075, -73.92819420999996)",
NYC DOE,K278,Kings,Public School,112,No,0,0,0,112,Yes,,112,0,No,Yes,08/23/2018,http://schools.nyc.gov/schools/K278,K278,,Brooklyn,NY,11229,04/03/2019,04/03/2019,40 606745,"1925 STUART STREET
Brooklyn, NY 11229
(40.606427523000036, -73.93893026199999)",
NYC DOE,K279,Kings,Public School,130,No,0,0,0,130,Yes,,130,0,No,Yes,05/24/2018,http://schools.nyc.gov/schools/K279,"K279,K724",,Brooklyn,NY,11236,04/03/2019,04/03/2019,40 644134,"1070 EAST 104 STREET
Brooklyn, NY 11236
(40.644128651000074, -73.89219365299994)",
NYC DOE,K280,Kings,Public School,57,No,0,0,0,57,Yes,,57,0,No,Yes,04/28/2018,http://schools.nyc.gov/schools/K442,"K442,K863",,Brooklyn,NY,11215,04/03/2019,04/03/2019,40 656952,"500 19 STREET
Brooklyn, NY 11215
(40.656513301000075, -73.98244285999994)",
NYC DOE,K281,Kings,Public School,121,No,0,0,0,121,Yes,,121,0,No,Yes,11/28/2018,http://schools.nyc.gov/schools/K281,"K281,K811,K744",,Brooklyn,NY,11214,04/03/2019,04/03/2019,40 594648,"8787 24 AVENUE
Brooklyn, NY 11214
(40.59484136200007, -73.99394849699996)",
NYC DOE,K282,Kings,Public School,130,No,0,0,0,130,Yes,,130,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/K282,K282,,Brooklyn,NY,11217,04/03/2019,04/03/2019,40 676649,"180 6 AVENUE
Brooklyn, NY 11217
(40.676419277000036, -73.97733613399998)",
NYC DOE,K284,Kings,Public School,55,No,0,0,0,55,Yes,,55,0,No,Yes,02/15/2019,http://schools.nyc.gov/schools/k284,"K284,K711",,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 666942,"213 OSBORN STREET
Brooklyn, NY 11212
(40.66698570600005, -73.90810828899998)",
NYC DOE,K285,Kings,Public School,74,No,0,0,0,74,Yes,,74,0,No,Yes,04/10/2018,http://schools.nyc.gov/schools/K285,K285,,Brooklyn,NY,11203,04/03/2019,04/03/2019,40 647818,"5909 BEVERLY ROAD
Brooklyn, NY 11203
(40.64694485500007, -73.92095375199995)",
NYC DOE,K286,Kings,Public School,102,No,0,0,0,102,Yes,,102,0,No,Yes,08/29/2018,http://schools.nyc.gov/schools/K811,K811,,Brooklyn,NY,11235,04/03/2019,04/03/2019,40 591132,"2525 HARING STREET
Brooklyn, NY 11235
(40.59111283500005, -73.93907209899999)",
NYC DOE,K287,Kings,Public School,128,No,0,0,0,128,Yes,,128,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/K287,"K287,K536",,Brooklyn,NY,11201,04/03/2019,04/03/2019,40 697856,"50 NAVY STREET
Brooklyn, NY 11201
(40.69783800000005, -73.98056698299996)",
NYC DOE,K288,Kings,Public School,118,No,0,0,0,118,Yes,,118,0,No,Yes,12/05/2017,http://schools.nyc.gov/schools/K288,K288,,Brooklyn,NY,11224,04/03/2019,04/03/2019,40 574029,"2950 WEST 25 STREET
Brooklyn, NY 11224
(40.574347429000056, -73.99195545399994)",
NYC DOE,K289,Kings,Public School,156,No,0,0,0,156,Yes,,156,0,No,Yes,11/20/2018,http://schools.nyc.gov/schools/K289,"K289,K396",,Brooklyn,NY,11213,04/03/2019,04/03/2019,40 674244,"900 ST MARKS AVENUE
Brooklyn, NY 11213
(40.674240000000054, -73.94202899999993)",
NYC DOE,K290,Kings,Public School,93,No,0,0,0,93,Yes,,93,0,No,Yes,11/09/2017,http://schools.nyc.gov/schools/K290,K290,,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 678182,"135 SCHENCK AVENUE
Brooklyn, NY 11207
(40.67809405300005, -73.88981212699997)",
NYC DOE,K291,Kings,Public School,156,No,0,0,0,156,Yes,,156,0,No,Yes,12/07/2018,http://schools.nyc.gov/schools/K291,"K291,K564,K733",,Brooklyn,NY,11221,04/03/2019,04/03/2019,40 695875,"231 PALMETTO STREET
Brooklyn, NY 11221
(40.69538593300007, -73.91515093299995)",
NYC DOE,K292,Kings,Public School,140,No,0,0,0,140,Yes,,140,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/K292,"K292,K626,K774",,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 671601,"301 VERMONT STREET
Brooklyn, NY 11207
(40.67131643500005, -73.89371069899994)",
NYC DOE,K293,Kings,Public School,121,No,0,0,0,121,Yes,,121,0,No,Yes,12/21/2018,http://schools.nyc.gov/schools/K429,"K429,K497,K368,K129",,Brooklyn,NY,11201,04/03/2019,04/03/2019,40 685006,"284 BALTIC STREET
Brooklyn, NY 11201
(40.68538161300006, -73.99330919199997)",
NYC DOE,K296,Kings,Public School,83,No,0,0,0,83,Yes,,83,0,No,Yes,12/18/2018,http://schools.nyc.gov/schools/K562,"K562,K053,K538",,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 688647,"125 COVERT STREET
Brooklyn, NY 11207
(40.688739471000076, -73.90998128299998)",
NYC DOE,K297,Kings,Public School,115,No,0,0,0,115,Yes,,115,0,No,Yes,07/02/2018,http://schools.nyc.gov/schools/K297,"K297,K756",,Brooklyn,NY,11206,04/03/2019,04/03/2019,40 697377,"700 PARK AVENUE
Brooklyn, NY 11206
(40.69776100300004, -73.94773658699995)",
NYC DOE,K298,Kings,Public School,122,No,0,0,0,122,Yes,,122,0,No,Yes,08/23/2018,http://schools.nyc.gov/schools/k298,"K298,K363",,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 671015,"85 WATKINS STREET
Brooklyn, NY 11212
(40.670807437000065, -73.90815322599997)",
NYC DOE,K299,Kings,Public School,121,No,0,0,0,121,Yes,,121,0,No,Yes,04/02/2018,http://schools.nyc.gov/schools/k299,K299,,Brooklyn,NY,11221,04/03/2019,04/03/2019,40 690755,"88 WOODBINE STREET
Brooklyn, NY 11221
(40.691092422000054, -73.91811368499998)",
NYC DOE,K302,Kings,Public School,120,No,0,0,0,120,Yes,,120,0,No,Yes,06/06/2018,http://schools.nyc.gov/schools/K661,"K661,K662,K774",,Brooklyn,NY,11208,04/03/2019,04/03/2019,40 677112,"350 LINWOOD STREET
Brooklyn, NY 11208
(40.67717965800006, -73.88346602999997)",
NYC DOE,K303,Kings,Public School,148,No,0,0,0,148,Yes,,148,0,No,Yes,11/20/2018,http://schools.nyc.gov/schools/K303,"K303,K344,K771,K744",,Brooklyn,NY,11224,04/03/2019,04/03/2019,40 582518,"501 WEST AVENUE
Brooklyn, NY 11224
(40.582494000000054, -73.97186849999997)",
NYC DOE,K304,Kings,Public School,134,No,0,0,0,134,Yes,,134,0,No,Yes,11/09/2018,http://schools.nyc.gov/schools/K627,"K627,K140",,Brooklyn,NY,11206,04/03/2019,04/03/2019,40 693654,"280 HART STREET
Brooklyn, NY 11206
(40.69405693200008, -73.94077897399995)",
NYC DOE,K305,Kings,Public School,84,No,0,0,0,84,Yes,,84,0,No,Yes,12/13/2017,http://schools.nyc.gov/schools/k305,"K301,K305",,Brooklyn,NY,11216,04/03/2019,04/03/2019,40 685653,"344 MONROE STREET
Brooklyn, NY 11216
(40.686032768000075, -73.94529377899994)",
NYC DOE,K306,Kings,Public School,128,No,0,0,0,128,Yes,,128,0,No,Yes,08/21/2018,http://schools.nyc.gov/schools/K306,"K306,K680,K788",,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 65534,"970 VERMONT STREET
Brooklyn, NY 11207
(40.65525000000008, -73.88645399999996)",
NYC DOE,K307,Kings,Public School,126,No,0,0,0,126,Yes,,126,0,No,Yes,12/18/2018,http://schools.nyc.gov/schools/k307,K307,,Brooklyn,NY,11201,04/03/2019,04/03/2019,40 701789,"209 YORK STREET
Brooklyn, NY 11201
(40.701744000000076, -73.98166049999998)",
NYC DOE,K308,Kings,Public School,145,No,0,0,0,145,Yes,,145,0,No,Yes,02/26/2019,http://schools.nyc.gov/schools/K308,"K308,K406",,Brooklyn,NY,11221,04/03/2019,04/03/2019,40 688323,"616 QUINCY STREET
Brooklyn, NY 11221
(40.68867855900004, -73.93540020699999)",
NYC DOE,K309,Kings,Public School,89,No,0,0,0,89,Yes,,89,0,No,Yes,12/22/2016,http://schools.nyc.gov/schools/K309,"K309,K712",,Brooklyn,NY,11221,04/03/2019,04/03/2019,40 6881,"794 MONROE STREET
Brooklyn, NY 11221
(40.68844908500006, -73.92449064099998)",
NYC DOE,K310,Kings,Public School,101,No,0,0,0,101,Yes,,101,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/K310,K310,,Brooklyn,NY,11219,04/03/2019,04/03/2019,40 632143,"942 62ND STREET
Brooklyn, NY 11219
(40.63224953100007, -74.00733983099997)",
NYC DOE,K312,Kings,Public School,119,No,0,0,0,119,Yes,,119,0,No,Yes,01/17/2017,http://schools.nyc.gov/schools/K312,K312,,Brooklyn,NY,11234,04/03/2019,04/03/2019,40 622442,"7103 AVENUE T
Brooklyn, NY 11234
(40.62201300000004, -73.90907999999996)",
NYC DOE,K313,Kings,Public School,140,No,0,0,0,140,Yes,,140,0,No,Yes,08/21/2018,http://schools.nyc.gov/schools/K313,"K483,K527,K369",,Brooklyn,NY,11201,04/03/2019,04/03/2019,40 694629,"283 ADAMS STREET
Brooklyn, NY 11201
(40.69472852600006, -73.98863385599998)",
NYC DOE,K314,Kings,Public School,214,No,0,0,0,214,Yes,,214,0,No,Yes,08/23/2018,http://schools.nyc.gov/schools/K503,"K503,K506",,Brooklyn,NY,11220,04/03/2019,04/03/2019,40 64195,"330 59 STREET
Brooklyn, NY 11220
(40.64210891100004, -74.01899366299995)",
NYC DOE,K316,Kings,Public School,131,No,0,0,0,131,Yes,,131,0,No,Yes,11/09/2018,http://schools.nyc.gov/schools/K316,"K316,K353",,Brooklyn,NY,11238,04/03/2019,04/03/2019,40 674685,"750 CLASSON AVENUE
Brooklyn, NY 11238
(40.674555000000055, -73.96086599999995)",
NYC DOE,K317,Kings,Public School,165,No,0,0,0,165,Yes,,165,0,No,Yes,07/25/2018,http://schools.nyc.gov/schools/K133,"K133,K369",,Brooklyn,NY,11217,04/03/2019,04/03/2019,40 679916,"610 BALTIC STREET
Brooklyn, NY 11217
(40.68036740800005, -73.98044458799995)",
NYC DOE,K318,Kings,Public School,127,No,0,0,0,127,Yes,,127,0,No,Yes,12/20/2018,http://schools.nyc.gov/schools/K318,K318,,Brooklyn,NY,11206,04/03/2019,04/03/2019,40 703034,"101 WALTON STREET
Brooklyn, NY 11206
(40.70302190500007, -73.94806364099998)",
NYC DOE,K319,Kings,Public School,25,No,0,0,0,25,Yes,,25,0,No,Yes,01/17/2017,http://schools.nyc.gov/schools/K319,K319,,Brooklyn,NY,11211,04/03/2019,04/03/2019,40 709632,"360 KEAP STREET
Brooklyn, NY 11211
(40.709746048000056, -73.95412942199994)",
NYC DOE,K320,Kings,Public School,101,No,0,0,0,101,Yes,,101,0,No,Yes,11/05/2017,http://schools.nyc.gov/schools/K352,"K352,K375,K333",,Brooklyn,NY,11225,04/03/2019,04/03/2019,40 665199,"46 MCKEEVER PLACE
Brooklyn, NY 11225
(40.66474662300004, -73.95915115099996)",
NYC DOE,K321,Kings,Public School,111,No,0,0,0,111,Yes,,111,0,No,Yes,12/14/2017,http://schools.nyc.gov/schools/k321,K321,,Brooklyn,NY,11215,04/03/2019,04/03/2019,40 671816,"180 7 AVENUE
Brooklyn, NY 11215
(40.67166600000007, -73.97834399999994)",
NYC DOE,K324,Kings,Public School,65,No,0,0,0,65,Yes,,65,0,No,Yes,04/02/2018,http://schools.nyc.gov/schools/K267,"K267,K648,K649",,Brooklyn,NY,11221,04/03/2019,04/03/2019,40 68797,"800 GATES AVENUE
Brooklyn, NY 11221
(40.68826015700006, -73.93246079499994)",
NYC DOE,K327,Kings,Public School,183,No,0,0,0,183,Yes,,183,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/K327,"K327,K396",,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 668232,"111 BRISTOL STREET
Brooklyn, NY 11212
(40.66794674700003, -73.91219152799994)",
NYC DOE,K328,Kings,Public School,141,No,0,0,0,141,Yes,,141,0,No,Yes,09/07/2018,http://schools.nyc.gov/schools/k328,"K328,K769",,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 667985,"330 ALABAMA AVENUE
Brooklyn, NY 11207
(40.66786794800004, -73.89774839099994)",
NYC DOE,K329,Kings,Public School,163,No,0,0,0,163,Yes,,163,0,No,Yes,02/22/2019,http://schools.nyc.gov/schools/K329,"K329,K771",,Brooklyn,NY,11224,04/03/2019,04/03/2019,40 574666,"2929 WEST 30 STREET
Brooklyn, NY 11224
(40.575010673000065, -73.99633486499994)",
NYC DOE,K331,Kings,Public School,178,No,0,0,0,178,Yes,,178,0,No,Yes,04/28/2018,http://schools.nyc.gov/schools/K030,"K030,K231",,Brooklyn,NY,11209,04/03/2019,04/03/2019,40 633598,"7002 4TH AVENUE
Brooklyn, NY 11209
(40.633399592000046, -74.02403197999996)",
NYC DOE,K332,Kings,Public School,108,No,0,0,0,108,Yes,,108,0,No,Yes,05/16/2018,http://schools.nyc.gov/schools/K401,"K401,K775",,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 672216,"51 CHRISTOPHER AVENUE
Brooklyn, NY 11212
(40.67208423300008, -73.90644301099996)",
NYC DOE,K333,Kings,Public School,113,No,0,0,0,113,Yes,,113,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/K516,K516,,Brooklyn,NY,11232,04/03/2019,04/03/2019,40 650793,"4222 4TH AVENUE
Brooklyn, NY 11232
(40.65058912000006, -74.00843614399997)",
NYC DOE,K335,Kings,Public School,116,No,0,0,0,116,Yes,,116,0,No,Yes,11/15/2018,http://schools.nyc.gov/schools/K335,"K335,K898",,Brooklyn,NY,11213,04/03/2019,04/03/2019,40 674491,"130 ROCHESTER AVENUE
Brooklyn, NY 11213
(40.67450106300004, -73.92782954499995)",
NYC DOE,K345,Kings,Public School,118,No,0,0,0,118,Yes,,118,0,No,Yes,06/04/2018,http://schools.nyc.gov/schools/k345,K345,,Brooklyn,NY,11208,04/03/2019,04/03/2019,40 676207,"111 BERRIMAN STREET
Brooklyn, NY 11208
(40.67616178800006, -73.88031803299998)",
NYC DOE,K346,Kings,Public School,142,No,0,0,0,142,Yes,,142,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/K346,"K346,K452",,Brooklyn,NY,11239,04/03/2019,04/03/2019,40 64664,"1400 PENNSYLVANIA AVENUE
Brooklyn, NY 11239
(40.64727142300006, -73.88127347699998)",
NYC DOE,K356,Kings,Public School,158,No,0,0,0,158,Yes,,158,0,No,Yes,12/18/2018,http://schools.nyc.gov/schools/K156,"K156,K392",,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 665553,"104 SUTTER AVENUE
Brooklyn, NY 11212
(40.66592480700007, -73.91824998899995)",
NYC DOE,K364,Kings,Public School,28,No,0,0,0,28,Yes,,28,0,No,Yes,03/27/2018,http://schools.nyc.gov/schools/K364,K364,,Brooklyn,NY,11239,04/03/2019,04/03/2019,40 646211,"1426 FREEPORT LOOP
Brooklyn, NY 11239
(40.64581325100005, -73.88102581499999)",
NYC DOE,K366,Kings,Public School,98,No,0,0,0,98,Yes,,98,0,No,Yes,07/31/2018,http://schools.nyc.gov/schools/K366,K366,,Brooklyn,NY,11236,04/03/2019,04/03/2019,40 647396,"965 EAST 107TH STREET
Brooklyn, NY 11236
(40.647268508000025, -73.89195761599996)",
NYC DOE,K369,Kings,Public School,34,No,0,0,0,34,Yes,,34,0,No,Yes,12/14/2017,http://schools.nyc.gov/schools/k369,K369,,Brooklyn,NY,11217,04/03/2019,04/03/2019,40 687432,"383 STATE STREET
Brooklyn, NY 11217
(40.687286364000045, -73.98361248399993)",
NYC DOE,K370,Kings,Public School,52,No,0,0,0,52,Yes,,52,0,No,Yes,05/10/2018,http://schools.nyc.gov/schools/K370,K370,,Brooklyn,NY,11224,04/03/2019,04/03/2019,40 577709,"3000 WEST 1 STREET
Brooklyn, NY 11224
(40.57759571500003, -73.96950267599993)",
NYC DOE,K371,Kings,Public School,65,No,0,0,0,65,Yes,,65,0,No,Yes,02/12/2018,http://schools.nyc.gov/schools/k371,K371,,Brooklyn,NY,11232,04/03/2019,04/03/2019,40 654306,"355 37 STREET
Brooklyn, NY 11232
(40.654032904000076, -74.00542151699995)",
NYC DOE,K376,Kings,Public School,121,No,0,0,0,121,Yes,,121,0,No,Yes,05/16/2018,http://schools.nyc.gov/schools/k376,K376,,Brooklyn,NY,11237,04/03/2019,04/03/2019,40 69805,"194 HARMAN STREET
Brooklyn, NY 11237
(40.69841151700007, -73.92030345099994)",
NYC DOE,K377,Kings,Public School,121,No,0,0,0,121,Yes,,121,0,No,Yes,01/09/2018,http://schools.nyc.gov/schools/k377,"K377,K784",,Brooklyn,NY,11221,04/03/2019,04/03/2019,40 693542,"200 WOODBINE STREET
Brooklyn, NY 11221
(40.69399970500007, -73.91528097999998)",
NYC DOE,K380,Kings,Public School,151,No,0,0,0,151,Yes,,151,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/K380,"K380,K141",,Brooklyn,NY,11206,04/03/2019,04/03/2019,40 70179,"370 MARCY AVENUE
Brooklyn, NY 11206
(40.70235968900005, -73.95295851999998)",
NYC DOE,K383,Kings,Public School,94,No,0,0,0,94,Yes,,94,0,No,Yes,11/01/2018,http://schools.nyc.gov/schools/K383,"K383,K538",,Brooklyn,NY,11237,04/03/2019,04/03/2019,40 697898,"1300 GREENE AVENUE
Brooklyn, NY 11237
(40.69789604500005, -73.91962863499998)",
NYC DOE,K384,Kings,Public School,152,No,0,0,0,152,Yes,,152,0,No,Yes,01/13/2019,http://schools.nyc.gov/schools/K384,"K384,K053",,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 689883,"242 COOPER STREET
Brooklyn, NY 11207
(40.68976500000008, -73.90455299999996)",
NYC DOE,K390,Kings,Public School,101,No,0,0,0,101,Yes,,101,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/K354,"K354,K357",,Brooklyn,NY,11213,04/03/2019,04/03/2019,40 67229,"1224 PARK PLACE
Brooklyn, NY 11213
(40.67268756900006, -73.93725304899993)",
NYC DOE,K391,Kings,Public School,96,No,0,0,0,96,Yes,,96,0,No,Yes,08/29/2018,http://schools.nyc.gov/schools/K722,"K722,K356",,Brooklyn,NY,11203,04/03/2019,04/03/2019,40 662092,"790 EAST NEW YORK AVENUE
Brooklyn, NY 11203
(40.66238283100006, -73.93701180399995)",
NYC DOE,K395,Kings,Public School,177,No,0,0,0,177,Yes,,177,0,No,Yes,07/13/2018,http://schools.nyc.gov/schools/K109,"K109,K004",,Brooklyn,NY,11203,04/03/2019,04/03/2019,40 635842,"1001 EAST 45 STREET
Brooklyn, NY 11203
(40.63629773900004, -73.93354889999995)",
NYC DOE,K397,Kings,Public School,70,No,0,0,0,70,Yes,,70,0,No,Yes,05/18/2018,http://schools.nyc.gov/schools/K397,K397,,Brooklyn,NY,11203,04/03/2019,04/03/2019,40 658663,"490 FENIMORE STREET
Brooklyn, NY 11203
(40.65891111500008, -73.94639964199996)",
