"county","priority_area_order","priority_area","focus_area_order","focus_area","contractor","contract_information","contractor_main_address","phone_number","email"
"Steuben","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Finger Lakes Health System Agencey","Creating Healthy Schools and Communities","1150 University Ave., Building 5, Rochester, NY 14607","585-224-3126","dinafaticone@flhsa.org"
"Erie","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Putnam","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Dutchess","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","American Lung Association of the Northeast","Health Systems for a Tobacco Free New York","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(914) 407-2214","mzacharia@lungne.org"
"Chautauqua","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Health Research Inc., Roswell Park Cancer Institute Division","Advancing Tobacco Free Communities","Elm and Carlton Streets, Buffalo, NY 14263","(716) 845-8391","Andrew.Hyland@Roswellpark.org"
"Erie","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Essex","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Greene","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Essex","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Franklin Co. Public Health Service","Cancer Services Partnerships","136 Broadway Ste 3., Saranac Lake NY 12983","(518) 891-4471 ","sgranqui@franklin.ny.us"
"Otsego","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Research Foundation for SUNY obo SUNY Cobleskill","Creating Healthy Schools and Communities","125 Schenectady Ave, Old Gym Room 005, Cobleskill, NY 12043","518-255-5294","blanchma@cobleskill.edu"
"Queens","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Westchester","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Oneida","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","St. Joseph's Hospital Center","Health Systems for a Tobacco Free New York","7246 Janus Park Drive Liverpool, NY 13088","(315) 458-3600 x 378","christopher.owens@sjhsyr.org"
"Rensselaer","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Seton Health Foundation, Inc.","Creating Healthy Schools and Communities","24 Aviation Road Suite 204, Albany, NY 12205","518-459-2550","Victoria.keir@sphp.com"
"Columbia","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Franklin","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Champlain Valley Family Center For Drug Treatment & Youth Services, Inc.","Advancing Tobacco Free Communities","20 Ampersand Drive Plattsburgh. NY 12901","(518) 561-8480","Cwille@westelcom.com"
"Washington","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Suffolk","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Western Suffolk BOCES","Creating Healthy Schools and Communities","31 Lee Avenue, Wheatley Heights, New York 11798","631-595-6814","skessler@wsboces.org"
"Albany","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","St. Peter's Hospital","Cancer Services Partnerships","315 S Manning Blvd., Albany, NY 12208","(518) 525-5947","Wayne.Holmen@sphp.com"
"Cayuga","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","St. Joseph's Hospital /Cessation Center","Health Systems for a Tobacco Free New York","7246 Janus Park Drive Liverpool, NY 13088","(315) 458-3600 ext 378","christopher.owens@sjhsyr.org"
"Niagara","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Lewis","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","St. Joseph's Hospital Center","Health Systems for a Tobacco Free New York","7246 Janus Park Drive Liverpool, NY 13088","(315) 458-3600 x378","christopher.owens@sjhsyr.org"
"Clinton","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Glen Falls Hospital","Health Systems for a Tobacco Free New York","Glens Falls Hospital 100 Park St Glens Falls NY 12801","(518) 926-5904","TMills@glensfallshosp.org"
"Delaware","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Cattaraugus","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Allegany County Department of Health","Cancer Services Partnerships","7 Court St Belmont NY 14813","(585) 268-9249","mooretk@alleganyco.com"
"Dutchess","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Jefferson","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Oneida","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Washington","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Washington","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Glens Falls Hospital","Advancing Tobacco Free Communities","100 Park St. Glens Falls NY  12801","(518)926-6998","tmills@glensfallshosp.org"
"Wayne","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Fulton","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Schenectady","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"St. Lawrence","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Madison","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Madison County Council on Alcoholism and Substance Abuse, Inc., d/b/a BRiDGES","Advancing Tobacco Free Communities","3059 Seneca Turnpike Suite E Canastota, NY 13032","(315) 697-3947","suec@preventtobacco.org"
"Chautauqua","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Nassau","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Westchester","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Yates","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Clifton Springs Hospital & Clinic","Cancer Services Partnerships","2 Coulter Rd., Clifton Springs NY 14432","(315) 462-0141","maura.snyder@rochesterregional.org"
"Allegany","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Roswell Park Cancer Institute Division, HRI","Health Systems for a Tobacco Free New York","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-5790","Martin.Mahoney@roswellpark.org"
"Montgomery","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Steuben","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Chenango","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741 ext 214","michelle@caiglobal.org"
"Orange","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","American Lung Association of the Northeast","Health Systems for a Tobacco Free New York","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(914) 407-2214","mzacharia@lungne.org"
"Fulton","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
