"year","region","program_name","indicator_name","master_id","eligible_patients","indicator_value","quintile","facility_type","address","city","zip","location"
"2014","Bronx","Montefiore Medical Group-CICERO Program-West Farms Family Practice","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Community Health Center","1055 East Tremont Avenue","Bronx","10460","(40.840538, -73.8795)"
"2014","Lower Hudson","Rockland County Department of Health-Infectious Disease Clinic","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","9","0.00",,"Community Health Center","50 Sanatorium Road, Building A","Pomona","10970","(41.157512, -74.04053)"
"2014","Central-West","Jordan Health Center -Woodward Health Center","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Community Health Center","480 Genessee Street","Rochester","14611","(43.140671, -77.63574)"
"2014","Manhattan","Daytop Village-Outpatient 35th Street Medical Center","Tobacco Cessation Counseling","TOB_2",,,,"Drug Treatment Center","500 Eighth Avenue - 3rd Floor","New York","10018","(40.752973, -73.99253)"
"2014","Long Island","North Shore Long Island Jewish-North Shore University Hospital-Center for AIDS Research & Treatment","Genital Chlamydia Testing","STI_3","105","50.50","Fourth","Designated AIDS Center","400 Community Drive","Manhasset","11030","(40.774313, -73.70161)"
"2014","Long Island","Hudson River Healthcare - Martin Luther King Jr. Health Center [Suffolk DOH until 9/2/14]","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Community Health Center","1556 Straight Path","Wyandanch","11798","(40.752403, -73.36146)"
"2014","Manhattan","East Harlem Council for Human Services, Inc.-Boriken Neighborhood Health Center","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","17","0.00",,"Community Health Center","2265 3rd Avenue","New York","10035","(40.802411, -73.93633)"
"2014","Bronx","Urban Health Plan, Inc. - El Nuevo San Juan","New Patient Visit Frequency","RET_3",,,,"Community Health Center","1065 Southern Boulevard","Bronx","10459","(40.825041, -73.89224)"
"2014","Bronx","Acacia Network-Promesa BASICS Community Health Center & Mobile Van","New Patient Visit Frequency","RET_3",,,,"Drug Treatment Center","1064 Franklin Avenue","Bronx","10456","(40.826948, -73.90695)"
"2014","Central-West","Ellis Family Health Center-McClellan Street site","Visit Frequency (24-month)","RET_2","39","69.20","Fourth","Hospital (non-DAC)","624 McClellan Street","Schenectady","12304","(42.804453, -73.91574)"
"2014","Bronx","Medalliance Medical Health Services","Genital Gonorrhea Testing","STI_7","20","100.00","First","Community Health Center","625 East Fordham Road","Bronx","10458","(40.858428, -73.88358)"
"2014","Lower Hudson","Lower Hudson_AVERAGE (Before Redaction)","Gonorrhea Treatment - Genital Infection","STI_10","4","75.00",,,,,,
"2013","Brooklyn","Brooklyn_AVERAGE (Before Redaction)","Hepatitis C (HCV) Retest for Negatives, High Risk","HEP_4","47","52.70",,,,,,
"2014","Brooklyn","Brooklyn Hospital Center-PATH Center","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Designated AIDS Center","121 Dekalb Avenue","Brooklyn","11201","(40.690774, -73.97796)"
"2014","Manhattan","Metropolitan Hospital Center Virology Clinic-NYC Health and Hosp. Corp.","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","10","0.00",,"Designated AIDS Center","1901 First Avenue, 14th Floor","New York","10029","(40.785224, -73.94498)"
"2014","Brooklyn","Interfaith Medical Center","Visit Frequency (12-month)","RET_1","341","90.00","Second","Designated AIDS Center","880 Bergen Street","Brooklyn","11238","(40.677003, -73.95816)"
"2014","Brooklyn","Lutheran Medical Center - Community Medicine Program","Visit Frequency (12-month)","RET_1","54","44.40","Fifth","Community Health Center","Multiple locations","Various boroughs","Vario","(40.646758, -74.02153)"
"2014","Long Island","Suffolk County Department of Health Services-Riverhead Health Center","Antiretroviral Therapy","AR_1","24","95.80","Third","Community Health Center","County Center, 300 Center Drive","Riverhead","11901","(40.913101, -72.66783)"
"2014","Brooklyn","Community Healthcare Network-CABS Health Center","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","83","44.60",,"Community Health Center","94-98 Manhattan Avenue","Brooklyn","11206","(40.705636, -73.94439)"
"2014","Bronx","Urban Health Plan, Inc. - El Nuevo San Juan","Tobacco Use Screening","TOB_1","146","100.00",,"Community Health Center","1065 Southern Boulevard","Bronx","10459","(40.825041, -73.89224)"
"2014","Long Island","Nassau University Medical Center-Roosevelt-Freeport Health Center","Genital Gonorrhea Testing","STI_7","57","52.60","Fourth","Community Health Center","380 Nassau Rd.","Roosevelt","11575","(40.681784, -73.59084)"
"2014","Brooklyn","Brightpoint Health-Sterling Health Center","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","39","64.10",,"Community Health Center","803 Sterling Place","Brooklyn","11216","(40.672883, -73.9518)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Comprehensive Health Care Center","Tobacco Use Screening","TOB_1","81","100.00",,"Community Health Center","305 East 161st Street","Bronx","10451","(40.825462, -73.91699)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Williamsbridge Family Practice","Tobacco Cessation Counseling","TOB_2","8","100.00",,"Community Health Center","3448 Boston Road","Bronx","10469","(40.876028, -73.84854)"
"2014","Manhattan","Community Healthcare Network-Helen B. Atkinson Health Center","Antiretroviral Therapy","AR_1","66","83.30","Fifth","Community Health Center","81 West 115th Street","New York","10026","(40.801292, -73.94946)"
"2014","Brooklyn","Brooklyn Plaza Medical Center, Inc.","Visit Frequency (12-month)","RET_1","277","86.60","Third","Community Health Center","650 Fulton Street","Brooklyn","11217","(40.686762, -73.97615)"
"2014","Bronx","St. Barnabas Hospital-Pathways Center for Comprehensive Care","New Patient Visit Frequency","RET_3",,,,"Designated AIDS Center","4422 Third Avenue","Bronx","10457","(40.852491, -73.8914)"
"2014","Manhattan","START Treatment and Recovery Centers-Starting Point","Visit Frequency (12-month)","RET_1","30","93.30","Second","Drug Treatment Center","119-121 West 124th Street","New York","10027","(40.807609, -73.94688)"
"2014","Bronx","Brightpoint Health-BOOM Health Center","Antiretroviral Therapy","AR_1","78","79.50","Fifth","Hospital (non-DAC)","266 East 144th Street","Bronx","10451","(40.815429, -73.92402)"
"2014","Central-West","Central-West_AVERAGE (After Redaction)","Visit Frequency (12-month)","RET_1","5292","88.30","Third",,,,,
"2014","Long Island","SUNY Stony Brook Med. Center-Comprehensive HIV Treatment Center-Research Foundation of SUNY","Genital Gonorrhea Testing","STI_7","94","61.70","Third","Designated AIDS Center","205 N. Belle Meade Road","Setauket","11733","(40.898748, -73.0884)"
"2014","Brooklyn","Housing Works-East New York Health Center","Baseline Resistance Test (All newly diagnosed patients)","BR_1","41","43.90",,"Community Health Center","2640 Pitkin Ave","Brooklyn","11208","(40.674764, -73.87475)"
"2014","Bronx","Montefiore Health System-Substance Abuse Treatment Program- Unit III","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Drug Treatment Center","2005 Jerome Ave.","Bronx","10453","(40.85315, -73.9084)"
"2014","Bronx","North Central Bronx Hospital-NBHN-NYC Health and Hospitals Corp.","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7","8","62.50",,"Designated AIDS Center","3424 Kossuth Avenue, 10flr, 10A","Bronx","10467","(40.880535, -73.88111)"
"2014","Manhattan","Asian and Pacific Islander Coalition on HIV/AIDS (APICHA)","Antiretroviral Therapy","AR_1","538","96.70","Third","Community Health Center","400 Broadway","New York","10013","(40.718612, -74.00223)"
"2014","Manhattan","Callen-Lorde Community Health Center","Gonorrhea Treatment - Rectal Infection","STI_12","293","93.90",,"Community Health Center","356 West 18th Street","New York","10011","(40.743061, -74.00314)"
"2014","Long Island","Hudson River Healthcare - Marilyn Shellabarger Health Center at Shirley [Suffolk DOH until 11/1/14]","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Community Health Center","550 Montauk Highway and Dorsett Place","Shirley","11967","(40.800563, -72.87841)"
"2014","Brooklyn","START Treatment and Recovery Centers-Bushwick","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8",,,,"Drug Treatment Center","1149-55 Myrtle Avenue","Brooklyn","11206","(40.697187, -73.93489)"
"2014","Bronx","Institute for Family Health-Stevenson Family Health Center","Tobacco Cessation Counseling","TOB_2",,,,"Community Health Center","731 White Plains Road","Bronx","10473","(40.820641, -73.85902)"
"2013","Long Island","Long Island_AVERAGE (After Redaction)","Hepatitis C (HCV) Retest for Negatives, High Risk","HEP_4","15","100.00",,,,,,
"2014","Manhattan","Harlem United-Upper Room AIDS Ministries-El Faro","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Community Health Center","179 E116th Street","New York","10029","(40.798463, -73.94029)"
"2014","Manhattan","Mount Sinai Health System-Mount Sinai Medical Center-Greenwich Village Division","Chlamydia Treatment - Genital Infection","STI_5","17","100.00",,"Hospital (non-DAC)","203 West 12th Street","New York","10011","(40.737739, -74.0012)"
"2014","Lower Hudson","Westchester Medical Center-AIDS Care Center","Visit Frequency (24-month)","RET_2","75","69.30","Fourth","Designated AIDS Center","95 Grasslands Rd., Cedarwood Hall","Valhalla","10595","(41.077434, -73.81568)"
"2014","Manhattan","Mount Sinai Health System-Mount Sinai Medical Center-Jack Martin Clinic","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Designated AIDS Center","One Gustave L. Levy Place, Box 1009","New York","10029","(40.789989, -73.95369)"
"2014","Brooklyn","Joseph P. Addabbo Family Health Center-South Brooklyn Health Center","Genital Gonorrhea Testing","STI_7","48","68.80","Third","Community Health Center","120 Richards Street","Brooklyn","11231","(40.677823, -74.00996)"
"2014","Bronx","Acacia Network-Promesa Casa De Salud","Visit Frequency (24-month)","RET_2","18","38.90","Fifth","Drug Treatment Center","966 Prospect Avenue","Bronx","10459","(40.822814, -73.89982)"
"2014","Bronx","Morris Heights Health Center-Burnside","Genital Gonorrhea Testing","STI_7","84","100.00","First","Community Health Center","85 W. Burnside Ave.","Bronx","10453","(40.854888, -73.91013)"
"2014","Long Island","David E. Rogers Center for HIV/AIDS Care","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","39","0.00",,"Community Health Center","335B Meeting House Lane","Southampton","11968","(40.886987, -72.3779)"
"2014","Bronx","Bronx_AVERAGE (Before Redaction)","Gonorrhea Treatment - Pharyngeal Infection","STI_11","15","75.00",,,,,,
"2014","Bronx","North Central Bronx Hospital-NBHN-NYC Health and Hospitals Corp.","Chlamydia Treatment - Genital Infection","STI_5",,,,"Designated AIDS Center","3424 Kossuth Avenue, 10flr, 10A","Bronx","10467","(40.880535, -73.88111)"
"2014","Lower Hudson","New Rochelle-Montefiore Health System","Chlamydia Treatment - Genital Infection","STI_5",,,,"Hospital (non-DAC)","16 Guion Place","New Rochelle","10801","(40.91286, -73.78746)"
"2014","Bronx","Project Samaritan Health Services-Starhill Clinic","Genital Gonorrhea Testing","STI_7","38","65.80","Third","Drug Treatment Center","1600 Macombs Road","Bronx","10452","(40.846012, -73.91654)"
"2014","Bronx","Care for the Homeless","Visit Frequency (12-month)","RET_1","53","50.90","Fifth","Community Health Center","1921 Jerome Avenue","Bronx","10453","(40.850861, -73.91048)"
"2014","Brooklyn","Staten Island University Hospital-Canarsie MultiService Center (MMTP)-North Shore LIJ","New Patient Visit Frequency","RET_3",,,,"Drug Treatment Center","567 East 105th Street","Brooklyn","11236","(40.651132, -73.89807)"
"2014","Manhattan","Community Healthcare Network-Downtown Health Center","Suppressed at Last VL of Review Period","VL_1","45","82.20","Third","Community Health Center","150 Essex Street","New York","10002","(40.720653, -73.98687)"
"2014","Bronx","Institute for Family Health-Urban Horizon Family Health Center and River Center for Counseling","Genital Gonorrhea Testing","STI_7","70","87.10","First","Community Health Center","50 East 168th St.","Bronx","10452","(40.836314, -73.91908)"
"2014","Brooklyn","Brooklyn Hospital Center-Church Ave","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Designated AIDS Center","2222 Church Avenue","Brooklyn","11226","(40.650202, -73.95784)"
"2014","Bronx","Bronx_AVERAGE (Before Redaction)","New Patient Visit Frequency","RET_3","155","62.50",,,,,,
"2014","Long Island","David E. Rogers Center for HIV/AIDS Care","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Community Health Center","335B Meeting House Lane","Southampton","11968","(40.886987, -72.3779)"
"2014","Manhattan","Daytop Village-Outpatient 35th Street Medical Center","Suppressed at Last VL of Review Period","VL_1","77","49.40","Fifth","Drug Treatment Center","500 Eighth Avenue - 3rd Floor","New York","10018","(40.752973, -73.99253)"
"2014","Central-West","Syracuse Community Health Center","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9",,,,"Community Health Center","819 South Salina Street","Syracuse","13202","(43.039904, -76.15002)"
"2014","Brooklyn","Community Healthcare Network-Caribbean House Health Center","Chlamydia Treatment - Genital Infection","STI_5",,,,"Community Health Center","1167 Nostrand Avenue","Brooklyn","11225","(40.659031, -73.9502)"
"2014","Manhattan","Daytop Village-Outpatient 35th Street Medical Center","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","13","0.00",,"Drug Treatment Center","500 Eighth Avenue - 3rd Floor","New York","10018","(40.752973, -73.99253)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Comprehensive Family Care Center","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Community Health Center","1621 Eastchester Road","Bronx","10461","(40.845459, -73.84555)"
"2014","Brooklyn","Coney Island Hospital -NYC Health and Hosp. Corp.","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Designated AIDS Center","2601 Ocean Parkway","Brooklyn","11235","(40.585489, -73.96558)"
"2014","Bronx","Acacia Network-Promesa Clay Avenue","Genital Gonorrhea Testing","STI_7","57","80.70","Second","Drug Treatment Center","1776 Clay Ave","Bronx","10457","(40.846149, -73.90424)"
"2014","Central-West","Erie County Medical Center","Visit Frequency (24-month)","RET_2","91","72.50","Fourth","Designated AIDS Center","462 Grider Street","Buffalo","14215","(42.925422, -78.83133)"
"2013","Lower Hudson","Lower Hudson_AVERAGE (After Redaction)","Mental Health - Referral for Treatment Made Depression","MH_2","6","100.00",,,,,,
"2014","Manhattan","Callen-Lorde Community Health Center","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","354","89.50",,"Community Health Center","356 West 18th Street","New York","10011","(40.743061, -74.00314)"
"2014","Bronx","St. Barnabas Hospital-Pathways Center for Comprehensive Care","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Designated AIDS Center","4422 Third Avenue","Bronx","10457","(40.852491, -73.8914)"
