"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","licensestatus","licensestatusdesc","ubi","bondfirmname","bondaccountid","bondamt","receivedbyl_i","bondeffectivedate","bondexpirationdate","bondcanceldate","bondimpaired","bondimpaireddate"
"45 DEGREES CARPENTRY LLC","45DEGDC791LQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604755090","NORTH RIVER INSURANCE COMPANY THE","46CF800115","6000","2021-06-18T00:00:00.000","2021-07-01T00:00:00.000","Until Canceled",,,
"45 DEGREE LLC","45DEGDL784C2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604846856","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN3356","12000","2022-02-22T00:00:00.000","2022-02-15T00:00:00.000","Until Canceled",,,
"45TH STREET HOMES LLC","45THSSH795D5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603401358","Western Surety Co","66294962","12000","2022-06-22T00:00:00.000","2022-06-21T00:00:00.000","Until Canceled",,,
"45TH STREET HOMES LLC","45THSSH795D5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603401358","Western Surety Co","65406400","12000","2021-03-25T00:00:00.000","2021-02-24T00:00:00.000",,"2022-04-07T00:00:00.000",,
"47K SOLUTIONS LLC","47KSOSL791O1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604803121","HARTFORD INSURANCE CO THE MIDWEST","57BSBIL1005","12000","2021-09-17T00:00:00.000","2021-10-04T00:00:00.000",,"2022-10-02T00:00:00.000",,
"47 NORTH APARTMENTS LLC","47NORNA783JK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604741216","Travelers Cas and Surety Co of America","107586697","12000","2022-04-12T00:00:00.000","2022-03-11T00:00:00.000","Until Canceled",,,
"47 NORTH CUSTOM HOMES","47NORNC814RR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604192623","Lexon Ins Co","9828002","12000","2019-12-19T00:00:00.000","2019-12-03T00:00:00.000","Until Canceled",,,
"48 NORTH DEVELOPMENT INC","48NORND815DL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604404143","RLI Ins Co","LSM1171861","12000","2019-03-13T00:00:00.000","2019-03-12T00:00:00.000","Until Canceled",,,
"493 EARTHMOVERS","493EAE*834DO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604098052","HARTFORD INSURANCE CO THE MIDWEST","57bsbin2801","12000","2022-02-14T00:00:00.000","2022-03-03T00:00:00.000","Until Canceled",,,
"493 EARTHMOVERS","493EAE*834DO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604098052","Western Surety Co","63118453","12000","2017-03-20T00:00:00.000","2017-03-18T00:00:00.000",,"2019-09-21T00:00:00.000",,
"493 EARTHMOVERS","493EAE*834DO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604098052","Navigators Ins Co","nav00039004","12000","2021-03-04T00:00:00.000","2021-03-03T00:00:00.000",,"2022-03-03T00:00:00.000",,
"49NORTH LLC","49NORL*781KS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604284264","NGM Insurance Company","S921671","12000","2022-05-10T00:00:00.000","2022-04-22T00:00:00.000","Until Canceled",,,
"4 ACES CONSTRUCTION INC","4ACESAC843O2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604007163","Ironshore Indemnity Inc","SUR40011446","12000","2016-09-22T00:00:00.000","2016-09-22T00:00:00.000",,"2019-09-24T00:00:00.000",,
"4 ACES CONSTRUCTION INC","4ACESAC843O2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604007163","Contractors Bonding & Insurance Co","FE0744","12000","2019-09-30T00:00:00.000","2019-09-21T00:00:00.000","Until Canceled",,,
"4 ACES DRYWALL & PAINT","4ACESAD803DL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604584043","Navigators Ins Co","NAV00019952","12000","2020-03-13T00:00:00.000","2020-03-12T00:00:00.000",,"2022-03-12T00:00:00.000",,
"4 ACES DRYWALL & PAINT","4ACESAD803DL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604584043","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN3753","12000","2022-02-24T00:00:00.000","2022-03-12T00:00:00.000","Until Canceled",,,
"4 ACES RESTORATION LLC","4ACESAR838DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603586543","Western Surety Co","63633981","12000","2018-05-03T00:00:00.000","2018-05-03T00:00:00.000",,"2020-06-27T00:00:00.000",,
"4 ACES RESTORATION LLC","4ACESAR838DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603586543","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN4644","12000","2022-03-16T00:00:00.000","2022-05-03T00:00:00.000","Until Canceled",,,
"4 ACES RESTORATION LLC","4ACESAR838DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603586543","American Contractors Indem CO","100305411","12000","2017-03-06T00:00:00.000","2017-03-06T00:00:00.000",,"2018-05-13T00:00:00.000",,
"4 ACES RESTORATION LLC","4ACESAR838DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603586543","Navigators Ins Co","NAV00021449","12000","2020-04-07T00:00:00.000","2020-05-03T00:00:00.000",,"2022-05-04T00:00:00.000",,
"4A FARMS LLC","4AFARFL828OF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604297551","Western Surety Co","63785836","6000","2018-09-06T00:00:00.000","2018-08-31T00:00:00.000","Until Canceled",,,
"4A'S CONCRETE & MORE LLC","4ASCOCM780KK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604831184","NORTH RIVER INSURANCE COMPANY THE","46CF804411","12000","2022-05-12T00:00:00.000","2022-04-11T00:00:00.000","Until Canceled",,,
"4 AS DRYWALL LLC","4ASDRAD814D2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604397237","Western Surety Co","64541099","12000","2019-03-22T00:00:00.000","2019-03-01T00:00:00.000","Until Canceled",,,
"4 A's Tree Services LLC","4ASTRAT923OT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602863358","Wesco Insurance Co","46WB029649","12000","2013-09-25T00:00:00.000","2013-07-01T00:00:00.000",,"2020-07-02T00:00:00.000",,
"4 A's Tree Services LLC","4ASTRAT923OT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602863358","Navigators Ins Co","NAV00027575","12000","2020-07-01T00:00:00.000","2020-07-01T00:00:00.000",,"2021-07-03T00:00:00.000",,
"4 A's Tree Services LLC","4ASTRAT923OT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602863358","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK6659","12000","2021-06-16T00:00:00.000","2021-07-01T00:00:00.000","Until Canceled",,,
"4 BOYS ROOFING LLC","4BOYSBR794M7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604728383","American Contractors Indem CO","100558816","6000","2021-08-10T00:00:00.000","2021-04-14T00:00:00.000","Until Canceled",,,
"4B PARTNERS INC","4BPARPI860OR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603239086","International Fidelity Ins Co","SAIFSU0712462","12000","2016-10-19T00:00:00.000","2016-10-18T00:00:00.000","10/18/2021",,,
"4B PARTNERS INC","4BPARPI860OR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603239086","Harco National Insurance Co","SAIFSU0712462","12000","2021-08-02T00:00:00.000","2021-10-18T00:00:00.000","Until Canceled",,,
"4B PARTNERS INC","4BPARPI860OR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603239086","Wesco Insurance Co","46WB054456","12000","2014-09-19T00:00:00.000","2014-09-17T00:00:00.000",,"2016-10-20T00:00:00.000",,
"4 BRO'S LANDSCAPING","4BROSBL823JS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603304492","Western Surety Co","72003370","12000","2018-04-10T00:00:00.000","2018-02-21T00:00:00.000","Until Canceled",,,
"4 BROTHERS CONCRETE LLC","4BROTBC804O1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604628427","Navigators Ins Co","NAV00025999","6000","2020-09-21T00:00:00.000","2020-06-22T00:00:00.000",,"2021-06-11T00:00:00.000",,
"4 BROTHERS CONCRETE LLC","4BROTBC804O1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604628427","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK4443","6000","2021-05-13T00:00:00.000","2021-06-09T00:00:00.000","Until Canceled",,,
"4 BROTHERS HOME","4BROTBH785DM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604713667","NORTH RIVER INSURANCE COMPANY THE","46CF803412","12000","2022-03-10T00:00:00.000","2022-03-03T00:00:00.000","Until Canceled",,,
"4 BROTHERS LANDSCAPE","4BROTBL831QN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603389179","Contractors Bonding & Insurance Co","SL5513","6000","2017-11-15T00:00:00.000","2017-10-16T00:00:00.000","Until Canceled",,,
"4 CONSTRUCTION ELEMENTS CORP","4CONSCE841N2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603436848","Wesco Insurance Co","46WB079112","12000","2016-08-22T00:00:00.000","2016-08-22T00:00:00.000",,"2020-08-23T00:00:00.000",,
"4 CONSTRUCTION ELEMENTS CORP","4CONSCE841N2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603436848","Western Surety Co","65180936","12000","2020-08-20T00:00:00.000","2020-08-22T00:00:00.000","Until Canceled",,,
"4 CORNERS NRTHWST DVLPRS LLC","4CORNCN804ML","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604604426","Western Surety Co","65055521","12000","2020-06-22T00:00:00.000","2020-05-01T00:00:00.000","Until Canceled",,,
"4C PAINTING COMPANY","4CPAIPC893R9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603167873","Wesco Insurance Co","46WB040624","12000","2014-01-09T00:00:00.000","2014-01-09T00:00:00.000",,"2021-01-09T00:00:00.000",,
"4C PAINTING COMPANY","4CPAIPC893R9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603167873","Navigators Ins Co","NAV00036582","12000","2021-01-15T00:00:00.000","2021-01-09T00:00:00.000","Until Canceled",,,
"4C'S ENVIROMENTAL INC","4CSENEI889B4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602426057","Old Republic Surety Co","W150367108","12000","2020-01-14T00:00:00.000","2020-01-07T00:00:00.000","Until Canceled",,,
"4C'S ENVIROMENTAL INC","4CSENEI889B4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602426057","North American Spec Ins Co","2207297","12000","2016-01-12T00:00:00.000","2016-01-11T00:00:00.000",,"2020-03-02T00:00:00.000",,
"4D ELECTRIC LLC","4DELEEL841OM","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604033343","Western Surety Co","62911723","4000","2016-09-14T00:00:00.000","2016-09-14T00:00:00.000","Until Canceled",,,
"4 ELEMENTS LNDSCP & DSGN LLC","4ELEMEL817JK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604153991","Western Surety Co","64569609","12000","2019-04-12T00:00:00.000","2019-03-20T00:00:00.000","Until Canceled",,,
"4EVER BUILDING SOLUTIONS LLC","4EVERBS780M5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604944149","NORTH RIVER INSURANCE COMPANY THE","46CF805293","12000","2022-07-26T00:00:00.000","2022-07-25T00:00:00.000","Until Canceled",,,
"4EVERGREEN FABRICATORS LLC","4EVERFL925K9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602655472","American Contractors Indem CO","100203835","12000","2012-08-28T00:00:00.000","2012-08-28T00:00:00.000","Until Canceled",,,
"4EVERGREEN FABRICATORS LLC","4EVERFL925K9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602655472","Lexon Ins Co","9835679","12000","2022-08-22T00:00:00.000","2022-08-28T00:00:00.000","Until Canceled",,,
"4 FOOT LADDER","4FOOTFL794DH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601640881","Contractors Bonding & Insurance Co","SN1976","6000","2021-03-08T00:00:00.000","2021-04-01T00:00:00.000","Until Canceled",,,
"4 GENERATION MASONRY/DSGN LLC","4GENEGM844DN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603588640","NORTH RIVER INSURANCE COMPANY THE","46CF802849","12000","2022-01-28T00:00:00.000","2022-03-09T00:00:00.000","Until Canceled",,,
"4 GENERATION MASONRY/DSGN LLC","4GENEGM844DN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603588640","Wesco Insurance Co","46WB073784","6000","2016-03-15T00:00:00.000","2016-03-10T00:00:00.000","01/21/2020",,,
"4 GENERATION MASONRY/DSGN LLC","4GENEGM844DN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603588640","Wesco Insurance Co","46WB073784","12000","2020-01-27T00:00:00.000","2020-01-21T00:00:00.000",,"2020-03-13T00:00:00.000",,
"4 GENERATION MASONRY/DSGN LLC","4GENEGM844DN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603588640","Navigators Ins Co","NAV00019592","12000","2020-03-09T00:00:00.000","2020-03-09T00:00:00.000",,"2022-03-09T00:00:00.000",,
"4 H SERVICE LLC","4HSERHS850NK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603526932","Nationwide Mutual Ins Co","7900430613","12000","2015-08-12T00:00:00.000","2015-07-30T00:00:00.000","Until Canceled",,,
"4-J CONSTRUCTION","4JCON**046N2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601728360","American Contractors Indem CO","100332624","12000","2016-12-02T00:00:00.000","2016-12-01T00:00:00.000","Until Canceled",,,
"4-J CONSTRUCTION","4JCONC*863PU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603441410","State Farm Fire & Cas Co","98BSQ1273","12000","2014-12-15T00:00:00.000","2014-12-15T00:00:00.000","Until Canceled",,,
"4J Electric Inc","4JELEEI797BL","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","601477612","Employers Mutual Casualty Co","s389785","4000","2021-02-23T00:00:00.000","2016-01-13T00:00:00.000","Until Canceled",,,
"4 J ELECTRIC INC","4JELEJE954LP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601477612","Employers Mutual Casualty Co","S389782","12000","2015-05-15T00:00:00.000","2015-06-01T00:00:00.000","Until Canceled",,,
"4 J'S CONSTRUCTION","4JSCOJC837JC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601223638","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN2631","12000","2022-02-03T00:00:00.000","2022-02-10T00:00:00.000","Until Canceled",,,
"4 J'S CONSTRUCTION","4JSCOJC837JC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601223638","Western Surety Co","63139190","12000","2017-04-03T00:00:00.000","2017-03-29T00:00:00.000",,"2019-06-10T00:00:00.000",,
"4 J'S CONSTRUCTION","4JSCOJC837JC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601223638","Navigators Ins Co","NAV00037876","12000","2021-02-10T00:00:00.000","2021-02-10T00:00:00.000",,"2022-02-12T00:00:00.000",,
"4J'S TREE SERVICE LLC","4JSTRTS802B2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604466798","American Contractors Indem CO","100464097","12000","2020-01-22T00:00:00.000","2019-10-01T00:00:00.000","Until Canceled",,,
"4K CONSTRUCTION LLC","4KCONCL781NJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604551579","Ohio Cas Ins Co","999140596","12000","2022-08-11T00:00:00.000","2021-11-01T00:00:00.000","Until Canceled",,,
"4 K CONTRACTORS INC","4KCONKC868JW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603389964","Western Surety Co","62372028","12000","2015-04-29T00:00:00.000","2015-04-23T00:00:00.000","Until Canceled",,,
"4K HANDYMAN LLC","4KHANHL801DD","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604537937","Western Surety Co","65003889","12000","2020-03-04T00:00:00.000","2020-03-04T00:00:00.000",,"2022-06-02T00:00:00.000",,
"4 KINGS CONSTRUCTION LLC","4KINGKC812CH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604401590","Contractors Bonding & Insurance Co","PJ5470","12000","2019-02-08T00:00:00.000","2019-02-04T00:00:00.000","Until Canceled",,,
"4K Trucking Inc","4KTRUTI897KB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602266346","Lexon Ins Co","9805898","12000","2011-05-02T00:00:00.000","2011-05-02T00:00:00.000","Until Canceled",,,
"4 L DIRT WORK","4LDIRLD787LL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604901181","Western Surety Co","66242237","12000","2022-06-13T00:00:00.000","2022-05-04T00:00:00.000","Until Canceled",,,
"4LH LANDSCAPING INC","4LHLALI842OR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603599626","Platte River Ins Co","41348558","12000","2016-09-19T00:00:00.000","2016-08-25T00:00:00.000",,"2017-09-01T00:00:00.000",,
"4LH LANDSCAPING INC","4LHLALI842OR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603599626","Western Surety Co","63481582","12000","2018-07-31T00:00:00.000","2018-01-10T00:00:00.000","Until Canceled",,,
"4 MAYA GENERAL CONST LLC","4MAYAMG803PE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604628070","Western Surety Co","65230567","12000","2020-10-05T00:00:00.000","2020-09-23T00:00:00.000","Until Canceled",,,
"4-M HYDRO SDNG/EROSN CNTRL INC","4MHYDHS901N5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603041395","CBIC","SI7202","12000","2010-08-25T00:00:00.000","2010-08-25T00:00:00.000","Until Canceled",,,
"4  PAINTING","4PAINP*860RD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602591594","American Contractors Indem CO","100239304","6000","2014-12-04T00:00:00.000","2014-12-02T00:00:00.000","Until Canceled",,,
"4 RAMOS BROS SDNG & CONST LLC","4RAMORB799D2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604707173","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK1546","6000","2021-03-22T00:00:00.000","2021-03-15T00:00:00.000","Until Canceled",,,
"4R BUILDERS ONE LLC","4RBUIBO830KA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604115274","Navigators Ins Co","nav00022797","12000","2020-05-08T00:00:00.000","2020-04-24T00:00:00.000",,"2022-04-24T00:00:00.000",,
"4R BUILDERS ONE LLC","4RBUIBO830KA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604115274","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN5582","12000","2022-04-12T00:00:00.000","2022-04-24T00:00:00.000","Until Canceled",,,
"4R BUILDERS ONE LLC","4RBUIBO830KA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604115274","Wesco Insurance Co","46WB085496","12000","2017-05-01T00:00:00.000","2017-04-24T00:00:00.000",,"2020-04-26T00:00:00.000",,
"4 R CONSTRUCTION LLC","4RCONRC889CL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603174982","Wesco Insurance Co","46WB016109","12000","2013-02-07T00:00:00.000","2013-02-07T00:00:00.000",,"2021-02-08T00:00:00.000",,
"4 R CONSTRUCTION LLC","4RCONRC889CL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603174982","Navigators Ins Co","NAV00035068","12000","2021-02-12T00:00:00.000","2021-02-07T00:00:00.000","Until Canceled",,,
"4-R EQUIPMENT LLC","4REQUEL868J1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603394638","Travelers Cas and Surety Co of America","106012931","12000","2014-04-21T00:00:00.000","2014-04-16T00:00:00.000","Until Canceled",,,
"4 A ROOFING","4ROOFR*807L2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604571921","Western Surety Co","65096786","12000","2020-06-15T00:00:00.000","2020-06-10T00:00:00.000","Until Canceled",,,
"4RULESGC","4RULE**787CQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604764749","Philadelphia Indemnity Ins Co","PB11562505892","12000","2022-03-07T00:00:00.000","2022-03-07T00:00:00.000","Until Canceled",,,
"4 SEASONS COLOR INC","4SEASCI923LJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602675675","WESTERN SURETY CO","15043956","12000","2007-11-02T00:00:00.000","2007-10-26T00:00:00.000","Until Canceled",,,
"4SEASONS PNTG & PRESSURE WSHNG","4SEASPP841DA","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603580339","Wesco Insurance Co","46WB073341","12000","2016-03-01T00:00:00.000","2016-02-26T00:00:00.000",,"2020-02-28T00:00:00.000",,
"4SEASONS PNTG & PRESSURE WSHNG","4SEASPP847O9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604028085","Wesco Insurance Co","46WB073341","12000","2016-09-29T00:00:00.000","2016-08-30T00:00:00.000",,"2020-02-28T00:00:00.000",,
"4SEASONS PNTG & PRESSURE WSHNG","4SEASPP847O9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604028085","Navigators Ins Co","NAV00016458","12000","2020-02-04T00:00:00.000","2020-02-26T00:00:00.000","Until Canceled",,,
"4 SEASONS CONSTRUCTION","4SEASSC958B5","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","602466672","Wesco Insurance Co","46wb013029","6000","2013-01-22T00:00:00.000","2013-01-03T00:00:00.000","05/25/2018",,,
"4 SEASONS ELECTRIC, INC","4SEASSE787D9","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604864334","American Contractors Indem CO","100634137","4000","2022-03-09T00:00:00.000","2022-02-22T00:00:00.000","Until Canceled",,,
"4 SEASONS EXTERIORS LLC","4SEASSE805BM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604569920","Navigators Ins Co","NAV00015385","12000","2020-01-14T00:00:00.000","2020-01-14T00:00:00.000","Until Canceled",,,
"4 SEASONS FLORES LNDSCPG LLC","4SEASSF816P8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604513759","Western Surety Co","70828697","12000","2019-10-28T00:00:00.000","2019-10-28T00:00:00.000","Until Canceled",,,
"4 SEASONS HEATING & AIR CNDTNG","4SEASSH818L4","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604232217","Lexon Ins Co","9825282","4000","2019-06-24T00:00:00.000","2019-06-20T00:00:00.000","Until Canceled",,,
"4 Seasons Handyman LLC","4SEASSH884M4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603199570","Wesco Insurance Co","46WB097884","12000","2018-10-03T00:00:00.000","2018-10-08T00:00:00.000",,"2019-10-17T00:00:00.000",,
"4 Seasons Handyman LLC","4SEASSH884M4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603199570","American Contractors Indem CO","100201026","12000","2012-08-23T00:00:00.000","2012-08-13T00:00:00.000",,"2018-11-19T00:00:00.000",,
"4 Seasons Handyman LLC","4SEASSH884M4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603199570","Contractors Bonding & Insurance Co","SM3381","12000","2019-09-13T00:00:00.000","2019-10-18T00:00:00.000","Until Canceled",,,
"4 SEASONS INC","4SEASSI854LN","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603484150","Western Surety Co","64720033","12000","2019-07-17T00:00:00.000","2019-07-15T00:00:00.000","Until Canceled",,,
"4 SEASONS MECHANICAL LLC","4SEASSM799RF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604834345","American Contractors Indem CO","100621713","12000","2021-12-02T00:00:00.000","2021-11-30T00:00:00.000","Until Canceled",,,
"4 SEASONS PAINTING & DRYW LLC","4SEASSP800RD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604677519","American Contractors Indem CO","100531451","12000","2020-12-04T00:00:00.000","2020-12-01T00:00:00.000","Until Canceled",,,
"4 SEASON'S PAINT CO LLC","4SEASSP854LP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602714425","Western Surety Co","16085294","6000","2015-06-17T00:00:00.000","2010-03-25T00:00:00.000","Until Canceled",,,
"4 SEASONS RIGHT SERVICES INC","4SEASSR833O9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602792871","Hudson Insurance Company","10096797","12000","2019-08-28T00:00:00.000","2019-08-20T00:00:00.000","Until Canceled",,,
"4 SEASONS RIGHT SERVICES INC","4SEASSR833O9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602792871","Hudson Insurance Company","10062300","12000","2017-09-29T00:00:00.000","2017-09-05T00:00:00.000",,"2018-10-10T00:00:00.000",,
"4 SEASONS SERVICES LLC","4SEASSS822B2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604216731","Navigators Ins Co","NAV00012165","12000","2019-12-20T00:00:00.000","2019-12-06T00:00:00.000",,"2021-12-08T00:00:00.000",,
