"school_name","school_year","reported_enrollment","percent_complete_for_all_immunizations","percent_conditional","percent_out_of_compliance","percent_with_any_exemption","percent_with_medical_exemption","percent_with_personal_exemption","percent_with_religious_exemption","percent_with_religious_membership_exemption","percent_complete_for_diphtheria_tetanus","percent_complete_for_pertussis","percent_complete_for_measles_mumps_rubella","percent_complete_for_polio","percent_complete_for_hepatitisb","percent_complete_for_varicella","number_complete_for_all_immunizations","number_conditional","number_out_of_compliance","number_with_any_exemption","number_with_medical_exemption","number_with_personal_exemption","number_with_religious_exemption","number_with_religious_membership_exemption","number_incomplete_for_diphtheria_tetanus","number_incomplete_for_pertussis","number_incomplete_for_measles_mumps_rubella","number_incomplete_for_polio","number_incomplete_for_hepatitisb","number_incomplete_for_varicella","reported","address","city","school_district","county","esd","grade_levels","has_kindergarten","has_6thgrade","location_1"
"SCIENCE AND MATH INSTITUTE","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5501 N. PEARL ST","TACOMA","TACOMA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"PUGET SOUND HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","18010 8TH AVE SOUTH","BURIEN","HIGHLINE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","11-12","N","N",
"RAYMOND JR SR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1016 COMMERCIAL ST","RAYMOND","RAYMOND SCHOOL DISTRICT","PACIFIC","EDUCATIONAL SERVICE DISTRICT 113","7-12","N","N",
"SEQUOYAH MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3425 S 360TH ST","AUBURN","FEDERAL WAY SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"MARK MORRIS HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1602 MARK MORRIS COURT","LONGVIEW","LONGVIEW SCHOOL DISTRICT","COWLITZ","EDUCATIONAL SERVICE DISTRICT 112","9-12","N","N",
"SEATTLE ACADEMY OF ARTS/SCIENCES","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1201 E UNION ST","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-12","N","Y",
"KENMORE JUNIOR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","20323 66 AV NE","KENMORE","NORTHSHORE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-9","N","N",
"KENTRIDGE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","12430 SE 208TH ST","KENT","KENT SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"OKANOGAN HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 592","OKANOGAN","OKANOGAN SCHOOL DISTRICT","OKANOGAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","9-12","N","N",
"MOSES LAKE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","803 E. SHARON AVE.","MOSES LAKE","MOSES LAKE SCHOOL DISTRICT","GRANT","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","9-12","N","N",
"KOPACHUCK MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","10414 56TH ST NW","GIG HARBOR","PENINSULA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"MT TAHOMA HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4634 S 74TH ST","TACOMA","TACOMA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"MARY M KNIGHT HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2987 W MATLOCK BRADY RD","ELMA","MARY M KNIGHT SCHOOL DISTRICT","GRAYS HARBOR","EDUCATIONAL SERVICE DISTRICT 113","7-12","N","N",
"RE-ENTRY MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5214 STEILACOOM BLVD SW","LAKEWOOD","CLOVER PARK SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"LEGACY HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","201 S. GARFIELD ST","KENNEWICK","KENNEWICK SCHOOL DISTRICT","BENTON","EDUCATIONAL SERVICE DISTRICT 123","6-12","N","Y",
"LINCOLN ACADEMY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","7600 272ND ST NW","STANWOOD","STANWOOD-CAMANO SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"RIVER RIDGE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","350 RIVER RIDGE DRIVE SE","LACEY","NORTH THURSTON PUBLIC SCHOOLS","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","9-12","N","N",
"KENT MOUNTAIN VIEW ACADEMY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","22420 MILITARY RD S","DES MOINES","KENT SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","K -12","Y","Y",
"SOAP LAKE MIDDLE AND HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 878","SOAP LAKE","SOAP LAKE SCHOOL DISTRICT","GRANT","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","6-12","N","Y",
"LONGFELLOW ELEMENTARY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","301 NORTH 10TH AVENUE","PASCO","PASCO SCHOOL DISTRICT","FRANKLIN","EDUCATIONAL SERVICE DISTRICT 123","1-5","N","N",
"SADDLE MOUNTAIN SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2451 W BENCH RD","OTHELLO","OTHELLO SCHOOL DISTRICT","ADAMS","EDUCATIONAL SERVICE DISTRICT 123","4-12","N","Y",
"LAKE ROOSEVELT HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","500 CIVIC WAY","COULEE DAM","GRAND COULEE DAM SCHOOL DISTRICT","OKANOGAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","9-12","N","N",
"MERCER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1600 S COLUMBIAN WY","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"NORTHWEST SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1415 SUMMIT AVE","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-12","N","Y",
"ROBERT FROST ELEMENTARY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1915 NORTH 22ND AVENUE","PASCO","PASCO SCHOOL DISTRICT","FRANKLIN","EDUCATIONAL SERVICE DISTRICT 123","1-5","N","N",
"SPOKANE VALLEY HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2011 N HUTCHINSON","SPOKANE","WEST VALLEY SCHOOL DISTRICT (SPOKANE)","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"QUINCY HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","16 6TH AVE SE","QUINCY","QUINCY SCHOOL DISTRICT","GRANT","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","9-12","N","N",
"SKYRIDGE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5220 NW PARKER STREET","CAMAS","CAMAS SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","6-8","N","Y",
"LYNNWOOD HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","18218 NORTH RD","BOTHELL","EDMONDS SCHOOL DISTRICT","KING","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"OLYMPIC MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1825 K ST SE","AUBURN","AUBURN SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"PIONEER ELEMENTARY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1110 S. 6TH STREET","SUNNYSIDE","SUNNYSIDE SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","1-5","N","N",
"LIBERTY MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","7319 EUSTIS-HUNT RD E","SPANAWAY","BETHEL SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-8","N","N",
"OTHELLO HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","340 S 7TH AVE","OTHELLO","OTHELLO SCHOOL DISTRICT","ADAMS","EDUCATIONAL SERVICE DISTRICT 123","9-12","N","N",
"SPANAWAY LAKE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1305 168TH ST E","SPANAWAY","BETHEL SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","10-12","N","N",
"MOUNT VERNON HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","314 N 9TH ST","MOUNT VERNON","MOUNT VERNON SCHOOL DISTRICT","SKAGIT","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"SKYKOMISH ELEMENTARY AND MIDDLE SCHOOL","2014-15","6","0.0","16.7","33.3","50.0","16.7","33.3","0.0","0.0","0.0","0.0","0.0","0.0","16.7","0.0","0","1","2","3","1","2","0","0","6","6","6","6","5","6","Y","105 6TH ST N","SKYKOMISH","SKYKOMISH SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","PK-8","Y","Y",
"OROVILLE MIDDLE-HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","816 JUNIPER","OROVILLE","OROVILLE SCHOOL DISTRICT","OKANOGAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","7-12","N","N",
"REDMOND HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","17272 NE 104TH","REDMOND","LAKE WASHINGTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"MP PATHWAYS OF CHOICE","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5611 108TH STREET NE","MARYSVILLE","MARYSVILLE SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"MERCER ISLAND HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","9100 SE 42ND","MERCER ISLAND","MERCER ISLAND SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"SAGEBRUSH MONTESSORI SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","304 THAYER DR","RICHLAND","RICHLAND SCHOOL DISTRICT","BENTON","EDUCATIONAL SERVICE DISTRICT 123","K","Y","N",
"SNOQUALMIE PARENT PARTNERSHIP","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","400 EAST 3RD ST","NORTH BEND","SNOQUALMIE VALLEY SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","K-5","Y","N",
"NORTH MASON HOMELINK PROGRAM","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","71 EAST CAMPUS DR.","BELFAIR","NORTH MASON SCHOOL DISTRICT","MASON","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","K -12","Y","Y",
"SECONDARY ACADEMY FOR SUCCESS","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","22107 23RD DR SE","BOTHELL","NORTHSHORE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-12","N","N",
"O'DEA HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","802 TERRY AVE","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"LOCHBURN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5431 STEILACOOM BLVD SW","LAKEWOOD","CLOVER PARK SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"NOOKSACK VALLEY MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","404 W. COLUMBIA ST.","EVERSON","NOOKSACK VALLEY SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"PALOUSE JUNCTION HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 829","CONNELL","NORTH FRANKLIN SCHOOL DISTRICT","FRANKLIN","EDUCATIONAL SERVICE DISTRICT 123","9-12","N","N",
"NORTHWOOD MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","17007 SE 184TH ST","RENTON","KENT SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-8","N","N",
"NORTH MASON SENIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","200 E. CAMPUS DR.","BELFAIR","NORTH MASON SCHOOL DISTRICT","MASON","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","9-12","N","N",
"ONALASKA MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","280 FIFTH ST.","ONALASKA","ONALASKA SCHOOL DISTRICT","LEWIS","EDUCATIONAL SERVICE DISTRICT 113","6-8","N","Y",
"PERRY G KEITHLEY MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","12324 12TH AVE S","TACOMA","FRANKLIN PIERCE SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"OUTLOOK ELEMENTARY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1110 S. 6TH STREET","SUNNYSIDE","SUNNYSIDE SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","1-5","N","N",
"ROCHESTER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","P.O. BOX 398","ROCHESTER","ROCHESTER SCHOOL DISTRICT","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","6-8","N","Y",
"MOUNT ADAMS MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","P.O. BOX 578","WHITE SWAN","MOUNT ADAMS SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","7-8","N","N",
"SIMPSON AVENUE ELEMENTARY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","519 WEST SIMPSON AVENUE","MONTESANO","MONTESANO SCHOOL DISTRICT","GRAYS HARBOR","EDUCATIONAL SERVICE DISTRICT 113","4-6","N","Y",
"PIONEER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","450 BRIDGE ST","WALLA WALLA","WALLA WALLA PUBLIC SCHOOLS","WALLA WALLA","EDUCATIONAL SERVICE DISTRICT 123","6-8","N","Y",
"NORTHWEST CHRISTIAN HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4710 PARK CENTER AVE NE","LACEY","NORTH THURSTON PUBLIC SCHOOLS","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","9-12","N","N",
"PARK PLACE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PARK PLACE MIDDLE SCHOOL","MONROE","MONROE SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"SHUKSAN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2717 ALDERWOOD AVE","BELLINGHAM","BELLINGHAM SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"KAMIAK HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","10801 HARBOUR POINTE BLVD","MUKILTEO","MUKILTEO SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"SKILL SOURCE","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","233 NORTH CHELAN","WENATCHEE","WENATCHEE SCHOOL DISTRICT","CHELAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","9-12","N","N",
"OLYMPIA HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1302 NORTH ST SE","OLYMPIA","OLYMPIA SCHOOL DISTRICT","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","9-12","N","N",
"REARDAN ELEMENTARY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","250 S ASPEN","REARDAN","REARDAN-EDWALL SCHOOL DISTRICT","LINCOLN","EDUCATIONAL SERVICE DISTRICT 101","K -6","Y","Y",
"MONTESANO JR-SR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","303 NORTH CHURCH","MONTESANO","MONTESANO SCHOOL DISTRICT","GRAYS HARBOR","EDUCATIONAL SERVICE DISTRICT 113","7-12","N","N",
"LANGLEY MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","723 CAMANO AVE","LANGLEY","SOUTH WHIDBEY SCHOOL DISTRICT","ISLAND","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"LAKE WASHINGTON HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","12033 NE 80TH","KIRKLAND","LAKE WASHINGTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"MANSFIELD ELEM AND HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","P.O. BOX 188","MANSFIELD","MANSFIELD SCHOOL DISTRICT","DOUGLAS","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","PK-12","Y","Y",
