"funding_program","proj","recip","website","administrative_organization","current_status","primary_contact","alternate_contact","grant_or_loan","program_description","eligible_projects_description","administrative_sub","percent_match","match_requirement_description","funding_limitation","funding_limitation_description","application_open_yr_1","application_closed_yr_1","application_open_yr_2","application_closed_yr_2","funding_award_duration","additional_application","supplemental_information","last_updated"
"319 Grants -- Water Quality (Ecology)","Combination (multiple project types)","Conservation Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Combination (multiple project types)","Counties, Cities, Towns","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Combination (multiple project types)","Flood Control Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Combination (multiple project types)","Irrigation Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Combination (multiple project types)","Non-Governmental Organizations","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Combination (multiple project types)","Port Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Combination (multiple project types)","Special Purpose Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Combination (multiple project types)","Tribes","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Combination (multiple project types)","Water and Sewer Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Construction","Conservation Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Construction","Counties, Cities, Towns","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Construction","Non-Governmental Organizations","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Construction","Port Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Construction","Special Purpose Districts","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
"319 Grants -- Water Quality (Ecology)","Construction","Tribes","https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Water-Quality-grants-and-loans","Washington State Department of Ecology","Active","Eliza Keeley-Arnold; 360-407-6509; eliza.keeley-arnold@ecy.wa.gov","Pat Brommer; 360-407-6566; patricia.brommer@ecy.wa.gov","Grant","The 319 grant program provides funding for nonpoint source pollution projects to improve and protect water quality.","n/a","Water Quality Program","0.25","n/a","$250,000 or $500,000","$250K grant limit with in-kind match contribution;  $500K grant limit with cash-only match contribution.","8/13/2018","10/15/2018","8/12/2018","10/14/2018","3 years","Apply via the annual Water Quality Combined Funding Cycle process.","n/a","2018-08-19T00:00:00.000"
