"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","licensestatus","licensestatusdesc","ubi","insurancecompany","insurancepolicyno","insuranceamt","effectivedate","expirationdate","canceldate","createdate","createdby_waoic_id","lastupdatedate","updatedby_waoic_id","insuranceagencyname"
"A-1 EXTERIOR LLC","1EXTEEL816LJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604442025","Obisidian Insurance Company","SIZGL4835A250044","2000000","2022-05-05T00:00:00.000","2023-05-05T00:00:00.000",,"2022-05-05T00:00:00.000","734380","2022-05-05T00:00:00.000","734380","PACIFIC NORTHWEST INS AGENCY"
"A-1 FENCE RESTORE LLC","1FENC1F782MK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604793954","Houston Casualty Co","H22AC8869100","1000000","2022-06-08T00:00:00.000","2023-06-08T00:00:00.000",,"2022-07-28T00:00:00.000","L&I Staff","2022-07-28T00:00:00.000","L&I Staff",
"A1 FLOORING LLC","1FLOO1F844DZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603586750","Mid-Century Ins Co","607204002","1000000","2021-05-31T00:00:00.000","2024-05-31T00:00:00.000",,"2021-05-19T00:00:00.000","259429","2022-05-31T00:00:00.000","259429","STORACI INSURANCE AGENCY"
"A-1 Floors N More LLC","1FLOOFM874DE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603274551","Ohio Security Ins Co","BLS60821743","1000000","2020-02-25T00:00:00.000","2023-02-25T00:00:00.000",,"2020-02-18T00:00:00.000","18227","2022-01-03T00:00:00.000","18227","RGI INSURANCE SPECIALTY"
"A1 FRAMING INC","A1FRAFI873OC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603323474","US Specialty Insurance Company","DBRTM001378-00","1000000","2021-09-29T00:00:00.000","2022-09-29T00:00:00.000",,"2021-08-13T00:00:00.000","1059624","2021-08-13T00:00:00.000","1059624","Choice Insurance LLC"
"A-1 GARAGE DOOR & GUTTER","A1GARDG787NT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604926288","Midwest Family Mutual Ins Co","CPOR0560131276","1000000","2022-03-15T00:00:00.000","2023-03-15T00:00:00.000",,"2022-08-30T00:00:00.000","L&I Staff","2022-08-30T00:00:00.000","L&I Staff",
"A-1 GARAGE DOOR SERVICE","A1GARDS121DJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600353286","AMCO Ins Co","ACP7501023617","300000","2022-03-11T00:00:00.000","2023-03-11T00:00:00.000",,"2022-02-28T00:00:00.000","126810","2022-02-28T00:00:00.000","126810","DOTY & GILES INC"
"A1 GARAGE DOOR SPECIALIST","A1GARGD916JC","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","602828480","State Farm Fire & Cas Co","98-EH-L666-7","1000000","2022-05-06T00:00:00.000","2023-05-06T00:00:00.000",,"2022-03-15T00:00:00.000","202068","2022-03-15T00:00:00.000","202068","Minifie James E Insurance Agen"
"A1 GARAGE DOOR SPECIALIST LLC","A1GARGD794QQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604695522","State Farm Fire & Cas Co","98EHL6667","1000000","2022-05-06T00:00:00.000","2023-05-06T00:00:00.000",,"2022-05-13T00:00:00.000","202068","2022-05-13T00:00:00.000","202068","Minifie James E Insurance Agen"
"A1 GENERAL CONSTRUCTION LLC","A1GENGC803RA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604184521","State National Ins Co Inc","NXTG7Z2B4T03GL","1000000","2022-06-28T00:00:00.000","2023-06-28T00:00:00.000",,"2022-09-09T00:00:00.000","L&I Staff","2022-09-09T00:00:00.000","L&I Staff",
"A-1 GENERAL CONTRACTORS INC","A1GENCI091D1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601305437","Guideone National Insurance Co","ENV562008945-00","1000000","2022-03-15T00:00:00.000","2023-03-15T00:00:00.000",,"2022-03-07T00:00:00.000","727328","2022-03-07T00:00:00.000","727328","TED MORAN INS INC"
"A1 GUTTERS LLC","A1GUTGL802DQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604559893","Farmers Ins Exchange","605491048","2000000","2021-10-08T00:00:00.000","2022-10-08T00:00:00.000",,"2021-10-15T00:00:00.000","208212","2021-10-15T00:00:00.000","208212","VWICH AGENCY"
"A#1 HANDYMAN","1HANDH*798LH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604753941","Spinnaker Insurance Company","HBW3575710XB1","1000000","2022-06-07T00:00:00.000","2023-06-07T00:00:00.000",,"2022-06-15T00:00:00.000","L&I Staff","2022-06-15T00:00:00.000","L&I Staff",
"A-1 HANDYMAN PLUS LLC","A1HANHP962MH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602410387","Houston Casualty Co","H22AC88836-00","2000000","2022-07-07T00:00:00.000","2023-07-07T00:00:00.000",,"2022-07-05T00:00:00.000","776519","2022-07-05T00:00:00.000","776519","JMB Insurance Svcs Inc"
"A-1 HANDYMAN & REMODEL","1HANDHR803BC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604557209","Contractors Bonding & Insuranc","C11SM6318","1000000","2021-12-17T00:00:00.000","2022-12-17T00:00:00.000",,"2021-10-25T00:00:00.000","154381","2021-10-25T00:00:00.000","154381","ALTECH FINANCIAL SERVICES INC"
"A1 HANDYPRO GENERAL CNTR LLC","A1HANHG852NR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603453567","Spinnaker Insurance Company","HBW2854075XB2","1000000","2021-10-02T00:00:00.000","2022-10-02T00:00:00.000",,"2021-09-14T00:00:00.000","L&I Staff","2021-09-14T00:00:00.000","L&I Staff",
"A1 HAULING & SITE CLEANUP LLC","A1HAUHS932LF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602724893","Allied World Surplus Lines Ins","50541480-01","1000000","2022-02-17T00:00:00.000","2023-02-17T00:00:00.000",,"2022-02-10T00:00:00.000","846275","2022-02-10T00:00:00.000","846275","COMMERCIAL CONT BONDING & INS"
"A-1 HYDROLAWN","A1HYD**086J3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601367635","Cincinnati Ins Co","EPP 0313988","1000000","2017-03-11T00:00:00.000","2023-03-11T00:00:00.000",,"2017-02-13T00:00:00.000","227964","2022-01-25T00:00:00.000","227964","SPOKANE INS AGENCY INC DBA"
"A-1 IMPROVEMENTS","A1IMP**078MO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601474434","Atlantic Cas Ins Co","L125003916-1","1000000","2021-02-02T00:00:00.000","2023-02-02T00:00:00.000",,"2021-01-12T00:00:00.000","951951","2022-01-20T00:00:00.000","951951","PACIFIC NORTHWEST INS INC"
"A-1 INSTALLATIONS NW LLC","A1INSIN914L5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602875892","Charter Oak Fire Ins Co","6805R404523","2000000","2021-10-20T00:00:00.000","2022-10-20T00:00:00.000",,"2022-01-03T00:00:00.000","87627","2022-01-03T00:00:00.000","87627","JMI INSURANCE INC"
"A1 INTEGRITY INC","A1INTII840NK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603603434","Kinsale Insurance Company","01000408156","1000000","2022-07-15T00:00:00.000","2024-01-01T00:00:00.000",,"2022-07-15T00:00:00.000","247138","2022-07-15T00:00:00.000","247138","West Coast Insurance Services"
"A1-KST Lndscpg & Const LLC","A1KSTLC870JZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603291186","Contractors Bonding & Insuranc","C11SJ8877","300000","2013-04-09T00:00:00.000","2023-04-09T00:00:00.000",,"2013-04-09T00:00:00.000","L&I Staff","2022-02-15T00:00:00.000","54523","HUMBLE&DAVNPORT INS BROKRS INC"
"A-1 LANDSCAPE DESIGN INC","A1LANDI034NO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601789585","Ohio Security Ins Co","BKS57974912","300000","2017-08-20T00:00:00.000","2023-08-20T00:00:00.000",,"2017-07-19T00:00:00.000","42681","2022-07-21T00:00:00.000","80863","W Ins Group"
"A-1 LANDSCAPING & CONST INC","A1LANCI056DP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601605837","Ohio Security Ins Co","BKS61718189","1000000","2020-07-31T00:00:00.000","2023-07-31T00:00:00.000",,"2020-07-28T00:00:00.000","L&I Staff","2022-07-28T00:00:00.000","740480","WOODWARD SCOTT AGENCY"
"A-1 LANDSCAPING LLC","A1LANLL933LN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602735721","Continental Cas Co","C6981206430","1000000","2021-09-04T00:00:00.000","2023-09-04T00:00:00.000",,"2021-09-14T00:00:00.000","1039089","2022-08-23T00:00:00.000","1039089","Heather Rill Insurance Agency"
"A-1 LANDSCAPING SERVICE","1LANDLS880B5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603133467","General Ins Co of America","BWG64731786","1000000","2022-05-01T00:00:00.000","2023-05-01T00:00:00.000",,"2022-05-17T00:00:00.000","1069573","2022-05-17T00:00:00.000","1069573","Morgan Moreno Agency"
"A1 LEAK REPAIR LLC","A1LEALR811B5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604363862","Berkley Assurance Company","VUMB0192313","1000000","2022-01-22T00:00:00.000","2023-01-22T00:00:00.000",,"2022-02-04T00:00:00.000","L&I Staff","2022-02-04T00:00:00.000","L&I Staff",
"A1 MARINE LLC","A1MARML811B9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604369545","Travelers Property Cas Co of A","ZOL41N3591922ND","1000000","2022-01-20T00:00:00.000","2023-01-20T00:00:00.000",,"2022-01-11T00:00:00.000","716796","2022-01-11T00:00:00.000","716796","KIBBLE & PRENTICE HOLDING CO"
"A-1 MOBILE LOCK & KEY INC","A1MOBML926P9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602257828","Allstate Insurance Co","648696320","2000000","2021-11-01T00:00:00.000","2022-11-01T00:00:00.000",,"2021-12-08T00:00:00.000","L&I Staff","2022-06-14T00:00:00.000","L&I Staff",
"A1-MT BAKER DRYWALL INC","A1MTBBD972R8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602334228","Developers Surety & Indem Co","BIS00024854-07","1000000","2022-03-23T00:00:00.000","2023-03-23T00:00:00.000",,"2022-03-03T00:00:00.000","0","2022-03-03T00:00:00.000","0","GRIFFIN MACLEAN INSURANCE"
"A1 OLYMPIC CONST & ROCKER LLC","A1OLYOC831OM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604154387","Ohio Security Ins Co","BKS58245543","1000000","2017-08-29T00:00:00.000","2023-08-29T00:00:00.000",,"2017-09-14T00:00:00.000","L&I Staff","2022-07-21T00:00:00.000","80863","W Ins Group"
"A-1 PAINTING","A1PAI**041R4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601758310","Mid-Century Ins Co","604703637","2000000","2018-12-02T00:00:00.000","2022-12-02T00:00:00.000",,"2018-12-19T00:00:00.000","813216","2021-10-22T00:00:00.000","813216","Jerry Braun Insurance Agy"
"A1 PAINTING & COATINGS LLC","A1PAIPC829MQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604273608","Liberty Mutual Ins Co","BLS58883410","1000000","2018-06-27T00:00:00.000","2023-06-27T00:00:00.000",,"2018-07-18T00:00:00.000","L&I Staff","2022-05-27T00:00:00.000","765274","LIBERTY MUTUAL AGENCY CORP"
"A-1 PAINTING & CONSTRUCTION","A1PAIC*067DD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601519747","Developers Surety & Indem Co","BIS00010920-12","1000000","2022-03-02T00:00:00.000","2023-03-02T00:00:00.000",,"2022-02-10T00:00:00.000","943794","2022-02-10T00:00:00.000","943794","Vern Fonk Ins Services Inc"
"A1PAINTING LLC","A1PAIL*790LZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604709690","Contractors Bonding & Insuranc","C11SN2992","1000000","2021-05-15T00:00:00.000","2023-05-15T00:00:00.000",,"2021-06-09T00:00:00.000","L&I Staff","2022-05-02T00:00:00.000","804560","PACIFIC CREST SERVICES"
"A-1 PAINTING/WALLCOVERING LLC","A1PAIW*007NG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602002803","Developers Surety & Indem Co","BIS00037113","1000000","2021-07-31T00:00:00.000","2023-07-31T00:00:00.000",,"2021-07-14T00:00:00.000","109618","2022-07-11T00:00:00.000","109618","Insurance Resources & Services"
"A1 PARKING LOT STRIPING INC","A1PARPL780M2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604911194","Spinnaker Insurance Company","HBW3611106XB1","1000000","2022-07-06T00:00:00.000","2023-07-06T00:00:00.000",,"2022-07-22T00:00:00.000","L&I Staff","2022-07-22T00:00:00.000","L&I Staff",
"A-1 PEPPERWORTH PLUMBING INC","A1PEPP*211QB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600335572","General Casualty Company of Wi","BBP0016787","1000000","2021-11-02T00:00:00.000","2022-11-02T00:00:00.000",,"2021-10-11T00:00:00.000","915209","2021-10-11T00:00:00.000","915209","BROWN & BROWN OF WA INC"
"A-1 PETROLEUM INC","1PETRPI808RB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603608286","GuideOne Mutual Insurance Co","62P100813-02","1000000","2022-06-01T00:00:00.000","2023-06-01T00:00:00.000",,"2022-07-11T00:00:00.000","L&I Staff","2022-07-11T00:00:00.000","L&I Staff",
"A-1 PLUMBNG & EMERGENCY ROOTER","1PLUMPE878PN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602951311","Cincinnati Casualty Company","ECP0535471","1000000","2021-05-04T00:00:00.000","2022-09-30T00:00:00.000",,"2021-09-29T00:00:00.000","256570","2021-09-29T00:00:00.000","256570","HUB INTERNATIONAL Bothell"
"A-1 PLUMBNG & EMERGENCY ROOTER","1PLUMPE791MW","PC","PLUMBING CONTRACTOR","A","ACTIVE","602951311","Cincinnati Ins Co","ECP0535471","1000000","2021-05-04T00:00:00.000","2022-09-30T00:00:00.000",,"2022-05-16T00:00:00.000","249244","2022-05-16T00:00:00.000","249244","BK-JET GROUP LLC"
"A-1 PLUS LAWN CARE, LLC","1PLUSPL798NU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604787759","Ohio Security Ins Co","BKS63695068","1000000","2022-08-23T00:00:00.000","2023-08-23T00:00:00.000",,"2022-09-08T00:00:00.000","827752","2022-09-08T00:00:00.000","827752","Vern Fonk Ins Services Inc"
"A-1 POOL & PATIO SUPPLY INC","A1POOPS033J3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600014001","AMCO Ins Co","ACP7596231563","1000000","2022-08-01T00:00:00.000","2023-08-01T00:00:00.000",,"2022-07-28T00:00:00.000","706917","2022-07-28T00:00:00.000","706917","TERRIL LEWIS & WILKE INS INC"
"A-1 PRESSURE WASHING","A1PREW*030KO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601792189","Northfield Ins Co","WS414631","1000000","2020-11-20T00:00:00.000","2022-11-20T00:00:00.000",,"2020-11-05T00:00:00.000","240250","2021-11-17T00:00:00.000","240250","W Ins Group"
"A-1 Professional Flooring LLC","1PROFPF833LR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604123377","State Farm Fire & Cas Co","98coj3911","1000000","2022-05-28T00:00:00.000","2023-05-28T00:00:00.000",,"2022-06-13T00:00:00.000","L&I Staff","2022-06-13T00:00:00.000","L&I Staff",
"A1 PRO PAINTING LLC","A1PROPP810J4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604416259","CLEAR SPRING PROPERTY AND CASU","QCS06615350","1000000","2022-04-02T00:00:00.000","2023-04-02T00:00:00.000",,"2022-03-23T00:00:00.000","203886","2022-03-23T00:00:00.000","203886","Jason Lamarche Ins Agency"
"A-1 Quality Building Srvc LLC","1QUALQB813JK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604428692","Contractors Bonding & Insuranc","C11SN2597","1000000","2021-04-15T00:00:00.000","2023-04-15T00:00:00.000",,"2021-04-14T00:00:00.000","134801","2022-04-12T00:00:00.000","134801","RANDY J WESSELIUS INS AGENCY"
"A-1 QUALITY PAINTING","1QUALQP814J6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604387411","Ohio Security Ins Co","BKS59795426","1000000","2019-04-26T00:00:00.000","2023-04-26T00:00:00.000",,"2019-04-26T00:00:00.000","L&I Staff","2022-03-25T00:00:00.000","160184","ROBERT M TRASK AGENCY INC"
"A1 QUALITY PAINTING LLC","A1QUAQP803PH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604518160","Houston Casualty Co","H20AC8470100","1000000","2020-09-16T00:00:00.000","2023-09-16T00:00:00.000",,"2020-10-08T00:00:00.000","L&I Staff","2022-08-02T00:00:00.000","926137","VANCLARK INS AGENCY LLC"
"A1 RETROFIT LLC","A1RETRL932J4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602707485","Austin Mutual Ins Co","MPP6175Y","1000000","2021-11-04T00:00:00.000","2022-11-04T00:00:00.000",,"2021-10-11T00:00:00.000","0","2021-10-11T00:00:00.000","0","BROWN & BROWN NW PORTLAND"
"A-1 ROOFING INC","A1ROOI*111PR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601179152","Clear Blue Specialty INS","AR01-RS-2204195-00","1000000","2022-04-18T00:00:00.000","2023-04-18T00:00:00.000",,"2022-04-14T00:00:00.000","99476","2022-04-14T00:00:00.000","99476","ARNOLD & SMITH INS AGENCY INC"
"A-1 ROOFTOP CHIMNEY SWEEP INC","A1ROORC943ON","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602585032","Cincinnati Ins Co","EPP0288349","1000000","2014-11-04T00:00:00.000","2022-11-04T00:00:00.000",,"2014-12-01T00:00:00.000","227964","2021-10-13T00:00:00.000","227964","SPOKANE INS AGENCY INC DBA"
"A1 ROOTER LLC","A1ROORL791L9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604746472","General Ins Co of America","BWG64764275","1000000","2022-06-16T00:00:00.000","2023-06-16T00:00:00.000",,"2022-06-17T00:00:00.000","0","2022-06-17T00:00:00.000","0","WESTERN INSURANCE ASSOC LLC"
"A1 ROOTER LLC","A1ROORL791L9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604746472","Benchmark Insurance Co","CBG0001179501","1000000","2022-05-18T00:00:00.000","2023-05-18T00:00:00.000",,"2021-06-29T00:00:00.000","L&I Staff","2022-05-23T00:00:00.000","L&I Staff",
"A-1 SAFETY TREE SERVICE LLC","1SAFEST819CA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604123220","Red Shield Ins Co","CNT018848","1000000","2022-05-22T00:00:00.000","2023-05-22T00:00:00.000",,"2022-04-12T00:00:00.000","0","2022-04-12T00:00:00.000","0","HUB INTERNATIONAL Bothell"
"A1 SEALCOATING & LANDSCAPING","A1SEASL900J1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603008730","Continental Cas Co","C6980246420","1000000","2021-04-13T00:00:00.000","2023-04-13T00:00:00.000",,"2021-04-08T00:00:00.000","751982","2022-04-08T00:00:00.000","751982","MCCONKEY TURNER INS AGENCY"
"A-1 SECURITY METAL FAB INC","A1SECMF090MG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601219280","Clear Blue Specialty INS","AR01-RS-2001547-02","1000000","2022-04-04T00:00:00.000","2023-04-04T00:00:00.000",,"2022-04-01T00:00:00.000","145880","2022-04-01T00:00:00.000","145880","BRYANT & ASSOCIATES"
"A1 SEPTIC ON LOPEZ LLC","A1SEPSL810RJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604170645","Mutual of Enumclaw Ins Co","CPP0025706","1000000","2019-11-25T00:00:00.000","2022-11-25T00:00:00.000",,"2019-12-11T00:00:00.000","L&I Staff","2021-10-22T00:00:00.000","910530","ISG/BARKER & ASSOC"
"A1 SEPTIC SERVICE","A1SEPSS831KB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604007681","Ohio Security Ins Co","BKS57889419","1000000","2019-03-09T00:00:00.000","2023-03-09T00:00:00.000",,"2019-03-15T00:00:00.000","37317","2022-02-04T00:00:00.000","946832","SOUNDVIEW INSURANCE"
"A-1 SEWER SERVICE","1SEWESS853JM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603452999","Continental Western Ins Co","CPA6024193","1000000","2020-04-20T00:00:00.000","2023-04-20T00:00:00.000",,"2020-04-21T00:00:00.000","39209","2022-04-12T00:00:00.000","39209","TERRIL LEWIS & WILKE INS INC"
"A-1 SHEER GARDENING & LNDSCPG","A1SHEGL034JM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601501555","Twin City Fire Ins Co","52sbapj0191","1000000","2022-02-26T00:00:00.000","2023-02-26T00:00:00.000",,"2022-03-09T00:00:00.000","173427","2022-03-09T00:00:00.000","173427","Sentinel Insurance Co LTD"
"A1 SIDING","A1SIDS*911OQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602954959","Lloyds of London (underwriter)","BRT3C000333-03","1000000","2021-10-05T00:00:00.000","2022-10-05T00:00:00.000",,"2021-08-17T00:00:00.000","0","2021-08-17T00:00:00.000","0","GC INSURANCE SERVICES"
"A-1 SPARTANO'S PNTG SERVS LLC","1SPARSP789NU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604845522","Contractors Bonding & Insuranc","G11FE2120","1000000","2022-08-03T00:00:00.000","2023-08-03T00:00:00.000",,"2022-08-31T00:00:00.000","L&I Staff","2022-08-31T00:00:00.000","L&I Staff",
"A-1 STONE LNDSCPNG/CONST CORPS","A1STOLC975DQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602260106","Ohio Security Ins Co","BKS62583785","1000000","2021-01-11T00:00:00.000","2023-01-11T00:00:00.000",,"2021-01-08T00:00:00.000","80863","2022-01-02T00:00:00.000","80863","W Ins Group"
"A-1 SUNNY LANDSCAPING/GRDNG","1SUNNSL915NM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601453549","Ohio Security Ins Co","BKS53272836","300000","2015-09-29T00:00:00.000","2023-09-29T00:00:00.000",,"2015-08-26T00:00:00.000","L&I Staff","2022-08-17T00:00:00.000","139812","BELL-ANDERSON AGENCY INC"
"A1-SUPERIOR CONSTR LLC","A1SUPCL791KF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604594196","Houston Casualty Co","H22AC85979-01","1000000","2022-04-21T00:00:00.000","2023-04-21T00:00:00.000",,"2022-04-05T00:00:00.000","265641","2022-04-05T00:00:00.000","265641","JAMES E DICKINSON INS INC"
"A-1 SUPER LANDSCAPING & GRDNG","1SUPESL842KB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601886278","Ohio Security Ins Co","BKS60257453","1000000","2019-08-27T00:00:00.000","2023-08-27T00:00:00.000",,"2019-08-27T00:00:00.000","80863","2022-07-29T00:00:00.000","80863","W Ins Group"
"A-1 TEAM INC","1TEAMTI788KP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602976882","Federated Mutual Ins Co","6131861","1000000","2022-07-01T00:00:00.000","2023-07-01T00:00:00.000",,"2022-06-24T00:00:00.000","L&I Staff","2022-06-24T00:00:00.000","L&I Staff",
"A-1 TOP NOTCH ROOFING INC","A1TOPNR022D1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601779153","Preferred Contractors Ins Co R","PCCM440974","1000000","2022-09-10T00:00:00.000","2023-09-10T00:00:00.000",,"2022-09-02T00:00:00.000","0","2022-09-02T00:00:00.000","0","HEFFERNAN INS BROKERS-CA"
"A-1 TREE SERVICE CONSERVTN LLC","1TREETS811BB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604350049","Red Shield Ins Co","CNT019901","1000000","2021-01-01T00:00:00.000","2023-01-01T00:00:00.000",,"2021-01-13T00:00:00.000","L&I Staff","2021-12-20T00:00:00.000","193965","DEGGINGER MCINTOSH & ASSO INC"
"A1 TREE SERVICE LLC","A1TRETS827OP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604314671","Atlantic Cas Ins Co","L065011334-1","2000000","2022-07-29T00:00:00.000","2023-07-29T00:00:00.000",,"2022-07-26T00:00:00.000","0","2022-07-26T00:00:00.000","0","RON ROTHERT INS SERVICES"
"A-1 VACUUM INC","A1VACI*014L6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601081769","Mid-Century Ins Co","607191919","1000000","2021-03-01T00:00:00.000","2023-03-01T00:00:00.000",,"2021-03-01T00:00:00.000","203348","2021-12-22T00:00:00.000","203348","Mark Kuning Ins Agency Inc"
"A-1 WELDING INC","A1WELI*056CB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601434751","Ohio Security Ins Co","BKS57083765","1000000","2020-12-31T00:00:00.000","2022-12-31T00:00:00.000",,"2020-11-06T00:00:00.000","760637","2021-12-05T00:00:00.000","849779","RICE INSURANCE LLC"
"A1 WELL DRILLING","A1WELWD807N4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604633923","Liberty Mutual Ins Co","BLS61640755","2000000","2021-07-08T00:00:00.000","2023-07-08T00:00:00.000",,"2021-07-13T00:00:00.000","49137","2022-06-01T00:00:00.000","49137","CROSS INSURANCE AGENCY INC"
