"project_name","preserve","vicinity","latitude","longitude","approx_size_in_acres","species_common_name","objectives","status","year","season","ipm_method_type","methods","crew","notes","upload_date","geo_location"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","Del Ganado Road to De La Guerra","38.019836","-122.576275","0.38","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.576275 38.019836)"
"Maintenance: Mt Burdell Prune","Mt Burdell","(upper) San Carlos Fire Road","38.133445","-122.587796","1.12","Mixed woody vegetation","Emergency Access",,"2022","Fall","Non-chemical","Prune","Ranger","As Needed","2022-01-04T00:00:00.000","POINT (-122.587796 38.133445)"
"Hillside Fuelbreak","Blithedale Summit","South end of Blithedale Ridge Fire Road above Hillside Ave.","37.91252962","-122.542517","14","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2018","Summer","Non-chemical","Hand pull","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.542517 37.91252962)"
"Cascade Canyon Broom Control","Cascade Canyon","Western areas of the preserve; west of Toyon Fire Road","37.98092","-122.61523","4.9","Broom","Fire fuel reduction, Invasive species control, Emergency access","Completed","2020","Spring","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.61523 37.98092)"
"Camino Alto Fuelbreak: Phase II","Camino Alto","Around Del Casa Fire Road as well as near Val Vista Trail","37.90959083","-122.5320033","15","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2013","Spring","Chemical","Glyphosate (Aquamaster)","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.5320033 37.90959083)"
"Maintenance: Horse Hill Mow","Horse Hill","Lomita Drainage","37.907992","-122.519527","0.63","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.519527 37.907992)"
"Maintenance: Mt Burdell Mow","Mt Burdell","FIeldstone / Buck Center Access","38.134352","-122.580746","0.03","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger Seasonal",,"2022-01-04T00:00:00.000","POINT (-122.580746 38.134352)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","Canyon Oak Drive / Russom Park","38.021387","-122.556863","1.32","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.556863 38.021387)"
"Maintenance: Black Point Mow","Black Point",,"38.113613","-122.506851","0.02","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.506851 38.113613)"
"Terra Linda/Sleepy Hollow Grazing","Terra Linda Sleepy Hollow","Ridgetop fuel break/defensible space behind homes","38.01649232","-122.5716472","100","Mixed vegetation","Fire fuel reduction, defensible space","Completed","2020","Spring, Summer","Non-chemical","Grazing","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.5716472 38.01649232)"
"Loma Alta Grazing","Loma Alta","White Hill Middle School vicinity, Baywood Canyon","38.0052552","-122.6061798","14","Mixed vegetation","Fire fuel reduction","Upcoming","2022","Summer","Non-chemical","Grazing","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.6061798 38.0052552)"
"Maintenance: Homestead Valley Mow","Homestead Valley",,"37.898727","-122.544261","0.18","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.544261 37.898727)"
"Maintenance: Verissimo Hills Mow","Verissimo Hills","Ravine Way","38.106102","-122.624145","0.04","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.624145 38.106102)"
"Deer Island Pepperweed Control","Deer Island","Deer Island Loop Trail","38.100412","-122.540356","0.1","Pepperweed","Invasive species control","Upcoming","2022","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.540356 38.100412)"
"Maintenance: Gary Giacomini Prune","Gary Giacomini","Summit Fire Road","37.995899","-122.636817","0.95","Mixed woody vegetation","Emergency Access","Upcoming","2022","Fall","Non-chemical","Prune","Ranger","As Needed","2022-01-04T00:00:00.000","POINT (-122.636817 37.995899)"
"Loma Alta Broom Control","Loma Alta","Sunrise Fire Road, Smith Ridge Fire Road, Glen Fire Road","38.01318","-122.60958","0.7","French broom","Invasive species control, Fire fuel reduction","Completed","2021","Spring","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.60958 38.01318)"
"Districtwide Thoroughwort Control","All preserves","All preserves","38.06","-122.45",,"Thoroughwort","Invasive species control","Upcoming","2022","Spring","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.45 38.06)"
"Corte Norte","Loma Verde","Corte Norte","38.06053986","-122.5489165","1.5","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2019","Fall","Non-chemical","Thinning","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.5489165 38.06053986)"
"Maintenance: Bayside Park Mow","Bayside Park",,"37.978578","-122.475089","0.07","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.475089 37.978578)"
"Maintenance: Verissimo Hills Mow","Verissimo Hills","Sanchez Fire Road","38.107655","-122.628279","0.86","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.628279 38.107655)"
"Maintenance: Cascade Canyon Prune","Cascade Canyon","Burnt Tree Fire Road","37.986596","-122.614769","0.22","Mixed woody vegetation","Emergency Access","Upcoming","2022","Fall","Non-chemical","Prune","Ranger","As Needed","2022-01-04T00:00:00.000","POINT (-122.614769 37.986596)"
"Toyon Fuelbreak","Cascade Canyon","Toyon Fire Road & Cul-de-sac Fire Road","37.9837505","-122.6044071","14","Broom","Fire fuel reduction, Invasive species control, Emergency access","Completed","2019","Spring","Non-chemical","Hand pull","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.6044071 37.9837505)"
"Maintenance: Mt Burdell Mow","Mt Burdell","San Carlos to San Mateo Way","38.123801","-122.594609","0.87","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.594609 38.123801)"
"Maintenance: Vedanta Mow","Vedanta","Vedanta Trail - gates","38.038505","-122.786278","0.36","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.786278 38.038505)"
"Maintenance: King Mountain Mow","King Mountain","Wilson Way- Fuel Break","37.93209","-122.552878","0.86","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.552878 37.93209)"
"680 Trail Mitigation","Loma Alta","680 Trail","38.023484","-122.589233","0.5","Purple starthistle","Invasive species control","Completed","2021","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.589233 38.023484)"
"King Mountain Fuelbreak","King Mountain","Above and below Citron Fire Road","37.939359","-122.542514","20","Acacia, Broom, Eucalyptus","Fire fuel reduction, Invasive species control","Completed","2020","Winter","Non-chemical","Hand pull, Cut","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.542514 37.939359)"
"Big Rock Ridge Broom Control","Pacheco Valle","Chicken Shack Fire Road","38.054878","-122.551543","11","Broom","Fire fuel reduction, Invasive species control","Completed","2016","Spring","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.551543 38.054878)"
"Ring Mountain Pampas Grass Control","Ring Mountain","Reed Ranch Fire Road, Shepherd Way Fire Road, Taylor Road","37.90673","-122.48972",,"Pampas/jubata grass","Invasive species control","Upcoming","2022","Fall","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.48972 37.90673)"
"Mount Burdell Grazing","Mount Burdell","Preserve-wide, excluding areas near Dwarf Oak Trail and southeast of Creekside Fire Road; includes western Bowman acquisition","38.135996","-122.593221","1679","Mixed vegetation","Fire fuel reduction","Upcoming","2022","Spring","Non-chemical","Grazing","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.593221 38.135996)"
"Deer Island Goatgrass Control","Deer Island","Deer Island Loop Trail x Russel Antonio Trail","38.098445","-122.54227","0.1","Goatgrass","Invasive species control","Upcoming","2022","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.54227 38.098445)"
"King Mountain Fuelbreak","King Mountain","Above Citron Fire Road","37.939359","-122.542514","10","Acacia, Broom","Fire fuel reduction, Invasive species control","Completed","2017","Summer","Non-chemical","Grazing, Thinning","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.542514 37.939359)"
"Maintenance: Bothin Marsh Mow","Bothin Marsh","Martin's Triangle / Almonte Blvd.","37.882729","-122.524456","0.77","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.524456 37.882729)"
"Maintenance: Black Point Mow","Black Point",,"38.114266","-122.506545","0.12","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.506545 38.114266)"
"Camino Alto Fuelbreak: Phase I","Camino Alto","East of Camino Alto Fire Road (excluding northern portion)","37.91252521","-122.5280128","16","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2012","Spring","Chemical","Glyphosate (Aquamaster)","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.5280128 37.91252521)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","Los Altos Dr. End","37.988475","-122.548575","1.75","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.548575 37.988475)"
"Aries Lane","Verissimo Hills","Aries Lane","38.11091965","-122.6251821","1.9","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2020","Winter","Non-chemical","Burn piles","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.6251821 38.11091965)"
"Maintenance: Ignacio Valley Mow","Ignacio Valley","Winged Foot Drive and Winged Foot Fire Road gate","38.064275","-122.555934","0.12","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.555934 38.064275)"
"Loma Alta Grazing","Loma Alta","White Hill Middle School vicinity","38.0052552","-122.6061798","7","Mixed vegetation","Fire fuel reduction","Completed","2019","Summer","Non-chemical","Grazing","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.6061798 38.0052552)"
"Maintenance: Rush Creek Mow","Rush Creek","Bugeia Lane, Pinheiro Frontage Rd to bridge","38.121572","-122.544793","1.68","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.544793 38.121572)"
"Ridgewood Fuelbreak","Terra Linda Sleepy Hollow","Ridgewood Fire Road","37.9919","-122.55341","8","Blue gum eucalyptus","Fire fuel reduction, Invasive species control, Emergency access","Upcoming","2022","Summer","Non-chemical, Chemical","Cut, Triclopyr (Garlon)","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.55341 37.9919)"
"Maintenance: Homestead Valley Mow","Homestead Valley",,"37.900281","-122.550495","0.34","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.550495 37.900281)"
"Maintenance: Roy's Redwoods Prune","Roy's Redwoods","Dixon Ridge Fire Road","38.026567","-122.655616","3.47","Mixed woody vegetation","Emergency Access","Upcoming","2022","Fall","Non-chemical","Prune","Ranger","As Needed","2022-01-04T00:00:00.000","POINT (-122.655616 38.026567)"
"Toyon Fuelbreak","Cascade Canyon","Toyon Fire Road & Cul-de-sac Fire Road","37.9837505","-122.6044071","14","Broom","Fire fuel reduction, Invasive species control, Emergency access","Completed","2016","Spring","Non-chemical","Hand pull","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.6044071 37.9837505)"
"Loma Alta Grazing","Loma Alta","White Hill Middle School vicinity","38.0052552","-122.6061798","7","Mixed vegetation","Fire fuel reduction","Completed","2018","Summer","Non-chemical","Grazing","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.6061798 38.0052552)"
"Horse Hill Fuels Management","Horse Hill","Preserve-wide","37.909654","-122.518352","54.176896","Mixed vegetation","Fire fuel reduction","Completed","2021","Spring, Summer, Fall, Winter","Non-chemical","Grazing","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.518352 37.909654)"
"Big Rock Ridge Broom Control","Pacheco Valle","Chicken Shack Fire Road","38.054878","-122.551543","11","Broom","Fire fuel reduction, Invasive species control","Completed","2020","Spring","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.551543 38.054878)"
"Kent Island Restoration & Stewardship","Bolinas Lagoon","Kent Island","37.91226","-122.68189","0.1","Broom, Acacia, Beachgrass, Bird's foot trefoil, European sea rocket, Fennel, Iceplant, Invasive sea lavender, Monterey pine, Rosy iceplant, Tall fescue","Invasive species control","Completed","2020","Winter","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.68189 37.91226)"
"Maintenance: Mount Burdell Mow","Mount Burdell","San Marin Drive","38.121516","-122.581659","0.34","Mixed vegetation","Ignition Prevention",,"2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.581659 38.121516)"
"Maintenance: Alto Bowl Mow","Alto Bowl","Meadow Crest","37.915419","-122.51733","1.92","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.51733 37.915419)"
"Crown to Coronet Fuelbreak","Baltimore Canyon","Crown Road, Coronet Way","37.947609","-122.5692","4","Broom, Acacia","Emergency access, Fire fuel reduction","Completed","2012","Spring","Chemical","Glyphosate (Aquamaster)","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.5692 37.947609)"
"Maintenance: Homestead Valley Mow","Homestead Valley","tread edges and entries to property","37.898761","-122.553574","0.16","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.553574 37.898761)"
"Maintenance: Black Point Mow","Black Point",,"38.113423","-122.50701","0.22","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.50701 38.113423)"
"Maintenance: Ring Mountain Mow","Ring Mountain","Taylor","37.912912","-122.48776","0.11","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger Seasonal",,"2022-01-04T00:00:00.000","POINT (-122.48776 37.912912)"
"Maintenance: Mount Burdell Mow","Mount Burdell","Creekside Fire Road","38.126098","-122.581328","0.6","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.581328 38.126098)"
"Cedar Hill Drive","Terra Linda Sleepy Hollow","Cedar Hill","38.02637973","-122.5496484","2.1","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2019","Summer","Non-chemical","Thinning","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.5496484 38.02637973)"
"Maintenance: Stafford Lake Mow","Stafford Lake","areas 1 small sloped lawn","38.114567","-122.652446","0.33","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow",,"turf mower as needed","2022-01-04T00:00:00.000","POINT (-122.652446 38.114567)"
"Maintenance: Blithedale Summit Mow","Blithedale Summit","Southern Marin Line Fire Road","37.9284","-122.546573","6.55","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.546573 37.9284)"
"Maintenance: Loma Alta Mow","Loma Alta","Stuyvesant trail","38.006429","-122.589167","1.07","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.589167 38.006429)"
"Maintenance: Gary Giacomini Prune","Gary Giacomini","Hunt Camp Fire Road","38.002261","-122.67338","2.39","Mixed woody vegetation","Emergency Access","Upcoming","2022","Fall","Non-chemical","Prune","Ranger","As Needed","2022-01-04T00:00:00.000","POINT (-122.67338 38.002261)"
"Ring Mountain Monterey Pine Control","Ring Mountain","Endeavor Fire Road, Phyllis Ellman Trail, Loop Trail, Taylor Road, Reed Ranch Fire Road","37.91472","-122.49691",,"Monterey pine","Invasive species control, Fire fuel reduction","Upcoming","2022","Spring, Summer, Fall, Winter","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.49691 37.91472)"
