"woreda","age","sex","head_hh","sex_hh","main_livelihood","number_in_hh","disabilities","camels_gc","camels_mc","camels_pc","total_camel","cattle_gc","cattle_mc","cattle_pc","total_cattle","sheep_gc","sheep_mc","sheep_pc","total_sheep","goats_gc","goats_pc","goats_mc","total_goats","camels_dry_2004ec","camels_die_2004ec","camel_sold_2004ec","camels_dry_2005ec","camels_sold_2005ec","camel_dry_2006ec","camels_die_2006ec","camel_sold_2006ec","cattle_dry_2004ec","cattle_die_2004ec","cattle_sold_2004ec","cattle_dry_2005ec","cattle_die_2005ec","cattle_sold_2005ec","cattle_dry_2006ec","cattle_die_2006ec","sheep_dry_2004ec","sheep_die_2004ec","sheep_sold_2004ec","sheep_dry_2005ec","sheep_die_2005ec","sheep_sold_2005ec","sheep_dry_2006ec","sheep_die_2006ec","sheep_sold_2006ec","goats_dry_2004ec","goats_die_2004ec","goats_sold_2004ec","goats_dry_2005ec","goats_die_2005ec","goats_sold_2005ec","goats_dry_2006ec","goats_die_2006ec","goats_sold_2006ec","lost_pasture","lost_disease","lost_water","lost_theft","migrate_jan","migrate_feb","migrate_mar","migrate_apr","migrate_may","migrate_jun","migrate_jul","migrate_aug","migrate_sept","migrate_oct","migrate_nov","migrate_dec","move_pasture","times_migrated","number_days_migrated","migrate_experience","migrate_scout","migrate_dagu","migration_govt","migration_other","migration_other_text","best_info_source","reliable_scouting","reliable_dagu","reliable_government","reliable_experience","reliable_other","coping_strategy_csa","coping_strategy_csb","coping_strategy_csc","coping_strategy_csd","coping_strategy_csi_score","coping_strategy_cse","coping_strategy_cs2","coping_strategy_drought_threat","coping_strategy_flood_threat","coping_strategy_too_much","coping_strategy_early_rain","coping_strategy_late_rain","coping_strategy_hail_threat","coping_strategy_wind_threat","coping_strategy_landslide","coping_strategy_cold_threat","coping_strategy_heat_threat","coping_strategy_livestock","coping_strategy_crop_disease","coping_strategy_other_threat","coping_strategy_other_threat_1","coping_strategy_risk_actions","coping_strategy_other_risk","coping_strategy_food_jan","coping_strategy_food_feb","coping_strategy_food_mar","coping_strategy_food_apr","coping_strategy_food_may","coping_strategy_food_june","coping_strategy_food_july","coping_strategy_food_aug","coping_strategy_food_sep","coping_strategy_food_oct","coping_strategy_food_nov","coping_strategy_food_dec","coping_strategy_food_stock","coping_strategy_water_and","coping_strategy_water_and_1","coping_strategy_water_and_2","coping_strategy_water_and_3","coping_strategy_water_and_4","coping_strategy_water_and_5","coping_strategy_water_and_6","coping_strategy_water_and_7","coping_strategy_water_and_8","coping_strategy_water_and_9","coping_strategy_water_and_10","coping_strategy_water_and_11","coping_strategy_water_and_12","coping_strategy_water_and_13","coping_strategy_water_and_14","coping_strategy_water_and_15","coping_strategy_water_and_16","coping_strategy_water_and_17","coping_strategy_water_and_18","coping_strategy_water_and_19","coping_strategy_water_and_20","coping_strategy_water_and_21","coping_strategy_water_and_22","coping_strategy_water_and_23","coping_strategy_water_and_24","coping_strategy_water_and_25","cattle_sold_2006ec","camels_die_2005ec"
"Meda_Welabu","31-40","Male","true","---","Farming","11","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","0","0","0","96.43","1","true","true","false","false","true","true","false","false","false","false","true","true","true","false","---","borrow","---","false","false","false","true","true","true","false","false","false","false","false","false","5","Unprotected_well","1","120","3","false","Unprotected_well","false","---","Crop","Crop","same","---","---","same","---","---","---","---","---","true","new_crop","---","true","Ethiopian_gov","---","true","---","---"
"Lege_Hida","21-30","Male","true","---","Livestock_and_Farming","5","false","0","1","0","1","0","1","0","1","0","0","0","0","20 or more","0","0","2","2","1","0","2","0","1","0","0","20 or more","0","0","20 or more","20 or more","0","20 or more","20 or more","0","0","0","0","0","0","0","0","0","10","20 or more","0","20 or more","2","0","20 or more","20 or more","0","Yes","Yes","Yes","Yes","No","No","No","yes","yes","No","No","No","No","No","No","No","Yes","0","0","No","yes","No","No","No","---","Scouting","more","Same","Same","Same","Same","1","1","2","1","83.935","1","true","true","false","false","true","true","false","true","false","true","true","true","true","false","---","borrow reduce_livestock","---","false","false","false","false","false","false","true","true","false","false","false","true","3","Unprotected_well","1","180","3","false","Unprotected_well","false","---","Livestock","Livestock","Inc","govt inputs","---","Inc","inputs","---","Inc","govt","---","true","new_crop","---","true","Ethiopian_gov","---","true","0","1"
"Dolo_Mena","41-50","Female_","true","---","Farming","10","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","1","1","82.15","1","true","true","false","false","true","true","false","false","false","true","true","true","true","false","---","sell_assets","---","false","false","false","false","false","true","false","false","false","false","false","false","4","distribution_pt","4","10","1","true","River","false","---","Other_prime_income","Other_prime_income","Dec","climate","---","Dec","climate","---","---","---","---","true","new_crop","---","true","Ethiopian_gov","---","true","---","---"
"Lege_Hida","31-40","Male","true","---","Livestock_and_Farming","7","false","20 or more","3","0","7","20 or more","3","3","10","1","0","0","1","20 or more","4","0","7","0","0","0","0","0","1","0","0","10","1","0","20 or more","20 or more","0","20 or more","20 or more","0","0","0","0","0","0","1","0","0","20 or more","20 or more","0","20 or more","0","0","20 or more","0","0","Yes","Yes","Yes","Yes","No","No","No","yes","yes","No","No","No","No","No","No","No","Yes","2","60","yes","yes","No","yes","No","---","Scouting","more","Same","Less","Less","Same","1","2","1","2","76.795","1","true","true","false","false","true","true","false","false","false","false","true","true","true","false","---","reduce_meal reduce_livestock","---","false","false","false","false","false","false","false","false","false","false","true","true","7","Unprotected_well","1","240","3","false","Unprotected_well","false","---","Livestock","Livestock","same","---","---","Inc","govt inputs climate","---","Dec","govt","---","true","new_crop","---","true","Ethiopian_gov","---","true","0","0"
"Lege_Hida","<=20 years","Male","true","---","Farming","3","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","No","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","1","2","0","87.505","1","true","false","false","false","false","true","false","false","false","false","true","true","true","false","---","conserve_soil","---","true","false","false","true","false","false","false","false","false","false","false","false","2","Unprotected_well","2","240","3","false","Unprotected_well","false","---","Crop","Crop","Inc","climate","---","Inc","climate","---","---","---","---","false","water_harvest","---","true","Ethiopian_gov","---","true","---","---"
"Lege_Hida","21-30","Male","true","---","Livestock_and_Farming","6","false","20 or more","1","0","6","1","1","1","3","20 or more","5","0","8","10","0","1","11","0","0","0","0","0","0","0","0","20 or more","0","0","20 or more","20 or more","0","20 or more","20 or more","20 or more","0","0","5","0","0","5","0","0","20 or more","0","0","0","0","0","20 or more","0","0","No","No","No","No","No","No","No","No","No","No","No","yes","yes","No","No","No","No","1","1","yes","yes","No","yes","No","---","govt_early_warning","more","more","more","more","more","0","0","0","0","100","0","false","false","false","false","false","true","false","false","false","false","false","false","false","false","---","spend_saving","---","false","false","false","false","false","false","false","false","false","false","false","false","3","Protected_spring","3","90","3","false","Protected_Well","true","No","Crop","Crop Livestock Petty_trade Other_prime_income","Inc","inputs climate","---","Inc","inputs climate","---","Inc","price climate","---","true","new_crop water_harvest management_plan","---","true","other_support","psnp","true","0","0"
"Meda_Welabu","21-30","Male","true","---","Livestock_and_Farming","5","false","20 or more","2","0","4","20 or more","2","2","6","0","0","0","0","20 or more","2","0","4","6","2","0","0","0","0","0","0","20 or more","20 or more","0","20 or more","20 or more","2","20 or more","20 or more","0","0","0","0","0","0","0","0","0","20 or more","1","0","20 or more","2","0","20 or more","20 or more","0","Yes","Yes","Yes","No","yes","No","No","yes","No","No","No","No","No","No","No","No","Yes","2","2","No","yes","No","No","No","---","Scouting","more","more","more","more","more","3","2","1","0","82.15","2","false","true","false","false","false","true","false","false","false","false","false","true","true","false","---","reduce_meal spend_saving","---","true","false","false","true","true","false","false","false","false","false","false","false","4","Unprotected_well","1","60","3","false","Unprotected_well","false","---","Crop","Crop","Dec","price climate","---","Dec","price climate","---","Dec","price climate","---","false","---","---","true","Ethiopian_gov","---","true","0","0"
"Dolo_Mena","<=20 years","Female_","true","---","Livestock_and_Farming","8","false","20 or more","0","1","5","0","0","1","1","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","20 or more","1","0","20 or more","20 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","No","Yes","No","yes","No","No","yes","No","No","No","No","No","No","No","No","No","2","1","yes","No","No","No","No","---","Scouting","more","more","more","more","more","3","2","2","3","66.085","1","false","false","false","false","false","true","false","false","false","false","true","false","true","false","---","spend_saving","---","false","false","false","true","true","true","false","false","false","false","false","false","3","Unprotected_spring","3","15","1","false","Unprotected_spring","false","---","Crop","Crop","Dec","price climate","---","Dec","price climate","---","Dec","price climate","---","true","new_crop","---","false","---","---","true","0","0"
"Dolo_Mena","<=20 years","Female_","true","---","Livestock_and_Farming","3","false","20 or more","0","0","5","20 or more","0","0","5","0","0","0","0","15","0","0","15","0","0","0","0","0","0","0","0","0","0","0","20 or more","20 or more","2","20 or more","20 or more","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","10","20 or more","20 or more","Yes","No","Yes","Yes","yes","No","No","yes","No","No","No","No","No","No","No","No","Yes","2","3","yes","No","No","No","No","---","Scouting","more","more","more","more","more","2","4","1","1","71.44","2","false","true","false","false","false","true","false","false","false","false","true","false","true","false","---","spend_saving","---","true","false","false","true","false","false","false","false","false","false","false","false","10","Unprotected_spring","2","60","3","false","Unprotected_spring","false","---","Crop","Crop","Dec","price climate","---","Dec","price climate","---","Dec","price climate","---","true","livestock_new","---","true","Ethiopian_gov","---","true","1","0"
"Dolo_Mena","<=20 years","Female_","false","Female","Livestock_and_Farming","5","false","0","0","0","0","20 or more","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20 or more","1","0","20 or more","20 or more","0","20 or more","20 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","No","No","No","yes","No","No","yes","No","No","No","No","No","No","No","No","No","2","2","No","yes","No","No","No","---","Scouting","more","more","more","more","more","0","0","0","0","100","0","false","false","false","false","false","true","false","false","false","false","true","false","false","false","---","new_livestock","---","true","false","false","true","false","false","false","false","false","false","false","false","7","Unprotected_well","2","30","2","true","Unprotected_well","false","---","Livestock","Livestock","Inc","inputs","---","Inc","inputs","---","Inc","inputs","---","false","---","---","true","Ethiopian_gov","---","true","0","0"
"Dolo_Mena","21-30","Male","false","Male","Livestock_and_Farming","2","true","0","0","0","0","20 or more","0","0","6","0","0","0","0","20 or more","0","0","6","0","0","0","0","0","0","0","0","20 or more","0","0","20 or more","20 or more","7","20 or more","20 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","Yes","Yes","No","No","No","No","yes","No","No","No","No","No","No","No","No","Yes","2","2","yes","yes","No","No","No","---","Previous_experience","more","more","more","more","more","0","0","0","0","100","0","true","false","false","false","false","false","false","false","false","false","true","true","false","false","---","seed_stock","---","true","false","false","true","false","false","false","false","false","false","false","false","2","distribution_pt","2","15","1","true","distribution_pt","true","Yes","Crop","Crop","Inc","price","---","Dec","price","---","Dec","price","---","false","---","---","true","Ethiopian_gov","---","true","0","0"
"Dolo_Mena",">60","Female_","true","---","Livestock_and_Farming","5","true","0","0","6","6","0","0","6","6","0","0","0","0","0","10","3","13","20","3","5","20","5","0","0","0","20 or more","0","0","1","1","0","20 or more","20 or more","0","0","0","0","0","0","0","0","0","15","20 or more","20 or more","20 or more","0","3","10","20 or more","20 or more","Yes","Yes","No","No","yes","No","No","yes","No","No","No","No","No","No","No","No","Yes","2","1","yes","yes","No","No","No","---","Scouting","more","more","more","more","more","2","3","1","3","64.3","2","false","true","false","false","false","true","false","false","false","false","true","false","true","false","---","spend_saving sell_assets","---","true","false","false","true","false","false","false","false","false","false","false","false","3","Unprotected_spring","1","60","2","false","Unprotected_spring","false","---","Crop","Crop","Dec","price climate","---","Dec","price climate","---","Dec","price climate","---","false","---","---","true","Ethiopian_gov","---","true","0","10"
