SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,ReasonCode,ResolutionCode,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-406055001,12/27/2016 10:25:00 AM,01/07/2017 01:35:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,01/07/2017 12:00:00 AM,01/07/2017 01:35:00 PM,57,Q,Y,N,"3056 S MOTOR AVE, 90064",3056,S,MOTOR,AVE,90064,34.03506507,-118.4094754,"(34.0350650739, -118.409475412)",632,F,6,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES,24029,872,1124,9,6,75
1-406053411,12/27/2016 10:24:00 AM,12/27/2016 10:26:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/29/2016 12:00:00 AM,12/27/2016 10:26:00 AM,56,A,Y,N,"14700 CAMARILLO ST, 91403",14700,,CAMARILLO,ST,91403,34.15732938,-118.4545012,"(34.1573293798, -118.454501207)",561,J,4,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19732,336,677,,7,83
1-406050151,12/27/2016 10:22:00 AM,12/27/2016 10:24:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/29/2016 12:00:00 AM,12/27/2016 10:24:00 AM,56,A,Y,N,"4597 CLYBOURN AV, 91602",4597,,CLYBOURN,AV,91602,34.15399514,-118.3500875,"(34.1539951362, -118.350087474)",563,C,4,South Valley APC,4,David Ryu,28,GREATER TOLUCA LAKE NC,NORTH HOLLYWOOD,8489,214,459,,7,5
1-406049121,12/27/2016 10:22:00 AM,01/03/2017 02:23:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,HB,01/03/2017 12:00:00 AM,01/03/2017 02:23:00 PM,,A,Y,N,"1657 W 224TH ST, 90501",1657,W,224TH,ST,90501,33.82342156,-118.3083928,"(33.8234215596, -118.308392817)",763,J,7,Harbor APC,15,Joe Buscaino,91,HARBOR GATEWAY SOUTH NC,HARBOR,25715,946,1321,,15,55
1-406045841,12/27/2016 10:21:00 AM,12/29/2016 12:23:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/29/2016 12:00:00 AM,12/29/2016 12:23:00 PM,,A,Y,N,"14304 W DICKENS ST, 91423",14304,W,DICKENS,ST,91423,34.14893401,-118.4448578,"(34.1489340101, -118.444857779)",562,A,5,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19736,334,681,,7,83
1-406044631,12/27/2016 10:20:00 AM,12/29/2016 11:54:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/29/2016 12:00:00 AM,12/29/2016 11:54:00 AM,,A,Y,N,"15009 W DICKENS ST, 91403",15009,W,DICKENS,ST,91403,34.151661,-118.4601718,"(34.1516609961, -118.460171817)",561,J,4,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19732,335,565,,7,83
1-406041121,12/27/2016 10:20:00 AM,04/13/2017 08:52:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/30/2016 12:00:00 AM,04/13/2017 08:52:00 AM,55,A,Y,N,"WASHINGTON BLVD AT PALOMA ST, 90021",,,,,90021,34.02544526,-118.2524517,"(34.0254452621, -118.252451739)",634,F,7,South Los Angeles APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON,23082,702,1220,7,13,76
1-406038361,12/27/2016 10:19:00 AM,12/29/2016 01:29:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,HB,12/29/2016 12:00:00 AM,12/29/2016 01:29:00 PM,,A,Y,N,"965 W 25TH ST, 90731",965,W,25TH,ST,90731,33.72143866,-118.2983136,"(33.7214386623, -118.298313643)",824,A,7,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR,3342,985,1211,15,15,33
1-406039521,12/27/2016 10:18:00 AM,12/27/2016 10:20:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/30/2016 12:00:00 AM,12/27/2016 10:20:00 AM,56,A,Y,N,"5700 N STANSBURY AVE, 91401",5700,N,STANSBURY,AVE,91401,34.1739782,-118.4409945,"(34.1739782008, -118.440994505)",562,B,1,South Valley APC,4,David Ryu,20,VAN NUYS NC,VAN NUYS,19729,242,948,,7,18
1-406037921,12/27/2016 10:18:00 AM,12/30/2016 01:13:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/30/2016 12:00:00 AM,12/30/2016 01:13:00 PM,,A,Y,N,"7247 N DUSTIN ALLAN LANE, 91405",7247,N,DUSTIN ALLAN,LANE,91405,34.2025112,-118.4588188,"(34.2025111992, -118.458818809)",531,J,4,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19733,218,581,,3,18
1-406032191,12/27/2016 10:17:00 AM,04/13/2017 08:51:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/30/2016 12:00:00 AM,04/13/2017 08:51:00 AM,55,A,Y,N,"WASHINGTON BLVD AT PALOMA ST, 90021",,,,,90021,34.02544526,-118.2524517,"(34.0254452621, -118.252451739)",634,F,7,South Los Angeles APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON,23082,702,1220,7,13,76
1-406036241,12/27/2016 10:16:00 AM,12/29/2016 08:19:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/29/2016 12:00:00 AM,12/29/2016 08:19:00 AM,,A,Y,N,"2063 WOLLAM ST, 90065",2063,,WOLLAM,ST,90065,34.10596889,-118.2283106,"(34.1059688913, -118.228310649)",594,H,3,East Los Angeles APC,1,Gilbert Cedillo,39,GLASSELL PARK NC,NORTHEAST,24030,387,1431,13,11,56
1-406022471,12/27/2016 10:11:00 AM,01/06/2017 09:53:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/30/2016 12:00:00 AM,01/06/2017 09:53:00 AM,,Q,Y,N,"3504 W WHITE HOUSE PL, 90004",3504,W,WHITE HOUSE,PL,90004,34.07222728,-118.2894241,"(34.0722272753, -118.289424075)",634,A,1,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,OLYMPIC,22721,580,885,16,8,80
1-406018171,12/27/2016 10:08:00 AM,12/30/2016 10:57:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/30/2016 12:00:00 AM,12/30/2016 10:57:00 AM,,A,Y,N,"71ST ST AT WEST BLVD, 90043",,,,,90043,33.97562275,-118.3352481,"(33.975622754, -118.33524813)",673,E,7,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,25422,1960,,7,14,24
1-406008441,12/27/2016 10:05:00 AM,01/11/2017 01:54:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/30/2016 12:00:00 AM,01/11/2017 01:54:00 PM,56,A,Y,N,"922 S STANFORD AVE, 90021",922,S,STANFORD,AVE,90021,34.03405546,-118.2478643,"(34.0340554577, -118.247864332)",634,F,6,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON,23082,703,1018,,9,76
1-406006131,12/27/2016 10:03:00 AM,01/03/2017 10:37:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/02/2017 12:00:00 AM,01/03/2017 10:37:00 AM,52,A,Y,N,"10825 S COMPTON AVE, 90059",10825,S,COMPTON,AVE,90059,33.93701881,-118.2464316,"(33.9370188087, -118.246431575)",704,G,6,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,24354,817,1187,7,15,40
1-405984191,12/27/2016 09:58:00 AM,01/03/2017 11:55:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,01/03/2017 12:00:00 AM,01/03/2017 11:55:00 AM,,Q,Y,N,"3821 NICOLET AV, 90008",3821,,NICOLET,AV,90008,34.01763949,-118.3505896,"(34.0176394875, -118.350589649)",673,C,2,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,23077,762,1009,7,12,54
1-405981851,12/27/2016 09:57:00 AM,01/04/2017 03:12:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/31/2016 12:00:00 AM,01/04/2017 03:12:00 PM,,Q,Y,N,"1952 N IVAR AVE, 90068",1952,N,IVAR,AVE,90068,34.10659992,-118.3283772,"(34.1065999235, -118.328377214)",593,F,3,Central APC,4,David Ryu,30,HOLLYWOOD UNITED NC,HOLLYWOOD,24033,406,716,,7,64
1-405972911,12/27/2016 09:54:00 AM,12/28/2016 08:46:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/28/2016 12:00:00 AM,12/28/2016 08:46:00 AM,,A,Y,N,"818 W AVENUE 52, 90042",818,W,AVENUE 52,,90042,34.11505083,-118.2038101,"(34.1150508326, -118.203810092)",595,B,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,368,586,,11,93
1-405931551,12/27/2016 09:49:00 AM,12/31/2016 09:03:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,12/31/2016 12:00:00 AM,12/31/2016 09:03:00 AM,,A,Y,N,"3552 S CENTINELA AVE, 90066",3552,S,CENTINELA,AVE,90066,34.00923159,-118.4375873,"(34.0092315854, -118.4375873)",672,B,3,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC,24031,899,861,10,10,27
1-405922101,12/27/2016 09:47:00 AM,01/11/2017 12:34:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,EV,12/30/2016 12:00:00 AM,01/11/2017 12:34:00 PM,56,A,Y,N,"14830 W BURBANK BLVD, 91411",14830,W,BURBANK,BLVD,91411,34.17187657,-118.4564045,"(34.1718765684, -118.456404498)",561,J,2,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19735,247,666,,7,83
1-405917561,12/27/2016 09:45:00 AM,12/30/2016 12:32:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,12/30/2016 12:00:00 AM,12/30/2016 12:32:00 PM,,Q,Y,N,"8319 W 1ST ST, 90048",8319,W,1ST,ST,90048,34.07448289,-118.3706458,"(34.0744828861, -118.370645838)",633,A,1,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE,23679,631,1093,,6,26
1-405911991,12/27/2016 09:42:00 AM,12/28/2016 08:18:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/28/2016 12:00:00 AM,12/28/2016 08:18:00 AM,,A,Y,N,"1100 W 49TH ST, 90037",1100,W,49TH,ST,90037,33.99854328,-118.2939891,"(33.9985432836, -118.293989146)",674,A,4,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET,23668,741,1155,7,13,2
1-405911901,12/27/2016 09:42:00 AM,12/28/2016 12:34:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,12/28/2016 12:00:00 AM,12/28/2016 12:34:00 PM,,A,Y,N,"6717 N WILKINSON AVE, 91606",6717,N,WILKINSON,AVE,91606,34.19255189,-118.4042918,"(34.1925518929, -118.40429184)",532,F,6,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,NORTH HOLLYWOOD,8889,180,406,,5,70
1-405903921,12/27/2016 09:38:00 AM,12/29/2016 09:14:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/29/2016 12:00:00 AM,12/29/2016 09:14:00 AM,,A,Y,N,"806 E 74TH ST, 90001",806,E,74TH,ST,90001,33.97287141,-118.2605572,"(33.9728714058, -118.260557152)",704,E,1,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET,22350,790,997,7,13,46
1-405900881,12/27/2016 09:37:00 AM,01/11/2017 02:08:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/30/2016 12:00:00 AM,01/11/2017 02:08:00 PM,56,A,Y,N,"825 S CROCKER ST, 90021",825,S,CROCKER,ST,90021,34.03709997,-118.2489126,"(34.0370999653, -118.2489126)",634,F,6,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON,23082,703,1018,,9,76
1-405897791,12/27/2016 09:36:00 AM,12/30/2016 02:27:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,HB,12/30/2016 12:00:00 AM,12/30/2016 02:27:00 PM,,A,Y,N,"644 N FLINT AVE, 90744",644,N,FLINT,AVE,90744,33.7790233,-118.2491808,"(33.7790232965, -118.249180809)",794,G,6,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,963,807,,15,15
1-405895631,12/27/2016 09:35:00 AM,12/27/2016 12:13:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/03/2017 12:00:00 AM,12/27/2016 12:13:00 PM,,A,Y,N,"1507 S ARLINGTON AVE, 90019",1507,S,ARLINGTON,AVE,90019,34.04519376,-118.3179369,"(34.0451937583, -118.317936884)",633,G,5,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",WILSHIRE,23080,649,899,,12,19
1-405885981,12/27/2016 09:31:00 AM,12/29/2016 08:23:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WV,12/29/2016 12:00:00 AM,12/29/2016 08:23:00 AM,,A,Y,N,"17025 W VANOWEN ST, 91406",17025,W,VANOWEN,ST,91406,34.19401769,-118.5042667,"(34.1940176892, -118.504266745)",531,C,6,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,301,,3,61
1-405881051,12/27/2016 09:29:00 AM,12/30/2016 01:58:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,12/30/2016 12:00:00 AM,12/30/2016 01:58:00 PM,,A,Y,N,"SHERMAN WAY AT KESTER AVE, 91405",,,,,91405,34.2012947,-118.4575017,"(34.2012946965, -118.457501733)",531,J,4,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19733,218,581,,3,18
1-405880601,12/27/2016 09:27:00 AM,12/30/2016 02:28:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,HB,12/30/2016 12:00:00 AM,12/30/2016 02:28:00 PM,,Q,Y,N,"629 N SANFORD AVE, 90744",629,N,SANFORD,AVE,90744,33.77855167,-118.250762,"(33.7785516742, -118.250762026)",794,F,6,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,963,807,,15,15
1-405872171,12/27/2016 09:24:00 AM,12/29/2016 09:14:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/29/2016 12:00:00 AM,12/29/2016 09:14:00 AM,,A,Y,N,"MAIN ST AT 76TH ST, 90003",,,,,90003,33.9708115,-118.273954,"(33.9708115027, -118.273954041)",704,C,1,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET,22352,793,1004,7,13,46
1-405867081,12/27/2016 09:20:00 AM,12/29/2016 11:37:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,12/29/2016 12:00:00 AM,12/29/2016 11:37:00 AM,,Q,Y,N,"2744 S BARRINGTON AVE, 90064",2744,S,BARRINGTON,AVE,90064,34.02474187,-118.440085,"(34.0247418711, -118.440084974)",672,B,1,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC,24029,890,839,9,10,27
1-405857711,12/27/2016 09:17:00 AM,12/30/2016 02:28:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,HB,12/30/2016 12:00:00 AM,12/30/2016 02:28:00 PM,,A,Y,N,"934 N BROAD AVE, 90744",934,N,BROAD,AVE,90744,33.78232089,-118.2608409,"(33.78232089, -118.260840938)",794,E,6,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,963,807,,15,15
1-405857341,12/27/2016 09:17:00 AM,12/29/2016 10:47:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/29/2016 12:00:00 AM,12/29/2016 10:47:00 AM,,A,Y,N,"201 S LAKE ST, 90057",201,S,LAKE,ST,90057,34.06617876,-118.2722899,"(34.0661787627, -118.272289878)",634,C,2,Central APC,13,Mitch O'Farrell,97,WESTLAKE NORTH NC,RAMPART,24352,554,518,,8,67
1-405829351,12/27/2016 09:04:00 AM,12/29/2016 10:35:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/29/2016 12:00:00 AM,12/29/2016 10:35:00 AM,,A,Y,N,"4801 STAUNTON AV, 90058",4801,,STAUNTON,AV,90058,34.00021512,-118.2422047,"(34.0002151192, -118.242204703)",674,G,4,South Los Angeles APC,9,Curren D. Price Jr.,110,CENTRAL ALAMEDA NC,NEWTON,24353,720,1245,7,13,51
1-405824951,12/27/2016 09:01:00 AM,12/29/2016 11:24:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/29/2016 12:00:00 AM,12/29/2016 11:24:00 AM,,A,Y,N,"17442 W HEMMINGWAY ST, 91325",17442,W,HEMMINGWAY,ST,91325,34.21338301,-118.5132938,"(34.213383014, -118.513293795)",531,B,3,South Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,WEST VALLEY,18514,252,259,,2,65
1-405811101,12/27/2016 08:54:00 AM,12/30/2016 09:35:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/30/2016 12:00:00 AM,12/30/2016 09:35:00 AM,,A,Y,N,"2301 W HYDE PARK BLVD, 90043",2301,W,HYDE PARK,BLVD,90043,33.98392434,-118.3190059,"(33.9839243375, -118.319005872)",673,G,6,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,754,1506,7,14,24
1-405807051,12/27/2016 08:52:00 AM,12/30/2016 09:36:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/30/2016 12:00:00 AM,12/30/2016 09:36:00 AM,,A,Y,N,"2327 W SOUTHWEST DR, 90043",2327,W,SOUTHWEST,DR,90043,33.9827111,-118.3193728,"(33.9827110964, -118.319372767)",673,G,6,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,754,1059,7,14,24
1-405809501,12/27/2016 08:51:00 AM,12/29/2016 01:30:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,HB,12/29/2016 12:00:00 AM,12/29/2016 01:30:00 PM,,A,Y,N,"2410 S ALMA ST, 90731",2410,S,ALMA,ST,90731,33.72222656,-118.2989179,"(33.7222265637, -118.298917888)",824,A,7,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR,3342,982,1211,,15,33
1-405801951,12/27/2016 08:48:00 AM,12/28/2016 12:54:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,12/28/2016 12:00:00 AM,12/28/2016 12:54:00 PM,,Q,Y,N,"INDIANA AVE AT 7TH AVE, 90291",,,,,90291,33.99745915,-118.4669528,"(33.9974591485, -118.466952798)",671,H,5,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC,25073,906,849,10,10,30
1-405758961,12/27/2016 08:28:00 AM,12/29/2016 11:03:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/29/2016 12:00:00 AM,12/29/2016 11:03:00 AM,,A,Y,N,"1104 S SPENCE ST, 90023",1104,S,SPENCE,ST,90023,34.02259925,-118.2009838,"(34.0225992482, -118.200983757)",675,C,1,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23441,528,1269,,9,38
1-405735831,12/27/2016 08:11:00 AM,12/30/2016 09:23:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/30/2016 12:00:00 AM,12/30/2016 09:23:00 AM,52,A,Y,N,"1213 E 51ST ST, 90011",1213,E,51ST,ST,90011,33.99722016,-118.2539569,"(33.99722016, -118.253956863)",674,F,4,South Los Angeles APC,9,Curren D. Price Jr.,110,CENTRAL ALAMEDA NC,NEWTON,22727,718,563,7,13,51
1-405731351,12/27/2016 08:10:00 AM,02/01/2017 06:36:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,01/06/2017 12:00:00 AM,02/01/2017 06:36:00 AM,56,Q,Y,N,"RINALDI ST AT LAUREL CANYON BLVD, 91340",,,,,91340,34.27984927,-118.4545766,"(34.2798492738, -118.454576593)",501,J,1,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18910,71,1405,,1,47
1-405708180,12/27/2016 07:55:00 AM,12/28/2016 08:33:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,EV,12/28/2016 12:00:00 AM,12/28/2016 08:33:00 AM,,A,Y,,"10605 W CHANDLER BLVD, 91601",10605,W,CHANDLER,BLVD,91601,34.16880173,-118.3618436,"(34.1688017339, -118.361843598)",563,B,2,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8488,208,526,,5,13
1-405696141,12/27/2016 07:39:00 AM,12/28/2016 10:15:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/28/2016 12:00:00 AM,12/28/2016 10:15:00 AM,,A,Y,N,"2911 W COLORADO BLVD, 90041",2911,W,COLORADO,BLVD,90041,34.14294061,-118.2285172,"(34.1429406079, -118.228517246)",564,H,5,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,355,570,30,9,60
1-405693041,12/27/2016 07:38:00 AM,12/28/2016 08:28:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/28/2016 12:00:00 AM,12/28/2016 08:28:00 AM,,A,Y,N,"20946 W DEVONSHIRE ST, 91311",20946,W,DEVONSHIRE,ST,91311,34.25706565,-118.590103,"(34.2570656521, -118.590102973)",500,B,4,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE,4284,99,1256,4,2,43
1-405684424,12/27/2016 07:35:00 AM,01/03/2017 10:00:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 10:00:00 AM,,A,Y,,"1770 S VINEYARD AVE, 90019",1770,S,VINEYARD,AVE,90019,34.0418149,-118.3389513,"(34.0418148967, -118.338951329)",633,E,5,South Los Angeles APC,10,Herb J. Wesson Jr.,73,MID CITY NC,WILSHIRE,23080,651,1106,,12,69
1-405247221,12/26/2016 08:45:00 PM,12/30/2016 07:44:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/30/2016 12:00:00 AM,12/30/2016 07:44:00 AM,,A,Y,N,"5895 S NORMANDIE AVE, 90044",5895,S,NORMANDIE,AVE,90044,33.98760381,-118.3003574,"(33.9876038084, -118.300357418)",673,J,6,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,77TH STREET,23678,768,1052,7,14,35
1-405251631,12/26/2016 08:38:00 PM,12/30/2016 12:22:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/30/2016 12:00:00 AM,12/30/2016 12:22:00 PM,,Q,Y,N,"1201 W GAGE AVE, 90044",1201,W,GAGE,AVE,90044,33.98246908,-118.2961406,"(33.9824690755, -118.296140622)",674,A,6,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,77TH STREET,23675,768,1159,7,14,35
1-405243431,12/26/2016 08:32:00 PM,12/29/2016 03:16:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/29/2016 12:00:00 AM,12/29/2016 03:16:00 PM,,A,Y,N,"312 W GAGE AVE, 90003",312,W,GAGE,AVE,90003,33.98228417,-118.2788176,"(33.9822841666, -118.278817574)",674,C,6,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),NEWTON,22352,787,993,7,13,46
1-405244121,12/26/2016 08:28:00 PM,12/29/2016 03:15:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/29/2016 12:00:00 AM,12/29/2016 03:15:00 PM,,A,Y,N,"336 W GAGE AVE, 90003",336,W,GAGE,AVE,90003,33.98222362,-118.2796671,"(33.9822236212, -118.279667074)",674,C,6,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),NEWTON,22352,787,993,7,13,46
1-405245171,12/26/2016 08:22:00 PM,12/28/2016 07:42:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 07:42:00 AM,,A,Y,N,"5415 S NORMANDIE AVE, 90037",5415,S,NORMANDIE,AVE,90037,33.9927391,-118.3003952,"(33.9927390958, -118.300395238)",673,J,5,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,77TH STREET,24027,744,1051,7,14,35
1-405246681,12/26/2016 08:19:00 PM,12/28/2016 09:37:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 09:37:00 AM,,Q,Y,N,"1613 W EXPOSITION BLVD, 90018",1613,W,EXPOSITION,BLVD,90018,34.01857482,-118.3094408,"(34.018574823, -118.309440758)",673,H,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,687,1295,7,14,32
1-405244741,12/26/2016 08:17:00 PM,12/28/2016 10:24:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 10:24:00 AM,,Q,Y,N,"3771 S LA SALLE AVE, 90018",3771,S,LA SALLE,AVE,90018,34.01852872,-118.3052469,"(34.0185287194, -118.305246851)",673,J,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,690,912,7,14,32
