LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000047078-0001-7,CLARK/BESSEMER LLC,CLARK/BESSEMER,11468 DONA DOLORES PLACE,STUDIO CITY,91604-4239,11468 DONA DOLORES 91604-4239,,,,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1992,"(34.1312, -118.3839)",8492,5,352,711,,84
0000047088-0001-1,EDWINA SKAFF,CASA ROSA,4724 SEPULVEDA BLVD,SHERMAN OAKS,91403-5431,4724 SEPULVEDA 91403-5431,17940 RANCHO STREET,ENCINO,91316-4211,Lessors of real estate (including mini warehouses & self-storage units),4,05/18/1990,"(34.1563, -118.4659)",19732,7,335,883,,83
0000047088-0002-9,EDWINA SKAFF,JUEL PARK LINGERIE,17940 RANCHO STREET,ENCINO,91316-4211,17940 RANCHO 91316-4211,,,,"Apparel, piece goods, & notions",4,10/01/2012,"(34.1563, -118.5237)",4286,6,328,662,,62
0000047529-0001-4,DANIEL L. BERNSTEIN ACCOUNTANCY CORP.,,2928 PASSMORE DRIVE,LOS ANGELES,90068-1717,2928 PASSMORE 90068-1717,11271 VENTURA BLVD SUITE #521,STUDIO CITY,91604-3136,Other accounting services,4,07/01/1975,"(34.1241, -118.3516)",23677,7,350,627,11,82
0000047989-0003-5,RAMTIN MASSOUDI MD INC,ALUNA A MEDICAL CORPORATION,16661 VENTURA BLVD #824,ENCINO,91436-4802,16661 VENTURA 91436-4802,,,,Offices of physicians (except mental health specialists),4,08/18/2009,"(34.1581, -118.4964)",19737,6,326,1499,6,62
0000048000-0001-2,NEWFORM CONSTRUCTION INC,,7405 DEL ZURO DRIVE,LOS ANGELES,90046-1327,7405 DEL ZURO 90046-1327,,,,Single Family Housing Construction (1997 NAICS),4,11/01/2003,"(34.1204, -118.3553)",23677,7,456,625,46,82
0000048025-0001-2,DAVID CREDE LIVINGSTON,,2750 N BEACHWOOD DRIVE,LOS ANGELES,90068-1922,2750 BEACHWOOD 90068-1922,,,,General merchandise stores,4,06/01/2004,"(34.1209, -118.3219)",24033,7,404,543,42,64
0000048484-0001-2,SHEILA KRASNOFF,CANOGA PARK FAMILY LIMITED PARTNERSHIP | SHEILA KRASNOFF CANOGA PARK FAMILY,4728   PARK ENCINO LANE   SUITE #117,ENCINO,91436-3270,4728 PARK ENCINO 91436-3270,4728   PARK ENCINO LANE   SUITE #117,ENCINO,91436-3270,Lessors of real estate (including mini warehouses & self-storage units),4,11/01/1975,"(34.1575, -118.5002)",19737,6,326,1499,,62
0000048534-0001-2,MORDECAI LLC,,12009 HOFFMAN STREET,STUDIO CITY,91604-2035,12009 HOFFMAN 91604-2035,3638 BERRYMAN AVENUE,LOS ANGELES,90066-3306,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1992,"(34.1447, -118.3927)",8492,5,347,390,,84
0000048581-0001-7,MICHAEL D CHANEY,LAW OFFICE OF MICHAEL CHANEY,16133   VENTURA BLVD   #1140,ENCINO,91436-2403,16133 VENTURA 91436-2403,,,,Legal services,4,08/15/1992,"(34.1571, -118.4849)",19737,6,326,665,6,62
0000048666-0001-1,INSIGHT MANAGEMENT SYSTEMS INC,,17337 VENTURA BLVD #307,ENCINO,91316-3955,17337 VENTURA 91316-3955,,,,Computer & software stores,4,04/01/1993,"(34.1609, -118.5104)",4286,6,325,328,6,62
0000048682-0001-0,CAMP ALLIGATOR PRODUCTIONS,CAMP ALLIGATOR PRODUCTIONS,13348 ALBERS STREET,SHERMAN OAKS,91401-5316,13348 ALBERS 91401-5316,13348 ALBERS STREET,SHERMAN OAKS,91401-5316,Other miscellaneous nondurable goods,4,06/05/2001,"(34.1703, -118.4241)",19729,7,201,515,,83
0000048725-0001-0,KOUROSH R GORDNIA,SYSNET SOLUTIONS,17503   BURBANK BLVD,ENCINO,91316-1719,17503 BURBANK 91316-1719,,,,Computer & software stores,4,04/01/1993,"(34.1726, -118.5144)",4286,6,315,340,,62
0000048765-0002-2,STUART N SAMUELS,B & H PROMOTIONAL CONCEPTS,14159   DICKENS STREET   SUITE #204,SHERMAN OAKS,91423-5806,14159 DICKENS 91423-5806,,,,Other miscellaneous nondurable goods,4,02/01/2017,"(34.1488, -118.442)",19736,7,334,681,,83
0000049046-0001-1,EDWARD J HOWELL ALC,,15303 VENTURA BLVD #900,SHERMAN OAKS,91403-3199,15303 VENTURA 91403-3199,,,,Legal services,4,04/01/1975,"(34.1537, -118.4657)",19732,7,335,565,6,83
0000049532-0001-1,DONNA MARIE OSBORNE,,6513 LAKERIDGE ROAD,LOS ANGELES,90068-1813,6513 LAKERIDGE 90068-1813,,,,Other miscellaneous nondurable goods,4,09/09/2001,"(34.1235, -118.3377)",24033,7,407,714,11,82
0000049545-0001-8,HOGS BREATH STUDIO RENTALS INC,HOGS BREATH STUDIO RENTAL,10862 FRUITLAND DRIVE,STUDIO CITY,91604-3508,10862 FRUITLAND 91604-3508,POST OFFICE BOX #720493,NORMAN,73070-4362,Automotive equipment rental & leasing,4,01/01/1993,"(34.1385, -118.3662)",8492,5,351,973,6,84
0000049575-0001-9,BRUCE MILLER,BRUCE MILLER & ASSOC,15315 MAGNOLIA BLVD #113,SHERMAN OAKS,91403-1100,15315 MAGNOLIA 91403-1100,,,,Other accounting services,4,02/02/2002,"(34.1648, -118.4665)",19732,7,248,675,,83
0000049638-0001-6,SCPT REAL PROPERTY HOLDINGS INC,SOUTHERN CALIF PIPE TRADES ADMN CORP-PROPERTY MANAGEMENT,501 SHATTO PLACE FLOOR #1ST,LOS ANGELES,90020-1738,501 SHATTO 90020-1738,900 WILSHIRE BLVD SUITE #2400,LOS ANGELES,90017-4790,Lessors of real estate (including mini warehouses & self-storage units),4,08/01/1975,,,,,,,
0000049658-0001-3,SCOTT WYMAN ESQ,,15915 VENTURA BLVD #304,ENCINO,91436-4438,15915 VENTURA 91436-4438,POST OFFICE BOX #50053,STUDIO CITY,91614-5006,Legal services,4,06/01/1989,"(34.1558, -118.4795)",19737,6,338,1500,6,62
0000049686-0001-5,WESTBEACH GROUP INC,WEST BEACH SYSTEMS,14704  1/2 VENTURA BLVD,SHERMAN OAKS,91403-3640,14704 VENTURA 91403-3640,14622 VENTURA BLVD SUITE #102,SHERMAN OAKS,91403-3662,Investigation & security services,4,01/01/1989,"(34.1517, -118.4539)",19732,7,337,680,6,83
0000049702-0001-6,TRANSITION MUSIC CORP,,3570 WILLOWCREST AVENUE,STUDIO CITY,91604-3918,3570 WILLOWCREST 91604-3918,POST OFFICE BOX #2586,TOLUCA LAKE,91610-0586,Other consumer goods rental,4,03/09/1993,"(34.1348, -118.3704)",8492,5,350,973,11,84
0000049787-0001-8,THOMAS J RULE,RULE CONSTRUCTION GROUP,3405 N KNOLL DRIVE,LOS ANGELES,90068-1521,3405 KNOLL 90068-1521,3405 N KNOLL DRIVE,LOS ANGELES,90068-1521,Employment services,4,01/01/1993,"(34.1301, -118.3432)",24033,7,407,715,11,82
0000049936-0001-1,PETER LEO MARTINEZ,VAAM MUSIC,3740 EVANS STREET #B101,LOS ANGELES,90027-3359,3740 EVANS 90027-3359,,,,"Books, periodicals, & newspapers",4,02/01/1976,"(34.1061, -118.2734)",23445,7,464,1312,,3
0000049951-0001-6,ALAN FEINSTEIN ACTING STUDIO,SKYLER PRODUCTIONS,13273 VENTURA BLVD #212,STUDIO CITY,91604-1840,13273 VENTURA 91604-1840,4747 OAK CREST ROAD SPACE #57,FALLBROOK,92028-9083,Employment services,4,07/23/1992,"(34.1464, -118.4218)",8492,5,353,421,6,83
0000049976-0001-6,ROBERT M D HARTMAN MD,ROBERT M D HARTMAN MD,5400   BALBOA BLVD   #329,ENCINO,91316-5246,5400 BALBOA 91316-5246,,,,Offices of physicians (except mental health specialists),4,01/04/1993,"(34.1692, -118.5003)",19737,6,326,1363,,62
0000050116-0009-5,FOOT LOCKER RETAIL INC,FOOTLOCKER 7531,14006 RIVERSIDE DRIVE #240,SHERMAN OAKS,91423-6337,14006 RIVERSIDE 91423-6337,POST OFFICE BOX #2731,HARRISBURG,17105-2731,Shoe stores,4,03/01/1983,"(34.1576, -118.438)",19736,7,245,964,,83
0000050199-0001-2,ROBERT W MOFFIE,,13100 VALLEYHEART DRIVE APT #301,STUDIO CITY,91604-1927,13100 VALLEYHEART 91604-1927,,,,Lessors of real estate (including mini warehouses & self-storage units),4,07/01/1991,"(34.1474, -118.4183)",8492,5,353,421,,84
0000050214-0001-9,LLOYD D KURTZ,B W CONSTRUCTION,11274 SUNSHINE TERRACE,STUDIO CITY,91604-3124,11274 SUNSHINE 91604-3124,11274 SUNSHINE TERRACE,STUDIO CITY,91604-3124,"Roofing, Siding, and Sheet Metal Contractors (1997 NAICS)",4,10/09/2002,"(34.1392, -118.3751)",8492,5,351,712,,84
0000050256-0001-2,ALBERT O/MARTHA T COTA,PATENT LAW INC,5460 WHITE OAK AVENUE #A331,ENCINO,91316-2407,5460 WHITE OAK 91316-2407,,,,Legal services,4,01/01/1976,"(34.1715, -118.5185)",4286,6,315,340,,62
0000050258-0001-1,JONI LYNNE ROBERTS,,17207   VENTURA BLVD,ENCINO,91316-4035,17207 VENTURA 91316-4035,11153   DEMPSEY AVENUE,GRANADA HILLS,91344-3903,Nail salons,4,01/01/1993,"(34.1607, -118.5078)",4286,6,325,1498,6,62
0000050403-0001-7,SHERI L CIARAMELLA,,17200 VENTURA BLVD,ENCINO,91316-4005,17200 VENTURA 91316-4005,19208 HAMLIN STREET #8,RESEDA,91335-5848,Barber shops,4,01/01/1976,"(34.1605, -118.5076)",4286,6,325,328,6,62
0000050417-0001-9,FRANKLIN R/KAREN T/MARK A/JONATHAN H WURTZEL,MOOSE HOLDING CO,16830 VENTURA BLVD    #500,ENCINO,91436-1717,16830 VENTURA 91436-1717,,,,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1993,"(34.1586, -118.5008)",19737,6,326,1499,6,62
0000050427-0002-1,WILFREDO PORTALES,WP CARPET & HANDYMAN SERVICES,7044 CHIMINEAS AVENUE,RESEDA,91335-4530,7044 CHIMINEAS 91335-4530,,,,Other services to buildings & dwellings,4,01/01/2007,"(34.1982, -118.5284)",18909,4,264,578,,12
0000050455-0001-4,LESTER M ZACKLER MD INC,,13320 RIVERSIDE DRIVE #206,SHERMAN OAKS,91423-2512,13320 RIVERSIDE 91423-2512,12042 Rialto,Sun Valley,91352-3041,Offices of physicians (except mental health specialists),4,01/01/1993,"(34.1576, -118.4231)",19736,7,202,964,,83
0000050510-0001-5,VICTOR STERN,,4915 TYRONE AVENUE #126,SHERMAN OAKS,91423-1138,4915 TYRONE 91423-1138,,,,General merchandise stores,4,01/01/1993,"(34.1597, -118.4443)",19736,7,245,562,,83
0000050518-0001-1,PAUL H REVEL,THE TRAVEL STATION,17200 VENTURA BLVD #127B,ENCINO,91316-4005,17200 VENTURA 91316-4005,,,,Travel arrangement & reservation services,4,01/01/1976,"(34.1605, -118.5075)",4286,6,325,328,6,62
0000050551-0001-4,DESIGNER TICKETS & TOURS INC,DESIGNER TICKETS & TOURS,14155 VENTURA BLVD,SHERMAN OAKS,91423-2712,14155 VENTURA 91423-2712,,,,"Promoters of performing arts, sports, & similar events",4,01/21/1993,"(34.1497, -118.4414)",19736,7,334,681,6,83
0000050576-0001-4,ARTHUR L BLOOM,,16055 VENTURA BLVD #924,ENCINO,91436-2601,16055 VENTURA 91436-2601,16055   VENTURA BLVD   SUITE #924,ENCINO,91436-2611,Other accounting services,4,01/01/1976,"(34.1562, -118.4826)",19737,6,338,1500,6,62
0000051080-0001-7,GARY J WEYMAN,,15760 VENTURA BLVD #700,ENCINO,91436-3016,15760 VENTURA 91436-3016,,,,Legal services,4,07/01/1975,"(34.1553, -118.4762)",19737,6,338,670,6,62
0000051112-0001-9,ANGELA DORIO,,11712 MOORPARK STREET #107,STUDIO CITY,91604-2156,11712 MOORPARK 91604-2156,,,,Other miscellaneous nondurable goods,4,06/25/1994,"(34.1503, -118.3882)",8492,5,347,390,,84
0000051127-0001-5,EDUARDO M VELEFF / LILIA C VELEFF,,5138 HAZELTINE AVENUE #3,SHERMAN OAKS,91423-1179,5138 HAZELTINE 91423-1179,,,,Lessors of real estate (including mini warehouses & self-storage units),4,10/01/1975,"(34.1638, -118.4399)",19736,7,245,687,,83
0000051147-0001-2,BERNARD R SCHWAM,,16133 VENTURA BLVD SUITE #PH,ENCINO,91436-2403,16133 VENTURA 91436-2403,,,,Travel arrangement & reservation services,4,01/01/1976,"(34.1565, -118.4847)",19737,6,326,1500,6,62
0000051348-0001-3,BARBARA J ROBINSON,,4338 RHODES AVENUE,STUDIO CITY,91604-1633,4338 RHODES 91604-1633,,,,"Specialized design services (including interior, industrial, graphic, & fashion design)",4,02/01/1976,"(34.1492, -118.403)",8492,5,346,1504,,84
0000051416-0001-1,GORDON REID WALLACK ALC,,15760 VENTURA BLVD #700,ENCINO,91436-3016,15760 VENTURA 91436-3016,,,,Legal services,4,02/01/1991,"(34.1553, -118.4762)",19737,6,338,670,6,62
0000051538-0001-6,CHESLER/PERLMUTTER PRODUCTIONS INC,,14645 ROUND VALLEY DRIVE,SHERMAN OAKS,91403-4633,14645 ROUND VALLEY 91403-4633,11400 W OLYMPIC BLVD SUITE #590,LOS ANGELES,90064-1574,Motion picture & video industries (except video rental),4,01/01/2000,"(34.1456, -118.4521)",19732,7,340,342,,83
0000051746-0001-7,ST COLUMBAN'S FOREIGN MISSION SOCIETY,COLUMBAN FATHERS,2600 N VERMONT AVENUE,LOS ANGELES,90027-1245,2600 VERMONT 90027,,,,Other miscellaneous nondurable goods,4,05/07/2003,"(34.1169, -118.2909)",23445,7,400,938,,3
0000051802-0001-2,GEORGE MEDIC,,6933 RESEDA BLVD,RESEDA,91335-4220,6933 RESEDA 91335-4220,20026 HIAWATHA STREET,CHATSWORTH,91311-1811,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/2000,"(34.1965, -118.536)",18909,4,264,578,,12
0000051810-0001-7,WALLINGTON HOMES LLC,,13753 VENTURA BLVD,SHERMAN OAKS,91423-3068,13753 VENTURA 91423-3068,POST OFFICE BOX #1930,SIMI VALLEY,93062-1930,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/2000,"(34.1482, -118.4327)",19736,7,332,682,6,83
0000051824-0001-9,CHERYL F W DAVIDSON,,14011 VENTURA BLVD SUITE #302,SHERMAN OAKS,91423-5226,14011 VENTURA 91423-5226,POST OFFICE BOX #56986,SHERMAN OAKS,91413-1986,"Management, scientific, & technical consulting services",4,01/15/2000,"(34.149, -118.4374)",19736,7,334,682,6,83
0000051838-0001-1,VIVIANS MILLENNIUM CAFE INC,VIVIAN'S MILLENNIUM CAFE,10968 VENTURA BLVD,STUDIO CITY,91604-3340,10968 VENTURA 91604-3340,,,,Full-service restaurants,4,02/16/2000,"(34.1401, -118.3695)",8492,5,351,973,6,84
0000051981-0001-5,ROSS C SHELDEN DDS,,16260 VENTURA BLVD #404,ENCINO,91436-2238,16260 VENTURA 91436-2238,,,,Offices of physicians (except mental health specialists),4,01/01/1990,"(34.1567, -118.4867)",19737,6,326,1500,6,62
0000052038-0001-2,DYNAMIC NURSING SERVICES INC,DYNAMIC PRIVATE DUTY NURSING,14260 VENTURA BLVD #300,SHERMAN OAKS,91423-2734,14260 VENTURA 91423-2734,,,,Home health care services,4,01/04/1993,"(34.1501, -118.4436)",19736,7,333,676,6,83
0000052039-0001-7,GONZALO DE VIVERO,R & D INCOME TAX SERVICE,7547 ZELZAH AVENUE,RESEDA,91335-3224,7547 ZELZAH 91335-3224,,,,Tax preparation services,4,01/04/1993,"(34.2074, -118.5229)",18909,4,258,914,,12
0000052076-0002-6,ERICK ALOHA SPENCER,SPENCER PHYSICAL THERAPY,13547 VENTURA BLVD SUITE #449,SHERMAN OAKS,91423-3825,13547 VENTURA 91423-3825,,,,"Offices of physical, occupational & speech therapists, & audiologists",4,04/30/2014,"(34.1475, -118.4286)",19736,7,332,697,6,83
0000052714-0001-4,ABRAHAM PETROSYAN,,4407 CLAYTON AVENUE,LOS ANGELES,90027-5511,4407 CLAYTON 90027-5511,,,,Other accounting services,4,03/11/1993,"(34.0999, -118.2856)",23445,7,466,377,,3
0000052800-0001-1,ALBERTO FAYAD/BRILLANTE C GAMBOA,,1717 HILLHURST AVENUE,LOS ANGELES,90027-4418,1717 HILLHURST 90027-4418,2051 E GLENOAKS BLVD,GLENDALE,91206-2911,Lessors of real estate (including mini warehouses & self-storage units),4,07/01/1991,"(34.102, -118.2874)",23445,7,399,1328,16,3
0000052808-0001-7,AMERICAN PROPERTY ADVISORS INC,,16542 VENTURA BLVD    #301,ENCINO,91436-5053,16542 VENTURA 91436-5053,,,,Other financial investment activities (including investment advice),4,07/01/1975,"(34.1575, -118.4939)",19737,6,326,1499,6,62
0000052893-0001-7,RICHARD LEE MILLER,HOLLYWOOD ELECTRICIANS,4301 CLARISSA AVENUE,LOS ANGELES,90027-2801,4301 CLARISSA 90027-2801,,,,Electrical Contractors (1997 NAICS),4,03/15/2001,"(34.1068, -118.283)",23445,7,465,1218,,3
0000052957-0001-9,PINK PRINTERS II INC,PINK PRINTERS II,12215   VENTURA BLVD   UNIT #109,STUDIO CITY,91604-2533,12215 VENTURA 91604-2533,2329   JUPITER DRIVE,LOS ANGELES,90046-2025,Business service centers (including private mail centers & copy shops),4,05/01/1993,"(34.1439, -118.399)",8492,5,352,710,6,84
0000053050-0001-1,PAUL OREILLY,OREILLY & ASSOCIATES,7530 SUNNYWOOD LANE,LOS ANGELES,90046-1248,7530 SUNNYWOOD 90046-1248,,,,"Management, scientific, & technical consulting services",4,03/01/1993,"(34.1257, -118.3619)",23677,7,457,720,46,82
0000053232-0001-9,DOLORES L MANALO/SOONIE LIM,,2818 ROWENA AVENUE,LOS ANGELES,90039-2002,2818 ROWENA 90039-2002,POST OFFICE BOX #770,MONTROSE,91021-0770,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1976,"(34.1076, -118.2652)",23670,7,463,1057,,90
0000053247-0001-5,ADELBERT P TERREBONNE,DAVID TERREBONNE LCSW,15720 VENTURA BLVD #200,ENCINO,91436-2921,15720 VENTURA 91436-2921,,,,Offices of all other miscellaneous health practitioners,4,09/01/1996,"(34.1552, -118.4753)",19737,6,338,670,6,62
0000053318-0001-7,JOSEPH R SICIGNANO MD AMC,,16055   VENTURA BLVD   SUITE #1130,ENCINO,91436-2612,16055 VENTURA 91436-2612,,,,Offices of physicians (except mental health specialists),4,06/01/1975,"(34.1568, -118.4832)",19737,6,338,665,6,62
0000053346-0001-9,LOS ANGELES PHILHARMONIC ASSOCIATION,HOLLYWOOD BOWL,2301 N HIGHLAND AVENUE,LOS ANGELES,90068-2742,2301 HIGHLAND 90068-2742,151 S GRAND AVENUE,LOS ANGELES,90012-3034,Parking lots & garages,4,08/01/1978,"(34.1112, -118.3362)",24033,7,408,717,,82
0000053346-0002-7,LOS ANGELES PHILHARMONIC ASSOCIATION,,2580 CAHUENGA BLVD W,LOS ANGELES,90068-2181,2580 CAHUENGA 90068-2181,151 S GRAND AVENUE,LOS ANGELES,90012-3034,Parking lots & garages,4,08/01/1978,"(34.1117, -118.3359)",24033,7,408,717,11,82
0000053346-0003-5,LOS ANGELES PHILHARMONIC ASSOCIATION,,2134 N HIGHLAND AVENUE,LOS ANGELES,90068-3241,2134 HIGHLAND 90068-3241,151 S GRAND AVENUE,LOS ANGELES,90012-3034,Parking lots & garages,4,08/01/1978,"(34.109, -118.3364)",24033,7,406,718,,82
0000053346-0004-3,LOS ANGELES PHILHARMONIC ASSOCIATION,,2201 N HIGHLAND AVENUE,LOS ANGELES,90068-2740,2201 HIGHLAND 90068-2740,151 S GRAND AVENUE,LOS ANGELES,90012-3034,Parking lots & garages,4,08/01/1978,"(34.1103, -118.3363)",24033,7,408,717,,82
0000053346-0005-1,LOS ANGELES PHILHARMONIC ASSOCIATION,,2640 CAHUENGA BLVD W,LOS ANGELES,90068-2179,2640 CAHUENGA 90068-2179,151 S GRAND AVENUE,LOS ANGELES,90012-3034,Parking lots & garages,4,08/01/1978,"(34.1125, -118.3362)",24033,7,408,717,11,82
0000053696-0001-1,DM RANDALL ENTERPRISES INC,,3729 VENTURA CANYON AVENUE,SHERMAN OAKS,91423-4708,3729 VENTURA CANYON 91423-4708,,,,Motion picture & video industries (except video rental),4,04/02/1993,"(34.1397, -118.4279)",19736,7,341,697,,83
0000053763-0001-5,ROBERTA A MORA,,7247 HESPERIA AVENUE,RESEDA,91335-3236,7247 HESPERIA 91335-3236,,,,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",4,03/01/1976,"(34.2018, -118.5262)",18909,4,258,284,,12
0000053873-0001-7,MAGDA HOFFMAN/MARGARET LESAK,,16962 BOSQUE DRIVE,ENCINO,91436-3533,16962 BOSQUE 91436-3533,,,,Lessors of real estate (including mini warehouses & self-storage units),4,02/01/1976,"(34.1503, -118.5019)",19737,6,326,1499,,62
0000054319-0008-6,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER #85,4444 VAN NUYS BLVD,SHERMAN OAKS,91403-2908,4444 VAN NUYS 91403-2908,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,Full-service restaurants,4,07/01/1993,"(34.1519, -118.4486)",19736,7,333,676,6,83
0000054319-0010-8,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER #111,3640 CAHUENGA BLVD W,LOS ANGELES,90068-1206,3640 CAHUENGA 90068-1206,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,Full-service restaurants,4,12/27/1995,"(34.1345, -118.3599)",24033,7,350,591,11,82
0000054352-0001-1,TEKNE CONSTRUCTION COMPANY INC,,3669 SAPPHIRE DRIVE,ENCINO,91436-4233,3669 SAPPHIRE 91436-4233,,,,Single Family Housing Construction (1997 NAICS),4,01/01/2000,"(34.1363, -118.4872)",19737,6,339,1500,11,62
0000054607-0001-1,CREATIVE ENTERPRISE INTERNATIONAL INC,,3119 NICHOLS CANYON ROAD,LOS ANGELES,90046-1244,3119 NICHOLS CANYON 90046-1244,,,,Motion picture & video industries (except video rental),4,01/01/1975,"(34.1269, -118.3635)",23677,7,457,720,46,82
0000054678-0001-1,ROGER/LINDA FRIEDMAN,MOORPARK APARTMENTS,12654 MOORPARK STREET,STUDIO CITY,91604-1376,12654 MOORPARK 91604-1376,4244 VALLEY MEADOW ROAD,ENCINO,91436-3439,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1976,"(34.1503, -118.4087)",8492,5,346,1505,,84
0000055055-0001-8,"BIG STAR BUILDERS, INC",,16501 VENTURA BLVD    #400,ENCINO,91436-2067,16501 VENTURA 91436-2067,,,,Single Family Housing Construction (1997 NAICS),4,02/01/2000,"(34.1579, -118.4927)",19737,6,326,1363,6,62
0000055581-0001-1,"ISAAC COMFORTES, DDS, INC",,16133 VENTURA BLVD #1240,ENCINO,91436-2416,16133 VENTURA 91436-2416,,,,Offices of physicians (except mental health specialists),4,06/01/1975,"(34.1565, -118.4847)",19737,6,326,1500,6,62
0000055652-0001-3,IDAROSE CORP,,4181 SUNSWEPT DRIVE FLOOR #1ST,STUDIO CITY,91604-2376,4181 SUNSWEPT 91604-2376,4181   SUNSWEPT DRIVE   FLOOR #1ST,STUDIO CITY,91604-2376,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1985,"(34.1423, -118.4064)",8492,5,352,1236,6,84
0000055730-0001-5,ATTORNEY SEARCH NETWORK INC,,15303 VENTURA BLVD SUITE #850,SHERMAN OAKS,91403-6630,15303 VENTURA 91403-6630,,,,"Data processing, hosting, & related services",4,08/17/2000,"(34.1537, -118.4657)",19732,7,335,565,6,83
0000055923-0001-1,ALEX PINEDA,ALEX PINEDA DESIGNS,1745 CAMINO PALMERO STREET #327,LOS ANGELES,90046-2909,1745 CAMINO PALMERO 90046-2909,,,,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",4,01/08/2001,"(34.1023, -118.3499)",23677,7,411,797,,82
0000056004-0001-2,CHABAD OF MOUNT OLYMPUS,,8124 LAURELMONT DRIVE,LOS ANGELES,90046-1512,8124 LAURELMONT 90046,,,,Other miscellaneous nondurable goods,4,02/01/2001,"(34.112, -118.3718)",23677,7,457,732,,82
0000056106-0001-0,LAWRENCE DALE SANCHEZ,WATER FOUNTAIN GUY,17459 BULLOCK STREET,ENCINO,91316-1330,17459 BULLOCK 91316-1330,POST OFFICE BOX #937,PALOS VERDES ESTATES,90274-0937,Electronic shopping,4,10/01/1996,"(34.1796, -118.5135)",4286,6,315,340,,62
0000056397-0001-3,KATHLENE PERSOFF,KATHLENE PERSOFF PHOTOGRAPHY,14551 1/2 KILLION STREET,SHERMAN OAKS,91411-3732,14551 KILLION 91411-3732,14551 1/2 KILLION STREET,SHERMAN OAKS,91411-3732,Photographic services,4,03/01/1976,"(34.1712, -118.4498)",19735,7,247,346,,83
0000056779-0003-4,CHICOS FAS INC,LUANNE BURKHOLDER,12122 VENTURA BLVD,STUDIO CITY,91604-2514,12122 VENTURA 91604-2514,11215 METRO PARKWAYS,FORT MYERS,33966-1206,Clothing accessories stores,4,03/17/2003,"(34.1435, -118.3959)",8492,5,352,710,6,84
0000056962-0001-9,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,,3737 BARHAM BLVD,LOS ANGELES,90068-1005,3737 BARHAM 90068-1005,POST OFFICE BOX #929103,NEEDHAM,02492-9103,Child day care services,4,06/29/1994,"(34.1428, -118.3415)",24033,7,407,715,,82
0000056962-0007-8,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,,18460 CANTARA STREET,RESEDA,91335-1309,18460 CANTARA 91335-1309,POST OFFICE BOX #929103,NEEDHAM,02492-9103,Child day care services,4,01/01/1996,"(34.2192, -118.5357)",18909,2,254,282,,12
0000057271-0001-8,ALAN BERG,LAW OFFICES OF ALAN BERG,15165 VENTURA BLVD #400,SHERMAN OAKS,91403-3373,15165 VENTURA 91403-3373,,,,Legal services,4,01/19/1993,"(34.1533, -118.4632)",19732,7,335,565,6,83
0000057295-0001-3,DANIEL B SPITZER,LAW OFFICES OF DANIEL B SPITZER,16311 VENTURA BLVD #1200,ENCINO,91436-2152,16311 VENTURA 91436-2152,,,,Real estate property managers,4,01/01/1993,"(34.157, -118.4882)",19737,6,326,1500,6,62
0000057301-0001-1,HOWARD G FLASHBERG CPA APC,,15233 VENTURA BLVD #600,SHERMAN OAKS,91403-2225,15233 VENTURA 91403-2225,,,,Other accounting services,4,01/01/1993,"(34.1536, -118.4649)",19732,7,335,565,6,83
