"location_account","business_name","dba_name","street_address","city","zip_code","location_description","mailing_address","mailing_city","mailing_zip_code","naics","primary_naics_description","council_district","location_start_date","location_end_date","location_1"
"0000001676-0001-8","FOUNDATION FOR AFFORDABLE HOUSING III, INC",,"1536 N SERRANO AVENUE","LOS ANGELES","90027-4854","1536 SERRANO 90027-4854","30950 RANCHO VIEJO ROAD #100","SAN JUAN CAPISTRANO","92675-1767","531100","Lessors of real estate (including mini warehouses & self-storage units)","13","1994-03-11T00:00:00.000",,"(34.0985, -118.307)"
"0000001679-0001-1","WILLIAM HUYNH","A QUALITY FURNITURE","1012 N ALVARADO STREET","LOS ANGELES","90026-3107","1012 ALVARADO 90026-3107",,,,"442110","Furniture stores","13","1996-07-01T00:00:00.000",,"(34.0765, -118.2641)"
"0000001681-0001-9","LATIN AMERICAN CIVIC ASSOICATION OF THE SAN FERNANDO VALLEY",,"15550 RAYEN STREET","NORTH HILLS","91343-5044","15550 RAYEN 91343-5044","340 PARKSIDE DRIVE","SAN FERNANDO","91340-3035","531100","Lessors of real estate (including mini warehouses & self-storage units)","6","1992-06-10T00:00:00.000",,"(34.2319, -118.4714)"
"0000001685-0001-7","WATTS HEALTH FOUNDATION INC","UHURU FAMILY CENTER","8520 S BROADWAY","LOS ANGELES","90003-3335","8520 BROADWAY 90003-3335",,,,"621111","Offices of physicians (except mental health specialists)","9","1991-06-14T00:00:00.000",,"(33.9612, -118.2782)"
"0000001687-0001-6","FRANK A PURCELL INC","PURCELL INTERNATIONAL GROUP","18455   BURBANK BLVD   #300","TARZANA","91356-2803","18455 BURBANK 91356-2803","9635 GRANITE RIDGE DRIVE SUITE #120","SAN DIEGO","92123-2678","561300","Employment services","3","1991-10-01T00:00:00.000",,"(34.1727, -118.5355)"
"0000001703-0001-7","MARIPOSA SENIOR ASSOCIATION",,"756 S MARIPOSA AVENUE","LOS ANGELES","90005-2082","756 MARIPOSA 90005-2082","3774 S BUDLONG AVENUE #A","LOS ANGELES","90007-4354","531100","Lessors of real estate (including mini warehouses & self-storage units)","10","2000-03-03T00:00:00.000",,"(34.059, -118.2987)"
"0000001704-0001-1","MARIPOSA SENIOR ASSOCIATION",,"757 S MARIPOSA AVENUE","LOS ANGELES","90005-2063","757 MARIPOSA 90005-2063","3774 S BUDLONG AVENUE #A","LOS ANGELES","90007-4354","531100","Lessors of real estate (including mini warehouses & self-storage units)","10","2000-03-03T00:00:00.000",,"(34.059, -118.2987)"
"0000001705-0001-6","MARIPOSA SENIOR ASSOCIATION",,"765 S MARIPOSA AVENUE","LOS ANGELES","90005-2006","765 MARIPOSA 90005-2006","3774 S BUDLONG AVENUE #A","LOS ANGELES","90007-4354","531100","Lessors of real estate (including mini warehouses & self-storage units)","10","2000-03-03T00:00:00.000",,"(34.0587, -118.2987)"
"0000001712-0001-6","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"2810 W VERNON AVENUE","LOS ANGELES","90008-4725","2810 VERNON 90008","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-06-10T00:00:00.000",,"(34.0036, -118.3236)"
"0000001716-0001-4","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"2818 W VERNON AVENUE","LOS ANGELES","90008-4713","2818 VERNON 90008","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-06-10T00:00:00.000",,"(34.0036, -118.3237)"
"0000001719-0001-8","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"2822 W VERNON AVENUE","LOS ANGELES","90008-4713","2822 VERNON 90008","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-06-10T00:00:00.000",,"(34.0036, -118.3238)"
"0000001721-0001-5","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"2824 W VERNON AVENUE","LOS ANGELES","90008-4713","2824 VERNON 90008-4713","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-06-10T00:00:00.000",,"(34.0036, -118.3238)"
"0000001723-0001-4","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"2828 W VERNON AVENUE","LOS ANGELES","90008-4713","2828 VERNON 90008-4713","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-06-10T00:00:00.000",,"
,  
(34.0036, -118.3238)"
"0000001724-0001-9","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"2834 W VERNON AVENUE","LOS ANGELES","90008-4713","2834 VERNON 90008","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-06-10T00:00:00.000",,"(34.0036, -118.3239)"
"0000001727-0001-2","TANG FUNG CHO",,"378 E DEL MAR BLVD #9","PASADENA","91101-2781","378 DEL MAR 91101-2781",,,,"233220","Multifamily Housing Construction (1997 NAICS)","0","2003-08-28T00:00:00.000",,
"0000001728-0001-7","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"2834 1/2 W VERNON AVENUE","LOS ANGELES","90008-4713","2834 VERNON 90008-4713","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-06-10T00:00:00.000",,
"0000001730-0003-1","ANA CHACON","LIBERTY TAX SERVICE #8024","1107 S ALVARADO STREET SUITE #109","LOS ANGELES","90006-4161","1107 ALVARADO 90006-4161",,,,"541213","Tax preparation services","1","2015-04-20T00:00:00.000",,"(34.0501, -118.2808)"
"0000001731-0001-9","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"2836 W VERNON AVENUE","LOS ANGELES","90008-4713","2836 VERNON 90008","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-06-10T00:00:00.000",,"(34.0036, -118.3239)"
"0000001732-0001-3","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"2838 W VERNON AVENUE","LOS ANGELES","90008-4713","2838 VERNON 90008-4713","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-06-10T00:00:00.000",,"(34.0036, -118.324)"
"0000001737-0001-6","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"4404 7TH AVENUE","LOS ANGELES","90043-1309","4404 7TH 90008","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-06-10T00:00:00.000",,"(34.0035, -118.3246)"
"0000001738-0001-1","PABLO/LETICIA GARCIA","TONY'S BURGER","2115 S CENTRAL AVENUE","LOS ANGELES","90011-1236","2115 CENTRAL 90011-1236",,,,"722110","Full-service restaurants","9","1992-02-22T00:00:00.000",,"(34.0227, -118.252)"
"0000001744-0001-6","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"4406 7TH AVENUE","LOS ANGELES","90043-1309","4406 7TH 90008","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-06-10T00:00:00.000",,"(34.0034, -118.3246)"
"0000001745-0001-1","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"4410 7TH AVENUE","LOS ANGELES","90043-1309","4410 7TH 90043-1309","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-06-10T00:00:00.000",,"(34.0033, -118.3246)"
"0000001747-0001-0","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"4410 1/2 7TH AVENUE","LOS ANGELES","90043-1309","4410 7TH 90008","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-06-10T00:00:00.000",,"(34.0033, -118.3246)"
"0000001752-0001-1","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"131 E 50TH STREET","LOS ANGELES","90011-3937","131 50TH 90011-3937","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","9","1997-06-10T00:00:00.000",,"(33.9974, -118.2732)"
"0000001754-0001-0","EDEN COMMUNITY DEVELOPMENT CORPORATION",,"1825 E 50TH STREET","LOS ANGELES","90058-1940","1825 50TH 90058-1940","2836 W VERNON AVENUE","LOS ANGELES","90008-4713","531100","Lessors of real estate (including mini warehouses & self-storage units)","9","1997-06-10T00:00:00.000",,"(33.998, -118.2403)"
"0000001758-0001-8","CALIFORNIA PHYSICIANS' SERVICE",,"1000 CORPORATE CENTER DRIVE","MONTEREY PARK","91754-7600","1000 CORPORATE CENTER 91754-7600","50 BEALE STREET","SAN FRANCISCO","94105-1813","621900","Other ambulatory health care services (including ambulance services, blood, & organ banks)","0","1992-03-01T00:00:00.000",,"(34.0516, -118.1624)"
"0000001762-0001-4","JESUS R ROMERO","LEAD EXECUTIVE SEARCH","6260 ZELZAH AVENUE","ENCINO","91316-7150","6260 ZELZAH 91316-7150",,,,"561500","Travel arrangement & reservation services","4","2000-08-19T00:00:00.000",,"
,  
(34.1833, -118.5229)"
"0000001763-0001-9","CALIFORNIA PHYSICIANS' SERVICE",,"25721 RYE CANYON ROAD","VALENCIA","91355-1135","25721 RYE CANYON 91355-1135","50 BEALE STREET","SAN FRANCISCO","94105-1813","621900","Other ambulatory health care services (including ambulance services, blood, & organ banks)","0","1992-03-01T00:00:00.000",,"(34.4321, -118.587)"
"0000001764-0001-3","PLAYA VISTA JOB OPPORTUNITIES & BUSINESS SERVICES","PV JOBS","4112 S MAIN STREET","LOS ANGELES","90037-2223","4112 MAIN 90037-2223",,,,"611000","Educational services (including schools, colleges, & universities)","9","1998-03-31T00:00:00.000",,"(34.0087, -118.2739)"
"0000001765-0003-4","REGINALD T THORNTON",,"6930 DE CELIS PLACE","LAKE BALBOA","91406-4639","6930 De Celis 91406-4639","POST OFFICE BOX #75957","LOS ANGELES","90075-0957","711510","Independent artists, writers, & performers","6","2019-01-01T00:00:00.000",,"
,  
(34.1966, -118.494)"
"0000001766-0001-2","DISABILITY RIGHTS CALIFORNIA","OFFICE OF CLIENTS' RIGHTS ADVOCACY","15400 SHERMAN WAY #300","VAN NUYS","91406-4272","15400 SHERMAN 91406-4272","100 HOWE AVENUE SUITE #185N","SACRAMENTO","95825-8219","624100","Individual & family services","6","1996-08-08T00:00:00.000",,"(34.2011, -118.4684)"
"0000001768-0001-1","DISABILITY RIGHTS CALIFORNIA","OFFICE OF CLIENTS' RIGHTS ADVOCACY","4401 CRENSHAW BLVD #316","LOS ANGELES","90043-1200","4401 CRENSHAW 90043-1200","100 HOWE AVENUE SUITE #185N","SACRAMENTO","95825-8219","624100","Individual & family services","8","1995-08-08T00:00:00.000",,"(34.0036, -118.3319)"
"0000001769-0001-6","DISABILITY RIGHTS CALIFORNIA",,"5901 GREEN VALLEY CIRCLE #3 FLR","CULVER CITY","90230-6938","5901 GREEN VALLEY 90230-6938","100 HOWE AVENUE SUITE #185N","SACRAMENTO","95825-8219","624100","Individual & family services","0","1996-08-08T00:00:00.000",,"(33.9835, -118.3909)"
"0000001781-0001-7","THE PUBLIC HEALTH FOUNDATION OF LOS ANGELES COUNTY INC","PUBLIC HEALTH FOUNDATION WIC PROGRAM","4055 E OLYMPIC BLVD   #100","LOS ANGELES","90023-3345","4055 OLYMPIC 90023-3345","13300   CROSSROADS PARKWAYS  N SUITE #450","CITY OF INDUSTRY","91746-3417","621399","Offices of all other miscellaneous health practitioners","0","2001-03-12T00:00:00.000",,"(34.019, -118.1872)"
"0000001782-0001-1","VENICE SENIOR HOUSING CORPORATION",,"151 OCEAN FRONT WALKS","VENICE","90291-2441","151 OCEAN FRONT 90291-2441","516 BURCHETT STREET","GLENDALE","91203-1014","531100","Lessors of real estate (including mini warehouses & self-storage units)","11","1996-08-19T00:00:00.000",,"(33.9957, -118.4815)"
"0000001783-0001-6","NATIONAL HOUSING DEVELOPMENT CORPORATION",,"243 E 120TH STREET","LOS ANGELES","90061-2403","243 120TH 90061-2403","10681 FOOTHILL BLVD #220","RANCHO CUCAMONGA","91730-3831","531100","Lessors of real estate (including mini warehouses & self-storage units)","15","1997-11-12T00:00:00.000",,"(33.9237, -118.2707)"
"0000001785-0002-3","ADAM TALA INC",,"733 S SPRING STREET","LOS ANGELES","90014-2905","733 SPRING 90014-2905",,,,"424300","Apparel, piece goods, & notions","14","2010-10-05T00:00:00.000",,"(34.0438, -118.2529)"
"0000001787-0001-4","NATIONAL HOUSING DEVELOPMENT CORPORATION",,"6400 WEST BLVD","LOS ANGELES","90043-3866","6400 WEST 90043-3866",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1997-11-12T00:00:00.000",,
"0000001789-0001-3","DEVORA LEMUS",,"16334 PASADA DRIVE","WHITTIER","90603-1655","16334 PASADA 90603-1655",,,,"561500","Travel arrangement & reservation services","0","1999-01-01T00:00:00.000",,"(33.9465, -117.9818)"
"0000001791-0001-1","JULIE CONN","SMART DIGITAL TELEVISION NETWORKS INC","106 CENTRAL AVENUE","SALINAS","93901-2630","106 CENTRAL 93901-2630","10701 WILSHIRE BLVD #2002","LOS ANGELES","90024-4445","561500","Travel arrangement & reservation services","0","1999-01-01T00:00:00.000",,
"0000001795-0001-9","SHIELDS FOR FAMILES",,"840 W IMPERIAL HIGHWAY","LOS ANGELES","90044-4153","840 IMPERIAL 90044-4153","POST OFFICE BOX #59129","LOS ANGELES","90059-0129","541990","All other professional, scientific, & technical services","8","1992-06-26T00:00:00.000",,"(33.9309, -118.2904)"
"0000001796-0001-3","SAN FERNANDO VALLEY COMMUNITY MENTAL HEALTH CENTERS INC",,"6930 BEVIS AVENUE","VAN NUYS","91405-3844","6930 BEVIS 91405-3844","6931 VAN NUYS BLVD #3 FL","VAN NUYS","91405-3937","721310","Rooming & boarding houses","6","1982-11-26T00:00:00.000",,"(34.1964, -118.4563)"
"0000001804-0001-0","GUIDANCE CHURCH OF RELIGIOUS SCIENCE",,"3421 W 73RD STREET","LOS ANGELES","90043-4921","3421 73RD 90043-4921","1901   AVENUE OF THE STARS     SUITE #120","LOS ANGELES","90067-6003","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1968-02-23T00:00:00.000",,
"0000001805-0001-4","GUIDANCE CHURCH OF RELIGIOUS SCIENCE",,"3415 W 73RD STREET","LOS ANGELES","90043-4921","3415 73RD 90043-4921","1901   AVENUE OF THE STARS     SUITE #120","LOS ANGELES","90067-6003","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1968-02-23T00:00:00.000",,"(33.9736, -118.3312)"
"0000001808-0001-8","VANESA GEIBERGER",,"4064 GLENALBYN DRIVE","LOS ANGELES","90065-3115","4064 GLENALBYN 90065-3115",,,,"561500","Travel arrangement & reservation services","1","1999-01-01T00:00:00.000",,"(34.0957, -118.2139)"
"0000001811-0001-0","COREY V MCCLOUD",,"23657 MIRANDA STREET","WOODLAND HILLS","91367-5937","23657 MIRANDA 91367-5937",,,,"561500","Travel arrangement & reservation services","3","1999-01-01T00:00:00.000",,"(34.1746, -118.6423)"
"0000001819-0001-6","OSCAR DE LA HOYA FOUNDATION",,"626 WILSHIRE BLVD SUITE #350","LOS ANGELES","90017-3581","626 WILSHIRE 90017-3581",,,,"611000","Educational services (including schools, colleges, & universities)","14","1995-06-21T00:00:00.000",,"(34.0481, -118.2562)"
"0000001822-0001-8","WORLD IMPACT /C",,"1969 S VERMONT AVENUE","LOS ANGELES","90007-1254","1969 VERMONT 90007-1254","2001 S VERMONT AVENUE","LOS ANGELES","90007-1256","611000","Educational services (including schools, colleges, & universities)","1","1993-03-26T00:00:00.000",,
"0000001823-0001-2","EUBANKS CONSERVATORY OF MUSIC/ARTS INC",,"4830 CRENSHAW BLVD","LOS ANGELES","90043-1819","4830 CRENSHAW 90043-1819","6709 LA TIJERA BLVD","LOS ANGELES","90045-2017","621900","Other ambulatory health care services (including ambulance services, blood, & organ banks)","8","1977-07-01T00:00:00.000",,"(33.9996, -118.3305)"
"0000001824-0001-7","CHILD FOCUS GROUP HOME",,"4130 PALMWOOD DRIVE","LOS ANGELES","90008-2309","4130 PALMWOOD 90008","6669 RADLOCK AVENUE","LOS ANGELES","90056-2217","623000","Nursing & residential care facilities","10","1998-06-01T00:00:00.000",,"(34.0133, -118.3428)"
"0000001831-0001-7","ARTURO PADILLA B","RANCHO TAILOR & CLEANERS","2456 OVERLAND AVENUE","LOS ANGELES","90064-3334","2456 OVERLAND 90064-3334",,,,"812310","Coin-operated laundries & drycleaners","5","1992-03-01T00:00:00.000",,"(34.041, -118.4241)"
"0000001832-0001-1","TARZANA TREATMENT CENTER INC",,"7101 BAIRD AVENUE","RESEDA","91335-4150","7101 BAIRD 91335-4150","18646 OXNARD STREET","TARZANA","91356-1411","621399","Offices of all other miscellaneous health practitioners","3","1989-07-24T00:00:00.000",,
"0000001833-0001-6","CLEAR IMAGE GROUP, INC",,"970 W 19TH STREET #7","SAN PEDRO","90731-4569","970 19TH 90731-4546",,,,"453990","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","15","2001-03-10T00:00:00.000",,"(33.727, -118.2983)"
"0000001835-0001-5","ROBERT NOLAN CONRAD ALC",,"1901 AVENUE OF THE STARS #1100","LOS ANGELES","90067-6002","1901 AVENUE OF THE STARS 90067-6002",,,,"561500","Travel arrangement & reservation services","5","1974-08-01T00:00:00.000",,"(34.0598, -118.4172)"
"0000001839-0001-3","PACIFIC RESIDENT THEATRE ENSEMBLE /C",,"703 VENICE BLVD","VENICE","90291-4802","703 VENICE 90291-4802","POST OFFICE BOX #568","VENICE","90294-0568","512200","Sound recording industries","11","1993-12-06T00:00:00.000",,"(33.9911, -118.4586)"
"0000001841-0001-1","BARTOLO SIQUINA",,"515 W 88TH STREET","LOS ANGELES","90044-5707","515 88TH 90044-5707",,,,"561500","Travel arrangement & reservation services","8","2003-01-26T00:00:00.000",,"(33.9573, -118.283)"
"0000001842-0001-5","JHAROKH NASSIRI",,"12256 BEAUFAIT AVENUE","NORTHRIDGE","91326-1104","12256 BEAUFAIT 91326-1104",,,,"453990","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","12","2000-01-01T00:00:00.000",,"(34.2953, -118.5408)"
"0000001847-0001-8","SOUTHERN CALIFORNIA WOMEN'S CAUCUS FOR ART",,"2100 N MAIN STREET #A5","LOS ANGELES","90031-4003","2100 MAIN 90031-4003",,,,"611000","Educational services (including schools, colleges, & universities)","14","2001-03-01T00:00:00.000",,"
,  
(34.0659, -118.2162)"
"0000001852-0001-9","VIRGINIA CERVANTES","LUPITAS BEAUTY CUTS","247 W FLORENCE AVENUE","LOS ANGELES","90003-1873","247 FLORENCE 90003-1873","8660 7TH STREET","DOWNEY","90241-2713","812113","Nail salons","9","1992-03-02T00:00:00.000",,"(33.9746, -118.2771)"
"0000001860-0001-3","JERRY NASON","J/N ELECTRIC","17107 ROSETON AVENUE","ARTESIA","90701-2643","17107 ROSETON 90701-2643",,,,"235310","Electrical Contractors (1997 NAICS)","0","1974-08-01T00:00:00.000",,"(33.8752, -118.0872)"
"0000001861-0001-8","POLICE EXECUTIVE RESEARCH FORUM",,"1120 CONNECTICUT AVENUE NW #930","WASHINGTON","20036-3951","1120 CONNECTICUT 20036-3951",,,,"541600","Management, scientific, & technical consulting services","0","1992-01-01T00:00:00.000",,"(38.9044, -77.0404)"
"0000001863-0001-7","CITY HELP INC",,"2301 BELLEVUE AVENUE","LOS ANGELES","90026-4017","2301 BELLEVUE 90026-4017",,,,"561500","Travel arrangement & reservation services","13","1998-04-23T00:00:00.000",,"(34.0738, -118.2689)"
"0000001867-0001-5","THE BEACON HOUSE ASSOCIATION OF SAN PEDRO",,"411 W 10TH STREET","SAN PEDRO","90731-3213","411 10TH 90731-3213","POST OFFICE BOX #328","SAN PEDRO","90733-0328","621400","Outpatient  care centers","15","1985-03-07T00:00:00.000",,"(33.735, -118.286)"
"0000001870-0001-7","THE BEACON HOUSE ASSOCIATION OF SAN PEDRO",,"1012 S PALOS VERDES STREET","SAN PEDRO","90731-4345","1012 PALOS VERDES 90731-4345","POST OFFICE BOX #328","SAN PEDRO","90733-0328","621400","Outpatient  care centers","15","1985-03-07T00:00:00.000",,"(33.7349, -118.2813)"
"0000001871-0001-1","UNITED PEOPLE OF THE SPIRITUAL WORLD",,"3520 W SLAUSON AVENUE","LOS ANGELES","90043-2428","3520 SLAUSON 90043-2428",,,,"524290","Other insurance related activities","8","2000-06-14T00:00:00.000",,"(33.989, -118.3337)"
"0000001875-0001-0","TYANA PARR","TY PARR MUSIC & ENTERTAINMENT","5015 COLDWATER CANYON AVENUE #15","SHERMAN OAKS","91423-1643","5015 COLDWATER CANYON 91423-1643",,,,"561500","Travel arrangement & reservation services","4","1999-01-01T00:00:00.000",,"(34.1615, -118.4137)"
"0000001876-0001-4","BISCHOFF SHEET METAL INC","BISCHOFF SHEET METAL","1336 NEWPORT AVENUE","LONG BEACH","90804-2815","1336 NEWPORT 90804-2815",,,,"235610","Roofing, Siding, and Sheet Metal Contractors (1997 NAICS)","0","1978-03-01T00:00:00.000",,"(33.7833, -118.1513)"
"0000001877-0001-9","THAI COMMUNITY ARTS AND CULTURAL CENTER",,"3015 OCEAN AVENUE","VENICE","90291-5616","3015 OCEAN 90291-5616",,,,"611000","Educational services (including schools, colleges, & universities)","11","2005-10-25T00:00:00.000",,"(33.9829, -118.4613)"
"0000001881-0001-5","ATLANTIC RECOVERY SERVICES",,"3225 HUNTER STREET","LOS ANGELES","90023-3543","3225 HUNTER 90023-3543","944 PACIFIC AVENUE","LONG BEACH","90813-4228","621400","Outpatient  care centers","14","2000-01-13T00:00:00.000",,"(34.0211, -118.2084)"
"0000001886-0001-8","ATLANTIC RECOVERY SERVICES",,"14600 CERISE AVENUE","HAWTHORNE","90250-8526","14600 CERISE 90250","944 PACIFIC AVENUE","LONG BEACH","90813-4228","621400","Outpatient  care centers","0","2000-01-13T00:00:00.000",,"(33.8982, -118.3329)"
"0000001887-0001-2","JOSE A RETANA",,"227 E 95TH STREET","LOS ANGELES","90003-4234","227 95TH 90003-4234",,,,"561500","Travel arrangement & reservation services","8","1999-02-15T00:00:00.000",,"(33.9501, -118.2709)"
