SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-1831807731,01/01/2021 12:27:27 PM,01/02/2021 08:59:36 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 08:59:13 AM,Y,N,"11224 N ACALA AVE, 91340",11224,N,ACALA,AVE,91340,34.2745110497,-118.446403794,"(34.2745110497, -118.446403794)",502,A,1,North Valley APC,7,Monica Rodriguez,101,Mission Hills,MISSION
1-1831810971,01/01/2021 12:29:01 PM,01/07/2021 08:31:18 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/07/2021 12:00:00 AM,01/07/2021 08:26:56 AM,Y,,"1156 N SANBORN AVE, 90029",1156,N,SANBORN,AVE,90029,34.0937959222,-118.279417649,"(34.0937959222, -118.279417649)",594,B,5,East Los Angeles APC,13,Mitch O'Farrell,38,Silver Lake,NORTHEAST
1-1831807811,01/01/2021 12:29:38 PM,01/02/2021 04:08:58 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 09:15:30 AM,Y,N,"631 W 97TH ST, 90044",631,W,97TH,ST,90044,33.9483410723,-118.285833804,"(33.9483410723, -118.285833804)",704,B,4,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831811051,01/01/2021 12:29:58 PM,01/02/2021 10:38:31 AM,SR Created,ITA,Other,Closed,Self Service,,Y,,,01/02/2021 10:38:30 AM,Y,N,"4738 S LA VILLA MARINA, 90292",4738,S,LA VILLA MARINA,,90292,33.9816827741,-118.436318013,"(33.9816827741, -118.436318013)",672,C,7,West Los Angeles APC,11,Mike Bonin,70,Del Rey,PACIFIC
1-1831807861,01/01/2021 12:30:29 PM,01/06/2021 03:47:44 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 09:50:56 AM,Y,N,"7742 N WILKINSON AVE, 91605",7742,N,WILKINSON,AVE,91605,34.2114792265,-118.404149512,"(34.2114792265, -118.404149512)",532,F,3,North Valley APC,2,Paul Krekorian,23,North Hollywood Northeast,FOOTHILL
1-1831811081,01/01/2021 12:30:56 PM,01/02/2021 04:23:48 PM,SR Created,LASAN,Dead Animal Removal,Closed,Call,,N,SLA,,01/02/2021 08:56:33 AM,Y,N,"2212 W 24TH ST, 90018",2212,W,24TH,ST,90018,34.0347256476,-118.315281355,"(34.0347256476, -118.315281355)",633,G,6,South Los Angeles APC,10,Mark Ridley-Thomas,74,United Neighborhoods,SOUTHWEST
1-1831808751,01/01/2021 12:31:06 PM,01/06/2021 03:14:19 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,WV,01/06/2021 12:00:00 AM,01/06/2021 03:11:10 PM,Y,N,"6456 N WOODLEY AVE, 91406",6456,N,WOODLEY,AVE,91406,34.188335102,-118.483433051,"(34.188335102, -118.483433051)",531,F,6,South Valley APC,6,Nury Martinez,19,Lake Balboa,WEST VALLEY
1-1831811931,01/01/2021 12:31:14 PM,01/05/2021 11:30:42 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 04:33:16 PM,Y,N,"7742 N WILKINSON AVE, 91605",7742,N,WILKINSON,AVE,91605,34.2114792265,-118.404149512,"(34.2114792265, -118.404149512)",532,F,3,North Valley APC,2,Paul Krekorian,23,North Hollywood Northeast,FOOTHILL
1-1831811951,01/01/2021 12:31:17 PM,01/04/2021 04:03:41 PM,SR Created,LASAN,Bulky Items,Closed,Call,,Y,EV,01/04/2021 12:00:00 AM,01/04/2021 01:40:40 PM,Y,N,"9979 N AMANITA AVE, 91042",9979,N,AMANITA,AVE,91042,34.2493055105,-118.267895408,"(34.2493055105, -118.267895408)",504,C,5,North Valley APC,7,Monica Rodriguez,10,Sunland-Tujunga,FOOTHILL
1-1831808801,01/01/2021 12:32:24 PM,01/02/2021 10:42:43 AM,SR Created,ITA,Other,Closed,Mobile App,iOS,N,,,01/02/2021 10:42:41 AM,Y,N,"2025 N GRACE AVE, 90068",2025,N,GRACE,AVE,90068,34.1078417301,-118.333494854,"(34.1078417301, -118.333494854)",593,E,3,Central APC,4,Nithya Raman,29,Hollywood Hills West,HOLLYWOOD
1-1831810521,01/01/2021 12:32:46 PM,01/02/2021 02:54:55 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 01:47:02 PM,Y,,"9021 W AIRDROME ST, 90035",9021,W,AIRDROME,ST,90035,34.0490695575,-118.386242393,"(34.0490695575, -118.386242393)",632,H,4,Central APC,5,Paul Koretz,61,South Robertson,WEST LOS ANGELES
1-1831808851,01/01/2021 12:32:58 PM,01/04/2021 11:28:26 AM,SR Created,LASAN,Bulky Items,Closed,Call,,Y,EV,01/04/2021 12:00:00 AM,01/04/2021 10:32:58 AM,Y,N,"9979 N AMANITA AVE, 91042",9979,N,AMANITA,AVE,91042,34.2493055105,-118.267895408,"(34.2493055105, -118.267895408)",504,C,5,North Valley APC,7,Monica Rodriguez,10,Sunland-Tujunga,FOOTHILL
1-1831810571,01/01/2021 12:33:21 PM,01/06/2021 03:19:32 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 12:11:51 PM,Y,N,"13016 W ARCHWOOD ST, 91606",13016,W,ARCHWOOD,ST,91606,34.1922903353,-118.416574967,"(34.1922903353, -118.416574967)",532,D,6,South Valley APC,2,Paul Krekorian,21,Greater Valley Glen,NORTH HOLLYWOOD
1-1831811201,01/01/2021 12:34:11 PM,01/06/2021 07:57:06 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Self Service,,N,WLA,01/06/2021 12:00:00 AM,01/06/2021 05:43:37 PM,Y,N,"3240 S FEDERAL AVE, 90066",3240,S,FEDERAL,AVE,90066,34.0194856015,-118.433619836,"(34.0194856015, -118.433619836)",672,C,2,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-1831812901,01/01/2021 12:34:16 PM,01/02/2021 04:23:06 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 10:18:42 AM,Y,N,"3322 S MENTONE AVE, 90034",3322,S,MENTONE,AVE,90034,34.0281696499,-118.411305281,"(34.0281696499, -118.411305281)",632,E,7,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-1831811261,01/01/2021 12:34:49 PM,01/05/2021 11:56:40 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,HBT,01/03/2021 12:00:00 AM,01/05/2021 11:56:39 AM,Y,N,"5250 W SUNSET BLVD, 90027",5250,W,SUNSET,BLVD,90027,34.0978790911,-118.304473709,"(34.0978790911, -118.304473709)",593,J,4,Central APC,13,Mitch O'Farrell,34,East Hollywood,HOLLYWOOD
1-1831811301,01/01/2021 12:35:15 PM,01/01/2021 01:05:16 PM,SR Created,ITA,Other,Closed,Self Service,,N,,,01/01/2021 01:05:16 PM,Y,N,"RINALDI ST AT CHIMINEAS AVE, 91326",,,,,91326,34.2779996102,-118.530214925,"(34.2779996102, -118.530214925)",500,J,1,North Valley APC,12,John Lee,114,Porter Ranch,DEVONSHIRE
1-1831810641,01/01/2021 12:35:24 PM,01/02/2021 07:47:32 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/02/2021 12:00:00 AM,01/02/2021 09:23:44 AM,Y,,"6930 N ETON AVE, 91303",6930,N,ETON,AVE,91303,34.1964511264,-118.595359324,"(34.1964511264, -118.595359324)",530,B,5,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-1831810691,01/01/2021 12:35:47 PM,01/07/2021 06:27:57 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,WV,01/07/2021 12:00:00 AM,01/07/2021 06:23:33 PM,Y,,"4900 N DEMPSEY AVE, 91436",4900,N,DEMPSEY,AVE,91436,34.15941852,-118.475886762,"(34.15941852, -118.475886762)",561,G,3,South Valley APC,5,Paul Koretz,18,Encino,WEST VALLEY
1-1831810711,01/01/2021 12:35:57 PM,01/02/2021 10:45:41 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/02/2021 12:00:00 AM,01/02/2021 10:44:04 AM,Y,,"227 S WILTON PL, 90004",227,S,WILTON,PL,90004,34.0702461333,-118.314451425,"(34.0702461333, -118.314451425)",633,G,1,Central APC,4,Nithya Raman,119,Greater Wilshire,OLYMPIC
1-1831813061,01/01/2021 12:35:58 PM,01/02/2021 09:20:13 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 09:17:18 AM,Y,N,"707 W 117TH ST, 90044",707,W,117TH,ST,90044,33.9274579036,-118.287362804,"(33.9274579036, -118.287362804)",704,B,7,South Los Angeles APC,15,Joe Buscaino,90,Harbor Gateway North,SOUTHEAST
1-1831813081,01/01/2021 12:36:00 PM,01/04/2021 09:18:37 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/04/2021 12:00:00 AM,01/04/2021 09:00:00 AM,Y,N,"1837 S ST ANDREWS PL, 90019",1837,S,ST ANDREWS,PL,90019,34.0406584989,-118.311818716,"(34.0406584989, -118.311818716)",633,H,5,South Los Angeles APC,10,Mark Ridley-Thomas,74,United Neighborhoods,OLYMPIC
1-1831812211,01/01/2021 12:36:25 PM,01/05/2021 12:02:33 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Android,Y,HBT,01/03/2021 12:01:30 PM,01/05/2021 12:02:32 PM,Y,N,"5173 W SUNSET BLVD, 90027",5173,W,SUNSET,BLVD,90027,34.0982718733,-118.302977154,"(34.0982718733, -118.302977154)",593,J,4,Central APC,13,Mitch O'Farrell,34,East Hollywood,HOLLYWOOD
1-1831813121,01/01/2021 12:36:38 PM,01/04/2021 07:44:09 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/04/2021 12:00:00 AM,01/04/2021 07:40:33 AM,Y,N,"10623 N WILSEY AVE, 91042",10623,N,WILSEY,AVE,91042,34.2620788021,-118.29718804,"(34.2620788021, -118.29718804)",503,J,3,North Valley APC,7,Monica Rodriguez,10,Sunland-Tujunga,FOOTHILL
1-1831813171,01/01/2021 12:37:35 PM,01/05/2021 02:44:35 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Self Service,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 02:21:55 PM,Y,N,"6645 N CAMELLIA AVE, 91606",6645,N,CAMELLIA,AVE,91606,34.1916594288,-118.38249717,"(34.1916594288, -118.38249717)",532,H,6,South Valley APC,2,Paul Krekorian,23,North Hollywood Northeast,NORTH HOLLYWOOD
1-1831810831,01/01/2021 12:38:11 PM,01/06/2021 10:06:15 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/06/2021 12:00:00 AM,01/06/2021 10:05:37 AM,Y,,"1518 S FEDERAL AVE, 90025",1518,S,FEDERAL,AVE,90025,34.0451835826,-118.454265584,"(34.0451835826, -118.454265584)",631,J,5,West Los Angeles APC,11,Mike Bonin,66,West LA - Sawtelle,WEST LOS ANGELES
1-1831812401,01/01/2021 12:39:24 PM,01/07/2021 05:27:08 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/07/2021 12:00:00 AM,01/07/2021 05:25:58 PM,Y,,"4402 W LOS FELIZ BLVD, 90027",4402,W,LOS FELIZ,BLVD,90027,34.1119179373,-118.285588427,"(34.1119179373, -118.285588427)",594,B,2,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-1831810881,01/01/2021 12:39:38 PM,01/02/2021 10:54:12 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/02/2021 12:00:00 AM,01/02/2021 10:52:38 AM,Y,,"227 S WILTON PL, 90004",227,S,WILTON,PL,90004,34.0702461333,-118.314451425,"(34.0702461333, -118.314451425)",633,G,1,Central APC,4,Nithya Raman,119,Greater Wilshire,OLYMPIC
1-1831813301,01/01/2021 12:39:46 PM,01/06/2021 11:26:25 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,NC,01/06/2021 12:00:00 AM,01/06/2021 08:57:09 AM,Y,,"762 N CLEVELAND ST, 90012",762,N,CLEVELAND,ST,90012,34.063056193,-118.241767587,"(34.063056193, -118.241767587)",634,G,2,Central APC,1,Gilbert Cedillo,128,Historic Cultural North,CENTRAL
1-1831813921,01/01/2021 12:39:59 PM,01/02/2021 10:41:35 PM,SR Created,LASAN,Bulky Items,Closed,Call,,Y,WV,01/02/2021 12:00:00 AM,01/02/2021 10:20:58 AM,Y,N,"6934 N REMMET AVE, 91303",6934,N,REMMET,AVE,91303,34.1965832353,-118.600173507,"(34.1965832353, -118.600173507)",530,A,5,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-1831813961,01/01/2021 12:40:36 PM,01/02/2021 08:38:17 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WV,01/02/2021 12:00:00 AM,01/02/2021 02:15:02 PM,Y,N,"7526 N ETON AVE, 91303",7526,N,ETON,AVE,91303,34.2072552625,-118.595392211,"(34.2072552625, -118.595392211)",530,B,4,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-1831811561,01/01/2021 12:41:13 PM,01/05/2021 07:15:03 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/05/2021 12:00:00 AM,01/05/2021 07:05:08 AM,Y,N,"4910 N GLEN IRIS AVE, 90041",4910,N,GLEN IRIS,AVE,90041,34.1344544369,-118.209814784,"(34.1344544369, -118.209814784)",565,A,6,East Los Angeles APC,14,Kevin de León,40,Eagle Rock,NORTHEAST
1-1831813421,01/01/2021 12:41:44 PM,01/07/2021 02:27:30 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/07/2021 12:00:00 AM,01/07/2021 01:54:36 PM,Y,N,"14321 W FRIAR ST, 91401",14321,W,FRIAR,ST,91401,34.1857725612,-118.445168621,"(34.1857725612, -118.445168621)",532,A,7,South Valley APC,6,Nury Martinez,20,Van Nuys,VAN NUYS
1-1831814071,01/01/2021 12:41:55 PM,01/04/2021 09:43:59 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,Y,NDFY,01/04/2021 09:43:27 PM,01/04/2021 09:43:58 PM,Y,N,"11943 W VENTURA BLVD, 91604",11943,W,VENTURA,BLVD,91604,34.1434033124,-118.392039134,"(34.1434033124, -118.392039134)",562,G,5,South Valley APC,2,Paul Krekorian,27,Studio City,NORTH HOLLYWOOD
1-1831811651,01/01/2021 12:42:03 PM,01/07/2021 12:29:40 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,iOS,Y,EV,01/07/2021 12:00:00 AM,01/07/2021 12:21:28 PM,Y,,"10818 W VENTURA BLVD, 91604",10818,W,VENTURA,BLVD,91604,34.1387445795,-118.366380477,"(34.1387445795, -118.366380477)",563,A,6,South Valley APC,2,Paul Krekorian,27,Studio City,NORTH HOLLYWOOD
1-1831812581,01/01/2021 12:42:13 PM,01/13/2021 12:52:02 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/04/2021 12:00:00 AM,01/13/2021 12:50:55 PM,Y,N,"105TH ST AT GRAND AVE, 90003",,,,,90003,33.9409932547,-118.280575644,"(33.9409932547, -118.280575644)",704,C,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831812601,01/01/2021 12:42:19 PM,01/05/2021 02:37:56 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 02:34:55 PM,Y,N,"6612 N FIGUEROA ST, 90042",6612,N,FIGUEROA,ST,90042,34.1224503375,-118.184652639,"(34.1224503375, -118.184652639)",595,D,1,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831813521,01/01/2021 12:43:06 PM,01/14/2021 06:34:33 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WV,01/13/2021 12:00:00 AM,01/14/2021 06:30:30 PM,Y,N,"11245 N GLORIA AVE, 91344",11245,N,GLORIA,AVE,91344,34.2749139319,-118.479949084,"(34.2749139319, -118.479949084)",501,F,1,North Valley APC,12,John Lee,4,Granada Hills North,DEVONSHIRE
1-1831813581,01/01/2021 12:43:48 PM,01/02/2021 10:42:06 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 10:38:42 AM,Y,N,"105TH ST AT GRAND AVE, 90003",,,,,90003,33.9409932547,-118.280575644,"(33.9409932547, -118.280575644)",704,C,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831812751,01/01/2021 12:43:56 PM,01/05/2021 07:05:33 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 01:42:02 PM,Y,N,"6738 N FIGUEROA ST, 90042",6738,N,FIGUEROA,ST,90042,34.1246206939,-118.18567246,"(34.1246206939, -118.18567246)",595,D,1,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831812811,01/01/2021 12:44:39 PM,01/08/2021 12:45:02 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/07/2021 12:00:00 AM,01/07/2021 07:27:25 AM,Y,,"13565 W VALERIO ST, 91405",13565,W,VALERIO,ST,91405,34.2049311186,-118.428775864,"(34.2049311186, -118.428775864)",532,C,4,South Valley APC,2,Paul Krekorian,20,Van Nuys,VAN NUYS
1-1831813651,01/01/2021 12:44:59 PM,01/02/2021 10:41:56 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 10:38:49 AM,Y,N,"105TH ST AT GRAND AVE, 90003",,,,,90003,33.9409932547,-118.280575644,"(33.9409932547, -118.280575644)",704,C,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831814221,01/01/2021 12:45:22 PM,01/07/2021 12:42:11 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/06/2021 12:00:00 AM,01/06/2021 05:51:15 PM,Y,,"7752 N LINDLEY AVE, 91335",7752,N,LINDLEY,AVE,91335,34.2116262079,-118.527201174,"(34.2116262079, -118.527201174)",531,A,3,South Valley APC,12,John Lee,15,Reseda,WEST VALLEY
1-1831814911,01/01/2021 12:45:52 PM,01/04/2021 04:52:01 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 04:48:35 PM,Y,,"8745 S DELGANY AVE, 90293",8745,S,DELGANY,AVE,90293,33.9548837558,-118.439221389,"(33.9548837558, -118.439221389)",702,B,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831815911,01/01/2021 12:46:01 PM,03/23/2021 09:18:58 PM,SR Created,LASAN,Homeless Encampment,Pending,Mobile App,iOS,N,EV,03/23/2021 12:00:00 AM,,Y,,"13935 W AZTEC ST, 91342",13935,W,AZTEC,ST,91342,34.3034073034,-118.436734531,"(34.3034073034, -118.436734531)",482,B,4,North Valley APC,7,Monica Rodriguez,5,Sylmar,MISSION
1-1831814301,01/01/2021 12:46:30 PM,01/08/2021 11:29:59 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/04/2021 12:00:00 AM,01/08/2021 11:25:29 AM,Y,N,"104TH ST AT GRAND AVE, 90003",,,,,90003,33.9419007042,-118.280577227,"(33.9419007042, -118.280577227)",704,C,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831813781,01/01/2021 12:46:49 PM,01/02/2021 03:58:35 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/02/2021 12:00:00 AM,01/02/2021 12:50:22 PM,Y,N,"758 N CHEROKEE AVE, 90038",758,N,CHEROKEE,AVE,90038,34.0850832797,-118.335123973,"(34.0850832797, -118.335123973)",593,E,6,Central APC,4,Nithya Raman,119,Greater Wilshire,WILSHIRE
1-1831816011,01/01/2021 12:47:06 PM,01/05/2021 03:00:08 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 02:57:54 PM,Y,N,"6726 N FIGUEROA ST, 90042",6726,N,FIGUEROA,ST,90042,34.124371397,-118.185557233,"(34.124371397, -118.185557233)",595,D,1,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831814361,01/01/2021 12:47:18 PM,01/06/2021 11:14:10 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/06/2021 12:00:00 AM,01/06/2021 11:01:57 AM,Y,,"7752 N LINDLEY AVE, 91335",7752,N,LINDLEY,AVE,91335,34.2116262079,-118.527201174,"(34.2116262079, -118.527201174)",531,A,3,South Valley APC,12,John Lee,15,Reseda,WEST VALLEY
1-1831815001,01/01/2021 12:47:28 PM,01/04/2021 09:45:02 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,Y,NDFY,01/04/2021 09:44:30 PM,01/04/2021 09:45:02 PM,Y,N,"12001 W VENTURA PL, 91604",12001,W,VENTURA,PL,91604,34.1440199664,-118.39310962,"(34.1440199664, -118.39310962)",562,G,5,South Valley APC,2,Paul Krekorian,27,Studio City,NORTH HOLLYWOOD
1-1831816041,01/01/2021 12:47:36 PM,01/05/2021 11:55:22 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 11:41:08 AM,Y,N,"5224 N IRVINE AVE, 91601",5224,N,IRVINE,AVE,91601,34.1656071881,-118.385479526,"(34.1656071881, -118.385479526)",562,H,2,South Valley APC,2,Paul Krekorian,25,Valley Village,NORTH HOLLYWOOD
1-1831814401,01/01/2021 12:47:45 PM,01/08/2021 11:32:54 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/04/2021 12:00:00 AM,01/08/2021 11:25:39 AM,Y,N,"104TH ST AT GRAND AVE, 90003",,,,,90003,33.9419007042,-118.280577227,"(33.9419007042, -118.280577227)",704,C,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831815031,01/01/2021 12:47:46 PM,01/05/2021 11:16:32 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,Y,EV,01/05/2021 12:00:00 AM,01/05/2021 11:12:18 AM,Y,,"11538 W CANTLAY ST, 91605",11538,W,CANTLAY,ST,91605,34.2023979207,-118.383762496,"(34.2023979207, -118.383762496)",532,H,4,North Valley APC,2,Paul Krekorian,23,North Hollywood Northeast,NORTH HOLLYWOOD
1-1831816061,01/01/2021 12:47:47 PM,01/02/2021 06:15:00 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Android,N,NEGB_ELA,01/02/2021 06:13:43 AM,01/02/2021 06:14:58 AM,Y,N,"225 N AVENUE 61, 90042",225,N,AVENUE 61,,90042,34.1138413768,-118.189822922,"(34.1138413768, -118.189822922)",595,D,2,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
1-1831813861,01/01/2021 12:48:11 PM,01/04/2021 10:37:38 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 10:56:57 AM,Y,N,"6530 W RIGGS PL, 90045",6530,W,RIGGS,PL,90045,33.9807761548,-118.400001452,"(33.9807761548, -118.400001452)",672,G,7,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831816111,01/01/2021 12:48:15 PM,01/05/2021 06:02:13 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WV,01/05/2021 12:00:00 AM,01/05/2021 05:59:21 PM,Y,N,"9900 GLADE AV, 91311",9900,,GLADE,AV,91311,34.2505648658,-118.60834164,"(34.2505648658, -118.60834164)",499,J,5,North Valley APC,12,John Lee,99,Chatsworth,DEVONSHIRE
1-1831816171,01/01/2021 12:48:47 PM,01/01/2021 12:48:48 PM,SR Created,LADWP,Report Water Waste,Closed,Self Service,,N,,,01/01/2021 12:48:47 PM,Y,N,"5164 N GLORIA AVE, 91436",5164,N,GLORIA,AVE,91436,34.1639143105,-118.479123937,"(34.1639143105, -118.479123937)",561,F,3,South Valley APC,5,Paul Koretz,18,Encino,WEST VALLEY
1-1831816211,01/01/2021 12:49:34 PM,01/06/2021 06:11:37 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,HB,01/06/2021 12:00:00 AM,01/06/2021 06:09:20 PM,Y,N,"1764 W 27TH ST, 90732",1764,W,27TH,ST,90732,33.7223139235,-118.317596003,"(33.7223139235, -118.317596003)",823,H,7,Harbor APC,15,Joe Buscaino,96,Coastal San Pedro,HARBOR
1-1831814591,01/01/2021 12:49:57 PM,01/07/2021 02:27:14 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/07/2021 12:00:00 AM,01/07/2021 01:54:28 PM,Y,N,"14321 W FRIAR ST, 91401",14321,W,FRIAR,ST,91401,34.1857725612,-118.445168621,"(34.1857725612, -118.445168621)",532,A,7,South Valley APC,6,Nury Martinez,20,Van Nuys,VAN NUYS
1-1831816261,01/01/2021 12:49:57 PM,01/01/2021 01:29:18 PM,SR Created,LASAN,Dead Animal Removal,Closed,Call,,N,WLA,,01/01/2021 01:29:18 PM,Y,N,"2237 S PROSSER AVE, 90064",2237,S,PROSSER,AVE,90064,34.0468522515,-118.423732357,"(34.0468522515, -118.423732357)",632,D,5,West Los Angeles APC,5,Paul Koretz,62,Westside,WEST LOS ANGELES
1-1831815191,01/01/2021 12:50:05 PM,01/02/2021 09:06:28 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 08:07:27 AM,Y,N,"CENTURY BLVD AT GRAND AVE, 90003",,,,,90003,33.9455292483,-118.280337886,"(33.9455292483, -118.280337886)",704,C,4,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831816991,01/01/2021 12:50:11 PM,01/05/2021 03:58:45 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 03:56:30 PM,Y,N,"5123 E CORINGA DR, 90042",5123,E,CORINGA,DR,90042,34.1252713906,-118.202828322,"(34.1252713906, -118.202828322)",565,B,7,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831817011,01/01/2021 12:50:26 PM,01/02/2021 12:40:47 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,NEGB_ELA,01/02/2021 12:39:30 PM,01/02/2021 12:40:46 PM,Y,N,"216 N AVENUE 61, 90042",216,N,AVENUE 61,,90042,34.1135117876,-118.189966722,"(34.1135117876, -118.189966722)",595,D,2,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
