"site","date","interaction_type","interaction_type_2","service_requested_1","service_requested_2","hispanic_ethnicity","gender","langage","time_spent","age","week","week_ending"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Childcare",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"Karen","6-15 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"Hmong","16-30 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"Somali","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"Karen","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service","Basic question and/or help with forms","(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"English","6-15 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service","Basic question and/or help with forms","(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","6-15 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"Hmong","6-15 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"Other","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"Somali","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"Other","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"Spanish","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"Other","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Roseville","2020-10-13T00:00:00.000","Navigator consultation ",,"MNSURE APP",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Downtown (Saint Paul)","2020-10-13T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
"Maplewood","2020-10-13T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 41","2020-10-13T00:00:00.000"
