"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type","amended"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown","Services","77862","77862","General Fund","Tax Supported Fund","Water","Utilities","77862"
"2021","Public Safety","Police","Real Time Intelligence Center (RTIC)","Fringe Benefits","822","822","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","822"
"2021","Economic and Community Development","Economic & Community Development","Code Enforcement Office","Services","145000","145000","General Fund","Tax Supported Fund","Debris Removal & Cleanup","Special Services","145000"
"2021","Public Works","Public Works","Building Maintenance","Salaries","646513","646513","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","646513"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - South Chattanooga","Fringe Benefits","8169","8169","General Fund","Tax Supported Fund","FICA (OASDI)","Payroll Taxes","8169"
"2021","General Government","Internal Audit","Internal Audit","Fringe Benefits","34362.19","34362.1921","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","34362.1921"
"2021","Public Works","Public Works","CWS Mowing Tractors/Leaf Collection","Fringe Benefits","8064","8064","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","8064"
"2021","General Government","Finance & Admin","Finance Office","Services","7000","7000","General Fund","Tax Supported Fund","Printing","Special Services","7000"
"2021","Youth and Family Development","Youth & Family","Rec Facility - Summit of Softball","Materials & Supplies","13500","13500","General Fund","Tax Supported Fund","Repair Parts","Repair & Maintenance Supplies","13500"
"2021","Public Works","Public Works","CWS Admin","Travel Expense","650","650","General Fund","Tax Supported Fund","Hotels","Meals & Lodging","650"
"2021","Public Safety","Fire","Fire Station # 12","Services","192","192","General Fund","Tax Supported Fund","Exterminating Service","Trades","192"
"2021","Economic and Community Development","Economic & Community Development","Code Enforcement Office","Services","300000","300000","General Fund","Tax Supported Fund","Demolition Services","Other Services","300000"
"2021","Economic and Community Development","Economic & Community Development","ECD - Neighborhood Serv - Admin","Services","1700","1700","General Fund","Tax Supported Fund","Other Contracted Service","Other Services","1700"
"2021","Youth and Family Development","Youth & Family","Rec Facility - Summit of Softball","Materials & Supplies","17000","17000","General Fund","Tax Supported Fund","Dirt mix, Mulch, Topsoil","Other Materials & Supplies","17000"
"2021","General Government","Human Resources","Human Resources Admin","Fringe Benefits","21504","21504","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","21504"
"2021","Public Safety","Fire","Fire Administration","Other Expenses","2000","2000","General Fund","Tax Supported Fund","Awards","Miscellaneous Expenses","2000"
"2021","Public Works","Public Works","CWS Central Business District","Materials & Supplies","100","100","General Fund","Tax Supported Fund","Dirt mix, Mulch, Topsoil","Other Materials & Supplies","100"
"2021","Transportation","Transportation","Complete Streets","Fringe Benefits","67640.67","67640.6748","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","67640.6748"
"2021","Youth and Family Development","Youth & Family","Office of Community Resilience - Family Justice Center","Travel Expense",,"50","General Fund","Tax Supported Fund","Meals","Meals & Lodging","50"
"2021","Public Safety","Police","Police Admin Support & Tech Svcs","Salaries","1200","1200","General Fund","Tax Supported Fund","Cellphone Allowance","Allowances","1200"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Brainerd","Fringe Benefits","31131.17","31131.17375","General Fund","Tax Supported Fund","General Pension","Pension","31131.17375"
"2021","Public Works","Public Works","Trash Flash Pick-up","Services","490000","490000","General Fund","Tax Supported Fund","Transfer Station Cost","Special Services","490000"
"2021","Public Works","Public Works","Garbage Pick-up","Fringe Benefits","11969","11969","General Fund","Tax Supported Fund","Medicare","Payroll Taxes","11969"
"2021","Public Works","Public Works","Park Mgmt - Playgrounds & Facilities","Materials & Supplies","5000","5000","General Fund","Tax Supported Fund","Cleaning Supplies","Other Materials & Supplies","5000"
"2021","Public Works","Public Works","Garbage Pick-up","Services","5508","5508","General Fund","Tax Supported Fund","Wireless Data Communication","Unallocated Costs","5508"
"2021","Public Works","Public Works","City Engineer","Salaries","838148","838148","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","838148"
"2021","Public Safety","Police","Police Patrol Bravo","Fringe Benefits","464079.92","464079.9228","General Fund","Tax Supported Fund","Hospitalization","Insurance","464079.9228"
"2021","Public Safety","Police","Police Admin Support & Tech Svcs","Fringe Benefits","50049","50049","General Fund","Tax Supported Fund","FICA (OASDI)","Payroll Taxes","50049"
"2021","Youth and Family Development","Youth & Family","Recreation Public Information","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Office Supplies & Stationery","Office Supplies","500"
"2021","Economic and Community Development","Economic & Community Development","Shared Maint - Riverpark Art Maint & Mgmt","Salaries","720","720","General Fund","Tax Supported Fund","Cellphone Allowance","Allowances","720"
"2021","Public Works","Public Works","Park Mgmt - Admin","Services","350","350","General Fund","Tax Supported Fund","Dues","Other Services","350"
"2021","Economic and Community Development","Economic & Community Development","Land Development Office","Other Expenses","1261","1261","General Fund","Tax Supported Fund","Awards","Miscellaneous Expenses","1261"
"2021","Public Safety","Police","Police Bike Patrol","Salaries","1500","1500","General Fund","Tax Supported Fund","Uniform Allowance","Allowances","1500"
"2021","Public Safety","Police","Police Community Services","Fringe Benefits","134","134","General Fund","Tax Supported Fund","Long-Term Disability","Insurance","134"
"2021","General Government","City Council","City Council","Fringe Benefits","31383.53","31383.5277","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","31383.5277"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Washington Hills","Services","850","850","General Fund","Tax Supported Fund","Exterminating Service","Trades","850"
"2021","General Government","Judges","City Judges Division 2","Fringe Benefits","497","497","General Fund","Tax Supported Fund","Long-Term Disability","Insurance","497"
"2021","Public Works","Public Works","GIS","Fringe Benefits","2237.99","2237.985321","General Fund","Tax Supported Fund","Health Savings Accounts","Insurance","2237.985321"
"2021","Youth and Family Development","Youth & Family","Youth Development","Fringe Benefits","71","71","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","71"
"2021","Youth and Family Development","Youth & Family","Youth & Family Development","Services","2500","2500","General Fund","Tax Supported Fund","Meeting Expense","Other Services","2500"
"2021","Youth and Family Development","Youth & Family","Youth Dev - Education","Other Expenses","1400","1400","General Fund","Tax Supported Fund","Awards","Miscellaneous Expenses","1400"
"2021","Public Safety","Fire","Fire Operations Division","Insurance, Claims, Damages","11314","11314","General Fund","Tax Supported Fund","Building & Content Insurance","Property & Casualty Insurance","11314"
"2021","Public Works","Public Works","Building Maintenance","Fringe Benefits","217548.06","217548.0642","General Fund","Tax Supported Fund","Hospitalization","Insurance","217548.0642"
"2021","Agencies","Agencies","Approp - Lookout Mountain Conservancy","Other Expenses","12000","12000","General Fund","Tax Supported Fund","Appropriations","Appropriations","12000"
"2021","Economic and Community Development","Economic & Community Development","ECD - Neighborhood Serv - Admin","Services","10000","10000","General Fund","Tax Supported Fund","Debris Removal & Cleanup","Special Services","10000"
"2021","Transportation","Transportation","Transportation Administration","Fringe Benefits","29456.45","29456.45039","General Fund","Tax Supported Fund","Hospitalization","Insurance","29456.45039"
"2021","Public Safety","Police","Special Investigations","Services","3500","3500","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","3500"
"2021","Public Safety","Police","Police Patrol Delta","Salaries","2010954","2010954","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","2010954"
"2021","Youth and Family Development","Youth & Family","Aquatics Programs","Salaries","169832","169832","General Fund","Tax Supported Fund","Part Time Employees","Salaries & Wages","169832"
"2021","Public Works","Public Works","CWS Admin","Travel Expense","500","500","General Fund","Tax Supported Fund","Registration Fees","Other Travel Expenses","500"
"2021","Public Safety","Police","Police Training Recruiting","Salaries","17500","17500","General Fund","Tax Supported Fund","Uniform Allowance","Allowances","17500"
"2021","Transportation","Transportation","Traffic Operations","Salaries","953935","953935","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","953935"
"2021","Public Safety","Police","Police Uniform Services Command","Materials & Supplies","200","200","General Fund","Tax Supported Fund","Police Evidence Supplies","Other Materials & Supplies","200"
"2021","General Government","Executive Branch","Executive Office Admin","Fringe Benefits","54739","46936","General Fund","Tax Supported Fund","FICA (OASDI)","Payroll Taxes","46936"
"2021","Youth and Family Development","Youth & Family","Eastgate Center Programs","Fringe Benefits","1394","1394","General Fund","Tax Supported Fund","Medicare","Payroll Taxes","1394"
"2021","Public Works","Public Works","Park Mgmt - Landscape Miller Park","Services","30000","30000","General Fund","Tax Supported Fund","Security Services","Special Services","30000"
"2021","General Government","Judges","City Judges Division 2","Fringe Benefits","28545.7","28545.7043","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","28545.7043"
"2021","Youth and Family Development","Youth & Family","Youth Dev - CAPS","Materials & Supplies","100","100","General Fund","Tax Supported Fund","Books","Office Supplies","100"
