"service_request","date_request_opened","request_status","sla","service_group","agency_responsible","request_name","street_address","latitude","longitude","location","tni_area_description"
"22-00038386","2022-08-29T08:26:16.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038384","2022-08-29T08:17:37.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038377","2022-08-29T07:48:10.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","7151 DONNELL PL","38.84228612","-76.88275725","
,  
(38.84228612, -76.88275725)","County Address"
"22-00038360","2022-08-29T01:53:09.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038359","2022-08-29T01:50:54.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038339","2022-08-28T14:41:48.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","1900 CHALFONT CT","38.71084506","-76.97461993","
,  
(38.71084506, -76.97461993)","County Address"
"22-00038337","2022-08-28T12:47:41.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038331","2022-08-28T08:47:36.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038269","2022-08-27T16:45:58.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038246","2022-08-26T19:45:21.000","OPEN","OVERDUE","Special Services Division","Department of Public Works & Transportation","Litter Removal (from County Right-of-Way)","53 WATKINS PARK DR","38.89904487","-76.79253871","
,  
(38.89904487, -76.79253871)","County Address"
"22-00038242","2022-08-26T17:59:32.000","CLOSED","CLOSED","Multi Family","DPIE","ENF-Apartment Complex Common Area Issues","E KILMER ST & KENT VILLAGE DR",,,,"County Address"
"22-00038225","2022-08-26T15:36:23.000","OPEN","OPEN","Rva - General","Revenue Authority","Parking Complaints","2805 IVY BRIDGE RD","38.78410281","-76.95915001","
,  
(38.78410281, -76.95915001)","County Address"
"22-00038221","2022-08-26T15:04:11.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038214","2022-08-26T14:25:27.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","1900 ARCADIA AVE","38.86450754","-76.94024729","
,  
(38.86450754, -76.94024729)","Suitland / Coral Hills"
"22-00038211","2022-08-26T14:16:25.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038206","2022-08-26T14:09:39.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038205","2022-08-26T14:09:08.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","7323 MARLBORO PIKE","38.8478475","-76.87947672","
,  
(38.8478475, -76.87947672)","County Address"
"22-00038201","2022-08-26T14:01:31.000","OPEN","OPEN","Fire and Rescue Operations","Fire/Ems","Fire/EMS General Inquiries","3319 HUNTLEY SQUARE DR","38.80131402","-76.95183904","
,  
(38.80131402, -76.95183904)","County Address"
"22-00038198","2022-08-26T13:56:01.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","8407 GREENBELT RD","38.98830313","-76.86078968","
,  
(38.98830313, -76.86078968)","County Address"
"22-00038197","2022-08-26T13:45:38.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","7108 FLAG HARBOR DR","38.8654121","-76.88554978","
,  
(38.8654121, -76.88554978)","County Address"
"22-00038191","2022-08-26T13:02:29.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038184","2022-08-26T12:08:46.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038183","2022-08-26T12:07:02.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038182","2022-08-26T11:54:31.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","8643 GREENBELT RD",,,,"County Address"
"22-00038180","2022-08-26T11:48:49.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038179","2022-08-26T11:47:02.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038178","2022-08-26T11:38:45.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","8643 GREENBELT RD",,,,"County Address"
"22-00038174","2022-08-26T11:31:47.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038172","2022-08-26T11:17:09.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038168","2022-08-26T10:53:45.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038164","2022-08-26T10:42:19.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038160","2022-08-26T10:07:09.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038151","2022-08-26T09:39:13.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","6014 WESTCHESTER PARK DR","38.99078945","-76.90237512","
,  
(38.99078945, -76.90237512)","County Address"
"22-00038147","2022-08-26T09:12:41.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038145","2022-08-26T09:07:22.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038144","2022-08-26T09:02:03.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038143","2022-08-26T09:00:49.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038142","2022-08-26T08:59:48.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038141","2022-08-26T08:59:03.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6012 GRIFFITH DR","38.81509432","-76.90211146","
,  
(38.81509432, -76.90211146)","County Address"
"22-00038140","2022-08-26T08:58:01.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6012 GRIFFITH DR","38.81509432","-76.90211146","
,  
(38.81509432, -76.90211146)","County Address"
"22-00038139","2022-08-26T08:44:38.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","3409 REGENCY PKWY","38.84278713","-76.90841898","
,  
(38.84278713, -76.90841898)","Suitland / Coral Hills"
"22-00038136","2022-08-26T08:20:51.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","3302 BOYSENBERRY CT","38.84424734","-76.88962536","
,  
(38.84424734, -76.88962536)","County Address"
"22-00038134","2022-08-26T08:14:06.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","462 POSSUM CT","38.8849201","-76.86531638","
,  
(38.8849201, -76.86531638)","County Address"
"22-00038133","2022-08-26T08:02:23.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","3106 DYNASTY DR","38.84627879","-76.90336852","
,  
(38.84627879, -76.90336852)","Suitland / Coral Hills"
"22-00038131","2022-08-26T07:53:53.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","3514 65TH AVE","38.93669895","-76.90420461","
,  
(38.93669895, -76.90420461)","County Address"
"22-00038127","2022-08-26T06:58:19.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038126","2022-08-26T06:23:11.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6012 GRIFFITH DR","38.81509432","-76.90211146","
,  
(38.81509432, -76.90211146)","County Address"
"22-00038112","2022-08-25T19:49:48.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038107","2022-08-25T17:48:28.000","OPEN","OPEN","Special Services Division","Department of Public Works & Transportation","Illegal Dumping Removal (from County Right-of-Way)","11510 CENTRAL AVE",,,,"County Address"
"22-00038096","2022-08-25T15:33:24.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038093","2022-08-25T15:30:52.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038080","2022-08-25T14:16:05.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038075","2022-08-25T13:54:35.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038074","2022-08-25T13:45:51.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","3213 PRINCE RANIER PL","38.84328388","-76.91304737","
,  
(38.84328388, -76.91304737)","Suitland / Coral Hills"
"22-00038072","2022-08-25T13:36:49.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","2805 FOREST RUN DR","38.84963676","-76.88861853","
,  
(38.84963676, -76.88861853)","County Address"
"22-00038071","2022-08-25T13:33:52.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038069","2022-08-25T13:28:53.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","1885 ADDISON RD","38.86616161","-76.88960342","
,  
(38.86616161, -76.88960342)","County Address"
"22-00038068","2022-08-25T13:24:31.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038065","2022-08-25T13:18:50.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","7727 EMERSON RD","38.94936943","-76.88084304","
,  
(38.94936943, -76.88084304)","Woodlawn - Lanham"
"22-00038064","2022-08-25T13:11:55.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038059","2022-08-25T12:56:57.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","4110 TORQUE ST","38.87132879","-76.93582389","
,  
(38.87132879, -76.93582389)","Suitland / Coral Hills"
"22-00038057","2022-08-25T12:51:17.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","1532 NOVA AVE","38.8695137","-76.92860524","
,  
(38.8695137, -76.92860524)","Suitland / Coral Hills"
"22-00038056","2022-08-25T12:50:36.000","OPEN","OPEN","Zoning","DPIE","ENF-Business/Commercial Exterior Concerns","9412 LIVINGSTON RD","38.76004449","-76.99474821","
,  
(38.76004449, -76.99474821)","County Address"
"22-00038054","2022-08-25T12:45:54.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","1603 PACIFIC AVE","38.86745142","-76.92296709","
,  
(38.86745142, -76.92296709)","Suitland / Coral Hills"
"22-00038040","2022-08-25T11:26:26.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038038","2022-08-25T11:17:34.000","OPEN","OPEN","Zoning","DPIE","ENF-Business/Commercial Exterior Concerns","1227 MARBLEWOOD AVE",,,,"County Address"
"22-00038037","2022-08-25T11:06:04.000","OPEN","OPEN","Fire and Rescue Operations","Fire/Ems","Fire/EMS General Inquiries","1413 ESTELLE DR","38.82271315","-76.98734755","
,  
(38.82271315, -76.98734755)","Oxon Hill / Glassmanor"
"22-00038031","2022-08-25T10:31:34.000","OPEN","OPEN","Zoning","DPIE","ENF-Business Operation Concerns","1215 MARBLEWOOD AVE",,,,"County Address"
"22-00038029","2022-08-25T10:22:23.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038028","2022-08-25T10:22:22.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038024","2022-08-25T10:17:11.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Rental Issues  Single Family Home","13207 RHAME DR","38.70773947","-77.0109016","
,  
(38.70773947, -77.0109016)","County Address"
"22-00038022","2022-08-25T10:07:35.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038020","2022-08-25T10:02:27.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038017","2022-08-25T09:56:12.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
