"fiscal_year","fiscal_period","service","department","program","expense_category","fund","vendor_name","vendor_id","vendor_zip","payment_number","payment_issue_date","invoice_number","invoice_line_number","invoice_date","amount","description","purchase_order_number"
"2015","2","HUMAN RIGHTS GRANT FUNDS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","HYVEE #1162","5220","50266-8290","418560","2014-08-29T00:00:00.000",,"0",,"113.81",,"0"
"2019","2","GOLF OPERATIONS","RECREATION DIVISION","CULTURE AND REC - OPER","BEER PRODUCTS","GENERAL","7G DISTRIBUTING LLC","5855","52404","ET190849","2018-08-10T00:00:00.000",,"1","2018-08-03T00:00:00.000","230",,"19000338"
"2015","12","BEE BRANCH ALIGNMENT","ENGINEERING","PUBLIC WORKS-CAPITAL","LAND/ACQ-W/IMPROV","SALES TAX INCREMENT","CENTRAL TRUE VALUE","9041","52001-3566","429796","2015-06-30T00:00:00.000",,"0",,"7.47",,"0"
"2015","12","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","429796","2015-06-30T00:00:00.000",,"0",,"31.95",,"0"
"2015","11","MAINT OF VACANT/ABANDONED","HOUSING & COMMUNITY DEV","COM AND ECON DEV - CAP","PROPERTY MAINTENANCE","GENERAL","THE LOCKSMITH EXPRESS","2632","52001-7024","428371","2015-05-29T00:00:00.000",,"0",,"80",,"0"
"2013","12","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","RESTAURANTS","2631",,"400813","2013-06-13T00:00:00.000",,"0",,"123.25",,"0"
"2016","4","DEVELOPMENT SERVICES","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CITY BUSINESS","GENERAL","HOTEL JULIEN DUBUQUE","8160","52004-0267","434100","2015-10-30T00:00:00.000",,"0",,"98.13",,"0"
"2017","1","SECTION 8 VOUCHER","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","DUES & MEMBERSHIPS","SECTION 8 HOUSING","EMPHASYS NATIONAL USERS GROUP","10139","46904-4011","443228","2016-07-13T00:00:00.000",,"1","2016-06-21T00:00:00.000","150",,"17000056"
"2013","12","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","HOTEL/MOTEL VENDOR","2889",,"400813","2013-06-13T00:00:00.000",,"0",,"168.19",,"0"
"2014","12","MAINT OF VACANT/ABANDONED","HOUSING & COMMUNITY DEV","COM AND ECON DEV - CAP","PROPERTY MAINTENANCE","GENERAL","CENTRAL TRUE VALUE","9041","52001-3566","416421","2014-06-30T00:00:00.000",,"0",,"3.98",,"0"
"2013","9","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","MISC. OPERATING SUPPLIES","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","396770","2013-03-11T00:00:00.000",,"0",,"31.96",,"0"
"2013","8","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","OFFICE SUPPLIES","WATER UTILITY OPERATION","STAPLES ADVANTAGE","3543","60696-3689","395659","2013-02-08T00:00:00.000",,"0",,"165.14",,"0"
"2013","10","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","FACTORY CARD OUTLET","1826","52002","397857","2013-04-05T00:00:00.000",,"0",,"33.96",,"0"
"2015","2","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROPERTY MAINTENANCE","COMMUNITY DEVELOPMENT","CENTRAL TRUE VALUE","9041","52001-3566","418560","2014-08-29T00:00:00.000",,"0",,"49.9",,"0"
"2013","12","OFFICES/CTRL RM/LAB REMOD","WATER","BUSINESS TYPE - CAPITAL","CONST CONTRACT-BLDG","WATER CONSTRUCTION","STEVES ACE HARDWARE","3575","52002-1053","401865","2013-06-28T00:00:00.000",,"0",,"16.97",,"0"
"2014","8","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140221","2014-02-18T00:00:00.000",,"0","2014-02-18T00:00:00.000","500",,"0"
"2013","10","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130427","2013-04-16T00:00:00.000",,"0","2013-04-16T00:00:00.000","230.87",,"0"
"2014","5","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","JANITORIAL SUPPLIES","WATER UTILITY OPERATION","AMAZON.COM LLC","1097","30353-0958","407288","2013-11-07T00:00:00.000",,"0",,"14.91",,"0"
"2013","4","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET131003","2012-10-02T00:00:00.000",,"0","2012-10-02T00:00:00.000","151334.15",,"0"
"2016","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","434100","2015-10-30T00:00:00.000",,"0",,"135",,"0"
"2014","11","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","415052","2014-05-30T00:00:00.000",,"0",,"184.05",,"0"
"2013","9","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130329","2013-03-19T00:00:00.000",,"0","2013-03-19T00:00:00.000","230.87",,"0"
"2014","4","FIRE HYDRANT PAINTING","WATER","BUSINESS TYPE - CAPITAL","MISCELLANEOUS SERVICES","WATER CONSTRUCTION","CENTRAL TRUE VALUE","9041","52001-3566","406102","2013-10-14T00:00:00.000",,"0",,"20.77",,"0"
"2019","2","UNDISTRIBUTED","WATER","BUSINESS TYPE - OPERATING","REFUNDS","WATER UTILITY OPERATION","MARSH, CAROL L & PHILIP E","13097","49047-9682","468924","2018-08-15T00:00:00.000",,"0",,"11.77",,"0"
"2014","10","LEAD PAINT ABATEMENT 2011","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","LEAD PAINT GRANT","GAS STATIONS/TOWING","1031",,"413932","2014-04-30T00:00:00.000",,"0",,"30.54",,"0"
"2014","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","CRUST ITALIAN KITCHEN & BAR","4595","52001","412593","2014-03-31T00:00:00.000",,"0",,"89.3",,"0"
"2013","3","CABLE TV","CABLE TV DIVISION","GEN GOVERNMENT - OPER","OFFICE SUPPLIES","CABLE TV","THREE ISLANDS PRESS","4567","04841","389839","2012-09-14T00:00:00.000",,"0",,"39",,"0"
"2013","3","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","RESTAURANTS","2631",,"389839","2012-09-14T00:00:00.000",,"0",,"44.6",,"0"
"2020","5","SAN- SEWER MNTNCE","PUBLIC WORKS","BUSINESS TYPE - OPERATING","RADIO/PAGER FEE","SEWAGE FACILITY OPERATION","RACOM CORPORATION","3201","50158-5841","V482180","2019-11-06T00:00:00.000",,"1","2019-10-17T00:00:00.000","158.22",,"20004133"
"2013","1","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130748","2012-07-31T00:00:00.000",,"0","2012-07-31T00:00:00.000","88646.93",,"0"
"2013","4","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","POSTAGE AND SHIPPING","WATER UTILITY OPERATION","MUNICIPAL EMERGENCY SERVICES INC","8840","60675-3135","391071","2012-10-10T00:00:00.000",,"0",,"7.04",,"0"
"2014","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","415052","2014-05-30T00:00:00.000",,"0",,"76.78",,"0"
"2013","2","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","UNIVERSITY OF WISCONSIN PLATTEVILLE","1961","53818-3099","388392","2012-08-09T00:00:00.000",,"0",,"153",,"0"
"2013","10","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","MACH/EQUIP MAINTENANCE","WATER UTILITY OPERATION","DRIVE LINE OF DUBUQUE INC","1658","52001-2223","397857","2013-04-05T00:00:00.000",,"0",,"47.93",,"0"
"2013","6","HEALTHY HOMES GRANT","HOUSING & COMMUNITY DEV","COM AND ECON DEV - CAP","LOANS","GENERAL","SEARS","3394","50368-9131","393340","2012-12-07T00:00:00.000",,"0",,"-329.99",,"0"
"2015","11","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","COMMUNITY DEVELOPMENT","STAPLES ADVANTAGE","3543","60696-3689","428371","2015-05-29T00:00:00.000",,"0",,"25.66",,"0"
"2014","3","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","SHOP EQUIPMENT","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","404566","2013-09-06T00:00:00.000",,"0",,"34.1",,"0"
"2016","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","434100","2015-10-30T00:00:00.000",,"0",,"-5.04",,"0"
"2016","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","DUES & MEMBERSHIPS","GENERAL","SECRETARY OF STATE","3401","50319","434100","2015-10-30T00:00:00.000",,"0",,"30",,"0"
"2014","6","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","IDI LLC","9058","21811-1388","408378","2013-12-11T00:00:00.000",,"0",,"561",,"0"
"2015","3","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","COMMUNITY DEVELOPMENT","AMERICAN AIRLINES GROUP INC","5289","76155","419799","2014-09-30T00:00:00.000",,"0",,"619.2",,"0"
"2019","2","UNDISTRIBUTED","WATER","BUSINESS TYPE - OPERATING","REFUNDS","WATER UTILITY OPERATION","FREIBURGER, BRANDON R","15123","52054-9524","468944","2018-08-15T00:00:00.000",,"0","2018-08-08T00:00:00.000","5.55",,"0"
"2020","5","LOT - BLUFF & 5TH","PARKING DIVISION","BUSINESS TYPE - OPERATING","UTILITY EXP-ELECTRICITY","PARKING OPERATION","ALLIANT ENERGY","1085","52406-3060","482032","2019-11-06T00:00:00.000",,"1","2019-10-24T00:00:00.000","112.08",,"20000218"
"2014","9","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","CONSTRUCTION SUPPLIES","WATER UTILITY OPERATION","SHERWIN WILLIAMS COMPANY","3426","52001-4816","412593","2014-03-31T00:00:00.000",,"0",,"54.88",,"0"
"2015","3","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","COMMUNITY DEVELOPMENT","RENAISSANCE HOTEL","4816","85004-2329","419799","2014-09-30T00:00:00.000",,"0",,"295.9",,"0"
"2014","8","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","AMERICAN AIRLINES GROUP INC","5289","76155","410968","2014-02-14T00:00:00.000",,"0",,"362.6",,"0"
"2015","4","ADMINISTRATION","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","SECTION 8 HOUSING","STAPLES ADVANTAGE","3543","60696-3689","420841","2014-10-31T00:00:00.000",,"0",,"1.45",,"0"
"2013","9","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","SHOP EQUIPMENT","WATER UTILITY OPERATION","NORWEX USA INC","10124","75001-3193","396770","2013-03-11T00:00:00.000",,"0",,"32.99",,"0"
"2013","2","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130854","2012-08-28T00:00:00.000",,"0","2012-08-28T00:00:00.000","91630.97",,"0"
"2013","4","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","391071","2012-10-10T00:00:00.000",,"0",,"39.96",,"0"
"2013","6","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET131223","2012-12-11T00:00:00.000",,"0","2012-12-11T00:00:00.000","104048.27",,"0"
"2016","4","DEVELOPMENT SERVICES","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CITY BUSINESS","GENERAL","HOTEL JULIEN DUBUQUE","8160","52004-0267","434100","2015-10-30T00:00:00.000",,"0",,"88.75",,"0"
"2019","2","LEAD PAINT ABATEMENT 2011","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","RELOCATIONS","LEAD PAINT GRANT","BLACK HILLS/IOWA GAS UTILITY CO","1154","57709-6001","468922","2018-08-15T00:00:00.000",,"2","2018-08-01T00:00:00.000","107",,"19000471"
"2014","12","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140631","2014-06-10T00:00:00.000",,"0","2014-06-10T00:00:00.000","56500.95",,"0"
"2014","8","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","NEIGHBOR WORKS AMERICA","8227","20005-3104","410968","2014-02-14T00:00:00.000",,"0",,"850",,"0"
"2013","12","ADMINISTRATION","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","VIRGINIA DEPARTMENT OF HISTORIC RES","10355","23221-2470","400813","2013-06-13T00:00:00.000",,"0",,"40",,"0"
"2015","3","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","COMMUNITY DEVELOPMENT","AMERICAN AIRLINES GROUP INC","5289","76155","419799","2014-09-30T00:00:00.000",,"0",,"23.93",,"0"
"2019","5","POD CSTORE OPERATION","RECREATION DIVISION","CULTURE AND REC - OPER","UTILITY EXP-ELECTRICITY","GENERAL","ALLIANT ENERGY","1085","52406-3060","471802","2018-11-14T00:00:00.000",,"1","2018-11-01T00:00:00.000","776.64",,"19000534"
"2014","11","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","ONE CALL OPERATION","WATER UTILITY OPERATION","SHERWIN WILLIAMS COMPANY","3426","52001-4816","415052","2014-05-30T00:00:00.000",,"0",,"386.64",,"0"
"2015","12","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","COMMUNITY DEVELOPMENT","STAPLES ADVANTAGE","3543","60696-3689","429796","2015-06-30T00:00:00.000",,"0",,"514.6",,"0"
"2013","6","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","MOTOR VEHICLE MAINT.","GENERAL","MIRACLE CAR WASH CORP","2824","52001-6932","393340","2012-12-07T00:00:00.000",,"0",,"11.68",,"0"
"2014","5","HEALTH HOMES GRANT","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","MACH/EQUIP MAINTENANCE","GENERAL","GAS STATIONS/TOWING","1031",,"407288","2013-11-07T00:00:00.000",,"0",,"10.89",,"0"
"2014","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","PAYPAL P-CARD PAYMENTS","1909",,"415052","2014-05-30T00:00:00.000",,"0",,"357.95",,"0"
"2015","6","BEE BRANCH ALIGNMENT","ENGINEERING","PUBLIC WORKS-CAPITAL","LAND/ACQ-W/IMPROV","SALES TAX INCREMENT","CENTRAL TRUE VALUE","9041","52001-3566","422145","2014-12-04T00:00:00.000",,"0",,"3.99",,"0"
"2014","8","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","SAFETY EQUIPMENT","WATER UTILITY OPERATION","NORTHERN SAFETY CO INC","4837","13504-4250","410968","2014-02-14T00:00:00.000",,"0",,"990.17",,"0"
"2013","6","HEALTH SERVICES ADMINISTR","HEALTH SERVICES","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","AMERICAN AIRLINES GROUP INC","5289","76155","393340","2012-12-07T00:00:00.000",,"0",,"25",,"0"
"2014","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","415052","2014-05-30T00:00:00.000",,"0",,"19.47",,"0"
"2015","12","CHILDREN SERVICES","LIBRARY","CULTURE AND REC - OPER","LIBRARY BOOKS","GENERAL","BOOKS A MILLION INC","4339","35219","429796","2015-06-30T00:00:00.000",,"0",,"248.38",,"0"
"2014","10","LEAD PAINT ABATEMENT 2011","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","LEAD PAINT GRANT","GAS STATIONS/TOWING","1031",,"413932","2014-04-30T00:00:00.000",,"0",,"46.29",,"0"
"2013","12","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","MACH/EQUIP MAINTENANCE","WATER UTILITY OPERATION","CENTRAL TRUE VALUE","9041","52001-3566","400813","2013-06-13T00:00:00.000",,"0",,"15.85",,"0"
"2015","3","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","COMMUNITY DEVELOPMENT","123 SIGNUP ASSOC MGMT SOLUTIONS INC","1694","95131-1014","419799","2014-09-30T00:00:00.000",,"0",,"20",,"0"
"2013","5","INSP. - FOOD ESTBLMNTS","HEALTH SERVICES","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","GAS STATIONS/TOWING","1031",,"392203","2012-11-09T00:00:00.000",,"0",,"41.55",,"0"
"2019","2","GOLF OPERATIONS","RECREATION DIVISION","CULTURE AND REC - OPER","CREDIT CARD CHARGE","GENERAL","ELECTRONIC TRANSACTION SYSTEMS","5858","20165","ET190855","2018-08-14T00:00:00.000",,"1","2018-07-31T00:00:00.000","611.02",,"19000340"
"2015","9","WATER MAIN REPLACEMENTS","WATER","BUSINESS TYPE - CAPITAL","CONST.CONTR-NOT BLDG","WATER CONSTRUCTION","BARD MATERIALS CENTRAL","4301","52040-0246","425935","2015-03-30T00:00:00.000",,"0",,"90",,"0"
"2020","5","STREET MAINTENANCE","PUBLIC WORKS","PUBLIC WORKS-OPERATING","SAFETY EQUIPMENT","ROAD USE TAX","CINTAS FIRST AID & SAFETY","1438","45263-1025","482075","2019-11-06T00:00:00.000",,"1","2019-10-22T00:00:00.000","113.81",,"20004276"
"2014","3","HUMAN RESOURCES","PERSONNEL","GEN GOVERNMENT - OPER","EDUCATION & TRAINING","GENERAL","SOCIETY FOR HUMAN RESOURCES MGMT","9056","21279-1139","404566","2013-09-06T00:00:00.000",,"0",,"525",,"0"
"2015","9","CDBG ADMIN/MONITORING","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","COMMUNITY DEVELOPMENT","STAPLES ADVANTAGE","3543","60696-3689","424988","2015-03-02T00:00:00.000",,"0",,"54.42",,"0"
"2015","4","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROPERTY MAINTENANCE","COMMUNITY DEVELOPMENT","CENTRAL TRUE VALUE","9041","52001-3566","420841","2014-10-31T00:00:00.000",,"0",,"-25.12",,"0"
"2015","11","BUDGET","BUDGET","GEN GOVERNMENT - OPER","LEGAL NOTICES & ADS","GENERAL","LINKEDIN.COM","4234","94043","428371","2015-05-29T00:00:00.000",,"0",,"21",,"0"
"2016","3","HUMAN RIGHTS GRANT FUNDS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","HYVEE #1162","5220","50266-8290","433069","2015-09-30T00:00:00.000",,"0",,"247.11",,"0"
"2013","1","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130729","2012-07-17T00:00:00.000",,"0","2012-07-17T00:00:00.000","505.43",,"0"
"2016","3","DEVELOPMENT SERVICES","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CITY BUSINESS","GENERAL","HOTEL JULIEN DUBUQUE","8160","52004-0267","433069","2015-09-30T00:00:00.000",,"0",,"102.21",,"0"
"2014","12","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","DELTA AIR LINES INC","2457","30320-6001","416421","2014-06-30T00:00:00.000",,"0",,"534",,"0"
"2015","7","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","DOLLAR TREE #773","9428","52002","423113","2015-01-06T00:00:00.000",,"0",,"9",,"0"
"2019","2","NEW TERM LANDSCAPING","AIRPORT","PUBLIC WORKS-CAPITAL","CONST.CONTR-NOT BLDG","AIRPORT CONSTRUCTION","SPAHN & ROSE LUMBER","3500","52004-0149","468964","2018-08-15T00:00:00.000",,"1","2018-06-14T00:00:00.000","72.5",,"19001560"
"2014","5","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","ELECTRICAL SUPPLIES","WATER UTILITY OPERATION","MILLER ELECTRIC SUPPLY INC","2801","52404-3913","407288","2013-11-07T00:00:00.000",,"0",,"149.73",,"0"
"2014","7","WPC ADMINISTRATION","WATER & RESOURCE RECOVERY","BUSINESS TYPE - OPERATING","SALES TAX","SEWAGE FACILITY OPERATION","TREASURER STATE OF IOWA","3720","50306-0430","ET140134","2014-01-22T00:00:00.000",,"0","2014-01-22T00:00:00.000","12351.07",,"0"
"2019","2","HUD RESILIENCY ENGINEER","ENGINEERING","PUBLIC WORKS-CAPITAL","CONST.CONTR-NOT BLDG","HUD DISASTER RELIEF","LANGMAN CONSTRUCTION INC","3110","61201-5945","468961","2018-08-15T00:00:00.000",,"1","2018-08-03T00:00:00.000","260850.6",,"19001042"
"2015","9","HOMEOWNERSHIP GRANTS-TARG","HOUSING & COMMUNITY DEV","COM AND ECON DEV - CAP","LAND/ACQ-W/IMPROV","GENERAL CONSTRUCTION","CENTRAL TRUE VALUE","9041","52001-3566","424988","2015-03-02T00:00:00.000",,"0",,"19.9",,"0"
"2013","3","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130949","2012-09-25T00:00:00.000",,"0","2012-09-25T00:00:00.000","269.56",,"0"
"2013","12","ADMINISTRATION","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CITY BUSINESS","GENERAL","PARKING SERVICES","1027",,"401865","2013-06-28T00:00:00.000",,"0",,"2.5",,"0"
"2020","5","SECTION 8 VOUCHER","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","SECTION 8 HOUSING","PITNEY BOWES INC","3102","15250-2648","V482021","2019-11-04T00:00:00.000",,"0",,"80.74",,"0"
"2014","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","O'TOOLE OFFICE SUPPLY COMPANY","3033","52001-4724","406102","2013-10-14T00:00:00.000",,"0",,"41.4",,"0"
"2014","4","HUMAN RIGHTS GRANT FUNDS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","RESTAURANTS.COM INC","10729","60004-1443","406102","2013-10-14T00:00:00.000",,"0",,"12",,"0"
"2020","5","RECYCLING COLL. PROG.","PUBLIC WORKS","BUSINESS TYPE - OPERATING","UNIFORM PURCHASES","REFUSE COLLECTION","THEISENS INC","3668","52003-5265","V482021","2019-11-04T00:00:00.000",,"0",,"91.96",,"0"
"2014","9","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140325","2014-03-11T00:00:00.000",,"0","2014-03-11T00:00:00.000","71.42",,"0"
"2019","2","RESIDENTIAL REHAB PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - CAP","UTILITY EXP-ELECTRICITY","STATE RENTAL REHAB","ALLIANT ENERGY","1085","52406-3060","468920","2018-08-15T00:00:00.000",,"1","2018-07-24T00:00:00.000","59.61",,"19001427"
"2013","10","VOLUNTEER GENERATION","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","HYVEE #1162","5220","50266-8290","397857","2013-04-05T00:00:00.000",,"0",,"41.14",,"0"
"2015","12","CDBG ADMIN/MONITORING","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","COMMUNITY DEVELOPMENT","STAPLES ADVANTAGE","3543","60696-3689","429796","2015-06-30T00:00:00.000",,"0",,"79.78",,"0"
"2014","10","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","413932","2014-04-30T00:00:00.000",,"0",,"24.65",,"0"
"2014","2","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","AMERICAN AIRLINES GROUP INC","5289","76155","403357","2013-08-08T00:00:00.000",,"0",,"25",,"0"
"2015","4","MULTICULTURAL FAMILY CTR","MULTICULTURAL FAMILY CTR","CULTURE AND REC - OPER","TRAVEL-CONFERENCES","GENERAL","LINKEDIN.COM","4234","94043","420841","2014-10-31T00:00:00.000",,"0",,"56",,"0"
"2014","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CITY BUSINESS","GENERAL","OASIS INTERNATIONAL TRAVEL CORP","11063","20007","411819","2014-03-07T00:00:00.000",,"0",,"267.79",,"0"
