"id","title","description","constructionflag","department","type","google_event_id","primarycontact","start","end","rrule","geography","geography_description","created","updated"
"486",,"July 29, 2014
Lane Restriction, expect short delays signage in place.
City of Bloomington Utilities Department has scheduled a storm water project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems with this project, please c","true","Utilities","Lane Restriction","k3qo2en29f2t31va24l71seijc",,"2014-07-29T00:00:00.000","2014-07-30T00:00:00.000",,,"E. 11th Street at N. Fee Lane Intersection","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"487",,"July 29, 2014 through July 30, 2014
LOCAL TRAFFIC ONLY; expect short delays, signage in place.
City of Bloomington Utilities Department has scheduled a storm water project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems wi","true","Utilities",,"ldt5ljfu4tlltj1tm6tg7o6nqs",,"2014-07-29T00:00:00.000","2014-07-31T00:00:00.000",,,"E. 2nd and S. Swain Ave Intersection","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"488",,"8/2/14 2:00 pm - 6:00 pm
200 S Madison
200A & B","true",,"Reserved Meter","krckbveeial43g40jqik3eiqos",,"2014-08-02T14:00:00.000","2014-08-02T18:00:00.000",,,"200 S Madison 200A & B","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"489",,"5th Annual Celebrate Recovery Event
Waldron, Hill & Buskirk Prk
August 15, 2014 from 3:00 to 10:00 pm
City Church will have live music as part of the event.","true","Public Works","Noise Permit","dk4r8n6a4r4c9oe3h8t9sbn7bg",,"2014-08-15T00:00:00.000","2014-08-16T00:00:00.000",,,"Celebrate Recovery","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"490",,"7/31 and 8/1 and 8/4/14
7:00 am - 4:00 pm
100 E 6th St, 111A & B, 113A & B, 115A & B
100 N Washington 110A & B","true",,"Reserved Meter","cpmgevhdt305b5p5shi2gl1td4",,"2014-08-01T07:00:00.000","2014-08-01T16:00:00.000",,,"RESERVED METERS 100 E 6th St, 111A & B, 113A & B, 115A & B 100 N Washington 110A & B","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"491",,"7/31 and 8/1 and 8/4/14
7:00 am - 4:00 pm
100 E 6th St, 111A & B, 113A & B, 115A & B
100 N Washington 110A & B","true",,"Reserved Meter","rceajdjt6ptj6i30n9a6sri280",,"2014-08-04T07:00:00.000","2014-08-04T16:00:00.000",,,"Reserved Meters 100 E 6th St, 111A & B, 113A & B, 115A & B 100 N Washington 110A & B","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"492",,"7/31 and 8/1 and 8/4/14
7:00 am - 4:00 pm
100 E 6th St, 111A & B, 113A & B, 115A & B
100 N Washington 110A & B","true",,"Reserved Meter","1n1jbs1olo66fosgeapqign2s8",,"2014-07-31T07:00:00.000","2014-08-01T16:00:00.000",,,"100 E 6th St, 111A & B, 113A & B, 115A & B 100 N Washington 110A & B","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"493",,"Sunflower Gardens Neighborhood Block Party
West Petal Court from the dead end to South Sunflower Garden
August 9, 2014 with a rain date of August 10, 2014
Road Closed; expect to detour, signage in place
The neighborhood is hosting a block party from 3:00","true","Public Works","Road Closed","4vjhu0mdtf5nc2h75tn3ui304s",,"2014-08-09T00:00:00.000","2014-08-10T00:00:00.000",,,"W. Petal Ct from the dead end to S. Sunflower Drive","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"494",,"First Fridays at The Fell
August 1, 2014
Road Closed; expect to detour, signage in place
I Fell, LLC is hoisting an art and festival-type event with live bands from 5:00 to 11:00 p.m.  If you experience any problems with this special event, please contact","true","Public Works","Road Closed","2fmip0sr75ufncpaeut8dgm708",,"2014-08-01T00:00:00.000","2014-08-02T00:00:00.000",,,"block alley","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"495",,"First Fridays at The Fell
October 3, 2014 
Road Closed; expect to detour, signage in place
I Fell, LLC is sponsoring an art event and festival-type event from 5:00 to 11:00 p.m.   If you experience any problems with this special event, please contact Publ","true","Public Works","Road Closed","0alp83d57ermd4ukequ43p7v3k",,"2014-10-03T00:00:00.000","2014-10-04T00:00:00.000",,,"block alley","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"496",,"First Fridays at The Fell
September, 2014 
Parking Spaces and Sidewalks Closed, signage in place
I Fell, LLC is sponsoring an art event and festival-type event from 5:00 to 11:00 p.m.   If you experience any problems with this special event, please contac","true","Public Works","Sidewalk","qngghlgkctara9inlq60noccqg",,"2014-09-05T00:00:00.000","2014-09-06T00:00:00.000",,,"block alley","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"497",,"8/2/14 8:00 am -10:00 pm
500 N College
503A&B
505A&B
507A","true",,"Reserved Meter","e3qnhd6cdt1nbqr9n796oc1iac",,"2014-08-02T08:00:00.000","2014-08-02T22:00:00.000",,,"Reserved Meter 500 N College 503A&B 505A&B 507A (springhill suites)","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"498",,"Bluebird
7/31/14 4:00 pm -10:00 pm","true",,"Reserved Meter","l793odc2frlq19aiopusmkgbb0",,"2014-07-31T16:00:00.000","2014-07-31T22:00:00.000",,,"200 N Walnut 204A&B (Bluebird)","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"499",,"July 14, 2014 through August 8, 2014
Lane Restriction, expect short delays signage in place.
City of Bloomington Street Department has a sidewalk project at the intersection, weather permitting, from 7:30 a.m. to 3:00 p.m.  If you experience any problems","true","Street","Lane Restriction","9lk01al9uvb98ndn33m8jhemjg",,"2014-07-14T00:00:00.000","2014-08-09T00:00:00.000",,,"E. Hillside Dr. and S. High Street","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"500",,"Hilton has requested meters  for 8/6/2014 - 8/7/2014 9pm-3pm. 200 N. College","true",,"Reserved Meter","8rqfl1i0efp02vuuvbc4lskfeo",,"2014-08-06T21:00:00.000","2014-08-07T15:30:00.000",,,"RESERVED METERS 209B and 211 A & B 200 N. College","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"501",,"Bluebird has requested Meters 204 A & B, 206A, 200 N. Walnut, 10am-10pm today, 8/7/2014.","true",,"Reserved Meter","0lmf2mue1dlc1tok0dpjqvir5k",,"2014-08-07T10:30:00.000","2014-08-07T22:00:00.000",,,"204 A & B, 206A, 200 N. Walnut,","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"502",,"108A & B, 100 N. Walnut, 8/14/2014, 8 am-10pm.","true",,"Reserved Meter","pdics5ae2bdhp40s12cg41oqrs",,"2014-08-14T20:00:00.000","2014-08-14T22:00:00.000",,,"108A & B, 100 N. Walnut","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"503",,"CN0112   PODS MOVING STORAGE ENTERPRISES    4TH & DUNN    SDUN203A     8/5 - 8/7    8 AM - 10 PM","true",,"Reserved Meter","0uql8lrlis9aal968rqpvla9eo",,"2014-08-05T08:00:00.000","2014-08-07T22:00:00.000",,,"Reserved Meters   4TH & DUNN    SDUN203A","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"504",,"CN0115   OLYMPUS PROPERTIES    211 N. WASHINGTON NWASH  205 A&B     8/7   8 AM - 10 PM","true",,"Reserved Meter","j0au64lfprf30e3er88l3g5qqo",,"2014-08-07T08:00:00.000","2014-08-07T22:00:00.000",,,"211 N. WASHINGTON NWASH  205 A&B","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"505",,"August 4, 2014 through August 15, 2014
Lane Restriction, expect short delays signage in place.
City of Bloomington Utilities Department has scheduled a storm water project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems wi","true","Utilities","Lane Restriction","h8tnn7r9m02hauv36rbkm8gheo",,"2014-08-04T00:00:00.000","2014-08-16T00:00:00.000",,,"N. Walnut Street at Blue Ridge Drive","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"506",,"August 6, 2014 through August 12, 2014
Lane Restrictions, expect short delays signage in place.
City of Bloomington Street Department has scheduled a resurfacing project, weather permitting, from 7:30 a.m. to 3:00 p.m.  If you experience any problems with","true","Street","Lane Restriction","gbp8mt17knifqmjvgn03gb1euk",,"2014-08-06T00:00:00.000","2014-08-13T00:00:00.000",,,"S. High St. from E. 2nd to E. Hillside Dr.","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"507",,"August 11, 2014 through August 13, 2014
Lane Restriction, expect short delays signage in place.	
City of Bloomington Street Department has scheduled a resurfacing project, weather permitting, from 7:30 a.m. to 3:00 p.m.  If you experience any problems wit","true","Street","Lane Restriction","n2prmgmu5ru7pa2jko6jjffj6g",,"2014-08-11T00:00:00.000","2014-08-14T00:00:00.000",,,"East 3rd St. at S. Swain Ave.","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"508",,"Delphi Signs has requested meters 202A & B, 200 W. Kirkwood, 8/11/2014, 9 am-1pm.","true",,"Reserved Meter","munkidl0nrin7cc47q3u2u0ogc",,"2014-08-11T09:00:00.000","2014-08-11T13:00:00.000",,,"202A & B, 200 W. Kirkwood (Delphi Signs)","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"509",,"Lotus World Music and Arts Festival
September 18, 2014 through September 21, 2014
Roads Closed; expect to detours, signage in place
E 6th St from N. College Ave to N Walnut St (8AM 9/18/14 - 4PM 9/21/14)
E 6th St from N Walnut St to N Washington Sty (8AM","true","Public Works","Road Closed","ckap3g64aeje221dhspc4fth30",,"2014-09-18T00:00:00.000","2014-09-19T00:00:00.000",,,"Lotus World Music and Arts Festival","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"510",,"The Project School Carnival
Bryan Park
September 6, 2014
The Project School has scheduled a school carnival, parade, and live music from 10:00 a.m. to 4;00 p.m.  If you experience any problems with this event, please contact Public Works at 349-3411.","true","Public Works","Noise Permit","rif8cvbfhjb2rdt98io5p40ln8",,"2014-09-06T00:00:00.000","2014-09-07T00:00:00.000",,,"The Project School Carnival","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"511",,"Community Art Fair/Garlic Fest
Waldron,Hill, and Buskirk Park
August 30, 2014 - August 31, 2014
Community Art Fair Bloomington has scheduled an art fair, garlic food fest, and live music from 10:00 a.m. to 8:00 p.m.  If you experience any problems with th","true","Public Works","Noise Permit","0gjschfkuii1e9o1ap34vuf8gc",,"2014-08-30T00:00:00.000","2014-09-01T00:00:00.000",,,"Community Art Fair/Garlic Fest","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"512",,"Jill Behrman 5K Color the Campus Run
October 25, 2014
Route: N Fee Lane, E 7th Street, Indiana Avenue, E. Law Lane, N. Union Street and E. 10th Street
Road Closed, expect to detour, signage in place.
Event organizers have scheduled a 5K Run event from 10:","true","Public Works",,"2oja5p72ufo1hm2vd1mdtfmv2o",,"2014-10-25T00:00:00.000","2014-10-26T00:00:00.000",,,"Jill Behrman 5K Color the Campus Run","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"513",,"IU Homecoming Parade
October 17, 2014
Route:  South Lincoln Street, East Kirkwood Avenue, North Lincoln Street
Road Closed, expect to detour, signage in place
Indiana University has scheduled an parade as part of Indiana University's Homecoming weekend fr","true","Public Works","Road Closed","no8fk1pmfr5bfeq0rqhri3e5fs",,"2014-10-17T00:00:00.000","2014-10-18T00:00:00.000",,,"IU Homecoming Parade","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"514",,"8/16-8/21/14 3:00 pm - 10:00 am
500 N College, 501A&B, 503A&B","true",,"Reserved Meter","t28qpf78pbs0k04rmh9tv9m5sc",,"2014-08-16T15:00:00.000","2014-08-21T10:00:00.000",,,"Reserved Meters 500 N College, 501A&B, 503A&B","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"515",,"8/16-8/18/14 8:00 pm - 10:00 am
500 N Morton, 512A & B","true",,"Reserved Meter","28f943gi6al02mo4bsqt5t0prg",,"2014-08-14T20:00:00.000","2014-08-15T10:00:00.000",,,"Reserved Meters 500 N Morton, 512A & B","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"516",,"8/18- 8/20/14 12:00 pm - 10:00 am
500 N Morton, 500A, 502A&B, 504A","true",,"Reserved Meter","d2s66bag9pcia2eli1i0al44i4",,"2014-08-18T12:00:00.000","2014-08-20T10:00:00.000",,,"Reserved Meters 500 N Morton, 500A, 502A&B, 504A","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"517",,"8/17-8/18/14 5:00 pm - 10:00 am","true",,"Reserved Meter","75d95h05jbospkie21da2bge10",,"2014-08-17T17:00:00.000","2014-08-18T10:00:00.000",,,"Reserved Meters 500 N Morton, 510A & B","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"518",,"Delphi Signs has requested reserved meters on 200 W. Kirkwood, W5TH202A & B for 8/15/2014, 10am-4pm.","true",,"Reserved Meter","kef2021hjghj70sj4kkpafrjsg",,"2014-08-15T10:00:00.000","2014-08-15T16:00:00.000",,,"200 W. Kirkwood, W5TH202A & B (Delphi Signs)","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"519",,"8/18-8/22/14 12:00 am - 12:00 pm","true",,"Reserved Meter","l9otk1pb3qscaoc3jh3qqiik9g",,"2014-08-18T00:00:00.000","2014-08-22T12:00:00.000",,,"200 N College 207A & B 209A & B 211A & B","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"520",,"8/22/14 and 8/25/14
7:00 am - 5:00 pm

300 E 7th St.
305A & B
307A & B","true",,"Reserved Meter","ahkrdr04odjb17nqsonc9su1gc",,"2014-08-21T10:00:00.000","2014-08-21T11:00:00.000",,,"300 E 7th St. 305A & B 307A & B","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"521",,"8/22/14 and 8/25/14
7:00 am - 5:00 pm","true",,"Reserved Meter","m7b5oqfvj7i4sldpplme8k2n60",,"2014-08-22T07:00:00.000","2014-08-25T17:00:00.000",,,"Reserved Meters 300 E 7th St. 305A & B 307A & B","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"522",,"August 28, 2014	
Lane Restriction; expect short delays, signage in place.
City of Bloomington Street Department has scheduled a street repair project, weather permitting, from 7:30 a.m. to 3:00 p.m.  If you experience any problems with this project, pleas","true","Street","Lane Restriction","s9aar7qkvnp4ac8a4hotla4bdo",,"2014-08-28T00:00:00.000","2014-08-29T00:00:00.000",,,"N. Old SR 37 from N. Walnut to N. Dunn St","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"523",,"August 24, 2014 through August 29, 2014
Lane Restriction, expect short delays signage in place.
City of Bloomington Utilities Department has scheduled a storm water project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems w","true","Utilities","Lane Restriction","d17k3rmrso7f6gbtmasug61vo8",,"2014-08-25T00:00:00.000","2014-08-30T00:00:00.000",,,"S. Woodscrest Dr. from E. 2nd St to E. 3rd St.","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"524",,"August 25, 2014
NORTHBOUND Lane Restriction, expect short delays signage in place.
City of Bloomington Utilities Department has scheduled a storm water project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems with this proj","true","Utilities",,"bblp9eo5scqu9bcjdvd7dp4f88",,"2014-08-25T00:00:00.000","2014-08-26T00:00:00.000",,,"300 Block N. Curry Pike","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"550",,"200 N College
9/12-9/14/14
4:00 pm - 3:00 pm","true",,"Reserved Meter","hn7e0avt16l0idvtcd4se58tq8",,"2014-09-12T16:00:00.000","2014-09-14T15:00:00.000",,,"200 N College 209A & B","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"525",,"we issued No parking signs to Barry Collins for the following meters:

100 E Kirkwood, 101A&B

8/26-8/29/14, 7:00 am - 5:00 pm

Thanks,","true",,"Reserved Meter","qeiqudr5m0sb1qqg6p90gqtr3o",,"2014-08-26T00:00:00.000","2014-08-30T00:00:00.000",,,"7 to 5 PM","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"526",,"Crestmont Boys and Girls Club Fall Fest and Haunted House
North summit Street from West 13th Street to North Monroe Street
October 24, 2014
Road Closed, expect to detour, signage in place
Crestmont Boys and Girls Club is sponsoring the Fall Fest and Haunt","true","Public Works","Road Closed","t85ft5gi2crkc902n4a2ftcdk0",,"2014-10-24T00:00:00.000","2014-10-25T00:00:00.000",,,"Crestmont Boys and Girls Club Fall Fest","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"527",,"Bloomingfood 5K Run and Walk
Route: West 4th Street, South Indiana Avenue, East 3rd Street, North Jordan Avenue, South Jordan Avenue, East 7th Street, and West Kirkwood Avenue
September 6, 2014
Lane Restrictions, expect short delays, traffic control, and","true","Public Works","Lane Restriction","if7dl9389fvh8a3ijuvo9v77hk",,"2014-09-06T00:00:00.000","2014-09-07T00:00:00.000",,,"Bloomingfoods 5K Run and Walk","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"528",,"8/27/14 8:00 AM - 12:00 PM
200 W Kirkwood
204A&B, 206A","true",,"Reserved Meter","b2r3s8vqm4l96kl4oq5pj97i30",,"2014-08-27T00:00:00.000","2014-08-28T00:00:00.000",,,"200 W Kirkwood Ave 204A&B & 206A","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"529",,"Hoosiers Outrun Cancer 5K Run
September 20, 2014 
Route:  Starting at Memorial Stadium, 17th Street to Indiana Avenue, Indiana Avenue to 10th Street, 10th Street to Jordan Avenue, Jordan Avenue to 17th Street, 17th Street to Fee Lane, Fee Lane to entrance","true","Public Works","Lane Restriction","tsj809r6mmeltmjtjs62vhkm10",,"2014-09-20T00:00:00.000","2014-09-21T00:00:00.000",,,"Hoosiers Outrun Cancer 5K Run","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"530",,"Blue Ridge Neighborhood Block Party
East Oliver Street from N Ramble Road West to N Ramble Road East
September 14, 2014
Road Closed; expect to detour, signage in place.
The Blue Ridge Neighborhood Association has scheduled a block party from 3:00 p.m. to","true","Public Works",,"j0mhn8omnackblkol1e22plb54",,"2014-09-14T00:00:00.000","2014-09-15T00:00:00.000",,,"Blue Ridge Neighborhood Block Party","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"531",,"Grant Street Arts Opening with Musical Accompaniment
September 5, 2014
114 1/2 South Grant Street
Grant Street Arts Opening has scheduled an art opening with musical accompaniment from 6:00 p.m. to 11:00 p.m.  If you experience any problems with this spec","true","Public Works","Noise Permit","eod3h7pfejbqlp3ib4rgku69v8",,"2014-09-05T00:00:00.000","2014-09-06T00:00:00.000",,,"Grant Street Arts Opening","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"532",,"Taste of East Africa
October 11, 2014
the Kilimanjaro Education Outreach is sponsoring the Taste of East Africa event at Harmony School, 902 E. 2nd Street, from 6:00 p.m. to 8:30 p.m.  If you experience any problem with this event, please contact Public W","true","Public Works","Noise Permit","fidb2f7od85i6qibkkhnbr5pjo",,"2014-10-11T00:00:00.000","2014-10-12T00:00:00.000",,,"Taste of East Africa","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
