"fiscal_year","region","borrower_country","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd","borrower_contract_reference_number"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Individual Consultant Selection","Education","1590776","PRESTAR SERVICIOS PROFESIONALES EN LA REALIZACI&#211;N Y ACOMPA&#209;AMIENTO DE LOS PROCESOS DE ADQUISICIONES Y CONTRATACIONES QUE SE REQUIERAN ADELANTAR POR LAS IES ANCLA. -APOYO 1","2019-05-20T00:00:00.000","Individual Consultant","Republic of Colombia","16397.0","CO-ICETEX-106727-CS-INDV"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592303","Apoyar al IDEAM en la implementaci&#243;n de la Estrategia Integral de Control a la Deforestaci&#243;n y Gesti&#243;n de los Bosques (EICDGB), la implementaci&#243;n de los mecanismos internacionales relacionados con Mon","2018-12-31T00:00:00.000","Individual Consultant","Republic of Colombia","32040.0","GEF-CA-CPS-014-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592408","EJERCER LA COORDINACI&#211;N GENERAL DEL PROYECTO &#8220;CONSERVACI&#211;N DE BOSQUES Y SOSTENIBILIDAD EN EL CORAZ&#211;N DE LA AMAZONIA&#8221; DE CONFORMIDAD CON LOS LINEAMIENTOS ESTABLECIDOS EN EL MANUAL OPERATIVO.","2018-12-31T00:00:00.000","Individual Consultant","Republic of Colombia","50693.0","GEF-CA-CPS-002-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592417","ORIENTAR Y ACOMPA&#209;AR T&#201;CNICAMENTE EL PROCESO DE FORTALECIMIENTO DE LAS MUJERES IND&#205;GENAS ORGANIZADAS DE LOS RESGUARDOS DE MIRIT&#205; PARAN&#193;, ANDOQUE DE ADUCHE Y NONUYA DE VILLA AZUL, AS&#205; COMO LA INCORPORA","2018-12-31T00:00:00.000","Individual Consultant","Republic of Colombia","7823.0","GEF-CA-CPS-012-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592298","BRINDAR EL SOPORTE JUR&#205;DICO Y POL&#205;TICO QUE DEMANDE LA UNIDAD DE COORDINACI&#211;N DEL PROYECTO PARA EL DESARROLLO DE LOS COMPONENTES DE &#193;REAS PROTEGIDAS Y PROGRAMAS SECTORIALES PARA EL MANEJO SOSTENIBLE DE","2019-01-28T00:00:00.000","Individual Consultant","Republic of Colombia","37184.0","CO-PNF-89588-CS-INDV"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592675","COORDINAR Y FACILITAR LA IMPLEMENTACI&#211;N DE LOS PLANES DE TRABAJO QUE SE DEFINAN CON LOS RESGUARDOS MIRITI PARAN&#193;, NONUYA DE VILLAZUL, ADUCHE, MESAI (AMENANE CHARCO DEL NI&#209;O DIOS O ENOKAYE), MONOCHOA,","2019-02-13T00:00:00.000","Individual Consultant","Republic of Colombia","25245.0","GEF-CA-CPS-027-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592694","Prestar los servicios profesionales para realizar la actualizaci&#243;n de coberturas de la tierra a escala 1:100.000 para la regi&#243;n de la Amazonia, basado en m&#233;todos semi-automatizados, como insumo para l","2018-11-15T00:00:00.000","Individual Consultant","Republic of Colombia","3891.0","GEF-CA-CPS-063-2018"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Individual Consultant Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1589868","Prestar sus servicios profesionales de consultor&#237;a para documentar y articular la estrategia de gesti&#243;n del conocimiento en materia de reparaci&#243;n colectiva, en coordinaci&#243;n con la Dir. Reparaci&#243;n","2019-04-10T00:00:00.000","Individual Consultant","Republic of Colombia","21869.0","BM-010-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592807","REALIZAR LA PRE-PRODUCCI&#211;N, PRODUCCI&#211;N Y POST-PRODUCCI&#211;N DE UN VIDEO EN FORMATO HD DE 5 MINUTOS DE DURACI&#211;N QUE D&#201; CUENTA DEL PROCESO DEL MUSEO DE LAS 4.000 MADERAS.","2019-03-01T00:00:00.000","Individual Consultant","Republic of Colombia","2301.0","GEF-CA-CPS-022-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592295","FORTALECER LA GOBERNANZA FORESTAL MEDIANTE LA CAPACITACI&#211;N Y TRANSFERENCIA A LAS AUTORIDADES AMBIENTALES DEL &#193;REA DE INFLUENCIA DE LA INICIATIVA &#8220;CONSERVACI&#211;N DE BOSQUES Y SOSTENIBILIDAD EN EL CORAZ&#211;N","2018-12-31T00:00:00.000","Individual Consultant","Republic of Colombia","23097.0","GEF-CA-CPS-009-2018"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592925","DESARROLLAR LAS ACCIONES DE COMUNICACI&#211;N, COORDINACI&#211;N Y ORIENTACI&#211;N T&#201;CNICA NECESARIAS PARA ASEGURAR LA ARTICULACI&#211;N ENTRE LOS NIVELES LOCAL, REGIONAL Y NACIONAL DE PNN EN EL MANEJO DE LAS 5 &#193;REAS PR","2019-01-02T00:00:00.000","Individual Consultant","Republic of Colombia","29660.0","GEF-CA-CPS-001-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592841","SISTEMATIZAR EL PROCESO DE IMPLEMENTACI&#211;N Y LOS RESULTADOS OBTENIDO DE LOS PLANES DE PUEBLOS IND&#205;GENAS DE LOS RESGUARDOS DE MIRIT&#205; PARAN&#193;, NONUYA DE VILLAZUL, ANDOQUE DE ADUCHE, MESAY CHARCO DEL NI&#209;O","2019-04-24T00:00:00.000","Individual Consultant","Republic of Colombia","6218.0","CO-PNF-81064-CS-INDV"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592936","FORMULAR RECOMENDACIONES PARA LAS AUTORIDADES SECTORIALES, TERRITORIALES Y AMBIENTALES RESPECTO DE LAS ACCIONES Y MEDIDAS PRIORITARIAS DE PREVENCI&#211;N, MITIGACI&#211;N O COMPENSACI&#211;N DE LOS IMPACTOS","2019-03-18T00:00:00.000","Individual Consultant","Republic of Colombia","12744.0","GEF-CA-CPS-050-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1593536","Contrato CPS 126-2018","2018-11-13T00:00:00.000","Individual Consultant","Republic of Colombia","5286.0","CO-FONDOACCION-110385-CS-INDV"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1593758","OC RPP22 2019","2019-01-30T00:00:00.000","XIO COMPUTERS","Republic of Colombia","30461.0","CO-FONDOACCION-105409-GO-RFQ"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1593752","Contrato 07 de 2019","2019-01-30T00:00:00.000","AMEZQUITA Y CIA S.A.","Republic of Colombia","12433.0","CO-FONDOACCION-105957-CS-CDS"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592822","APOYAR LA ELABORACI&#211;N DE LOS DOCUMENTOS T&#201;CNICOS DE LAS DETERMINANTES AMBIENTALES ASOCIADAS A LA REDUCCI&#211;N A CERO DEFORESTACI&#211;N Y LA ADAPTACI&#211;N AL CAMBIO CLIM&#193;TICO DE LAS CORPORACIONES CON JURISDICCI&#211;","2019-04-17T00:00:00.000","Individual Consultant","Republic of Colombia","16509.0","GEF-CA-CPS-062-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1594491","LIDERAR Y ORIENTAR EN REPRESENTACI&#211;N DE LA CDA EL PROCESO DE CONSTRUCCI&#211;N Y VALIDACI&#211;N SOCIAL, INSTITUCIONAL Y T&#201;CNICA A NIVEL LOCAL Y REGIONAL PARA LA GESTI&#211;N Y DE-CLARATORIA DE &#193;REAS PROTEGIDAS","2018-12-31T00:00:00.000","Individual Consultant","Republic of Colombia","20103.0","GEF-CA-CPS-013-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1594490","COORDINAR, GESTIONAR Y REALIZAR ACCIONES ENCAMINADAS A LA ARMONIZACI&#211;N DE LAS ACTIVIDADES SECTORIALES CON EL ORDENAMIENTO TERRITORIAL AMBIENTAL Y A LA FORMALIZACI&#211;N DE ACUERDOS CON EL SECTOR","2018-12-31T00:00:00.000","Individual Consultant","Republic of Colombia","28934.0","GEF-CA-CPS-003-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1594501","DISE&#209;AR E IMPLEMENTAR LA ESTRATEGIA DE COORDINACI&#211;N Y CONCERTACI&#211;N CON LAS AUTORIDADES TERRITORIALES, SECTORIALES Y AMBIENTALES, PARA EL AJUSTE EXCEPCIONAL DE LOS POT DE 15 MUNICIPIOS DE LA AMAZONIA","2019-03-12T00:00:00.000","Individual Consultant","Republic of Colombia","27548.0","GEF-CA-CPS-048-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1594514","ACOMPA&#209;AR Y APOYAR T&#201;CNICAMENTE A LAS AUTORIDADES IND&#205;GENAS DE LOS RESGUARDOS DE ANDOQUE DE ADUCHE, MIRITI-PARAN&#193; Y NONUYA DE VILLAZUL Y, EN EL PROCESO DE FORMULACI&#211;N DE SUS RESPECTIVOS PLANES CULTURA","2018-12-31T00:00:00.000","Individual Consultant","Republic of Colombia","7071.0","GEF-CA-CPS-016-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1594506","PRESTACI&#211;N DE SERVICIOS PROFESIONALES PARA GESTIONAR INFORMACI&#211;N Y APORTAR CRITERIOS Y DOCUMENTOS T&#201;CNICOS ASOCIADOS A LA CONSOLIDACI&#211;N Y MANEJO DE LA ESTRUCTURA ECOL&#211;GICA PRINCIPAL,","2019-05-08T00:00:00.000","Individual Consultant","Republic of Colombia","13606.0","GEF-CA-CPS-069-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1595039","PRESTAR SUS SERVICIOS PROFESIONALES PARA LA REALIZACI&#211;N DE LOS PROCESOS DE ADQUISICIONES Y CONTRATACIONES QUE SE REQUIERAN DE ACUERDO CON LO ESTABLECIDO EN EL ACUERDO LEGAL, EL MANUAL OPERATIVO DEL PR","2018-12-31T00:00:00.000","Individual Consultant","Republic of Colombia","36980.0","GEF-CA-CPS-006-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1594908","PRESTAR SERVICIOS PROFESIONALES COMO ESPECIALISTA FINANCIERA DEL PROYECTO Y ORIENTAR A LAS ENTIDADES SOCIAS EN LOS PROCEDIMIENTOS FIDUCIARIOS.","2018-12-31T00:00:00.000","Individual Consultant","Republic of Colombia","29710.0","GEF-CA-CPS-004-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592811","FACILITAR Y ORIENTAR EN REPRESENTACI&#211;N DE CORPOAMAZONIA EL PROCESO DE CONSTRUCCI&#211;N Y VALIDACI&#211;N SOCIAL, INSTITUCIONAL Y T&#201;CNICA A NIVEL LOCAL Y REGIONAL PARA LA GESTI&#211;N Y DECLARATORIA DE UNA POSIBLE","2019-04-17T00:00:00.000","Individual Consultant","Republic of Colombia","12654.0","GEF-CA-CPS-061-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1594518","LIDERAR EL PROCESO DE COMUNICACI&#211;N Y GESTI&#211;N DEL CONOCIMIENTO DE LA INICIATIVA GEF CORAZ&#211;N DE LA AMAZONIA, ENTRE LAS ENTIDADES SOCIAS Y ACTORES INTERESADOS A NIVEL NACIONAL Y REGIONAL.","2019-02-27T00:00:00.000","Individual Consultant","Republic of Colombia","31904.0","GEF-CA-CPS-045-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1595074","PRESTAR SUS SERVICIOS PROFESIONALES PARA GENERAR INFORMACI&#211;N ESPACIAL EN LAS &#193;REAS PRIORIZADAS POR CORPOAMAZONIA PARA IMPLEMENTAR LOS ACUERDOS DE CONSERVACI&#211;N, RESTAURACI&#211;N Y NO DEFORESTACI&#211;N EN EL DE","2019-03-29T00:00:00.000","Individual Consultant","Republic of Colombia","13955.0","GEF-CA-CPS-059-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1595071","GESTIONAR INFORMACI&#211;N Y APORTAR CRITERIOS Y DOCUMENTOS T&#201;CNICOS PARA LA INCORPORACI&#211;N DEL MANEJO FORESTAL SOSTENIBLE Y LA ORDENACI&#211;N FORESTAL DE LAS CORPORACIONES EN LOS POT DE LOS 15 MUNICIPIOS CITA","2019-04-22T00:00:00.000","Individual Consultant","Republic of Colombia","10466.0","GEF-CA-CPS-064-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1595446","Compra de dotaci&#243;n para los Profesionales y T&#233;cnicos de Campo (camisas con los 8 logos del proyecto).","2019-02-01T00:00:00.000","LOGOMARCA/TARCICIO LÓPEZ","Republic of Colombia","2800.0","CO-CIPAV-79275-GO-RFQ"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1595070","REALIZAR EL AN&#193;LISIS MULTITEMPORAL DE LOS ACCESOS TERRESTRES (V&#205;AS, CARRETEABLES, TROCHAS), ASENTAMIENTOS, PISTAS Y AEROPUERTOS EN &#193;REAS SELECCIONADAS COMPLEMENTARIAS DE LOS DEPARTAMENTOS DE CAQUET&#193;,","2019-04-22T00:00:00.000","Individual Consultant","Republic of Colombia","7461.0","GEF-CA-CPS-063-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1595584","Prestar servicios profesionales en el marco del plan de divulgaci&#243;n y capacitaci&#243;n del proyecto ""G.C.S"" en las cinco eco-regiones y regiones externas realizando talleres y d&#237;as de campo documentando","2019-01-01T00:00:00.000","Individual Consultant","Republic of Colombia","16300.0","CO-CIPAV-79263-CS-INDV"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1595517","ORIENTAR T&#201;CNICAMENTE LOS PROCESOS DE COORDINACI&#211;N INSTITUCIONAL Y CONCERTACI&#211;N SOCIAL NECESARIOS PARA EL ESTABLECIMIENTO Y MANTENIMIENTO DE LOS ACUERDOS DE CONSERVACI&#211;N, RESTAURACI&#211;N Y NO DEFORESTACI","2019-05-14T00:00:00.000","Individual Consultant","Republic of Colombia","24369.0","GEF-CA-CPS-074-2019"
