"classification","units","businessname","address","city","state","zipcode","withincity","telephone","opened","controlnum","taxcertnum","expires","owner","mailingaddress1","mailingaddress2","mailingcity","mailingstate","mailingzip","ownershiptype","location"
"FITNESS STUDIO OR INSTRUCTOR",,"UFC GYM- OXNARD","451 W ESPLANADE DR","OXNARD","CA","93036","Yes","805 900-4832","2020-08-01T00:00:00.000","114653","23-128119","2022-09-30T00:00:00.000","SEN FITNESS GROUP","1501 QUAIL ST STE 100",,"NEWPORT BEACH","CA","92660","C","451 W ESPLANADE DR
OXNARD, CA 93036
(34.234359, -119.17914)"
"CONTRACTOR LOC OUTSIDE CITY",,"STAR HARDWARE, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","909 481-7331","2010-04-01T00:00:00.000","95766","24-116223","2023-08-31T00:00:00.000","STAR HARDWARE INC","201 N PONDEROSA AVE",,"ONTARIO","CA","91761-3701","C",
"MISC OCCUPATION",,"NAPALM","2401 EASTMAN AVE","OXNARD","CA","93030","Yes","805 994-0494","2011-06-03T00:00:00.000","97858","23-122476","2023-05-31T00:00:00.000","EAZEL ENTERPRISES INC","1211 DECKSIDE DR",,"OXNARD","CA","93035","C","2401 EASTMAN AVE
OXNARD, CA 93030
(34.198964, -119.143341)"
"AUTO SUPPLY STORE",,"BATTERY SYSTEMS INC","2241 CELSIUS AVE","OXNARD","CA","93030","Yes","310 667-9320","1999-01-01T00:00:00.000","70735","23-123895","2022-12-31T00:00:00.000","BATTERY SYSTEMS INC","PO BOX 92616",,"LONG BEACH","CA","90809","C","2241 CELSIUS AVE
OXNARD, CA 93030
(34.203414, -119.146228)"
"MORTICIAN/FUNERAL HOME",,"FUNERARIA DEL ANGEL CONRAD AND","401 W CHANNEL ISLANDS BLVD","OXNARD","CA","93033","Yes","805 487-4911","2004-09-08T00:00:00.000","87025","23-085810","2022-10-31T00:00:00.000","SCI CALIF FUNERAL SERVICES INC","ATTN:TAX DEPT","PO BOX 130548","HOUSTON","TX","77219","C","401 W CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.173706, -119.18169)"
"PROPERTY MANAGEMENT",,"MANAGEMENT INNOVATIONS INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 693-8500","2007-07-25T00:00:00.000","90427","23-090550","2023-06-30T00:00:00.000","MANAGMENT INNOVATIONS INC","PO BOX 1777",,"SANTA YNEZ","CA","93460","C",
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","3","PAUL FAMILY TRUST","730 JANETWOOD DR","OXNARD","CA","93030","Yes","805 483-5899","1997-03-20T00:00:00.000","47428","23-039047","2023-02-28T00:00:00.000","PAUL FAMILY TRUST","C/O WALKER AND PAUL","PO BOX 6211","OXNARD","CA","93031","T","730 JANETWOOD DR
OXNARD, CA 93030
(34.216713, -119.185639)"
"PRINTING OR COPYING SERVICE",,"G FORCE","3401 W FIFTH ST","OXNARD","CA","93030","Yes","805 984-5600","2003-07-21T00:00:00.000","76881","23-073361","2023-06-30T00:00:00.000","GOSNELL, JOHN","3401 W FIFTH ST #110",,"OXNARD","CA","93030","S","3401 W FIFTH ST
OXNARD, CA 93030
(34.197613, -119.215911)"
"WHOLESALE",,"SUPERIOR MOBILITY","1901 HOLSER WALK","OXNARD","CA","93036","Yes","805 604-1332","1999-09-15T00:00:00.000","59298","24-089891","2023-08-31T00:00:00.000","SUPERIOR MOBILITY, INC","1901 HOLSER WK #302",,"OXNARD","CA","93030","C","1901 HOLSER WALK
OXNARD, CA 93036
(34.220208, -119.154846)"
"CONTRACTOR LOC OUTSIDE CITY",,"CONEJO VALLEY'S STATEWIDE ROOF","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 495-4506","2022-08-20T00:00:00.000","117326","24-130800","2023-07-31T00:00:00.000","CONEJO VALLEY'S STATEWIDE","2550 AZURITE CIR",,"NEWBURY PARK","CA","91320","C",
"TRUCKING/BUSES (EXEMPT)",,"XPO LOGISTICS FREIGHT INC","2900 CAMINO DEL SOL","OXNARD","CA","93030","Yes","805 485-6466","1991-09-25T00:00:00.000","23063","24-012708","2023-08-31T00:00:00.000","XPO LOGISTICS FREIGHT INC","ATTN:JENNIFER BOE","PO BOX 3745","PORTLAND","OR","97208","C","2900 CAMINO
DEL SOL OXNARD, CA 93030"
"MORTICIAN/FUNERAL HOME",,"REARDON FUNERAL HOME INC","511 N A ST","OXNARD","CA","93030","Yes","805 487-1720","2011-07-01T00:00:00.000","99601","23-103894","2023-06-30T00:00:00.000","REARDON FUNERAL HOME INC","357 LYNNBROOK AVE",,"VENTURA","CA","93003","C","511 N A ST
OXNARD, CA 93030
(34.207238, -119.178482)"
"WASTEWATER PERMIT",,"RALPHS #190","3443 SAVIERS RD","OXNARD","CA","93033","Yes","805 487-4905","1998-03-25T00:00:00.000","53538","23-027006","2023-06-30T00:00:00.000","HUGHES MARKETS,INC","ATTN: LICENSING DESK","PO BOX 54143","LOS ANGELES","CA","90054","C","3443 SAVIERS RD
OXNARD, CA 93033
(34.168814, -119.177689)"
"JANITORIAL OR MAID SERVICE",,"ALL PURPOSE JANITORIAL SVC","512 E POPLAR ST","OXNARD","CA","93033","Yes","805 377-8783","1994-01-26T00:00:00.000","26651","23-093925","2022-12-31T00:00:00.000","ROQUE, DAVID","PO BOX 20803",,"OXNARD","CA","93034","S","512 E POPLAR ST
OXNARD, CA 93033
(34.174221, -119.172096)"
"MOBILE MECHANIC",,"ROMERO'S AUTO REPAIR","443 OCCIDENTAL DR","OXNARD","CA","93036","Yes","805 651-7036","2022-05-03T00:00:00.000","117130","23-130504","2023-04-30T00:00:00.000","CERVANTES, RODRIGO R","443 OCCIDENTAL DR APT 15",,"OXNARD","CA","93036","S","443 OCCIDENTAL DR
OXNARD, CA 93036
(34.227538, -119.168985)"
"BAR/NIGHTCLUB (BRANCH)","167","COURTYARD OXNARD VENTURA","600 E ESPLANADE DR","OXNARD","CA","93036","Yes","805 988-3600","2012-08-01T00:00:00.000","100233","23-104857","2023-06-30T00:00:00.000","JS HOSPITALITY GROUP LLC","20342 SW ACACIA ST",,"NEWPORT BEACH","CA","92660","LL","600 E ESPLANADE DR
OXNARD, CA 93036
(34.229098, -119.171329)"
"CONTRACTOR LOC OUTSIDE CITY",,"CONTRACT CARPET CORPORATION","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","714 888-3200","2009-08-17T00:00:00.000","94590","24-096561","2023-07-31T00:00:00.000","CONTRACT CARPET CORPORATION","PO BOX 630",,"ANAHEIM","CA","92815","C",
"WHOLESALE",,"COASTAL VIEW PACKAGING, INC.","711 MOUNTAIN VIEW AVE","OXNARD","CA","93030","Yes","805 483-3004","2020-03-19T00:00:00.000","116634","23-129734","2023-02-28T00:00:00.000","COASTAL VIEW PACKAGING, INC.","34700 PACIFIC COAST HWY STE209",,"CAPISTRANO BEACH","CA","92624","C","711 MOUNTAIN VIEW AVE
OXNARD, CA 93030
(34.194758, -119.171127)"
"DOCTOR:PHYSICIAN/SURGEON/MD",,"CONCENTRA","1851 N LOMBARD ST","OXNARD","CA","93030","Yes","805 983-2234","2019-02-25T00:00:00.000","112262","23-122930","2023-02-28T00:00:00.000","OCCUPATIONAL HEALTH CNTR OF CA","4714 GETTYSBURG RD STE 100",,"MECHANICSBURG","PA","17055","C","1851 N LOMBARD ST
OXNARD, CA 93030"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","8","RDA ORANGE LLC","2101 SAN MARINO ST","OXNARD","CA","93033","Yes","310 339-3317","2019-02-19T00:00:00.000","113054","24-124249","2023-08-31T00:00:00.000","RDA ORANGE LLC","PO BOX 7298",,"WESTLAKE VILLAGE","CA","91359","LL","2101 SAN MARINO ST
OXNARD, CA 93033
(34.179198, -119.176298)"
"WASTEWATER PERMIT",,"PURA NUTRICION","2502 SAVIERS RD","OXNARD","CA","93033","Yes","805 827-2402","2014-12-01T00:00:00.000","104584","23-029690","2023-06-30T00:00:00.000","UN MUNDO MEJOR, INC","1605 SNOW AVE",,"OXNARD","CA","93030","C","2502 SAVIERS RD
OXNARD, CA 93033
(34.176396, -119.17745)"
"WASTEWATER PERMIT",,"FIRESTONE COMPLETE AUTO CARE","321 S OXNARD BLVD","OXNARD","CA","93030","Yes","805 483-2295","1962-07-26T00:00:00.000","1433","23-029612","2023-06-30T00:00:00.000","BRIDGESTONE RETAIL OPERATIONS","BOC TAX DEPT BL","200 4TH AVENUE SOUTH STE 100","NASHVILLE","TN","37201","LL","321 S OXNARD BLVD
OXNARD, CA 93030
(34.200051, -119.177415)"
"WASTEWATER PERMIT",,"MASTER'S DONUTS","1911 N OXNARD BLVD","OXNARD","CA","93036","Yes","805 485-9474","1986-12-02T00:00:00.000","15700","23-019958","2023-06-30T00:00:00.000","SENNA, ENG XIA","1911 N OXNARD BL",,"OXNARD","CA","93036","S","1911 N OXNARD BLVD
OXNARD, CA 93036
(34.219389, -119.177216)"
"AUTO REPAIR/SERVICE",,"DOBS BRAKE & AUTO","330 S OXNARD BLVD","OXNARD","CA","93030","Yes","805 483-4771","2021-04-05T00:00:00.000","115315","23-129098","2022-11-30T00:00:00.000","GSCAS LLC","330 S OXNARD BLVD",,"OXNARD","CA","93030","LL","330 S OXNARD BLVD
OXNARD, CA 93030
(34.199717, -119.177295)"
"MEAT/FISH MARKET",,"EL TORO MEAT MARKET","300 COOPER RD","OXNARD","CA","93030","Yes","805 263-0407","2010-04-22T00:00:00.000","95956","23-105124","2023-03-31T00:00:00.000","ALMANZA CORPORATION","300 COOPER RD",,"OXNARD","CA","93030","C","300 COOPER RD
OXNARD, CA 93030
(34.204538, -119.175057)"
"MOBILE HOME PARK","154","ROYAL PALMS MOBILE HOME PARK","205 DRIFFILL BLVD","OXNARD","CA","93030","Yes","805 486-2181","1997-07-16T00:00:00.000","49670","23-041415","2023-06-30T00:00:00.000","EZRALOW FAMILY TRUST,ET AL","C/O STAR MANAGEMENT","PO BOX 11427","SANTA ANA","CA","92711-1427","P","205 DRIFFILL BLVD
OXNARD, CA 93030
(34.192372, -119.175745)"
"DOCTOR:MISC",,"CHANNEL ISLANDS DIALYSIS","3541 W FIFTH ST","OXNARD","CA","93030","Yes","805 987-5140","2013-12-16T00:00:00.000","102759","23-108526","2022-11-30T00:00:00.000","COBBLES DIALYSIS, LLC","5200 VIRGINA WAY #400",,"BRENTWOOD","TN","37027","C","3541 W FIFTH ST
OXNARD, CA 93030
(34.197632, -119.218898)"
"CAR & TRUCK SALES",,"OXNARD MAZDA","1601 VENTURA BLVD","OXNARD","CA","93036","Yes","805 307-0090","2019-06-10T00:00:00.000","112721","23-123559","2023-05-31T00:00:00.000","PURSER MOTORS LLC","1601 VENTURA BLVD",,"OXNARD","CA","93036","LL","1601 VENTURA BLVD
OXNARD, CA 93036"
"CONTRACTOR LOC OUTSIDE CITY",,"ALURIEL INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 901-9997","2017-06-01T00:00:00.000","109387","23-118515","2023-06-30T00:00:00.000","ALURIEL INC","7705 DENSMORE AVE",,"VAN NUYS","CA","91406","C",
"CONTRACTOR LOC OUTSIDE CITY",,"PERFORMANCE GLASS 805, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 644-6400","2021-06-01T00:00:00.000","115669","23-128168","2023-06-30T00:00:00.000","PERFORMANCE GLASS 805, INC","1834 PALMA DR #J",,"VENTURA","CA","93003","C",
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,"DAVID REITH & ASSOCIATES INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 418-7924","2017-06-01T00:00:00.000","109610","23-118843","2022-09-30T00:00:00.000","DAVID REITH & ASSOCIATES INC","1319 FEATHER AVE",,"THOUSAND OAKS","CA","91360","C",
"REAL ESTATE AGENT OR BROKER",,"AMS REALTY INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 642-0099","2004-05-04T00:00:00.000","80736","23-125624","2023-04-30T00:00:00.000","AMS REALTY INC","2323 PORTOLA RD #150",,"VENTURA","CA","93003","C",
"COMMERCIAL PROPERTY OWNER/SUB-LEASING",,"PARKLANE REAL ESTATE INVESTMEN","1861 N VENTURA RD","OXNARD","CA","93030","Yes","805 485-3018","2008-12-01T00:00:00.000","97273","23-100497","2022-11-30T00:00:00.000","PARKLANE REAL ESTATE INVTMNTS","1861 N VENTURA RD",,"OXNARD","CA","93030","LL","1861 N VENTURA RD
OXNARD, CA 93030
(34.218927, -119.194613)"
"WASTEWATER PERMIT",,"LA MICHOACANA AZTECA # 2","2045 N OXNARD BLVD","OXNARD","CA","93036","Yes","805 919-0710","2017-10-30T00:00:00.000","111525","23-029921","2023-06-30T00:00:00.000","AYARS COMP INC","2045 N OXNARD BLVD",,"OXNARD","CA","93036","C","2045 N OXNARD BLVD
OXNARD, CA 93036
(34.222159, -119.177332)"
"WASTEWATER PERMIT",,"CHICK-FIL-A OF OXNARD FSU","2040 N ROSE AVE","OXNARD","CA","93036","Yes","805 988-9232","2015-01-01T00:00:00.000","104987","23-029375","2023-06-30T00:00:00.000","WORTHY INTEGRATED HOLDINGS LLC","2040 N ROSE AVE",,"OXNARD","CA","93036","LL","2040 N ROSE AVE
OXNARD, CA 93036
(34.220816, -119.158178)"
"WHOLESALE",,"CAPITAL LUMBER CO.","2325 STATHAM BLVD","OXNARD","CA","93033","Yes","602 381-0709","2022-09-01T00:00:00.000","117314","24-130783","2023-07-31T00:00:00.000","CAPITAL LUMBER CO.","2525 E ARIZONA BILTMORE CIR","SUITE A116","PHOENIX","AZ","85016","C","2325 STATHAM BLVD
OXNARD, CA 93033
(34.177494, -119.165615)"
"DELIVERY ONLY",,"KATY'S CUSTOM DRAPERIES","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 485-2430","2000-12-01T00:00:00.000","4217","23-001753","2022-11-30T00:00:00.000","KUBO, KATY","893 CORSICANA DR",,"OXNARD","CA","93030-1408","S",
"AUTO REPAIR/SERVICE",,"MY GARAGE AUTO REPAIR","1312 COMMERCIAL AVE","OXNARD","CA","93030","Yes","805 240-6067","2008-08-01T00:00:00.000","92447","24-095825","2023-07-31T00:00:00.000","CAZARES, FERNANDO","AL'S SMOG C/O FERNANDO CAZARES","1312 COMMERCIAL AVE","OXNARD","CA","93030","S","1312 COMMERCIAL AVE
OXNARD, CA 93030
(34.186461, -119.171942)"
"CONTRACTOR LOC OUTSIDE CITY",,"BUMBLE ROOFING","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","844 728-6253","2021-10-20T00:00:00.000","116046","23-128832","2022-09-30T00:00:00.000","LA ROOFING & BUILDER GROUP INC","6800 OWNESMOUTH AVE STE 410",,"CANOGA PARK","CA","91303","C",
"CARPET CLEANING/REPAIR",,"HEAVEN'S BEST CARPET CLEANING","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 445-1220","2017-08-01T00:00:00.000","109568","24-118780","2023-07-31T00:00:00.000","WELCH, STEVEN","SUITE 145","5235 MISSION OAKS BLVD","CAMARILLO","CA","93010","S",
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,"WORKMAN GEOTECHNICAL","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 850-2025","2012-06-01T00:00:00.000","100255","24-104890","2023-07-31T00:00:00.000","WORKMAN, RICHARD MARK JR","C/O RICHARD WORKMAN","1141 E MAIN ST","VENTURA","CA","93001","S",
"TERMITE/PEST CONTROL SERVICES",,"ALLERCLEAN PEST CONTROL","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","951 239-7116","2020-12-22T00:00:00.000","115636","23-128094","2022-11-30T00:00:00.000","RODENT PEST TECHNOLOGIES INC","12155 MAGNOLIA AVE STE 10B",,"RIVERSIDE","CA","92503","C",
"REGISTERED NON-PROFIT",,"HOUSING RIGHTS CENTER","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","213 387-8400","2007-07-11T00:00:00.000","90344","23-090434","2023-06-30T00:00:00.000","SO CALIF HOUSING RIGHTS CENTER","3255 WILSHIRE BLVD#1150",,"LOS ANGELES","CA","90010-1453","C",
"MOBILE WASH/DETAIL",,"TM CAR WASH","220 N DRISKILL ST","OXNARD","CA","93030","Yes","805 607-1365","2015-08-22T00:00:00.000","105721","24-112972","2023-07-31T00:00:00.000","MEDINA, TOMAS","220 N DRISKILL ST",,"OXNARD","CA","93030","S","220 N DRISKILL ST
OXNARD, CA 93030
(34.20368, -119.156564)"
"AUTO REPAIR/SERVICE",,"T & A AUTO COLLISION","1610 PINE ST","OXNARD","CA","93030","Yes","805 248-1389","2020-06-01T00:00:00.000","114443","23-127940","2023-05-31T00:00:00.000","PALOMARES, ANTONIO TORRES","1610 PINE ST",,"OXNARD","CA","93030","S","1610 PINE ST
OXNARD, CA 93030
(34.184805, -119.169365)"
"TRUCKING/BUSES (OFFICE ONLY)",,"RICHMOND AVE COMPANY INC","856 RICHMOND AVE","OXNARD","CA","93030","Yes","805 240-7898","2022-04-29T00:00:00.000","117140","23-130525","2023-03-31T00:00:00.000","RICHMOND AVE COMPANY, INC","856 RICHMOND AVE",,"OXNARD","CA","93030","C","856 RICHMOND AVE
OXNARD, CA 93030
(34.192347, -119.169589)"
"RETAIL SALES",,"PACIFIC MECHANICAL SUPPLY","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","562 921-0575","2001-09-06T00:00:00.000","67963","24-062947","2023-08-31T00:00:00.000","PACIFIC MECHANICAL SUPPLY","13705 MILROY PL",,"SANTA FE SPRINGS","CA","90670","C",
"WASTEWATER PERMIT",,"BLENDERS IN THE GRASS","1225 S VICTORIA AVE","OXNARD","CA","93035","Yes","805 385-1144","2006-12-05T00:00:00.000","89080","23-029341","2023-06-30T00:00:00.000","BLENDERS IN THE GRASS, INC","6487 B CALLE REAL",,"GOLETA","CA","93117","C","1225 S VICTORIA AVE
OXNARD, CA 93035
(34.188978, -119.221346)"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","4","CONEJO RENTALS 2 LLC","1159 S C ST","OXNARD","CA","93033","Yes","805 497-0850","2016-11-15T00:00:00.000","113862","23-125420","2022-10-31T00:00:00.000","CONEJO RENTALS 2 LLC","1534 N MOORPARK RD #348",,"THOUSAND OAKS","CA","91360","LL","1159 S C ST
OXNARD, CA 93033
(34.188869, -119.181216)"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","4","SUE AND/OR EDDIE HOUX","344 N G ST","OXNARD","CA","93030","Yes","805 815-8653","2008-10-27T00:00:00.000","102499","23-108156","2022-09-30T00:00:00.000","HOUX, SUE C, ET AL","4428 MOCASSIN LANE",,"PASO ROBLES","CA","93446","S","344 N G ST
OXNARD, CA 93030
(34.20566, -119.187003)"
"MARINE SERVICES",,"GOLD COAST MARINE","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 639-0115","1991-06-25T00:00:00.000","22676","23-011890","2023-05-31T00:00:00.000","SMITH, STEVE","5770 NICOLE ST UNIT F",,"VENTURA","CA","93003","S",
"DOCTOR:PHYSICIAN/SURGEON/MD",,"RENAL CONSULTANTS OF VENTURA C","1900 OUTLET CENTER DR","OXNARD","CA","93036","Yes","805 983-8049","2014-07-01T00:00:00.000","103841","23-110117","2023-06-30T00:00:00.000","RENAL CONSULTANTS OF VENTURA","PO BOX 2160",,"MOORPARK","CA","93020","C","1900 OUTLET CENTER DR
OXNARD, CA 93036
(34.220116, -119.148479)"
"CONTRACTOR LOC OUTSIDE CITY",,"SPIRIT CONSTRUCTION SERVICES I","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","912 748-8055","2022-10-01T00:00:00.000","117315","24-130789","2023-07-31T00:00:00.000","SPIRIT CONSTRUCTION SERVICES","118 COLEMAN BOULEVARD",,"SAVANNAH","GA","31408","C",
"CONTRACTOR LOC OUTSIDE CITY",,"STANLEY CONVERGENT SEC SOLUTIO","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","317 572-1915","2005-09-28T00:00:00.000","86227","24-092993","2023-08-31T00:00:00.000","STANLEY CNVRGT SEC. SLTNS INC","8350 SUNLIGHT DR",,"FISHERS","IN","46037","C",
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,"AIRLITE COSMETICS","550 E THIRD ST","OXNARD","CA","93030","Yes","402 408-5058","2021-10-01T00:00:00.000","115914","24-128595","2023-08-31T00:00:00.000","AIRLITE PLASTICS CO","6110 ABBOTT DR",,"OMAHA","NE","68110","C","550 E THIRD ST
OXNARD, CA 93030
(34.200526, -119.173241)"
"WASTEWATER PERMIT",,"SUBWAY DEL NORTE","200 N DEL NORTE BLVD","OXNARD","CA","93030","Yes","805 485-6220","2018-06-01T00:00:00.000","111477","23-029918","2023-06-30T00:00:00.000","SUBWAY DEL NORTE","90 CORTE CERRITO",,"CAMARILLO","CA","93010","C","200 N DEL NORTE BLVD
OXNARD, CA 93030
(34.203175, -119.127195)"
"COMMERCIAL PROPERTY OWNER/SUB LEASING-BR",,"EL TORO MEAT MARKET","300 COOPER RD","OXNARD","CA","93030","Yes","805 263-0407","2010-04-22T00:00:00.000","95956","23-128197","2023-05-31T00:00:00.000","ALMANZA CORPORATION","300 COOPER RD",,"OXNARD","CA","93030","C","300 COOPER RD
OXNARD, CA 93030
(34.204538, -119.175057)"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","4","CURIEL FAMILY TRUST","930 CEDAR CT","OXNARD","CA","93033","Yes","805 890-0082","2011-09-06T00:00:00.000","107360","24-115422","2023-08-31T00:00:00.000","CURIEL, ROBERTO","440 EL SUENO RD",,"SANTA BARBARA","CA","93110","S","930 CEDAR CT
OXNARD, CA 93033
(34.184509, -119.188139)"
"CONTRACTOR LOC OUTSIDE CITY",,"RAIN DRAIN, THE","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 482-0692","2000-12-01T00:00:00.000","20506","23-009179","2022-11-30T00:00:00.000","CAL 2000, INC","PO BOX 1649",,"CAMARILLO","CA","93011","C",
"BEAUTY SHOP:COSMETOLOGY BOARD EST",,"PERFECT NAILS & SPA","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 981-9558","2010-07-16T00:00:00.000","96277","23-103546","2023-06-30T00:00:00.000","HO, NANCY PHUONG","2651 WAGON WHEEL RD #230",,"OXNARD","CA","93036","S",
"CONTRACTOR LOC OUTSIDE CITY",,"H L MOE CO INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 572-2100","1991-06-03T00:00:00.000","22591","24-116086","2023-08-31T00:00:00.000","H L MOE CO INC","526 COMMERCIAL ST",,"GLENDALE","CA","91203","C",
"OTHER SPECIALTIES (BRANCH)",,"B MOBILE","1964 N VENTURA RD","OXNARD","CA","93036","Yes","805 377-6163","2014-02-01T00:00:00.000","102896","23-108730","2022-12-31T00:00:00.000","BMOBILEWIRELESS INC","3638 SAVIERS RD",,"OXNARD","CA","93033","C","1964 N VENTURA RD
OXNARD, CA 93036
(34.220459, -119.194515)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"HERB'S TAX SERVICE","610 JANETWOOD DR","OXNARD","CA","93030","Yes","805 253-7808","2006-01-30T00:00:00.000","86868","23-085603","2022-12-31T00:00:00.000","DAVIS, HERBERT K","PO BOX 5472",,"OXNARD","CA","93031","S","610 JANETWOOD DR
OXNARD, CA 93030
(34.216682, -119.183683)"
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,"WAGNER CREATIVE GROUP, INC","961 N RICE AVE","OXNARD","CA","93030","Yes","888 424-4433","2009-07-13T00:00:00.000","94364","23-096198","2023-06-30T00:00:00.000","WAGNER CREATIVE GROUP, INC","961 N RICE AV",,"OXNARD","CA","93030","C","961 N RICE AVE
OXNARD, CA 93030
(34.210417, -119.142204)"
"MARINE SERVICES",,"NEPTUNE DIVE SERVICE","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 827-5782","2016-07-05T00:00:00.000","107283","23-115296","2023-05-31T00:00:00.000","NEPTUNE DIVE SERVICE LLC","9176 NEATH ST",,"VENTURA","CA","93004-2930","LL",
"CONTRACTOR LOC INSIDE CITY",,"HOWARD'S RUG CO OF VENTURA,INC","701 N DEL NORTE BLVD","OXNARD","CA","93030","Yes","805 278-4446","1998-09-01T00:00:00.000","55320","24-047838","2023-08-31T00:00:00.000","HOWARD'S RUG CO OF VTA, INC","701 N DEL NORTE BL #225",,"OXNARD","CA","93030","C","701 N DEL NORTE BLVD
OXNARD, CA 93030
(34.207967, -119.127182)"
"COSMETOLOGIST,MANICURIST,ELECTROLOGIST",,"AMARA'S ESTHETICS","571 TOWN CENTER DR","OXNARD","CA","93036","Yes","805 525-6012","2021-11-01T00:00:00.000","116054","23-128837","2022-09-30T00:00:00.000","CANADA, AMARA R","11190 CITRUS DR APT 116",,"VENTURA","CA","93004","S","571 TOWN CENTER DR
OXNARD, CA 93036"
"OTHER SPECIALTIES (BRANCH)",,"RS WIRELESS LLC","2412 SAVIERS RD","OXNARD","CA","93033","Yes","805 486-0718","2015-09-16T00:00:00.000","105729","24-115005","2023-07-31T00:00:00.000","RS WIRELESS LLC","20480 CELTIC ST",,"CHATSWORTH","CA","91311","LL","2412 SAVIERS RD
OXNARD, CA 93033
(34.17669, -119.177448)"
"SCHOOL",,"LAURUS COLLEGE","2351 LOCKWOOD ST","OXNARD","CA","93036","Yes","805 267-1690","2011-09-01T00:00:00.000","98467","24-102250","2023-08-31T00:00:00.000","LAURUS COLLEGE, LLC","421 E BETTERAVIA STE 100",,"SANTA MARIA","CA","93454","LL","2351 LOCKWOOD ST
OXNARD, CA 93036
(34.221628, -119.145552)"
"WASTEWATER PERMIT",,"ORTIZ BAKERY #1","103 S ROSE AVE","OXNARD","CA","93030","Yes","805 487-0123","1986-07-03T00:00:00.000","15160","23-019977","2023-06-30T00:00:00.000","ORTIZ BAKERY, INC","103 S ROSE AV",,"OXNARD","CA","93033","C","103 S ROSE AVE
OXNARD, CA 93030
(34.201867, -119.159804)"
"COMMERCIAL PROPERTY OWNER/SUB-LEASING",,"23560 CRENSHAW INVESTORS LLC","2311 N OXNARD BLVD","OXNARD","CA","93036","Yes","714 241-1550","2015-02-09T00:00:00.000","106199","23-113694","2022-10-31T00:00:00.000","23560 CRENSHAW INVESTORS LLC","17165 NEWHOPE ST STE H",,"FOUNTAIN VALLEY","CA","92708","LL","2311 N OXNARD BLVD
OXNARD, CA 93036
(34.227578, -119.177836)"
"WASTEWATER PERMIT",,"ANGEL'S SMOG TEST ONLY","1444 E FIFTH ST","OXNARD","CA","93030","Yes","805 487-6776","2012-08-13T00:00:00.000","100302","23-029831","2023-06-30T00:00:00.000","SILVA, BALDEMAR","1444 E FIFTH ST",,"OXNARD","CA","93030","S","1444 E FIFTH ST
OXNARD, CA 93030
(34.19703, -119.163721)"
"REGISTERED NON-PROFIT",,"FAITH COMMUNITY CHURCH","723 S D ST","OXNARD","CA","93030","Yes","805 486-2676","2018-04-25T00:00:00.000","110656","23-120474","2023-03-31T00:00:00.000","THE FAITH COMMUNITY CHURCH OF","723 S D ST",,"OXNARD","CA","93030","C","723 S D ST
OXNARD, CA 93030
(34.194594, -119.182423)"
"WASTEWATER PERMIT",,"T & TRANSMISSIONS","2368 N OXNARD BLVD","OXNARD","CA","93036","Yes","805 200-7930","2012-03-01T00:00:00.000","99304","23-029604","2023-06-30T00:00:00.000","TORRES, ANIBAL S","2368 N OXNARD BLVD #6",,"OXNARD","CA","93030","S","2368 N OXNARD BLVD
OXNARD, CA 93036
(34.22872, -119.177997)"
