Classification,Units,BusinessName,Address,City,State,ZipCode,WithinCity,Telephone,Opened,ControlNum,TaxCertNum,Expires,Owner,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip,OwnershipType,Location,Zip Codes
TAILOR/SEWING SHOP,,AMC COVERS,1649 PACIFIC AVE,OXNARD,CA,93033,Yes,805 795-5758,06/02/2016 12:00:00 AM,107234,23-115219,05/31/2023 12:00:00 AM,"CORTES, ARTURO MUNDO",1649 PACIFIC AVE STE 71,,OXNARD,CA,93033,S,"1649 PACIFIC AVE
OXNARD, CA 93033
(34.183216, -119.165174)",1872
CONTRACTOR LOC OUTSIDE CITY,,NEXT PHASE ELECTRIC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,661 878-7576,08/29/2022 12:00:00 AM,117375,24-130856,07/31/2023 12:00:00 AM,"NEXT PHASE ELECTRIC, INC",5409 ALDRIN CT,,BAKERSFIELD,CA,93313,C,,
MISC PROFESSION,,AGILE CNC REPAIR,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 402-6125,03/02/2021 12:00:00 AM,115191,23-129290,02/28/2023 12:00:00 AM,"DIAZ, ANGEL D",308 CENTER LANE,,SANTA PAULA,CA,93060,S,,
RESTAURANT/CAFE,,STARBUCKS COFFEE # 6892,1611 E CHANNEL ISLANDS BLVD,OXNARD,CA,93033,Yes,805 247-0113,10/10/2005 12:00:00 AM,86291,24-084823,08/31/2023 12:00:00 AM,STARBUCKS CORPORATION,"PO BOX 34442,S-TAX2",,SEATTLE,WA,98124-1442,C,"1611 E CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.173348, -119.16104)",1873
CONTRACTOR LOC OUTSIDE CITY,,GREEN ROOF DESIGNS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,909 801-0311,05/02/2022 12:00:00 AM,116806,23-129990,04/30/2023 12:00:00 AM,GREEN ROOF DESIGNS INC,PO BOX 1023,,REDLANDS,CA,92373,C,,
WHOLESALE,,ORIGINAL ESSENTIAL OILS LLC,2401 EASTMAN AVE,OXNARD,CA,93030,Yes,805 925-8835,01/15/2021 12:00:00 AM,115010,23-127103,12/31/2022 12:00:00 AM,ORIGINAL ESSENTIAL OILS LLC,1650 E GONZALES RD STE 304,,OXNARD,CA,93036,LL,"2401 EASTMAN AVE
OXNARD, CA 93030
(34.198964, -119.143341)",1872
WASTEWATER PERMIT,,FIESTA LIQUOR,1637 S OXNARD BLVD,OXNARD,CA,93033,Yes,805 486-5766,01/25/2002 12:00:00 AM,69732,23-030124,06/30/2023 12:00:00 AM,FIESTA L INC,1637 S OXNARD BL,,OXNARD,CA,93030,C,"1637 S OXNARD BLVD
OXNARD, CA 93033
(34.183883, -119.169948)",1872
CONTRACTOR LOC OUTSIDE CITY,,HARDY WINDOW COMPANY,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,714 996-1807,01/21/2019 12:00:00 AM,112002,23-122561,12/31/2022 12:00:00 AM,HARDY WINDOW COMPANY,1639 E MIRALOMA AVE,,PLACENTIA,CA,92870,C,,
REAL ESTATE AGENT OR BROKER,,JORGE GARCIA,1367 SAVIERS RD,OXNARD,CA,93033,Yes,805 616-5966,08/29/2014 12:00:00 AM,107738,24-116019,07/31/2023 12:00:00 AM,"GARCIA, JORGE",1367 SAVIERS RD,,OXNARD,CA,93033,S,"1367 SAVIERS RD
OXNARD, CA 93033
(34.185791, -119.177556)",1873
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,LEGAL & SECRETARIAL SERVICES O,1825 N OXNARD BLVD,OXNARD,CA,93030,Yes,805 444-0318,08/25/2012 12:00:00 AM,100387,24-105092,07/31/2023 12:00:00 AM,"FRANCO, AURORA",1825 N OXNARD BLVD #6,,OXNARD,CA,93030,S,"1825 N OXNARD BLVD
OXNARD, CA 93030
(34.218419, -119.177523)",1872
GROCERY STORE,,ASAHI MARKET,660 S OXNARD BLVD,OXNARD,CA,93030,Yes,805 483-4715,05/29/1990 12:00:00 AM,21014,23-009777,04/30/2023 12:00:00 AM,"YO, KYONG KU, ET AL",660 S OXNARD BL,,OXNARD,CA,93030-7145,P,"660 S OXNARD BLVD
OXNARD, CA 93030
(34.19518, -119.177336)",1872
AUTO REPAIR/SERVICE,,E-Z TUNE-UPS INC,740 S OXNARD BLVD,OXNARD,CA,93030,Yes,805 487-7225,09/03/2002 12:00:00 AM,72391,24-068106,08/31/2023 12:00:00 AM,E-Z TUNE UPS INC,PO BOX 1308,,OXNARD,CA,93032,C,"740 S OXNARD BLVD
OXNARD, CA 93030
(34.194299, -119.177345)",1872
CONTRACTOR LOC OUTSIDE CITY,,PROFESSIONAL SERVICES CONSTRUC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,949 635-6700,10/04/2021 12:00:00 AM,115920,24-128609,08/31/2023 12:00:00 AM,PROFESSIONAL SERVICES,30422 ESPERANZA,,RANCHO STA MARG,CA,92688,C,,
WASTEWATER PERMIT,,DEL TACO LLC #868,2000 N ROSE AVE,OXNARD,CA,93036,Yes,805 988-7500,07/18/2006 12:00:00 AM,88164,23-028835,06/30/2023 12:00:00 AM,DEL TACO LLC,25521 COMMERCENTRE DR #200,,LAKE FOREST,CA,92630,LL,"2000 N ROSE AVE
OXNARD, CA 93036
(34.220088, -119.158187)",1875
REAL ESTATE AGENT OR BROKER,,ALL AMERICAN REALTY&FINAN.SVC,443 W FIFTH ST,OXNARD,CA,93030,Yes,805 300-7252,12/28/1988 12:00:00 AM,18588,23-006809,11/30/2022 12:00:00 AM,"WILKES, EVANGELINE,ET AL",145 REGAL AVE,,NEWBURY PARK,CA,91320,S,"443 W FIFTH ST
OXNARD, CA 93030
(34.197696, -119.181917)",1872
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,ADKAN ENGINEERS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,909 688-0241,09/26/1995 12:00:00 AM,29394,24-021257,08/31/2023 12:00:00 AM,ADKISON ENGINEERS INC,6879 AIRPORT DR,,RIVERSIDE,CA,92504,C,,
MISC PROFESSION,,"BEAUTY OF THREADING & MORE, TH",181 E GONZALES RD,OXNARD,CA,93036,Yes,805 612-1153,09/20/2012 12:00:00 AM,100413,24-105136,08/31/2023 12:00:00 AM,"GAHRU, SANDEEP KUMAR ET AL",1630 JOLIET PL,,OXNARD,CA,93030,P,"181 E GONZALES RD
OXNARD, CA 93036
(34.219141, -119.175316)",1875
HANDYMAN - NO STATE LICENSE,,DAVID BOND,3700 KETCH AVE,OXNARD,CA,93035,Yes,805 231-8869,07/07/2008 12:00:00 AM,92344,23-115832,06/30/2023 12:00:00 AM,"BOND, DAVE ALLEN",3700 KETCH AV #318,,OXNARD,CA,93035,S,"3700 KETCH AVE
OXNARD, CA 93035
(34.183945, -119.219535)",1874
MEAT/FISH MARKET,,CARNICERIA HNOS. GARCIA,603 COOPER RD,OXNARD,CA,93030,Yes,805 483-6630,08/08/2005 12:00:00 AM,85868,24-084247,07/31/2023 12:00:00 AM,"GARCIA, ALBERTO,ET AL",603 COOPER RD,,OXNARD,CA,93030,P,"603 COOPER RD
OXNARD, CA 93030
(34.204553, -119.172526)",1872
CONTRACTOR LOC OUTSIDE CITY,,"WALTON CONSTRUCTION, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,909 267-7777,06/01/2022 12:00:00 AM,116940,23-130223,05/31/2023 12:00:00 AM,"WALTON CONSTRUCTION, INC.",358 E FOOTHILL BLVD,,SAN DIMAS,CA,91773,C,,
GARDENING/LANDSCAPING,,BETTER THAN EVER LANDSCAPE,424 TANGERINE PL,OXNARD,CA,93033,Yes,805 451-4103,10/01/2021 12:00:00 AM,115878,24-128533,08/31/2023 12:00:00 AM,"GAMBOA, SALVADOR",424 TANGERINE PL,,OXNARD,CA,93033,S,"424 TANGERINE PL
OXNARD, CA 93033
(34.168033, -119.181823)",1873
INTERNET BUSINESS (PROF OR RETAIL),,LOVECRAFT RITUALS,1310 OYSTER PL,OXNARD,CA,93030,Yes,805 512-5464,08/29/2022 12:00:00 AM,117374,24-130854,07/31/2023 12:00:00 AM,"GISH, KELE",1310 OYSTER PL,,OXNARD,CA,93030,S,"1310 OYSTER PL
OXNARD, CA 93030
(34.193012, -119.193801)",1872
CONTRACTOR LOC OUTSIDE CITY,,SHUMATE SERVICES INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 647-8657,09/28/2012 12:00:00 AM,100600,23-105401,09/30/2022 12:00:00 AM,SHUMATE SERVICES INC,316 CORSICANA DR,,OXNARD,CA,93036,C,,
MISC SERVICE,,"UTILIQUEST, LLC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 658-7801,08/20/2009 12:00:00 AM,94612,24-096577,07/31/2023 12:00:00 AM,"UTILIQUEST, LLC",2575 WESTSIDE PKWY STE 100,,ALPHARETTA,GA,30004-5411,LL,,
DENTIST,,GUSTAVO A ASSATOURIANS DDS INC,967 W SEVENTH ST,OXNARD,CA,93030,Yes,805 834-1066,07/24/2017 12:00:00 AM,109355,23-118467,06/30/2023 12:00:00 AM,GUSTAVO A ASSATOURIANS DDS INC,967 W SEVENTH ST,,OXNARD,CA,93030,C,"967 W SEVENTH ST
OXNARD, CA 93030
(34.195117, -119.188977)",1872
MISC SERVICES (EXEMPT),,RAIN-TUNNEL CAR WASH,130 BRYCE CANYON AVE,OXNARD,CA,93033,Yes,805 218-1718,06/16/1978 12:00:00 AM,309,23-004579,05/31/2023 12:00:00 AM,"SAMOJIN, TONY",1480 DAILY DR,,CAMARILLO,CA,93010,S,"130 BRYCE CANYON AVE
OXNARD, CA 93033
(34.169764, -119.178428)",1873
NOTARY PUBLIC (EXEMPT),,THE NOTARY STEVE LLC,753 FLATHEAD RIVER ST,OXNARD,CA,93036,Yes,805 222-3171,03/16/2021 12:00:00 AM,115439,23-127689,04/30/2023 12:00:00 AM,THE NOTARY STEVE LLC,753 FLATHEAD RIVER ST,,OXNARD,CA,93036,LL,"753 FLATHEAD RIVER ST
OXNARD, CA 93036
(34.246574, -119.178292)",1875
WASTEWATER PERMIT,,CHAPO MUFFLERS,1802 SUNKIST CIR,OXNARD,CA,93033,Yes,805 758-8142,11/01/2014 12:00:00 AM,104347,23-029816,06/30/2023 12:00:00 AM,"GORDILLO, RENE,ET AL",1802 SUNKIST CIR # 4,,OXNARD,CA,93033,P,"1802 SUNKIST CIR
OXNARD, CA 93033
(34.181612, -119.16801)",1873
CONTRACTOR LOC INSIDE CITY,,"KAISER A/C & SHEET METAL, INC",600 PACIFIC AVE,OXNARD,CA,93030,Yes,805 988-1800,07/16/1981 12:00:00 AM,9262,23-003652,06/30/2023 12:00:00 AM,"KAISER A/C & SHEET METAL , INC",600 PACIFIC AV,,OXNARD,CA,93030-5175,C,"600 PACIFIC AVE
OXNARD, CA 93030
(34.19589, -119.164785)",1872
CONTRACTOR LOC OUTSIDE CITY,,"BYRD ELECTRICAL CONTR, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 650-7324,07/31/1987 12:00:00 AM,16625,23-003314,06/30/2023 12:00:00 AM,"BYRD ELECTRICAL CONTR, INC",1445 DONLON ST #10,,VENTURA,CA,93003,C,,
TOBACCO RETAILER PERMIT,,MINI MARKET HERMANOS GARCIA,623 COOPER RD,OXNARD,CA,93030,Yes,805 981-9703,03/13/1991 12:00:00 AM,22273,23-003273,06/30/2023 12:00:00 AM,"GARCIA, ALBERTO, ET AL",623 COOPER RD (FRONT),,OXNARD,CA,93030-5427,P,"623 COOPER RD
OXNARD, CA 93030
(34.204553, -119.172509)",1872
SECONDHAND DEALER LICENSE (DOJ),,ECOATM LLC,2001 N ROSE AVE,OXNARD,CA,93036,Yes,858 766-7235,02/01/2015 12:00:00 AM,104698,23-111393,01/22/2023 12:00:00 AM,ECOATM LLC,ATTN: BRIAN FAHEY,10121 BARNES CYN RD,SAN DIEGO,CA,92121,LL,"2001 N ROSE AVE
OXNARD, CA 93036
(34.220048, -119.158387)",1875
FAST FOOD:HAMBURGER/HOT DOG/TACO/SHAKES,,MARCOS PIZZA,2350 N VINEYARD AVE,OXNARD,CA,93036,Yes,805 207-3515,10/06/2019 12:00:00 AM,113165,24-124251,08/31/2023 12:00:00 AM,MPE ONE LLC,11297 BEECHNUT ST,,VENTURA,CA,93004,LL,"2350 N VINEYARD AVE
OXNARD, CA 93036
(34.228422, -119.175717)",1875
MOBILE WASH/DETAIL,,AMC'S SERVICES,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 216-9145,06/17/2002 12:00:00 AM,71434,23-066962,05/31/2023 12:00:00 AM,"KREIG, ERICH W",PO BOX 6190,,VENTURA,CA,93006,S,,
FAMILY APPAREL,,BLUE ZONE,2540 SAVIERS RD,OXNARD,CA,93033,Yes,805 483-4300,12/03/2011 12:00:00 AM,98768,23-102669,11/30/2022 12:00:00 AM,UNLIMITED TRADE CORP,2051 N ROSE AVE STE 200,C/O YOUSSEF KHAIR,OXNARD,CA,93036,C,"2540 SAVIERS RD
OXNARD, CA 93033
(34.175775, -119.177456)",1873
MOBILE WASH/DETAIL,,EL CHATO CAR WASH,1121 RIVAS LN,OXNARD,CA,93035,Yes,805 844-6853,09/30/1999 12:00:00 AM,59576,24-052892,08/31/2023 12:00:00 AM,"PEREZ, LETICIA A",PO BOX 21733,,OXNARD,CA,93034,S,"1121 RIVAS LN
OXNARD, CA 93035
(34.18963, -119.197998)",1874
SHOE: REPAIR/SHINE,,BUCHANAN SHOE REPAIR,5525 PERKINS RD,OXNARD,CA,93033,Yes,000 488-5578,04/20/1982 12:00:00 AM,10109,23-004704,03/31/2023 12:00:00 AM,"BUCHANAN, ALBERTO",5525 PERKINS RD,,OXNARD,CA,93033-8809,S,"5525 PERKINS RD
OXNARD, CA 93033
(34.148148, -119.183903)",1873
ATTORNEY,,HAMERNIK & ASSOCIATES APC,1000 TOWN CENTER DR,OXNARD,CA,93036,Yes,805 240-1222,08/20/2021 12:00:00 AM,115802,24-128409,07/31/2023 12:00:00 AM,HAMERNIK & ASSOCIATES APC,PO BOX 3359,,CAMARILLO,CA,93011,C,"1000 TOWN CENTER DR
OXNARD, CA 93036
(34.24242, -119.182262)",1875
GARDENING/LANDSCAPING (EXEMPT),,HIROZUMI ARIYAMA,641 BLUEBELL PL,OXNARD,CA,93036,Yes,805 485-8145,01/31/2008 12:00:00 AM,3924,23-001726,12/31/2022 12:00:00 AM,"ARIYAMA, HIROZUMI",641 BLUEBELL PL,,OXNARD,CA,93030-9055,S,"641 BLUEBELL PL
OXNARD, CA 93036
(34.221567, -119.184168)",1875
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,OXNARD MODERN DENTISTRY AND OR,2150 N ROSE AVE,OXNARD,CA,93036,Yes,714 845-8298,07/01/2019 12:00:00 AM,112775,23-123660,05/31/2023 12:00:00 AM,MARAL KHAZALI DENTAL CORP,17000 RED HILL AVE,,IRVINE,CA,92614,C,"2150 N ROSE AVE
OXNARD, CA 93036
(34.221692, -119.158163)",1875
MOBILE WASH/DETAIL,,MELO CARWASH,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 253-9530,07/24/2020 12:00:00 AM,114475,23-126286,06/30/2023 12:00:00 AM,"MONROY, NORBERTO MELO",3728 ORANGE DR,,OXNARD,CA,93036,S,,
REGISTERED NON-PROFIT,,AMERICAN RED CROSS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 987-1514,06/03/2015 12:00:00 AM,105354,23-112398,05/31/2023 12:00:00 AM,AMERICAN RED CROSS,C/O REBECCA VASQUEZ,1300 W SHAW AVE STE B,FRESNO,CA,93710,C,,
ICE CREAM/SODA SHOP,,LA MICHOACANA AZTECA,2701 S ROSE AVE,OXNARD,CA,93033,Yes,805 240-1057,10/08/2016 12:00:00 AM,107853,24-116190,08/31/2023 12:00:00 AM,AYALAS R CORPORATION INC,2701 S ROSE AVE UNIT 103,,OXNARD,CA,93033,C,"2701 S ROSE AVE
OXNARD, CA 93033
(34.174567, -119.160134)",1873
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,411 OXNARD LLC,411 N A ST,OXNARD,CA,93030,Yes,714 931-1406,03/19/2019 12:00:00 AM,113257,24-124396,08/31/2023 12:00:00 AM,411 OXNARD LLC,PO BOX 12147,,ORANGE,CA,92859,LL,"411 N A ST
OXNARD, CA 93030
(34.20598, -119.178513)",1872
MOBILE WASH/DETAIL,,UNION DE CARDENAS,443 W BIRCH ST,OXNARD,CA,93033,Yes,805 822-8832,01/31/2020 12:00:00 AM,113963,23-125476,12/31/2022 12:00:00 AM,"LOPEZ, GELASIO LOPEZ",443 W BIRCH ST,,OXNARD,CA,93033,S,"443 W BIRCH ST
OXNARD, CA 93033
(34.18531, -119.182186)",1873
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,VENTURA COUNTY CITRUS EXCHANGE,2620 SAKIOKA DR,OXNARD,CA,93030,Yes,805 385-3345,08/23/2006 12:00:00 AM,88469,24-087779,07/31/2023 12:00:00 AM,VENTURA COUNTY CITRUS EXCHANGE,2620 SAKIOKA DR,,OXNARD,CA,93030,C,"2620 SAKIOKA DR
OXNARD, CA 93030",
MOBILE WASH/DETAIL,,LUIS'S CARWASH,4831 HAMILTON AVE,OXNARD,CA,93033,Yes,805 914-4475,08/30/2022 12:00:00 AM,117392,24-130877,07/31/2023 12:00:00 AM,"AGUILAR, LUIS",4831 HAMILTON AVE,,OXNARD,CA,93033,S,"4831 HAMILTON AVE
OXNARD, CA 93033
(34.156719, -119.164614)",1873
FAST FOOD:HAMBURGER/HOT DOG/TACO/SHAKES,,"BOWLERO OXNARD, LLC",601 COLLECTION BLVD,OXNARD,CA,93036,Yes,804 417-2088,10/01/2021 12:00:00 AM,115753,24-128487,08/31/2023 12:00:00 AM,BOWLERO OXNARD LLC,7313 BELL CREEK ROAD,,MECHANICSVILLE,VA,23111,LL,"601 COLLECTION BLVD
OXNARD, CA 93036
(34.240952, -119.177263)",1875
MEAT/FISH MARKET,,H.C. SEAFOOD CO,3920 W CHANNEL ISLANDS BLVD,OXNARD,CA,93035,Yes,805 382-8173,09/01/1998 12:00:00 AM,55321,24-047839,08/31/2023 12:00:00 AM,H.C. SEAFOOD CO,3920 W CHANNEL ISLANDS BL,,OXNARD,CA,93035,C,"3920 W CHANNEL ISLANDS BLVD
OXNARD, CA 93035
(34.175657, -119.22328)",1874
HANDYMAN - NO STATE LICENSE (EXEMPT),,M & M O'BRIEN,3700 PENINSULA RD,OXNARD,CA,93035,Yes,805 236-7557,09/24/2008 12:00:00 AM,92784,24-093996,08/31/2023 12:00:00 AM,"O'BRIEN, JOHN RICHARD,ET AL",3600 HARBOR BLVD #125,,OXNARD,CA,93035-4150,P,"3700 PENINSULA RD
OXNARD, CA 93035
(34.168026, -119.225082)",1874
CONTRACTOR LOC OUTSIDE CITY,,HAREL CONSTRUCTION SPECIALTIES,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 703-6910,03/01/2016 12:00:00 AM,106623,23-130431,06/30/2023 12:00:00 AM,"HAREL, DROR",22817 VENTURA BLVD #886,,WOODLAND HILLS,CA,91364,S,,
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,V2A LLC,327 S A ST,OXNARD,CA,93030,Yes,818 825-2562,05/08/2019 12:00:00 AM,113587,23-124900,10/31/2022 12:00:00 AM,V2A LLC,PO BOX 8430,,CALABASAS,CA,91302,LL,"327 S A ST
OXNARD, CA 93030
(34.199658, -119.178575)",1872
WASTEWATER PERMIT,,ARMONIA SALUD Y PESO,331 S C ST,OXNARD,CA,93030,Yes,805 216-6980,07/20/2013 12:00:00 AM,102067,23-029268,06/30/2023 12:00:00 AM,"KU, ROCIO",331 S C ST #C,,OXNARD,CA,93030,S,"331 S C ST
OXNARD, CA 93030
(34.199641, -119.181088)",1872
APARTMENT COMPLEX/RESIDENTIAL RENTAL,8,FREMONT RENTALS,226 S E ST,OXNARD,CA,93030,Yes,805 983-0237,07/24/1997 12:00:00 AM,49948,23-041690,06/30/2023 12:00:00 AM,"WILLIAMS, DONALD, ET AL",PO BOX 6206,,OXNARD,CA,93031,S,"226 S E ST
OXNARD, CA 93030
(34.201085, -119.183605)",1872
CONTRACTOR LOC OUTSIDE CITY,,MEGA GROUP BUILDERS INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,877 231-7389,12/03/2013 12:00:00 AM,102684,24-130738,07/31/2023 12:00:00 AM,MEGA GROUP BUILDERS INC,17412 VENTURA BLVD,,ENCINO,CA,91316-3827,C,,
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,ESTRELITA OCAMPO,2301 BYRD DR,OXNARD,CA,93033,Yes,805 486-1938,01/16/1997 12:00:00 AM,31544,23-023995,12/31/2022 12:00:00 AM,"OCAMPO, ESTRELITA",2301 BYRD DR,,OXNARD,CA,93033,S,"2301 BYRD DR
OXNARD, CA 93033
(34.17782, -119.158622)",1873
CONTRACTOR LOC OUTSIDE CITY,,DK ELECTRICAL CONTRACTORS INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 656-4541,10/15/1984 12:00:00 AM,8205,23-003473,09/30/2022 12:00:00 AM,"DK ELECTRICAL CONTRACTORS,INC",536 MUSTANG ST,,CAMARILLO,CA,93010,C,,
WASTEWATER PERMIT,,EXXON MOBIL PRODUCTION CO,5901 ARCTURUS AVE,OXNARD,CA,93033,Yes,805 271-2615,11/04/1991 12:00:00 AM,23253,23-026693,06/30/2023 12:00:00 AM,EXXON MOBIL PRODUCTION COMPANY,5901 ARCTURUS AV,,OXNARD,CA,93033-9003,C,"5901 ARCTURUS AVE
OXNARD, CA 93033
(34.142293, -119.172288)",1873
CONTRACTOR LOC OUTSIDE CITY,,FACILITY SOLUTIONS GROUP INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,949 564-5664,09/05/2022 12:00:00 AM,117385,24-130866,07/31/2023 12:00:00 AM,FACILITY SOLUTIONS GROUP INC,16871 MILIKAN AVE,,IRVINE,CA,92606,C,,
WASTEWATER PERMIT,,RIGO'S TRANSMISSION & AUTO SER,558 MOUNTAIN VIEW AVE,OXNARD,CA,93030,Yes,805 844-3352,03/12/2012 12:00:00 AM,99437,23-029719,06/30/2023 12:00:00 AM,"ROMERO A, RIGOBERTO",558 MOUNTAIN VIEW AVE,,OXNARD,CA,93030,S,"558 MOUNTAIN VIEW AVE
OXNARD, CA 93030
(34.195758, -119.17201)",1872
MISC SERVICES,,TONY SOMOJEN,2734 S VENTURA RD,OXNARD,CA,93033,Yes,805 383-6049,08/01/1995 12:00:00 AM,1179,24-004580,07/31/2023 12:00:00 AM,"SOMOJEN, TONY",1480 DAILY DR,,CAMARILLO,CA,93010,S,"2734 S VENTURA RD
OXNARD, CA 93033
(34.174436, -119.194924)",5105
CONTRACTOR LOC OUTSIDE CITY,,SOLAR ART,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,949 825-7940,10/01/2021 12:00:00 AM,115991,23-128736,09/30/2022 12:00:00 AM,"BUDGET HOLDINGS, INC",23042 MILL CREEK DR,,LAGUNA HILLS,CA,92653,C,,
JANITORIAL OR MAID SERVICE,,CCP,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 822-8330,08/08/2010 12:00:00 AM,96395,24-118818,07/31/2023 12:00:00 AM,"ORTIZ, HECTOR B",C/O HECTOR B ORTIZ,PO BOX 6527,OXNARD,CA,93031,S,,
GARDENING/LANDSCAPING,,HARBOR LANDSCAPE,4411 S A ST,OXNARD,CA,93033,Yes,805 469-7342,09/19/2005 12:00:00 AM,86157,24-101813,08/31/2023 12:00:00 AM,"ROSETE, ROLAND E",PO BOX 51507,,OXNARD,CA,93031,S,"4411 S A ST
OXNARD, CA 93033
(34.159944, -119.178764)",1873
CONTRACTOR LOC OUTSIDE CITY,,TEICHERT UTILITIES,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,916 484-3011,11/01/2020 12:00:00 AM,114720,23-126580,09/30/2022 12:00:00 AM,TEICHERT ENERGY & UTILITIES,3500 AMERICAN RIVER DR,,SACRAMENTO,CA,95864,C,,
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,DEL SOL HARVESTING INC,1120 MOUNTAIN VIEW AVE,OXNARD,CA,93030,Yes,805 986-8888,08/01/2013 12:00:00 AM,104043,24-110430,07/31/2023 12:00:00 AM,DEL SOL HARVESTING INC,PO BOX 191,,OXNARD,CA,93032,C,"1120 MOUNTAIN VIEW AVE
OXNARD, CA 93030
(34.193534, -119.167068)",1872
REAL ESTATE AGENT OR BROKER,,ROYAL COAST PROPERTIES,1367 SAVIERS RD,OXNARD,CA,93033,Yes,805 486-4536,11/07/1985 12:00:00 AM,14341,23-001025,10/31/2022 12:00:00 AM,"PEARCE, MARK S",1367-A SAVIERS RD,,OXNARD,CA,93033,S,"1367 SAVIERS RD
OXNARD, CA 93033
(34.185791, -119.177556)",1873
AUTO REPAIR/SERVICE,,DAGOS MOBIL AUTO REPAIR,700 MOUNTAIN VIEW AVE,OXNARD,CA,93030,Yes,805 487-4868,09/01/2022 12:00:00 AM,117386,24-130869,07/31/2023 12:00:00 AM,"ARTEAGA, DAGOBERTO N",1853 IVES AVE SPACE #149,,OXNARD,CA,93033,S,"700 MOUNTAIN VIEW AVE
OXNARD, CA 93030
(34.194449, -119.170851)",1872
CHECK CASHING,,ROJO ROOSTER CONVENIENCE STORE,144 E FIFTH ST,OXNARD,CA,93030,Yes,866 614-1670,09/01/2015 12:00:00 AM,106012,23-113415,09/30/2022 12:00:00 AM,ROJO ROOSTER CONV STORES INC,C/O OMNEX GROUP INC,580 SYLVAN AVE,ENGLEWOOD CLIFFS,NJ,07632,C,"144 E FIFTH ST
OXNARD, CA 93030
(34.197662, -119.176344)",1872
CONTRACTOR LOC INSIDE CITY,,CARPETINO,1651 S ROSE AVE,OXNARD,CA,93033,Yes,805 487-0017,09/12/1984 12:00:00 AM,12865,24-076783,08/31/2023 12:00:00 AM,"CABRERA, FLORENTINO",1651 S ROSE AV,,OXNARD,CA,93030-5804,S,"1651 S ROSE AVE
OXNARD, CA 93033
(34.184388, -119.160021)",1873
MISC PROFESSION,,BELINDA PROSPERIDAD Y ABUNDANC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 231-0448,12/11/2015 12:00:00 AM,115821,24-128434,07/31/2023 12:00:00 AM,BELINDA PROSPERIDAD Y,350 E LOS ANGELES AVE,,SOMIS,CA,93066,C,,
BANQUET FACILITY,,WEDGEWOOD WEDDING & BANQUET CE,300 E ESPLANADE DR,OXNARD,CA,93036,Yes,805 983-7777,02/15/2015 12:00:00 AM,105196,24-129418,08/31/2023 12:00:00 AM,"Z GOLF FOOD & BVRGE SRVCS, LLC",300 E ESPLANADE DR STE 2200,,OXNARD,CA,93036,LL,"300 E ESPLANADE DR
OXNARD, CA 93036
(34.229587, -119.173908)",1875
CONTRACTOR LOC INSIDE CITY,,KIKI'S GARAGE DOOR COMPANY,1222 SAVIERS RD,OXNARD,CA,93033,Yes,805 483-3636,08/25/2008 12:00:00 AM,92624,24-093766,07/31/2023 12:00:00 AM,"RAMIREZ, ENRIQUE",1222 SAVIERS RD #G,,OXNARD,CA,93033,S,"1222 SAVIERS RD
OXNARD, CA 93033
(34.187813, -119.177398)",1873
TERMITE/PEST CONTROL SERVICES,,BANDIT EXTERMINATING,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 983-0047,09/02/2020 12:00:00 AM,114617,24-126449,08/31/2023 12:00:00 AM,"GARVIN, GARY DUANE",832 ORANGE DR,,OXNARD,CA,93036,S,,
