"year","region","category","topic","indicator","age","sex","result","unit","_95_ci_l","_95_ci_u","se","rse_25","notes","sex_indicator","year_sex","sex_year"
"2011/12","ACT","Weight","BMI category","5. Obese - Class 2 and Class 3","18+","Female","6.9","Per cent","5.1","9.2","1",,,"Female _ 5. Obese - Class 2 and Class 3","2011/12 Female","Female 2011/12"
"2013/14","ACT","Weight","BMI category","5. Obese - Class 2 and Class 3","18+","Female","11","Per cent","8.4","14.3","1.5",,,"Female _ 5. Obese - Class 2 and Class 3","2013/14 Female","Female 2013/14"
"2015/16","ACT","Weight","BMI category","5. Obese - Class 2 and Class 3","18+","Female","7.8","Per cent","5.7","10.7","1.3",,,"Female _ 5. Obese - Class 2 and Class 3","2015/16 Female","Female 2015/16"
"2018","ACT","Weight","BMI category","5. Obese - Class 2 and Class 3","18+","Female","11.7","Per cent","9.1","14.9","1.5",,,"Female _ 5. Obese - Class 2 and Class 3","2018 Female","Female 2018"
"2020","ACT","Weight","BMI category","5. Obese - Class 2 and Class 3","18+","Female",,"Per cent",,,,,,"Female _ 5. Obese - Class 2 and Class 3","2020 Female","Female 2020"
"2011/12","ACT","Nutrition","Meets dietary guideline","Meets 2003 guideline - fruit","05 to 17","Person","61.5","Per cent","57.1","65.6","2.2",,,"Person _ Meets 2003 guideline - fruit","2011/12 Person","Person 2011/12"
"2013/14","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - fruit","05 to 17","Person","68.5","Per cent","64.1","72.5","2.2",,,"Person _ Meets 2013 guideline - fruit","2013/14 Person","Person 2013/14"
"2015/16","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - fruit","05 to 17","Person","70.5","Per cent","65.9","74.6","2.2",,,"Person _ Meets 2013 guideline - fruit","2015/16 Person","Person 2015/16"
"2018","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - fruit","05 to 17","Person","62","Per cent","54.6","68.9","3.7",,,"Person _ Meets 2013 guideline - fruit","2018 Person","Person 2018"
"2020","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - fruit","05 to 17","Person","59.3","Per cent","55.1","63.5","2.1",,,"Person _ Meets 2013 guideline - fruit","2020 Person","Person 2020"
"2011/12","ACT","Nutrition","Meets dietary guideline","Meets 2003 guideline - fruit","05 to 17","Male","64.9","Per cent","59","70.4","2.9",,,"Male _ Meets 2003 guideline - fruit","2011/12 Male","Male 2011/12"
"2013/14","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - fruit","05 to 17","Male","67.4","Per cent","61.1","73.2","3.1",,,"Male _ Meets 2013 guideline - fruit","2013/14 Male","Male 2013/14"
"2015/16","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - fruit","05 to 17","Male","66.8","Per cent","59.9","73","3.4",,,"Male _ Meets 2013 guideline - fruit","2015/16 Male","Male 2015/16"
"2018","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - fruit","05 to 17","Male","66.3","Per cent","56.5","74.9","4.7",,,"Male _ Meets 2013 guideline - fruit","2018 Male","Male 2018"
"2020","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - fruit","05 to 17","Male","53.9","Per cent","47.6","60.1","3.2",,,"Male _ Meets 2013 guideline - fruit","2020 Male","Male 2020"
"2011/12","ACT","Nutrition","Meets dietary guideline","Meets 2003 guideline - fruit","05 to 17","Female","58","Per cent","51.7","64.1","3.2",,,"Female _ Meets 2003 guideline - fruit","2011/12 Female","Female 2011/12"
"2013/14","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - fruit","05 to 17","Female","69.6","Per cent","63.3","75.1","3",,,"Female _ Meets 2013 guideline - fruit","2013/14 Female","Female 2013/14"
"2015/16","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - fruit","05 to 17","Female","74.2","Per cent","68.2","79.4","2.9",,,"Female _ Meets 2013 guideline - fruit","2015/16 Female","Female 2015/16"
"2018","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - fruit","05 to 17","Female","57.9","Per cent","46.9","68.1","5.5",,,"Female _ Meets 2013 guideline - fruit","2018 Female","Female 2018"
"2020","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - fruit","05 to 17","Female","64.8","Per cent","59.4","69.9","2.7",,,"Female _ Meets 2013 guideline - fruit","2020 Female","Female 2020"
"2011/12","ACT","Nutrition","Meets dietary guideline","Meets 2003 guideline - vegetables","05 to 17","Person","32.4","Per cent","28.6","36.5","2.1",,,"Person _ Meets 2003 guideline - vegetables","2011/12 Person","Person 2011/12"
"2013/14","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - vegetables","05 to 17","Person","3.7","Per cent","2.5","5.5","0.8",,,"Person _ Meets 2013 guideline - vegetables","2013/14 Person","Person 2013/14"
"2015/16","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - vegetables","05 to 17","Person","5.8","Per cent","3.7","9","1.3",,,"Person _ Meets 2013 guideline - vegetables","2015/16 Person","Person 2015/16"
"2018","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - vegetables","05 to 17","Person","3.9","Per cent","2.2","6.8","1.1","28.4",,"Person _ Meets 2013 guideline - vegetables","2018 Person","Person 2018"
"2020","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - vegetables","05 to 17","Person","2.7","Per cent","1.7","4.2","0.6",,,"Person _ Meets 2013 guideline - vegetables","2020 Person","Person 2020"
"2011/12","ACT","Nutrition","Meets dietary guideline","Meets 2003 guideline - vegetables","05 to 17","Male","30.7","Per cent","25.5","36.5","2.8",,,"Male _ Meets 2003 guideline - vegetables","2011/12 Male","Male 2011/12"
"2013/14","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - vegetables","05 to 17","Male","2.7","Per cent","1.4","5.5","1","35.6",,"Male _ Meets 2013 guideline - vegetables","2013/14 Male","Male 2013/14"
"2015/16","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - vegetables","05 to 17","Male","3.8","Per cent","1.8","7.7","1.4","36.8",,"Male _ Meets 2013 guideline - vegetables","2015/16 Male","Male 2015/16"
"2018","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - vegetables","05 to 17","Male",,"Per cent",,,,,"Not published","Male _ Meets 2013 guideline - vegetables","2018 Male","Male 2018"
"2020","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - vegetables","05 to 17","Male","2.6","Per cent","1.3","5","0.9","33.7",,"Male _ Meets 2013 guideline - vegetables","2020 Male","Male 2020"
"2011/12","ACT","Nutrition","Meets dietary guideline","Meets 2003 guideline - vegetables","05 to 17","Female","34.1","Per cent","28.7","40.1","2.9",,,"Female _ Meets 2003 guideline - vegetables","2011/12 Female","Female 2011/12"
"2013/14","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - vegetables","05 to 17","Female","4.7","Per cent","2.8","7.6","1.2","25.1",,"Female _ Meets 2013 guideline - vegetables","2013/14 Female","Female 2013/14"
"2015/16","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - vegetables","05 to 17","Female","7.8","Per cent","4.5","13.3","2.2","27.5",,"Female _ Meets 2013 guideline - vegetables","2015/16 Female","Female 2015/16"
"2018","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - vegetables","05 to 17","Female","6.5","Per cent","3.4","12","2.1","32",,"Female _ Meets 2013 guideline - vegetables","2018 Female","Female 2018"
"2020","ACT","Nutrition","Meets dietary guideline","Meets 2013 guideline - vegetables","05 to 17","Female","2.8","Per cent","1.5","5.1","0.9","30.5",,"Female _ Meets 2013 guideline - vegetables","2020 Female","Female 2020"
"2011/12","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Person","11.9","Per cent","9.5","15","1.4",,,"Person _ Consumes SSD daily","2011/12 Person","Person 2011/12"
"2013/14","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Person","11.6","Per cent","8.7","15.2","1.6",,,"Person _ Consumes SSD daily","2013/14 Person","Person 2013/14"
"2015/16","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Person","7.4","Per cent","5.4","10","1.2",,,"Person _ Consumes SSD daily","2015/16 Person","Person 2015/16"
"2018","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Person","8.3","Per cent","5.4","12.6","1.8",,,"Person _ Consumes SSD daily","2018 Person","Person 2018"
"2020","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Person","10.7","Per cent","7.7","14.6","1.7",,,"Person _ Consumes SSD daily","2020 Person","Person 2020"
"2011/12","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Male","11.5","Per cent","8.4","15.5","1.8",,,"Male _ Consumes SSD daily","2011/12 Male","Male 2011/12"
"2013/14","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Male","13.1","Per cent","9","18.5","2.4",,,"Male _ Consumes SSD daily","2013/14 Male","Male 2013/14"
"2015/16","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Male","8","Per cent","5.2","12.2","1.7",,,"Male _ Consumes SSD daily","2015/16 Male","Male 2015/16"
"2018","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Male","8.6","Per cent","5","14.2","2.3","26.5",,"Male _ Consumes SSD daily","2018 Male","Male 2018"
"2020","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Male","12.6","Per cent","7.7","20","3.1",,,"Male _ Consumes SSD daily","2020 Male","Male 2020"
"2011/12","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Female","12.4","Per cent","8.7","17.3","2.2",,,"Female _ Consumes SSD daily","2011/12 Female","Female 2011/12"
"2013/14","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Female","10.1","Per cent","6.5","15.3","2.2",,,"Female _ Consumes SSD daily","2013/14 Female","Female 2013/14"
"2015/16","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Female","6.7","Per cent","4.2","10.5","1.6",,,"Female _ Consumes SSD daily","2015/16 Female","Female 2015/16"
"2018","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Female","8.1","Per cent","4","15.6","2.8","34.6",,"Female _ Consumes SSD daily","2018 Female","Female 2018"
"2020","ACT","Nutrition","Sugar sweetened drinks","Consumes SSD daily","05 to 17","Female","8.7","Per cent","6.1","12.4","1.6",,,"Female _ Consumes SSD daily","2020 Female","Female 2020"
"2014","ACT","Nutrition","Sugar sweetened drinks","Average SSD cups/day","05 to 17","Person","0.6","Number","0.5","0.8","0.1",,,"Person _ Average SSD cups/day","2014 Person","Person 2014"
"2015/16","ACT","Nutrition","Sugar sweetened drinks","Average SSD cups/day","05 to 17","Person","0.6","Number","0.5","0.7","0",,,"Person _ Average SSD cups/day","2015/16 Person","Person 2015/16"
"2018","ACT","Nutrition","Sugar sweetened drinks","Average SSD cups/day","05 to 17","Person","0.4","Number","0.3","0.5","0.1",,,"Person _ Average SSD cups/day","2018 Person","Person 2018"
"2020","ACT","Nutrition","Sugar sweetened drinks","Average SSD cups/day","05 to 17","Person","0.5","Number","0.4","0.6","0.1",,,"Person _ Average SSD cups/day","2020 Person","Person 2020"
"2014","ACT","Nutrition","Sugar sweetened drinks","Average SSD cups/day","05 to 17","Male","0.7","Number","0.5","0.9","0.1",,,"Male _ Average SSD cups/day","2014 Male","Male 2014"
"2015/16","ACT","Nutrition","Sugar sweetened drinks","Average SSD cups/day","05 to 17","Male","0.6","Number","0.4","0.8","0.1",,,"Male _ Average SSD cups/day","2015/16 Male","Male 2015/16"
"2018","ACT","Nutrition","Sugar sweetened drinks","Average SSD cups/day","05 to 17","Male","0.4","Number","0.3","0.6","0.1",,,"Male _ Average SSD cups/day","2018 Male","Male 2018"
"2020","ACT","Nutrition","Sugar sweetened drinks","Average SSD cups/day","05 to 17","Male","0.5","Number","0.4","0.7","0.1",,,"Male _ Average SSD cups/day","2020 Male","Male 2020"
"2014","ACT","Nutrition","Sugar sweetened drinks","Average SSD cups/day","05 to 17","Female","0.6","Number","0.3","0.8","0.1",,,"Female _ Average SSD cups/day","2014 Female","Female 2014"
"2015/16","ACT","Nutrition","Sugar sweetened drinks","Average SSD cups/day","05 to 17","Female","0.5","Number","0.4","0.6","0.1",,,"Female _ Average SSD cups/day","2015/16 Female","Female 2015/16"
"2018","ACT","Nutrition","Sugar sweetened drinks","Average SSD cups/day","05 to 17","Female","0.3","Number","0.2","0.5","0.1",,,"Female _ Average SSD cups/day","2018 Female","Female 2018"
"2020","ACT","Nutrition","Sugar sweetened drinks","Average SSD cups/day","05 to 17","Female","0.5","Number","0.3","0.6","0.1",,,"Female _ Average SSD cups/day","2020 Female","Female 2020"
"2011/12","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Person","21","Per cent","17.8","24.5","1.7",,,"Person _ Consumes fast food monthly","2011/12 Person","Person 2011/12"
"2013/14","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Person","22.3","Per cent","18.9","26.1","1.8",,,"Person _ Consumes fast food monthly","2013/14 Person","Person 2013/14"
"2015/16","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Person","22.7","Per cent","19.1","26.8","1.9",,,"Person _ Consumes fast food monthly","2015/16 Person","Person 2015/16"
"2018","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Person","45.7","Per cent","38.5","53","3.7",,,"Person _ Consumes fast food monthly","2018 Person","Person 2018"
"2020","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Person","38.2","Per cent","34.4","42.2","2",,,"Person _ Consumes fast food monthly","2020 Person","Person 2020"
"2011/12","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Male","22","Per cent","17.5","27.2","2.5",,,"Male _ Consumes fast food monthly","2011/12 Male","Male 2011/12"
"2013/14","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Male","21.2","Per cent","16.8","26.3","2.4",,,"Male _ Consumes fast food monthly","2013/14 Male","Male 2013/14"
"2015/16","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Male","19.3","Per cent","14.9","24.5","2.4",,,"Male _ Consumes fast food monthly","2015/16 Male","Male 2015/16"
"2018","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Male","43.2","Per cent","33.5","53.4","5.1",,,"Male _ Consumes fast food monthly","2018 Male","Male 2018"
"2020","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Male","35.6","Per cent","30.3","41.3","2.8",,,"Male _ Consumes fast food monthly","2020 Male","Male 2020"
"2011/12","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Female","20","Per cent","15.7","25","2.4",,,"Female _ Consumes fast food monthly","2011/12 Female","Female 2011/12"
"2013/14","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Female","23.4","Per cent","18.5","29.1","2.7",,,"Female _ Consumes fast food monthly","2013/14 Female","Female 2013/14"
"2015/16","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Female","26.2","Per cent","20.8","32.5","3",,,"Female _ Consumes fast food monthly","2015/16 Female","Female 2015/16"
"2018","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Female","48.1","Per cent","37.7","58.6","5.4",,,"Female _ Consumes fast food monthly","2018 Female","Female 2018"
"2020","ACT","Nutrition","Fast food","Consumes fast food monthly","05 to 17","Female","40.9","Per cent","35.6","46.5","2.8",,,"Female _ Consumes fast food monthly","2020 Female","Female 2020"
"2014","ACT","Nutrition","Fast food","Average fast food/month","05 to 17","Person","2.7","Number","2.4","3","0.1",,,"Person _ Average fast food/month","2014 Person","Person 2014"
"2015/16","ACT","Nutrition","Fast food","Average fast food/month","05 to 17","Person","3.4","Number","3.1","3.8","0.2",,,"Person _ Average fast food/month","2015/16 Person","Person 2015/16"
"2018","ACT","Nutrition","Fast food","Average fast food/month","05 to 17","Person","3.5","Number","3.1","3.9","0.2",,,"Person _ Average fast food/month","2018 Person","Person 2018"
"2020","ACT","Nutrition","Fast food","Average fast food/month","05 to 17","Person","4.1","Number","3.8","4.4","0.2",,,"Person _ Average fast food/month","2020 Person","Person 2020"
"2014","ACT","Nutrition","Fast food","Average fast food/month","05 to 17","Male","2.7","Number","2.2","3.2","0.3",,,"Male _ Average fast food/month","2014 Male","Male 2014"
"2015/16","ACT","Nutrition","Fast food","Average fast food/month","05 to 17","Male","3.5","Number","3.1","3.9","0.2",,,"Male _ Average fast food/month","2015/16 Male","Male 2015/16"
"2018","ACT","Nutrition","Fast food","Average fast food/month","05 to 17","Male","3.7","Number","3.1","4.2","0.3",,,"Male _ Average fast food/month","2018 Male","Male 2018"
"2020","ACT","Nutrition","Fast food","Average fast food/month","05 to 17","Male","4.6","Number","4","5.2","0.3",,,"Male _ Average fast food/month","2020 Male","Male 2020"
"2014","ACT","Nutrition","Fast food","Average fast food/month","05 to 17","Female","2.7","Number","2.3","3","0.2",,,"Female _ Average fast food/month","2014 Female","Female 2014"
"2015/16","ACT","Nutrition","Fast food","Average fast food/month","05 to 17","Female","3.3","Number","2.8","3.9","0.2",,,"Female _ Average fast food/month","2015/16 Female","Female 2015/16"
"2018","ACT","Nutrition","Fast food","Average fast food/month","05 to 17","Female","3.3","Number","2.8","3.8","0.2",,,"Female _ Average fast food/month","2018 Female","Female 2018"
