"program_name","technology","application_received_date","award_date","award_amount","actual_start_date","actual_end_date","award_status","last_invoice_received_date","total_disbursed_amount","capacity","capacity_units","total_project_cost","ownership","city","zip_code","county","location_1"
"Commercial Clean Energy Grant Program","Solar PV","2014-07-30T00:00:00.000","2014-08-07T00:00:00.000","600.00","2014-07-10T00:00:00.000","2014-07-21T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","600.00","10","kW","31000","Purchased","Owings Mills","21117","Baltimore","
Owings Mills, Maryland 21117
(39.41734868800006, -76.78600727499997)"
"Commercial Clean Energy Grant Program","Solar PV","2013-10-29T00:00:00.000","2014-08-07T00:00:00.000","4320.00","2013-10-28T00:00:00.000","2014-05-22T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","4320.00","72","kW","191696.4","Purchased","Hollywood","20636","St. Mary's","
Hollywood, Maryland 20636
(38.34497960600004, -76.56769681799994)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-21T00:00:00.000","2014-08-06T00:00:00.000","1000.00","2014-07-14T00:00:00.000","2014-07-14T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","3","kW","27321","Purchased","Middletown","21769","Frederick","
Middletown, Maryland 21769
(39.442988566000054, -77.54849925499997)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-28T00:00:00.000","2014-08-06T00:00:00.000","1000.00","2014-06-01T00:00:00.000","2014-07-18T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","8.48","kW","37040","Purchased","Thurmont","21788","Frederick","
Thurmont, Maryland 21788
(39.60590889200006, -77.40582665399995)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-28T00:00:00.000","2014-08-06T00:00:00.000","3000.00","2014-03-27T00:00:00.000","2014-06-05T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","3000.00","5","ton","41016","Purchased","Fallston","21047","Harford","
Fallston, Maryland 21047
(39.52147674500003, -76.42653627899995)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-25T00:00:00.000","2014-08-06T00:00:00.000","1000.00","2014-06-27T00:00:00.000","2014-07-15T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","5.5","kW","20295","Purchased","Germantown","20876","Montgomery","
Germantown, Maryland 20876
(39.195636093000076, -77.24141599099994)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-23T00:00:00.000","2014-08-06T00:00:00.000","1000.00","2014-06-30T00:00:00.000","2014-07-14T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","9.18","kW","30294","Purchased","North East","21901","Cecil","
North East, Maryland 21901
(39.59943917900006, -75.95494676299995)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-28T00:00:00.000","2014-08-06T00:00:00.000","1000.00","2014-05-01T00:00:00.000","2014-06-20T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","8.7449999999999992","kW","34660","Purchased","Frederick","21704","Frederick","
Frederick, Maryland 21704
(39.36090706700003, -77.38237665899999)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-24T00:00:00.000","2014-08-06T00:00:00.000","1000.00","2014-06-17T00:00:00.000","2014-06-17T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","2","kW","16212","Purchased","Point of Rocks","21777","Frederick","
Point of Rocks, Maryland 21777
(39.27939910900005, -77.53004601599997)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-07-24T00:00:00.000","2014-08-06T00:00:00.000","500.00","2014-07-02T00:00:00.000","2014-07-03T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","500.00","48","sqft","11200","Purchased","Myersville","21773","Frederick","
Myersville, Maryland 21773
(39.531457223000075, -77.55382623099996)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-22T00:00:00.000","2014-08-06T00:00:00.000","3000.00","2014-04-24T00:00:00.000","2014-07-17T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","3000.00","5","ton","26033","Purchased","Glenwood","21738","Howard","
Glenwood, Maryland 21738
(39.27903847300007, -77.02244943899996)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-24T00:00:00.000","2014-08-06T00:00:00.000","1000.00","2014-07-07T00:00:00.000","2014-07-08T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","2","kW","16821","Purchased","Sykesville","21784","Carroll","
Sykesville, Maryland 21784
(39.39994694100005, -76.96244925799994)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-23T00:00:00.000","2014-08-06T00:00:00.000","1000.00","2014-02-08T00:00:00.000","2014-05-19T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","2.9430000000000001","kW","15000","Purchased","Timonium","21093","Baltimore","
Timonium, Maryland 21093
(39.44221950000008, -76.63706917599995)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-24T00:00:00.000","2014-08-06T00:00:00.000","1000.00","2014-05-21T00:00:00.000","2014-05-21T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","2","kW","16121","Purchased","Hanover","21076","Anne Arundel","
Hanover, Maryland 21076
(39.16066748800006, -76.71930709499998)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-28T00:00:00.000","2014-08-06T00:00:00.000","3000.00","2014-03-05T00:00:00.000","2014-06-18T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","3000.00","2","ton","23000","Purchased","Highland","20777","Howard","
Highland, Maryland 20777
(39.176148743000056, -76.96791961999998)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-05T00:00:00.000","2014-08-06T00:00:00.000","700.00","2014-07-25T00:00:00.000","2014-07-25T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","52000","BTUs/hr","5842.48","Purchased","Owings","20736","Calvert","
Owings, Maryland 20736
(38.69663828100005, -76.62067981499996)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-07-24T00:00:00.000","2014-08-06T00:00:00.000","500.00","2014-07-07T00:00:00.000","2014-07-08T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","500.00","48","sqft","10000","Purchased","Sykesville","21784","Carroll","
Sykesville, Maryland 21784
(39.39994694100005, -76.96244925799994)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-23T00:00:00.000","2014-08-06T00:00:00.000","1000.00","2014-02-07T00:00:00.000","2014-04-04T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","5.2","kW","25765","Purchased","North East","21901","Cecil","
North East, Maryland 21901
(39.59943917900006, -75.95494676299995)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-25T00:00:00.000","2014-08-06T00:00:00.000","3000.00","2014-06-30T00:00:00.000","2014-07-03T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","3000.00","4","ton","29449","Purchased","Hagerstown","21742","Washington","
Hagerstown, Maryland 21742
(39.657966403000046, -77.68676601999994)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-28T00:00:00.000","2014-08-06T00:00:00.000","1000.00","2014-06-01T00:00:00.000","2014-07-24T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","6.867","kW","31401","Purchased","Mitchellville","20721","Prince George's","
Mitchellville, Maryland 20721
(38.91835956700004, -76.79545766099994)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-16T00:00:00.000","2014-08-06T00:00:00.000","1000.00","2014-06-04T00:00:00.000","2014-06-25T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","12.375","kW","29700","Purchased","Gambrills","21054","Anne Arundel","
Gambrills, Maryland 21054
(39.03853807400003, -76.67840755799995)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-21T00:00:00.000","2014-08-06T00:00:00.000","3000.00","2014-02-28T00:00:00.000","2014-06-10T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","3000.00","4","ton","31723","Purchased","Finksburg","21048","Carroll","
Finksburg, Maryland 21048
(39.50509607400005, -76.91115646799994)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-07-23T00:00:00.000","2014-08-06T00:00:00.000","500.00","2014-06-30T00:00:00.000","2014-07-01T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","500.00","48","sqft","10000","Purchased","Westminster","21157","Carroll","
Westminster, Maryland 21157
(39.55799651600006, -76.98766766999995)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-22T00:00:00.000","2014-08-06T00:00:00.000","1000.00","2014-06-30T00:00:00.000","2014-07-01T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","2","kW","15000","Purchased","Westminster","21157","Carroll","
Westminster, Maryland 21157
(39.55799651600006, -76.98766766999995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-10T00:00:00.000","2014-08-04T00:00:00.000","700.00","2013-12-15T00:00:00.000","2014-02-12T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","700.00","2600","BTUs/hr","4780","Purchased","Churchville","21028","Harford","
Churchville, Maryland 21028
(39.56110754000008, -76.24701803199997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-01T00:00:00.000","2014-08-04T00:00:00.000","700.00","2014-07-08T00:00:00.000","2014-07-08T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","700.00","52460","BTUs/hr","5629.36","Purchased","Finksburg","21048","Carroll","
Finksburg, Maryland 21048
(39.50509607400005, -76.91115646799994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-04T00:00:00.000","2014-08-04T00:00:00.000","500.00","2014-06-28T00:00:00.000","2014-06-28T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","500.00","83220","BTUs/hr","3455.81","Purchased","Waldorf","20601","Charles","
Waldorf, Maryland 20601
(38.62723985300005, -76.87430647599996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-07-28T00:00:00.000","2014-08-04T00:00:00.000","500.00","2013-11-07T00:00:00.000","2013-11-07T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","500.00","35600","BTUs/hr","2966.94","Purchased","Mechanicsville","20659","St. Mary's","
Mechanicsville, Maryland 20659
(38.42874696700005, -76.72777985599998)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-07-09T00:00:00.000","2014-07-31T00:00:00.000","700.00","2014-07-01T00:00:00.000","2014-07-01T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","700.00","68000","BTUs/hr","5372.27","Purchased","Rhodesdale","21659","Dorchester","
Rhodesdale, Maryland 21659
(38.57393967100006, -75.79876988499996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-07-31T00:00:00.000","2014-07-31T00:00:00.000","700.00","2014-07-22T00:00:00.000","2014-07-22T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","700.00","47300","BTUs/hr","3900.23","Purchased","Frederick","21702","Frederick","
Frederick, Maryland 21702
(39.44450931800003, -77.43937878699995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-12T00:00:00.000","2014-07-31T00:00:00.000","700.00","2013-08-19T00:00:00.000","2013-08-19T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","700.00","50000","BTUs/hr","4503.64","Purchased","Chestertown","21620","Queen Anne's","
Chestertown, Maryland 21620
(39.215766503000054, -76.09079770499994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-07-30T00:00:00.000","2014-07-31T00:00:00.000","700.00","2014-07-28T00:00:00.000","2014-07-28T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","700.00","52000","BTUs/hr","5362","Purchased","Baldwin","21013","Baltimore","
Baldwin, Maryland 21013
(39.51119646200004, -76.50077938799996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-07-30T00:00:00.000","2014-07-31T00:00:00.000","500.00","2014-03-05T00:00:00.000","2014-03-05T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","500.00","55000","BTUs/hr","5299.31","Purchased","Church Hill","21623","Queen Anne's","
Church Hill, Maryland 21623
(39.12786704200005, -75.96203781199995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-07-30T00:00:00.000","2014-07-31T00:00:00.000","700.00","2014-03-14T00:00:00.000","2014-03-14T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","700.00","40000","BTUs/hr","5615.85","Purchased","Chesapeake Beach","20732","Calvert","
Chesapeake Beach, Maryland 20732
(38.670246717000055, -76.53937607199998)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-07-31T00:00:00.000","2014-07-31T00:00:00.000","500.00","2014-07-15T00:00:00.000","2014-07-15T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","500.00","51100","BTUs/hr","3154.2","Purchased","Hebron","21830","Wicomico","
Hebron, Maryland 21830
(38.41285728200006, -75.69561945399994)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-06-19T00:00:00.000","2014-07-30T00:00:00.000","500.00","2014-03-13T00:00:00.000","2014-03-20T00:00:00.000","Award Complete","2014-08-14T00:00:00.000","500.00","48","sqft","13121","Purchased","Boonsboro","21713","Washington","
Boonsboro, Maryland 21713
(39.520386149000046, -77.66602730799997)"
"Commercial Clean Energy Grant Program","Solar PV","2014-02-05T00:00:00.000","2014-07-30T00:00:00.000","1569.60","2013-12-16T00:00:00.000","2013-12-20T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1569.60","26.16","kW","92750","Purchased","Kennedyville","21645","Kent","
Kennedyville, Maryland 21645
(39.324409021000065, -75.96317620299999)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-02T00:00:00.000","2014-07-30T00:00:00.000","3000.00","2012-04-10T00:00:00.000","2013-11-01T00:00:00.000","Award Complete","2014-08-18T00:00:00.000","3000.00","5","ton","73563","Purchased","Leonardtown","20650","St. Mary's","
Leonardtown, Maryland 20650
(38.270236821000026, -76.62544628599994)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-06-24T00:00:00.000","2014-07-30T00:00:00.000","500.00","2014-04-08T00:00:00.000","2014-04-25T00:00:00.000","Award Complete","2014-08-14T00:00:00.000","500.00","84","sqft","13800","Purchased","Carvel Beach","21226","Anne Arundel","
Carvel Beach, Maryland 21226
(39.20363959300005, -76.56269571699994)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-21T00:00:00.000","2014-07-30T00:00:00.000","3000.00","2013-12-31T00:00:00.000","2014-01-23T00:00:00.000","Award Complete","2014-08-18T00:00:00.000","3000.00","4","ton","24650","Purchased","Bowie","20720","Prince George's","
Bowie, Maryland 20720
(38.97490981300007, -76.78786693699999)"
"Commercial Clean Energy Grant Program","Solar PV","2014-05-15T00:00:00.000","2014-07-30T00:00:00.000","5472.00",,,"Award Complete","2015-01-20T00:00:00.000","5472.00","91.2","kW","278400","Third party","Salisbury","21801","Wicomico","
Salisbury, Maryland 21801
(38.36911611100004, -75.61815669599997)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-30T00:00:00.000","2014-07-30T00:00:00.000","1000.00","2014-06-11T00:00:00.000","2014-06-11T00:00:00.000","Award Complete","2014-08-14T00:00:00.000","1000.00","2","kW","15000","Purchased","Adamstown","21710","Frederick","
Adamstown, Maryland 21710
(39.305629907000025, -77.44591801999997)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-02T00:00:00.000","2014-07-30T00:00:00.000","1000.00","2014-05-01T00:00:00.000","2014-06-18T00:00:00.000","Award Complete","2014-08-18T00:00:00.000","1000.00","4.59","kW","15425","Purchased","Baltimore","21221","Baltimore","
Baltimore, Maryland 21221
(39.30374851900007, -76.45228912699997)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-21T00:00:00.000","2014-07-30T00:00:00.000","1000.00","2014-06-09T00:00:00.000","2014-06-25T00:00:00.000","Award Complete","2014-08-14T00:00:00.000","1000.00","5.4","kW","21586.68","Purchased","Severna Park","21146","Anne Arundel","
Severna Park, Maryland 21146
(39.08100615700005, -76.55652580899994)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-21T00:00:00.000","2014-07-30T00:00:00.000","1000.00","2014-06-01T00:00:00.000","2014-07-14T00:00:00.000","Award Complete","2014-08-18T00:00:00.000","1000.00","10.199999999999999","kW","33500","Purchased","Gaithersburg","20882","Montgomery","
Gaithersburg, Maryland 20882
(39.23578828800004, -77.16379681299998)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-14T00:00:00.000","2014-07-30T00:00:00.000","1000.00","2014-06-25T00:00:00.000","2014-06-25T00:00:00.000","Award Complete","2014-08-14T00:00:00.000","1000.00","3","kW","24121","Purchased","Sykesville","21784","Carroll","
Sykesville, Maryland 21784
(39.39994694100005, -76.96244925799994)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-10T00:00:00.000","2014-07-30T00:00:00.000","3000.00","2013-08-05T00:00:00.000","2013-10-28T00:00:00.000","Award Complete","2014-08-18T00:00:00.000","3000.00","4","ton","39814","Purchased","Dowell","20629","Calvert","
Dowell, Maryland 20629
(38.34157746600005, -76.45525676599993)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-14T00:00:00.000","2014-07-30T00:00:00.000","1000.00","2014-06-01T00:00:00.000","2014-07-07T00:00:00.000","Award Complete","2014-08-14T00:00:00.000","1000.00","10.199999999999999","kW","34170","Purchased","Severn","21144","Anne Arundel","
Severn, Maryland 21144
(39.12625939000003, -76.69088641399998)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-14T00:00:00.000","2014-07-30T00:00:00.000","1000.00","2014-03-27T00:00:00.000","2014-03-27T00:00:00.000","Award Complete","2014-08-14T00:00:00.000","1000.00","2","kW","16121","Purchased","Accokeek","20607","Prince George's","
Accokeek, Maryland 20607
(38.66855651000003, -77.01530624999998)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-16T00:00:00.000","2014-07-30T00:00:00.000","1000.00","2014-06-30T00:00:00.000","2014-07-01T00:00:00.000","Award Complete","2014-08-18T00:00:00.000","1000.00","4","kW","33432","Purchased","Silver Spring","20906","Montgomery","
Silver Spring, Maryland 20906
(39.08408676600004, -77.06338808099997)"
