"exam_number","general_government_gru","department","division","job_title","ethnic_code","applicant_ethnicity","gender_code","applicant_gender","date_application_received","applicant_state","city","applicant_zip_code","zip_code_location"
"4104","GG",,,"Temporary Site Supervisor - Summer Camp","OH","Other Hispanic or Latino","M","Male","2012-03-20T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4502","GG",,,"Park Maintenance Worker III","BNH","Black Alone Non-Hispanic","M","Male","2013-03-21T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"3597","GG",,,"SCHOOL CROSSING GUARD - Temporary Part-Time","PND","Prefer Not to Disclose","F","Female","2014-03-02T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"3752","GG",,,"Service Maintenance Temporary - Pro Shop","OH","Other Hispanic or Latino","M","Male","2012-05-06T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"3483","GG",,,"Maintenance Worker II - Concrete Section","BNH","Black Alone Non-Hispanic","M","Male","2010-10-31T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"3856","GG",,,"Staff Specialist","PND","Prefer Not to Disclose","P","Prefer not to disclose","2011-09-18T00:00:00.000","Texas",,"32635","POINT (-82.386536874 29.672982999)"
"3742","GG",,,"Park Maintenance Worker II","WNH","White Alone Non-Hispanic","M","Male","2011-05-15T00:00:00.000","Florida",,"32091","POINT (-82.115087 29.947530861)"
"4033","GG",,,"Temporary Intern","BNH","Black Alone Non-Hispanic","F","Female","2012-03-07T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"010-04536","GRU",,,"Customer Accounts Representative","WNH","White Alone Non-Hispanic","F","Female","2013-03-10T00:00:00.000","Florida",,"32667","POINT (-82.298107322 29.495263584)"
"4696","GG",,,"Staff Assistant","BNH","Black Alone Non-Hispanic","F","Female","2013-09-15T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"010-03751","GRU",,,"PRODUCTION TECHNICIAN","WNH","White Alone Non-Hispanic","M","Male","2011-08-07T00:00:00.000","Florida",,"32615","POINT (-82.49425825 29.799083748)"
"010-04335","GRU",,,"Wastewater Mechanic Trainee","BNH","Black Alone Non-Hispanic","M","Male","2012-10-28T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"010-05014","GRU",,,"ENGINEER IV/UTILITY DESIGNER IV","WNH","White Alone Non-Hispanic","M","Male","2014-05-18T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"010-04202","GRU",,,"EXECUTIVE ASSISTANT, SR.","WNH","White Alone Non-Hispanic","F","Female","2012-09-13T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4807","GG",,,"CRA Project Manager","BNH","Black Alone Non-Hispanic","M","Male","2014-02-28T00:00:00.000","Florida",,"32905","POINT (-80.608247783 28.030783825)"
"010-03601","GRU",,,"Customer Service Representative","BNH","Black Alone Non-Hispanic","F","Female","2011-01-30T00:00:00.000","Florida",,"32614","POINT (-82.371668265 29.610232429)"
"4975","GG",,,"Sports Recreation Leader","BNH","Black Alone Non-Hispanic","M","Male","2014-04-21T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"3502","GG",,,"Code Enforcement Officer Supervisor","BNH","Black Alone Non-Hispanic","M","Male","2010-10-14T00:00:00.000","Georgia",,"31220","POINT (-83.793158539 32.866262236)"
"010-04367","GRU",,,"Wastewater Plant Trainee","WNH","White Alone Non-Hispanic","M","Male","2012-10-22T00:00:00.000","Florida",,"32091","POINT (-82.115087 29.947530861)"
"3787","GG",,,"INTERVENTION SPECIALIST","BNH","Black Alone Non-Hispanic","M","Male","2011-09-25T00:00:00.000","Florida",,"32616","POINT (-82.497069469 29.794473697)"
"010-04478","GRU",,,"Principal Engineer - Regulatory Compliance & Laboratory Services","WNH","White Alone Non-Hispanic","F","Female","2013-01-25T00:00:00.000","Florida",,"32614","POINT (-82.371668265 29.610232429)"
"010-03971","GRU",,,"Meter Reader","WNH","White Alone Non-Hispanic","M","Male","2011-11-29T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"4379","GG",,,"Custodial Worker","PND","Prefer Not to Disclose","M","Male","2012-10-16T00:00:00.000","Florida",,"32618","POINT (-82.527619202 29.531162019)"
