"vulnerable_population","section","long_title","short_title","group","group1","subgroup","age_group","value"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Acute MI","X65.","17311"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Coronary Artery Disease","X65.","653448"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Heart Failure","X65.","185147"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Valvular Disease","X65.","110282"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Atrial Fibrillation/Flutter","X65.","241193"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Arrhythmia/Conduction Disorder - Other","X65.","186915"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Cardiac Conditions - Other","X65.","32956"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Cerebrovascular Accident/TIA","X65.","152041"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Cerebrovascular Disease - Other","X65.","81573"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Pecondition Aortic Aneurysm","X65.","59638"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Pulmonary Embolism or Deep Vein Thrombosis","X65.","48004"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Vascular Disease - Other","X65.","202930"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Circulatory System Conditions - Other","X65.","101308"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Chronic Obstructive Pulmonary Disease","X65.","328755"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Asthma","X65.","67072"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Sarcoidosis","X65.","2514"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Pneumonia","X65.","52603"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Respiratory System Infections - Other","X65.","127544"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Allergic and other chronic sinusitis/rhinitis","X65.","173480"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Dyspnea, cough and other respiratory symptoms","X65.","169931"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Respiratory Conditions - Other","X65.","151599"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Esophageal disorders","X65.","506599"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Nausea and vomiting","X65.","22336"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Gastroduodenal ulcer","X65.","28095"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Gastric/Duodenal Disorders - Other","X65.","43533"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Gastrointestinal hemorrhage","X65.","39907"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Polyp, colorectal","X65.","171114"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Diverticulosis and diverticulitis","X65.","77233"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Inflammatory Bowel Disease","X65.","15787"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Diarrhea/constipation and functional bowel disorders","X65.","120178"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Hernia","X65.","70543"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Hemorrhoids","X65.","50479"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Hepatitis C","X65.","21431"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Liver disease - Other","X65.","57609"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Biliary tract disease","X65.","20194"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Pancreatic disorders","X65.","11340"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Gastrointestinal System Disorders - Other","X65.","115792"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Renal failure or Nephropathy","X65.","276115"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Calculus of urinary tract","X65.","42753"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Hematuria","X65.","58418"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Kidney/Ureter Diseases - Other","X65.","55497"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Urinary Tract Infection (cystitis/ urethritis/ pyelonephritis)","X65.","77148"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Urinary Incontinence","X65.","75087"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Urinary Symptoms - Other","X65.","71978"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Urinary Conditions - Other","X65.","94484"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Male genital disorders","X65.","488880"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","STIs","X65.","5878"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Vaginitis/ cervicitis/ and other pelvic inflammatory conditions","X65.","590"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Cervical Dysplasia/ASCUS","X65.","116"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Endometriosis","X65.","14"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Menstrual disorders","X65.","222"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Fibroids","X65.","93"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Ovarian cyst at least once, FY13","X65.","185"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Polycystic ovaries","X65.",
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Benign Gynecologic Neoplasms - Other","X65.","149"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Prolapse of female genital organs","X65.","641"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Female Reproductive Organ Disorders - Other","X65.","5129"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Sexual Dysfunction","X65.","182522"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Contraceptive Care Management","X65.","248"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Infertility","X65.","44"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Menopausal disorders","X65.","2665"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Miscarriage","X65.",
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Ectopic pregnancy","X65.",
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy or Delivery - Normal","X65.","11"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy with Obstetrical Complications or Prolonged","X65.","337"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy complicated by DM","X65.",
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy complicated by HTN","X65.","108"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy Complicated by Other Medical Conditions","X65.","12"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","BREAST","PerBreast Conditions/Benign or Unknown","X65.","8019"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","BREAST","Breast conditions abnormal radiologic findings","X65.","441"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","PerCancer - Cervical","X65.","139"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Uterine","X65.","217"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Ovarian","X65.","146"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Female Reproductive - Other","X65.","101"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Carcinoma in Situ - Cervical","X65.","18"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Carcinoma in Situ - Female Reproductive - Other","X65.","27"
