"project_number","contract_number","title","status","procurement_type","award_type","contract_award_date","contract_end_date","contract_amount","expended_amount_ytd","expended_amount_ltd","remaining_balance","number_of_bids","mwbe","mwbe_proposals","vendor_name","address_line_1","address_line_2","city","state","zip_code","country","georeference"
"10X351","T005606","DESIGN: Commissioning Services for Tyler Hall Rehab Phase I (Project 10351)","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2013-07-09T00:00:00.000","2021-07-23T00:00:00.000","119028.79","0.00","119028.79","0.00","0","N","0","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"20X823","T005852","DESIGN: Program Study - Rehabilitate Marshall Hall Study","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2012-09-21T00:00:00.000","2014-08-16T00:00:00.000","186053.00","51751.20","186053.00","0.00","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"41X056","T006153","DESIGN: Rehab Building Systems Bid Pkg 08","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2018-03-29T00:00:00.000","2022-02-07T00:00:00.000","835304.72","0.00","835304.72","0.00","0","Y","0","Velez Organization","61 Broadway, Suite 1915",,"New York","NY","10006","USA","POINT (-74.012428 40.70685)"
"131062","T006439","DESIGN: Rehabilitate Javits Lecture Center","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-02-10T00:00:00.000","2027-05-04T00:00:00.000","113308.00","0.00","27940.49","85367.51","14","N","4","Guth DeConzo Consulting Engineers, P.C.","520 Eighth Avenue","Suite 2201","New York","NY","10018","USA","POINT (-73.992333 40.753761)"
"09X407","T006155","CONSTR: Upgrade Water Lines & Metering - Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-04-29T00:00:00.000","2016-09-15T00:00:00.000","406636.00","0.00","406636.00","0.00","7","N","1","Plank LLC","376 Broadway","Third Floor","Schenectady","NY","12305","USA","POINT (-73.945323 42.808791)"
"13XB61","T005283","CONSTR: Upgrade Site Utilities, Phase I","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2007-05-08T00:00:00.000","2011-12-31T00:00:00.000","11079407.00","0.00","11079407.00","0.00","4","N","0","TR Pipe Inc.","18-38  119th Street",,"College Point","NY","11356","USA","POINT (-73.848642 40.782098)"
"12X292","T005372","DESIGN: Fire Alarm Replacement - Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-04-01T00:00:00.000","2013-03-24T00:00:00.000","245025.19","5344.87","245025.19","0.00","5","N","0","Bergmann Associates, Inc.","28 East Main Street","200 First Federal Plaza","Rochester","NY","14614","USA","POINT (-77.611177 43.156034)"
"241033","D006641","CONSTR: Renovate Bouck Hall - Bookstore & Related Student Life","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-05-05T00:00:00.000","2023-09-26T00:00:00.000","3572334.00","0.00","2691111.00","881223.00","5","N","0","AOW Associates, Inc.","21 Essex Street",,"Albany","NY","12206","USA","POINT (-73.77855 42.676983)"
"211028","D006676","CONSTR: Upgrade Electrical Distribution for New Ship","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-09-17T00:00:00.000","2024-05-04T00:00:00.000","7844404.00","0.00","1335615.00","6508789.00","0","N","0","Verde Electric Corp.","89 Edison Ave",,"Mount Vernon","NY","10550","USA","POINT (-73.824439 40.89263)"
"251023","T006360A","DESIGN: Renovate North Hall for Admissions and UPD","Suspended","Design and Construction/Maintenance","Authority Contract - Best Value","2017-11-02T00:00:00.000","2025-11-09T00:00:00.000","394803.60","0.00","94305.60","300498.00","0","N","0","Mosaic Associates Architects, DPC","2 Third Street","Suite 440","Troy","NY","12180","USA","POINT (-73.690028 42.732277)"
"801802","T006367","DESIGN: Engineering Services - O'Brien & Gere Engineers - Master Term Agreement","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2017-07-26T00:00:00.000","2025-08-24T00:00:00.000","5000000.00","0.00","0.00","5000000.00","62","N","10","Ramboll Americas Engineering Solutions, Inc.","333 West Washington St",,"Syracuse","NY","13202","USA","POINT (-76.155894 43.049616)"
"15X7B2","T005632","CONSTR: JOCs - Syracuse Region","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-12-18T00:00:00.000","2015-12-09T00:00:00.000","648103.00","24956.00","648103.00","0.00","0","N","0","Sorensen Gross Construction Services","3407 torrey Road",,"Flint","MI","48507","USA","POINT (-83.732564 42.976697)"
"04X330","T005194","DESIGN: Commissioning Services - New Education Building W/ Integrated Child Care","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2007-03-30T00:00:00.000","2013-12-31T00:00:00.000","95422.16","0.00","95422.16","0.00","0","N","0","SmartEdge","4 Peuquet Parkway",,"Tonawanda","NY","14150","USA","POINT (-78.865669 43.01577)"
"03X393","T005443","DESIGN: Underground Utility Improvements Phase 1","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-02-10T00:00:00.000","2015-04-15T00:00:00.000","2169014.76","282122.10","2169014.76","0.00","13","N","0","Labella Associates, D.P.C","Suite 201","300 State Street","Rochester","NY","14614","USA",
"141057","T006359","DESIGN: Demo 34th Street Parking Garage","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2018-03-28T00:00:00.000","2025-12-02T00:00:00.000","150000.00","0.00","591744.74","-441744.74","0","N","0","Lothrop Associates LLP Architects","333 Westchester Avenue",,"White Plains","NY","10604","USA","POINT (-73.745028 41.030178)"
"111040","D006669","CONSTR: Construct Storage Building","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-09-01T00:00:00.000","2023-10-25T00:00:00.000","841250.00","0.00","0.00","841250.00","2","N","0","C & S Technical Resources, Inc.","499 Col. Eileeen Collins","Blvd","Syracuse","NY","13212","USA",
"05X267","T006407","DESIGN: Renovate Houghton Hall","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2018-08-06T00:00:00.000","2027-10-15T00:00:00.000","55000.00","0.00","661089.40","-606089.40","0","N","0","Buffalo Construction Consultants, Inc.","6000 N. Bailey, Suilte 2D",,"Buffalo","NY","14226","USA",
"251009","T006097","DESIGN: Upgrade Cooking Labs MacDonald Hall","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2015-12-09T00:00:00.000","2023-05-21T00:00:00.000","59871.20","0.00","59871.20","0.00","0","N","0","Hyman Hayes Assoc., LLC","6 Wembley Court",,"Albany","NY","12205","USA","POINT (-73.844679 42.740546)"
"14X7A9","T005968","CONSTR: Job Order Contracting Program - New York","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-05-21T00:00:00.000","2018-08-31T00:00:00.000","18124.00","0.00","18124.00","0.00","0","N","0","Corbex, Inc.","74-16 Grand Avenue",,"Elmhurst","NY","11373","USA","POINT (-73.886862 40.730363)"
"01X7A5","T005395","CONSTR: Job Order Contracting Program - Albany","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-04-15T00:00:00.000","2014-09-30T00:00:00.000","179063.00","0.00","179063.00","0.00","0","Y","0","Cutting Edge Group, LLC","14 Walkup Cutoff Road","P.O. Box 733","Lake George","NY","12845","USA","POINT (-73.648077 43.386894)"
"26X293","T005538","DESIGN: Locker Room Renovations - Nold Hall","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-07-16T00:00:00.000","2015-12-31T00:00:00.000","1237888.64","62973.28","1237888.64","0.00","30","N","1","Butler Rogers Baskett Architects","5th Floor","475 Tenth Avenue","New York","NY","10018","USA",
"36X125","T006057","CONSTR: Replace Exter Doors & Sec","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2014-02-11T00:00:00.000","2016-01-29T00:00:00.000","1340060.00","0.00","1340060.00","0.00","6","N","2","Bunkoff General Contractors, Inc.","790 Watervliet Shaker Rd.",,"Latham","NY","12110","USA","POINT (-73.79674 42.739147)"
"01XA18","D005249","CONSTR: Uptown Exterior Rehab-Various Buildings Phase 1","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2007-02-20T00:00:00.000","2009-12-31T00:00:00.000","531379.00","0.00","531379.00","0.00","6","N","0","AOW Associates, Inc.","30 Essex Street",,"Albany","NY","12206","USA","POINT (-73.779722 42.677542)"
"151071","T006513","DESIGN: Fire Suppression - UH (02) & UUH at CG (30)","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2019-08-27T00:00:00.000","2024-08-28T00:00:00.000","1693000.00","0.00","432195.85","1260804.15","10","N","4","M/E Engineering, P.C.","Suite 320","60 Lakefront Boulevard","Buffalo","NY","14202","USA",
"08X471","T005871","DESIGN: Construction Manager- Library Renovation Sojourner Truth Library","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2012-05-10T00:00:00.000","2021-07-30T00:00:00.000","171266.54","198281.94","171266.54","0.00","0","N","0","Hill International, Inc","Suite 3415","One Penn Plaza","New York","NY","10119","USA",
"36X138","T006107","DESIGN: Replace Federal Building Windows","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2015-02-03T00:00:00.000","2026-04-01T00:00:00.000","136000.00","0.00","126639.52","9360.48","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"02X388","T005368","DESIGN: Site Infrastructure Improvements - Electric Distribution, Ph II","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-04-06T00:00:00.000","2016-11-25T00:00:00.000","495157.96","13826.72","495157.96","0.00","0","N","0","Lizardos Engineering Associates P.C.","200 Old Country Road","Suite 670","Mineola","NY","11501","USA","POINT (-73.638751 40.739038)"
"23X234","T006102","DESIGN: Replace Underground Natural Gas and Site Lighting Systems, Campus Wide","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2014-11-02T00:00:00.000","2023-07-10T00:00:00.000","272392.69","0.00","272392.69","0.00","0","N","0","Labella Associates, D.P.C","Suite 201","300 State Street","Rochester","NY","14614","USA",
"28X358","T005069","DESIGN: Kapoor Hall Renovation","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2005-10-17T00:00:00.000","2015-08-05T00:00:00.000","4606513.23","83619.43","4574772.53","31740.70","5","N","0","S/L/A/M/ Architects & Engineers P.C.","80 Glastonbury Blvd.",,"Glastonbury","CT","6033","USA","POINT (-72.618579 41.721624)"
"10X345","T005364","DESIGN: Rehab of Elevators at Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-05-14T00:00:00.000","2014-07-16T00:00:00.000","198801.44","0.00","198801.44","0.00","0","N","0","Syska Hennessy Group, Inc","14th Floor","1515 Broadway","New York","NY","10038","USA",
"081043","D006662","CONSTR: Masonry Repairs at Exterior Entrances and Site Work - Old Main","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-07-29T00:00:00.000","2024-02-20T00:00:00.000","1091069.00","0.00","213880.00","877189.00","3","N","1","The VMJR Companies, LLC","73 Mohican Street","P. O. Box 518","Glens Falls","NY","12801","USA","POINT (-73.647478 43.304633)"
"26X285","T005789","CONSTR: Reconfigure Loop Road / Rehabilitate Parking Lots and Landscaping","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2011-02-14T00:00:00.000","2013-08-15T00:00:00.000","6407252.00","1110795.00","6407252.00","0.00","16","N","0","Laser Industries, Inc","P.O. Box 315","1775 Route 25","Ridge","NY","11961","USA",
"061016","T006407","DESIGN: Renovate Sturges & Fraser Halls, Phase 1","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2020-01-24T00:00:00.000","2027-10-15T00:00:00.000","888460.00","0.00","0.00","888460.00","29","N","5","Buffalo Construction Consultants, Inc.","6000 N. Bailey, Suilte 2D",,"Buffalo","NY","14226","USA",
"23X200","T005409","DESIGN: Convocation, Athletic Recreation Center","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-07-30T00:00:00.000","2013-07-24T00:00:00.000","1712848.93","39902.06","1712848.93","0.00","11","N","0","Architectural Resources, P.C.","505 Franklin Street",,"Buffalo","NY","14202","USA","POINT (-78.872075 42.900014)"
"041038","T006632","DESIGN: Renovate Wing C - Cornish Van Hoesen Hall","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-04-16T00:00:00.000","2026-04-28T00:00:00.000","2772000.00","0.00","924711.55","1847288.45","46","Y","4","JMZ Architects & Planners PC","190 Glen Street","P. O. Box 725","Glens Falls","NY","12801","USA","POINT (-73.64477 43.309981)"
"01XA68","T005839","DESIGN: Rehab Exterior Envelope, Downtown - Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2012-02-27T00:00:00.000","2018-12-31T00:00:00.000","602214.34","247690.75","602214.34","0.00","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"06X324","T005922","CONSTR: Rehabilitate Bailey Hall","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-02-14T00:00:00.000","2016-12-31T00:00:00.000","22028847.00","7608717.00","22028847.00","0.00","11","N","0","Fahs Construction Group Inc.","2224 Pierce Creek Road",,"Binghamton","NY","13903","USA","POINT (-75.88295 42.08493)"
"031005","T006557","CONSTR: Reconstruct Iroquois Drive","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2020-04-17T00:00:00.000","2022-01-13T00:00:00.000","3027110.00","0.00","2997110.00","30000.00","4","N","1","Accadia Site Contracting, Inc.","5636 Transit Road",,"Depew","NY","14043","USA","POINT (-78.696899 42.909183)"
"061061","T006581","DESIGN: Replace Roofs - Fraser Hall & Lauderdale Health Center","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-05-27T00:00:00.000","2023-09-14T00:00:00.000","288000.00","0.00","85967.40","202032.60","0","Y","0","Dwyer Architectural, LLC","120 E. Washington Street","Ste 822","Syracuse","NY","13202","USA","POINT (-76.151247 43.049565)"
"09X313","T005429","CONSTR: Rehabilitate Fine Arts - Phase IIA","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-11-07T00:00:00.000","2010-09-15T00:00:00.000","6541473.00","0.00","6541473.00","0.00","8","N","0","Christa Construction, LLC","119 Victor Heights Pkwy",,"Victor","NY","14564","USA","POINT (-77.444637 42.996293)"
"08X7B6","T005956","CONSTR: Job Order Contracting Program - Albany","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-04-18T00:00:00.000","2018-11-20T00:00:00.000","53564.00","53564.00","53564.00","0.00","0","Y","0","Cutting Edge Group, LLC","14 Walkup Cutoff Road","P.O. Box 733","Lake George","NY","12845","USA","POINT (-73.648077 43.386894)"
"06X337","T005377","DESIGN: Doty Building Renovation","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-04-24T00:00:00.000","2015-12-31T00:00:00.000","3018610.79","253062.98","3018610.79","0.00","5","N","0","Kliment Halsband Architects, LLP","20th Floor","322 Eighth Avenue","New York","NY","10001","USA",
"29X335","T004948","DESIGN: Humanities Re-roof and 2nd Floor Abate.","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2007-12-27T00:00:00.000","2011-09-30T00:00:00.000","177974.00","0.00","177974.00","0.00","0","N","0","The Hall Partnership Architects, LLP","42 East 21st Street",,"New York","NY","10010","USA","POINT (-73.988292 40.739319)"
