"program_id","facility_name","town","county","dec_region","withdrawal_category","withdrawal_type","reporting_year","average_day_withdrawal_mgd","maximum_day_withdrawal_mgd","latitude","longitude","georeference"
"WWR0000675","Hanson Aggregates - Batavia Sand & Gravel","Batavia (T)","Genesee","8","Industrial","Groundwater; Surface Water","2019","0.68","1.35","42.97671922","-78.16487049","POINT (-78.16487049 42.97671922)"
"WWR0001284","Skenandoa Golf Club","Westmoreland (T)","Oneida","6","Recreational - Golf Course","Groundwater","2012","0.05","0.22","43.07080912","-75.41579894","POINT (-75.41579894 43.07080912)"
"WWR0000849","Keeseville, Vg","Chesterfield (T)","Essex","5","Public Water Supply","Surface Water","2015","0.19","0.32","44.5056822","-73.48537487","POINT (-73.48537487 44.5056822)"
"WWR0001157","Owego, Tn  Water District #5 (RT 38)","Owego (T)","Tioga","7","Public Water Supply","Groundwater","2020","0.04","0.07","42.06002731","-76.14655314","POINT (-76.14655314 42.06002731)"
"WWR0000113","Beekman Country Club","East Fishkill (T)","Dutchess","3","Recreational - Golf Course","Groundwater; Surface Water","2015","0.39","0.54","41.59379969","-73.7762874","POINT (-73.7762874 41.59379969)"
"WWR0001290","Reservoir Creek Golf Course","Naples (T)","Ontario","8","Recreational - Golf Course","Surface Water","2014","0.03","0.4","42.60433717","-77.41380807","POINT (-77.41380807 42.60433717)"
"WWR0001658","Wells Water District","Wells (T)","Hamilton","5","Public Water Supply","Groundwater","2012","0.18","0.29","43.4016365","-74.29176351","POINT (-74.29176351 43.4016365)"
"WWR0000386","CTS Dairy","Ellisburg (T)","Jefferson","6","Agricultural","Groundwater","2019","0.04","0.05","43.73640453","-76.16233652","POINT (-76.16233652 43.73640453)"
"WWR0000912","Lincoln Dairy","Fleming (T)","Cayuga","7","Agricultural","Groundwater","2014","0.09","0.11","42.88876207","-76.61164037","POINT (-76.61164037 42.88876207)"
"WWR0000784","Indeck - Corinth Energy Center","Corinth (T)","Saratoga","5","Power - Fossil Fuel","Surface Water","2021","0.43","1.14","43.24928532","-73.80961166","POINT (-73.80961166 43.24928532)"
"WWR0001295","Richard Snyder","Montezuma (T)","Cayuga","7","Agricultural","Groundwater; Surface Water","2017","0.02",,"43.02741631","-76.69048996","POINT (-76.69048996 43.02741631)"
"WWR0000601","Glenville, Tn","Glenville (T)","Schenectady","4","Public Water Supply","Groundwater","2011","1.72","3.07","42.86829454","-73.92766793","POINT (-73.92766793 42.86829454)"
"WWR0001644","Waterloo, Vg","Fayette (T)","Seneca","8","Public Water Supply","Surface Water","2012","1.3","4","42.84255823","-76.94222123","POINT (-76.94222123 42.84255823)"
"WWR0001553","Tonawanda Coke Corp","Tonawanda (T)","Erie","9","Industrial","Surface Water","2011","2.18","4.18","42.98069741","-78.93474729","POINT (-78.93474729 42.98069741)"
"WWR0000455","Ed Ruland & Son","Southold (T)","Suffolk","1","Agricultural","Groundwater","2012","0.06","0.22","41.00674651","-72.52321996","POINT (-72.52321996 41.00674651)"
"WWR0000050","Amos Zittel & Sons","Eden (T)","Erie","9","Agricultural","Groundwater; Surface Water","2015","0.03","0.1","42.68444128","-78.86788512","POINT (-78.86788512 42.68444128)"
"WWR0001157","Owego, Tn  Water District #5 (RT 38)","Owego (T)","Tioga","7","Public Water Supply","Groundwater","2018","0.03",,"42.06002731","-76.14655314","POINT (-76.14655314 42.06002731)"
"WWR0000973","McConnellsville Golf Club","Vienna (T)","Oneida","6","Recreational - Golf Course","Surface Water","2019","0.04","0.14","43.2715384","-75.68770316","POINT (-75.68770316 43.2715384)"
"WWR0000390","Dagele Bros Produce","Warwick (T)","Orange","3","Agricultural","Groundwater","2021","0","0","41.32301564","-74.39407366","POINT (-74.39407366 41.32301564)"
"WWR0001735","Woodbury, Vg","Woodbury (T)","Orange","3","Public Water Supply","Groundwater","2012","0.98","1.57","41.34541187","-74.12683872","POINT (-74.12683872 41.34541187)"
"WWR0001331","Roseton Generating Station","Newburgh (T)","Orange","3","Power - Fossil Fuel","Surface Water","2011","340.54","794.4","41.56939064","-73.9772866","POINT (-73.9772866 41.56939064)"
"WWR0000784","Indeck - Corinth Energy Center","Corinth (T)","Saratoga","5","Power - Fossil Fuel","Surface Water","2019","0.43","1.15","43.24928532","-73.80961166","POINT (-73.80961166 43.24928532)"
"WWR0000108","Bedford Consolidated Improvement District #1","Bedford (T)","Westchester","3","Public Water Supply","Groundwater","2009","1.81",,"41.24047383","-73.69946334","POINT (-73.69946334 41.24047383)"
"WWR0000220","Cape Vincent, Vg","Cape Vincent (T)","Jefferson","6","Public Water Supply","Surface Water","2020","0.44","0.75","44.12678295","-76.33659508","POINT (-76.33659508 44.12678295)"
"WWR0000240","Beaver Valley Water District","Catlin (T)","Chemung","8","Public Water Supply","Groundwater","2021","0.02","0.13","42.26981957","-76.90782585","POINT (-76.90782585 42.26981957)"
"WWR0000055","Andes Water District #1","Andes (T)","Delaware","4","Public Water Supply","Groundwater; Surface Water","2015","0.03","0.05","42.19036037","-74.78739524","POINT (-74.78739524 42.19036037)"
"WWR0000285","Childstock Farms","Malone (T)","Franklin","5","Agricultural","Groundwater; Surface Water","2016","0.07","1.47","44.80997987","-74.29887353","POINT (-74.29887353 44.80997987)"
"WWR0001104","Niskayuna Consolidated Water District","Niskayuna (T)","Schenectady","4","Public Water Supply","Groundwater","2021","0.9","1.33","42.79788013","-73.84500947","POINT (-73.84500947 42.79788013)"
"WWR0000070","Arrowhead Golf Club","Cicero (T)","Onondaga","7","Recreational - Golf Course","Surface Water","2011","0.02","0.24","43.12328512","-76.02758208","POINT (-76.02758208 43.12328512)"
"WWR0000424","Dolomite Products - Palmer","Palmyra (T)","Wayne","8","Mine Dewatering","Groundwater","2011","0.77","2.3","43.06882047","-77.12269882","POINT (-77.12269882 43.06882047)"
"WWR0001231","Plattsburgh, Tn - Cadyville Water District","Plattsburgh (T)","Clinton","5","Public Water Supply","Groundwater","2010","0.12","0.15","44.70495862","-73.54114422","POINT (-73.54114422 44.70495862)"
"WWR0000651","Stonehedges Golf Course","Groton (T)","Tompkins","7","Recreational - Golf Course","Groundwater; Surface Water","2020","0.01","0.12","42.56266202","-76.33602478","POINT (-76.33602478 42.56266202)"
"WWR0000745","Hoeffner Farms - Montgomery","Montgomery (T)","Orange","3","Agricultural","Groundwater","2012",,,"41.50558289","-74.25636334","POINT (-74.25636334 41.50558289)"
"WWR0001045","Motor Components","Horseheads (T)","Chemung","8","Industrial","Groundwater","2009","0.18","0.58","42.13268596","-76.82941407","POINT (-76.82941407 42.13268596)"
"WWR0000294","Cleveland, Vg","Vienna (T)","Oneida","6","Public Water Supply","Groundwater","2021","0.13","0.2","43.2337605","-75.88704628","POINT (-75.88704628 43.2337605)"
"WWR0000786","Indian Head Golf Course","Aurelius (T)","Cayuga","7","Recreational - Golf Course","Groundwater; Surface Water","2019","0","0.01","42.95455596","-76.71845536","POINT (-76.71845536 42.95455596)"
"WWR0001891","Rochester, City - Rundell Library","Rochester (C)","Monroe","8","Institutional","Surface Water","2014","0.1","0.22","43.15410745","-77.6082289","POINT (-77.6082289 43.15410745)"
"WWR0001618","Waccabuc Country Club","Lewisboro (T)","Westchester","3","Recreational - Golf Course","Groundwater; Surface Water","2010","0.12","0.36","41.2893533","-73.59486934","POINT (-73.59486934 41.2893533)"
"WWR0000896","Lang's Nursery","West Sparta (T)","Livingston","8","Agricultural","Groundwater; Surface Water","2014","0.05","0.07","42.58070128","-77.73681192","POINT (-77.73681192 42.58070128)"
"WWR0001601","NYSDEC Van Hornesville Hatchery","Stark (T)","Herkimer","6","Other","Surface Water","2021","0.58","0.61","42.8903582","-74.8389303","POINT (-74.8389303 42.8903582)"
"WWR0001536","Ticonderoga Country Club","Ticonderoga (T)","Essex","5","Recreational - Golf Course","Surface Water","2015","0.09","0.11","43.83448304","-73.46270681","POINT (-73.46270681 43.83448304)"
"WWR0000853","Kiamesha Artesian Spring Water","Thompson (T)","Sullivan","3","Public Water Supply","Groundwater","2010","0.09","0.27","41.68236926","-74.66283261","POINT (-74.66283261 41.68236926)"
"WWR0001270","RL Jeffres & Sons Inc","Covington (T)","Wyoming","9","Agricultural","Surface Water","2018","1.1","1.5","42.85565045","-78.04336157","POINT (-78.04336157 42.85565045)"
"WWR0001634","Wappinger, Tn - Atlas Wells","Wappinger (T)","Dutchess","3","Public Water Supply","Groundwater","2014","0.64","1.1","41.58884943","-73.90716574","POINT (-73.90716574 41.58884943)"
"WWR0000969","Mayfield, Vg","Mayfield (T)","Fulton","5","Public Water Supply","Groundwater","2018","0.12","0.17","43.10451937","-74.26468356","POINT (-74.26468356 43.10451937)"
"WWR0001556","Torrey Farms Inc.","Barre (T)","Orleans","8","Agricultural","Groundwater; Surface Water","2012","0.63","0.63","43.08265936","-78.2027655","POINT (-78.2027655 43.08265936)"
"WWR0000184","Buffalo Water Authority","Buffalo (C)","Erie","9","Public Water Supply","Surface Water","2019","68.09","80.54","42.89459674","-78.8989769","POINT (-78.8989769 42.89459674)"
"WWR0000094","Barber Family Farm","Fulton (T)","Schoharie","4","Agricultural","Surface Water","2018","0.21","0.21","42.58139087","-74.39172451","POINT (-74.39172451 42.58139087)"
"WWR0000213","Canajoharie Water Works","Johnstown (T)","Fulton","5","Public Water Supply","Surface Water","2009","1.23","1.32","42.92630207","-74.56889254","POINT (-74.56889254 42.92630207)"
"WWR0001030","Montour Falls, Vg","Montour (T)","Schuyler","8","Public Water Supply","Groundwater","2019","0.2","0.39","42.34567009","-76.84930898","POINT (-76.84930898 42.34567009)"
"WWR0001868","Dolomite Products - Cleason Newark S & G","Arcadia (T)","Wayne","8","Mine Dewatering","Surface Water","2015","0","0","43.0680037","-77.12012832","POINT (-77.12012832 43.0680037)"
"WWR0001420","Sheland Farms","Ellisburg (T)","Jefferson","6","Agricultural","Groundwater; Surface Water","2020","0.03","0.05","43.79691252","-76.13068016","POINT (-76.13068016 43.79691252)"
"WWR0000756","Horizon Heights (Monroe Water District #1)","Monroe (T)","Orange","3","Public Water Supply","Groundwater","2011","0.01",,"41.29067923","-74.21929004","POINT (-74.21929004 41.29067923)"
"WWR0000989","Middleburg,Vg","Middleburg (T)","Schoharie","4","Public Water Supply","Groundwater","2020","0.22","0.37","42.59812965","-74.33451496","POINT (-74.33451496 42.59812965)"
"WWR0001970","Port Authority World Trade Center","MANHATTAN","NEW YORK","2","Commercial","Surface Water","2021","11.44","20.41","40.71090423","-74.01191793","POINT (-74.01191793 40.71090423)"
"WWR0001362","Saratoga County Water Authority","Halfmoon (T)","Saratoga","5","Public Water Supply","Surface Water","2015","5.8","9.7","43.26083723","-73.7114736","POINT (-73.7114736 43.26083723)"
"WWR0000814","J Glebocki Farms","Goshen (T)","Orange","3","Agricultural","Groundwater","2013","0.58","0.58","41.35298594","-74.38931296","POINT (-74.38931296 41.35298594)"
"WWR0001557","Torrey Farms of Potter Inc.","Potter (T)","Yates","8","Agricultural","Surface Water","2018","1.15","1.15","42.69667573","-77.18790967","POINT (-77.18790967 42.69667573)"
"WWR0000202","Callanan - Port Ewen Quarry","Esopus (T)","Ulster","3","Mine Dewatering","Surface Water","2014","0.01","0.01","41.90482118","-73.99919848","POINT (-73.99919848 41.90482118)"
"WWR0000791","Inergy Midstream","Bath (T)","Steuben","8","Industrial","Groundwater","2015","0.11","0.22","42.30823668","-77.25505882","POINT (-77.25505882 42.30823668)"
"WWR0000611","Gorham, Tn","Gorham (T)","Ontario","8","Public Water Supply","Surface Water","2015","0.5","0.85","42.79838211","-77.13233166","POINT (-77.13233166 42.79838211)"
"WWR0001286","Reeves Farms","Lysander (T)","Onondaga","7","Agricultural","Groundwater; Surface Water","2018","0.4","1","43.18546258","-76.42782963","POINT (-76.42782963 43.18546258)"
"WWR0000281","Chestertown Water District","Chester (T)","Warren","5","Public Water Supply","Groundwater","2018","0.05","0.2","43.64963607","-73.80211747","POINT (-73.80211747 43.64963607)"
"WWR0001869","Sedgewood Club","Kent (T)","Putnam","3","Recreational - Golf Course","Surface Water","2011","0","0.11","41.44195931","-73.74889554","POINT (-73.74889554 41.44195931)"
"WWR0000791","Inergy Midstream","Bath (T)","Steuben","8","Industrial","Groundwater","2010","0.11","0.22","42.30823668","-77.25505882","POINT (-77.25505882 42.30823668)"
"WWR0000149","Barrett Paving - Boonville","Leyden (T)","Lewis","6","Mine Dewatering","Surface Water","2014","1.47","3.73","43.52460192","-75.32196107","POINT (-75.32196107 43.52460192)"
"WWR0000499","Evans Mills, Vg","Le Ray (T)","Jefferson","6","Public Water Supply","Groundwater","2013","0.07","0.14","44.08412181","-75.79968155","POINT (-75.79968155 44.08412181)"
"WWR0001585","US Gypsum Co","Oakfield (T)","Genesee","8","Mine Dewatering","Groundwater; Surface Water","2018","8.24","18.71","43.06488451","-78.29811628","POINT (-78.29811628 43.06488451)"
"WWR0000133","Blackberry Hill Water District","Southeast (T)","Putnam","3","Public Water Supply","Groundwater","2011","0.04","0.06","41.40945682","-73.61041002","POINT (-73.61041002 41.40945682)"
"WWR0001719","Windemere Highlands","Red Hook (T)","Dutchess","3","Public Water Supply","Groundwater","2018","0.03","0.07","41.97769741","-73.90584109","POINT (-73.90584109 41.97769741)"
"WWR0000012","Cayuga Operating Company","Lansing (T)","Tompkins","7","Power - Fossil Fuel","Surface Water; Purchase","2017","73.49","243.36","42.60226164","-76.63450171","POINT (-76.63450171 42.60226164)"
"WWR0000201","Callanan - Fosterdale Site","Delaware (T)","Sullivan","3","Mine Dewatering","Surface Water","2012","0.03","1.6","41.71876907","-74.96220486","POINT (-74.96220486 41.71876907)"
"WWR0001240","Polkville Crushed Stone","Cortlandville (T)","Cortland","7","Mine Dewatering","Groundwater; Surface Water","2016","0.18","0.47","42.58567955","-76.13300763","POINT (-76.13300763 42.58567955)"
"WWR0000508","Fedun Farms","Riverhead (T)","Suffolk","1","Agricultural","Groundwater","2019","0.1","0.76","40.93781679","-72.74255569","POINT (-72.74255569 40.93781679)"
"WWR0001776","Norwich Meadows Farm","Norwich (T)","Chenango","7","Agricultural","Groundwater; Surface Water","2020","0.06","0.22","42.55558809","-75.54406508","POINT (-75.54406508 42.55558809)"
"WWR0001035","Morning Star Farm","Henderson (T)","Jefferson","6","Agricultural","Groundwater","2018","0.02","0.03","43.85915787","-76.10369659","POINT (-76.10369659 43.85915787)"
"WWR0001949","NYC Parks LaTourette Golf Course","Richmond (T)","Richmond","2","Recreational - Golf Course","Groundwater","2016","0.08","0.22","40.57607591","-74.14684427","POINT (-74.14684427 40.57607591)"
"WWR0000701","Hanson Aggregates - Watertown Quarry","Pamelia (T)","Jefferson","6","Mine Dewatering","Groundwater; Surface Water; Purchase","2017","1.94","2.42","43.99098035","-75.86769327","POINT (-75.86769327 43.99098035)"
"WWR0000689","Hanson Aggregates - Leroy","Le Roy (T)","Genesee","8","Mine Dewatering","Groundwater","2015","0","0","42.98668558","-77.96051132","POINT (-77.96051132 42.98668558)"
"WWR0001150","Ovid, Vg","Ovid (T)","Seneca","8","Public Water Supply","Groundwater; Surface Water","2015","0.08","0.18","42.67860385","-76.8238942","POINT (-76.8238942 42.67860385)"
"WWR0001564","Tri City - Route 369 Pit","Fenton (T)","Broome","7","Industrial","Surface Water","2021","0","0","42.18854461","-75.82886878","POINT (-75.82886878 42.18854461)"
"WWR0001543","Tilcon - Suffern Quarry","Ramapo (T)","Rockland","3","Mine Dewatering","Surface Water","2013","0","0","41.11556797","-74.14331538","POINT (-74.14331538 41.11556797)"
"WWR0001263","Prospect, Vg","Trenton (T)","Oneida","6","Public Water Supply","Groundwater","2014","0.02","0.03","43.30461469","-75.15273075","POINT (-75.15273075 43.30461469)"
"WWR0001244","Port Henry , Vg","Moriah (T)","Essex","5","Public Water Supply","Surface Water","2016","0.15","0.24","44.04730031","-73.46018294","POINT (-73.46018294 44.04730031)"
"WWR0000318","Collins, Tn","Collins (T)","Erie","9","Public Water Supply","Groundwater","2017","0.1","0.1","42.49579392","-78.92014743","POINT (-78.92014743 42.49579392)"
"WWR0001344","Rushville, Vg","Gorham (T)","Ontario","8","Public Water Supply","Surface Water","2014","0.1","0.19","42.76011808","-77.22609434","POINT (-77.22609434 42.76011808)"
"WWR0001490","Sugar Hill Golf Course","Portland (T)","Chautauqua","9","Recreational - Golf Course","Surface Water","2010","0.02","0.02","42.37406921","-79.51889726","POINT (-79.51889726 42.37406921)"
"WWR0001062","Murcrest Farm LLC","Champion (T)","Jefferson","6","Agricultural","Surface Water","2018","0.07","0.08","43.91707613","-75.74708335","POINT (-75.74708335 43.91707613)"
"WWR0000802","Intertek","Cortlandville (T)","Cortland","7","Industrial","Groundwater","2010","0.49","0.72","42.59398545","-76.15348856","POINT (-76.15348856 42.59398545)"
"WWR0000502","FH Stickles Mine","Livingston (T)","Columbia","4","Mine Dewatering","Groundwater; Surface Water","2019","0.01","0.01","42.12777469","-73.79473655","POINT (-73.79473655 42.12777469)"
