"plant_type","spdes_permit_number","facility_name","ground_or_surface","avg_design_hydraulic_flow","street","city","state","country","zip_code","latitude","longitude","location_1"
"Industrial","NY0232050","S & D PETROLEUM","Surface","0.0007","2761 ST RTE 26","CINCINNATUS","NY","USA","13040","42.54","-75.9","(42.54, -75.9)"
"Industrial","NY0099651","BETHLEHEM - T VLY WTR TREAT PLT & RESERVOIR","Surface","0.04","NEW SALEM S RD","NEW SALEM","NY","USA","12186","42.62","-73.96","(42.62, -73.96)"
"Industrial","NY0145718","MAYBROOK TRAVEL CENTER","Surface","0.005","125 NEELYTOWN RD","MONTGOMERY","NY","USA","12543","41.5","-74.22","(41.5, -74.22)"
"Industrial","NY0202495","MARY TANNER SCH","Surface","0.0086","ST RTE 22","MIDDLE GRANVILLE","NY","USA","12849","43.43","-73.29","(43.43, -73.29)"
"Municipal","NY0029807","CANASTOTA - V WPCP","Surface","1.73","715 N MAIN ST","CANASTOTA","NY","USA","13032","43.1","-75.76","(43.1, -75.76)"
"Industrial","NY0277088","NYC DDC - DUMBO/Vinegar Hill Sewer Reconstruction (HWKKP005)","Surface","0.432","John St & Adams St|Terminus of Adams St","Brooklyn","NY","USA","11201","40.7","-73.99","(40.7, -73.99)"
"Municipal","NY0025453","CALVERTON STP","Surface","0.009","4062 GRUMMAN BLVD|135.20-1-12","CALVERTON","NY","USA","11933","40.92","-72.75","(40.92, -72.75)"
"Municipal","NY0021857","ALDEN SD #2 STP","Surface","0.021","FAIRVIEW & EAST ALAURA DR","ALDEN","NY","USA","14004","42.89","-78.57","(42.89, -78.57)"
"Industrial","NY0005096","GLOBALFOUNDRIES EAST FISHKILL FACILITY","Surface","3","2070 ST RTE 52|HUDSON VALLEY RESEARCH PARK","HOPEWELL JUNCTION","NY","USA","12533","41.54","-73.82","(41.54, -73.82)"
"Industrial","NY0272027","THREE BROTHERS WINERIES AND ESTATES","Ground",,"623 LERCH RD","GENEVA","NY","USA",,"42.82","-76.92","(42.82, -76.92)"
"Industrial","NY0281395","EMPIRE VENTILATION/SHEPHERDS EYE BREWERY","Ground",,"9 INDUSTRIAL DR","FLORIDA","NY","USA",,"41.34","-74.36","(41.34, -74.36)"
"Industrial","NY0002518","SAPUTO DAIRY FOODS USA, LLC","Surface","0.6326","6701 County Road 20","Friendship","NY","USA","14739","42.21","-78.11","(42.21, -78.11)"
"Municipal","NY0062278","WAWAYANDA RIDGEBURY LAKE ACRES SEWER DIS","Surface","0.03","52 VIEW POINT DR","SLATE HILL","NY","USA","10973","41.38","-74.45","(41.38, -74.45)"
"Industrial","NY0004839","NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL","Surface","0.0185","552 RIVER RD","GLENMONT","NY","USA","12077","42.59","-73.76","(42.59, -73.76)"
"Industrial","NY0087840","PACKAGE PAVEMENT CO","Surface",,"3530 RTE 52","STORMVILLE","NY","USA","12582","41.54","-73.73","(41.54, -73.73)"
"Industrial","NY0025623","OWASCO - T WTR DIST","Surface","0.003","E LAKE RD","AUBURN","NY","USA","13021","42.88","-76.52","(42.88, -76.52)"
"Municipal","NY0236306","HERRINGS WASTEWATER TREATMENT FACILITY","Surface","0.0127","24475 Arca St","Herrings","NY","USA","13619","44.02","-75.66","(44.02, -75.66)"
"Industrial","NY0271357","PANCO EQUIPMENT CORP","Surface",,"607 CO RTE 1","PINE ISLAND","NY","USA","10969","41.29","-74.46","(41.29, -74.46)"
"Industrial","NY0003867","GMMM JENNISON LLC","Surface","65.34","BAINBRIDGE AFTON RD (ST RTE 7) - E SIDE","BAINBRIDGE","NY","USA","13733","42.28","-75.48","(42.28, -75.48)"
"Industrial","NY0026344","WADING RIVER GT FACILITY","Ground","0.0016","NORTH COUNTRY RD","SHOREHAM","NY","USA","11786","40.96","-72.88","(40.96, -72.88)"
"Industrial","NY0266493","Suffolk County Water Authority","Ground","0.086","ENTIRE WATER DISTRICT WIDE","SUFFOLK","NY","USA",,"40.96","-72.26","(40.96, -72.26)"
"Industrial","NY0234770","LIBERTY BULK PLANT","Surface",,"2582 ST RTE 52","LIBERTY","NY","USA","12754","41.8","-74.77","(41.8, -74.77)"
"Industrial","NY0000167","RETSOF REALTY STORMWATER OUTFALLS","Surface","0.234","BIDWELLS CRK - N OF ST RTE 63 & E OF RR GRADE|GENESEE R - N OF BEARDS CREEK","RETSOF","NY","USA",,"42.79","-77.85","(42.79, -77.85)"
"Municipal","NY0031828","CARMEL SD 6  IVY HILLS STP","Surface","0.05","GREENWAY TER & VINELAND RD","MAHOPAC","NY","USA","10541","41.34","-73.78","(41.34, -73.78)"
"Industrial","NY0260495","EAST GLENVILLE FIRE STATION","Surface","0.0002","431-435 SARATOGA RD","SCHENECTADY","NY","USA","12302","42.88","-73.93","(42.88, -73.93)"
"Industrial","NY0250457","STEWART AIR NATIONAL GUARD BASE","Surface",,"1 MAGUIRE WAY","NEWBURGH","NY","USA","12550","41.51","-74.08","(41.51, -74.08)"
"Industrial","NY0267163","KNS LAUNDRY","Ground",,"771 COMMACK RD","BRENTWOOD","NY","USA","11717","40.76","-73.23","(40.76, -73.23)"
"Industrial","NY0032760","UNITED RIVERHEAD TERMINAL","Ground","0.011","212 SOUND SHORE RD","RIVERHEAD","NY","USA","11901","40.98","-72.64","(40.98, -72.64)"
"Industrial","NY0207080","MCCAULEY MT SKI AREA","Surface","0.394","300 McCauley Rd","Webb","NY","USA","13420","43.69","-74.98","(43.69, -74.98)"
"Municipal","NY0030627","FORT ANN STP","Surface","0.11","CANAL ST","FORT ANN","NY","USA","12827","43.42","-73.49","(43.42, -73.49)"
"Industrial","NY0097764","HERKIMER DISTRIBUTION","Surface",,"378 GROS BLVD","HERKIMER","NY","USA","13350","43.03","-74.97","(43.03, -74.97)"
"Industrial","NY0236047","MASSENA ENERGY FACILITY","Surface",,"ALCOA POWER CANAL RD|N MAIN ST GATE","MASSENA","NY","USA","13662","44.95","-74.89","(44.95, -74.89)"
"Industrial","NY0007650","BUCKEYE TERMINALS LLC - BRONX TERMINAL","Surface","0.015","1040 E 149TH ST","BRONX","NY","USA","10455","40.8","-73.9","(40.8, -73.9)"
"Municipal","NY0262480","NICHOLS (T) STP","Surface","0.04","3626 E RIVER RD","NICHOLS","NY","USA","13812","42.06","-76.33","(42.06, -76.33)"
"Industrial","NY0149390","KENT RESIDENT ENGINEER'S HQ","Surface",,"106 LUDINGTONVILLE RD","HOLMES","NY","USA","12531","41.48","-73.65","(41.48, -73.65)"
"Industrial","NY0075752","BAE SYSTEMS","Ground","0.096","450 PULASKI RD","GREENLAWN","NY","USA","11740","40.86","-73.37","(40.86, -73.37)"
"Municipal","NY0026875","Albany County Water Purification District - NORTH PLANT","Surface","35","1 CANAL RD S OFF JONES RD","MENANDS","NY","USA","12204","42.68","-73.73","(42.68, -73.73)"
"Industrial","NY0248657","POMPA BROS QUARRY & MILL","Surface","0.13","5 PETRIFIED GARDENS RD","SARATOGA SPRINGS","NY","USA","12866","43.08","-73.85","(43.08, -73.85)"
"Industrial","NY0162370","PILON SANDSTONE MINE","Surface","0.007","ALLENS BRIDGE RD","ALBION","NY","USA","14411","43.23","-78.27","(43.23, -78.27)"
"Municipal","NY0023132","WINEBROOK HILLS SD WWTP","Surface","0.04","43 HANMER LN","NEWCOMB","NY","USA","12852","43.96","-74.12","(43.96, -74.12)"
"Industrial","NY0212245","ALBANY INTERNATIONAL AIRPORT","Surface",,"737 ALBANY SHAKER RD","ALBANY","NY","USA","12211","42.74","-73.81","(42.74, -73.81)"
"Municipal","NY0264989","TITUSVILLE/MANCHESTER WASTEWATER TREATMENT PLANT","Surface","0.5","OVERLOOK RD","LAGRANGE","NY","USA","12540","41.69","-73.87","(41.69, -73.87)"
"Industrial","NY0229725","L DIVER 1A BRINE DISPOSAL WELL","Ground",,"KIEFER RD","PEMBROKE","NY","USA",,"43.02","-78.31","(43.02, -78.31)"
"Municipal","NY0027596","BREWERTON WATER POLLUTION CONTROL PLANT","Surface","3","5225 GUY YOUNG RD","BREWERTON","NY","USA","13029","43.24","-76.16","(43.24, -76.16)"
"Municipal","NY0036617","MEXICO - V STP","Surface","0.3","ACADEMY ST","MEXICO","NY","USA","13114","43.47","-76.24","(43.47, -76.24)"
"Industrial","NY0259098","SNYDER INDUSTRIES","Surface","0","300 EAST NIAGARA ST","TONAWANDA","NY","USA","14150","43.02","-78.86","(43.02, -78.86)"
"Municipal","NY0270610","FOUR CORNERS SEWER DISTRICT WWTP","Surface","0.13","14 BOXWOOD CIR|PHILLIPS RD & MOORE RD","EAST FISHKILL","NY","USA",,"41.59","-73.74","(41.59, -73.74)"
"Industrial","NY0264748","GRAHAMSVILLE HYDROELECTRIC FACILITY","Surface",,"EAST DELAWARE TUNNEL","GRAHAMSVILLE","NY","USA",,"41.86","-74.51","(41.86, -74.51)"
"Industrial","NY0268739","TROY SAND & GRAVEL WEST SAND LAKE PIT","Both",,"OFF RTE 43","WEST SAND LAKE","NY","USA","12196","42.65","-73.6","(42.65, -73.6)"
"Industrial","NY0104060","NYS EMPIRE STATE PLAZA","Surface","92","BETWEEN MADISON AVE & SWAN, STATE, & EAGLE STS","ALBANY","NY","USA","12242","42.65","-73.76","(42.65, -73.76)"
"Industrial","NY0257923","Neenah Northeast - BROWNVILLE","Surface","0.4999","101 BRIDGE ST","BROWNVILLE","NY","USA","13615","44","-75.98","(44.0, -75.98)"
"Municipal","NY0020257","PULASKI - V STP","Surface","0.65","48 RIVERVIEW DR","PULASKI","NY","USA","13142","43.57","-76.14","(43.57, -76.14)"
"Industrial","NY0171611","INGERSOLL-RAND INDUSTRIAL US INC","Surface","0.008","3101 BROADWAY","CHEEKTOWAGA","NY","USA","14225","42.9","-78.76","(42.9, -78.76)"
"Industrial","NY0259942","SULLIVAN COUNTY LANDFILL","Surface",,"91 LANDFILL DR","MONTICELLO","NY","USA","12701","41.64","-74.66","(41.64, -74.66)"
"Industrial","NY0265519","CALIBER BODYWORKS OF NEW YORK LLC - SARATOGA SPRINGS 4304","Ground",,"2202 Rte 50","Saratoga Springs","NY","USA","12866","43.04","-73.83","(43.04, -73.83)"
"Industrial","NY0218332","DOT RESIDENT ENG SUBHDQRS","Ground","0.0015","US RTE 20 AT ST RTE 12","SANGERFIELD","NY","USA",,"42.91","-75.38","(42.91, -75.38)"
"Municipal","NY0026280","NORTH TONAWANDA STP","Surface","13","830 RIVER RD","NORTH TONAWANDA","NY","USA","14120","43.04","-78.89","(43.04, -78.89)"
"Municipal","NY0282561","Tannersville Water Treatment Plant","Surface","0.018","191 Leach Dr","Hunter","NY","USA",,"42.21","-74.15","(42.21, -74.15)"
"Municipal","NY0021563","ULSTER SEWER DISTRICT SEWAGE TREATMENT PLANT","Surface","1.6","1101 DOGWOOD ST EXT","KINGSTON","NY","USA","12401","41.97","-74.01","(41.97, -74.01)"
"Industrial","NY0257605","LOSURDO FOODS INC","Surface","0.49","34 UNION ST","HEUVELTON","NY","USA","13654","44.61","-75.41","(44.61, -75.41)"
"Municipal","NY0105007","JORDAN STP","Surface","0.16","30 FOOTE ST","JORDAN","NY","USA","13080","43.07","-76.47","(43.07, -76.47)"
"Industrial","NY0264547","PINE PLAINS OUTPOST","Surface","0.0001","CO RTE 83","PINE PLAINS","NY","USA",,"41.97","-73.66","(41.97, -73.66)"
"Municipal","NY0024881","NORTHPORT STP","Surface","0.45","1 KETCHUM PL|SCTM  404-12-1-30,31","NORTHPORT","NY","USA","11768","40.89","-73.36","(40.89, -73.36)"
"Industrial","NY0160873","NYSDOT- SUB RESIDENCY KANONA","Ground","0.0002","7909 ST RTE 53","BATH","NY","USA","14810","42.39","-77.36","(42.39, -77.36)"
"Industrial","NY0251950","TOWN OF SARATOGA HIGHWAY DEPT GARAGE","Ground","0.0001","ROUTE 32","SARATOGA","NY","USA","12871","43.07","-73.63","(43.07, -73.63)"
"Industrial","NY0265438","NEW YORK STATE DAM AT WATERFORD/COHOES","Surface","0.0029","MOHAWK RIVER NEAR CONFLUENCE WITH HUDSON","WATERFORD/COHOES","NY","USA","12188","42.78","-73.69","(42.78, -73.69)"
"Industrial","NY0231088","KIRKWOOD WD NO 4, WELL 3","Surface",,"70 CRESCENT DR|BEAGELL SUBDIVISION","KIRKWOOD","NY","USA","13795","42.11","-75.83","(42.11, -75.83)"
"Industrial","NY0234826","BUCHANAN GAS TURBINE SITE","Surface",,"295 BROADWAY","BUCHANAN","NY","USA","10511","41.27","-73.95","(41.27, -73.95)"
"Industrial","NY0200824","J B WASTE OIL CO INC","Ground",,"18-18 41ST ST","ASTORIA","NY","USA","11105","40.78","-73.9","(40.78, -73.9)"
"Municipal","NY0239844","CROWN POINT SD #1 WWTF","Surface","0.06","MONITOR BAY RD","CROWN POINT","NY","USA","12928","43.95","-73.42","(43.95, -73.42)"
"Industrial","NY0213918","TERMINAL RESERVOIR","Surface","0","4170 ST RTE 31 - E OF RTE 481","CLAY","NY","USA",,"43.2","-76.28","(43.2, -76.28)"
"Industrial","NY0226530","FREEPORT POWER PLANT #1","Surface",,"220 W SUNRISE HWY","FREEPORT","NY","USA","11520","40.66","-73.59","(40.66, -73.59)"
"Industrial","NY0246077","FLYING J TRAVEL PLAZA #693","Surface","0.032","8484 ALLEGHANY RD (ST RTE 77)","PEMBROKE","NY","USA","14036","43","-78.41","(43.0, -78.41)"
"Municipal","NY0028461","WATERVILLE STP","Surface","0.3","ST RTE 315 - 0.95 MI NW OF ST RTE 12","WATERVILLE","NY","USA","13480","42.94","-75.39","(42.94, -75.39)"
"Industrial","NY0249483","TOWN HIGHWAY GARAGE","Surface",,"ST RTE 10 - N SIDE - BETW WM BEERS RD & PINES BROOK RD","WALTON","NY","USA","13856","42.16","-75.16","(42.16, -75.16)"
"Industrial","NY0247901","FALLSBURG TERMINALS","Surface",,"GLEN WILD RD","WOODRIDGE","NY","USA","12789","41.67","-74.58","(41.67, -74.58)"
"Industrial","NY0268518","CASTLETON ENERGY CENTER","Surface",,"1902 RIVER RD|ST RTE 9J","CASTLETON ON HUDSON","NY","USA","12033","42.54","-73.75","(42.54, -73.75)"
"Municipal","NY0108430","CORFU - V STP","Surface","0.135","FIELDCREST DR","CORFU","NY","USA","14036","42.96","-78.41","(42.96, -78.41)"
"Industrial","NY0072257","SENECA FOODS CORP","Both","1.07","100 GAMBEE RD","GENEVA","NY","USA","14456","42.89","-76.98","(42.89, -76.98)"
"Industrial","NY0262790","MAINTENANCE SUBHEADQUARTERS","Surface",,"ST RTE 23 - N SIDE AT MURPHY RD","STAMFORD","NY","USA","12167","42.41","-74.6","(42.41, -74.6)"
"Municipal","NY0026107","PORT RICHMOND WASTEWATER RESOURCE RECOVERY FACILITY","Surface","60","1801 RICHMOND TER","STATEN ISLAND","NY","USA","10310","40.64","-74.13","(40.64, -74.13)"
"Industrial","NY0105511","AW MACK MANUFACTURING CO INC","Surface","0.0008","1098 DUTCHESS TPKE","POUGHKEEPSIE","NY","USA","12603","41.72","-73.86","(41.72, -73.86)"
"Municipal","NY0243493","KISSING BRIDGE SEWER DISTRICT #2","Surface","0.025","KISSING BRIDGE LN","CONCORD","NY","USA","14055","42.6","-78.65","(42.6, -78.65)"
"Industrial","NY0252816","EVANEM VINEYARDS LLC","Ground","0.0009","3165 MAIN RD","LAUREL","NY","USA","11948","40.97","-72.56","(40.97, -72.56)"
"Industrial","NY0227196","ISLAND CAR WASH","Ground","0.0005","1830 MIDDLE COUNTRY RD|SCTM 200-487-400-1001","CENTEREACH","NY","USA","11720","40.86","-73.08","(40.86, -73.08)"
"Municipal","NY0028339","FRANK E VAN LARE WASTEWATER TREATMENT","Surface","135","1574 LAKE SHORE BLVD","ROCHESTER","NY","USA","14617","43.24","-77.58","(43.24, -77.58)"
"Municipal","NY0021504","WARSAW STP","Surface","1.2","240 PURDY AVE","WARSAW","NY","USA","14569","42.75","-78.14","(42.75, -78.14)"
"Industrial","NY0267309","Suffolk County Water Authority","Ground","0.086","ENTIRE WATER DISTRICT WIDE","SUFFOLK","NY","USA",,"40.96","-72.26","(40.96, -72.26)"
"Industrial","NY0204153","MONARCH PLASTICS INC","Surface","0.075","225 FALCONER ST","FREWSBURG","NY","USA","14738","42.07","-79.16","(42.07, -79.16)"
"Municipal","NY0030066","NORTHAMPTON SACANDAGA PARK SEWER DIST","Surface","0.075","ROOSEVELT TER","NORTHVILLE","NY","USA","12134","43.21","-74.18","(43.21, -74.18)"
"Industrial","NY0106780","OMEGA WIRE INC - WILLIAMSTOWN NY FACILITY","Surface","0.02","572 ST RTE 13","WILLIAMSTOWN","NY","USA","13493","43.43","-75.89","(43.43, -75.89)"
"Industrial","NY0155888","OTISCO LAKE WTP","Surface","0.0017","2460 LAWRENCE RD","MARCELLUS","NY","USA","13108","42.96","-76.34","(42.96, -76.34)"
