"name","url","agency","category","granularity","filter_value","rows","latitude","longitude","georeference"
"Certificate of Need Applications: Beginning 1974","http://health.data.ny.gov/d/h343-jwie","Health, Department of","Health","Municipality","UTICA","84","43.102016","-75.230012","POINT (-75.230012 43.102016)"
"Certificate of Need Applications: Beginning 1974","http://health.data.ny.gov/d/h343-jwie","Health, Department of","Health","Municipality","CHITTENANGO","4","43.042845","-75.86801","POINT (-75.86801 43.042845)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","PELHAM","9","40.912264","-73.809188","POINT (-73.809188 40.912264)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","MINEOLA","8","40.74607","-73.63462","POINT (-73.63462 40.74607)"
"Child and Adult Care Food Program Participation","http://health.data.ny.gov/d/dmn7-mpa8","Health, Department of","Health","Municipality","GOUVERNEUR","1","44.336822","-75.46305","POINT (-75.46305 44.336822)"
"County Mental Health Profiles, Phase 2: Beginning 2014","http://data.ny.gov/d/4uks-kzmv","Mental Health, Office of","Human Services","County","OTSEGO","121","42.6337636","-75.0326061","POINT (-75.0326061 42.6337636)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","YORKVILLE","9471","43.113165","-75.27095","POINT (-75.27095 43.113165)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","TYRONE","3","42.40824","-77.058208","POINT (-77.058208 42.40824)"
"All Payer Patient Safety Indicators (PSI) Composite Measures by Hospital: Beginning 2009","http://health.data.ny.gov/d/jjir-cuty","Health, Department of","Health","County","ST LAWRENCE","40","44.4963907","-75.0689699","POINT (-75.0689699 44.4963907)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","SCHENECTADY","12","42.814219","-73.944103","POINT (-73.944103 42.814219)"
"Adult Arrests 18 and Older by County:  Beginning 1970","http://data.ny.gov/d/rikd-mt35","Criminal Justice Services, Division of","Public Safety","County","DUTCHESS","52","41.7651483","-73.7428624","POINT (-73.7428624 41.7651483)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","CARROLL","5","42.054174","-79.15832","POINT (-79.15832 42.054174)"
"County Level Attainment Status of National Ambient Air Quality Standards (NAAQS)","http://data.ny.gov/d/p58z-ik4q","Environmental Conservation, Department of","Energy & Environment","County","BRONX","8","40.849116","-73.8529523","POINT (-73.8529523 40.849116)"
"Census 2000 and 2010 Population, Villages","http://data.ny.gov/d/gxct-stum","Empire State Development","Government & Finance","Municipality","KENMORE","1","42.962823","-78.870039","POINT (-78.870039 42.962823)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","SOUTHAMPTON","12685","40.887045","-72.389644","POINT (-72.389644 40.887045)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","FRIENDSHIP","2","42.207973","-78.133696","POINT (-78.133696 42.207973)"
"All Payer Hospital Inpatient Discharges by Patient County of Residence (SPARCS De-Identified): Beginning 2009","http://health.data.ny.gov/d/swz6-xxvm","Health, Department of","Health","County","GREENE","112","42.2765198","-74.1227065","POINT (-74.1227065 42.2765198)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","RENSSELAER","4","42.64735","-73.739147","POINT (-73.739147 42.64735)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","DANNEMORA","1","44.722193","-73.720542","POINT (-73.720542 44.722193)"
"Annual Population Estimates for New York State and Counties: Beginning 1970","http://data.ny.gov/d/krt9-ym2k","Labor, Department of","Government & Finance","County","ST LAWRENCE","58","44.4963907","-75.0689699","POINT (-75.0689699 44.4963907)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","SARANAC","3447","44.66068","-73.734631","POINT (-73.734631 44.66068)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","BATAVIA","11","42.99691","-78.186028","POINT (-78.186028 42.99691)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","COLTON","7","44.553012","-74.939528","POINT (-74.939528 44.553012)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","WINDSOR","3844","42.076733","-75.640072","POINT (-75.640072 42.076733)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","County","MADISON","22102","42.9127746","-75.6696659","POINT (-75.6696659 42.9127746)"
"Advantage After School Program","http://data.ny.gov/d/ae9a-zs4q","Children and Family Services, Office of","Human Services","Municipality","BUFFALO","5","42.887691","-78.879374","POINT (-78.879374 42.887691)"
"Alternative Fuel Stations in New York","http://data.ny.gov/d/bpkx-gmh7","Energy Research and Development Authority","Energy & Environment","Municipality","SCHODACK","1","42.529801","-73.680908","POINT (-73.680908 42.529801)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","IRVINGTON","1","41.036778","-73.863966","POINT (-73.863966 41.036778)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","ROSLYN","154","40.799904","-73.650719","POINT (-73.650719 40.799904)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","HAMMOND","1","44.448252","-75.692014","POINT (-75.692014 44.448252)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","NUNDA","3","42.579285","-77.939761","POINT (-77.939761 42.579285)"
"Citizen Statewide Lake Monitoring Assessment Program (CSLAP) Lakes","http://data.ny.gov/d/b6x3-58ht","Environmental Conservation, Department of","Energy & Environment","Municipality","CORINTH","3","43.244378","-73.83166","POINT (-73.83166 43.244378)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","County","TOMPKINS","74","42.4520163","-76.4736586","POINT (-76.4736586 42.4520163)"
"Child and Adult Care Food Program Participation","http://health.data.ny.gov/d/dmn7-mpa8","Health, Department of","Health","Municipality","CLAYTON","1","44.240844","-76.0885","POINT (-76.0885 44.240844)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","SODUS POINT","2","43.27029","-76.989027","POINT (-76.989027 43.27029)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","RICHFORD","1","42.356353","-76.200683","POINT (-76.200683 42.356353)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","GREAT NECK ESTATES","1","40.785374","-73.738328","POINT (-73.738328 40.785374)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","ULSTER","2","41.956634","-73.968534","POINT (-73.968534 41.956634)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","BIG FLATS","57","42.134045","-76.942105","POINT (-76.942105 42.134045)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","OSSINING","29","41.161025","-73.861192","POINT (-73.861192 41.161025)"
"Child Welfare and Community Services Funded Programs","http://data.ny.gov/d/ahjq-dbec","Children and Family Services, Office of","Human Services","Municipality","EAST HAMPTON","3","40.964652","-72.194744","POINT (-72.194744 40.964652)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","CHURCHVILLE","36","43.104368","-77.884697","POINT (-77.884697 43.104368)"
"County Mental Health Profiles: 2006-2016","http://data.ny.gov/d/xgig-n5ch","Mental Health, Office of","Human Services","County","HERKIMER","57","43.4197021","-74.962498","POINT (-74.962498 43.4197021)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","SCIPIO","430","42.78356","-76.558876","POINT (-76.558876 42.78356)"
"Bridge Conditions, NYS Department of Transportation","http://data.ny.gov/d/wpyb-cjy8","Transportation, Department of","Transportation","County","GENESEE","164","43.0009335","-78.1937113","POINT (-78.1937113 43.0009335)"
"Child and Adult Care Food Program Participation","http://health.data.ny.gov/d/dmn7-mpa8","Health, Department of","Health","Municipality","SOUTHAMPTON","1","40.887045","-72.389644","POINT (-72.389644 40.887045)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","FORT EDWARD","11","43.267076","-73.584836","POINT (-73.584836 43.267076)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","SLEEPY HOLLOW","24","41.092455","-73.862459","POINT (-73.862459 41.092455)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","County","ERIE","14327","42.7582365","-78.7796596","POINT (-78.7796596 42.7582365)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","DUNKIRK","2709","42.481338","-79.333958","POINT (-79.333958 42.481338)"
"Brownfield Redevelopment Credit: Beginning Calendar Year 2005","http://data.ny.gov/d/vud8-75x8","Taxation and Finance, Department of","Government & Finance","Municipality","ULSTER","5","41.956634","-73.968534","POINT (-73.968534 41.956634)"
"Campgrounds by County Outside Adirondack & Catskill Forest Preserve","http://data.ny.gov/d/5zxz-z3ci","Parks, Recreation and Historic Preservation, Office of","Recreation","County","SCHOHARIE","1","42.5882193","-74.4421176","POINT (-74.4421176 42.5882193)"
"Census 2000 and 2010 Population, Villages","http://data.ny.gov/d/gxct-stum","Empire State Development","Government & Finance","Municipality","SOUTH DAYTON","1","42.361702","-79.051114","POINT (-79.051114 42.361702)"
"Chronic Disease Evidence-Based Self-Management Programs (QTAC): Location, Delivery and Capacity Data","http://health.data.ny.gov/d/dhmw-ig8b","Health, Department of","Health","County","ONONDAGA","17","43.0057954","-76.194642","POINT (-76.194642 43.0057954)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","LYNDONVILLE","129","43.32126","-78.388775","POINT (-78.388775 43.32126)"
"Case-Specific Beneficial Use Determinations: Beginning 1988","http://data.ny.gov/d/id6x-swrj","Environmental Conservation, Department of","Energy & Environment","Municipality","ASHLAND","1","42.30347","-74.333332","POINT (-74.333332 42.30347)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","CELORON","7","42.107693","-79.282981","POINT (-79.282981 42.107693)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","HARTWICK","1","42.659893","-75.048865","POINT (-75.048865 42.659893)"
"Childhood Blood Lead Testing and Elevated Incidence by Zip Code: Beginning 2000","http://health.data.ny.gov/d/d54z-enu8","Health, Department of","Health","County","COLUMBIA","577","42.2500832","-73.6318482","POINT (-73.6318482 42.2500832)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","CHEMUNG","7","42.00833","-76.623596","POINT (-76.623596 42.00833)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","OSSINING","8","41.161025","-73.861192","POINT (-73.861192 41.161025)"
"Creating Healthy Places Intervention Locations","http://health.data.ny.gov/d/jxme-znux","Health, Department of","Health","Municipality","HORSEHEADS","3","42.167526","-76.820713","POINT (-76.820713 42.167526)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","VESTAL","4042","42.085651","-76.049207","POINT (-76.049207 42.085651)"
