"unique_case_id","electric_utility","gas_utility","county","region","climate_zone","confirm_multifamily_unit","job_title","electric_metering","organization_s_years_of_property_management","range_of_units_in_building","number_of_separate_buildings","other_nys_properties","number_of_other_nys_properties","other_nys_properties_built_after_january_2012","other_business_present","other_business_professional","other_business_food","other_business_retail","other_business_education","other_business_health","other_business_other","percentage_floor_space_non_residential","number_of_living_units","percentage_occupied_units","number_of_stories_of_average_building","common_area_buildings","number_of_common_area_buildings","common_area_buildings_gym","common_area_buildings_club_house","common_area_buildings_office","common_area_buildings_laundry","common_area_buildings_maintenance","common_area_buildings_storage","common_area_buildings_community","common_area_buildings_boiler","common_area_buildings_garage","common_area_buildings_other","year_built","major_renovations_past_five_years","past_renovations_units","past_renovations_common_area","past_renovations_building","past_renovations_storm_damage","past_renovations_hvac","past_renovations_other","past_renovations_lighting","past_renovations_cosmetic","major_renovations_next_five_years","future_renovations_units","future_renovations_common_area","future_renovations_building","future_renovations_storm_damage","future_renovations_hvac","future_renovations_other","future_renovations_lighting","future_renovations_cosmetic","percentage_studios","percentage_1_bedroom","percentage_2_bedroom","percentage_3_bedroom","natural_gas_service","natural_gas_metering"
"235","ConEd","NA","New York","New York City","4","Yes","Senior property manager","Individual metered plus separate meters for common area","50","5 or more units","1","Yes","350","Yes","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","3","100","100%","20","Yes","1","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","1980 to 1989","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Don’t know","Don’t know","Don’t know","Don’t know","No","Programmed skip"
"307","ConEd","NA","Bronx","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","102","5 or more units","2","Yes","14","Yes","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","162","100%","10","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","2000 to 2009","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","25%","0%","69%","6%","Yes","One master meter, no individual tenant unit meters"
"260","NYSEG","NA","Erie","Western New York","5","Yes","Property / Leasing manager / Associate","Master meter for total building plus sub-meter for individual tenant units","45","5 or more units","20","Yes","42","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","410","90%","2","Yes","1","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","1970 to 1979","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","0%","0%","97%","3%","Yes","One master meter, no individual tenant unit meters"
"318","ConEd","NA","King (Brooklyn)","New York City","4","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","20","5 or more units","1","Yes","100","Yes","Yes","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","4","490","97%","51","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","2011","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","40%","40%","20%","0%","Yes","One master meter, no individual tenant unit meters"
"358","ConEd","NA","Queens","New York City","4","Programmed skip","Other","Individual metered plus separate meters for common area","21","5 or more units","1","Yes","2","Yes","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","100","100%","7","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1990 to 1999","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","25%","74%","1%","0%","Yes","One master meter, no individual tenant unit meters"
"212","ConEd","NA","New York","New York City","4","Programmed skip","Senior property manager","Individual metered plus separate meters for common area","20","5 or more units","1","No","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","5","31","100%","10","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1990 to 1999","Yes","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","0%","0%","50%","50%","Yes","Individual metered plus separate meters for common area"
"280","ConEd","NA","New York","New York City","4","Yes","Other","Individual metered plus separate meters for common area","Don’t know","5 or more units","2","Yes","400","Yes","Yes","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","27","654","100%","31","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1980 to 1989","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","41%","40%","19%","0%","Yes","One master meter, no individual tenant unit meters"
"282","ConEd","NA","Queens","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","27","5 or more units","8","Yes","70","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","125","100%","3","Yes","1","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","1980 to 1989","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","0%","100%","0%","Yes","Individual metered plus separate meters for common area"
"216","ConEd","NA","Bronx","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","8","5 or more units","1","Yes","45","Yes","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","32","100%","5","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","10%","80%","10%","Yes","All individual metered tenant units, no master meter"
"214","ConEd","Consolidated Edison Company Of N Y","New York","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","20","5 or more units","1","Yes","50","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","16","100%","5","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Don’t know","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","100%","0%","0%","Yes","Individual metered plus separate meters for common area"
"215","National Grid","NA","Schenectady","Capital District","5","Yes","Other","Individual metered plus separate meters for common area","35","5 or more units","1","Yes","5","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","185","100%","12","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1970 to 1979","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","100%","0%","0%","Yes","One master meter, no individual tenant unit meters"
"226","National Grid","NA","Onondaga","Central New York","5","Yes","Property / Leasing manager / Associate","Master meter for total building plus sub-meter for individual tenant units","10","5 or more units","7","Yes","10","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","66","90%","3","Yes","1","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","1980 to 1989","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","0%","33%","67%","0%","Don’t know","Programmed skip"
"217","ConEd","NA","King (Brooklyn)","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","10","5 or more units","1","Yes","9","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","8","100%","4","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","0%","100%","0%","Yes","One master meter, no individual tenant unit meters"
