"project_number","program_name","project_type","activity","contract_amount","organization","county","municipality","current_status","residential_units_existing","residential_units_new","civic_units_existing","civic_units_new","commercial_units_existing","commercial_units_new"
"20083249","HOME","LPA","CNSTR/RHAB","430000","SYRACUSE MODEL NEIGHBORHOOD CORPORATION","ONONDAGA","SYRACUSE","CMPL","8","0","0","0","0","0"
"20083248","HOME","LPA","CNSTR/RHAB","270000","RURAL HOUSING OPPORTUNITIES CORPORATION","GENESEE","MULTI-MUNI","CMPL","18","0","0","0","0","0"
"20083247","HOME","LPA","CNSTR/RHAB","156979","RURAL HOUSING OPPORTUNITIES CORPORATION","WAYNE","MULTI-MUNI","CMPL","9","0","0","0","0","0"
"20083246","HOME","LPA","MTGE ASST","159523","SOUTHERN HILLS PRESERVATION CORP.","ONONDAGA","MULTI-MUNI","CMPL","3","0","0","0","0","0"
"20083245","HOME","LPA","CNSTR/RHAB","399600","WEST SIDE NEIGHBORHOOD HOUSING SERVICES, INC.","ERIE","BUFFALO","CMPL","19","0","0","0","0","0"
"20083244","HOME","LPA","CNSTR/RHAB","300000","HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.","ESSEX","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20083243","HOME","LPA","MTGE ASST","399500","REGIONAL ECONOMIC COMMUNITY ACTION PROGRAM, INC.","ORANGE","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20083242","HOME","LPA","MTGE ASST","77000","NEW OPPORTUNITIES COMMUNITY HOUSING DEVELOPMENT CORP.","ERIE","MULTI-MUNI","CMPL","5","0","0","0","0","0"
"20083241","HOME","LPA","CNSTR/RHAB","393947","CITY OF COHOES","ALBANY","COHOES","CMPL","23","0","0","0","0","0"
"20083239","HOME","LPA","CNSTR/RHAB","300000","COUNTY OF WARREN","WARREN","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20083236","HOME","LPA","MTGE ASST","300000","RURAL HOUSING OPPORTUNITIES CORPORATION","ONTARIO","MULTI-MUNI","CMPL","15","0","0","0","0","0"
"20083234","HOME","LPA","CNSTR/RHAB","214915","RURAL REVITALIZATION CORP.","CATTARAUGUS","OLEAN","CMPL","10","0","0","0","0","0"
"20083233","HOME","LPA","MTGE ASST","171389","HOMEFRONT, INC.","ERIE","BUFFALO","CMPL","5","0","0","0","0","0"
"20083232","HOME","LPA","CNSTR/RHAB","400000","OTSEGO RURAL HOUSING ASSISTANCE, INC.","OTSEGO","MULTI-MUNI","CMPL","22","0","0","0","0","0"
"20083231","HOME","LPA","MTGE ASST","220000","RURAL HOUSING OPPORTUNITIES CORPORATION","ORLEANS","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20083228","NYMS","LPA","CNSTR/RHAB","200000","SNOW BELT HOUSING COMPANY, INC.","LEWIS","LOWVILLE","CMPL","14","0","1","0","9","0"
"20083227","HOME","LPA","MTGE ASST","0","ST LAWRENCE COUNTY HOUSING COUNCIL, INC.","ST LAWRENCE","MULTI-MUNI","INA","2","0","0","0","0","0"
"20083226","HOME","LPA","MTGE ASST","300000","COMMUNITY HOUSING INNOVATIONS, INC.","MULTI-COUNTY",,"CMPL","11","0","0","0","0","0"
"20083225","HOME","LPA","CNSTR/RHAB","399803","COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.","RENSSELAER","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20083223","HOME","LPA","CNSTR/RHAB","400000","ALBANY COUNTY OPPORTUNITY, INC. DBA ALBANY COMMUNITY ACTION PARTNERSHIP","ALBANY","WATERVLIET","CMPL","18","0","0","0","0","0"
"20083220","HOME","LPA","CNSTR/RHAB","85492","GROWEST, INC.","ONEIDA","UTICA","CMPL","1","0","0","0","0","0"
"20083219","HOME","LPA","CNSTR/RHAB","400000","ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.","ALBANY","MULTI-MUNI","CMPL","22","0","0","0","0","0"
"20083218","NYMS","LPA","CNSTR/RHAB","200000","LAKE CITY LOCAL DEVELOPMENT CORP.","CLINTON","PLATTSBURGH","CMPL","2","0","1","0","11","0"
"20083217","NYMS","LPA","CNSTR/RHAB","137862","SNOW BELT HOUSING COMPANY, INC.","LEWIS","CROGHAN","CMPL","5","0","3","0","2","0"
"20083216","HOME","LPA","CNSTR/RHAB","259200","FRIENDS OF THE NORTH COUNTRY, INC.","CLINTON","MULTI-MUNI","CMPL","8","0","0","0","0","0"
