"facility_name","location_address","location_address2","city","state","zip_code","county","region","phone_number","owner_name","owner_type","activity_desc","activity_number","active","east_coordinate","north_coordinate","accuracy_code","waste_types","authorization_number","authorization_issue_date","expiration_date","georeference"
"Quakertown Road Mine","3870-4198 County Route 20",,"Warsaw","NY","14569","Wyoming","9","5857862571","WYCO Construction; Inc.","Private","CDDHRF - asphalt pavement and millings - registration","[61C20016]","Yes","236193","4734537","4.2 - Utilization of GIS and existing spatial data","Asphalt Millings;Asphalt Pavement","61C20016","2021-05-27T00:00:00.000","2026-05-27T00:00:00.000",
"S&M Prompt Rubbish Removal Service Inc","7 Linden Place",,"Oceanside","NY","11572","Nassau","1","5167642950","Salvatore Mancuso","Private","Transfer station - permit","[30T100]","Yes","613894","4497828","1 - No accuracy stated","Construction & Demolition Debris;Waste Tires;Commingled Paper & Containers","1-2820-04784/00001","2014-07-21T00:00:00.000","2019-04-12T00:00:00.000","7 Linden Place
Oceanside, NY 11572
(40.623005, -73.653621)"
"Savy's Recycling Inc","27 Montclair Ave",,"St. James","NY","11780","Suffolk","1","6319798450","Savy's Recycling Inc.","Private","C&D processing - registration","[52W181R]","Yes","654743","4525104",,"Asphalt;Brick;Concrete;Rock;Soil (Clean)","52W181R","2013-05-01T00:00:00.000",,"27 Montclair Ave
St. James, NY 11780
(40.86371, -73.165206)"
"Beacon (C)","90-96 Dennings Avenue",,"Beacon","NY","12508","Dutchess","3","8458314390","City of Beacon",,"Composting - yard waste  - registration","[14Y01]","Yes","585022","4595693","4.3 - Utilization of Digital Orthophoto Quads",,"14Y01","2006-05-18T00:00:00.000",,"90-96 Dennings Avenue
Beacon, NY 12508
(41.494477, -73.981726)"
"Maloy - Dennis Pit","Osborne Road",,"Colonie","NY","12211","Albany","4",,"James H Maloy Inc","Private","C&D processing - registration","[01W13]","Yes","600721","4729468",,,"01W13","2011-07-29T00:00:00.000",,
"Scotland Yards","198 New Scotland South Road",,"Slingerlands","NY","12159","Albany","4","5184390600","HGNS Inc.","Private","Composting - yard waste  - registration","[01Y21]","Yes","588706","4720203","4.2 - Utilization of GIS and existing spatial data",,"01Y21R","2012-02-21T00:00:00.000",,"198 New Scotland South Road
Slingerlands, NY 12159
(42.611599, -73.906539)"
"Liberty Bell Trucking","1341 Route 52",,"Carmel","NY","10512","Putnam","3","8458789294","Liberty Bell Trucking","Private","C&D processing - registration","[40W04]","Yes","609758","4596121",,"Asphalt;Concrete;Construction & Demolition Debris",,,,"1341 Route 52
Carmel, NY 10512
(41.509107, -73.684003)"
"Geneseo Transfer Station          (T)","4952 Warner Road",,"Geneseo","NY","14454","Livingston","8","5852431544","Town of Geneseo","Municipal","Transfer facility - registration","[26T10018]","Yes","273578","4739609","1 - No accuracy stated","MSW (Residential/Institutional & Commercial);Commingled Paper & Containers;Metals (Ferrous & Non-Ferrous);Electronics;Corrugated Cardboard;Newspaper;Waste Tires","26T10018","2018-05-02T00:00:00.000","2023-05-01T00:00:00.000","4952 Warner Road
Geneseo, NY 14454
(42.778194, -77.76719)"
"University at Buffalo (SUNY) South Campus","220 Winspear Avenue","278 Biomedical Research Building","Buffalo","NY","14215","Erie","9","7168293301","University at Buffalo (SUNY)","State","RMW - treatment at the site of generation - registration","[15J20082]","Yes","188523","4762264","4.2 - Utilization of GIS and existing spatial data","Regulated Medical Waste","15J20082","2021-01-08T00:00:00.000","2026-01-08T00:00:00.000","220 Winspear Avenue
Buffalo, NY 14215
(42.949042, -78.818336)"
"Pleasant Valley Wine Co","8260 Pleasant Valley Road",,"Hammondsport","NY","1840","Steuben","8","6075696133","Doyle Acquisiton Corp.","Private","Land application - UFPW - registration","[51A30020]","Yes","314596","4696798","4 - GIS Assisted","Non-recognizable Food Processing Waste","51A30020","2019-08-02T00:00:00.000","2024-08-01T00:00:00.000","8260 Pleasant Valley Road
Hammondsport, NY 1840
(42.402175, -77.251492)"
"Cicero Ready Mix Plant And Aggregate Storage Facility","770 Northern Boulevard",,"Cicero","NY","13057","Onondaga","7","3154335115","Riccelli Northern LLC","Private","CDDHRF - asphalt pavement and millings - registration","[34C20077]","Yes","411605","4777355","1 - No accuracy stated","Asphalt Millings;Asphalt Pavement","34C20077","2020-02-07T00:00:00.000","2025-02-06T00:00:00.000",
"Auburn Landfill No 2","311 N. Division St.",,"Auburn","NY","13021","Cayuga","7","3152526441","City of Auburn","Municipal","Composting - yard trimmings - registration","[06P10002]","Yes","369852","4756819",,"Yard Waste","06P10002","2018-07-03T00:00:00.000","2023-05-03T00:00:00.000","311 N. Division St.
Auburn, NY 13021
(42.951885, -76.586778)"
"Lowman Drop-off Center","1488 County Rte 60",,"Lowman","NY","14861","Chemung","8","8002273552","Chemung County","County","RHRF - 5 tpd or less - registration","[08R10012]","Yes","360714","4654334","4.1 - Address Matching","Single Stream","08R10012","2020-03-27T00:00:00.000","2025-03-26T00:00:00.000",
"Keith Brothers Dairy","555 Mason Road",,"Waterville","NY","13480","Oneida","6","3158418225","Dustin Keith",,"Storage - manure & food processing waste - registration","[33A20009]","Yes","465582","4748585","1 - No accuracy stated","Non-recognizable Food Processing Waste","33A20009","2019-04-18T00:00:00.000","2024-04-17T00:00:00.000","555 Mason Road
Waterville, NY 13480
(42.890047, -75.422003)"
"East Northport Landfill","101 Town Line Rd",,"East Northport","NY","11731","Suffolk","1","6313513187","Town of Huntington","Municipal","Transfer facility - registration","[52T10353]","Yes","644261","4527112","4.3 - Utilization of Digital Orthophoto Quads","Yard Waste","52T10353","2021-07-01T00:00:00.000","2026-07-01T00:00:00.000","101 Town Line Rd
East Northport, NY 11731
(40.880333, -73.286591)"
"New Style Recycling Corp","49-10 Grand Avenue",,"Maspeth","NY","11378","Queens","2","7183264175","Antoinette Cristina","Private","C&D processing - permit","[41CD0053]","Yes","591300","4507948",,"Construction & Demolition Debris;Soil (Clean);Wood (Clean);Concrete;Metals (Non-Ferrous);Metals (Ferrous);Wood (Unadulterated);Paper / Cardboard;Plastics;Waste Tires;Wood (Unadulterated Pallets)","2-6304-00021/00003","2017-03-10T00:00:00.000","2022-03-09T00:00:00.000","49-10 Grand Avenue
Maspeth, NY 11378
(40.717512, -73.918967)"
"South Island Industries","2 Rason Rd",,"Inwood","NY","11096","Nassau","1","5163711842","Bill Haughland","Private","C&D processing - registration","[30W15R]","Yes","606273","4498313",,"Concrete;Soil (Clean);Rock","30W15R","1998-12-16T00:00:00.000",,"2 Rason Rd
Inwood, NY 11096
(40.628093, -73.744058)"
"North Norwich Recycling Facility","6701 NYS Route 12",,"Norwich","NY","13815","Chenango","7","6073371815","Chenango County","County","RHRF - 5 tpd or less - registration","[09R10015]","Yes","456379","4715415","4.3 - Utilization of Digital Orthophoto Quads","Paper / Cardboard;Junk Mail;Newspaper;Commingled Containers;Metals (Ferrous);Metals (Non-Ferrous);White Goods;Plastics;Electronics","09R10015","2019-02-20T00:00:00.000","2024-02-20T00:00:00.000",
"Ptacek Farm","Button Rd and Sawmill Rd",,"Granville","NY","12832","Washington","5","5183830137","New England Waste Services of ME; Inc. DBA Casella Organics",,"Land application - UFPW - registration","[58A30003]","Yes","638397","4799573",,"Sludge (Papermill)","58A30003","2018-06-21T00:00:00.000","2023-04-23T00:00:00.000",
"R F Koskowski Automotive Sales","857 Hannibal Street",,"Fulton","NY","13069","Oswego","7","3155936310","Ronald F. Koskowski","Private","VDF - small - registration","[38V20030]","Yes","383239","4797983",,"End of Life Vehicles","38V20030","2019-05-08T00:00:00.000","2024-05-07T00:00:00.000","857 Hannibal Street
Fulton, NY 13069
(43.325928, -76.440136)"
"Emerson Recycling Corp","63-65 Emerson Place",,"Brooklyn","NY","11205","Kings","2","7186221799","Stephen Leone","Private","RHRF - registration","[24MF5]","Yes","587665","4505510",,"Commingled Paper;Metals (Aluminum);Paper / Cardboard;Office Paper","24MF5",,,"63-65 Emerson Place
Brooklyn, NY 11205
(40.695801, -73.962596)"
"Rich Thaine Repair","12517 Ridge Road",,"Medina","NY","14103","Orleans","8","5857981234","Richard Thaine","Private","Motor vehicle repair shop - small - registration","[37V10005]","Yes","230917","4796999","1 - No accuracy stated","Scrap Metal - Aluminum ;Scrap Metal - Ferrous ;Scrap Metal - Non-ferrous","37V10005","2020-01-03T00:00:00.000","2025-01-03T00:00:00.000","12517 Ridge Road
Medina, NY 14103
(43.278859, -78.312071)"
"Ontario Composting Facility","2200 Lake Road",,"Ontario","NY","14519","Wayne","8","3155242941","Town of Ontario WWTP","Municipal","Composting - biosolids/other - permit","[59C02]","Yes","315345","4793822","4.3 - Utilization of Digital Orthophoto Quads","Biosolids","8-5434-00006/00005","2018-01-05T00:00:00.000","2023-01-04T00:00:00.000","2200 Lake Road
Ontario, NY 14519
(43.27552, -77.277764)"
"B&B Auto Salvage","9362 State Route 9",,"Chazy","NY","12921","Clinton","5","5188467800","Robert Bourgeois","Private","VDF - small - registration","[10V20002]","Yes","624534","4969841","4 - GIS Assisted","End of Life Vehicles","10V20002","2019-07-25T00:00:00.000","2024-07-25T00:00:00.000","9362 State Route 9
Chazy, NY 12921
(44.870298, -73.422983)"
"Long Island Compost Farm #28","407 Wading River Road",,"Riverhead","NY","11949","Suffolk","1",,"Long Island Compost Corp.","Private","Composting - yard trimmings - registration","[52P10343]","Yes","684680","4522914","4.3 - Utilization of Digital Orthophoto Quads","Yard Waste;Source Separated Organic Waste (SSOW)","52-0343","2021-04-29T00:00:00.000","2023-04-28T00:00:00.000","407 Wading River Road
Riverhead, NY 11949
(40.834926, -72.809779)"
"Repurposed Organics LLC; Ogden Rd Farm","Ogden Road Farm","6195 Ogden Rd","Westfield","NY","14787","Chautauqua","9","7162344026","Robert Schofield","Private","Land application - UFPW - registration","[07A30004]","Yes","121548","4689906","1.1 - Obtained from original submission and unverified process","Non-recognizable Food Processing Waste","07A30004","2018-07-16T00:00:00.000","2023-07-16T00:00:00.000",
"Cooper Tank and Welding Corp","222 Maspeth Avenue",,"Brooklyn","NY","11211","Kings","2","7183847727","Adrienne Cooper","Private","C&D processing - permit","[24W21]","Yes","590039","4507913",,"Construction & Demolition Debris;Metals (Ferrous);Metals (Non-Ferrous);Plastics;Paper / Cardboard;Wood (Chips);Concrete","2-6101-00061/00003","2018-11-02T00:00:00.000","2020-10-28T00:00:00.000","222 Maspeth Avenue
Brooklyn, NY 11211
(40.717386, -73.933984)"
"Lardon Construction - Blasdell","202 Lake Avenue",,"Blasdell","NY","14219","Erie","9","7168224642","Jonathan G. Palmer","Private","C&D processing - registration","[15W37]","Yes","186433","4745461","4.2 - Utilization of GIS and existing spatial data","Wood (Pallets & Crates);Wood (Clean);Wood (Brush/ Branches/ Trees/ Stumps);Wood (Unadulterated Pallets)","15W37","2002-10-10T00:00:00.000",,"202 Lake Avenue
Blasdell, NY 14219
(42.797713, -78.834708)"
"Casings Inc","1811 Harrison Ave",,"Bayshore","NY","11706","Suffolk","1","5189439404","Casing Inc.","Private","Waste tire storage - permit","[52K08]","Yes","644827","4514466","4.3 - Utilization of Digital Orthophoto Quads","Waste Tires;Tire","1-4728-04495/00001","2017-05-08T00:00:00.000","2022-05-07T00:00:00.000","1811 Harrison Ave
Bayshore, NY 11706
(40.767666, -73.284447)"
"Petro Recycling LLC (290East 132Street)","290 East 132 Street",,"Bronx","NY","10454","Bronx","2","9147778292","Petro Recycling LLC","Private","C&D processing - registration","[03W81]","Yes","590357","4517827","4.3 - Utilization of Digital Orthophoto Quads","Concrete;Asphalt;Rock;Soil (Clean)","03W81",,,"290 East 132 Street
Bronx, NY 10454
(40.806785, -73.929359)"
"Wiley Trash Removal","291 Kingsley Road",,"Massena","NY","13662","St. Lawrence","6","3157640038","Greg Wiley","Private","RHRF - 5 tpd or less - registration","[45R10011]","Yes","505695","4976261","4.1 - Address Matching","Paperboard/Boxboard;Single Stream;Commingled Paper","45R10011","2019-11-16T00:00:00.000","2024-11-15T00:00:00.000","291 Kingsley Road
Massena, NY 13662
(44.939339, -74.927564)"
"Half Hollow Nursery Inc.   (2120 Main Rd.)","2120 Main Road",,"Laurel","NY","11948-0536","Suffolk","1",,"Half Hollow Nursery inc","Private","Composting - yard waste  - registration","[52Y59R]","Yes","705240","4538173","1 - No accuracy stated","Yard Waste","52Y59R","2006-01-17T00:00:00.000",,"2120 Main Road
Laurel, NY 11948-0536
(40.969013, -72.561001)"
"Heuvelton (Village) Land Application Facility","Various fields in Oswegatchie (T) and Heuvelton (V)",,"Oswegatchie (T)/Heuvelton (V)","NY","13654","St. Lawrence","6","3153442214","Village of Heuvelton","Municipal","Land application - biosolids/septage/other - permit","[45L01]","Yes","476349","4919992","4.1 - Address Matching","Biosolids","6-4064-00008/00004","2015-08-27T00:00:00.000","2020-08-25T00:00:00.000",
"Munter Pit Land Clearing Debris Landfill","881 Murray Road",,"Middle Grove","NY","12850","Saratoga","5","5185846174","Munter Enterprises","Private","Landfill - land clearing debris","[46D22]","Yes","588905","4769666",,"Land Clearing Debris","46D22","2002-05-14T00:00:00.000",,"881 Murray Road
Middle Grove, NY 12850
(43.074247, -73.907366)"
"Bristol Hill RHRF","3125 State Rte. 3",,"Fulton","NY","13069","Oswego","7","3155922250","Oswego County DSW","Municipal","RHRF - greater than 5 tpd - registration","[38R20002]","Yes","390986","4799434","4.3 - Utilization of Digital Orthophoto Quads","Source Separated Recyclables (Metal/Glass/Paper/Plastic)","38R20002","2019-02-20T00:00:00.000","2024-02-20T00:00:00.000","3125 State Rte. 3
Fulton, NY 13069
(43.339737, -76.344947)"
"Ternoois Septic Tank Service","6022 Buerman Road",,"Sodus","NY","14551","Wayne","8","3154839356","Frank Ternoois","Private","Land application - septage - registration","[59A41008]","Yes","333874","4785925","1 - No accuracy stated","Septage","59A41008","2017-11-19T00:00:00.000","2022-11-18T00:00:00.000","6022 Buerman Road
Sodus, NY 14551
(43.22349, -77.038025)"
"Button Road Mine Site","Button Road",,"Halfmoon","NY","12065","Saratoga","5","5183556034","Carver Sand & Gravel; LLC","Private","C&D processing - registration","[46W08]","Yes","606091","4744279",,"Brick;Concrete;Asphalt;Soil (Clean);Rock","46W08","2017-06-26T00:00:00.000",,
"Sheesley's Sewer Service","Latta Brook Rd.",,"Breesport","NY","149816","Chemung","8","6077331862","Nina Sheesley",,"Land application - biosolids/septage/other - permit","[08AP0007]","Yes","349625","4666283","4.3 - Utilization of Digital Orthophoto Quads",,"8-0743-00033/00006","2020-02-14T00:00:00.000","2025-02-13T00:00:00.000",
"Vigliotti Recycling Corp Yard Waste Transfer Facility","100 Urban Avenue",,"Westbury","NY","11590","Nassau","1","5163346600","Vigliotti Recycling Corp.","Private","Transfer facility - permit","[30MP0144]","Yes","1","1",,"Yard Waste;Wood (Brush/ Branches/ Trees/ Stumps);Wood (Unadulterated)",,,,"100 Urban Avenue
Westbury, NY 11590
(40.758552, -73.563452)"
"Liotta Brothers Recycling Corp","4014 Daly Boulevard",,"Oceanside","NY","11572","Nassau","1","5168550235","Patrick Liotta; Jr.","Private","CDDHRF - permit","[30W08]","Yes","614027","4497512","4.3 - Utilization of Digital Orthophoto Quads","Construction & Demolition Debris;Wood (Brush/ Branches/ Trees/ Stumps);Wood (Chips);Wood (Unadulterated);Asphalt;Brick;Concrete;Soil (Clean);Street Sweepings;Roofing Shingles","1-2820-04489/00001","2019-06-12T00:00:00.000","2024-06-11T00:00:00.000","4014 Daly Boulevard
Oceanside, NY 11572
(40.620442, -73.651216)"
"Tarrytown (V) Yard Waste TS","Tower Hill Road",,"Tarrytown","NY","10591","Westchester","3","9148621819","Village of Tarrytown","Municipal","Transfer facility - registration","[60T101]","Yes","597105","4548811",,"Yard Waste;Wood (Brush/ Branches/ Trees/ Stumps)","60R35",,"2018-05-08T00:00:00.000",
"Scofield Transfer and Recycling Inc","8620 Sanders Road",,"Stafford","NY","14143","Genesee","8","5853437373","Bruce Scofield","Private","Transfer facility - permit","[19T07]","Yes","247550","4764995","1 - No accuracy stated","Construction & Demolition Debris;Metals (Ferrous & Non-Ferrous);Wood (Brush/ Branches/ Trees/ Stumps)","8-1844-00019/00006","2011-02-15T00:00:00.000","2021-02-14T00:00:00.000","8620 Sanders Road
Stafford, NY 14143
(42.99575, -78.095945)"
"Cox Industries LLC Processing Facility","135 Old Northport Road",,"Kings Park","NY","11754","Suffolk","1","6318139976","Cox Industries LLC","Private","CDDHRF - concrete rock brick - registration","[52C10354]","Yes","111111","1111111",,"Concrete;Brick;Rock","pending",,,"135 Old Northport Road
Kings Park, NY 11754
(40.871262, -73.270229)"
"L & D Acquisition; LLC","1 Lake Niagara Lane",,"Naples","NY","14512","Ontario","8","5855319000","L&D Acquisition; LLC / dba Hazlitt's Red Cat Cellars","Private","Land application - UFPW - registration","[35A30024]","Yes","303100","4721700","4.2 - Utilization of GIS and existing spatial data","Non-recognizable Food Processing Waste","35A30024","2021-06-02T00:00:00.000","2026-06-01T00:00:00.000","1 Lake Niagara Lane
Naples, NY 14512
(42.621482, -77.398169)"
