"the_geom","objectid","businessaddress","businessname","businessphone","businessstartdate","businesstype","businesslicensenumber","city","ownername","state","streetdirection","streetname","streetnumber","streetsuffix","suite","zip","locationx","locationy"
"POINT (-90.069592319717 29.947106392897)","319","638 CAMP ST","IDEA VILLAGE","5043043284","2003-02-01","0169 - PROF & MGMT DEVELOPMENT TRAINING","278223","NEW ORLEANS","M CARRERE/T WILLIAM/A BE","LA",,"CAMP","638","ST",,"70130-3424","3681053.49768","528462.078976"
"POINT (-90.096182228373 29.929682644513)","7644","1825 PENISTON ST","MAPWIDE TRANSPORTATION,LLC",,"2020-03-13","2004 - TRANSIT/GROUND PASSNGR TRANS, ALL OTH","288667","NEW ORLEANS","GUY COLE","LA",,"PENISTON","1825","ST",,"70115","3672701.39118","522034.268474"
"POINT (-90.07126004031 29.954315744099)","2542","900 CANAL ST","SUSAN & JOHNNA WOODSON",,"1979-03-06","5503 - DIRECT SELLING ESTABLISHMENTS, OTH","287951","NEW ORLEANS","SUSAN WOODSON & JOHNNA  WOODSON","LA",,"CANAL","900","ST","#6","70112","3680496.48795","531077.842498"
"POINT (-90.060951362633 29.960008997148)","2340","1024 CHARTRES ST","HOTEL PROVINCIAL","5045814995","2011-09-20","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","284982","NEW ORLEANS","HOTEL PROVINCIAL, LLC","LA",,"CHARTRES","1024","ST",,"70116","3683737.81845","533184.219076"
"POINT (-90.057078938539 29.964365075894)","8887","2202 ROYAL ST","2200 ROYAL STREET","5045830685","2014-08-11","3002 - LESSOR OF NONRES BLDGS (EX MINIWRHSE)","279338","NEW ORLEANS","2200 ROYAL STREET LLC","LA",,"ROYAL","2202","ST",,"70116","3684946.33628","534781.88583"
"POINT (-90.11467771052 29.916300981515)","1819","5300 TCHOUPITOULAS ST","SMOOTHIE KING","5048954340","2022-02-17","2064 - SNACK & NONALCOHOLIC BEVERAGE BARS","285325","NEW ORLEANS","SK NUMBER FIVE LLC","LA",,"TCHOUPITOULAS","5300","ST",,"70115","3666894.94452","517105.425525"
"POINT (-90.073182612543 29.943511889095)","5855","704 HOWARD AVE","CIRCLE K #2707672","5045863042","2011-11-16","1101 - CONVENIENCE STORES","282630","NEW ORLEANS","CIRCLE K STORES, INC.","LA",,"HOWARD","704","AVE",,"70130","3679930.89691","527142.464447"
"POINT (-89.989082417597 30.045518963975)","3848","8019 TRAPIER AVE","LAKESIDE APARTMENTS",,"2015-12-03","3305 - LESSOR OF RESIDENTIAL BLDGS/DWELLINGS","279015","NEW ORLEANS","A & V INVESTMENTS LLC","LA",,"TRAPIER","8019","AVE","APT 27","70127","3706129.47467","564538.594657"
"POINT (-90.076989294557 29.951922709288)","8402","3300 BIENVILLE ST","GIRGIS LLC","5042209158","2006-08-08","2001 - TAXI SERVICE","275142","NEW ORLEANS","GIRGIS, LLC","LA",,"BIENVILLE","3300","ST",,"70119","3678691.8167","530187.70942"
"POINT (-90.128803201185 29.951541561658)","619","1530 DANTE ST","JACOBS NEW LADDER","5048659931","2008-05-01","1185 - SPECIAL TRADE CONTRACTORS, ALL OTHER","284120","NEW ORLEANS","JACOBS NEW LADDER INC","LA",,"DANTE","1530","ST",,"70118","3662285.56352","529872.918721"
"POINT (-90.076989294557 29.951922709288)","64","415A WALKER ST","LAKEVIEW PRINTING CORP","5042887626","1993-09-13","0026 - COMMERCIAL PRINTING","287290","NEW ORLEANS","LAKEVIEW PRINTING CORP","LA",,"WALKER","415A","ST",,"70124","3678691.8167","530187.70942"
"POINT (-90.125553963868 29.939153813347)","3068","800 BROADWAY ST","NAME MAKERS/ CAMPUS CONNECTION","5048668552","2008-05-01","1169 - MISC STORE RTLERS (EX TOBAC), ALL OTH","285660","NEW ORLEANS","CAMPCONN, LLC","LA",,"BROADWAY","800","ST",,"70118","3663361.97459","525379.090365"
"POINT (-90.102224287025 29.978533216722)","1115","4323 BIENVILLE AVE","CLESI'S",,"2015-05-04","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","278026","NEW ORLEANS","DICARLO & CLESI HOSPITALITY, LLC","LA",,"BIENVILLE","4323","AVE",,"70119","3670596.79214","539777.576394"
"POINT (-90.064005672658 29.958968216621)","6859","801 ROYAL ST","THE NEW ORLEANS VAMPIRE CAFE",,"2021-03-10","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","277196","NEW ORLEANS","COUZINS4 LLC","LA",,"ROYAL","801","ST",,"70116","3682774.89634","532795.026756"
"POINT (-90.069924394499 29.949680082451)","8145","601 POYDRAS ST","CHRISTOVICH & KEARNEY",,"1997-01-01","3382 - LAWYERS","285714","NEW ORLEANS","CHRISTOVICH & KEARNEY","LA",,"POYDRAS","601","ST","2300","70130","3680938.01679","529396.806657"
"POINT (-90.022569683863 29.924957377839)","8045","3555 GENERAL DE GAULLE DR","RALLY'S HAMBURGER #425","7275162113","1999-08-09","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","288465","NEW ORLEANS","CHECKERS DRIVE IN REST I","LA",,"GENERAL DE GAULLE","3555","DR",,"70114","3696036.74646","520575.228536"
"POINT (-90.107153316449 29.935042066517)","5826","4725 FRERET ST","THE MIDWAY ON FRERET ST.",,"2011-09-02","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","287939","NEW ORLEANS","NWDC, LLC","LA",,"FRERET","4725","ST",,"70115","3669205.5899","523945.800508"
"POINT (-90.058015757629 29.960707650073)","710","1200 N PETERS ST","NEW ORLEANS VARIETY","5043900051","2010-05-05","0151 - FLEA MARKET","277554","NEW ORLEANS","MICHAEL J. BEVROTTE SR","LA","N","PETERS","1200","ST",,"70116","3684664.51836","533448.608772"
"POINT (-90.040613826295 29.966032755522)","1353","1023 DESIRE ST","JANE WILBERT, CPA, LLC",,"2018-04-24","1212 - HOME BASED-OFFICE USE ONLY","284296","NEW ORLEANS","JANE WILBERT, CPA, LLC","LA",,"DESIRE","1023","ST",,"70117","3690152.76118","535446.75559"
"POINT (-90.076989294557 29.951922709288)","7865","8321 FORSHEY ST","CARROLLTON BOOSTER CLUB","5044882132","1990-04-11","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","279781","NEW ORLEANS","CARROLLTON BOOSTER CLUB, INC","LA",,"FORSHEY","8321","ST",,"70118","3678691.8167","530187.70942"
"POINT (-90.133599954011 29.943269580827)","84","615 S CARROLLTON AVE","LOUISIANA PIZZA KITCHEN","5048665900","1994-09-30","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","288708","NEW ORLEANS","BAYOU PIZZA, INC","LA","S","CARROLLTON","615","AVE",,"70118","3660798.07923","526848.970942"
"POINT (-90.111071645857 29.916412091432)","5501","5130 TCHOUPITOULAS ST","INTERGRATED LOGISTICAL SUPPORT","5045231619","1994-08-01","3355 - ENGINEERING SERVICES","276130","NEW ORLEANS","INTEGRATED LOGISTICAL SUPPORT,INC","LA",,"TCHOUPITOULAS","5130","ST",,"70115","3668036.84058","517157.996213"
"POINT (-89.950098637903 30.031766383694)","8114","11299 MIDPOINT DR","B & J TRANSPORATION","5044534592","2001-02-01","2004 - TRANSIT/GROUND PASSNGR TRANS, ALL OTH","279209","NEW ORLEANS","B & J TRANSPORATION","LA",,"MIDPOINT","11299","DR",,"70128","3718522.94738","559684.433053"
"POINT (-90.135112809386 29.951809735915)","8754","8719 OAK ST","REBECCA GARSIDE COUNSELING & CONSULTATION,LLC",,"2015-04-01","0182 - OFFICES OF MENTAL HEALTH PRACTIT, OTH","289574","NEW ORLEANS","REBECCA GARSIDE COUNSELING & CONSULTATION,LLC","LA",,"OAK","8719","ST",,"70118","3660286.49152","529949.488449"
"POINT (-90.054206857653 30.028183997923)","9965","6600 FRANKLIN AVE","EAST OF ITALY","5042861022","2003-02-20","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","282746","NEW ORLEANS","CAFE ROMA LAKEFRONT, LLC","LA",,"FRANKLIN","6600","AVE","A1","70122","3685596.64431","557999.040667"
"POINT (-90.06412087347 29.958119511967)","4433","625 PIRATE'S ALY","SOPHIA ZETEO ART","9177929855","2022-02-07","1203 - ARTIST-PAINTING ON STREETS","278225","NEW ORLEANS","LANDRUM ALLISON D","LA",,"PIRATE'S","625","ALY",,"70130","3682741.8374","532486.002372"
"POINT (-90.054833761839 29.968584758679)","6619","2266 ST CLAUDE AVE","BAO & NOODLE ST CLAUDE",,"2019-08-09","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","286563","NEW ORLEANS","AWESOME EXPRESS, LLC","LA",,"ST CLAUDE","2266","AVE",,"70117","3685640.09526","536324.243079"
"POINT (-90.06412087347 29.958119511967)","1814","625 PIRATE'S ALY","PEREZ ILLUSTATONS","5047565290","2022-02-02","1203 - ARTIST-PAINTING ON STREETS","277665","NEW ORLEANS","FABIA PEREZ","LA",,"PIRATE'S","625","ALY",,"70130","3682741.8374","532486.002372"
"POINT (-90.067102299877 29.95551644663)","2239","333 ROYAL ST","VALOBRA JEWELRY INC","5045256363","2009-01-01","1122 - JEWELRY STORES","282543","NEW ORLEANS","VALOBRA JEWELRY INC","LA",,"ROYAL","333","ST",,"70130","3681808.24309","531528.987011"
"POINT (-90.026476484203 29.92773153678)","472","2932 GENERAL DE GAULLE DR","CROWN LOAN PAYDAY ADVANCE","5043673367","2000-10-23","2085 - PAY DAY LOANS","276714","NEW ORLEANS","TRIPLE CROWN FINANCIAL  GROUP LLC","LA",,"GENERAL DE GAULLE","2932","DR",,"70114","3694787.76515","521569.871865"
"POINT (-89.983657598883 29.912930055934)","8151","6629 PEONY ST","KORDELL CREATIONS","5043946018","1997-03-01","1166 - PERSONAL & HH GOODS R & M, OTHER","285359","NEW ORLEANS","DORSEY KORDELL","LA",,"PEONY","6629","ST",,"70131-5647","3708413.61227","516344.79698"
"POINT (-90.060510635556 29.959172962573)","2611","1000 DECATUR ST","MARKET CAFE",,"1983-07-01","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","276985","NEW ORLEANS","BON JOUR CAFE INC","LA",,"DECATUR","1000","ST",,"70116","3683880.74709","532881.756228"
"POINT (-90.111859662788 29.965090115998)","4101","3600 S CARROLLTON AVE","FOOT LOCKER STORE NO 07461",,"2016-04-01","1115 - SHOE STORES","281760","NEW ORLEANS","FOOT LOCKER STORE NO 07461","LA","S","CARROLLTON","3600","AVE",,"70118","3667598.51815","534856.493254"
"POINT (-90.108303992037 29.980052753419)","5364","4841 CANAL ST","VICTOR HUBER & SONS,INC",,"1999-01-01","3401 - ELECTRICAL CONTRACTORS","286601","NEW ORLEANS","VICTOR HUBER & SONS     INC","LA",,"CANAL","4841","ST",,"70119-5811","3668666.16058","540309.511179"
"POINT (-90.022394849729 29.96426779693)","4676","1247 TENNESSEE ST","CATCH A RIDE TRANSPORTATION SERVICES",,"2020-07-15","2032 - SPECIAL NEEDS TRANSPORTATION","283207","NEW ORLEANS","CLLW PATTERSON LLC","LA",,"TENNESSEE","1247","ST",,"70117","3695928.58186","534870.49159"
"POINT (-89.977581294408 30.030047712566)","4043","9830 LAKE FOREST BLVD","THE CAJUN SHACK NOLA,",,"2019-01-15","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","275971","NEW ORLEANS","THE CAJUN SHACK NOLA, LLC","LA",,"LAKE FOREST","9830","BLVD",,"70127","3709834.59819","558955.528476"
"POINT (-90.1257975449 29.936034066074)","708","7004 ST CHARLES AVE","PARKVIEW GUEST HOUSE","5048617564","2010-01-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","285804","NEW ORLEANS","PARKVIEW INN LLC","LA",,"ST CHARLES","7004","AVE",,"70118","3663296.78605","524243.819068"
"POINT (-90.097162909234 29.978233775637)","1139","533 N CARROLLTON AVE","MATTRESS FIRM #022019",,"2016-05-25","1191 - HOME FURNISHINGS STORES, ALL OTH","281478","NEW ORLEANS","MATTRESS FIRM INC","LA","N","CARROLLTON","533","AVE",,"70119","3672200.30587","539685.93921"
"POINT (-90.062672622521 29.957315942846)","6240","701 DECATUR ST","ASK ART",,"2015-06-01","1203 - ARTIST-PAINTING ON STREETS","275404","NEW ORLEANS","WILLIAM KINNEY","LA",,"DECATUR","701","ST",,"70116","3683203.6598","532198.877379"
"POINT (-90.075488832888 29.949935750897)","1838","1100 POYDRAS ST","ALBRITTON LAW FIRM",,"2017-03-10","3382 - LAWYERS","277751","NEW ORLEANS","ALBRITTON LAW FIRM","LA",,"POYDRAS","1100","ST","STE 3250","70163","3679174.89243","529470.390785"
"POINT (-90.12695605794 29.9208798065)","4780","438 CALHOUN ST","HEP CAT ENTERTAINMENT","5048968190","2013-03-07","2051 - PROM OF PERFORM ARTS/SPORTS/SIM EVNTS","285806","NEW ORLEANS","HEP CAT ENTERTAINMENT, LLC","LA",,"CALHOUN","438","ST",,"70118","3662987.88295","518729.297207"
"POINT (-90.112028526275 29.964498282943)","897","3502 S CARROLLTON AVE","SUBWAY # 26787","5044826662","2010-10-21","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","290148","NEW ORLEANS","PANNU ENTERPRISES ELEVEN, LLC","LA","S","CARROLLTON","3502","AVE",,"70118","3667547.34554","534640.709766"
"POINT (-89.992506006271 29.903738229292)","461","5847 TULLIS DR","HARRIS CONSTRUCTION","5043980527","2007-03-22","1185 - SPECIAL TRADE CONTRACTORS, ALL OTHER","283543","NEW ORLEANS","HARRY L HARRIS, JR","LA",,"TULLIS","5847","DR",,"70114","3705649.67038","512969.447473"
"POINT (-90.076989294557 29.951922709288)","656","P.O. BOX 561","A HOME SWEET HOME RES CONTRACTORS LLC","5044672278","2007-06-13","1185 - SPECIAL TRADE CONTRACTORS, ALL OTHER","287628","SAINT ROSE","A HOME SWEET HOME RSEIDENTAL CONTRACTORS LLC","LA",,"P.O. BOX 561",,,,"70087","3678691.8167","530187.70942"
"POINT (-90.021708529497 30.014775030981)","8419","4418 DOWNMAN RD","LOUISIANA PRIDE SEAFOOD","5042487522","2008-07-31","1104 - FISH & SEAFOOD MARKETS","280299","NEW ORLEANS","SOUL'S SEAFOOD LLC","LA",,"DOWNMAN","4418","RD",,"70126","3695935.65078","553239.273495"
"POINT (-90.112287299262 29.955917297468)","6075","2837 BROADWAY ST","PEACE CENTER","5042673342","2014-10-08","2039 - CHILD & YOUTH SVCS","283513","NEW ORLEANS","DOMINICAN SISTERS OF PEACE INC","LA",,"BROADWAY","2837","ST",,"70125","3667498.66298","531519.459651"
"POINT (-90.094156019576 29.925506605722)","4063","3636 PRYTANIA ST","PRYTANIA MART",,"2019-04-15","1101 - CONVENIENCE STORES","278823","NEW ORLEANS","PRYTANIA MART,LLC","LA",,"PRYTANIA","3636","ST",,"70115","3673359.5883","520522.643768"
"POINT (-90.130591849339 29.942614380467)","7720","7808 MAPLE ST","JAMILA'S CAFE","5048664366","1993-11-10","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","283617","NEW ORLEANS","JAMILA'S INC","LA",,"MAPLE","7808","ST",,"70118","3661753.23027","526620.702014"
"POINT (-90.028838083667 30.001928487655)","2958","3819 FRANCE RD","ALPHA II LLC",,"1999-10-11","1169 - MISC STORE RTLERS (EX TOBAC), ALL OTH","281745","NEW ORLEANS","ALPHA II LLC","LA",,"FRANCE","3819","RD",,"70126","3693732.58441","548542.022802"
"POINT (-90.069988912638 29.952153906983)","3352","201 ST CHARLES AVE","CRESCENT GROWTH CAPITAL, LLC","5043783470","2009-01-01","2089 - LESSORS OF NONFNAN INTANGIBLE ASSETS","283105","NEW ORLEANS","CRESCENT GROWTH CAPITAL, LLC","LA",,"ST CHARLES","201","AVE","4205","70170","3680907.66773","530296.154625"
"POINT (-90.082634894897 29.934406902019)","7881","2253 CARONDELET ST","MARQUETTE HOUSE","5045233014","1991-01-15","1154 - GIFT, NOVELTY & SOUVENIR STORES","286008","NEW ORLEANS","CROSS, STEVEN M","LA",,"CARONDELET","2253","ST",,"70130","3676973.57262","523798.761339"
"POINT (-90.09146872645 29.926458570427)","8111","3434 PRYTANIA ST","ORTHOPAEDIC ASSOCIATION OF N O MEDICAL PRACTICE",,"2002-06-01","3361 - OFFICE OF PHYSICIAN(EX MENTAL HEALTH)","285417","NEW ORLEANS","ORTHOPAEDIC ASSO OF N O MEDICAL PRACTICE","LA",,"PRYTANIA","3434","ST","430","70115","3674207.03572","520878.027769"
"POINT (-90.02152582249 30.013283318765)","8557","4212 DOWNMAN RD","PIZZAZZ THRIFT STORE","5044167273","2010-09-08","1119 - GENERAL MERCHANDISE STORES, ALL OTH","289678","NEW ORLEANS","SHONTRELL GUZMAN","LA",,"DOWNMAN","4212","RD",,"70126","3695999.68125","552697.49167"
"POINT (-89.975421376905 30.0450734784)","107","10800 MORRISON RD","ROYAL CAKERY(THE)","5045877785","1995-04-01","1108 - BAKED GOODS STORES","291057","NEW ORLEANS","ROYAL, SHIRELLE H","LA",,"MORRISON","10800","RD","106","70127-1879","3710453.27448","564427.559521"
"POINT (-90.116916705282 29.924887376708)","5158","1139 ARABELLA ST","F KELLEHER RIESS ATTY","5045251120","1989-01-01","3382 - LAWYERS","283816","NEW ORLEANS","RIESS, KELLEHER F","LA",,"ARABELLA","1139","ST",,"70115-3101","3666152.53025","520220.218232"
"POINT (-90.110110410876 29.973894535399)","3850","4626 DHEMECOURT ST","JUNK'S ABOVE",,"2016-01-05","1119 - GENERAL MERCHANDISE STORES, ALL OTH","275994","NEW ORLEANS","JUNK'S ABOVE,LLC","LA",,"DHEMECOURT","4626","ST",,"70119","3668118.19578","538064.031753"
"POINT (-90.076226562351 29.976309139252)","5592","2515 BAYOU RD","COCO HUT","5049458788","2004-08-04","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","275090","NEW ORLEANS","THOMPSON,PAMELA","LA",,"BAYOU","2515","RD",,"70119-2302","3678836.05826","539058.17921"
"POINT (-90.020639725897 29.925316567452)","1672","3600 MACARTHUR BLVD","LACED",,"2016-10-03","1169 - MISC STORE RTLERS (EX TOBAC), ALL OTH","278949","NEW ORLEANS","SNEAKER ONE, LLC","LA",,"MACARTHUR","3600","BLVD","SUITE K","70114","3696646.56311","520712.840249"
"POINT (-90.075881378051 30.014146390808)","7664","5500 PARIS AVE","LEXINGTON INDEPENDENTS (D1932 UPPER)",,"2020-08-14","3312 - FOOD SERVICE CONTRACTORS","286002","NEW ORLEANS","ALADDIN FOOD MANAGEMENT SVCS LLC (D1932)","LA",,"PARIS","5500","AVE",,"70122","3678794.34613","552818.48431"
"POINT (-90.060434527259 29.959547787933)","454","1019 DECATUR ST","BLUE WORLD","5042280806","2007-01-19","1119 - GENERAL MERCHANDISE STORES, ALL OTH","277234","NEW ORLEANS","BLUE WORLD, LLC","LA",,"DECATUR","1019","ST",,"70116","3683903.33193","533018.324228"
"POINT (-90.062672622521 29.957315942846)","1482","701 DECATUR ST","ED WINO","3616523118","2018-10-04","1203 - ARTIST-PAINTING ON STREETS","276184","NEW ORLEANS","EDWIN KUYENDALL","LA",,"DECATUR","701","ST",,"70116","3683203.6598","532198.877379"
"POINT (-90.004096891723 30.012066753598)","5538","7201 CHEF MENTEUR HWY","M T S REALTY,INC","5042440568","2001-03-28","0501 - REAL ESTATE AGENTS AND BROKERS","284118","NEW ORLEANS","M T S REALTY,INC","LA",,"CHEF MENTEUR","7201","HWY",,"70126","3701520.52317","552318.669014"
"POINT (-90.01445345604 29.962666150463)","9285","1230 LAMANCHE ST","ST DAVID HEAD START CENTER",,"2019-04-30","3366 - CHILD DAY CARE SERVICES","275705","NEW ORLEANS","TOTAL COMMUNITY ACTION,INC","LA",,"LAMANCHE","1230","ST",,"70117","3698449.72432","534316.931333"
"POINT (-90.076989294557 29.951922709288)","6927","1 PIRATE'S ALY","CARY ART WORKS",,"2021-05-21","1203 - ARTIST-PAINTING ON STREETS","275330","NEW ORLEANS","CARY SIMMS","LA",,"PIRATE'S","1","ALY",,"70130","3678691.8167","530187.70942"
"POINT (-90.068735350116 29.977661021794)","5136","2108 ST BERNARD AVE","CATHERLEAN HOUSE OF BEAUTY","5042452666","1986-10-24","3338 - BEAUTY SALONS","285361","NEW ORLEANS","JIMERSON,CATHERLEAN","LA",,"ST BERNARD","2108","AVE",,"70119-1613","3681202.2596","539575.871754"
"POINT (-90.076989294557 29.951922709288)","8793","100 CENTURYLINK DR","CENTURYLINK COMMUNIICATIONS, LLC","3183889000","2014-03-11","3803 - PERSONAL SERVICES, ALL OTHER","282308","MONROE","CENTURYLINK COMMUNICATIONS, LLC","LA",,"CENTURYLINK","100","DR",,"71203","3678691.8167","530187.70942"
"POINT (-90.096537176728 29.964304422442)","3740","3216 TULANE AVE","NEW BEAUTE' TRENDS",,"2015-06-01","1121 - COSMETICS/BEAUTY SUPP/PERFUME STORES","288271","NEW ORLEANS","NEW BEAUTE' TRENDS,LLC","LA",,"TULANE","3216","AVE","STE #B","70119","3672453.07502","534622.826566"
"POINT (-90.088157916717 29.964316894518)","6833","200 S BROAD ST","GJSC TRANSPORTATION LLC","5049141651","2020-08-06","2003 - LIMOUSINE SERVICE","274492","NEW ORLEANS","GJSC TRANSPORTATION LLC","LA","S","BROAD","200","ST",,"70119","3675106.12187","534656.095686"
"POINT (-90.076989294557 29.951922709288)","9393","1532 ST.CHARLES AVE","LULA RESTAURANT DISTILLERY","2259384263","2017-02-09","0144 - WINE/DISTILLED ALCOHOLIC BEV WHLSRS","284453","NEW ORLEANS","LULA HOLDINGS, LLC","LA",,"ST.CHARLES","1532","AVE",,"70130","3678691.8167","530187.70942"
"POINT (-90.063549252453 29.961286309335)","6883","1003 BOURBON ST","LAFITTE GUEST HOUSE",,"2017-10-30","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","281683","NEW ORLEANS","C-J'S 1003 BOURBON STREET,LLC.","LA",,"BOURBON","1003","ST",,"70116","3682910.07733","533639.572101"
"POINT (-90.071507241539 29.943032789824)","2078","612 ANDREW HIGGINS DR","PAVILLON FOR TOMORROW, LLC","5045890474","2018-12-04","2310 - AMUSEMENT/RECREATION INDUST, ALL OTH","285251","NEW ORLEANS","PAVILLON FOR TOMORROW, LLC","LA",,"ANDREW HIGGINS","612","DR",,"70130","3680463.39189","526974.08563"
"POINT (-90.064579109814 30.001564918793)","4946","4234 ST ANTHONY AVE","S C WELLS","5042844739","2015-09-08","3401 - ELECTRICAL CONTRACTORS","275463","NEW ORLEANS","SAMUEL C WELLS","LA",,"ST ANTHONY","4234","AVE",,"70122","3682421.80808","548282.793298"
"POINT (-90.076989294557 29.951922709288)","8323","1339 FRANCE ST","FRANCE MEAT MARKET","5049492407","2005-01-07","1103 - MEAT MARKETS","283999","NEW ORLEANS","SIX BROTHERS LLC","LA",,"FRANCE","1339","ST",,"70117","3678691.8167","530187.70942"
"POINT (-90.070845373972 29.950951130263)","2392","720 UNION ST","THE BARNARD COMPANY","5045234747","1975-01-01","1136 - OFFICE SUPPLIES & STATIONERY STORES","275898","NEW ORLEANS","THE BARNARD CO, INC","LA",,"UNION","720","ST",,"70130","3680641.27579","529855.791809"
"POINT (-90.07997100056 29.952695073215)","5001","1615 POYDRAS ST","CLEARESULT CONSULTING","8664418538","2016-07-15","3350 - ADMIN MGT/GENERAL MGT CONSULTING SVCS","281415","NEW ORLEANS","CLEARESULT CONSULTING,INC","LA",,"POYDRAS","1615","ST","STE #860","70112","3677744.54139","530458.22925"
"POINT (-90.043076832191 29.963888865937)","1617","3212 DAUPHINE ST","ELECTRIC LADYLAND BYWATER",,"2019-10-14","3373 - PERSONAL CARE SERVICES, OTHER","291227","NEW ORLEANS","ELECTRIC LADYLAND BYWATER LLC","LA",,"DAUPHINE","3212","ST",,"70117","3689381.70435","534658.369542"
"POINT (-90.107147634165 30.004099399074)","5929","6260 VICKSBURG ST","BPI HOME BUILDER","5044888600","2012-08-21","3501 - SINGLE FAMILY HOUSING CONSTRUCTION","283981","NEW ORLEANS","BPI HOME BUILDER LLC","LA",,"VICKSBURG","6260","ST","A","70124","3668938.66215","549057.750483"
"POINT (-90.088199031258 29.96050145789)","6277","2504 TULANE AVE","TULANE FAMILY DENTISTRY","5043049929","2014-01-03","0178 - OFFICES OF DENTISTS","287169","NEW ORLEANS","TULANE FAMILY DENTISTRY LLC","LA",,"TULANE","2504","AVE",,"70119","3675108.18069","533268.51706"
