"nearestfu","mdate","neighborhood","segmentid","councildistrict","crewname","reason","lineflushed","gisid","cbmaintid","y","x","worktype","location"
"5899 Tullis Drive","2020-11-06T00:00:00.000","Tall Timbers-Brechtel","2517527","C","PWD3719","311Case","30","423-452-0250","41433","29.9043385276","-89.9919915566","Cleaned","(29.9043385276, -89.9919915566)"
"2213 North Miro Street","2019-10-23T00:00:00.000","St. Roch South","2513486","D","PWD3714","GeneralMaintenance","30","402-478-0562","33597","29.9797689118","-90.0571178041","Cleaned","(29.9797689118, -90.0571178041)"
"8071 Dwyer Road","2019-05-30T00:00:00.000","West Lake Forest","2523263","E","PWD3640","GeneralMaintenance","30","423-494-0124","29975","30.0236238743","-89.9935712285","Cleaned","(30.0236238743, -89.9935712285)"
"1218 Arabella Street","2017-06-17T00:00:00.000","Audubon","2501612","A","DPW - Vac Crew","General Maintenance",,"384-458-0454","1184","29.9254490206","-90.1169352088","Cleaned","(29.9254490206, -90.1169352088)"
"3149 Saint Claude Avenue","2018-09-10T00:00:00.000","St. Claude","2514270","C","DPW - Vac Crew #3","2018 Cleanup New Orleans Initiative","0","408-474-9011","25736","29.967635","-90.04338293","Cleaned","(29.967635, -90.04338293)"
"3504 Palmyra Street","2020-06-05T00:00:00.000","Mid City","2510458","B","PWD3718","311Case","25","390-474-0428","38370","29.969201553","-90.0967944725","Cleaned","(29.969201553, -90.0967944725)"
,"2022-03-15T00:00:00.000","Read Blvd East","2519015","E","PWD3713","311Case","25","432-498-0066","45958","30.0342795677","-89.9624567966","Cleaned","(30.0342795677, -89.9624567966)"
"2711 Bristol Place",,"OLD AURORA","2517488","C",,,,"420-460-9005",,"29.92604228","-90.00187769",,"(29.92604228, -90.00187769)"
"4972 Chantilly Drive",,"Plum Orchard","2522197","E",,,,"417-494-0288",,"30.0213257272","-90.0066098966",,"(30.0213257272, -90.0066098966)"
"5010 Elysian Fields Avenue","2017-08-20T00:00:00.000","St. Anthony East","2523210","D","DPW - Vac Crew","General Maintenance",,"402-490-0287","22353","30.0097687912","-90.0603005656","Cleaned","(30.0097687912, -90.0603005656)"
"1613 Pleasure Street",,"Dillard","2510979","D",,,,"399-484-0151",,"29.9919228052","-90.0726828324",,"(29.9919228052, -90.0726828324)"
,,"Algiers Point","2514494","C",,,,"405-468-0448",,"29.9514594314","-90.0508810966",,"(29.9514594314, -90.0508810966)"
,"2017-11-04T00:00:00.000","West End","2507174","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"384-494-0301","8539","30.0236994168","-90.1188740778","Cleaned","(30.0236994168, -90.1188740778)"
"2140 Magazine Street",,"Lower Garden District","2505602","B",,,,"396-460-0577",,"29.9296687024","-90.0765428353",,"(29.9296687024, -90.0765428353)"
"2831 Chelsea Drive",,"Old Aurora","2517649","C",,,,"423-458-0208",,"29.9244567244","-89.9968508605",,"(29.9244567244, -89.9968508605)"
"4711 Sherwood Drive",,"Read Blvd East","2523345","E",,,,"435-494-0087",,"30.0234493723","-89.95171682",,"(30.0234493723, -89.95171682)"
"8836 Hickory Street","2021-07-07T00:00:00.000","Leonidas","2500612","A","PWD3719","311Case","30","378-470-0201","43424","29.9568305016","-90.1318000124","Cleaned","(29.9568305016, -90.1318000124)"
"510 O'Keefe Avenue","2017-05-30T00:00:00.000","Central Business District","2504629","B","DPW - Vac Crew","General Maintenance",,"396-468-0601","22237","29.9501265156","-90.0742620066","Cleaned","(29.9501265156, -90.0742620066)"
"3032 Wall Boulevard","2018-11-16T00:00:00.000","Behrman","2516781","C","PWD3713","GeneralMaintenance",,"414-462-0148","26036","29.9343367549","-90.0244958561","Inspected","(29.9343367549, -90.0244958561)"
"2432 Rousseau Street",,"Irish Channel","2506239","B",,,,"396-458-0529",,"29.9222766937","-90.0760331612",,"(29.9222766937, -90.0760331612)"
"1240 Kentucky Street",,"Bywater","2525027","D",,,,"411-474-0410",,"29.9665330651","-90.0303513728",,"(29.9665330651, -90.0303513728)"
,,"Tall Timbers-Brechtel","2560073","C",,,,"414-458-0290",,"29.9214341596","-90.0175271491",,"(29.9214341596, -90.0175271491)"
,,"West Lake Forest","2527056","E",,,,"426-496-0148",,"30.0290548524","-89.9816644763",,"(30.0290548524, -89.9816644763)"
"2302 Abundance Street","2017-10-05T00:00:00.000","St. Roch North","2521857","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"402-482-0395","4689","29.9888056882","-90.0559472342","Cleaned","(29.9888056882, -90.0559472342)"
"1101 Wagner Street",,"Whitney","2516369","C",,,,"408-466-0308",,"29.943891488","-90.0398275793",,"(29.943891488, -90.0398275793)"
"700 Carondelet Street",,"Central Business District","2505715","B",,,,"399-466-0550",,"29.9475560832","-90.0723439414",,"(29.9475560832, -90.0723439414)"
"2225 Tchoupitoulas Street",,"St. Thomas Development","2506296","B",,,,"399-458-0092",,"29.922968757","-90.0725053275",,"(29.922968757, -90.0725053275)"
"7158 Lamb Road",,"Pines Village","2520773","D",,,,"414-496-0214",,"30.0266019496","-90.0164832531",,"(30.0266019496, -90.0164832531)"
"1946 Gentilly Boulevard","2019-05-08T00:00:00.000","Fairgrounds","2521006","D","PWD3714","GeneralMaintenance","30","396-482-0375","29229","29.9888559726","-90.0736065623","Cleaned","(29.9888559726, -90.0736065623)"
"3534 Canal Street","2019-07-17T00:00:00.000","Mid City","2510462","B","Pothole Truck",,,"390-476-0478","31477","29.9711825048","-90.0959607401","Inspected","(29.9711825048, -90.0959607401)"
"605 Toledano Street",,"Irish Channel","2506215","B",,,,"393-456-0244",,"29.9192541512","-90.085666196",,"(29.9192541512, -90.085666196)"
"10 Eugenie Court",,"Tall Timbers-Brechtel","2518155","C",,,,"417-450-0088",,"29.9007577598","-90.0091349953",,"(29.9007577598, -90.0091349953)"
"441 Opelousas Avenue","2019-05-24T00:00:00.000","McDonogh","2524605","C","PWD3711","GeneralMaintenance",,"405-468-0431","29776","29.9485556204","-90.051310968","Inaccessible","(29.9485556204, -90.051310968)"
"2206 Ursulines Avenue","2020-08-22T00:00:00.000","Treme-Lafitte","2511565","D","PWD3640","311Case","25","396-476-0635","39841","29.9703225127","-90.0751431008","Cleaned","(29.9703225127, -90.0751431008)"
"5874 East Deer Park Boulevard",,"Read Blvd East","2523382","E",,,,"429-500-0088",,"30.0363391949","-89.969734825",,"(30.0363391949, -89.969734825)"
"1501 Horace Street",,"Behrman","2516846","C",,,,"414-464-0263",,"29.9393273677","-90.0214038846",,"(29.9393273677, -90.0214038846)"
"1200 North Miro Street","2020-06-23T00:00:00.000","Treme-Lafitte","2511536","D","PWD3711","311Case","20","396-476-0605","38589","29.9715094471","-90.0750521582","Cleaned","(29.9715094471, -90.0750521582)"
"339 Audubon Boulevard","2017-02-07T00:00:00.000","Marlyville-Fontainebleau","2500721","A","DPW - Vac Crew","General Maintenance",,"384-468-0625","181","29.9523120656","-90.1127518051","Cleaned","(29.9523120656, -90.1127518051)"
"8903 Edinburgh Street","2017-10-14T00:00:00.000","Hollygrove","2507861","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"384-474-0381","5343","29.9693433528","-90.1188627091","Cleaned","(29.9693433528, -90.1188627091)"
"11220 Parkwood Court North",,"Read Blvd East","2518953","E",,,,"435-498-0133",,"30.0304813144","-89.9563848516",,"(30.0304813144, -89.9563848516)"
"816 Whitney Avenue",,"Whitney","2516344","C",,,,"408-466-0347",,"29.9468678585","-90.0405804719",,"(29.9468678585, -90.0405804719)"
"400 South Pierce Street","2017-07-17T00:00:00.000","Mid City","2510115","B","DPW - Vac Crew","General Maintenance",,"387-476-0307","1469","29.970922875","-90.1019514212","Cleaned","(29.970922875, -90.1019514212)"
"6778 Mayo Road",,"West Lake Forest","2526361","E",,,,"420-496-0094",,"30.0240675387","-90.0012850991",,"(30.0240675387, -90.0012850991)"
"2558 Acacia Street","2019-09-14T00:00:00.000","Gentilly Terrace","2521797","D","PWD3714","311Case",,"405-484-0381","32823","29.9960157874","-90.0505059429","Inspected","(29.9960157874, -90.0505059429)"
,,"Viavant","2512762","E",,,,"444-496-0099",,"30.0251396034","-89.9292517659",,"(30.0251396034, -89.9292517659)"
"705 Sumner Street",,"U.S. Naval Base","2524770","C",,,,"408-468-0333",,"29.9479577153","-90.0376461054",,"(29.9479577153, -90.0376461054)"
"2522 Canal Street","2022-02-09T00:00:00.000","Tulane-Gravier","2511603","B","PWD3718","311Case","15","393-472-0569","45683","29.9641226323","-90.0855348788","Cleaned","(29.9641226323, -90.0855348788)"
,,"Read Blvd East","2527047","E",,,,"438-496-0116",,"30.0262467714","-89.9475395125",,"(30.0262467714, -89.9475395125)"
"1008 Flanders Street","2020-02-08T00:00:00.000","U.S. Naval Base","2516833","C","PWD3714","GeneralMaintenance","30","414-466-0214","36559","29.944473624","-90.0200179627","Cleaned","(29.944473624, -90.0200179627)"
"7301 Freret Street","2017-11-05T00:00:00.000","Audubon","2501082","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"381-464-0470","8641","29.9411249897","-90.1251083271","Cleaned","(29.9411249897, -90.1251083271)"
"3315 North Rocheblave Street","2017-10-10T00:00:00.000","Florida Area","2513753","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"408-478-0496","5049","29.9804098052","-90.0373650865","Cleaned","(29.9804098052, -90.0373650865)"
"1 Swan Street","2017-11-03T00:00:00.000","Lake Vista","2508672","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"390-496-0107","8396","30.0274625425","-90.0959018231","Cleaned","(30.0274625425, -90.0959018231)"
"5801 Memphis Street","2017-08-03T00:00:00.000","Lakeview South","2509233","A","DPW - Vac Crew","General Maintenance",,"387-484-0540","1674","29.9954370079","-90.1066626035","Cleaned","(29.9954370079, -90.1066626035)"
"3615 de Armas Street",,"U.S. Naval Base","2516860","C",,,,"414-466-0276",,"29.9424349083","-90.0182113675",,"(29.9424349083, -90.0182113675)"
"1001 Jourdan Avenue","2017-11-17T00:00:00.000","Holy Cross","2515342","E","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"414-472-0259","11134","29.9620880797","-90.025438025","Cleaned","(29.9620880797, -90.025438025)"
"1643 Casa Calvo Street",,"Behrman","2516406","C",,,,"411-464-0132",,"29.9375598006","-90.0351794235",,"(29.9375598006, -90.0351794235)"
"1126 Elysian Fields Avenue","2017-05-13T00:00:00.000","Seventh Ward","2514173","C","DPW - Vac Crew","General Maintenance",,"402-474-0441","21103","29.9689975662","-90.0570942417","Cleaned","(29.9689975662, -90.0570942417)"
"7550 Dominique Place",,"Village De Lest","2512702","E",,,,"444-508-0108",,"30.0599608601","-89.9277851971",,"(30.0599608601, -89.9277851971)"
"4851 Robin Hood Drive",,"Read Blvd East","2523325","E",,,,"435-496-0412",,"30.025880279","-89.9535603355",,"(30.025880279, -89.9535603355)"
"6542 Virgilian Street","2020-09-13T00:00:00.000","Pines Village","2520414","D","PWD3640","GeneralMaintenance","20","414-494-0269","40918","30.0206485246","-90.0173779425","Cleaned","(30.0206485246, -90.0173779425)"
"736 Wagner Street",,"Whitney","2524771","C",,,,"408-466-0371",,"29.9474023789","-90.0395728476",,"(29.9474023789, -90.0395728476)"
