"the_geom","objectid","fullname","onewaydir","roadclass","fullnameab","joinid","segmentid","shape_stlength"
"MULTILINESTRING ((-90.047228346908 29.979283217435, -90.047155239957 29.979514967304, -90.047082356291 29.979740615646, -90.047078541392 29.979752600542, -90.047006772977 29.979978040441, -90.046933164666 29.980232911965, -90.046906750076 29.980320264603))","2492","2100 Almonaster Ave (Lakeside)",,"Major Arterial","Almonaster Ave","0","2513893","390.65749558619041"
"MULTILINESTRING ((-90.054909487042 30.002564005723, -90.054782828606 30.002618350838, -90.054744590854 30.002634058899, -90.054657596053 30.002665043524, -90.054560152615 30.002697638011, -90.054461889412 30.002728351484, -90.054362858931 30.00275714397, -90.054263112269 30.002784067884, -90.054162702596 30.002809077278, -90.05407532402 30.002829077753, -90.053979462704 30.002846430553))","2309","3500 Gentilly Blvd (Lakeside)",,"Major Arterial","Gentilly Blvd","0","2525680","312.67290909325152"
"MULTILINESTRING ((-90.031579889817 29.964769221816, -90.031491852389 29.964748991783, -90.031415396857 29.964731422291))","2974","Saint Claude Ave (Median)","From-To","Major Arterial","Saint Claude Ave","0","2562305","53.869032253029232"
"MULTILINESTRING ((-90.071818172863 29.949951900005, -90.071914815696 29.949973020239, -90.072347288832 29.95006827174, -90.072417240697 29.950080365205, -90.072496690695 29.950090418642, -90.072562451933 29.950100933634, -90.072630288974 29.950113784464, -90.072724857099 29.9501357079))","1827","800 Poydras St (Lakebound)",,"Major Arterial","Poydras St","0","2505695","294.9897613270993"
"MULTILINESTRING ((-90.085915984704 29.959590203905, -90.086054278915 29.959653027639, -90.086354949616 29.959790856576, -90.086908873588 29.960042274101))","740","2300 Tulane Ave (Riverbound)","To-From","Major Arterial","Tulane Ave","0","2502375","354.7953296013622"
"MULTILINESTRING ((-90.076700594286 29.977645263969, -90.076559613458 29.977802979131, -90.07653370868 29.977831908722, -90.076440194212 29.977936340612, -90.076368710159 29.97801629509, -90.076302230611 29.978090653036, -90.076301604177 29.978091354393, -90.075979081305 29.978450148727))","1103","1500 N Broad St (Riverside)","From-To","Major Arterial","N Broad St","0","2511165","371.29145856233737"
"MULTILINESTRING ((-90.075979081305 29.978450148727, -90.075934731444 29.978499485434, -90.075837236716 29.97861043519, -90.075750303728 29.97870785959, -90.075586517457 29.978893017937, -90.075556170414 29.978927208265, -90.075487621307 29.979004438568, -90.075335987455 29.979175276419, -90.075308833896 29.979205963152, -90.075268043447 29.979252060426))","461","1540 N Broad St (Riverside)","From-To","Major Arterial","N Broad St","0","2511051","368.40379642396789"
"MULTILINESTRING ((-90.058108235445 29.98272947564, -90.05810125878 29.982801684438, -90.058103072367 29.98293383294, -90.05813390953 29.983304598028))","723","2500 Elysian Fields Ave (Riverbound)","To-From","Major Arterial","Elysian Fields Ave","0","2521887","209.59835232153861"
"MULTILINESTRING ((-90.11569610939 29.994776577662, -90.115587939645 29.994536909326, -90.11557128185 29.99450569545, -90.11555460969 29.994478358324, -90.115532609032 29.994446612254, -90.115510763503 29.994418970128, -90.115455644573 29.994356934278, -90.115403759229 29.994317941118, -90.115372136359 29.994295319665, -90.115337857423 29.994274345258, -90.115301195266 29.994255292161, -90.115265229277 29.994239549506, -90.115221992973 29.994224033657, -90.115200009758 29.994217510144, -90.11516154588 29.994207979603, -90.115118046083 29.994200117372, -90.115072091888 29.994195036765, -90.115029502364 29.994193100687, -90.114987669713 29.994193840434, -90.114945069 29.994196379151, -90.114872957075 29.994204778051, -90.114826854325 29.994213910288, -90.114790659262 29.994223296669, -90.114732510413 29.994242601809, -90.114678260077 29.994265871291, -90.114620119115 29.994297334752, -90.114530521429 29.994357999634, -90.114470184234 29.99442023179, -90.1144328362 29.99446637814, -90.114398831682 29.994519398066, -90.114371164882 29.994575689339, -90.114358467291 29.99461396749, -90.114348384048 29.994658597153, -90.114341472378 29.994713500679, -90.114340240837 29.994759821988, -90.114344126814 29.994815438149, -90.114352427398 29.99486366473, -90.114365247103 29.994911220364, -90.114386693495 29.994967352007, -90.114409218908 29.995009743792, -90.114437126264 29.995053628062, -90.114472592952 29.995100132883, -90.114543653465 29.9951777493, -90.114630295037 29.995241420757, -90.114686756112 29.995275555558, -90.114749289371 29.995306522965, -90.114785779679 29.995321361228, -90.114980800884 29.995409609877))","3260","Interstate 10 Exit","From-To","Ramp",,"0","2507655","990.10342617339199"
"MULTILINESTRING ((-90.069230493523 29.959737004608, -90.069153893137 29.959823176672, -90.06856509641 29.960483288648, -90.068515323099 29.960539602))","1782","600 N Rampart St (Lakeside)","To-From","Major Arterial","N Rampart St","0","2511703","369.42612318015057"
"MULTILINESTRING ((-90.087438609531 29.951769967137, -90.08752181864 29.951829001871, -90.087650339503 29.951926912102, -90.0877135557 29.952004567915, -90.087730184557 29.952030620146, -90.087752939408 29.952073952097, -90.087763401682 29.952099497502, -90.087771005508 29.952119899364, -90.087779609033 29.952144634119, -90.087788173688 29.952176709093, -90.087789403995 29.952184053056, -90.087794976418 29.95221729791, -90.087797581363 29.95225355049, -90.087797175616 29.952283384203, -90.087793651214 29.952320062586, -90.087786897109 29.952356160749, -90.087776791953 29.952391814823, -90.087766944448 29.952417853841, -90.087751138758 29.952452090659, -90.087739437026 29.952472550713, -90.087727667315 29.952490555104, -90.087691223257 29.952537336972, -90.087648850202 29.952580164309, -90.087599422799 29.95261966956, -90.087544960023 29.952653786764, -90.087486232259 29.952682034284, -90.087424070713 29.952704013073, -90.087388741791 29.952713314347, -90.087352789878 29.952720583429, -90.08729673462 29.952724397692, -90.087242325746 29.95272348451, -90.087207318195 29.952720579867, -90.087174864413 29.952716110477, -90.086817630351 29.952648691265))","3274","US 90B Exit","From-To","Ramp",,"0","2526405","629.95297942391301"
"MULTILINESTRING ((-90.109005197392 29.967038653656, -90.109010018584 29.96699924978, -90.109069603969 29.966942309867, -90.109105215461 29.966906003651, -90.109150799588 29.96685506138, -90.109190718924 29.966800634422, -90.109224621795 29.966743197524, -90.109252213582 29.9666832543, -90.109303276145 29.966594966701, -90.109359261387 29.966508971492, -90.109420036362 29.966425477397, -90.109485451431 29.966344686296, -90.109555349572 29.966266792432))","3286","Interstate 10 Exit","From-To","Ramp",,"0","2560281","333.46420033842179"
"MULTILINESTRING ((-90.086817630351 29.952648691265, -90.086848623415 29.952519543361, -90.08686419626 29.95244574344, -90.08687756207 29.952361589323, -90.086886110873 29.952279374673, -90.086889375111 29.952224169366, -90.086892005827 29.952120807218, -90.086880270141 29.951969124697, -90.086879848337 29.951963672987, -90.086874197892 29.951899212244, -90.086871872086 29.951884098601, -90.086861379013 29.951815915351, -90.086849902461 29.951755712107, -90.08682609806 29.951653965298, -90.086794757862 29.951550758454, -90.086760222932 29.951466845383, -90.08672821291 29.951389067105, -90.086635412192 29.951163575612, -90.086595464787 29.951066510856))","3275","Interstate 10 Exit","From-To","Ramp",,"0","2526404","591.07378888554649"
"MULTILINESTRING ((-89.975727276022 30.036657487915, -89.975640541355 30.036701816938, -89.975353446182 30.036874512002))","3404","Interstate 10 Exit","From-To","Ramp",,"0","2526928","142.26568754303682"
"MULTILINESTRING ((-90.115404951067 30.000022098747, -90.115022827578 30.000177065566))","783","Veterans Hwy (Median)",,"Major Arterial","Veterans Blvd","0","2560933","133.43850996446417"
"MULTILINESTRING ((-90.049156765805 29.974101651798, -90.049037328649 29.974111116369, -90.048995156201 29.974114145974, -90.048813398349 29.974115269966))","1295","2540 N Claiborne Ave","To-From","Major Arterial","N Claiborne Ave","0","2514303","108.91808248866302"
"MULTILINESTRING ((-90.070023822539 29.947081225009, -90.070041066954 29.947027129615, -90.070064159837 29.946954689576, -90.070131934 29.946724157627, -90.070188137323 29.946533297415, -90.070242678127 29.946349021039, -90.070290447027 29.946188512843, -90.070449641344 29.945651756609))","1643","700 Camp St",,"Major Arterial","Camp St","0","2505748","537.0538738350682"
"MULTILINESTRING ((-90.093357123801 29.962982875162, -90.093511920035 29.963049206432, -90.094261652707 29.963387854352, -90.09431737411 29.963414392906))","860","2900 Tulane Ave (Riverbound)","To-From","Major Arterial","Tulane Ave","0","2510687","342.18487458429797"
"MULTILINESTRING ((-90.092356622183 29.971596084979, -90.092578980539 29.971747570847, -90.092673473601 29.971811944851))","2011","Bienville Ave (Median)","To-From","Local","Bienville Ave","0","2510569","127.38401104092259"
"MULTILINESTRING ((-90.115040602381 30.015805058929, -90.114979329754 30.016556393329, -90.114975299955 30.016631146147))","474","6800 Pontchartrain Blvd","To-From","Major Arterial","Pontchartrain Blvd","0","2507122","301.13386282055706"
"MULTILINESTRING ((-90.025872208885 29.941876558416, -90.025673721638 29.941797879847, -90.025538445762 29.941792938848))","2809","2920 General Meyer Ave (Eastbound)",,"Major Arterial","General Meyer Ave","0","2561960","111.95098796272424"
"MULTILINESTRING ((-90.113433090128 29.916491419917, -90.114467609913 29.916475683009, -90.114479457295 29.916475506794))","1068","5300 Tchoupitoulas St",,"Major Arterial","Tchoupitoulas St","0","2501924","331.53636116372775"
"MULTILINESTRING ((-89.939725838003 30.015470119377, -89.939667766027 30.015685047964, -89.939657012708 30.01630579496, -89.939658305494 30.016919178294, -89.939661227228 30.017123600695, -89.939662564036 30.01759697798, -89.939662668207 30.017669182923, -89.939662805384 30.017763524321, -89.939662940951 30.017856996961, -89.939663034569 30.01792159329, -89.939662997451 30.017922758548, -89.939606620035 30.019679427067, -89.939604595165 30.019745667325, -89.93959548438 30.020366999794))","3222","Interstate 510","From-To","Freeway","Interstate 510","0","2525041","1783.2511263853889"
"MULTILINESTRING ((-90.090606027765 29.961726553702, -90.090691561171 29.96176510693, -90.090784882093 29.961807170195))","2079","Tulane Ave (Median)","To-From","Major Arterial","Tulane Ave","0","2502193","63.772894319450955"
"MULTILINESTRING ((-90.123179242376 29.965128084442, -90.123400838437 29.965173319645, -90.123694443922 29.965229119838, -90.123731604171 29.96523618297, -90.123798252869 29.965248849355, -90.124202447471 29.965325491219, -90.124430406312 29.965369293312))","708","8900 Earhart Blvd (Lakeside)","From-To","Major Arterial","Earhart Blvd","0","2506769","405.77290931192425"
"MULTILINESTRING ((-90.072400627706 29.982455888278, -90.072363561032 29.98249719602, -90.072264857173 29.982607900646, -90.071953542309 29.982960324401, -90.071747200523 29.9831939113, -90.071745351073 29.983196005562))","1446","1800 N Broad St (Riverside)","From-To","Major Arterial","N Broad St","0","2511317","339.82230469233144"
"MULTILINESTRING ((-90.102348098086 29.967209309492, -90.103359274157 29.967669491466, -90.103406338581 29.967690713105))","1497","3800 Tulane Ave (Lakebound)","From-To","Major Arterial","Tulane Ave","0","2510109","378.05364143291223"
"MULTILINESTRING ((-90.04901661433 29.992964709325, -90.049429564252 29.992943730666, -90.049430077973 29.992943686925))","3460","Interstate 610 Exit","From-To","Ramp",,"0","2524471","131.10686019231102"
"MULTILINESTRING ((-90.116935010544 29.962473870172, -90.117862793447 29.963023837148))","695","8300 Earhart Blvd (Lakeside)","From-To","Major Arterial","Earhart Blvd","0","2506780","355.39894032523046"
"MULTILINESTRING ((-90.075563422802 29.9391793378, -90.075837461449 29.939334115755, -90.075905061566 29.939371957012, -90.076295229139 29.939590361181, -90.076683098679 29.939809683117, -90.07674346123 29.939843579812))","3551","1600 Martin Luther King Jr Blvd (Lakebound)","From-To","Major Arterial","Martin Luther King, Jr. Blvd","0","2525453","445.01343134403925"
"MULTILINESTRING ((-90.065801260614 29.942483361308, -90.06579715374 29.942286095097))","1882","910 S Peters St",,"Major Arterial","S Peters St","0","2505925","71.749287432837718"
"MULTILINESTRING ((-90.110553818772 30.019995759098, -90.110674173998 30.020006763209, -90.110793483406 30.020017671788, -90.110852918193 30.020022630059, -90.110998612428 30.020034783959))","512","320 Robert E Lee Blvd (Lakeside)",,"Major Arterial","Allen Toussaint Blvd","0","2523936","141.47816508199389"
"MULTILINESTRING ((-90.114578112631 30.019968049551, -90.114641054017 30.019719616121, -90.114688834173 30.019531023464))","748","Pontchartrain Blvd (Median)","To-From","Major Arterial","Pontchartrain Blvd","0","2507111","162.74683143067602"
"MULTILINESTRING ((-90.049323698313 29.98916114581, -90.049335660403 29.9892828537, -90.049329867666 29.98935298218))","3055","2940 Franklin Ave (Lakebound)",,"Major Arterial","Franklin Ave","0","2560501","69.990893345751573"
"MULTILINESTRING ((-90.07058993415 29.958216124845, -90.070088279282 29.958778468228, -90.06992563702 29.958961031485))","1790","400 N Rampart St (Lakeside)","To-From","Major Arterial","N Rampart St","0","2512090","342.97700692344813"
"MULTILINESTRING ((-90.075614210944 29.950668035654, -90.075748059796 29.950711998471, -90.075876261917 29.950754106358))","2130","Poydras St (Median)",,"Major Arterial","Poydras St","0","2505209","88.694971585505272"
"MULTILINESTRING ((-90.011513664427 29.965293696942, -90.011392478992 29.965263625243, -90.011107601978 29.965211728798))","2404","5900 N Claiborne Ave (Riverside)","From-To","Major Arterial","N Claiborne Ave","0","2515715","132.05750885025068"
"MULTILINESTRING ((-89.977838613761 30.016182131957, -89.977741180356 30.016203869604, -89.9772453888 30.016318597132, -89.976937815466 30.016389915043))","133","9300 Chef Menteur Hwy (Lakeside)",,"Major Arterial","Chef Menteur Hwy","0","2518629","294.93012095339105"
"MULTILINESTRING ((-90.049773882779 29.970980410354, -90.049747117696 29.971072670076, -90.049665249762 29.97134152303, -90.049453987479 29.972023198415))","2459","1300 Franklin Ave (Riverbound)",,"Major Arterial","Franklin Ave","0","2514060","392.51753039649344"
"MULTILINESTRING ((-90.09863140689 29.96537801062, -90.098841919237 29.965128183724, -90.098892168902 29.965088538577, -90.099067189979 29.964864469901, -90.09914374893 29.96476251748))","1566","700 S Norman C Francis Pkwy (Lakeside)","From-To","Major Arterial","S Norman C Francis Pkwy","0","2510247","276.99593735760573"
"MULTILINESTRING ((-89.992479450519 29.924240066307, -89.992477257738 29.924114623804, -89.992506781212 29.923570069106, -89.99251705387 29.923414877691, -89.992520399231 29.923324752018, -89.992528004497 29.923240274369))","2700","400 Woodland Dr",,"Major Arterial","Woodland Dr","0","2517839","364.01293992355676"
