"o_c","casenumber","casesummary","propertyaddress","casetype","department","casehistory","hearingdatetime","videoconferencelink","teleconferenceaccesscode","videoconferencepassword","prevhearing","prevhearingstat","caseestablished","inspected","inspectionresult","councildistrict","geoaddress","city","state","zip","xpos","ypos","longitude","latitude","location"
"Open","21-00665-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264966","5139 Burgundy St, 904 Lizardi St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2021-10-06T10:30:00.000","https://nola.webex.com/nola/j.php?MTID=mce2a5ef3f0a8f1402b57fb53aa0fd89c","2485 415 2943",,"2021-07-21T09:30:00.000","OSS Reset","2021-02-03T14:43:53.000","2021-01-26T14:45:00.000","Complete","E","904 Lizardi St","New Orleans","LA","70117","3696274.5","533400.21","-90.02135003730922","29.960208738580892",
"Open","18-08398-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=244477","5130 Dauphine St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2021-03-31T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=83c4dfdb134fbc1df0f9cb1495b3a1a1","996 814 773 ",,,,"2018-08-27T12:00:21.000","2021-01-28T01:30:00.000","Complete","E","5130 Dauphine St","New Orleans","LA","70117","3696167.46","532973.16","-90.02170348175406","29.959037871458374",
"Open","21-07329-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=271633","227 S Salcedo St","Short Term Rental","Safety and Permits","Initial Hearing","2022-06-08T11:00:00.000",,,,,,"2021-09-22T11:08:45.000","2021-09-22T11:13:04.000","Pending","B","227 S Salcedo St","New Orleans","LA","70119","3673641.5","535560.8","-90.0927465316786","29.96684279312481",
"Open","20-20799-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261419","301 Royal St, 701 Bienville St, 703 Bienville St, 705 Bienville St, 70","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2022-07-27T13:00:00.000",,,,,,"2020-06-24T09:51:04.000","2020-06-17T09:53:00.000","Violation: No WIP","C","301 Royal St","New Orleans","LA","70130","3681629.08","531360.36","-90.0676683016804","29.95505280712432",
"Open","22-00224-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=273456","1440 Desire St","Short Term Rental","Safety and Permits","Initial Hearing","2022-04-27T10:00:00.000",,,,,,"2022-01-16T14:04:37.000","2022-01-16T14:07:00.000","Complete","C","1440 Desire St","New Orleans","LA","70117","3690503.0","537140.76","-90.0394417730304","29.97067438447872",
"Open","20-21441-ILGUS","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262061","10902 Curran Rd","Illegal Use","Safety and Permits","Initial Hearing","2021-02-24T09:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=c0dd3cb5a2513b85903a40771541b433","996 437 002 ",,,,"2020-09-08T09:50:05.000","2020-09-11T09:51:00.000","Complete","E","10902 Curran Rd","New Orleans","LA","70127","3710103.99","565790.35","-89.97646867891332","30.048826543453657",
"Open","19-10534-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=259209","533 St Philip St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-08-31T14:00:00.000",,,,"2022-06-29T14:00:00.000","OSS Reset","2019-10-25T11:05:59.000","2019-10-22T11:10:00.000","Complete","C","533 St Philip St","New Orleans","LA","70116","3683635.3","533045.69","-90.06127433966915","29.959625803484396",
"Closed","18-07705-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=243784","1210 Royal St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-12-15T15:00:00.000","https://nola.webex.com/nola/j.php?MTID=m39103f5a88cdd1f8a991806a3f7c94bd","2489 256 8131",,"2019-10-16T11:30:00.000","OSS Reset","2018-08-13T12:40:01.000","2018-08-07T12:43:00.000","Violation: No WIP","C","1210 Royal St","New Orleans","LA","70116","3683729.45","533960.04","-90.06094497414342","29.9621370780295",
"Closed","18-05619-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=241698","717 St Peter St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2020-12-02T14:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=e320e70337b965f2b00548b07ef01316","992 140 576",,"2019-05-15T11:00:00.000","OSS Reset","2018-06-26T08:02:41.000","2019-01-14T11:00:00.000","Violation: No WIP","C","717 St Peter St","New Orleans","LA","70116","3682438.77","532565.28","-90.06506949425862","29.958341310284723",
"Open","18-11571-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247651","536 Dumaine St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2019-04-03T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=m0ae3596e2f04ac9456371751de426946","2489 716 6445 ",,,,"2018-11-12T13:12:55.000","2018-11-07T13:15:00.000","Violation: No WIP","C","536 Dumaine St","New Orleans","LA","70116","3683363.65","532729.5","-90.06214322377957","29.958764678586487",
"Closed","19-00813-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=249488","712-714 Washington Ave","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2021-03-03T10:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=638c58d84448b48575bf7995d3f1a1aa","995 755 141",,"2019-12-11T09:30:00.000","OSS Reset","2019-02-06T07:49:06.000","2019-02-05T07:50:00.000","Violation: WIP","B","714 Washington Ave","New Orleans","LA","70115","3677749.91","519644.79","-90.08032180922054","29.92295610177133",
"Closed","18-05218-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=241297","418 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2020-10-21T11:00:00.000","https://nola.webex.com/nola/j.php?MTID=m357e2723bbfb815a6f4d6a085f4e6902","2484 584 1102
",,"2019-06-05T09:00:00.000","OSS Reset","2018-06-14T15:34:03.000","2018-06-14T15:35:00.000","Violation: No WIP","C","418 Bourbon St","New Orleans","LA","70130","3681715.54","531912.54","-90.06737603001294","29.95656848847442",
"Open","21-01989-ILGUS","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=266291","6 Marywood Ct","Illegal Use","Safety and Permits","Initial Hearing","2021-08-11T10:30:00.000","https://nola.webex.com/nola/j.php?MTID=m6c62cefbd23b3e74baa2d9fdb57ddca8","2496 232 1689",,,,"2021-03-04T12:48:00.000","2021-10-13T10:00:00.000","Complete","E","6 Marywood Ct","New Orleans","LA","70128","3712752.09","566385.22","-89.96807679231132","30.050375706383925",
"Open","19-10664-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=259339","1200 Decatur St, 51 French Market Pl, 53 French Market Pl","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-05-05T13:00:00.000","https://nola.webex.com/nola/j.php?MTID=m22c023af4f198d2c3cb117f0c4f7863b","2485 465 8431 ",,"2021-02-24T13:00:00.000","OSS Reset","2019-10-31T14:07:24.000","2019-10-28T14:08:00.000","Violation: No WIP","C","1200 Decatur St","New Orleans","LA","70116","3684350.6","533417.56","-90.0590025303203","29.96062646409799",
"Open","20-22374-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262994","808-810 Royal St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-07-20T13:30:00.000",,,,"2022-03-23T13:00:00.000","OSS Reset","2020-10-23T12:51:31.000","2020-10-22T12:53:00.000","Violation: No WIP","C","810 Royal St","New Orleans","LA","70116","3682853.83","532810.34","-90.06375027430873","29.95900250298839",
"Closed","20-20004-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=260619","312 Royal St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-09-21T13:30:00.000",,,,"2022-06-08T14:00:00.000","OSS Reset","2020-03-02T15:30:10.000","2020-01-15T15:31:00.000","Violation: No WIP","C","312 Royal St","New Orleans","LA","70130","3681755.15","531375.62","-90.06726968768245","29.95509093734376",
"Closed","19-02497-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=251172","4025 St Claude Ave","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2019-11-13T11:00:00.000",,,,,,"2019-04-10T08:23:47.000","2019-04-08T08:24:00.000","Violation: No WIP","C","4025 St Claude Ave","New Orleans","LA","70117","3692048.4","535405.67","-90.03462333990176","29.965855425358328",
"Open","21-06998-ZONG","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=271302","3705 Washington Ave","Zoning General","Safety and Permits","Reset Hearing","2022-04-07T10:30:00.000","https://nola.webex.com/nola/j.php?MTID=md93425ea560a75621c2ca65099a73bdc","2493 881 8658",,"2022-01-12T09:00:00.000","OSS Reset","2021-08-25T09:44:15.000","2021-08-25T09:30:00.000","Violation: No WIP","B","3705 Washington Ave","New Orleans","LA","70125","3671905.5","528821.28","-90.09845820189871","29.94836291741874",
"Open","19-05631-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=254306","2100 St Claude Ave [Smith Tire Svc Inc]","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2022-08-10T09:00:00.000",,,,"2022-06-02T09:00:00.000","OSS Reset","2019-05-31T09:00:56.000","2019-05-31T09:02:00.000","Complete","C","2100 St Claude Ave","New Orleans","LA","70116","3684658.44","536222.46","-90.05793184592243","29.96832955348804",
"Open","22-00778-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=274014","518 Verret St","Short Term Rental","Safety and Permits","Initial Hearing","2022-08-10T10:30:00.000",,,,,,"2022-02-21T11:29:52.000","2022-02-21T00:00:00.000","Complete","C","518 Verret St","New Orleans","LA","70114","3687035.62","529750.39","-90.05065341955405","29.950460626245103",
"Closed","20-22290-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262910","541 Dumaine St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2021-07-21T14:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=mda785f96791c0580c14976a874c777bd","996 349 941
",,,,"2020-10-20T14:31:04.000","2020-10-20T14:51:00.000","Violation: No WIP","C","541 Dumaine St","New Orleans","LA","70116","3683357.15","532804.13","-90.0621611346957","29.958970083846143",
"Open","13-01191-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=174054","2600-2602 N Rampart St","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2022-10-06T09:00:00.000",,,,"2022-06-15T09:00:00.000","OSS Reset","2013-03-08T14:26:13.000","2013-03-08T14:15:00.000","Violation: No WIP","C","2600 N Rampart St","New Orleans","LA","70117","3687034.39","535955.83","-90.05043793184379","29.967523482607604",
"Open","19-08564-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=257239","940 Royal St, 940 Royal St Unit 7, 940 Royal St Unit 8, 936 Royal St, ","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2021-08-04T14:30:00.000",,,,,,"2019-08-26T10:50:46.000","2019-08-20T10:53:00.000","Violation: No WIP","C","936 Royal St","New Orleans","LA","70116","3683217.71","533272.47","-90.0625850496501","29.96026211138828",
"Open","18-11571-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247651","536 Dumaine St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-10-06T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=m0ae3596e2f04ac9456371751de426946","2489 716 6445 ",,"2019-04-03T09:00:00.000","OSS Reset","2018-11-12T13:12:55.000","2018-11-07T13:15:00.000","Violation: No WIP","C","536 Dumaine St","New Orleans","LA","70116","3683363.65","532729.5","-90.06214322377957","29.958764678586487",
"Closed","19-02773-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=251448","327 Bourbon St ","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2019-05-29T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=58574a20871f8903d5dc1e12a550e710","993 788 561 ",,,,"2019-04-18T10:11:57.000","2019-04-15T10:13:00.000","Violation: No WIP","C","327 Bourbon St","New Orleans","LA","70112","3681493.2","531724.39","-90.06808466702024","29.956057892435553",
"Open","20-21488-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262108","414 Burgundy St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-01-12T15:00:00.000","https://nola.webex.com/nola/j.php?MTID=md967840c7121fa4439e589786ab29f85","2481 028 8063",,"2021-11-10T15:00:00.000","OSS Reset","2020-09-11T13:58:33.000","2020-09-09T14:00:00.000","Violation: No WIP","C","414 Burgundy St","New Orleans","LA","70112","3681171.85","532298.96","-90.06907936183197","29.957647517898245",
"Open","21-03899-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268201","5544 Vermillion Blvd","Short Term Rental","Safety and Permits","Reset Hearing","2021-07-14T11:00:00.000",,,,"2021-07-14T11:00:00.000","OSS Reset","2021-05-07T21:00:41.000","2021-05-07T21:02:00.000","Violation: WIP","D","5544 Vermillion Blvd","New Orleans","LA","70122","3683111.89","553350.11","-90.06221587954403","30.015471752637296",
"Open","22-01278-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=274514","410-412 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-09-29T14:00:00.000",,,,"2022-07-27T14:00:00.000","OSS Reset","2022-04-01T13:03:34.000","2022-03-23T00:00:00.000","Violation: No WIP","C","410 Bourbon St","New Orleans","LA","70130","3681689.16","531876.12","-90.0674605998813","29.956469147216758",
"Open","20-21259-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261879","901-903 Orleans Ave, 725-727 Dauphine St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-02-23T14:00:00.000",,,,"2022-01-20T10:00:00.000","OSS Reset","2020-08-17T11:37:38.000","2020-07-29T11:42:00.000","Violation: No WIP","C","725 Dauphine St","New Orleans","LA","70116","3682087.41","533083.63","-90.06616089198832","29.959777284804705",
"Open","21-05162-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=269466","1136 St Bernard Ave","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2022-04-20T10:00:00.000","https://nola.webex.com/nola/j.php?MTID=m3cf8d6d489f4f070d6b3d525103f23ac","2486 049 7236",,,,"2021-06-23T09:16:51.000","2021-06-23T09:18:00.000","Complete","C","1136 St Bernard Ave","New Orleans","LA","70116","3683084.59","536013.99","-90.06290943019684","29.967804407774818",
"Open","18-12068-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=248148","826 N Robertson St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2021-04-07T10:30:00.000","https://nola.webex.com/nola/j.php?MTID=mca3bc98512a79db82e73f77be5d95221","2498 551 4532
",,,,"2018-12-04T09:36:43.000","2018-12-04T09:38:00.000","Complete","C","826 N Robertson St","New Orleans","LA","70116","3680469.13","534799.35","-90.0712113780534","29.96454403983414",
"Open","21-01219-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=265521","1431-1433 Annunciation St","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2022-07-27T09:00:00.000",,,,"2022-04-28T09:30:00.000","OSS Reset","2021-02-12T10:06:35.000","2021-02-11T10:07:00.000","Violation: No WIP","B","1431 Annunciation St","New Orleans","LA","70130","3681056.38","524086.6","-90.0697299561386","29.935069783836862",
"Open","19-05431-DBNCBD","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=254106","1040 S Peters St","Demolition by Neglect - HDLC CBD","Historic District Landmarks Commission","Reset Hearing","2022-02-23T09:30:00.000",,,,"2022-01-19T09:00:00.000","OSS Reset","2019-05-28T09:06:06.000","2019-05-23T09:07:00.000","Violation: No WIP","B","1040 S Peters St","New Orleans","LA","70130","3682341.12","526321.81","-90.06559597158589","29.941176847212137",
"Closed","21-06743-ILGUS","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=271047","2544 Dumaine St","Illegal Use","Safety and Permits","Initial Hearing","2022-02-02T10:00:00.000",,,,,,"2021-08-17T09:46:15.000","2021-10-05T00:00:00.000","Complete","D","2544 Dumaine St","New Orleans","LA","70119","3677652.67","537080.6","-90.08002675835652","29.970901701764436",
"Open","21-07333-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=271637","525 Lizardi St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2022-06-16T10:00:00.000",,,,"2022-04-06T10:00:00.000","OSS Reset","2021-09-23T09:45:35.000","2021-09-21T00:00:00.000","Complete","E","525 Lizardi St","New Orleans","LA","70117","3696018.52","532186.81","-90.02220220776411","29.95688037311158",
"Open","19-08953-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=257628","624 Dumaine St ","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2021-04-07T13:00:00.000",,,,"2021-02-03T09:00:00.000","Pending","2019-09-06T12:55:33.000","2019-09-06T13:02:00.000","Violation: No WIP","C","624 Dumaine St","New Orleans","LA","70116","3683088.93","532919.3","-90.0630040734634","29.95929494108345",
"Open","19-00085-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=248756","1210-1216 Bienville St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2022-09-29T10:30:00.000","https://nola.webex.com/nola/j.php?MTID=m843d5ff5677ae7efad20312812f5830e","2488 644 7772",,,,"2019-01-07T09:32:22.000","2019-01-07T09:33:00.000","Complete","C","1216 Bienville St","New Orleans","LA","70112","3680103.93","532442.2","-90.07244656319324","29.958073734896605",
