"office","control_officer","general_fund_type","fund_type","fund","bureau","department_number","department_name","business_unit_number","business_unit_name","job_code","job_title","grade","_2015_adopted_fte","_2015_adopted_salary","_2016_dept_req_fte","_2016_dept_req_salary","_2016_pres_rec_fte","_2016_pres_rec_salary"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910531","Plant Operations","2451","Operating Engineer I","X","5.0","457290.00","5.0","468730.00","5.0","468730.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910531","Plant Operations","2452","Operating Engineer II","X","1.0","96263.00","1.0","98676.00","1.0","98676.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910531","Plant Operations","2453","Operating Engineer III","X","1.0","105893.00","1.0","108535.00","1.0","108535.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910532","Plant Maintenance","2317","Carpenter","X","2.0","176884.00","2.0","180336.00","2.0","180336.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910532","Plant Maintenance","2324","Electrician","X","2.0","178880.00","2.0","183040.00","2.0","183040.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910532","Plant Maintenance","2331","Machinist","X","1.0","91354.00","1.0","92248.00","1.0","92248.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910532","Plant Maintenance","2350","Plumber","X","1.0","95784.00","1.0","97032.00","1.0","97032.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910532","Plant Maintenance","2354","Painter","X","2.0","169520.00","2.0","173680.00","2.0","173680.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910532","Plant Maintenance","2381","Motor Vehicle Driver I","X","1.0","70408.00","1.0","71781.00","1.0","71781.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910532","Plant Maintenance","2392","Laborer","X","1.0","76960.00","1.0","79040.00","1.0","79040.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910533","Communications","48","Administrative Assistant III","16","1.0","62696.00","1.0","66870.00","1.0","66870.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910533","Communications","911","Senior Clerk","09","2.0","74516.00","2.0","80312.00","2.0","80312.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910533","Communications","1002","Telephone Operator II","09","2.0","68476.00","1.0","42437.00","1.0","42437.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910533","Communications","6585","Telephone Operator II-HHS","10",,,"1.0","32771.00","1.0","32771.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910535","Biomedical Engineering","2091","Bio-Medical Engineer","20","1.0","78117.00","1.0","83248.00","1.0","83248.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910536","Material Management","1234","Storekeeper IV","12","2.0","96287.00","2.0","102697.00","2.0","102697.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910536","Material Management","1240","Storekeeper Leadman/JHS/ACHN/CHS","CG","2.0","72053.00","2.0","76449.00","2.0","76449.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910536","Material Management","1968","Scheduler/Dispatcher","CE","1.0","37474.00","1.0","39968.00","1.0","39968.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910801","Pharmacy Outpatient Services","48","Administrative Assistant III","16","1.0","59051.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910801","Pharmacy Outpatient Services","1878","Pharmacist","RX1","11.0","1278629.00","8.0","929912.00","8.0","929912.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910801","Pharmacy Outpatient Services","2051","Pharmacy Technician (As Required Not To Exceed)","PB","12.0","585919.00","9.0","450363.00","9.0","450363.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910801","Pharmacy Outpatient Services","4718","Pharmacy Supervisor IV","RX4","1.0","127859.00","1.0","136286.00","1.0","136286.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8911633","Physical Therapy","47","Administrative Assistant II","14",,,"1.0","57630.00","1.0","57630.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8911633","Physical Therapy","936","Stenographer V","13","1.0","46484.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8911633","Physical Therapy","1914","Physical Therapy Assistant","14","1.0","56160.00","1.0","59898.00","1.0","59898.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8911633","Physical Therapy","1930","Physical Therapy Supervisor","20",,,"1.0","59576.00","1.0","59576.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8911633","Physical Therapy","1931","Assistant Director Of Physical Therapy","21","1.0","61450.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8911633","Physical Therapy","2035","Physical Therapist II","19",,,"3.0","192083.00","3.0","192083.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8911633","Physical Therapy","2041","Occupational Therapist I","19",,,"1.0","54189.00","1.0","54189.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8912043","Infectious Diseases - Medical Staff","48","Administrative Assistant III","16","1.0","62696.00","1.0","66870.00","1.0","66870.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8912043","Infectious Diseases - Medical Staff","1652","Attending Physician Senior 6","K06","1.0","187854.00","1.0","200359.00","1.0","200359.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8912043","Infectious Diseases - Medical Staff","1956","Assistant Divisional Nursing Director","NS2","1.0","98743.00","1.0","105119.00","1.0","105119.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8912043","Infectious Diseases - Medical Staff","1957","Divisional Nursing Director","NS3","1.0","112446.00","1.0","122271.00","1.0","122271.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8912044","Cardiology - Medical Staff","1649","Medical Division Chairman 12","K12","1.0","252430.00","1.0","252430.00","1.0","252430.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8912044","Cardiology - Medical Staff","1656","Attending Physician Senior 10","K10","1.0","249095.00","1.0","249094.00","1.0","249094.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930417","General Administration","50","Administrative Assistant IV","18","2.0","111329.00","1.0","57427.00","1.0","57427.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930417","General Administration","51","Administrative Assistant V","20","2.0","159304.00","2.0","170299.00","2.0","170299.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930417","General Administration","111","Director of Financial Control II","21","1.0","64268.00","1.0","68503.00","1.0","68503.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930417","General Administration","906","Clerk IV","09",,"1.00","1.0","43152.00","1.0","43152.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930417","General Administration","907","Clerk V","11","1.0","46493.00","1.0","49588.00","1.0","49588.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930417","General Administration","919","Business Office Supervisor","13","1.0","37750.00","1.0","53100.00","1.0","53100.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930417","General Administration","935","Stenographer IV","11","1.0","46493.00","1.0","49588.00","1.0","49588.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930417","General Administration","1653","Attending Physician Senior 7","K07","1.0","168607.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","893","Ambulatory and Community Health Network of Cook County","8930417","General Administration","1687","Assistant Administrator","23","1.0","70658.00","1.0","75315.00","1.0","75315.00"
