"period","start_date","end_date","zip_code","service_district","quality_of_life","overall_feeling_of_safety","neighborhood_safety","city_appearance","neighborhood_appearance","nashville_as_residence","nashville_as_place_to_raise","nashville_as_workplace","nashville_as_place_to_start","nashville_as_retirement_place","metro_services_overall","value_received_from_taxes","elected_official_leadership","elected_official","elected_official_accessibility","metro_transparency_and_ethics","metro_budgeting_and","customer_service","metro_communication","decision_input_opportunity","crime_prevention","police_overall","fire_and_ems_overall","streets_and_sidewalks_overall","trash_and_recycling_overall","public_education","public_health_overall","public_library","social_services_overall","economic_development_overall","parks_and_recreation_overall","code_enforcement_overall","public_transit_overall","water_services_overall","metro_provided_arts_and","affordable_housing_overall","historic_preservation_overall","_1st_priority_service","_2nd_priority_service","_3rd_priority_service","_4th_priority_service","_5th_priority_service","city_street_maintenance","street_signs_and_traffic","pedestrian_infrastructure","curb_space_management","bicycle_infrastructure","trash_service","curbside_recycling","drop_off_recycling","street_lighting","public_works_personnel","police_visibility","traffic_enforcement","police_professionalism","police_response_time","school_crossing_guards","school_resource_officers","youth_violence_programs","special_event_security","fire_services","fire_response_time","emergency_medical_services","ems_response_time","fire_professionalism","ems_professionalism","mta_bus_service","music_city_circuit","accessride","music_city_star","park_and_ride","bus_shelters","mta_personnel_professionalism","trash_and_debris_enforcement","lawn_and_brush_enforcement","exterior_maintenance","short_term_rental_enforcement","strp_complaint_hotline","codes_personnel","codes_responsiveness","_911_services","non_emergency_number","hubnashville_311","program_information","nashville_gov","metro_video_programming","metro_social_media","parks_maintenance","outdoor_athletic_fields","walking_and_biking_trails","swimming_pools","community_centers","youth_recreation_programs","senior_recreation_programs","parks_personnel","park_safety","burial_assistance_program","family_support_services","homeless_services","nutrition_programs","head_start_early_head_start","low_income_home_energy","violent_crime_victim_services","tap_water","water_service_reliability","water_emergency_response","flood_prevention","stormwater_fund_use","water_services_value","water_services_communication","water_services_information","water_services_social_media","water_services_employee","crime_victim","mnpd_officer_contact","_311_hubnashville_usage","nashville_gov_usage","park_community_center_usage","mta_bus_service_usage","bicycle_usage","arts_cultural_event_attendance","public_library_usage","metro_elected_official_contact","public_meeting_attendance","neighborhood_meeting","monthly_housing_cost_over","rideshare_bikeshare_usage","commute_by_walking_biking","affordable_housing_preference","opioid_addiction","neighborhood_tree_canopy","internet_use_for_information","mobile_phone_internet_access","home_internet_access","natural_disaster_preparedness","_500_emergency_expense","healthcare_access","healthy_food_access","childcare_access","pre_k_access","public_transit_access","park_and_green_space_access","affordable_housing_access","diversity_support_efforts","diversity_acceptance","disability_access","job_access","neighborhood_arts_and_culture","small_business_and_freelance","farmers_market","general_hospital","emergency_and_natural_disaster","no_children_in_davidson_county","children_ages_0_5","children_agest_6_13","children_agest_13_17","public_school_attendance","charter_school_attendance","private_school_attendance","other_school_attendance","other_school_definition","school_quality","own_or_rent","years_lived_in_davidson_county","business_owner_operator","race_ethnicity_white","race_ethnicity_black","race_ethnicity_hispanic","race_ethnicity_asian_or","race_ethnicity_native_american","race_ethnicity_other","race_ethnicity_other_1","total_annual_household_income","age","gender_identity","education_attained"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37076","General Services District","Satisfied","Dissatisfied","Neutral","Very Satisfied","Very Satisfied","Good","Neutral","Good","Good","Below Average","Neutral","Neutral","Neutral","Satisfied","Satisfied","Dissatisfied","Dissatisfied","Satisfied","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Don't Know","Satisfied","Don't Know","Very Satisfied","Very Dissatisfied","Satisfied","Satisfied","Satisfied","Don't Know","Satisfied","Very Satisfied","Neutral","Neutral","Police","Fire and EMS","Public education","Social services","Parks and recreation","Satisfied","Satisfied","Satisfied","Dissatisfied","Satisfied","Don't Know","Dissatisfied","Satisfied","Satisfied","Satisfied","Neutral","Very Satisfied","Neutral","Very Dissatisfied","Satisfied","Satisfied","Don't Know","Satisfied","Satisfied","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Satisfied","Neutral","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Don't Know","Satisfied","Satisfied","Neutral","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Dissatisfied","Don't Know","Don't Know","Don't Know","Satisfied","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","true","Yes","Yes","Yes","Yes","Yes","Yes","Satisfied","Satisfied","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Satisfied","Yes",,,,,,,,,,"Own","25","Yes",,"Yes",,,,,,"$100,000 or more","45-54","Male","Graduate degree"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37212","Urban Services District","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Very Satisfied","Excellent","Good","Excellent","Excellent","Good","Satisfied","Satisfied","Satisfied","Very Satisfied","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Neutral","Dissatisfied","Satisfied","Don't Know","Satisfied","Don't Know","Very Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Neutral","Very Satisfied","Public education","Affordable housing","Streets and sidewalks","Code enforcement","Parks and recreation","Satisfied","Satisfied","Neutral","Dissatisfied","Satisfied","Very Dissatisfied","Dissatisfied","Don't Know","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Satisfied","Satisfied","Don't Know","Neutral","Don't Know","Neutral","Satisfied","Neutral","Satisfied","Neutral","Neutral","Neutral","Neutral","Satisfied","Don't Know","Don't Know","Don't Know","Satisfied","Very Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Satisfied","Very Satisfied","Don't Know","Don't Know","Satisfied","Very Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Satisfied","Neutral","Don't Know","Don't Know","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","true","Yes","Yes","Yes","Yes","Yes","Yes","Don't Know","Satisfied","Don't Know","Neutral","Satisfied","Very Satisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Neutral","Very Satisfied","Neutral","Satisfied","Don't Know","Don't Know","Yes",,,,,,,,,,"Rent","30","Yes","Yes",,,,,,,"$100,000 or more","35-44","Male","Bachelor's degree"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37013","Urban Services District","Neutral","Dissatisfied","Satisfied","Dissatisfied","Satisfied","Good","Good","Good","Excellent","Neutral","Dissatisfied","Dissatisfied","Satisfied","Neutral","Neutral","Neutral","Dissatisfied","Satisfied","Neutral","Dissatisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Dissatisfied","Neutral","Dissatisfied","Satisfied","Dissatisfied","Dissatisfied","Don't Know","Very Dissatisfied","Affordable housing","Economic development","Police","Social services","Code enforcement","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Very Dissatisfied","Satisfied","Satisfied","Satisfied","Dissatisfied","Satisfied","Dissatisfied","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Very Dissatisfied","Very Dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Very Dissatisfied","Very Dissatisfied","Neutral","Neutral","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Neutral","Dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","false","No","Yes","Yes","Yes","Yes","No","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Neutral","Neutral","Dissatisfied","Dissatisfied","Neutral",,,,"Yes",,"Yes",,,,"Good","Own","20","No",,"Yes",,,,,,"$60,000 to $99,999","35-44","Female","Associate's degree"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37072","General Services District","Satisfied","Don't Know","Satisfied","Satisfied","Satisfied","Good","Don't Know","Don't Know","Don't Know","Below Average","Satisfied","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Neutral","Dissatisfied","Don't Know","Very Satisfied","Very Satisfied","Very Dissatisfied","Satisfied","Don't Know","Satisfied","Satisfied","Don't Know","Don't Know","Satisfied","Don't Know","Very Dissatisfied","Neutral","Satisfied","Don't Know","Very Dissatisfied","Streets and sidewalks","Public transportation","Affordable housing","Social services","Public education","Dissatisfied","Satisfied","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Don't Know","Don't Know","Dissatisfied","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Don't Know","Don't Know","Satisfied","Don't Know","Dissatisfied","Satisfied","Dissatisfied","Satisfied","Don't Know","Don't Know","Very Dissatisfied","Don't Know","Don't Know","Very Dissatisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","No","No","true","Yes","No","No","No","No","No","Satisfied","Satisfied","Don't Know","Don't Know","Very Dissatisfied","Very Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Very Dissatisfied","Satisfied","Don't Know","Satisfied","Satisfied","Satisfied","Yes",,,,,,,,,,"Rent","70","No","Yes",,,,,,,"$30,000 to $59,999","55-64","Female","Some college"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37215","Urban Services District","Satisfied","Neutral","Satisfied","Neutral","Satisfied","Good","Good","Good","Good","Don't Know","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Neutral","Satisfied","Neutral","Don't Know","Neutral","Don't Know","Don't Know","Satisfied","Satisfied","Dissatisfied","Dissatisfied","Satisfied","Neutral","Neutral","Public transportation","Water / stormwater","Public education","Streets and sidewalks","Library","Neutral","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Satisfied","Neutral","Don't Know","Don't Know","Satisfied","Don't Know","Very Satisfied","Don't Know","Very Satisfied","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Very Dissatisfied","Satisfied","Neutral","Don't Know","Don't Know","Don't Know","Dissatisfied","Neutral","Don't Know","Don't Know","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","false","No","Yes","Yes","Yes","Yes","Yes","Neutral","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Dissatisfied","Don't Know","Satisfied","Don't Know","Dissatisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Yes",,,,,,,,,,"Own","16","Yes",,,,"Yes",,,,"$60,000 to $99,999","18-24","Female","Graduate degree"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37212","Urban Services District","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Good","Don't Know","Good","Good","Below Average","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Satisfied","Satisfied","Very Satisfied","Satisfied","Don't Know","Satisfied","Satisfied","Dissatisfied","Satisfied","Don't Know","Don't Know","Satisfied","Don't Know","Satisfied","Satisfied","Satisfied","Dissatisfied","Neutral","Neutral","Don't Know","Satisfied","Public transportation","Public education","Affordable housing","Streets and sidewalks","Police","Neutral","Very Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Very Satisfied","Don't Know","Don't Know","Dissatisfied","Don't Know","Neutral","Neutral","Neutral","Neutral","Don't Know","Neutral","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Don't Know","Satisfied","Don't Know","Satisfied","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Satisfied","Don't Know","Dissatisfied","Don't Know","Neutral","Neutral","Don't Know","Don't Know","Don't Know","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","false","No","Yes","Yes","Yes","Yes","Yes","Satisfied","Very Satisfied","Don't Know","Don't Know","Dissatisfied","Satisfied","Don't Know","Satisfied","Satisfied","Don't Know","Don't Know","Neutral","Dissatisfied","Dissatisfied","Don't Know","Neutral","Yes",,,,,,,,,,"Rent","48","Yes","Yes",,,,,,,"$60,000 to $99,999","45-54","Male","Bachelor's degree"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37215","Urban Services District","Satisfied","Dissatisfied","Neutral","Neutral","Neutral","Good","Neutral","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Neutral","Neutral","Neutral","Dissatisfied","Dissatisfied","Neutral","Neutral","Neutral","Dissatisfied","Neutral","Satisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Neutral","Dissatisfied","Neutral","Police","Public education","Water / stormwater","Social services","Streets and sidewalks","Dissatisfied","Neutral","Dissatisfied","Neutral","Dissatisfied","Neutral","Neutral","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Very Dissatisfied","Very Dissatisfied","Dissatisfied","Dissatisfied","Don't Know","Satisfied","Neutral","Neutral","Satisfied","Don't Know","Neutral","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Neutral","Dissatisfied","Neutral","Neutral","Dissatisfied","Don't Know","Don't Know","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Dissatisfied","Neutral","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Neutral","No","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","false","Yes","Yes","Yes","Yes","Yes","Yes","Satisfied","Satisfied","Don't Know","Don't Know","Neutral","Satisfied","Don't Know","Neutral","Satisfied","Satisfied","Neutral","Neutral","Neutral","Satisfied","Neutral","Satisfied","Yes",,,,,,,,,,"Own","35","No","Yes",,,,,,,"$100,000 or more","55-64","Male","Bachelor's degree"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37209","Urban Services District","Satisfied","Neutral","Neutral","Satisfied","Very Satisfied","Excellent","Excellent","Good","Good","Good","Satisfied","Neutral","Satisfied","Don't Know","Don't Know","Neutral","Neutral","Neutral","Satisfied","Neutral","Neutral","Satisfied","Very Satisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Don't Know","Satisfied","Satisfied","Dissatisfied","Don't Know","Dissatisfied","Satisfied","Don't Know","Satisfied","Streets and sidewalks","Water / stormwater","Police","Code enforcement","Public education","Neutral","Satisfied","Dissatisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Dissatisfied","Don't Know","Don't Know","Neutral","Neutral","Dissatisfied","Neutral","Don't Know","Don't Know","Satisfied","Don't Know","Very Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Dissatisfied","Dissatisfied","Dissatisfied","Very Dissatisfied","Don't Know","Dissatisfied","Very Dissatisfied","Don't Know","Satisfied","Don't Know","Satisfied","Very Satisfied","Satisfied","Satisfied","Very Satisfied","Satisfied","Satisfied","Don't Know","Very Satisfied","Don't Know","Don't Know","Neutral","Neutral","Don't Know","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Very Dissatisfied","Don't Know","Neutral","Dissatisfied","Dissatisfied","Neutral","Satisfied","Neutral","Don't Know","Don't Know","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","true","Yes","Yes","Yes","Yes","Yes","Yes","Very Dissatisfied","Satisfied","Don't Know","Don't Know","Satisfied","Very Satisfied","Don't Know","Don't Know","Neutral","Satisfied","Very Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Don't Know","Neutral","Yes",,,,,,,,,,"Own","26","Yes","Yes",,,,,,,"$30,000 to $59,999","45-54","Female","Bachelor's degree"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37207","General Services District","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Good","Good","Good","Excellent","Good","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Neutral","Very Satisfied","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Satisfied","Very Satisfied","Dissatisfied","Very Satisfied","Affordable housing","Code enforcement","Police","Public education","Public health","Satisfied","Satisfied","Neutral","Dissatisfied","Satisfied","Very Satisfied","Satisfied","Very Satisfied","Neutral","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Dissatisfied","Neutral","Neutral","Dissatisfied","Satisfied","Don't Know","Don't Know","Satisfied","Very Satisfied","Don't Know","Neutral","Satisfied","Satisfied","Neutral","Neutral","Don't Know","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Satisfied","Don't Know","Very Dissatisfied","Neutral","Neutral","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","true","No","Yes","Yes","No","No","No","Neutral","Neutral","Don't Know","Don't Know","Satisfied","Don't Know","Neutral","Neutral","Neutral","Don't Know","Don't Know","Neutral","Don't Know","Satisfied","Satisfied","Satisfied","Yes",,,,,,,,,,"Own","54","No",,"Yes",,,,,,"Under $30,000","35-44","Female","Some college"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37215","General Services District","Satisfied","Satisfied","Satisfied","Neutral","Very Satisfied","Neutral","Neutral","Good","Good","Neutral","Don't Know","Dissatisfied","Neutral","Neutral","Neutral","Satisfied","Dissatisfied","Satisfied","Neutral","Dissatisfied","Neutral","Neutral","Very Satisfied","Dissatisfied","Satisfied","Dissatisfied","Dissatisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Very Dissatisfied","Satisfied","Very Satisfied","Very Dissatisfied","Neutral","Public education","Public transportation","Police","Streets and sidewalks","Public health","Very Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Dissatisfied","Neutral","Very Satisfied","Very Satisfied","Neutral","Neutral","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Dissatisfied","Don't Know","Don't Know","Satisfied","Don't Know","Neutral","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","true","Yes","Yes","Yes","Yes","Yes","Yes","Neutral","Satisfied","Satisfied","Satisfied","Very Dissatisfied","Very Satisfied","Dissatisfied","Satisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Very Dissatisfied","Neutral","Yes",,,,,,,,,,"Own","30","Yes","Yes",,,,,,,"$100,000 or more","35-44","Male","Bachelor's degree"
