"permit_number","status","permit_type","permit_subtype","sub_type_description","date_entered","date_issued","parcel","business_name","business_owner","address","city","state","zip","council_district","census_tract","mapped_location"
"20-26423","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-01-13T00:00:00.000","2020-11-23T00:00:00.000","11801001900","FROTHY MONKEY","Ryan Moloney","2509  12TH AVE S","UNKNOWN","TN","0","18","37016900","2509 12TH AVE S
UNKNOWN, TN 00000
(36.124525, -86.789621)"
"20-26892","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-08-26T00:00:00.000","2020-11-24T00:00:00.000","10404013000","BOBBY'S IDLE HOUR TAVERN",,"9  MUSIC SQ S","NASHVILLE","TN","37203","19","37016400","9 MUSIC SQ S
NASHVILLE, TN 37203
(36.146823, -86.793267)"
"21-27493","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-12-09T00:00:00.000","2022-04-28T00:00:00.000","07300001700","ROMANO'S MACARONI GRILL",,"517  OPRY MILLS DR","NASHVILLE","TN","37214","15","37015300","517 OPRY MILLS DR
NASHVILLE, TN 37214
(36.20462, -86.695243)"
"21-27371","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-08-17T00:00:00.000","2021-10-29T00:00:00.000","18300008500","CANE RIDGE MARKET","JAYANTILAL K PATEL","13001  OLD HICKORY BLVD","LAVERGNE","TN","37086","33","37015630","13001 OLD HICKORY BLVD
LAVERGNE, TN 37086
(36.016671, -86.619909)"
"21-27121","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-03-15T00:00:00.000","2021-10-29T00:00:00.000","09504005900","BIRRIERIA Y TAQUERIA ARANDAS","Eugenio Toledo 50 %","104  GRAYLYNN DR","NASHVILLE","TN","37214","15","37015100","104 GRAYLYNN DR
NASHVILLE, TN 37214
(36.169314, -86.674405)"
"20-26413","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-01-06T00:00:00.000","2022-01-21T00:00:00.000","09306113600","CORNER PUB DOWNTOWN","8251 River Rd Pike","151  5TH AVE N","NASHVILLE","TN","37219","19","37019500","151 5TH AVE N
NASHVILLE, TN 37219
(36.16256, -86.779774)"
"20-26415","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-01-06T00:00:00.000","2022-01-21T00:00:00.000","16000004400","ESQUINA CANTINA",,"710  OLD HICKORY BLVD  302","BRENTWOOD","TN","37027","4","37018803","710 OLD HICKORY BLVD 302
BRENTWOOD, TN 37027
(36.040599, -86.77028)"
"20-26951","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-10-08T00:00:00.000","2020-12-03T00:00:00.000","09306105700","DLS/SNITCH/VATOS TACOS",,"210  4TH AVE N","NASHVILLE","TN","37219","19","37019500","210 4TH AVE N
NASHVILLE, TN 37219
(36.164107, -86.779204)"
"20-26737","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-04-10T00:00:00.000","2020-12-03T00:00:00.000","09306208100","WILDHORSE SALOON",,"120  2ND AVE N","NASHVILLE","TN","37201","19","37019500","120 2ND AVE N
NASHVILLE, TN 37201
(36.162577, -86.775632)"
"20-26958","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-10-14T00:00:00.000","2020-12-03T00:00:00.000","09302316600","JANE'S ON TOP",,"209  3RD AVE N 601","NASHVILLE","TN","37201","19","37019500","209 3RD AVE N 601
NASHVILLE, TN 37201
(36.164654, -86.778001)"
"21-27427","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-09-28T00:00:00.000","2021-10-29T00:00:00.000","04000015300","EL REY AZTECA MEXICAN RESTAURANT, INC.",,"7541  OLD HICKORY BLVD","WHITES CREEK","TN","37189","3","37010201","7541 OLD HICKORY BLVD
WHITES CREEK, TN 37189
(36.277183, -86.794966)"
"21-27333","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-07-13T00:00:00.000","2021-10-29T00:00:00.000","093063A00300CO","BOOTS AND BEER LLC",,"5011  BROADWAY PL","NASHVILLE","TN","37203","19","37019500","5011 BROADWAY PL
NASHVILLE, TN 37203"
"21-27306","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-06-21T00:00:00.000","2021-10-29T00:00:00.000","09116016300","RED PERCH","Cameron Payne","4101  CHARLOTTE AVE  G120","NASHVILLE","TN","37209","24","37013400","4101 CHARLOTTE AVE G120
NASHVILLE, TN 37209
(36.152404, -86.836047)"
"21-27305","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-06-18T00:00:00.000","2021-10-29T00:00:00.000","09303009300","LA QUINTA INN & SUITES DOWNTOWN/STADIUM","Dipak Patel, Raman G Dayal, Suresh G Dayal","315  INTERSTATE DR","NASHVILLE","TN","37213","6","37019300","315 INTERSTATE DR
NASHVILLE, TN 37213
(36.167517, -86.766471)"
"20-26860","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-07-22T00:00:00.000","2021-03-25T00:00:00.000","09309034300","GRAND HYATT NASHVILLE","Bobby Mancil 50%, Gregory Friedman 50%","1000  BROADWAY","NASHVILLE","TN","37203","19","37019500","1000 BROADWAY
NASHVILLE, TN 37203
(36.157909, -86.784431)"
"20-26870","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-08-07T00:00:00.000","2021-03-25T00:00:00.000","09302316600","JANE'S HIDEAWAY",,"209  3RD AVE N 101","NASHVILLE","TN","37201","19","37019500","209 3RD AVE N 101
NASHVILLE, TN 37201
(36.164654, -86.778001)"
"20-26941","ISSUED","BBPERMIT","WHOLESALES","BB - Wholesale, Distributor","2020-09-30T00:00:00.000","2020-12-08T00:00:00.000","07113001200","ADVINTAGE DISTRIBUTING",,"220  CUMBERLAND BND","NASHVILLE","TN","37228","2","37013700","220 CUMBERLAND BND
NASHVILLE, TN 37228
(36.195378, -86.786856)"
"20-26995","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-12-05T00:00:00.000","2021-03-25T00:00:00.000","02900026900","JOELTON HARDWARE & FEED",,"5538C  CLARKSVILLE PIKE","JOELTON","TN","37080","1","37010104","5538C CLARKSVILLE PIKE
JOELTON, TN 37080
(36.280767, -86.875499)"
"19-26287","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-09-30T00:00:00.000","2020-03-20T00:00:00.000","08301008900","ONCE UPON A TIME IN FRANCE",,"1102  GALLATIN AVE","NASHVILLE","TN","37206","5","37011700","1102 GALLATIN AVE
NASHVILLE, TN 37206
(36.189621, -86.745794)"
"20-26804","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-05-28T00:00:00.000","2020-08-14T00:00:00.000","09301009900","HAMPTON INN & SUITES CAPITOL VIEW",,"530  11TH AVE N","NASHVILLE","TN","37203","19","37019400","530 11TH AVE N
NASHVILLE, TN 37203
(36.164837, -86.792239)"
"20-26783","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-05-22T00:00:00.000","2020-08-14T00:00:00.000","12800018700","BAR LOUIE",,"8119  SAWYER BROWN RD  101","NASHVILLE","TN","37221","22","37018401","8119 SAWYER BROWN RD 101
NASHVILLE, TN 37221
(36.080342, -86.944437)"
"20-26414","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-01-06T00:00:00.000","2022-01-21T00:00:00.000","16000004400","CORNER PUB BRENTWOOD",,"710  OLD HICKORY BLVD  305","BRENTWOOD","TN","37027","4","37018803","710 OLD HICKORY BLVD 305
BRENTWOOD, TN 37027
(36.040599, -86.77028)"
"21-27400","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-08-31T00:00:00.000","2021-10-29T00:00:00.000","09306405700","MOXY NASHVILLE DOWNTOWN",,"110  3RD AVE S","NASHVILLE","TN","37201","19","37019500","110 3RD AVE S
NASHVILLE, TN 37201
(36.161034, -86.775618)"
"17-20418","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2017-01-18T00:00:00.000","2017-02-09T00:00:00.000","08305023200","Dinos Restaurant","Whitcomb &amp; Wendkos LLC","411  Gallatin AVE","Nashville","TN","37206","6","37012100","411 Gallatin AVE
Nashville, TN 37206
(36.181191, -86.749469)"
"17-17458","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2017-03-23T00:00:00.000","2017-04-13T00:00:00.000","11804036200","Circle K","Mac's Convenience Stores LLC","2200  NOLENSVILLE PIKE","NASHVILLE","TN","37211","17","37017200","2200 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.125322, -86.752301)"
"T22-27839","TEMPORARY","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2022-07-21T00:00:00.000",,"08112041500","TAILOR NASHVILLE",,"620  TAYLOR ST","NASHVILLE","TN","37208","19","37019400","620 TAYLOR ST
NASHVILLE, TN 37208
(36.177681, -86.792041)"
"19-26405","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-12-20T00:00:00.000","2020-12-08T00:00:00.000","09306409400","THE REGISTER",,"200  2ND AVE S","NASHVILLE","TN","37201","19","37019500","200 2ND AVE S
NASHVILLE, TN 37201
(36.159766, -86.773787)"
"21-27397","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-08-27T00:00:00.000","2021-10-29T00:00:00.000","06200023300","NASHVILLE TROUBADOUR","Rodney Collins","2416  MUSIC VALLEY DR","NASHVILLE","TN","37214","15","37015300","2416 MUSIC VALLEY DR
NASHVILLE, TN 37214
(36.218524, -86.695398)"
"20-26767","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-05-07T00:00:00.000","2021-03-25T00:00:00.000","093063A00300CO","THE NATIONAL MUSEUM OF AFRICAN AMERICAN MUSIC",,"510  BROADWAY","NASHVILLE","TN","37203","19","37019500","510 BROADWAY
NASHVILLE, TN 37203
(36.16031, -86.778873)"
"20-27016","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-12-18T00:00:00.000","2021-03-25T00:00:00.000","093063A00300CO","EDDIE V'S #8529",,"590  BROADWAY","NASHVILLE","TN","37203","19","37019500","590 BROADWAY
NASHVILLE, TN 37203
(36.159909, -86.779807)"
"20-26420","ISSUED","BBPERMIT","WHOLESALES","BB - Wholesale, Distributor","2020-01-10T00:00:00.000","2020-12-09T00:00:00.000","07206021900","LIVING WATERS BREWING COMPANY LLC","Ryan McCay","1056 E TRINITY LN  101","NASHVILLE","TN","37216","5","37011400","1056 E TRINITY LN 101
NASHVILLE, TN 37216
(36.203911, -86.741344)"
"22-27673","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2022-03-21T00:00:00.000","2022-04-28T00:00:00.000","13400022000","PRIME NOW LLC",,"410  HARDING INDUSTRIAL DR","NASHVILLE","TN","37211","13","37015613","410 HARDING INDUSTRIAL DR
NASHVILLE, TN 37211
(36.091253, -86.690655)"
"D21-27223","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-05-05T00:00:00.000","2021-06-24T00:00:00.000","09306202600","CASA ROSA",,"308  BROADWAY","NASHVILLE","TN","37201","19","37019500","308 BROADWAY
NASHVILLE, TN 37201
(36.161356, -86.776466)"
"21-27434","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-10-05T00:00:00.000","2021-11-04T00:00:00.000","09100004400","BRINGLE'S SMOKING OASIS",,"4901  CENTENNIAL BLVD","NASHVILLE","TN","37209","20","37013300","4901 CENTENNIAL BLVD
NASHVILLE, TN 37209
(36.162426, -86.847151)"
"21-27128","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-03-18T00:00:00.000","2021-06-24T00:00:00.000","10204010100","SAIGON CAFE",,"6410  CHARLOTTE PIKE","NASHVILLE","TN","37209","20","37018101","6410 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.143456, -86.873909)"
"21-27320","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-06-30T00:00:00.000","2021-11-04T00:00:00.000","09313001100","TACOS AND TEQUILAS","kirolles yacoub","1526  DEMONBREUN ST","NASHVILLE","TN","37203","19","37019500","1526 DEMONBREUN ST
NASHVILLE, TN 37203
(36.152723, -86.79047)"
"21-27194","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-04-23T00:00:00.000","2021-06-24T00:00:00.000","09311023300","THE CORDELLE",,"45  LINDSLEY AVE","NASHVILLE","TN","37210","19","37019500","45 LINDSLEY AVE
NASHVILLE, TN 37210
(36.153932, -86.765394)"
"21-27192","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-04-23T00:00:00.000","2021-06-24T00:00:00.000","135150A00300CO","RUBY TUESDAY #5185",,"2304  MURFREESBORO PIKE","NASHVILLE","TN","37217","29","37015612","2304 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.086399, -86.648361)"
"21-27236","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-05-11T00:00:00.000","2021-06-25T00:00:00.000","08600020800","7-ELEVEN 41072H","David Seltzer","5430  OLD HICKORY BLVD","HERMITAGE","TN","37076","11","37015623","5430 OLD HICKORY BLVD
HERMITAGE, TN 37076
(36.182712, -86.608719)"
"20-26869","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-08-07T00:00:00.000","2020-12-17T00:00:00.000","11815001000","LOGAN'S ROADHOUSE #489",,"727  THOMPSON LN","NASHVILLE","TN","37204","16","37980200","727 THOMPSON LN
NASHVILLE, TN 37204
(36.112243, -86.766546)"
"20-26967","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-11-04T00:00:00.000","2020-12-18T00:00:00.000","07210001400","Nicoletto's Italian Kitchen",,"2905A  GALLATIN PIKE","NASHVILLE","TN","37216","5","37011400","2905A GALLATIN PIKE
NASHVILLE, TN 37216
(36.202679, -86.73897)"
"20-26949","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-10-06T00:00:00.000","2020-12-18T00:00:00.000","09216010700","JASPER'S RESTAURANT",,"1918  WEST END AVE","NASHVILLE","TN","37203","21","37019500","1918 WEST END AVE
NASHVILLE, TN 37203
(36.151666, -86.798734)"
"20-26905","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-09-03T00:00:00.000","2020-12-21T00:00:00.000","15512028800","TITOS MEXICAN RESTAURANT","Janette Judith Solorzano","8080C  HIGHWAY 100","NASHVILLE","TN","37221","35","37018405","8080C HIGHWAY 100
NASHVILLE, TN 37221
(36.044837, -86.954136)"
"21-27424","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-09-23T00:00:00.000","2021-11-05T00:00:00.000","06513013200","DOUBLE E BAR AND GRILL","Pariah Hospitality LLC","4957  LEBANON PIKE","OLD HICKORY","TN","37138","11","37015401","4957 LEBANON PIKE
OLD HICKORY, TN 37138
(36.216365, -86.584608)"
"21-27259","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-05-24T00:00:00.000","2021-11-05T00:00:00.000","03402007400","CHIPOTLE MEXICAN GRILL #3583",,"1806  GALLATIN PIKE N","MADISON","TN","37115","10","37010401","1806 GALLATIN PIKE N
MADISON, TN 37115
(36.298213, -86.698091)"
"20-26990","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-11-30T00:00:00.000","2021-03-25T00:00:00.000","06103015300","GALLATIN PIKE SHELL","Alhasnawy","4800  GALLATIN PIKE","NASHVILLE","TN","37216","7","37011100","4800 GALLATIN PIKE
NASHVILLE, TN 37216
(36.231569, -86.724851)"
"21-27120","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-03-15T00:00:00.000","2021-06-25T00:00:00.000","08207013500","FOLK",,"823  MERIDIAN ST","NASHVILLE","TN","37207","5","37011800","823 MERIDIAN ST
NASHVILLE, TN 37207
(36.18558, -86.768221)"
"21-27361","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-08-04T00:00:00.000","2021-11-05T00:00:00.000","14604000103","MAPCO #3195",,"4677  TROUSDALE DR","NASHVILLE","TN","37204","26","37018901","4677 TROUSDALE DR
NASHVILLE, TN 37204
(36.081995, -86.758262)"
"20-27025","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-12-23T00:00:00.000","2021-06-25T00:00:00.000","06004008400","REYES MEXICAN GRILL",,"3112  DICKERSON PIKE","NASHVILLE","TN","37207","2","37011001","3112 DICKERSON PIKE
NASHVILLE, TN 37207
(36.230593, -86.759073)"
"21-27237","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-05-11T00:00:00.000","2021-06-25T00:00:00.000","07504003900","7-ELEVEN 41071H","David Seltzer","4601  LEBANON PIKE","HERMITAGE","TN","37076","11","37015405","4601 LEBANON PIKE
HERMITAGE, TN 37076
(36.21512, -86.597054)"
"21-27279","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-06-08T00:00:00.000","2021-06-25T00:00:00.000","16100016400","7-ELEVEN 41079H","David Seltzer","15007  OLD HICKORY BLVD","NASHVILLE","TN","37211","27","37019112","15007 OLD HICKORY BLVD
NASHVILLE, TN 37211
(36.045469, -86.71255)"
"21-27460","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-11-15T00:00:00.000","2022-04-28T00:00:00.000","08305015600","7-ELEVEN 42000H","David Seltzer","510  GALLATIN AVE","NASHVILLE","TN","37206","5","37011900","510 GALLATIN AVE
NASHVILLE, TN 37206
(36.181705, -86.749253)"
"20-26497","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-02-17T00:00:00.000","2020-12-21T00:00:00.000","09111029700","COCO'S  ITALIAN MARKET AND RESTAURANT","Charles Cinelli","411  51ST AVE N","NASHVILLE","TN","37209","24","37013400","411 51ST AVE N
NASHVILLE, TN 37209
(36.152755, -86.848605)"
"22-27686","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-03-30T00:00:00.000","2022-04-28T00:00:00.000","09313057800","THE NASHVILLE SUNDAE CLUB",,"335  11TH AVE S","NASHVILLE","TN","37203","19","37019500","335 11TH AVE S
NASHVILLE, TN 37203
(36.152849, -86.783724)"
"22-27675","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-03-23T00:00:00.000","2022-04-28T00:00:00.000","08309021600","5 POINTS DINER",,"1016  WOODLAND ST","NASHVILLE","TN","37206","6","37019200","1016 WOODLAND ST
NASHVILLE, TN 37206
(36.177334, -86.750453)"
"22-27705","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2022-04-11T00:00:00.000","2022-04-28T00:00:00.000","09302316800","MJ�S CHILL SPOT","Jodi Hopper, Meredith Yerk","310  CHURCH ST","NASHVILLE","TN","37201","19","37019500","310 CHURCH ST
NASHVILLE, TN 37201
(36.164064, -86.77814)"
"21-27455","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-11-03T00:00:00.000","2022-04-28T00:00:00.000","093063A00300CO","BLUE SUSHI SAKE GRILL",,"5036  BROADWAY PL  220","NASHVILLE","TN","37203","19","37019500","5036 BROADWAY PL 220
NASHVILLE, TN 37203"
"22-27689","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-03-31T00:00:00.000","2022-04-28T00:00:00.000","10503017100","DICEY�S PIZZA & TAVERN",,"425  CHESTNUT ST","NASHVILLE","TN","37203","17","37016100","425 CHESTNUT ST
NASHVILLE, TN 37203
(36.144004, -86.768727)"
"T22-27725","TEMPORARY","BBPERMIT","ONSALES","BB - On Site Sales","2022-04-22T00:00:00.000",,"13414003400","THAI PAPAYA",,"321A  HARDING PL","NASHVILLE","TN","37211","28","37015613","321A HARDING PL
NASHVILLE, TN 37211
(36.087013, -86.693254)"
"T22-27725","TEMPORARY","BBPERMIT","ONSALES","BB - On Site Sales","2022-04-22T00:00:00.000",,"13414003400","THAI PAPAYA",,"321B  HARDING PL  RETAIL SPA","NASHVILLE","TN","37211","28","37015613","321B HARDING PL RETAIL SPA
NASHVILLE, TN 37211
(36.087013, -86.693254)"
"22-27644","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-03-04T00:00:00.000","2022-08-11T00:00:00.000","092124A00100CO","HALLS CHOPHOUSE",,"1600  WEST END AVE  101","NASHVILLE","TN","37203","21","37019500","1600 WEST END AVE 101
NASHVILLE, TN 37203
(36.154199, -86.793188)"
"T22-27814","TEMPORARY","BBPERMIT","OFFSALES","BB - Off Site Sales","2022-06-28T00:00:00.000",,"07509026400","TONYS SMOKE SHOP",,"4705  OLD HICKORY BLVD","OLD HICKORY","TN","37138","14","37015402","4705 OLD HICKORY BLVD
OLD HICKORY, TN 37138
(36.200772, -86.62097)"
"17-25257","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2017-09-27T00:00:00.000","2017-11-16T00:00:00.000","10514008700","HATTIE B'S",,"2222  8TH AVE S","NASHVILLE","TN","37204","17","37017000","2222 8TH AVE S
NASHVILLE, TN 37204
(36.128847, -86.777964)"
"17-25258","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2017-09-27T00:00:00.000","2017-11-16T00:00:00.000","09115009700","HATTIE B'S",,"5209  CHARLOTTE AVE","NASHVILLE","TN","37209","24","37013400","5209 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.151885, -86.850841)"
"22-27777","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2022-05-25T00:00:00.000","2022-08-11T00:00:00.000","093064F00100CO","HYATT CENTRIC DOWNTOWN NASHVILLE",,"210  MOLLOY ST","NASHVILLE","TN","37201","19","37019500","210 MOLLOY ST
NASHVILLE, TN 37201
(36.159036, -86.773516)"
"21-27073","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-02-04T00:00:00.000","2021-07-08T00:00:00.000","093063A00300CO","SHAKE SHACK",,"5002  BROADWAY PL","NASHVILLE","TN","37203","19","37019500","5002 BROADWAY PL
NASHVILLE, TN 37203"
"21-27351","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-07-26T00:00:00.000","2022-05-04T00:00:00.000","07500016500","FAMOUS DAVE'S",,"5000  OLD HICKORY BLVD","HERMITAGE","TN","37076","11","37015404","5000 OLD HICKORY BLVD
HERMITAGE, TN 37076
(36.195014, -86.618889)"
"21-27280","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-06-08T00:00:00.000","2021-06-25T00:00:00.000","05104012100","7-ELEVEN 41063H","David Seltzer","817  GALLATIN PIKE S","MADISON","TN","37115","7","37010701","817 GALLATIN PIKE S
MADISON, TN 37115
(36.253689, -86.71644)"
"22-27630","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-02-23T00:00:00.000","2022-08-11T00:00:00.000","082094A00100CO","BUDS & BREWS",,"1246  3RD AVE N","NASHVILLE","TN","37208","19","37019400","1246 3RD AVE N
NASHVILLE, TN 37208
(36.177693, -86.786439)"
"21-27263","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-05-26T00:00:00.000","2021-07-09T00:00:00.000","13300000400","NASHVILLE ZOO AT GRASSMERE",,"3777  NOLENSVILLE PIKE","NASHVILLE","TN","37211","26","37018901","3777 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.091149, -86.734904)"
"19-26323","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-10-16T00:00:00.000","2021-03-26T00:00:00.000","09111023200","CZANN'S BREWING COMPANY, LLC",,"4909  INDIANA AVE","NASHVILLE","TN","37209","20","37013300","4909 INDIANA AVE
NASHVILLE, TN 37209
(36.156541, -86.847182)"
"21-27247","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-05-18T00:00:00.000","2021-07-12T00:00:00.000","05308000000001","BLUE TURTLE BAY MARINA",,"2001B  LAKESHORE DR","OLD HICKORY","TN","37138",,,"2001B LAKESHORE DR
OLD HICKORY, TN 37138
(36.250492, -86.641054)"
"17-25115","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2017-07-10T00:00:00.000","2021-03-26T00:00:00.000","08309012500","THE ROSEMARY & BEAUTY QUEEN",,"1102  FORREST AVE","NASHVILLE","TN","37206","6","37019200","1102 FORREST AVE
NASHVILLE, TN 37206
(36.178476, -86.749533)"
"21-27479","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-11-18T00:00:00.000","2022-02-01T00:00:00.000","05300001800","NICAMEX BAR AND GRILL",,"1433  ROBINSON RD","OLD HICKORY","TN","37138","11","37010501","1433 ROBINSON RD
OLD HICKORY, TN 37138
(36.255811, -86.65395)"
"21-27150","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-04-03T00:00:00.000","2021-07-13T00:00:00.000","09215009800","KOI SUSHI & THAI",,"2214  ELLISTON PL  102","NASHVILLE","TN","37203","21","37016500","2214 ELLISTON PL 102
NASHVILLE, TN 37203
(36.15081, -86.804661)"
